Relative Time [s],Mass,"Temp_avg, all4 [K]",Error
112.66,0,369.8537023,1.556575137
113.591,0,370.6451651,1.555321037
114.522,0,371.4159931,1.553847435
115.453,0,372.091342,1.535480946
116.384,0,372.8351747,1.550194521
117.316,0,373.563702,1.544596251
118.246,0,374.2654097,1.52957572
119.177,0,374.9588386,1.530644276
120.11,0,375.6102273,1.511249929
121.041,0,376.3321228,1.498664761
121.972,0,376.9836867,1.484272428
122.903,0,377.6758859,1.48174466
123.835,0,378.3143762,1.468342542
124.766,0,378.958536,1.439067601
125.697,0,379.5363646,1.413167629
126.628,0,380.0754545,1.413220776
127.559,0,380.4600104,1.480680415
128.489,0,381.2322872,1.392254255
129.42,0,381.7978117,1.377661332
130.351,0,382.3786078,1.349810716
131.282,0,382.8948041,1.308395318
132.213,0,383.4518818,1.28777494
133.144,0,383.973437,1.248360309
134.076,0,384.5064273,1.214316108
135.006,0,385.0625528,1.186736049
135.938,0,385.5466389,1.155705904
136.869,0,386.0840718,1.149105584
137.8,0,386.6884652,1.131059189
138.731,0,387.2841889,1.124490716
139.662,0,387.8476077,1.125896002
140.593,0,388.4738846,1.130340067
141.524,0,389.0304404,1.127852267
142.455,0,389.6301245,1.133687583
143.386,0,390.1624883,1.126196347
144.317,0,390.7404815,1.127846003
145.249,0,391.2649282,1.135527314
146.18,0,391.8588398,1.161368317
147.111,0,392.4474174,1.173812312
148.042,0,393.0449634,1.188655072
148.973,0,393.670011,1.186459101
149.904,0,394.2644638,1.207647493
150.835,0,394.8420903,1.21804997
151.766,0,395.4437534,1.234449778
152.697,0,395.9812703,1.233361776
153.628,0,396.5980236,1.246714876
154.559,0,397.2295401,1.258998475
155.49,0,397.8485913,1.258686317
156.422,0,398.4667138,1.285531858
157.353,0,399.0727099,1.297595396
158.284,0,399.6752494,1.30253624
159.215,0,400.2207299,1.287971366
160.146,0,400.7618706,1.280188112
161.077,0,401.3327253,1.271914023
162.008,0,401.8106693,1.249758031
162.94,0,402.3757481,1.250046498
163.871,0,402.8904156,1.239550032
164.802,0,403.3910594,1.251168014
165.733,0,403.9636168,1.241048261
166.664,0,404.4560325,1.243347464
167.595,0,404.9476481,1.231598566
168.527,0,405.4347076,1.23312399
169.458,0,406.0078246,1.235150393
170.389,0,406.5026284,1.221177443
171.32,0,406.9097802,1.216912826
172.251,0,407.4134702,1.210205652
173.182,0,407.9876538,1.201367939
174.113,0,408.4574227,1.192744437
175.044,0,408.9931314,1.187284544
175.975,0,409.5031124,1.191250995
176.905,0,410.0266631,1.185307158
177.836,0,410.5462328,1.1804394
178.767,0,411.0712134,1.186316575
179.698,0,411.6091311,1.188902723
180.63,0,412.1451414,1.183872601
181.561,0,412.6690154,1.191500249
182.492,0,413.1363552,1.209686398
183.423,0,413.6416294,1.216014716
184.355,0,414.1450837,1.219749626
185.286,0,414.6947403,1.213879897
186.217,0,415.1565542,1.223694638
187.148,0,415.6875406,1.209159588
188.079,0,416.1445086,1.199505415
189.01,0,416.6534516,1.209997201
189.941,0,417.1498871,1.210015618
190.872,0,417.6528901,1.203793322
191.804,0,418.1570669,1.21344521
192.735,0,418.6573171,1.205735049
193.666,0,419.1266334,1.208460735
194.597,0,419.4587976,1.19238899
195.528,0,419.9970928,1.200443291
196.459,0,420.5016565,1.212704337
197.39,0,421.019346,1.21222114
198.321,0,421.4921342,1.213391871
199.252,0,421.9833257,1.214709672
200.184,0,422.4707377,1.217061034
201.114,0,422.893649,1.218018219
202.045,0,423.3424695,1.22080873
202.977,0,423.772189,1.219874836
203.907,0,424.2453346,1.209285072
204.839,0,424.7021,1.205491456
205.77,0,425.1518028,1.207230323
206.701,0,425.5677327,1.216971902
207.631,0,426.0820275,1.209224022
208.562,0,426.479367,1.201995007
209.493,0,426.9202968,1.19638655
210.424,0,427.3478819,1.193694174
211.356,0,427.7831247,1.196772595
212.286,0,428.2211307,1.198303241
213.217,0,428.6379144,1.190252687
214.148,0,429.0334828,1.191303194
215.08,0,429.4999948,1.181669462
216.011,0,429.937848,1.185772486
216.942,0,430.3911852,1.195232444
217.873,0,430.7598153,1.193919032
218.804,0,431.2210336,1.200384618
219.735,0,431.6360453,1.188574551
220.666,0,432.0288441,1.184379546
221.597,0,432.4883895,1.196485776
222.528,0,432.8962938,1.202999366
223.459,0,433.3380401,1.198817769
224.39,0,433.7259906,1.198368578
225.321,0,434.1157707,1.200623668
226.253,0,434.5541405,1.21360286
227.184,0,434.966986,1.222886124
228.115,0,435.3265025,1.230569822
229.046,0,435.7222954,1.237153553
229.977,0,436.136713,1.231655571
230.908,0,436.5357419,1.226041814
231.839,0,436.8993139,1.239560683
232.77,0,437.2221964,1.226824954
233.701,0,437.5794963,1.2259613
234.632,0,437.9689835,1.227740403
235.563,0,438.3547314,1.224404157
236.494,0,438.7274939,1.221686324
237.425,0,439.0748081,1.228808136
238.357,0,439.4347571,1.226732759
239.288,0,439.7201176,1.250101918
240.351,0,440.1637383,1.236043477
241.282,0,440.5098028,1.2131166
242.215,0,440.815936,1.202473634
243.146,0,441.1197013,1.191829794
244.076,0,441.345855,1.180353335
245.007,0,441.6554546,1.178547053
245.938,0,442.044724,1.173708082
246.87,0,442.3287992,1.176725499
247.8,0,442.4925455,1.211763063
248.731,0,442.5822255,1.24839338
249.663,0,442.7306118,1.289844562
250.594,0,442.9682784,1.298121748
251.525,0,443.2322217,1.314517383
252.456,0,443.511093,1.330980134
253.387,0,443.8175779,1.353530213
254.318,0,444.085838,1.387419213
255.249,0,444.4413053,1.404387506
256.18,0,444.7801645,1.423877585
257.111,0,445.084635,1.42262286
258.042,0,445.4255713,1.423426016
258.973,0,445.7841875,1.434325273
259.904,0,446.122959,1.441336286
260.836,0,446.4091112,1.432460928
261.767,0,446.7757461,1.444495317
262.699,0,447.0774535,1.452818009
263.63,0,447.4091134,1.44485433
264.561,0,447.6822177,1.448281887
265.492,0,448.0160145,1.444248836
266.423,0,448.3013376,1.454966604
267.354,0,448.6864199,1.464862955
268.285,0,448.9746373,1.452860993
269.216,0,449.3130324,1.461478736
270.147,0,449.604264,1.46817085
271.078,0,449.8887175,1.458978053
272.007,0,450.2412719,1.464516977
272.94,0,450.5437657,1.467170068
273.872,0,450.8066499,1.465175145
274.803,0,451.1489024,1.458455542
275.734,0,451.4102015,1.465912423
276.665,0,451.7078518,1.468295339
277.596,0,452.0197107,1.488447215
278.527,0,452.2132901,1.465535241
279.458,0,452.5816931,1.473645772
280.389,0,452.8406485,1.479424951
281.32,0,453.1447544,1.489990489
282.251,0,453.4426603,1.477027762
283.182,0,453.7410199,1.464311043
284.113,0,454.0552951,1.469573337
285.045,0,454.3272977,1.467610589
285.976,0,454.6148731,1.473511084
286.907,0,454.8312537,1.475498687
287.837,0,455.1573804,1.468399895
288.768,0,455.4879502,1.4780082
289.699,0,455.7170118,1.480120946
290.631,0,456.0405042,1.489119133
291.562,0,456.2736313,1.49390352
292.493,0,456.6298329,1.486850216
293.424,0,456.8162661,1.483131621
294.355,0,457.0509233,1.483505023
295.286,0,457.2587844,1.472119306
296.217,0,457.6055228,1.487511334
297.149,0,457.8612957,1.48515637
298.08,0,458.1074335,1.488758523
299.011,0,458.3806191,1.478894002
299.942,0,458.6327131,1.49490236
300.873,0,458.7353336,1.482486529
301.804,0,459.1128359,1.469444703
302.735,0,459.3956952,1.484191526
303.666,0,459.6600449,1.487679269
304.597,0,459.9763518,1.515496005
305.528,0,460.2339871,1.502510818
306.459,0,460.4507655,1.489588763
307.39,0,460.7125857,1.485147932
308.322,0,460.9738274,1.486542418
309.253,0,461.3038754,1.475986407
310.184,0,461.5359827,1.470421655
311.115,0,461.8589302,1.473910718
312.046,0,462.0680194,1.480361873
312.977,0,462.2972207,1.478235499
313.908,0,462.5645772,1.500995271
314.839,0,462.8551899,1.501635556
315.77,0,463.0970667,1.500646977
316.701,0,463.3302099,1.496023746
317.632,0,463.5561893,1.485872433
318.562,0,463.8229033,1.475881186
319.494,0,464.0052242,1.475336981
320.425,0,464.2932952,1.47184788
321.356,0,464.5941539,1.472560792
322.288,0,464.8493591,1.477299795
323.219,0,465.0025144,1.46931763
324.15,0,465.2194384,1.469297543
325.081,0,465.4374809,1.473537185
326.012,0,465.7116667,1.475006604
326.943,0,465.9642084,1.474641833
327.874,0,466.2167894,1.490062464
328.806,0,466.4080821,1.469805905
329.736,0,466.6930763,1.454957543
330.668,0,466.8803233,1.475456022
331.599,0,467.2001407,1.494307722
332.53,0,467.4346525,1.503870147
333.461,0,467.6681876,1.508908395
334.391,0,467.9431335,1.516259638
335.322,0,468.1082801,1.510804145
336.253,0,468.313786,1.513722504
337.184,0,468.5542235,1.526572133
338.115,0,468.7754387,1.535264223
339.046,0,468.9662469,1.523467187
339.977,0,469.1685307,1.54055243
340.908,0,469.3243342,1.532253492
341.84,0,469.5485985,1.523577443
342.771,0,469.7946434,1.520914242
343.702,0,470.0237075,1.530330541
344.633,0,470.1786242,1.506704613
345.564,0,470.4263815,1.527156934
346.495,0,470.6197193,1.5277656
347.426,0,470.8582306,1.529317141
348.357,0,471.0293696,1.533206664
349.288,0,471.1391782,1.529364183
350.219,0,471.3497444,1.51325434
351.15,0,471.596156,1.515325877
352.081,0,471.7805714,1.505410602
353.012,0,471.9099648,1.5104966
353.943,0,472.1544546,1.519760498
354.875,0,472.3457287,1.512257556
355.806,0,472.5631178,1.51077007
356.737,0,472.7770931,1.49482788
357.668,0,472.947433,1.494077283
358.599,0,473.1207119,1.517182032
359.53,0,473.349976,1.524861012
360.461,0,473.5400793,1.534617417
361.525,0,473.789307,1.532167169
362.456,0,473.9496262,1.518888937
363.387,0,474.2121189,1.529156036
364.318,0,474.4137793,1.513641086
365.249,0,474.7601891,1.505812792
366.181,0,474.861557,1.503797099
367.112,0,475.0062737,1.493943863
368.043,0,475.2115104,1.471090792
368.974,0,475.3878315,1.467813165
369.905,0,475.599722,1.461968659
370.836,0,475.8643437,1.455094526
371.767,0,476.0885534,1.438967743
372.698,0,476.2633744,1.435675087
373.629,0,476.438093,1.415226726
374.56,0,476.6250374,1.414122765
375.491,0,476.7552206,1.412440362
376.422,0,477.017649,1.413491623
377.353,0,477.1860789,1.420741308
378.285,0,477.3010799,1.452317139
379.216,0,477.4807472,1.468508662
380.147,0,477.5671178,1.428590723
381.078,0,477.7879039,1.438368263
382.009,0,477.977569,1.45354997
382.94,0,478.163893,1.452312361
383.871,0,478.3578495,1.441500991
384.802,0,478.4898564,1.43484274
385.733,0,478.6622183,1.44854619
386.664,0,478.7848508,1.451680592
387.595,0,478.9488662,1.440911488
388.526,0,478.9970731,1.447193465
389.458,0,479.1012001,1.443705931
390.389,0,479.3065372,1.412257947
391.32,0,479.5569057,1.359737277
392.251,0,479.7312326,1.345089745
393.182,0,480.0425824,1.340385427
394.113,0,480.2300068,1.328451627
395.044,0,480.4418208,1.351364504
395.975,0,480.6625602,1.351343193
396.906,0,480.8008629,1.33880426
397.837,0,480.9767761,1.354733533
398.768,0,481.2584683,1.369721048
399.699,0,481.3298153,1.34077053
400.63,0,481.6499509,1.376957814
401.562,0,481.744381,1.35111392
402.493,0,481.8715711,1.359338239
403.424,0,482.0123054,1.341359957
404.355,0,482.2383872,1.350995226
405.286,0,482.4909357,1.349252327
406.217,0,482.7602623,1.347942156
407.148,0,482.9521787,1.342139515
408.079,0,483.0685351,1.325468541
409.01,0,483.3129987,1.361280044
409.941,0,483.4069084,1.349535456
410.873,0,483.5753381,1.346619487
411.803,0,483.6507343,1.340671696
412.734,0,483.852412,1.344377717
413.666,0,483.9473741,1.369073392
414.597,0,484.166753,1.367667787
415.528,0,484.3019038,1.325254646
416.459,0,484.5132589,1.335132779
417.39,0,484.6521115,1.329897518
418.321,0,484.7062037,1.297008735
419.252,0,485.0793093,1.31721793
420.183,0,485.1923109,1.30554301
421.114,0,485.4197169,1.329710887
422.178,0,485.4598477,1.338330928
423.11,0,485.6427135,1.333935147
424.041,0,485.7746299,1.322363317
424.972,0,485.9652949,1.32223155
425.903,0,486.094462,1.327505631
426.835,0,486.2476423,1.309447449
427.766,0,486.3366299,1.311634205
428.697,0,486.4056962,1.313794661
429.628,0,486.5679263,1.313768282
430.559,0,486.7119339,1.295837888
431.49,0,486.8247255,1.311077175
432.421,0,486.802428,1.304398691
433.352,0,487.0283838,1.314019774
434.283,0,487.1838386,1.326791732
435.214,0,487.3131339,1.326130092
436.145,0,487.4961618,1.334571588
437.076,0,487.6587149,1.305771766
438.007,0,487.8094689,1.296916835
438.938,0,488.0706518,1.29416443
439.869,0,488.0487734,1.287652671
440.8,0,488.1256255,1.296590973
441.731,0,488.3228552,1.304117347
442.662,0,488.4549086,1.293753878
443.593,0,488.6045755,1.318650391
444.524,0,488.7099654,1.301932876
445.455,0,488.9539469,1.330609719
446.386,0,489.1778827,1.337801579
447.317,0,489.3445216,1.344933319
448.248,0,489.4454315,1.333457276
449.18,0,489.5026195,1.323121104
450.111,0,489.6570475,1.310167906
451.042,0,489.7462278,1.307908987
451.973,0,489.9039095,1.29739584
452.904,0,490.1397149,1.326597147
453.835,0,490.2205106,1.329815759
454.766,0,490.2899388,1.314010526
455.697,0,490.4792366,1.310957274
456.628,0,490.6430491,1.325891054
457.559,0,490.7438367,1.307768935
458.49,0,490.8447754,1.317206439
459.421,0,490.9286893,1.329861543
460.352,0,491.1443501,1.312934266
461.284,0,491.2011638,1.314319046
462.215,0,491.3090782,1.344795141
463.146,0,491.4218225,1.351454409
464.077,0,491.5541075,1.347006792
465.008,0,491.5634409,1.366580393
465.939,0,491.666296,1.354449063
466.87,0,491.8687194,1.364493029
467.801,0,491.9675162,1.357595829
468.732,0,492.0807031,1.366591898
469.663,0,492.2138092,1.38419107
470.594,0,492.2502211,1.381382824
471.526,0,492.3224114,1.365140597
472.457,0,492.4387812,1.368365411
473.388,0,492.5252152,1.356684198
474.319,0,492.7052499,1.366418668
475.25,0,492.9623052,1.371043649
476.181,0,493.0462074,1.348154335
477.112,0,493.0989978,1.355775508
478.043,0,493.2527426,1.333066015
478.974,0,493.4607018,1.323888967
479.905,0,493.682672,1.313114289
480.836,0,493.7620919,1.3395911
481.767,0,493.7090165,1.330562089
482.698,0,493.9496632,1.312012824
483.63,0,494.1416874,1.323262911
484.56,0,494.2284718,1.325768572
485.492,0,494.3562884,1.336334172
486.556,0,494.4778369,1.327167046
487.487,0,494.6594859,1.343552669
488.418,0,494.8211555,1.32782663
489.349,0,494.9948651,1.33844848
490.28,0,495.0138791,1.353127023
491.211,0,495.1368588,1.377578744
492.142,0,495.3371107,1.375960092
493.073,0,495.4115428,1.350888325
494.004,0,495.6263883,1.348280839
494.935,0,495.7371804,1.369198855
495.867,0,495.8370158,1.347441974
496.798,0,496.0012313,1.341415858
497.729,0,496.1467714,1.34778068
498.66,0,496.2506304,1.326480149
499.591,0,496.4006713,1.354976996
500.522,0,496.5203816,1.338874961
501.453,0,496.5914624,1.295683431
502.384,0,496.6836428,1.306350514
503.315,0,496.8826332,1.310880737
504.246,0,497.0150654,1.336311916
505.177,0,497.0179709,1.330151685
506.108,0,497.1266927,1.308797623
507.04,0,497.2876831,1.327544535
507.971,0,497.4172016,1.340201567
508.902,0,497.6426361,1.33866569
509.833,0,497.6907084,1.327002537
510.764,0,497.825101,1.331563347
511.695,0,497.955991,1.337532336
512.626,0,498.1002886,1.348235231
513.557,0,498.1570225,1.333417597
514.488,0,498.363573,1.372518394
515.419,0,498.4572211,1.355393123
516.35,0,498.4725402,1.343289275
517.281,0,498.7399072,1.387719167
518.212,0,498.9369449,1.370759347
519.144,0,498.9774794,1.374411636
520.075,0,499.1887957,1.363696032
521.006,0,499.2915938,1.350631841
521.937,0,499.4911925,1.380215104
522.868,0,499.6354491,1.3617607
523.799,0,499.8345442,1.376337351
524.73,0,499.9474597,1.367474933
525.661,0,499.9715439,1.367419862
526.592,0,500.0539714,1.367818105
527.523,0,500.196714,1.370602162
528.454,0,500.4051721,1.382637079
529.385,0,500.4770139,1.342990078
530.317,0,500.6056586,1.348588927
531.248,0,500.9361063,1.37384065
532.179,0,501.0461383,1.344322682
533.11,0,500.9869334,1.340172391
534.041,0,501.037041,1.352519516
534.972,0,501.1405243,1.331757446
535.903,0,501.4982792,1.372683261
536.834,0,501.6452429,1.385929999
537.765,0,501.6662067,1.384908788
538.696,0,501.8240384,1.391335194
539.628,0,501.9208697,1.422077886
540.558,0,502.0815491,1.447527063
541.489,0,501.9891276,1.43469537
542.421,0,502.1147517,1.420936564
543.352,0,502.2392865,1.416251174
544.283,0,502.3693771,1.42811478
545.214,0,502.49101,1.446019084
546.145,0,502.6228352,1.423671705
547.076,0,502.6403636,1.412369942
548.007,0,502.8332731,1.424696741
548.938,0,503.0686413,1.418754619
549.869,0,503.152253,1.404360512
550.8,0,503.2230851,1.397697092
551.731,0,503.4439623,1.452372914
552.662,0,503.6219008,1.430497394
553.593,0,503.8116715,1.443349441
554.525,0,504.0100929,1.461655105
555.456,0,504.0544481,1.431731006
556.387,0,504.2473182,1.473325162
557.318,0,504.3264842,1.422132113
558.249,0,504.4385269,1.422780558
559.18,0,504.5265972,1.433284993
560.111,0,504.6280431,1.451502493
561.042,0,504.8675482,1.441351399
561.973,0,504.9416507,1.434188077
562.904,0,505.0979042,1.462866181
563.835,0,505.2737052,1.458710895
564.766,0,505.3846458,1.460855402
565.698,0,505.6139395,1.507360669
566.629,0,505.8287534,1.516493394
567.56,0,505.9053465,1.491341911
568.491,0,506.0145583,1.479782888
569.422,0,506.2044043,1.479930742
570.353,0,506.3375062,1.487404308
571.284,0,506.455659,1.457947171
572.215,0,506.5809271,1.463349705
573.146,0,506.6665656,1.472791065
574.077,0,506.8270831,1.47539367
575.008,0,506.9559147,1.485440664
575.939,0,507.103348,1.509668498
576.87,0,507.3099135,1.552541898
577.802,0,507.3944492,1.526162121
578.733,0,507.6202241,1.539286434
579.664,0,507.7331543,1.554915672
580.595,0,507.6635927,1.508725291
581.526,0,507.9925894,1.523854253
582.457,0,508.0171012,1.508470482
583.388,0,508.2642195,1.535382391
584.319,0,508.5008034,1.556692556
585.25,0,508.4483075,1.569030375
586.181,0,508.7309214,1.615137019
587.112,0,508.9152508,1.600318702
588.043,0,509.0401555,1.626626658
588.974,0,509.2034237,1.61966269
589.906,0,509.3981735,1.630052547
590.837,0,509.4843949,1.637737797
591.768,0,509.6143982,1.631776092
592.699,0,509.8175216,1.639933175
593.63,0,509.9162461,1.640498447
594.561,0,510.1487575,1.696930272
595.492,0,510.1573741,1.667655936
596.423,0,510.2934433,1.639461917
597.354,0,510.5342017,1.653070107
598.285,0,510.6649395,1.642929568
599.216,0,510.6810947,1.658388805
600.147,0,510.8176562,1.625467932
601.078,0,511.0783548,1.663089536
602.01,0,511.2593422,1.701633673
602.941,0,511.3561418,1.669541948
603.872,0,511.4626199,1.665083442
604.803,0,511.5426008,1.66672869
605.734,0,511.7030815,1.653647964
606.665,0,511.8552332,1.647844699
607.596,0,511.9124473,1.700061898
608.527,0,512.0881316,1.71779635
609.458,0,512.0757516,1.706093435
610.389,0,512.2818313,1.775655044
611.32,0,512.2818302,1.706283702
612.251,0,512.4926691,1.779109531
613.182,0,512.6863611,1.778075286
614.114,0,512.8163474,1.7350047
615.045,0,512.7684939,1.792457832
615.976,0,512.9420858,1.79806543
617.042,0,513.2781654,1.81124331
617.971,0,513.3340206,1.798621198
618.902,0,513.4982268,1.830635575
619.833,0,513.5541471,1.808828437
620.764,0,513.8407388,1.792755004
621.695,0,513.9377956,1.807567102
622.626,0,514.022491,1.816603495
623.557,0,514.2038283,1.795544739
624.488,0,514.4667426,1.839397976
625.421,0,514.7900542,1.902163658
626.353,0,514.8691914,1.883734878
627.284,0,514.9386256,1.856210788
628.215,0,514.9947283,1.83559272
629.146,0,515.0531545,1.816826594
630.076,0,515.1937729,1.847507289
631.007,0,515.381501,1.846566615
631.938,0,515.5134876,1.782338531
632.868,0,515.5796144,1.817291829
633.799,0,515.8773101,1.832303522
634.73,0,515.9402884,1.814402887
635.661,0,516.1724864,1.843317962
636.592,0,516.2258723,1.81695845
637.524,0,516.3588932,1.87666542
638.455,0,516.4590393,1.841626302
639.386,0,516.6205374,1.837630952
640.317,0,516.6863554,1.840148812
641.248,0,516.9097597,1.851336614
642.179,0,516.8757631,1.832154868
643.11,0,517.1226816,1.819660895
644.041,0,517.1671231,1.844188392
644.972,0,517.3305957,1.837004025
645.903,0,517.4867493,1.842938941
646.834,0,517.7779134,1.845262196
647.765,0,517.8843464,1.844301509
648.696,0,518.0472896,1.848500424
649.628,0,518.1314779,1.855662238
650.559,0,518.1619127,1.853074617
651.49,0,518.2405624,1.838319191
652.421,0,518.3329646,1.825056151
653.352,0,518.3410177,1.862148632
654.283,0,518.6763904,1.90933138
655.214,0,518.88463,1.883554577
656.145,0,518.8661265,1.868994817
657.076,0,518.9539345,1.877545864
658.007,0,519.2324322,1.910740828
658.938,0,519.412475,1.941484183
659.869,0,519.2881871,1.925951818
660.8,0,519.3989897,1.937963887
661.732,0,519.5241217,1.919676667
662.663,0,519.8310914,1.931890359
663.594,0,519.9738709,1.957172457
664.525,0,520.0907905,2.01672787
665.456,0,520.2667692,2.023812385
666.387,0,520.5058077,2.031901915
667.318,0,520.6566134,2.015597703
668.249,0,520.824494,2.023682466
669.18,0,520.950775,1.994866863
670.112,0,521.1135119,2.05912162
671.043,0,521.1811764,2.063364254
671.973,0,521.2610416,2.01321941
672.905,0,521.3901911,2.03363929
673.836,0,521.4283712,2.012324862
674.767,0,521.7848298,2.068297318
675.698,0,521.9327998,2.124790628
676.629,0,522.0128215,2.095746066
677.56,0,522.2250451,2.073904703
678.491,0,522.3082975,2.080024893
679.422,0,522.3233901,2.08032261
680.353,0,522.4921433,2.077098591
681.284,0,522.7059108,2.088309328
682.215,0,522.8546865,2.122657487
683.146,0,522.8948626,2.113601976
684.078,0,523.1384781,2.122992048
685.011,0,523.146575,2.132204913
685.94,0,523.3816279,2.168224509
686.871,0,523.441269,2.150792086
687.802,0,523.6572581,2.157186913
688.733,0,523.708724,2.174039599
689.664,0,523.7405928,2.17181127
690.595,0,523.8900726,2.182709628
691.526,0,523.990669,2.139871447
692.457,0,524.0504188,2.097595898
693.388,0,524.4455612,2.189512707
694.319,0,524.5759573,2.16377011
695.25,0,524.7732033,2.203498665
696.182,0,524.7525471,2.213067225
697.113,0,524.9652519,2.211304986
698.044,0,525.1821089,2.231157003
698.975,0,525.1277155,2.230783187
699.906,0,525.35083,2.238194211
700.837,0,525.5130775,2.201050382
701.768,0,525.5926235,2.211122482
702.699,0,525.7886744,2.208917437
703.63,0,526.0310592,2.230166826
704.561,0,526.139704,2.244402261
705.492,0,525.995063,2.176838144
706.423,0,526.1244464,2.200319013
707.354,0,526.3221227,2.201143937
708.287,0,526.381301,2.178362752
709.469,0,526.5226991,2.231791677
710.283,0,526.5881454,2.25783081
711.214,0,526.8183658,2.27165962
712.145,0,527.1415751,2.332897951
713.076,0,527.2280221,2.353833111
714.007,0,527.4699798,2.342954644
714.938,0,527.6076529,2.317827595
715.869,0,527.810654,2.314012949
716.8,0,527.9172108,2.276275306
717.731,0,528.0491093,2.306448568
718.662,0,528.086737,2.27400705
719.593,0,528.3235169,2.338828849
720.524,0,528.3668386,2.28346202
721.456,0,528.6115781,2.250630825
722.387,0,528.7735757,2.292204063
723.318,0,528.8670903,2.297732294
724.249,0,529.0443701,2.290910999
