Relative Time [s],Mass,"Temp_avg, all4 [K]",Error
725.18,0,529.1236609,2.278488568
726.111,0,529.2639403,2.277724535
727.042,0,529.2395138,2.223493526
727.973,0,529.3522553,2.261610465
728.904,0,529.5579864,2.309476265
729.835,0,529.5335408,2.278886386
730.766,0,529.5921611,2.258502228
731.697,0,529.7274103,2.237576634
732.629,0,529.9512048,2.259453472
733.56,0,530.2642009,2.283900565
734.491,0,530.4227513,2.335549904
735.422,0,530.5829915,2.375496438
736.353,0,530.6831969,2.375093982
737.284,0,530.7863847,2.345203868
738.215,0,530.9240563,2.35024882
739.146,0,530.9625951,2.352859477
740.076,0,531.049369,2.34352533
741.007,0,531.1718485,2.344340614
741.938,0,531.398033,2.369921321
742.869,0,531.6277929,2.375516215
743.801,0,531.7432503,2.367057721
744.732,0,531.7765222,2.357448605
745.662,0,531.9200378,2.362334547
746.593,0,532.0903102,2.376133571
747.524,0,532.2275937,2.333585138
748.455,0,532.5267791,2.361465873
749.386,0,532.5207373,2.403863313
750.317,0,532.6204414,2.41014886
751.248,0,532.7761837,2.345808252
752.179,0,532.8885994,2.388990724
753.11,0,532.9635216,2.385075687
754.041,0,533.0336704,2.381985696
754.973,0,533.2042002,2.4082258
755.903,0,533.4090532,2.409026775
756.835,0,533.6596416,2.426435327
757.766,0,533.5773646,2.412987165
758.697,0,533.8430166,2.426378465
759.628,0,533.9923761,2.413117574
760.559,0,534.0000329,2.417530459
761.49,0,534.3129997,2.457437672
762.421,0,534.461032,2.450128263
763.352,0,534.5462153,2.47782933
764.283,0,534.6529841,2.49061605
765.214,0,534.7874169,2.472705104
766.145,0,534.7616388,2.412258764
767.078,0,534.9457612,2.434270062
768.007,0,535.0144498,2.493490154
768.939,0,535.2820486,2.511891507
769.87,0,535.4028264,2.478986088
770.801,0,535.6064363,2.504638069
771.732,0,535.7603869,2.523339828
772.663,0,535.6934086,2.483723325
773.594,0,535.9758925,2.519941702
774.525,0,536.1114908,2.553533161
775.456,0,536.2470095,2.568202755
776.387,0,536.267415,2.522318164
777.318,0,536.36142,2.535624977
778.249,0,536.3686649,2.537329963
779.18,0,536.3294797,2.514174114
780.111,0,536.3996249,2.513588027
781.043,0,536.4961094,2.465844515
781.974,0,536.7109258,2.535299024
782.905,0,536.9439946,2.569034291
783.836,0,537.0728067,2.581801343
784.767,0,537.179154,2.549641709
785.698,0,537.0727205,2.499430367
786.629,0,537.2530754,2.545688099
787.56,0,537.5592382,2.598999168
788.491,0,537.6809724,2.639381906
789.422,0,537.8175695,2.611085063
790.353,0,537.7739204,2.63061325
791.284,0,537.8740994,2.61374942
792.215,0,537.9511887,2.573626316
793.147,0,538.0423257,2.609573907
794.078,0,538.1922888,2.642582378
795.009,0,538.3288633,2.658796407
795.94,0,538.2259084,2.641960381
796.873,0,538.413022,2.645571335
797.804,0,538.5155835,2.610499802
798.735,0,538.8538207,2.705254432
799.666,0,538.8998318,2.713227622
800.598,0,539.0970832,2.728745137
801.528,0,539.1035361,2.697871838
802.459,0,539.1621926,2.676052349
803.391,0,539.305709,2.70128432
804.321,0,539.3354302,2.712790506
805.253,0,539.3907346,2.687175595
806.184,0,539.4817972,2.66259617
807.115,0,539.7844689,2.722918881
808.046,0,540.0272582,2.740611973
808.977,0,540.2849891,2.803989269
809.908,0,540.2239506,2.785085083
810.839,0,540.2630965,2.750383306
811.77,0,540.2758186,2.700264681
812.701,0,540.3922274,2.568880115
813.632,0,540.4796912,2.633981945
814.563,0,540.77795,2.793568388
815.494,0,540.6955101,2.710677173
816.425,0,540.8658557,2.751873106
817.357,0,541.0090315,2.782030649
818.288,0,540.9805371,2.751381136
819.219,0,541.0336054,2.799358878
820.15,0,541.062713,2.771791881
821.081,0,541.185968,2.784467671
822.012,0,541.2898485,2.81411111
822.943,0,541.3319026,2.792078344
823.874,0,541.2828298,2.727016903
824.805,0,541.5392785,2.774555526
825.735,0,541.7475366,2.795100703
826.667,0,541.8684459,2.759636657
827.606,0,542.0307084,2.840435754
828.662,0,542.143059,2.79510685
829.593,0,542.3416911,2.839640857
830.524,0,542.1779543,2.795715201
831.455,0,542.3700851,2.811728611
832.386,0,542.4985637,2.864274305
833.317,0,542.5931025,2.901917433
834.248,0,542.5939897,2.894254924
835.179,0,542.4464231,2.827478807
836.11,0,542.550822,2.843565087
837.04,0,542.7038472,2.915253578
837.971,0,542.9304317,2.912375784
838.902,0,542.9896261,2.911892071
839.833,0,542.9234339,2.845112222
840.765,0,543.2057868,2.875450268
841.696,0,543.3649513,2.921688068
842.627,0,543.6203976,2.972943399
843.558,0,543.597975,2.931127384
844.489,0,543.5943604,2.873726623
845.42,0,543.8169219,2.962781692
846.351,0,543.9378155,2.965157247
847.282,0,543.9207843,2.913920061
848.213,0,543.8984049,2.85476286
849.144,0,544.1245,2.943496041
850.075,0,544.2357815,2.924290134
851.006,0,544.2921439,2.907414389
851.937,0,544.6385412,2.963622351
852.869,0,544.7281916,2.984292353
853.8,0,544.8424128,2.973438585
854.731,0,544.807373,2.97112008
855.662,0,544.7561673,2.967038159
856.593,0,544.8224696,2.933724652
857.524,0,545.038652,3.007352489
858.455,0,545.1977105,3.041608103
859.386,0,545.2345781,3.035504741
860.317,0,545.1220146,3.052243181
861.248,0,545.3371999,3.113941386
862.18,0,545.3738592,3.066721826
863.11,0,545.3799625,3.13288253
864.041,0,545.419811,3.048382851
864.973,0,545.5050135,3.113017808
865.904,0,545.4109349,3.044430806
866.835,0,545.4557339,3.063596902
867.766,0,545.7156462,3.103474111
868.697,0,545.814066,3.073813027
869.628,0,545.7417345,3.001445814
870.559,0,545.5843694,3.052594331
871.49,0,545.9266073,3.12748634
872.421,0,545.8587569,3.117519737
873.352,0,545.7319567,3.054983832
874.283,0,545.9844379,3.128311482
875.214,0,546.0123946,3.134760949
876.146,0,546.1675238,3.14463106
877.077,0,546.267854,3.137692538
878.008,0,546.1420047,3.090557436
878.939,0,546.3834604,3.141259506
879.87,0,546.4085603,3.090536577
880.801,0,546.5744181,3.212686949
881.732,0,546.5179402,3.19976711
882.663,0,546.6880765,3.186272184
883.594,0,546.6895321,3.163285296
884.525,0,546.6753647,3.212140075
885.456,0,546.6739841,3.179828257
886.387,0,546.6092093,3.090621075
887.318,0,546.8324899,3.102456824
888.249,0,546.785857,3.02946487
889.181,0,547.1085635,3.141422994
890.112,0,547.2323136,3.151274429
891.043,0,547.4242336,3.165287545
891.974,0,547.5255152,3.132723493
892.905,0,547.6152942,3.093420985
893.836,0,547.8817863,3.153118686
894.767,0,548.2308636,3.070088759
895.698,0,548.5292828,3.036670803
896.629,0,548.6805878,3.041957649
897.56,0,548.9310334,3.058064915
898.491,0,549.0332978,3.041839299
899.422,0,549.119047,3.006414119
900.353,0,548.9399454,2.998050849
901.285,0,549.0885933,2.980696765
902.216,0,549.3247984,2.994722136
903.147,0,549.5120473,2.96868235
904.078,0,549.6569514,2.972654648
905.142,0,549.8259137,2.950229872
906.073,0,549.8470337,2.888159792
907.004,0,550.039462,2.94774615
907.935,0,550.2481545,2.935682366
908.866,0,550.2647297,2.873517503
909.797,0,550.3732329,2.827320753
910.728,0,550.6081016,2.800855352
911.659,0,550.7546233,2.803669785
912.59,0,551.0165162,2.775294112
913.522,0,551.1400364,2.816144727
914.453,0,551.0656521,2.757833761
915.384,0,551.3657608,2.766703274
916.315,0,551.6409026,2.726085374
917.246,0,551.9537221,2.709279887
918.177,0,552.2215793,2.666106961
919.108,0,552.5639142,2.62151669
920.039,0,552.7058319,2.614331039
920.97,0,552.6556744,2.581912637
921.901,0,553.0591876,2.648273518
922.832,0,553.225183,2.70363256
923.763,0,553.2377044,2.671210676
924.694,0,553.4937326,2.622321369
925.626,0,553.6557974,2.591740278
926.557,0,553.817096,2.573998875
927.488,0,553.9169019,2.557910425
928.421,0,553.9580925,2.525998674
929.352,0,553.8691623,2.455286381
930.281,0,554.1449698,2.512831349
931.212,0,553.9330952,2.437013578
932.143,0,554.2291417,2.492082229
933.074,0,554.0755279,2.419359272
934.005,0,554.1338553,2.421969697
934.936,0,554.3255428,2.459445982
935.867,0,554.7623727,2.556159294
936.798,0,555.1347808,2.512890838
937.73,0,555.3671438,2.510695253
938.661,0,555.3861956,2.538664602
939.592,0,555.5289616,2.583680149
940.523,0,555.8916669,2.640974517
941.454,0,556.0355594,2.6258992
942.385,0,555.7466254,2.611725813
943.316,0,556.1103185,2.629400989
944.247,0,556.571278,2.725286089
945.178,0,556.6924101,2.682648344
946.109,0,557.0965731,2.747381318
947.04,0,557.2391799,2.742978473
947.971,0,557.1185106,2.729426358
948.903,0,557.6940193,2.784461794
949.834,0,558.029921,2.786698444
950.765,0,558.342336,2.818294905
951.696,0,558.5849357,2.812422481
952.627,0,558.5139585,2.786750242
953.558,0,558.8437215,2.774671371
954.489,0,559.3646014,2.83832853
955.42,0,559.6264859,2.816800888
956.351,0,559.6814004,2.849810358
957.282,0,560.0333579,2.843332104
958.213,0,560.1927502,2.83943172
959.144,0,560.4749668,2.873182074
960.075,0,560.7089947,2.849578125
961.006,0,560.6667559,2.802182779
961.938,0,561.0155205,2.863287022
962.869,0,561.0402222,2.816486244
963.8,0,561.396388,2.838150777
964.731,0,561.5286939,2.822558523
965.662,0,561.7582708,2.781910952
966.593,0,561.8554109,2.763201518
967.524,0,562.0414759,2.77881464
968.455,0,562.2472104,2.797734056
969.386,0,562.442987,2.83118623
970.317,0,562.4063135,2.761115683
971.248,0,562.653079,2.749639412
972.179,0,562.9079902,2.881324108
973.111,0,563.18846,2.800037888
974.041,0,563.2955484,2.84483812
974.973,0,563.4520452,2.81902131
975.904,0,563.8647351,2.8251105
976.835,0,564.0275444,2.870099418
977.766,0,564.0954391,2.920723622
978.697,0,564.2949317,2.936727812
979.628,0,564.5459805,2.946799264
980.559,0,564.7166855,2.891346608
981.49,0,564.7275687,2.878754144
982.421,0,564.7356386,2.903359928
983.37,0,565.2417062,2.950691477
984.549,0,565.466861,2.912217142
985.481,0,566.0245068,2.990693146
986.412,0,566.828606,3.134786076
987.343,0,567.4719064,3.299427697
988.274,0,567.7381919,3.318134826
989.205,0,568.3290347,3.411719082
990.136,0,568.8593392,3.515612748
991.067,0,569.15036,3.535278018
991.998,0,569.4950156,3.588067184
992.929,0,569.9481624,3.645344082
993.86,0,570.0498996,3.721629221
994.791,0,570.0272406,3.751307354
995.722,0,570.2798499,3.858334043
996.654,0,570.9217811,3.985460332
997.585,0,571.2429879,3.957852352
998.516,0,571.0887562,4.0215521
999.447,0,571.1758558,3.955710156
1000.378,0,571.7153823,4.164734711
1001.309,0,571.9365388,4.115261175
1002.24,0,572.3680612,4.191497399
1003.171,0,572.4191167,4.178772367
1004.102,0,572.957657,4.228128054
1005.033,0,573.2598041,4.220134462
1005.964,0,573.4999942,4.287209701
1006.895,0,573.9172729,4.376079923
1007.826,0,574.1313082,4.380376661
1008.757,0,574.3405572,4.476543652
1009.688,0,574.6956404,4.514884082
1010.62,0,574.8711401,4.549204277
1011.551,0,574.9934836,4.509435717
1012.482,0,575.3977799,4.588567285
1013.413,0,575.5381423,4.571689799
1014.344,0,575.5686989,4.631922125
1015.275,0,575.7946744,4.670828142
1016.206,0,576.3811362,4.731972539
1017.137,0,576.3112615,4.710390307
1018.068,0,576.1771999,4.715565023
1018.999,0,576.411176,4.691306498
1019.93,0,576.7348914,4.689598087
1020.861,0,576.871411,4.696926767
1021.792,0,577.2505485,4.715698394
1022.724,0,577.1900301,4.778735976
1023.655,0,577.5903236,4.79969916
1024.586,0,577.920324,4.84268085
1025.517,0,578.4286611,4.895334686
1026.448,0,578.5688538,4.798654809
1027.379,0,578.7957144,4.893439254
1028.31,0,579.0863531,4.881179537
1029.241,0,579.5283893,4.914877458
1030.172,0,579.8470872,4.932201361
1031.103,0,579.8445667,4.945266162
1032.034,0,579.8880831,4.932020107
1032.966,0,579.8795598,4.992992872
1033.896,0,580.0831682,4.988389721
1034.828,0,580.1348423,4.961604564
1035.759,0,580.5364463,4.96055141
1036.69,0,580.8533768,5.006359831
1037.621,0,580.7157163,4.925050856
1038.552,0,580.8703365,4.864770327
1039.483,0,581.1707974,4.928494346
1040.415,0,581.4341008,4.96638273
1041.345,0,581.681936,5.032176926
1042.276,0,581.7814666,5.032207659
1043.207,0,582.1655259,5.061189478
1044.138,0,582.1866697,5.102869357
1045.069,0,582.2886051,5.078778686
1046,0,582.5737611,5.089369035
1046.932,0,582.9044682,5.11525932
1047.863,0,583.0316035,5.075813393
1048.794,0,583.3312984,5.083231653
1049.725,0,583.8830738,5.162460833
1050.656,0,584.1618067,5.258261185
1051.587,0,584.01669,5.218531675
1052.518,0,584.12684,5.092214152
1053.449,0,584.6217851,5.15542646
1054.38,0,584.9336305,5.177232205
1055.311,0,585.3863001,5.298365953
1056.243,0,585.6441882,5.349451724
1057.173,0,586.1562585,5.466982311
1058.104,0,586.2020352,5.434724651
1059.036,0,586.4188079,5.440907398
1059.967,0,587.0337847,5.611388844
1060.898,0,587.37459,5.630226896
1061.829,0,587.542252,5.59952226
1062.76,0,587.8069673,5.706841502
1063.691,0,587.8330146,5.604648336
1064.622,0,588.2646677,5.729201513
1065.553,0,588.3412433,5.748501598
1066.62,0,588.5293749,5.744545234
1067.681,0,588.9540944,5.779612356
1068.612,0,588.8043151,5.738213892
1069.543,0,589.0934939,5.789400038
1070.475,0,589.2311765,5.727463383
1071.405,0,589.370497,5.724668128
1072.337,0,589.7294474,5.79615193
1073.268,0,590.2033114,5.860167116
1074.199,0,590.3615516,5.814562837
1075.13,0,590.979583,5.938490971
1076.061,0,590.8839381,5.872888156
1076.992,0,590.9350493,5.908828692
1077.923,0,590.9314505,5.829159718
1078.854,0,591.0536017,5.952243761
1079.785,0,591.4500579,5.98312027
1080.716,0,591.4260501,6.000002472
1081.647,0,591.7950414,6.055008775
1082.579,0,592.0523871,6.058073123
1083.509,0,592.2487705,6.093884009
1084.441,0,592.7336007,6.173093456
1085.372,0,592.9403025,6.20655644
1086.303,0,592.8093547,6.171443794
1087.234,0,593.4661016,6.125929915
1088.165,0,593.5109081,6.121643009
1089.096,0,593.9774729,6.127598175
1090.027,0,594.2229801,6.197068791
1090.958,0,594.7934979,6.149401522
1091.889,0,595.3325637,6.144280082
1092.82,0,595.8021169,6.204601469
1093.751,0,596.1835241,6.149250206
1094.683,0,596.0891782,6.061043649
1095.614,0,596.6024696,5.994315378
1096.545,0,597.0763195,6.05861133
1097.476,0,597.5039609,5.996475303
1098.407,0,597.7550407,6.091833078
1099.338,0,597.9377986,6.139887677
1100.269,0,598.4936782,6.119744136
1101.2,0,598.6842005,6.100544354
1102.131,0,599.2999922,6.120235686
1103.062,0,599.573937,6.09764639
1103.993,0,600.1241831,6.01647458
1104.924,0,600.1173734,5.980377386
1105.855,0,600.4103504,5.955133024
1106.787,0,600.7628727,6.101725556
1107.718,0,601.1136743,6.097347393
1108.649,0,601.316145,6.092533941
1109.58,0,601.3767193,6.028243787
1110.511,0,601.7125768,6.135351335
1111.442,0,602.0803035,6.099183545
1112.373,0,602.4681687,6.125061565
1113.306,0,602.4235277,6.10196619
1114.237,0,602.5595573,6.143338345
1115.168,0,603.0327139,6.19653576
1116.099,0,602.7543713,6.128271337
1117.03,0,603.0948514,6.155846183
1117.961,0,603.2183152,6.128500999
1118.893,0,603.0904447,5.980580364
1119.823,0,603.2310364,5.959714869
1120.755,0,603.3795901,5.898919002
1121.686,0,603.981924,5.9538288
1122.617,0,604.8372049,6.169074798
1123.548,0,604.8001331,6.111421671
1124.479,0,605.047206,6.22321784
1125.41,0,605.3920487,6.224915658
1126.341,0,605.8124903,6.207572877
1127.272,0,606.2574421,6.348764622
1128.203,0,606.525644,6.370596503
1129.134,0,606.6302703,6.260469752
1130.065,0,606.9120251,6.279871054
1130.996,0,607.019515,6.229525995
1131.927,0,607.2447806,6.305745898
1132.859,0,607.6819075,6.334345169
1133.79,0,607.5881967,6.292133802
1134.721,0,607.8532117,6.269355605
1135.652,0,607.9282494,6.274619675
1136.583,0,608.314803,6.276388688
1137.514,0,608.4717746,6.214023209
1138.445,0,608.8627121,6.184268214
1139.376,0,609.2739046,6.157080283
1140.306,0,609.3732787,6.122367838
1141.237,0,609.5978376,6.182878866
1142.168,0,609.756714,6.149988829
1143.099,0,610.0550894,6.126632461
1144.03,0,610.1574038,6.078006434
1144.962,0,610.8096061,6.113957802
1145.893,0,610.839984,6.12570238
1146.824,0,610.9801662,6.099798318
1147.755,0,611.4062454,6.190258021
1148.686,0,611.6484761,6.326283499
1149.617,0,611.7403428,6.187171953
1150.548,0,612.4563239,6.163279465
1151.479,0,612.4848703,6.162717004
1152.41,0,612.7742811,6.249598207
1153.341,0,613.1644021,6.211744252
1154.272,0,613.4732112,6.19140641
1155.204,0,613.7704644,6.136964748
1156.135,0,614.1294114,6.208242201
1157.066,0,614.3337945,6.190374672
1157.997,0,614.2780591,6.19388835
1158.928,0,614.2349333,6.124626688
1159.859,0,614.4616071,6.190177435
1160.79,0,614.9961714,6.235919405
1161.721,0,614.8217303,6.135205313
1162.652,0,615.2305782,6.209966976
1163.583,0,615.6745488,6.232071988
1164.514,0,615.8464417,6.166819227
1165.445,0,616.078218,6.196971962
1166.376,0,616.4144352,6.203674068
1167.307,0,616.8717816,6.380607212
1168.239,0,616.8633368,6.476396528
1169.17,0,616.8474136,6.39386683
1170.101,0,617.0835755,6.316538222
1171.032,0,617.680492,6.308349981
1171.963,0,617.8305352,6.210358738
1172.894,0,618.089764,6.154652976
1173.824,0,618.1318543,6.010894142
1174.756,0,618.533141,5.915870541
1175.686,0,618.8292644,5.887483708
1176.617,0,618.8167554,5.872118848
1177.548,0,619.2465857,5.941235093
1178.479,0,619.1989991,5.968507986
1179.41,0,619.6589595,5.865432097
1180.341,0,620.2638164,5.886115098
1181.273,0,620.6538945,5.896359782
1182.204,0,620.7349081,5.80774066
1183.135,0,621.1788165,5.736556021
1184.066,0,620.980417,5.682658133
1184.997,0,621.3637397,5.665325176
1185.928,0,621.4936221,5.554095884
1186.859,0,622.0025155,5.610988117
1187.79,0,622.4666934,5.74597847
1188.721,0,622.4397773,5.671719414
1189.652,0,622.6533002,5.622349699
1190.583,0,623.2044572,5.660052957
1191.515,0,623.152855,5.570672434
1192.446,0,623.3887947,5.647084176
1193.377,0,623.9809308,5.584003096
1194.308,0,624.2697448,5.567128727
1195.239,0,624.6173941,5.563409148
1196.17,0,625.1249023,5.514387198
1197.101,0,625.3064325,5.528038522
1198.032,0,625.0613079,5.399072449
1198.963,0,625.6288603,5.471469936
1199.894,0,625.6387707,5.433174339
1200.825,0,625.6422431,5.333329558
1201.756,0,626.391761,5.478219262
1202.687,0,626.6029834,5.48116253
1203.618,0,626.5929269,5.548576975
1204.55,0,627.2560265,5.563736165
1205.481,0,627.4318136,5.475103897
1206.412,0,627.2955813,5.570383953
1207.343,0,627.5744585,5.597737693
1208.274,0,627.6636692,5.553901142
1209.205,0,627.8885251,5.390661944
1210.136,0,628.097727,5.408552661
1211.067,0,628.1980709,5.31522485
1211.998,0,628.9717476,5.368806475
1212.929,0,629.4692966,5.460053125
1213.86,0,629.8311807,5.420521347
1214.791,0,629.9367258,5.316371824
1215.722,0,629.9706567,5.293036608
1216.653,0,630.010824,5.296070588
1217.585,0,629.9541763,5.231948635
1218.516,0,630.0943816,5.228348241
1219.447,0,630.5688922,5.27526276
1220.378,0,630.627874,5.256862757
1221.309,0,631.2064877,5.296428503
1222.24,0,631.3529396,5.238481071
1223.171,0,631.5093928,5.287499228
1224.102,0,631.5248824,5.253278788
1225.035,0,631.4974534,5.060336516
1225.966,0,631.607268,5.069986327
1226.897,0,632.3664716,5.18715422
1227.828,0,632.5241124,5.195252909
1228.759,0,632.753311,5.202259669
1229.69,0,633.2771307,5.230219059
1230.621,0,633.6860756,5.238785434
1231.553,0,634.0234021,5.281757102
1232.484,0,634.1352235,5.148869021
1233.416,0,634.2174341,5.105393652
1234.346,0,634.4099506,5.159048651
1235.277,0,634.751334,5.094570168
1236.208,0,634.9458758,5.035052304
1237.139,0,635.016775,4.939687973
1238.07,0,635.1345411,5.008236153
1239.001,0,635.4279257,5.154492058
1239.932,0,635.6840812,4.969714462
1240.863,0,635.7552527,5.067942102
1241.794,0,635.6974731,5.033024383
1242.725,0,636.2691836,4.973789391
1243.79,0,637.0054549,5.092014804
1244.854,0,637.1690746,5.058361691
1245.785,0,637.0507015,4.939939365
1246.716,0,637.1227794,5.010842509
1247.647,0,636.874345,4.860130534
1248.578,0,637.0567236,4.741195891
1249.509,0,637.7135499,4.839229144
1250.44,0,637.869497,4.738322131
1251.371,0,638.196916,4.838936184
1252.302,0,638.5016989,4.818808294
1253.233,0,638.7320491,4.888965194
1254.164,0,638.8824382,4.883676531
1255.096,0,638.8131426,4.9472583
1256.027,0,639.3868818,4.783400445
1256.958,0,639.4705962,4.729285628
1257.889,0,639.3590649,4.606215296
1258.82,0,639.689878,4.681367704
1259.751,0,639.9700473,4.651663141
1260.682,0,640.0276406,4.563691644
1261.613,0,640.5710837,4.461998054
1262.544,0,640.6719042,4.382485801
1263.475,0,640.4217384,4.453461486
1264.406,0,640.8715678,4.412750185
1265.337,0,641.1294797,4.482749135
1266.268,0,641.5408458,4.492423433
1267.2,0,642.1766945,4.487235549
1268.131,0,642.0226451,4.356503997
1269.062,0,641.9606025,4.239677742
1269.993,0,642.0964916,4.089996302
1270.924,0,642.5555667,4.024692737
1271.855,0,642.8722867,4.032414002
1272.786,0,642.9518261,3.997877444
1273.717,0,643.067683,3.927251134
1274.648,0,642.9729247,3.840607415
1275.579,0,643.1585124,3.966066033
1276.51,0,643.7034425,4.016024244
1277.441,0,644.1514735,3.968902457
1278.372,0,644.5001006,3.84069766
1279.304,0,644.4617397,3.608102873
1280.235,0,644.6070461,3.820014055
1281.166,0,644.9750645,3.759016751
1282.097,0,645.3293055,3.797295038
1283.028,0,645.5655645,3.75062734
1283.958,0,646.3796229,3.901582399
1284.889,0,646.3639325,3.871838363
1285.82,0,646.0608315,3.897828389
1286.751,0,646.4057669,3.790647481
1287.682,0,647.0303949,3.960130599
1288.613,0,647.5350208,3.936118008
1289.544,0,647.812316,3.940020209
1290.475,0,647.536932,3.827187966
1291.407,0,647.4971134,3.643359294
1292.338,0,647.8988556,3.786951444
1293.269,0,648.0363472,3.743522584
1294.199,0,647.8795418,3.693990703
1295.13,0,648.5410072,3.729099111
1296.061,0,648.6400547,3.648908267
1296.992,0,648.8168618,3.740385165
1297.923,0,648.7032058,3.694209833
1298.854,0,649.3472977,3.662542755
1299.785,0,649.880414,3.803217019
1300.716,0,650.0976185,3.809658232
1301.647,0,650.2445611,3.759330938
1302.578,0,649.6568858,3.577929185
1303.51,0,650.0214397,3.602270994
1304.441,0,650.4690646,3.575450475
1305.372,0,650.6548141,3.569757979
1306.303,0,650.8257984,3.489120337
1307.234,0,650.9070626,3.521025072
1308.165,0,651.4571415,3.528232767
1309.096,0,651.8468078,3.585595105
1310.027,0,651.724192,3.464541938
1310.958,0,651.6090466,3.4198529
1311.889,0,651.4996533,3.35376435
1312.82,0,652.0670851,3.421760593
1313.751,0,652.2536778,3.408734154
1314.682,0,652.0700379,3.344832207
1315.614,0,651.8686392,3.192642753
1316.546,0,652.1368513,3.210881402
1317.478,0,652.6236211,3.329704155
1318.409,0,652.7858028,3.35977561
1319.34,0,653.133246,3.425699356
1320.271,0,653.1834057,3.385950188
1321.202,0,652.8436854,3.178166225
1322.133,0,653.0254996,3.270257918
1323.064,0,653.435769,3.433989051
1323.994,0,653.6473343,3.313022231
1324.924,0,653.92892,3.216024961
1325.855,0,654.1452342,3.299158818
1326.786,0,654.1697475,3.201588481
1327.718,0,654.2810002,3.217377929
1328.648,0,654.1581146,3.13721657
1329.58,0,654.2720712,3.186132693
1330.511,0,654.4405858,3.093603873
1331.442,0,653.9979589,2.937584563
1332.373,0,654.2769457,2.969719
1333.304,0,654.4439448,2.945278855
1334.235,0,654.5455486,2.995679233
1335.166,0,654.4948156,3.03630973
1336.097,0,655.2996237,3.066599015
1337.028,0,655.0292409,2.953429927
1337.959,0,655.0138594,2.882185739
1338.893,0,655.2546908,2.883589143
1339.821,0,655.4490684,2.928344466
1340.753,0,655.6859335,2.97776547
1341.684,0,655.6153828,2.795015615
1342.615,0,655.6686057,2.851520975
1343.546,0,656.1699671,2.888614136
1344.477,0,656.4633257,2.879271164
1345.408,0,656.6374807,2.817970862
1346.339,0,656.6936665,2.923084216
1347.27,0,656.880378,2.819876185
1348.201,0,657.1211055,2.796004269
1349.132,0,657.2182148,2.836204426
1350.063,0,657.1398914,2.765436336
1350.994,0,657.6005362,2.849442549
1351.925,0,657.2921164,2.889621855
1352.857,0,657.2193246,2.795605529
1353.788,0,657.1134,2.817676102
1354.719,0,657.1752731,2.701862182
1355.65,0,657.0981457,2.649879499
1356.581,0,657.2058779,2.715291764
1357.512,0,657.5647089,2.71716055
1358.443,0,657.6166856,2.648469219
1359.376,0,657.8049106,2.670896868
1360.307,0,657.9702848,2.70037832
1361.238,0,658.1097929,2.712727535
1362.169,0,658.1648678,2.695277395
1363.1,0,658.4159454,2.721570251
1364.031,0,658.4242335,2.745950657
1364.962,0,658.9300485,2.720227422
1365.893,0,658.5894511,2.634579995
1366.824,0,658.7454082,2.597672032
1367.755,0,659.1204002,2.671833844
1368.686,0,659.1890095,2.66824732
1369.617,0,658.8564191,2.55404419
1370.548,0,658.9550472,2.535322044
1371.479,0,659.2470543,2.614927485
1372.41,0,659.5357237,2.518733749
1373.341,0,659.9558192,2.637649948
1374.272,0,659.8238976,2.570548986
1375.203,0,659.6676968,2.500138445
1376.134,0,659.7497985,2.529928893
1377.065,0,660.2865403,2.698880081
1377.996,0,660.082124,2.651319334
1378.928,0,660.2026657,2.70070614
1379.859,0,660.0443938,2.540852031
1380.79,0,659.8322943,2.529254243
1381.722,0,660.4331774,2.607086683
1382.653,0,661.0228016,2.615549647
1383.584,0,660.9525637,2.553299595
1384.515,0,660.7225257,2.449141811
1385.446,0,660.796602,2.512973625
1386.377,0,660.6732617,2.431187676
1387.308,0,660.5244894,2.415597617
1388.239,0,660.5612678,2.432580787
1389.171,0,659.9469875,2.27304425
1390.101,0,660.5265804,2.421977172
1391.033,0,660.9685737,2.462385394
1391.963,0,661.0017438,2.429835948
1392.894,0,661.4787065,2.488833752
1393.825,0,661.3918805,2.489694491
1394.756,0,661.0582705,2.492868508
1395.687,0,660.9729008,2.415559586
1396.618,0,661.2208449,2.361686591
1397.549,0,661.4653661,2.311921055
1398.48,0,661.4849339,2.32591378
1399.411,0,661.641668,2.441976217
1400.342,0,661.8948116,2.448588578
1401.273,0,661.7159893,2.340426733
1402.205,0,661.7674703,2.372702767
1403.136,0,662.0925127,2.346997171
1404.067,0,662.0056798,2.250933818
1404.997,0,662.4659481,2.406805783
1405.928,0,663.0478629,2.45504769
1406.859,0,663.014561,2.44708494
1407.79,0,662.7121817,2.394801598
1408.721,0,662.6426773,2.391700801
1409.652,0,662.9399951,2.454826122
1410.583,0,663.033428,2.443900735
1411.514,0,663.0619426,2.398294353
1412.445,0,663.1302383,2.326129078
1413.376,0,662.7801969,2.178855586
1414.308,0,662.5471449,2.21749206
1415.24,0,662.890156,2.278535097
1416.172,0,662.802546,2.361678201
1417.103,0,663.2918351,2.413487846
1418.034,0,663.1371502,2.383533669
1418.965,0,663.5382277,2.413583194
1419.896,0,662.9155671,2.290201236
1420.827,0,662.2218762,2.18279897
1421.758,0,662.1941017,2.165097306
1422.687,0,663.1115334,2.32268983
1423.618,0,662.6719323,2.266833064
1424.549,0,662.708882,2.243054304
1425.481,0,663.2551155,2.307865633
1426.412,0,663.2815434,2.196165255
1427.342,0,663.2629083,2.309482158
1428.274,0,663.2913414,2.300504271
