Time,MLR_mean,Temp_avg_all4,MLR_error,Temperature_Error
[s],[kg/s/m^2],[K],[kg/s/m^2],[K]
2.493585,-0.000938839,0,0.000540742,0
7.511155,0.000401505,0,0.00014885,0
12.4411,0.000468942,0,0.000117623,0
17.37536667,0.000269239,0,0.000142155,0
22.39207167,0.0004123,0,0.000121883,0
27.40794333,0.000147808,0,9.01E-05,0
32.42319667,0.000292289,0,8.77E-05,0
37.43953333,9.41E-05,0,0.000110758,0
42.45797167,0.000253962,0,0.00017945,0
47.47785833,0.000315397,0,0.000150097,0
52.49583,0.000330686,0,0.000146755,0
57.51078333,0.000409706,0,0.000142335,0
62.52561833,2.45E-05,0,0.000236052,0
67.54207167,0.000505274,0,0.000176985,0
72.558125,0.0003016,0,0.000152919,0
77.57313,3.93E-05,0,0.00010858,0
82.58696667,0.000213859,0,0.000126045,0
87.601235,0.000603893,0,0.000233585,0
92.617855,0.000315268,0,0.00022529,0
97.63490833,0.000421617,0,0.000116133,0
102.6499117,0.000388278,0,0.000106028,0
107.6642517,4.96E-06,0,0.000141699,0
112.6803533,0.000310262,0,0.000101064,0
117.697625,4.79E-05,0,0.000157876,0
122.7152617,0.000726266,0,0.000183317,0
127.7327483,0.0003421,0,0.000137053,0
132.4986833,0.000484197,0,0.000211978,0
137.2628783,0.000991904,0,0.000140058,0
142.278315,0.001308147,0,0.000133317,0
147.2958167,0.001321059,0,0.000162496,0
152.3142183,0.001452347,0,0.000141828,0
157.3315733,0.001640742,0,0.00012725,0
162.347895,0.001610469,0,0.000155318,0
167.3627967,0.002063815,0,0.000154241,0
172.3767667,0.002275585,0,0.000128158,0
177.3921867,0.00249243,0,0.000190509,0
182.4091233,0.003193513,0,0.000287445,0
187.4261117,0.003370108,0,0.000231546,0
192.441,0.003280541,0,0.000381812,0
197.4543367,0.003379446,0,0.000281708,0
202.46959,0.003515247,0,0.000284727,0
207.48531,0.004095248,0,0.000266267,0
212.49998,0.004345897,0,0.000281083,0
217.5152033,0.004300195,0,0.00031323,0
222.5309883,0.004128328,0,0.000276753,0
227.5466567,0.005157333,0,0.000359897,0
232.5625767,0.004591777,0,0.000257827,0
237.5769633,0.004662768,0,0.000283181,0
242.5924167,0.004519994,0,0.000249993,0
247.6088217,0.004787962,0,0.000193428,0
252.62386,0.005392246,0,0.000294357,0
257.637465,0.004850133,0,0.000285065,0
262.6510667,0.00519802,0,0.000325449,0
267.6650683,0.00555693,0,0.000333331,0
272.6799383,0.00556278,0,0.000345061,0
277.6932067,0.005208184,0,0.000281193,0
282.6273983,0.005412027,0,0.000430688,0
287.5550533,0.005797924,0,0.000323697,0
292.5721933,0.005960452,0,0.000296702,0
297.5049741,0.005891516,0,0.000257119,0
302.4351217,0.005804532,0,0.000277453,0
307.4482917,0.005592762,0,0.000353232,0
312.3761707,0.005897648,0,0.000389319,0
317.3132933,0.006428489,0,0.000355703,0
322.3288467,0.006234084,0,0.000410814,0
327.3447333,0.005916415,0,0.000389993,0
332.36332,0.005478886,0,0.000368106,0
337.381825,0.006963935,0,0.000521188,0
342.3972783,0.006854029,0,0.000417884,0
347.4127467,0.006468945,0,0.000402376,0
352.4296167,0.006679915,0,0.000386477,0
357.4475867,0.006261926,0,0.000343891,0
362.464305,0.006592617,0,0.000345284,0
367.4807917,0.006818969,0,0.000245564,0
372.4973117,0.006262168,0,0.000480806,0
377.5134167,0.006465706,0,0.000463035,0
382.5297367,0.006842806,0,0.000331439,0
387.54526,0.006727351,0,0.000319431,0
392.5601133,0.006984449,0,0.000349038,0
397.5745033,0.006650168,0,0.00033217,0
402.5885883,0.00626725,0,0.000437754,0
407.6042233,0.006124365,0,0.000331963,0
412.6209767,0.008316793,0,0.000356153,0
417.637395,0.006489972,0,0.000498469,0
422.6521467,0.006823627,0,0.000391952,0
427.6665167,0.007469785,0,0.000409892,0
432.6832233,0.007400208,0,0.000378544,0
437.535,0.007311811,0,0.000265512,0
442.3807117,0.007067332,0,0.000269531,0
447.3979833,0.006915298,0,0.000252361,0
452.416405,0.007037665,0,0.000274886,0
457.4320933,0.007304447,0,0.000327403,0
462.4472117,0.00655642,0,0.000394711,0
467.4625467,0.007611007,0,0.000383903,0
472.4762833,0.007109928,0,0.000352595,0
477.4890867,0.00694343,0,0.000369338,0
482.4179103,0.007571637,0,0.000359444,0
487.35288,0.007146304,0,0.000287252,0
492.3675167,0.007281411,0,0.000320934,0
497.3850067,0.007200992,0,0.000394413,0
502.4034117,0.007274772,0,0.000299438,0
507.4207167,0.00690498,0,0.000408879,0
512.4369217,0.007803093,0,0.0003373,0
517.4520267,0.006878085,0,0.000299566,0
522.4674783,0.007545438,0,0.000234185,0
527.4826967,0.007427935,0,0.000286714,0
532.49835,0.006366305,0,0.000415614,0
537.5142533,0.008121513,0,0.000437936,0
542.532955,0.007241456,0,0.000332137,0
547.55139,0.007466546,0,0.000346119,0
552.56571,0.007237778,0,0.000266435,0
557.5789467,0.007495479,0,0.000277655,0
562.594255,0.007032848,0,0.000305445,0
567.6125083,0.007216052,0,0.000250972,0
572.5471741,0.007238977,0,0.000256291,0
577.47964,0.007304744,0,0.000240314,0
582.500695,0.007228486,0,0.000257477,0
587.51993,0.007326072,0,0.000329456,0
592.53665,0.007384795,0,0.000209308,0
597.55482,0.007065802,0,0.000306429,0
602.5727383,0.007558178,0,0.000335539,0
607.5069121,0.007235369,0,0.000232865,0
612.4402217,0.007055606,0,0.000291401,0
617.4575767,0.007453761,0,0.000308309,0
622.4768467,0.007150828,0,0.000328408,0
627.4938167,0.007108816,0,0.000290468,0
632.5096017,0.007041907,0,0.000256249,0
637.5255883,0.007511677,0,0.000275083,0
642.5399083,0.007089974,0,0.000288078,0
647.554545,0.007239632,0,0.00026882,0
652.5697,0.006994963,0,0.000301943,0
657.58597,0.007286688,0,0.000364108,0
