Time,Mass
[s],[g]
0,26.690
0.5,26.690
1,26.690
1.5,26.690
2,26.690
2.5,26.690
3,26.690
3.5,26.690
4,26.690
4.5,26.690
5,26.690
5.5,26.690
6,26.690
6.5,26.690
7,26.690
7.5,26.690
8,26.690
8.5,26.690
9,26.690
9.5,26.690
10,26.690
10.5,26.690
11,26.690
11.5,26.690
12,26.690
12.5,26.690
13,26.690
13.5,26.690
14,26.690
14.5,26.690
15,26.690
15.5,26.690
16,26.690
16.5,26.690
17,26.690
17.5,26.690
18,26.690
18.5,26.690
19,26.690
19.5,26.690
20,26.690
20.5,26.690
21,26.690
21.5,26.690
22,26.690
22.5,26.690
23,26.690
23.5,26.690
24,26.690
24.5,26.690
25,26.690
25.5,26.690
26,26.690
26.5,26.690
27,26.689
27.5,26.689
28,26.689
28.5,26.689
29,26.689
29.5,26.689
30,26.688
30.5,26.688
31,26.688
31.5,26.687
32,26.687
32.5,26.686
33,26.686
33.5,26.685
34,26.685
34.5,26.684
35,26.683
35.5,26.682
36,26.681
36.5,26.680
37,26.679
37.5,26.678
38,26.676
38.5,26.675
39,26.673
39.5,26.671
40,26.669
40.5,26.667
41,26.664
41.5,26.662
42,26.659
42.5,26.656
43,26.653
43.5,26.650
44,26.647
44.5,26.643
45,26.639
45.5,26.635
46,26.630
46.5,26.626
47,26.621
47.5,26.616
48,26.611
48.5,26.605
49,26.599
49.5,26.593
50,26.587
50.5,26.580
51,26.573
51.5,26.566
52,26.559
52.5,26.551
53,26.544
53.5,26.535
54,26.527
54.5,26.519
55,26.510
55.5,26.501
56,26.491
56.5,26.482
57,26.472
57.5,26.462
58,26.452
58.5,26.442
59,26.431
59.5,26.420
60,26.409
60.5,26.398
61,26.386
61.5,26.375
62,26.363
62.5,26.351
63,26.338
63.5,26.326
64,26.313
64.5,26.300
65,26.287
65.5,26.274
66,26.260
66.5,26.247
67,26.233
67.5,26.219
68,26.205
68.5,26.191
69,26.176
69.5,26.162
70,26.147
70.5,26.132
71,26.117
71.5,26.102
72,26.086
72.5,26.071
73,26.055
73.5,26.039
74,26.023
74.5,26.007
75,25.991
75.5,25.975
76,25.958
76.5,25.942
77,25.925
77.5,25.908
78,25.891
78.5,25.874
79,25.857
79.5,25.839
80,25.822
80.5,25.804
81,25.787
81.5,25.769
82,25.751
82.5,25.733
83,25.715
83.5,25.696
84,25.678
84.5,25.660
85,25.641
85.5,25.622
86,25.604
86.5,25.585
87,25.566
87.5,25.547
88,25.527
88.5,25.508
89,25.489
89.5,25.469
90,25.450
90.5,25.430
91,25.410
91.5,25.391
92,25.371
92.5,25.351
93,25.331
93.5,25.311
94,25.290
94.5,25.270
95,25.250
95.5,25.229
96,25.208
96.5,25.188
97,25.167
97.5,25.146
98,25.125
98.5,25.104
99,25.083
99.5,25.062
100,25.041
100.5,25.020
101,24.998
101.5,24.977
102,24.955
102.5,24.934
103,24.912
103.5,24.890
104,24.869
104.5,24.847
105,24.825
105.5,24.803
106,24.781
106.5,24.759
107,24.736
107.5,24.714
108,24.692
108.5,24.669
109,24.647
109.5,24.624
110,24.602
110.5,24.579
111,24.556
111.5,24.533
112,24.511
112.5,24.488
113,24.465
113.5,24.442
114,24.418
114.5,24.395
115,24.372
115.5,24.349
116,24.325
116.5,24.302
117,24.278
117.5,24.255
118,24.231
118.5,24.208
119,24.184
119.5,24.160
120,24.136
120.5,24.112
121,24.088
121.5,24.064
122,24.040
122.5,24.016
123,23.992
123.5,23.968
124,23.944
124.5,23.919
125,23.895
125.5,23.870
126,23.846
126.5,23.821
127,23.797
127.5,23.772
128,23.747
128.5,23.722
129,23.698
129.5,23.673
130,23.648
130.5,23.623
131,23.598
131.5,23.572
132,23.547
132.5,23.522
133,23.497
133.5,23.471
134,23.446
134.5,23.421
135,23.395
135.5,23.370
136,23.344
136.5,23.318
137,23.293
137.5,23.267
138,23.241
138.5,23.215
139,23.189
139.5,23.163
140,23.137
140.5,23.111
141,23.085
141.5,23.059
142,23.033
142.5,23.007
143,22.980
143.5,22.954
144,22.928
144.5,22.901
145,22.875
145.5,22.848
146,22.821
146.5,22.795
147,22.768
147.5,22.741
148,22.715
148.5,22.688
149,22.661
149.5,22.634
150,22.607
150.5,22.580
151,22.553
151.5,22.526
152,22.498
152.5,22.471
153,22.444
153.5,22.416
154,22.389
154.5,22.362
155,22.334
155.5,22.307
