Time,Mass
[s],[g]
0,26.690
0.5,26.690
1,26.690
1.5,26.690
2,26.690
2.5,26.690
3,26.690
3.5,26.690
4,26.690
4.5,26.690
5,26.690
5.5,26.690
6,26.690
6.5,26.690
7,26.690
7.5,26.690
8,26.690
8.5,26.690
9,26.690
9.5,26.690
10,26.690
10.5,26.690
11,26.690
11.5,26.690
12,26.690
12.5,26.690
13,26.690
13.5,26.690
14,26.690
14.5,26.690
15,26.690
15.5,26.690
16,26.690
16.5,26.690
17,26.690
17.5,26.690
18,26.690
18.5,26.690
19,26.690
19.5,26.690
20,26.690
20.5,26.690
21,26.690
21.5,26.690
22,26.690
22.5,26.690
23,26.690
23.5,26.690
24,26.690
24.5,26.690
25,26.690
25.5,26.690
26,26.690
26.5,26.689
27,26.689
27.5,26.689
28,26.689
28.5,26.689
29,26.689
29.5,26.688
30,26.688
30.5,26.688
31,26.687
31.5,26.687
32,26.686
32.5,26.686
33,26.685
33.5,26.685
34,26.684
34.5,26.683
35,26.682
35.5,26.681
36,26.680
36.5,26.679
37,26.678
37.5,26.676
38,26.675
38.5,26.673
39,26.671
39.5,26.669
40,26.667
40.5,26.664
41,26.662
41.5,26.659
42,26.656
42.5,26.653
43,26.650
43.5,26.646
44,26.642
44.5,26.638
45,26.634
45.5,26.630
46,26.625
46.5,26.620
47,26.615
47.5,26.610
48,26.604
48.5,26.598
49,26.592
49.5,26.585
50,26.579
50.5,26.572
51,26.565
51.5,26.557
52,26.550
52.5,26.542
53,26.533
53.5,26.525
54,26.516
54.5,26.507
55,26.498
55.5,26.489
56,26.479
56.5,26.469
57,26.459
57.5,26.449
58,26.438
58.5,26.427
59,26.416
59.5,26.405
60,26.394
60.5,26.382
61,26.370
61.5,26.358
62,26.346
62.5,26.333
63,26.321
63.5,26.308
64,26.295
64.5,26.282
65,26.268
65.5,26.255
66,26.241
66.5,26.227
67,26.213
67.5,26.198
68,26.184
68.5,26.169
69,26.155
69.5,26.140
70,26.125
70.5,26.109
71,26.094
71.5,26.078
72,26.063
72.5,26.047
73,26.031
73.5,26.015
74,25.998
74.5,25.982
75,25.966
75.5,25.949
76,25.932
76.5,25.915
77,25.898
77.5,25.881
78,25.864
78.5,25.846
79,25.829
79.5,25.811
80,25.793
80.5,25.775
81,25.757
81.5,25.739
82,25.721
82.5,25.703
83,25.684
83.5,25.666
84,25.647
84.5,25.628
85,25.610
85.5,25.591
86,25.572
86.5,25.552
87,25.533
87.5,25.514
88,25.494
88.5,25.475
89,25.455
89.5,25.435
90,25.416
90.5,25.396
91,25.376
91.5,25.356
92,25.335
92.5,25.315
93,25.295
93.5,25.274
94,25.254
94.5,25.233
95,25.213
95.5,25.192
96,25.171
96.5,25.150
97,25.129
97.5,25.108
98,25.087
98.5,25.066
99,25.044
99.5,25.023
100,25.001
100.5,24.980
101,24.958
101.5,24.937
102,24.915
102.5,24.893
103,24.871
103.5,24.849
104,24.827
104.5,24.805
105,24.783
105.5,24.760
106,24.738
106.5,24.716
107,24.693
107.5,24.671
108,24.648
108.5,24.625
109,24.603
109.5,24.580
110,24.557
110.5,24.534
111,24.511
111.5,24.488
112,24.465
112.5,24.442
113,24.419
113.5,24.395
114,24.372
114.5,24.348
115,24.325
115.5,24.301
116,24.278
116.5,24.254
117,24.230
117.5,24.207
118,24.183
118.5,24.159
119,24.135
119.5,24.111
120,24.087
120.5,24.063
121,24.038
121.5,24.014
122,23.990
122.5,23.965
123,23.941
123.5,23.917
124,23.892
124.5,23.867
125,23.843
125.5,23.818
126,23.793
126.5,23.768
127,23.744
127.5,23.719
128,23.694
128.5,23.669
129,23.644
129.5,23.618
130,23.593
130.5,23.568
131,23.543
131.5,23.517
132,23.492
132.5,23.466
133,23.441
133.5,23.415
134,23.390
134.5,23.364
135,23.338
135.5,23.312
136,23.287
136.5,23.261
137,23.235
137.5,23.209
138,23.183
138.5,23.157
139,23.131
139.5,23.104
140,23.078
140.5,23.052
141,23.025
141.5,22.999
142,22.973
142.5,22.946
143,22.920
143.5,22.893
144,22.866
144.5,22.840
145,22.813
145.5,22.786
146,22.759
146.5,22.732
147,22.705
147.5,22.678
148,22.651
148.5,22.624
149,22.597
149.5,22.570
150,22.543
150.5,22.515
151,22.488
151.5,22.461
152,22.433
152.5,22.406
153,22.378
153.5,22.351
154,22.323
154.5,22.295
155,22.267
155.5,22.240
