Time,Mass
[s],[g]
0.0,26.689
0.5,26.689
1.0,26.689
1.5,26.689
2.0,26.689
2.5,26.689
3.0,26.689
3.5,26.689
4.0,26.689
4.5,26.689
5.0,26.689
5.5,26.689
6.0,26.689
6.5,26.689
7.0,26.689
7.5,26.689
8.0,26.689
8.5,26.689
9.0,26.689
9.5,26.689
10.0,26.689
10.5,26.689
11.0,26.689
11.5,26.689
12.0,26.689
12.5,26.689
13.0,26.689
13.5,26.689
14.0,26.689
14.5,26.689
15.0,26.689
15.5,26.689
16.0,26.689
16.5,26.689
17.0,26.689
17.5,26.689
18.0,26.689
18.5,26.689
19.0,26.689
19.5,26.689
20.0,26.689
20.5,26.689
21.0,26.689
21.5,26.689
22.0,26.689
22.5,26.689
23.0,26.689
23.5,26.689
24.0,26.689
24.5,26.689
25.0,26.689
25.5,26.689
26.0,26.689
26.5,26.689
27.0,26.689
27.5,26.689
28.0,26.689
28.5,26.689
29.0,26.689
29.5,26.689
30.0,26.689
30.5,26.689
31.0,26.689
31.5,26.688
32.0,26.688
32.5,26.688
33.0,26.688
33.5,26.688
34.0,26.688
34.5,26.688
35.0,26.687
35.5,26.687
36.0,26.687
36.5,26.686
37.0,26.686
37.5,26.686
38.0,26.685
38.5,26.685
39.0,26.684
39.5,26.684
40.0,26.683
40.5,26.682
41.0,26.681
41.5,26.680
42.0,26.679
42.5,26.678
43.0,26.677
43.5,26.676
44.0,26.675
44.5,26.673
45.0,26.671
45.5,26.670
46.0,26.668
46.5,26.666
47.0,26.664
47.5,26.661
48.0,26.659
48.5,26.656
49.0,26.653
49.5,26.650
50.0,26.647
50.5,26.644
51.0,26.640
51.5,26.637
52.0,26.633
52.5,26.628
53.0,26.624
53.5,26.620
54.0,26.615
54.5,26.610
55.0,26.604
55.5,26.599
56.0,26.593
56.5,26.587
57.0,26.581
57.5,26.575
58.0,26.568
58.5,26.561
59.0,26.554
59.5,26.547
60.0,26.540
60.5,26.532
61.0,26.524
61.5,26.516
62.0,26.507
62.5,26.499
63.0,26.490
63.5,26.481
64.0,26.471
64.5,26.462
65.0,26.452
65.5,26.442
66.0,26.432
66.5,26.422
67.0,26.411
67.5,26.400
68.0,26.389
68.5,26.378
69.0,26.367
69.5,26.355
70.0,26.343
70.5,26.331
71.0,26.319
71.5,26.307
72.0,26.295
72.5,26.282
73.0,26.269
73.5,26.256
74.0,26.243
74.5,26.229
75.0,26.216
75.5,26.202
76.0,26.188
76.5,26.174
77.0,26.160
77.5,26.146
78.0,26.131
78.5,26.117
79.0,26.102
79.5,26.087
80.0,26.072
80.5,26.057
81.0,26.041
81.5,26.026
82.0,26.010
82.5,25.994
83.0,25.978
83.5,25.962
84.0,25.946
84.5,25.930
85.0,25.913
85.5,25.897
86.0,25.880
86.5,25.863
87.0,25.846
87.5,25.829
88.0,25.812
88.5,25.795
89.0,25.777
89.5,25.760
90.0,25.742
90.5,25.724
91.0,25.706
91.5,25.688
92.0,25.670
92.5,25.652
93.0,25.634
93.5,25.615
94.0,25.597
94.5,25.578
95.0,25.559
95.5,25.540
96.0,25.521
96.5,25.502
97.0,25.483
97.5,25.464
98.0,25.445
98.5,25.425
99.0,25.406
99.5,25.386
100.0,25.367
100.5,25.347
101.0,25.327
101.5,25.307
102.0,25.287
102.5,25.267
103.0,25.247
103.5,25.226
104.0,25.206
104.5,25.186
105.0,25.165
105.5,25.144
106.0,25.124
106.5,25.103
107.0,25.082
107.5,25.061
108.0,25.040
108.5,25.019
109.0,24.998
109.5,24.977
110.0,24.955
110.5,24.934
111.0,24.913
111.5,24.891
112.0,24.869
112.5,24.848
113.0,24.826
113.5,24.804
114.0,24.782
114.5,24.760
115.0,24.738
115.5,24.716
116.0,24.694
116.5,24.672
117.0,24.649
117.5,24.627
118.0,24.605
118.5,24.582
119.0,24.559
119.5,24.537
120.0,24.514
120.5,24.491
121.0,24.468
121.5,24.445
122.0,24.422
122.5,24.399
123.0,24.376
123.5,24.353
124.0,24.330
124.5,24.307
125.0,24.283
125.5,24.260
126.0,24.236
