s,kg/m2,,C,C,C,C,m,kg/m2,kg/m2,kg/m2,kg/m2/s
 7.0100000E+000, 6.9610836E+000, 9.9994019E-001, 1.9653896E+002, 2.0903466E+001, 2.0900000E+001, 2.0900000E+001, 4.1643942E-002, 3.1815424E+001, 1.8416641E-001, 7.1851373E+000, 4.0423202E-005
 7.5100000E+000, 6.9610583E+000, 9.9993656E-001, 2.0220217E+002, 2.0906619E+001, 2.0900000E+001, 2.0900000E+001, 4.1643922E-002, 3.1815401E+001, 1.8414363E-001, 7.1851373E+000, 5.0562836E-005
 8.0100000E+000, 6.9610272E+000, 9.9993208E-001, 2.0761930E+002, 2.0911733E+001, 2.0900000E+001, 2.0900000E+001, 4.1643898E-002, 3.1815373E+001, 1.8411537E-001, 7.1851373E+000, 6.2329549E-005
 8.5100000E+000, 6.9609893E+000, 9.9992663E-001, 2.1281287E+002, 2.0919557E+001, 2.0900000E+001, 2.0900000E+001, 4.1643869E-002, 3.1815338E+001, 1.8408079E-001, 7.1851373E+000, 7.5837782E-005
 9.0100000E+000, 6.9609437E+000, 9.9992008E-001, 2.1780210E+002, 2.0930952E+001, 2.0900000E+001, 2.0900000E+001, 4.1643833E-002, 3.1815296E+001, 1.8403898E-001, 7.1851372E+000, 9.1193607E-005
 9.5100000E+000, 6.9608894E+000, 9.9991229E-001, 2.2260349E+002, 2.0946878E+001, 2.0900000E+001, 2.0900000E+001, 4.1643790E-002, 3.1815246E+001, 1.8398901E-001, 7.1851372E+000, 1.0849282E-004
 1.0010000E+001, 6.9608255E+000, 9.9990311E-001, 2.2723136E+002, 2.0968368E+001, 2.0900000E+001, 2.0900000E+001, 4.1643739E-002, 3.1815187E+001, 1.8392988E-001, 7.1851371E+000, 1.2781907E-004
 1.0510000E+001, 6.9607509E+000, 9.9989239E-001, 2.3169827E+002, 2.0996506E+001, 2.0900000E+001, 2.0900000E+001, 4.1643680E-002, 3.1815118E+001, 1.8386058E-001, 7.1851371E+000, 1.4924203E-004
 1.1010000E+001, 6.9606645E+000, 9.9987998E-001, 2.3601525E+002, 2.1032400E+001, 2.0900000E+001, 2.0900000E+001, 4.1643611E-002, 3.1815037E+001, 1.8378004E-001, 7.1851369E+000, 1.7281552E-004
 1.1510000E+001, 6.9605652E+000, 9.9986572E-001, 2.4019210E+002, 2.1077170E+001, 2.0900000E+001, 2.0900000E+001, 4.1643531E-002, 3.1814944E+001, 1.8368721E-001, 7.1851368E+000, 1.9857587E-004
 1.2010000E+001, 6.9604519E+000, 9.9984945E-001, 2.4423757E+002, 2.1131919E+001, 2.0900000E+001, 2.0900000E+001, 4.1643440E-002, 3.1814837E+001, 1.8358099E-001, 7.1851365E+000, 2.2654031E-004
 1.2510000E+001, 6.9603236E+000, 9.9983101E-001, 2.4815950E+002, 2.1197722E+001, 2.0900000E+001, 2.0900000E+001, 4.1643337E-002, 3.1814716E+001, 1.8346031E-001, 7.1851362E+000, 2.5670560E-004
 1.3010000E+001, 6.9601790E+000, 9.9981025E-001, 2.5196499E+002, 2.1275611E+001, 2.0900000E+001, 2.0900000E+001, 4.1643220E-002, 3.1814580E+001, 1.8332410E-001, 7.1851357E+000, 2.8904708E-004
 1.3510000E+001, 6.9600173E+000, 9.9978701E-001, 2.5566045E+002, 2.1366566E+001, 2.0900000E+001, 2.0900000E+001, 4.1643088E-002, 3.1814426E+001, 1.8317132E-001, 7.1851351E+000, 3.2351766E-004
 1.4010000E+001, 6.9598373E+000, 9.9976115E-001, 2.5925173E+002, 2.1471504E+001, 2.0900000E+001, 2.0900000E+001, 4.1642942E-002, 3.1814255E+001, 1.8300097E-001, 7.1851343E+000, 3.6004746E-004
 1.4510000E+001, 6.9596380E+000, 9.9973253E-001, 2.6274419E+002, 2.1591274E+001, 2.0900000E+001, 2.0900000E+001, 4.1642779E-002, 3.1814065E+001, 1.8281209E-001, 7.1851332E+000, 3.9854384E-004
 1.5010000E+001, 6.9594185E+000, 9.9970100E-001, 2.6614276E+002, 2.1726656E+001, 2.0900000E+001, 2.0900000E+001, 4.1642600E-002, 3.1813856E+001, 1.8260379E-001, 7.1851318E+000, 4.3889185E-004
 1.5510000E+001, 6.9591781E+000, 9.9966646E-001, 2.6945198E+002, 2.1878355E+001, 2.0900000E+001, 2.0900000E+001, 4.1642402E-002, 3.1813625E+001, 1.8237525E-001, 7.1851300E+000, 4.8095483E-004
 1.6010000E+001, 6.9589158E+000, 9.9962878E-001, 2.7267605E+002, 2.2047003E+001, 2.0900000E+001, 2.0900000E+001, 4.1642187E-002, 3.1813374E+001, 1.8212575E-001, 7.1851278E+000, 5.2457597E-004
 1.6510000E+001, 6.9586310E+000, 9.9958787E-001, 2.7581888E+002, 2.2233157E+001, 2.0900000E+001, 2.0900000E+001, 4.1641952E-002, 3.1813100E+001, 1.8185465E-001, 7.1851249E+000, 5.6958038E-004
 1.7010000E+001, 6.9583231E+000, 9.9954365E-001, 2.7888411E+002, 2.2437305E+001, 2.0900000E+001, 2.0900000E+001, 4.1641698E-002, 3.1812803E+001, 1.8156143E-001, 7.1851214E+000, 6.1577713E-004
 1.7510000E+001, 6.9579916E+000, 9.9949603E-001, 2.8187517E+002, 2.2659863E+001, 2.0900000E+001, 2.0900000E+001, 4.1641424E-002, 3.1812483E+001, 1.8124570E-001, 7.1851170E+000, 6.6296281E-004
 1.8000000E+001, 6.9576362E+000, 9.9944497E-001, 2.8476705E+002, 2.2898695E+001, 2.0900000E+001, 2.0900000E+001, 4.1641132E-002, 3.1812142E+001, 1.8091063E-001, 7.1851117E+000, 7.1045007E-004
 1.8500000E+001, 6.9572564E+000, 9.9939042E-001, 2.8759087E+002, 2.3156153E+001, 2.0900000E+001, 2.0900000E+001, 4.1640820E-002, 3.1811778E+001, 1.8055315E-001, 7.1851052E+000, 7.5846691E-004
 1.9000000E+001, 6.9568523E+000, 9.9933237E-001, 2.9037902E+002, 2.3435402E+001, 2.0900000E+001, 2.0900000E+001, 4.1640484E-002, 3.1811386E+001, 1.8016919E-001, 7.1850972E+000, 8.0731516E-004
 1.9500000E+001, 6.9564237E+000, 9.9927080E-001, 2.9310458E+002, 2.3734091E+001, 2.0900000E+001, 2.0900000E+001, 4.1640127E-002, 3.1810970E+001, 1.7976241E-001, 7.1850876E+000, 8.5628477E-004
 2.0000000E+001, 6.9559706E+000, 9.9920572E-001, 2.9577008E+002, 2.4052337E+001, 2.0900000E+001, 2.0900000E+001, 4.1639749E-002, 3.1810529E+001, 1.7933307E-001, 7.1850761E+000, 9.0516505E-004
 2.0500000E+001, 6.9554932E+000, 9.9913714E-001, 2.9837788E+002, 2.4390208E+001, 2.0900000E+001, 2.0900000E+001, 4.1639350E-002, 3.1810064E+001, 1.7888158E-001, 7.1850623E+000, 9.5375651E-004
 2.1000000E+001, 6.9549918E+000, 9.9906512E-001, 3.0093019E+002, 2.4747728E+001, 2.0900000E+001, 2.0900000E+001, 4.1638930E-002, 3.1809575E+001, 1.7840848E-001, 7.1850460E+000, 1.0018753E-003
 2.1500000E+001, 6.9544667E+000, 9.9898968E-001, 3.0342909E+002, 2.5124878E+001, 2.0900000E+001, 2.0900000E+001, 4.1638490E-002, 3.1809061E+001, 1.7791443E-001, 7.1850268E+000, 1.0493587E-003
 2.2000000E+001, 6.9539182E+000, 9.9891089E-001, 3.0587660E+002, 2.5521601E+001, 2.0900000E+001, 2.0900000E+001, 4.1638029E-002, 3.1808524E+001, 1.7740020E-001, 7.1850041E+000, 1.0960688E-003
 2.2500000E+001, 6.9533468E+000, 9.9882881E-001, 3.0827458E+002, 2.5937803E+001, 2.0900000E+001, 2.0900000E+001, 4.1637548E-002, 3.1807964E+001, 1.7686669E-001, 7.1849777E+000, 1.1418961E-003
 2.3000000E+001, 6.9527529E+000, 9.9874351E-001, 3.1062480E+002, 2.6373361E+001, 2.0900000E+001, 2.0900000E+001, 4.1637047E-002, 3.1807382E+001, 1.7631487E-001, 7.1849468E+000, 1.1867624E-003
 2.3500000E+001, 6.9521372E+000, 9.9865506E-001, 3.1292884E+002, 2.6828121E+001, 2.0900000E+001, 2.0900000E+001, 4.1636527E-002, 3.1806777E+001, 1.7574582E-001, 7.1849110E+000, 1.2306233E-003
 2.4000000E+001, 6.9515000E+000, 9.9856353E-001, 3.1518830E+002, 2.7301904E+001, 2.0900000E+001, 2.0900000E+001, 4.1635988E-002, 3.1806150E+001, 1.7516066E-001, 7.1848697E+000, 1.2734710E-003
 2.4500000E+001, 6.9508419E+000, 9.9846900E-001, 3.1740459E+002, 2.7794506E+001, 2.0900000E+001, 2.0900000E+001, 4.1635431E-002, 3.1805503E+001, 1.7456058E-001, 7.1848221E+000, 1.3153349E-003
 2.5000000E+001, 6.9501634E+000, 9.9837153E-001, 3.1957902E+002, 2.8305704E+001, 2.0900000E+001, 2.0900000E+001, 4.1634855E-002, 3.1804834E+001, 1.7394680E-001, 7.1847676E+000, 1.3562815E-003
 2.5500000E+001, 6.9494648E+000, 9.9827118E-001, 3.2171286E+002, 2.8835256E+001, 2.0900000E+001, 2.0900000E+001, 4.1634262E-002, 3.1804146E+001, 1.7332056E-001, 7.1847052E+000, 1.3964152E-003
 2.6000000E+001, 6.9487465E+000, 9.9816799E-001, 3.2380725E+002, 2.9382902E+001, 2.0900000E+001, 2.0900000E+001, 4.1633651E-002, 3.1803437E+001, 1.7268311E-001, 7.1846341E+000, 1.4358771E-003
 2.6500000E+001, 6.9480087E+000, 9.9806201E-001, 3.2586328E+002, 2.9948339E+001, 2.0900000E+001, 2.0900000E+001, 4.1633023E-002, 3.1802709E+001, 1.7203570E-001, 7.1845535E+000, 1.4748422E-003
 2.7000000E+001, 6.9472515E+000, 9.9795324E-001, 3.2788189E+002, 3.0531261E+001, 2.0900000E+001, 2.0900000E+001, 4.1632377E-002, 3.1801962E+001, 1.7137952E-001, 7.1844622E+000, 1.5135169E-003
 2.7500000E+001, 6.9464751E+000, 9.9784171E-001, 3.2986395E+002, 3.1131396E+001, 2.0900000E+001, 2.0900000E+001, 4.1631714E-002, 3.1801195E+001, 1.7071577E-001, 7.1843591E+000, 1.5521369E-003
 2.8000000E+001, 6.9456792E+000, 9.9772738E-001, 3.3181032E+002, 3.1748418E+001, 2.0900000E+001, 2.0900000E+001, 4.1631034E-002, 3.1800409E+001, 1.7004558E-001, 7.1842432E+000, 1.5909632E-003
 2.8500000E+001, 6.9448637E+000, 9.9761023E-001, 3.3372169E+002, 3.2382027E+001, 2.0900000E+001, 2.0900000E+001, 4.1630336E-002, 3.1799603E+001, 1.6937000E-001, 7.1841131E+000, 1.6302773E-003
 2.9000000E+001, 6.9440281E+000, 9.9749020E-001, 3.3559877E+002, 3.3031899E+001, 2.0900000E+001, 2.0900000E+001, 4.1629620E-002, 3.1798778E+001, 1.6869007E-001, 7.1839675E+000, 1.6703785E-003
 2.9500000E+001, 6.9431718E+000, 9.9736721E-001, 3.3744210E+002, 3.3697714E+001, 2.0900000E+001, 2.0900000E+001, 4.1628885E-002, 3.1797932E+001, 1.6800671E-001, 7.1838050E+000, 1.7115770E-003
 3.0000000E+001, 6.9422943E+000, 9.9724116E-001, 3.3925228E+002, 3.4379138E+001, 2.0900000E+001, 2.0900000E+001, 4.1628132E-002, 3.1797065E+001, 1.6732078E-001, 7.1836241E+000, 1.7541927E-003
 3.0500000E+001, 6.9413946E+000, 9.9711191E-001, 3.4102975E+002, 3.5075810E+001, 2.0900000E+001, 2.0900000E+001, 4.1627358E-002, 3.1796176E+001, 1.6663307E-001, 7.1834233E+000, 1.7985477E-003
 3.1000000E+001, 6.9404716E+000, 9.9697933E-001, 3.4277496E+002, 3.5787413E+001, 2.0900000E+001, 2.0900000E+001, 4.1626564E-002, 3.1795265E+001, 1.6594430E-001, 7.1832008E+000, 1.8449636E-003
 3.1500000E+001, 6.9395243E+000, 9.9684325E-001, 3.4448831E+002, 3.6513599E+001, 2.0900000E+001, 2.0900000E+001, 4.1625748E-002, 3.1794330E+001, 1.6525508E-001, 7.1829550E+000, 1.8937583E-003
 3.2000000E+001, 6.9385511E+000, 9.9670346E-001, 3.4617014E+002, 3.7254027E+001, 2.0900000E+001, 2.0900000E+001, 4.1624909E-002, 3.1793370E+001, 1.6456597E-001, 7.1826839E+000, 1.9452412E-003
 3.2500000E+001, 6.9375507E+000, 9.9655975E-001, 3.4782074E+002, 3.8008383E+001, 2.0900000E+001, 2.0900000E+001, 4.1624045E-002, 3.1792383E+001, 1.6387745E-001, 7.1823858E+000, 1.9997089E-003
 3.3000000E+001, 6.9365214E+000, 9.9641189E-001, 3.4944041E+002, 3.8776308E+001, 2.0900000E+001, 2.0900000E+001, 4.1623155E-002, 3.1791369E+001, 1.6318994E-001, 7.1820586E+000, 2.0574454E-003
 3.3500000E+001, 6.9354614E+000, 9.9625963E-001, 3.5102939E+002, 3.9557478E+001, 2.0900000E+001, 2.0900000E+001, 4.1622238E-002, 3.1790324E+001, 1.6250380E-001, 7.1817002E+000, 2.1187171E-003
 3.4000000E+001, 6.9343688E+000, 9.9610268E-001, 3.5258789E+002, 4.0351567E+001, 2.0900000E+001, 2.0900000E+001, 4.1621292E-002, 3.1789248E+001, 1.6181930E-001, 7.1813086E+000, 2.1837721E-003
 3.4500000E+001, 6.9332417E+000, 9.9594077E-001, 3.5411613E+002, 4.1158250E+001, 2.0900000E+001, 2.0900000E+001, 4.1620314E-002, 3.1788138E+001, 1.6113671E-001, 7.1808815E+000, 2.2528384E-003
 3.5000000E+001, 6.9320779E+000, 9.9577359E-001, 3.5561428E+002, 4.1977178E+001, 2.0900000E+001, 2.0900000E+001, 4.1619304E-002, 3.1786993E+001, 1.6045620E-001, 7.1804167E+000, 2.3261229E-003
 3.5500000E+001, 6.9308752E+000, 9.9560083E-001, 3.5708256E+002, 4.2808033E+001, 2.0900000E+001, 2.0900000E+001, 4.1618258E-002, 3.1785810E+001, 1.5977795E-001, 7.1799119E+000, 2.4038102E-003
 3.6000000E+001, 6.9296313E+000, 9.9542215E-001, 3.5852109E+002, 4.3650492E+001, 2.0900000E+001, 2.0900000E+001, 4.1617176E-002, 3.1784587E+001, 1.5910206E-001, 7.1793647E+000, 2.4860622E-003
 3.6500000E+001, 6.9283439E+000, 9.9523722E-001, 3.5993009E+002, 4.4504233E+001, 2.0900000E+001, 2.0900000E+001, 4.1616055E-002, 3.1783321E+001, 1.5842864E-001, 7.1787727E+000, 2.5730185E-003
 3.7000000E+001, 6.9270106E+000, 9.9504569E-001, 3.6130966E+002, 4.5368949E+001, 2.0900000E+001, 2.0900000E+001, 4.1614892E-002, 3.1782011E+001, 1.5775774E-001, 7.1781334E+000, 2.6647938E-003
 3.7500000E+001, 6.9256288E+000, 9.9484721E-001, 3.6266002E+002, 4.6244328E+001, 2.0900000E+001, 2.0900000E+001, 4.1613685E-002, 3.1780654E+001, 1.5708941E-001, 7.1774444E+000, 2.7614815E-003
 3.8000000E+001, 6.9241962E+000, 9.9464141E-001, 3.6398131E+002, 4.7130074E+001, 2.0900000E+001, 2.0900000E+001, 4.1612433E-002, 3.1779247E+001, 1.5642367E-001, 7.1767032E+000, 2.8631511E-003
 3.8500000E+001, 6.9227102E+000, 9.9442795E-001, 3.6527366E+002, 4.8025886E+001, 2.0900000E+001, 2.0900000E+001, 4.1611133E-002, 3.1777788E+001, 1.5576055E-001, 7.1759072E+000, 2.9698468E-003
 3.9000000E+001, 6.9211682E+000, 9.9420646E-001, 3.6653728E+002, 4.8931487E+001, 2.0900000E+001, 2.0900000E+001, 4.1609782E-002, 3.1776274E+001, 1.5510003E-001, 7.1750539E+000, 3.0815933E-003
 3.9500000E+001, 6.9195679E+000, 9.9397657E-001, 3.6777238E+002, 4.9846566E+001, 2.0900000E+001, 2.0900000E+001, 4.1608378E-002, 3.1774703E+001, 1.5444212E-001, 7.1741409E+000, 3.1983972E-003
 4.0000000E+001, 6.9179065E+000, 9.9373792E-001, 3.6897912E+002, 5.0770827E+001, 2.0900000E+001, 2.0900000E+001, 4.1606919E-002, 3.1773072E+001, 1.5378679E-001, 7.1731656E+000, 3.3202345E-003
 4.0500000E+001, 6.9161817E+000, 9.9349015E-001, 3.7015771E+002, 5.1703988E+001, 2.0900000E+001, 2.0900000E+001, 4.1605402E-002, 3.1771379E+001, 1.5313401E-001, 7.1721255E+000, 3.4470675E-003
 4.1000000E+001, 6.9143909E+000, 9.9323291E-001, 3.7130840E+002, 5.2645774E+001, 2.0900000E+001, 2.0900000E+001, 4.1603826E-002, 3.1769622E+001, 1.5248378E-001, 7.1710181E+000, 3.5788358E-003
 4.1500000E+001, 6.9125318E+000, 9.9296585E-001, 3.7243141E+002, 5.3595912E+001, 2.0900000E+001, 2.0900000E+001, 4.1602188E-002, 3.1767797E+001, 1.5183604E-001, 7.1698411E+000, 3.7154587E-003
 4.2000000E+001, 6.9106019E+000, 9.9268864E-001, 3.7352700E+002, 5.4554134E+001, 2.0900000E+001, 2.0900000E+001, 4.1600486E-002, 3.1765903E+001, 1.5119077E-001, 7.1685921E+000, 3.8568398E-003
 4.2500000E+001, 6.9085990E+000, 9.9240092E-001, 3.7459540E+002, 5.5520203E+001, 2.0900000E+001, 2.0900000E+001, 4.1598717E-002, 3.1763937E+001, 1.5054794E-001, 7.1672687E+000, 4.0028571E-003
 4.3000000E+001, 6.9065208E+000, 9.9210239E-001, 3.7563696E+002, 5.6493852E+001, 2.0900000E+001, 2.0900000E+001, 4.1596880E-002, 3.1761896E+001, 1.4990750E-001, 7.1658688E+000, 4.1533845E-003
 4.3510000E+001, 6.9043651E+000, 9.9179273E-001, 3.7666175E+002, 5.7484475E+001, 2.0900000E+001, 2.0900000E+001, 4.1594953E-002, 3.1759758E+001, 1.4926317E-001, 7.1643751E+000, 4.3098192E-003
 4.4010000E+001, 6.9021298E+000, 9.9147164E-001, 3.7766028E+002, 5.8482657E+001, 2.0900000E+001, 2.0900000E+001, 4.1592952E-002, 3.1757539E+001, 1.4862095E-001, 7.1627985E+000, 4.4705839E-003
 4.4510000E+001, 6.8998129E+000, 9.9113882E-001, 3.7862269E+002, 5.9477619E+001, 2.0900000E+001, 2.0900000E+001, 4.1590895E-002, 3.1755262E+001, 1.4798749E-001, 7.1611544E+000, 4.6337743E-003
 4.5010000E+001, 6.8974125E+000, 9.9079401E-001, 3.7955955E+002, 6.0479142E+001, 2.0900000E+001, 2.0900000E+001, 4.1588763E-002, 3.1752902E+001, 1.4735627E-001, 7.1594255E+000, 4.8007946E-003
 4.5510000E+001, 6.8949268E+000, 9.9043695E-001, 3.8047127E+002, 6.1486994E+001, 2.0900000E+001, 2.0900000E+001, 4.1586553E-002, 3.1750457E+001, 1.4672722E-001, 7.1576099E+000, 4.9714475E-003
 4.6010000E+001, 6.8923540E+000, 9.9006737E-001, 3.8135827E+002, 6.2500947E+001, 2.0900000E+001, 2.0900000E+001, 4.1584263E-002, 3.1747926E+001, 1.4610032E-001, 7.1557059E+000, 5.1455322E-003
 4.6510000E+001, 6.8896926E+000, 9.8968507E-001, 3.8222097E+002, 6.3520794E+001, 2.0900000E+001, 2.0900000E+001, 4.1581892E-002, 3.1745308E+001, 1.4547551E-001, 7.1537120E+000, 5.3228371E-003
 4.7010000E+001, 6.8869410E+000, 9.8928981E-001, 3.8305978E+002, 6.4546290E+001, 2.0900000E+001, 2.0900000E+001, 4.1579439E-002, 3.1742599E+001, 1.4485275E-001, 7.1516266E+000, 5.5031415E-003
 4.7510000E+001, 6.8840979E+000, 9.8888141E-001, 3.8387514E+002, 6.5577210E+001, 2.0900000E+001, 2.0900000E+001, 4.1576902E-002, 3.1739800E+001, 1.4423199E-001, 7.1494483E+000, 5.6862180E-003
 4.8010000E+001, 6.8811620E+000, 9.8845967E-001, 3.8466747E+002, 6.6613338E+001, 2.0900000E+001, 2.0900000E+001, 4.1574280E-002, 3.1736909E+001, 1.4361319E-001, 7.1471758E+000, 5.8718395E-003
 4.8510000E+001, 6.8781321E+000, 9.8802444E-001, 3.8543727E+002, 6.7654458E+001, 2.0900000E+001, 2.0900000E+001, 4.1571572E-002, 3.1733924E+001, 1.4299629E-001, 7.1448080E+000, 6.0597881E-003
 4.9010000E+001, 6.8750072E+000, 9.8757555E-001, 3.8618507E+002, 6.8700361E+001, 2.0900000E+001, 2.0900000E+001, 4.1568776E-002, 3.1730845E+001, 1.4238125E-001, 7.1423439E+000, 6.2498444E-003
 4.9510000E+001, 6.8717863E+000, 9.8711288E-001, 3.8691141E+002, 6.9750865E+001, 2.0900000E+001, 2.0900000E+001, 4.1565893E-002, 3.1727670E+001, 1.4176802E-001, 7.1397823E+000, 6.4417952E-003
 5.0010000E+001, 6.8684686E+000, 9.8663630E-001, 3.8761670E+002, 7.0805759E+001, 2.0900000E+001, 2.0900000E+001, 4.1562920E-002, 3.1724399E+001, 1.4115654E-001, 7.1371226E+000, 6.6353851E-003
 5.0510000E+001, 6.8650534E+000, 9.8614572E-001, 3.8830122E+002, 7.1864829E+001, 2.0900000E+001, 2.0900000E+001, 4.1559858E-002, 3.1721031E+001, 1.4054677E-001, 7.1343641E+000, 6.8303848E-003
 5.1010000E+001, 6.8615401E+000, 9.8564104E-001, 3.8896587E+002, 7.2927878E+001, 2.0900000E+001, 2.0900000E+001, 4.1556706E-002, 3.1717565E+001, 1.3993866E-001, 7.1315060E+000, 7.0266481E-003
 5.1510000E+001, 6.8579281E+000, 9.8512219E-001, 3.8961128E+002, 7.3994719E+001, 2.0900000E+001, 2.0900000E+001, 4.1553463E-002, 3.1714000E+001, 1.3933215E-001, 7.1285479E+000, 7.2239736E-003
 5.2010000E+001, 6.8542171E+000, 9.8458911E-001, 3.9023718E+002, 7.5065167E+001, 2.0900000E+001, 2.0900000E+001, 4.1550129E-002, 3.1710337E+001, 1.3872719E-001, 7.1254894E+000, 7.4220176E-003
 5.2510000E+001, 6.8504067E+000, 9.8404176E-001, 3.9084485E+002, 7.6139042E+001, 2.0900000E+001, 2.0900000E+001, 4.1546703E-002, 3.1706574E+001, 1.3812373E-001, 7.1223302E+000, 7.6207662E-003
 5.3010000E+001, 6.8464967E+000, 9.8348010E-001, 3.9143484E+002, 7.7216179E+001, 2.0900000E+001, 2.0900000E+001, 4.1543186E-002, 3.1702712E+001, 1.3752172E-001, 7.1190701E+000, 7.8199893E-003
 5.3510000E+001, 6.8424870E+000, 9.8290412E-001, 3.9200666E+002, 7.8296396E+001, 2.0900000E+001, 2.0900000E+001, 4.1539577E-002, 3.1698750E+001, 1.3692110E-001, 7.1157089E+000, 8.0193528E-003
 5.4010000E+001, 6.8383775E+000, 9.8231380E-001, 3.9256240E+002, 7.9379497E+001, 2.0900000E+001, 2.0900000E+001, 4.1535876E-002, 3.1694688E+001, 1.3632181E-001, 7.1122466E+000, 8.2189986E-003
 5.4510000E+001, 6.8341683E+000, 9.8170916E-001, 3.9310095E+002, 8.0465310E+001, 2.0900000E+001, 2.0900000E+001, 4.1532083E-002, 3.1690527E+001, 1.3572381E-001, 7.1086832E+000, 8.4184209E-003
 5.5010000E+001, 6.8298594E+000, 9.8109020E-001, 3.9362414E+002, 8.1553674E+001, 2.0900000E+001, 2.0900000E+001, 4.1528198E-002, 3.1686266E+001, 1.3512703E-001, 7.1050190E+000, 8.6177926E-003
 5.5510000E+001, 6.8254511E+000, 9.8045695E-001, 3.9413155E+002, 8.2644420E+001, 2.0900000E+001, 2.0900000E+001, 4.1524221E-002, 3.1681905E+001, 1.3453142E-001, 7.1012539E+000, 8.8167056E-003
 5.6010000E+001, 6.8209434E+000, 9.7980944E-001, 3.9462425E+002, 8.3737411E+001, 2.0900000E+001, 2.0900000E+001, 4.1520153E-002, 3.1677445E+001, 1.3393693E-001, 7.0973884E+000, 9.0152645E-003
 5.6510000E+001, 6.8163369E+000, 9.7914773E-001, 3.9510230E+002, 8.4832484E+001, 2.0900000E+001, 2.0900000E+001, 4.1515993E-002, 3.1672886E+001, 1.3334349E-001, 7.0934228E+000, 9.2131139E-003
 5.7010000E+001, 6.8116317E+000, 9.7847184E-001, 3.9556660E+002, 8.5929458E+001, 2.0900000E+001, 2.0900000E+001, 4.1511743E-002, 3.1668228E+001, 1.3275105E-001, 7.0893573E+000, 9.4104216E-003
