s,kg/m2,,C,C,C,C,m,kg/m2,kg/m2,kg/m2/s
 7.5100000E+000, 6.9619837E+000, 1.0000695E+000, 2.5915968E+002, 2.0900011E+001, 2.0900000E+001, 2.0900000E+001, 4.1107998E-002, 3.1816314E+001, 7.3701944E+000, 2.8506397E-006
 8.0100000E+000, 6.9619814E+000, 1.0000692E+000, 2.6608461E+002, 2.0900024E+001, 2.0900000E+001, 2.0900000E+001, 4.1107996E-002, 3.1816313E+001, 7.3701926E+000, 4.5140757E-006
 8.5100000E+000, 6.9619779E+000, 1.0000687E+000, 2.7269280E+002, 2.0900051E+001, 2.0900000E+001, 2.0900000E+001, 4.1107994E-002, 3.1816310E+001, 7.3701897E+000, 6.9211873E-006
 9.0100000E+000, 6.9619728E+000, 1.0000679E+000, 2.7901446E+002, 2.0900101E+001, 2.0900000E+001, 2.0900000E+001, 4.1107990E-002, 3.1816305E+001, 7.3701854E+000, 1.0314754E-005
 9.5100000E+000, 6.9619653E+000, 1.0000668E+000, 2.8507230E+002, 2.0900188E+001, 2.0900000E+001, 2.0900000E+001, 4.1107985E-002, 3.1816299E+001, 7.3701791E+000, 1.4987186E-005
 1.0010000E+001, 6.9619546E+000, 1.0000653E+000, 2.9088040E+002, 2.0900336E+001, 2.0900000E+001, 2.0900000E+001, 4.1107977E-002, 3.1816290E+001, 7.3701701E+000, 2.1278313E-005
 1.0510000E+001, 6.9619399E+000, 1.0000632E+000, 2.9645255E+002, 2.0900572E+001, 2.0900000E+001, 2.0900000E+001, 4.1107966E-002, 3.1816277E+001, 7.3701573E+000, 2.9579854E-005
 1.1010000E+001, 6.9619197E+000, 1.0000603E+000, 3.0180412E+002, 2.0900937E+001, 2.0900000E+001, 2.0900000E+001, 4.1107952E-002, 3.1816260E+001, 7.3701399E+000, 4.0340743E-005
 1.1510000E+001, 6.9618926E+000, 1.0000564E+000, 3.0694981E+002, 2.0901483E+001, 2.0900000E+001, 2.0900000E+001, 4.1107932E-002, 3.1816236E+001, 7.3701163E+000, 5.4068148E-005
 1.2010000E+001, 6.9618570E+000, 1.0000513E+000, 3.1190286E+002, 2.0902274E+001, 2.0900000E+001, 2.0900000E+001, 4.1107905E-002, 3.1816205E+001, 7.3700849E+000, 7.1327250E-005
 1.2510000E+001, 6.9618106E+000, 1.0000446E+000, 3.1667508E+002, 2.0903389E+001, 2.0900000E+001, 2.0900000E+001, 4.1107870E-002, 3.1816164E+001, 7.3700439E+000, 9.2740230E-005
 1.3010000E+001, 6.9617511E+000, 1.0000361E+000, 3.2127698E+002, 2.0904924E+001, 2.0900000E+001, 2.0900000E+001, 4.1107826E-002, 3.1816111E+001, 7.3699909E+000, 1.1898455E-004
 1.3510000E+001, 6.9616757E+000, 1.0000252E+000, 3.2571697E+002, 2.0906992E+001, 2.0900000E+001, 2.0900000E+001, 4.1107768E-002, 3.1816043E+001, 7.3699234E+000, 1.5078100E-004
 1.4010000E+001, 6.9615813E+000, 1.0000117E+000, 3.3000111E+002, 2.0909721E+001, 2.0900000E+001, 2.0900000E+001, 4.1107696E-002, 3.1815958E+001, 7.3698384E+000, 1.8887784E-004
 1.4510000E+001, 6.9614643E+000, 9.9999487E-001, 3.3413478E+002, 2.0913259E+001, 2.0900000E+001, 2.0900000E+001, 4.1107607E-002, 3.1815852E+001, 7.3697325E+000, 2.3404623E-004
 1.5010000E+001, 6.9613207E+000, 9.9997425E-001, 3.3812321E+002, 2.0917773E+001, 2.0900000E+001, 2.0900000E+001, 4.1107496E-002, 3.1815722E+001, 7.3696020E+000, 2.8707430E-004
 1.5510000E+001, 6.9611464E+000, 9.9994920E-001, 3.4197140E+002, 2.0923444E+001, 2.0900000E+001, 2.0900000E+001, 4.1107362E-002, 3.1815563E+001, 7.3694428E+000, 3.4875601E-004
 1.6010000E+001, 6.9609364E+000, 9.9991904E-001, 3.4568405E+002, 2.0930473E+001, 2.0900000E+001, 2.0900000E+001, 4.1107199E-002, 3.1815370E+001, 7.3692504E+000, 4.1987897E-004
 1.6510000E+001, 6.9606858E+000, 9.9988304E-001, 3.4926553E+002, 2.0939077E+001, 2.0900000E+001, 2.0900000E+001, 4.1107004E-002, 3.1815140E+001, 7.3690197E+000, 5.0121112E-004
 1.7010000E+001, 6.9603891E+000, 9.9984042E-001, 3.5271982E+002, 2.0949488E+001, 2.0900000E+001, 2.0900000E+001, 4.1106772E-002, 3.1814866E+001, 7.3687456E+000, 5.9348609E-004
 1.7510000E+001, 6.9600404E+000, 9.9979033E-001, 3.5605049E+002, 2.0961952E+001, 2.0900000E+001, 2.0900000E+001, 4.1106498E-002, 3.1814542E+001, 7.3684223E+000, 6.9738284E-004
 1.8000000E+001, 6.9596336E+000, 9.9973190E-001, 3.5922965E+002, 2.0976567E+001, 2.0900000E+001, 2.0900000E+001, 4.1106181E-002, 3.1814168E+001, 7.3680480E+000, 8.1227702E-004
 1.8500000E+001, 6.9591625E+000, 9.9966422E-001, 3.6229087E+002, 2.0993715E+001, 2.0900000E+001, 2.0900000E+001, 4.1105814E-002, 3.1813734E+001, 7.3676137E+000, 9.3960994E-004
 1.9000000E+001, 6.9586204E+000, 9.9958635E-001, 3.6526791E+002, 2.1013880E+001, 2.0900000E+001, 2.0900000E+001, 4.1105385E-002, 3.1813228E+001, 7.3671076E+000, 1.0812410E-003
 1.9500000E+001, 6.9580007E+000, 9.9949733E-001, 3.6813036E+002, 2.1037196E+001, 2.0900000E+001, 2.0900000E+001, 4.1104894E-002, 3.1812647E+001, 7.3665272E+000, 1.2361973E-003
 2.0000000E+001, 6.9572966E+000, 9.9939619E-001, 3.7088034E+002, 2.1063959E+001, 2.0900000E+001, 2.0900000E+001, 4.1104334E-002, 3.1811986E+001, 7.3658659E+000, 1.4046054E-003
 2.0500000E+001, 6.9565015E+000, 9.9928198E-001, 3.7351997E+002, 2.1094473E+001, 2.0900000E+001, 2.0900000E+001, 4.1103700E-002, 3.1811237E+001, 7.3651169E+000, 1.5864532E-003
 2.1000000E+001, 6.9556087E+000, 9.9915373E-001, 3.7605148E+002, 2.1129045E+001, 2.0900000E+001, 2.0900000E+001, 4.1102986E-002, 3.1810393E+001, 7.3642735E+000, 1.7815940E-003
 2.1500000E+001, 6.9546117E+000, 9.9901051E-001, 3.7847720E+002, 2.1167986E+001, 2.0900000E+001, 2.0900000E+001, 4.1102187E-002, 3.1809449E+001, 7.3633291E+000, 1.9897436E-003
 2.2000000E+001, 6.9535041E+000, 9.9885142E-001, 3.8079952E+002, 2.1211608E+001, 2.0900000E+001, 2.0900000E+001, 4.1101297E-002, 3.1808397E+001, 7.3622774E+000, 2.2104822E-003
 2.2500000E+001, 6.9522801E+000, 9.9867559E-001, 3.8302090E+002, 2.1260224E+001, 2.0900000E+001, 2.0900000E+001, 4.1100311E-002, 3.1807232E+001, 7.3611121E+000, 2.4432608E-003
 2.3000000E+001, 6.9509339E+000, 9.9848222E-001, 3.8514365E+002, 2.1314143E+001, 2.0900000E+001, 2.0900000E+001, 4.1099223E-002, 3.1805947E+001, 7.3598274E+000, 2.6873815E-003
 2.3500000E+001, 6.9494603E+000, 9.9827053E-001, 3.8717027E+002, 2.1373673E+001, 2.0900000E+001, 2.0900000E+001, 4.1098030E-002, 3.1804538E+001, 7.3584179E+000, 2.9420429E-003
 2.4000000E+001, 6.9478545E+000, 9.9803986E-001, 3.8910330E+002, 2.1439125E+001, 2.0900000E+001, 2.0900000E+001, 4.1096728E-002, 3.1802999E+001, 7.3568786E+000, 3.2063449E-003
 2.4500000E+001, 6.9461120E+000, 9.9778956E-001, 3.9094537E+002, 2.1510798E+001, 2.0900000E+001, 2.0900000E+001, 4.1095311E-002, 3.1801325E+001, 7.3552048E+000, 3.4793038E-003
 2.5000000E+001, 6.9442293E+000, 9.9751911E-001, 3.9269934E+002, 2.1588978E+001, 2.0900000E+001, 2.0900000E+001, 4.1093777E-002, 3.1799512E+001, 7.3533925E+000, 3.7598947E-003
 2.5500000E+001, 6.9422028E+000, 9.9722802E-001, 3.9436809E+002, 2.1673972E+001, 2.0900000E+001, 2.0900000E+001, 4.1092123E-002, 3.1797558E+001, 7.3514381E+000, 4.0470509E-003
 2.6000000E+001, 6.9400300E+000, 9.9691590E-001, 3.9595483E+002, 2.1766056E+001, 2.0900000E+001, 2.0900000E+001, 4.1090346E-002, 3.1795459E+001, 7.3493387E+000, 4.3397236E-003
 2.6500000E+001, 6.9377086E+000, 9.9658243E-001, 3.9746280E+002, 2.1865492E+001, 2.0900000E+001, 2.0900000E+001, 4.1088444E-002, 3.1793212E+001, 7.3470918E+000, 4.6368684E-003
 2.7000000E+001, 6.9352369E+000, 9.9622737E-001, 3.9889511E+002, 2.1972547E+001, 2.0900000E+001, 2.0900000E+001, 4.1086416E-002, 3.1790815E+001, 7.3446953E+000, 4.9374414E-003
 2.7500000E+001, 6.9326136E+000, 9.9585055E-001, 4.0025513E+002, 2.2087467E+001, 2.0900000E+001, 2.0900000E+001, 4.1084260E-002, 3.1788268E+001, 7.3421479E+000, 5.2404635E-003
 2.8000000E+001, 6.9298381E+000, 9.9545185E-001, 4.0154588E+002, 2.2210511E+001, 2.0900000E+001, 2.0900000E+001, 4.1081975E-002, 3.1785569E+001, 7.3394485E+000, 5.5449480E-003
 2.8500000E+001, 6.9269100E+000, 9.9503124E-001, 4.0277074E+002, 2.2341904E+001, 2.0900000E+001, 2.0900000E+001, 4.1079561E-002, 3.1782717E+001, 7.3365967E+000, 5.8500099E-003
 2.9000000E+001, 6.9238295E+000, 9.9458874E-001, 4.0393287E+002, 2.2481876E+001, 2.0900000E+001, 2.0900000E+001, 4.1077019E-002, 3.1779712E+001, 7.3335924E+000, 6.1548292E-003
 2.9500000E+001, 6.9205972E+000, 9.9412443E-001, 4.0503521E+002, 2.2630662E+001, 2.0900000E+001, 2.0900000E+001, 4.1074347E-002, 3.1776556E+001, 7.3304360E+000, 6.4585890E-003
 3.0000000E+001, 6.9172139E+000, 9.9363843E-001, 4.0608080E+002, 2.2788442E+001, 2.0900000E+001, 2.0900000E+001, 4.1071547E-002, 3.1773248E+001, 7.3271281E+000, 6.7605850E-003
 3.0500000E+001, 6.9136808E+000, 9.9313091E-001, 4.0707262E+002, 2.2955439E+001, 2.0900000E+001, 2.0900000E+001, 4.1068620E-002, 3.1769790E+001, 7.3236698E+000, 7.0601883E-003
 3.1000000E+001, 6.9099995E+000, 9.9260209E-001, 4.0801353E+002, 2.3131785E+001, 2.0900000E+001, 2.0900000E+001, 4.1065567E-002, 3.1766182E+001, 7.3200624E+000, 7.3568464E-003
 3.1500000E+001, 6.9061715E+000, 9.9205222E-001, 4.0890620E+002, 2.3317648E+001, 2.0900000E+001, 2.0900000E+001, 4.1062389E-002, 3.1762428E+001, 7.3163076E+000, 7.6500410E-003
 3.2000000E+001, 6.9021990E+000, 9.9148157E-001, 4.0975337E+002, 2.3513256E+001, 2.0900000E+001, 2.0900000E+001, 4.1059088E-002, 3.1758527E+001, 7.3124072E+000, 7.9393754E-003
 3.2500000E+001, 6.8980839E+000, 9.9089045E-001, 4.1055769E+002, 2.3718697E+001, 2.0900000E+001, 2.0900000E+001, 4.1055665E-002, 3.1754483E+001, 7.3083632E+000, 8.2245211E-003
 3.3000000E+001, 6.8938285E+000, 9.9027918E-001, 4.1132157E+002, 2.3934111E+001, 2.0900000E+001, 2.0900000E+001, 4.1052123E-002, 3.1750298E+001, 7.3041778E+000, 8.5051811E-003
 3.3500000E+001, 6.8894352E+000, 9.8964809E-001, 4.1204743E+002, 2.4159621E+001, 2.0900000E+001, 2.0900000E+001, 4.1048462E-002, 3.1745973E+001, 7.2998532E+000, 8.7811506E-003
 3.4000000E+001, 6.8849064E+000, 9.8899754E-001, 4.1273764E+002, 2.4395378E+001, 2.0900000E+001, 2.0900000E+001, 4.1044686E-002, 3.1741512E+001, 7.2953920E+000, 9.0522656E-003
 3.4500000E+001, 6.8802446E+000, 9.8832790E-001, 4.1339362E+002, 2.4641425E+001, 2.0900000E+001, 2.0900000E+001, 4.1040797E-002, 3.1736916E+001, 7.2907965E+000, 9.3182021E-003
 3.5000000E+001, 6.8754526E+000, 9.8763952E-001, 4.1401785E+002, 2.4897862E+001, 2.0900000E+001, 2.0900000E+001, 4.1036796E-002, 3.1732189E+001, 7.2860693E+000, 9.5790234E-003
 3.5500000E+001, 6.8705326E+000, 9.8693279E-001, 4.1461279E+002, 2.5164816E+001, 2.0900000E+001, 2.0900000E+001, 4.1032686E-002, 3.1727333E+001, 7.2812131E+000, 9.8348208E-003
 3.6000000E+001, 6.8654876E+000, 9.8620809E-001, 4.1517873E+002, 2.5442300E+001, 2.0900000E+001, 2.0900000E+001, 4.1028468E-002, 3.1722350E+001, 7.2762304E+000, 1.0085069E-002
 3.6500000E+001, 6.8603201E+000, 9.8546579E-001, 4.1571827E+002, 2.5730360E+001, 2.0900000E+001, 2.0900000E+001, 4.1024146E-002, 3.1717244E+001, 7.2711239E+000, 1.0330150E-002
 3.7000000E+001, 6.8550327E+000, 9.8470627E-001, 4.1623348E+002, 2.6029105E+001, 2.0900000E+001, 2.0900000E+001, 4.1019722E-002, 3.1712016E+001, 7.2658963E+000, 1.0570121E-002
 3.7500000E+001, 6.8496281E+000, 9.8392992E-001, 4.1672368E+002, 2.6338572E+001, 2.0900000E+001, 2.0900000E+001, 4.1015197E-002, 3.1706670E+001, 7.2605500E+000, 1.0804432E-002
 3.8000000E+001, 6.8441088E+000, 9.8313708E-001, 4.1719346E+002, 2.6658770E+001, 2.0900000E+001, 2.0900000E+001, 4.1010574E-002, 3.1701208E+001, 7.2550879E+000, 1.1034111E-002
 3.8500000E+001, 6.8384776E+000, 9.8232818E-001, 4.1764024E+002, 2.6989750E+001, 2.0900000E+001, 2.0900000E+001, 4.1005855E-002, 3.1695632E+001, 7.2495124E+000, 1.1257990E-002
 3.9000000E+001, 6.8327366E+000, 9.8150350E-001, 4.1806954E+002, 2.7331521E+001, 2.0900000E+001, 2.0900000E+001, 4.1001042E-002, 3.1689946E+001, 7.2438261E+000, 1.1477575E-002
 3.9500000E+001, 6.8268888E+000, 9.8066348E-001, 4.1847798E+002, 2.7684044E+001, 2.0900000E+001, 2.0900000E+001, 4.0996138E-002, 3.1684151E+001, 7.2380315E+000, 1.1691453E-002
 4.0000000E+001, 6.8209361E+000, 9.7980840E-001, 4.1887104E+002, 2.8047400E+001, 2.0900000E+001, 2.0900000E+001, 4.0991144E-002, 3.1678251E+001, 7.2321311E+000, 1.1901161E-002
 4.0500000E+001, 6.8148812E+000, 9.7893863E-001, 4.1924621E+002, 2.8421586E+001, 2.0900000E+001, 2.0900000E+001, 4.0986062E-002, 3.1672247E+001, 7.2261271E+000, 1.2105774E-002
 4.1000000E+001, 6.8087265E+000, 9.7805451E-001, 4.1960563E+002, 2.8806561E+001, 2.0900000E+001, 2.0900000E+001, 4.0980895E-002, 3.1666142E+001, 7.2200221E+000, 1.2305523E-002
 4.1500000E+001, 6.8024738E+000, 9.7715633E-001, 4.1995212E+002, 2.9202357E+001, 2.0900000E+001, 2.0900000E+001, 4.0975644E-002, 3.1659938E+001, 7.2138182E+000, 1.2501604E-002
 4.2000000E+001, 6.7961259E+000, 9.7624447E-001, 4.2028160E+002, 2.9608833E+001, 2.0900000E+001, 2.0900000E+001, 4.0970311E-002, 3.1653638E+001, 7.2075176E+000, 1.2692010E-002
 4.2500000E+001, 6.7896843E+000, 9.7531916E-001, 4.2060121E+002, 3.0026086E+001, 2.0900000E+001, 2.0900000E+001, 4.0964899E-002, 3.1647243E+001, 7.2011228E+000, 1.2879343E-002
 4.3000000E+001, 6.7831515E+000, 9.7438074E-001, 4.2090688E+002, 3.0454037E+001, 2.0900000E+001, 2.0900000E+001, 4.0959408E-002, 3.1640755E+001, 7.1946354E+000, 1.3062065E-002
 4.3510000E+001, 6.7765299E+000, 9.7342956E-001, 4.2120150E+002, 3.0897156E+001, 2.0900000E+001, 2.0900000E+001, 4.0953786E-002, 3.1634113E+001, 7.1879929E+000, 1.3241522E-002
 4.4010000E+001, 6.7698206E+000, 9.7246579E-001, 4.2148874E+002, 3.1351284E+001, 2.0900000E+001, 2.0900000E+001, 4.0948086E-002, 3.1627378E+001, 7.1812583E+000, 1.3418498E-002
 4.4510000E+001, 6.7630259E+000, 9.7148976E-001, 4.2176060E+002, 3.1811517E+001, 2.0900000E+001, 2.0900000E+001, 4.0942369E-002, 3.1620624E+001, 7.1745044E+000, 1.3589311E-002
 4.5010000E+001, 6.7561483E+000, 9.7050180E-001, 4.2202008E+002, 3.2282261E+001, 2.0900000E+001, 2.0900000E+001, 4.0936582E-002, 3.1613786E+001, 7.1676664E+000, 1.3755267E-002
 4.5510000E+001, 6.7491888E+000, 9.6950209E-001, 4.2227371E+002, 3.2763744E+001, 2.0900000E+001, 2.0900000E+001, 4.0930725E-002, 3.1606866E+001, 7.1607462E+000, 1.3919032E-002
 4.6010000E+001, 6.7421491E+000, 9.6849086E-001, 4.2251789E+002, 3.3255918E+001, 2.0900000E+001, 2.0900000E+001, 4.0924799E-002, 3.1599865E+001, 7.1537447E+000, 1.4079334E-002
 4.6510000E+001, 6.7350316E+000, 9.6746845E-001, 4.2275074E+002, 3.3758834E+001, 2.0900000E+001, 2.0900000E+001, 4.0918806E-002, 3.1592784E+001, 7.1466644E+000, 1.4235051E-002
 4.7010000E+001, 6.7278380E+000, 9.6643511E-001, 4.2297539E+002, 3.4272342E+001, 2.0900000E+001, 2.0900000E+001, 4.0912748E-002, 3.1585627E+001, 7.1395072E+000, 1.4387239E-002
 4.7510000E+001, 6.7205689E+000, 9.6539092E-001, 4.2319659E+002, 3.4797148E+001, 2.0900000E+001, 2.0900000E+001, 4.0906627E-002, 3.1578394E+001, 7.1322743E+000, 1.4538159E-002
 4.8010000E+001, 6.7132264E+000, 9.6433619E-001, 4.2340775E+002, 3.5332855E+001, 2.0900000E+001, 2.0900000E+001, 4.0900442E-002, 3.1571087E+001, 7.1249668E+000, 1.4685054E-002
 4.8510000E+001, 6.7058124E+000, 9.6327120E-001, 4.2360988E+002, 3.5880357E+001, 2.0900000E+001, 2.0900000E+001, 4.0894196E-002, 3.1563707E+001, 7.1175870E+000, 1.4827882E-002
 4.9010000E+001, 6.6983286E+000, 9.6219617E-001, 4.2380519E+002, 3.6441385E+001, 2.0900000E+001, 2.0900000E+001, 4.0887890E-002, 3.1556257E+001, 7.1101367E+000, 1.4967624E-002
 4.9510000E+001, 6.6907752E+000, 9.6111113E-001, 4.2399929E+002, 3.7013838E+001, 2.0900000E+001, 2.0900000E+001, 4.0881525E-002, 3.1548737E+001, 7.1026165E+000, 1.5106947E-002
 5.0010000E+001, 6.6831540E+000, 9.6001637E-001, 4.2418435E+002, 3.7598440E+001, 2.0900000E+001, 2.0900000E+001, 4.0875102E-002, 3.1541148E+001, 7.0950277E+000, 1.5242337E-002
 5.0510000E+001, 6.6754669E+000, 9.5891214E-001, 4.2436166E+002, 3.8194067E+001, 2.0900000E+001, 2.0900000E+001, 4.0868622E-002, 3.1533492E+001, 7.0873721E+000, 1.5374197E-002
 5.1010000E+001, 6.6677154E+000, 9.5779866E-001, 4.2453262E+002, 3.8799715E+001, 2.0900000E+001, 2.0900000E+001, 4.0862088E-002, 3.1525771E+001, 7.0796514E+000, 1.5502998E-002
 5.1510000E+001, 6.6599003E+000, 9.5667605E-001, 4.2470080E+002, 3.9416153E+001, 2.0900000E+001, 2.0900000E+001, 4.0855499E-002, 3.1517987E+001, 7.0718669E+000, 1.5630189E-002
 5.2010000E+001, 6.6520220E+000, 9.5554435E-001, 4.2486651E+002, 4.0040711E+001, 2.0900000E+001, 2.0900000E+001, 4.0848856E-002, 3.1510139E+001, 7.0640188E+000, 1.5756587E-002
 5.2510000E+001, 6.6440824E+000, 9.5440384E-001, 4.2502436E+002, 4.0674271E+001, 2.0900000E+001, 2.0900000E+001, 4.0842161E-002, 3.1502228E+001, 7.0561084E+000, 1.5879287E-002
 5.3010000E+001, 6.6360830E+000, 9.5325476E-001, 4.2517589E+002, 4.1313842E+001, 2.0900000E+001, 2.0900000E+001, 4.0835415E-002, 3.1494258E+001, 7.0481376E+000, 1.5998738E-002
 5.3510000E+001, 6.6280252E+000, 9.5209728E-001, 4.2532208E+002, 4.1959047E+001, 2.0900000E+001, 2.0900000E+001, 4.0828619E-002, 3.1486228E+001, 7.0401078E+000, 1.6115534E-002
 5.4010000E+001, 6.6199097E+000, 9.5093151E-001, 4.2546600E+002, 4.2610458E+001, 2.0900000E+001, 2.0900000E+001, 4.0821773E-002, 3.1478140E+001, 7.0320200E+000, 1.6230994E-002
 5.4510000E+001, 6.6117364E+000, 9.4975744E-001, 4.2561015E+002, 4.3267997E+001, 2.0900000E+001, 2.0900000E+001, 4.0814879E-002, 3.1469994E+001, 7.0238743E+000, 1.6346609E-002
 5.5010000E+001, 6.6035071E+000, 9.4857532E-001, 4.2574683E+002, 4.3931358E+001, 2.0900000E+001, 2.0900000E+001, 4.0807936E-002, 3.1461792E+001, 7.0156718E+000, 1.6458616E-002
 5.5510000E+001, 6.5952231E+000, 9.4738535E-001, 4.2587827E+002, 4.4600757E+001, 2.0900000E+001, 2.0900000E+001, 4.0800947E-002, 3.1453534E+001, 7.0074139E+000, 1.6568013E-002
 5.6010000E+001, 6.5868856E+000, 9.4618769E-001, 4.2600544E+002, 4.5276078E+001, 2.0900000E+001, 2.0900000E+001, 4.0793912E-002, 3.1445222E+001, 6.9991020E+000, 1.6675056E-002
 5.6510000E+001, 6.5784957E+000, 9.4498251E-001, 4.2612839E+002, 4.5956968E+001, 2.0900000E+001, 2.0900000E+001, 4.0786832E-002, 3.1436857E+001, 6.9907372E+000, 1.6779735E-002
 5.7010000E+001, 6.5700540E+000, 9.4376988E-001, 4.2624992E+002, 4.6643568E+001, 2.0900000E+001, 2.0900000E+001, 4.0779708E-002, 3.1428440E+001, 6.9823204E+000, 1.6883384E-002
 5.7510000E+001, 6.5615600E+000, 9.4254973E-001, 4.2637305E+002, 4.7335842E+001, 2.0900000E+001, 2.0900000E+001, 4.0772540E-002, 3.1419971E+001, 6.9738514E+000, 1.6988114E-002
 5.8010000E+001, 6.5530152E+000, 9.4132230E-001, 4.2648969E+002, 4.8033488E+001, 2.0900000E+001, 2.0900000E+001, 4.0765329E-002, 3.1411451E+001, 6.9653308E+000, 1.7089531E-002
 5.8510000E+001, 6.5444211E+000, 9.4008778E-001, 4.2660147E+002, 4.8736548E+001, 2.0900000E+001, 2.0900000E+001, 4.0758075E-002, 3.1402880E+001, 6.9567603E+000, 1.7188250E-002
 5.9010000E+001, 6.5357787E+000, 9.3884632E-001, 4.2670944E+002, 4.9444879E+001, 2.0900000E+001, 2.0900000E+001, 4.0750780E-002, 3.1394261E+001, 6.9481410E+000, 1.7284811E-002
 5.9510000E+001, 6.5270887E+000, 9.3759803E-001, 4.2681460E+002, 5.0158250E+001, 2.0900000E+001, 2.0900000E+001, 4.0743444E-002, 3.1385594E+001, 6.9394738E+000, 1.7379891E-002
 6.0010000E+001, 6.5183521E+000, 9.3634304E-001, 4.2691691E+002, 5.0876599E+001, 2.0900000E+001, 2.0900000E+001, 4.0736068E-002, 3.1376880E+001, 6.9307595E+000, 1.7473245E-002
 6.0510000E+001, 6.5095687E+000, 9.3508133E-001, 4.2702055E+002, 5.1599912E+001, 2.0900000E+001, 2.0900000E+001, 4.0728653E-002, 3.1368119E+001, 6.9219987E+000, 1.7566808E-002
 6.1010000E+001, 6.5007385E+000, 9.3381290E-001, 4.2712354E+002, 5.2328218E+001, 2.0900000E+001, 2.0900000E+001, 4.0721198E-002, 3.1359311E+001, 6.9131908E+000, 1.7660318E-002
 6.1510000E+001, 6.4918630E+000, 9.3253795E-001, 4.2722113E+002, 5.3061245E+001, 2.0900000E+001, 2.0900000E+001, 4.0713705E-002, 3.1350457E+001, 6.9043370E+000, 1.7751163E-002
 6.2010000E+001, 6.4829429E+000, 9.3125662E-001, 4.2731542E+002, 5.3798931E+001, 2.0900000E+001, 2.0900000E+001, 4.0706173E-002, 3.1341558E+001, 6.8954382E+000, 1.7840025E-002
 6.2510000E+001, 6.4739795E+000, 9.2996904E-001, 4.2740655E+002, 5.4541269E+001, 2.0900000E+001, 2.0900000E+001, 4.0698604E-002, 3.1332616E+001, 6.8864955E+000, 1.7926930E-002
