s,kg/m2,,C,C,C,C,m,kg/m2,kg/m2,kg/m2/s
 4.5100000E+000, 6.9617900E+000, 1.0000417E+000, 1.6440117E+002, 2.0900000E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 3.3291351E-012
 5.0100000E+000, 6.9617900E+000, 1.0000417E+000, 1.7179478E+002, 2.0900000E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 9.2021557E-012
 5.5100000E+000, 6.9617900E+000, 1.0000417E+000, 1.7874882E+002, 2.0900000E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 2.3199143E-011
 6.0100000E+000, 6.9617900E+000, 1.0000417E+000, 1.8532218E+002, 2.0900000E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 5.4121592E-011
 6.5100000E+000, 6.9617900E+000, 1.0000417E+000, 1.9156152E+002, 2.0900000E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 1.1816610E-010
 7.0100000E+000, 6.9617900E+000, 1.0000417E+000, 1.9750456E+002, 2.0900000E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 2.4363679E-010
 7.5100000E+000, 6.9617900E+000, 1.0000417E+000, 2.0318233E+002, 2.0900001E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 4.7783599E-010
 8.0100000E+000, 6.9617900E+000, 1.0000417E+000, 2.0862071E+002, 2.0900003E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 8.9679495E-010
 8.5100000E+000, 6.9617900E+000, 1.0000417E+000, 2.1384157E+002, 2.0900006E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 1.6186036E-009
 9.0100000E+000, 6.9617900E+000, 1.0000417E+000, 2.1886360E+002, 2.0900013E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 2.8211863E-009
 9.5100000E+000, 6.9617900E+000, 1.0000417E+000, 2.2370293E+002, 2.0900027E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 4.7654483E-009
 1.0010000E+001, 6.9617900E+000, 1.0000417E+000, 2.2837356E+002, 2.0900050E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 7.8247799E-009
 1.0510000E+001, 6.9617900E+000, 1.0000417E+000, 2.3288781E+002, 2.0900091E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 1.2521952E-008
 1.1010000E+001, 6.9617900E+000, 1.0000417E+000, 2.3725651E+002, 2.0900156E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 1.9574457E-008
 1.1510000E+001, 6.9617900E+000, 1.0000417E+000, 2.4148930E+002, 2.0900259E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3700000E+000, 2.9949373E-008
 1.2010000E+001, 6.9617899E+000, 1.0000416E+000, 2.4559479E+002, 2.0900414E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3699999E+000, 4.4928779E-008
 1.2510000E+001, 6.9617899E+000, 1.0000416E+000, 2.4958071E+002, 2.0900642E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3699999E+000, 6.6186758E-008
 1.3010000E+001, 6.9617899E+000, 1.0000416E+000, 2.5345403E+002, 2.0900968E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3699999E+000, 9.5878932E-008
 1.3510000E+001, 6.9617898E+000, 1.0000416E+000, 2.5722105E+002, 2.0901423E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3699998E+000, 1.3674541E-007
 1.4010000E+001, 6.9617897E+000, 1.0000416E+000, 2.6088751E+002, 2.0902043E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3699997E+000, 1.9222796E-007
 1.4510000E+001, 6.9617896E+000, 1.0000416E+000, 2.6445866E+002, 2.0902873E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816120E+001, 7.3699996E+000, 2.6660202E-007
 1.5010000E+001, 6.9617894E+000, 1.0000416E+000, 2.6793928E+002, 2.0903962E+001, 2.0900000E+001, 2.0900000E+001, 4.1570000E-002, 3.1816119E+001, 7.3699995E+000, 3.6512415E-007
 1.5510000E+001, 6.9617891E+000, 1.0000415E+000, 2.7133378E+002, 2.0905368E+001, 2.0900000E+001, 2.0900000E+001, 4.1569999E-002, 3.1816119E+001, 7.3699993E+000, 4.9419533E-007
 1.6010000E+001, 6.9617888E+000, 1.0000415E+000, 2.7464621E+002, 2.0907155E+001, 2.0900000E+001, 2.0900000E+001, 4.1569999E-002, 3.1816119E+001, 7.3699990E+000, 6.6154031E-007
 1.6510000E+001, 6.9617884E+000, 1.0000414E+000, 2.7788031E+002, 2.0909396E+001, 2.0900000E+001, 2.0900000E+001, 4.1569999E-002, 3.1816119E+001, 7.3699986E+000, 8.7640309E-007
 1.7010000E+001, 6.9617878E+000, 1.0000413E+000, 2.8103955E+002, 2.0912170E+001, 2.0900000E+001, 2.0900000E+001, 4.1569998E-002, 3.1816118E+001, 7.3699981E+000, 1.1497585E-006
 1.7510000E+001, 6.9617870E+000, 1.0000412E+000, 2.8412714E+002, 2.0915562E+001, 2.0900000E+001, 2.0900000E+001, 4.1569998E-002, 3.1816117E+001, 7.3699974E+000, 1.4945393E-006
 1.8000000E+001, 6.9617861E+000, 1.0000411E+000, 2.8711692E+002, 2.0919620E+001, 2.0900000E+001, 2.0900000E+001, 4.1569997E-002, 3.1816117E+001, 7.3699966E+000, 1.9210189E-006
 1.8500000E+001, 6.9617848E+000, 1.0000409E+000, 2.9004065E+002, 2.0924473E+001, 2.0900000E+001, 2.0900000E+001, 4.1569996E-002, 3.1816115E+001, 7.3699955E+000, 2.4495360E-006
 1.9000000E+001, 6.9617833E+000, 1.0000407E+000, 2.9293162E+002, 2.0930283E+001, 2.0900000E+001, 2.0900000E+001, 4.1569995E-002, 3.1816114E+001, 7.3699941E+000, 3.1067910E-006
 1.9500000E+001, 6.9617813E+000, 1.0000404E+000, 2.9576165E+002, 2.0937118E+001, 2.0900000E+001, 2.0900000E+001, 4.1569993E-002, 3.1816112E+001, 7.3699923E+000, 3.9113466E-006
 2.0000000E+001, 6.9617789E+000, 1.0000401E+000, 2.9853300E+002, 2.0945092E+001, 2.0900000E+001, 2.0900000E+001, 4.1569991E-002, 3.1816110E+001, 7.3699901E+000, 4.8897674E-006
 2.0500000E+001, 6.9617758E+000, 1.0000396E+000, 3.0124778E+002, 2.0954327E+001, 2.0900000E+001, 2.0900000E+001, 4.1569989E-002, 3.1816107E+001, 7.3699874E+000, 6.0722181E-006
 2.1000000E+001, 6.9617721E+000, 1.0000391E+000, 3.0390797E+002, 2.0964945E+001, 2.0900000E+001, 2.0900000E+001, 4.1569985E-002, 3.1816104E+001, 7.3699840E+000, 7.4927727E-006
 2.1500000E+001, 6.9617674E+000, 1.0000384E+000, 3.0651542E+002, 2.0977076E+001, 2.0900000E+001, 2.0900000E+001, 4.1569982E-002, 3.1816100E+001, 7.3699798E+000, 9.1897279E-006
 2.2000000E+001, 6.9617618E+000, 1.0000376E+000, 3.0907185E+002, 2.0990849E+001, 2.0900000E+001, 2.0900000E+001, 4.1569977E-002, 3.1816095E+001, 7.3699747E+000, 1.1205917E-005
 2.2500000E+001, 6.9617550E+000, 1.0000366E+000, 3.1157889E+002, 2.1006398E+001, 2.0900000E+001, 2.0900000E+001, 4.1569971E-002, 3.1816089E+001, 7.3699685E+000, 1.3589024E-005
 2.3000000E+001, 6.9617468E+000, 1.0000354E+000, 3.1403806E+002, 2.1023856E+001, 2.0900000E+001, 2.0900000E+001, 4.1569965E-002, 3.1816081E+001, 7.3699610E+000, 1.6391888E-005
 2.3500000E+001, 6.9617369E+000, 1.0000340E+000, 3.1645076E+002, 2.1043361E+001, 2.0900000E+001, 2.0900000E+001, 4.1569956E-002, 3.1816072E+001, 7.3699520E+000, 1.9672803E-005
 2.4000000E+001, 6.9617251E+000, 1.0000323E+000, 3.1881832E+002, 2.1065048E+001, 2.0900000E+001, 2.0900000E+001, 4.1569947E-002, 3.1816061E+001, 7.3699412E+000, 2.3495796E-005
 2.4500000E+001, 6.9617111E+000, 1.0000303E+000, 3.2114199E+002, 2.1089054E+001, 2.0900000E+001, 2.0900000E+001, 4.1569935E-002, 3.1816048E+001, 7.3699283E+000, 2.7930893E-005
 2.5000000E+001, 6.9616945E+000, 1.0000279E+000, 3.2342291E+002, 2.1115516E+001, 2.0900000E+001, 2.0900000E+001, 4.1569921E-002, 3.1816033E+001, 7.3699130E+000, 3.3054351E-005
 2.5500000E+001, 6.9616750E+000, 1.0000251E+000, 3.2566215E+002, 2.1144570E+001, 2.0900000E+001, 2.0900000E+001, 4.1569905E-002, 3.1816015E+001, 7.3698950E+000, 3.8948865E-005
 2.6000000E+001, 6.9616520E+000, 1.0000218E+000, 3.2786072E+002, 2.1176350E+001, 2.0900000E+001, 2.0900000E+001, 4.1569885E-002, 3.1815994E+001, 7.3698738E+000, 4.5703718E-005
 2.6500000E+001, 6.9616253E+000, 1.0000180E+000, 3.3001952E+002, 2.1210989E+001, 2.0900000E+001, 2.0900000E+001, 4.1569863E-002, 3.1815969E+001, 7.3698490E+000, 5.3414916E-005
 2.7000000E+001, 6.9615941E+000, 1.0000135E+000, 3.3213941E+002, 2.1248618E+001, 2.0900000E+001, 2.0900000E+001, 4.1569836E-002, 3.1815940E+001, 7.3698201E+000, 6.2185234E-005
 2.7500000E+001, 6.9615579E+000, 1.0000083E+000, 3.3422118E+002, 2.1289368E+001, 2.0900000E+001, 2.0900000E+001, 4.1569806E-002, 3.1815906E+001, 7.3697864E+000, 7.2124194E-005
 2.8000000E+001, 6.9615161E+000, 1.0000023E+000, 3.3626552E+002, 2.1333363E+001, 2.0900000E+001, 2.0900000E+001, 4.1569770E-002, 3.1815868E+001, 7.3697475E+000, 8.3348003E-005
 2.8500000E+001, 6.9614680E+000, 9.9999540E-001, 3.3827311E+002, 2.1380729E+001, 2.0900000E+001, 2.0900000E+001, 4.1569730E-002, 3.1815823E+001, 7.3697026E+000, 9.5979412E-005
 2.9000000E+001, 6.9614128E+000, 9.9998747E-001, 3.4024451E+002, 2.1431584E+001, 2.0900000E+001, 2.0900000E+001, 4.1569683E-002, 3.1815771E+001, 7.3696510E+000, 1.1014737E-004
 2.9500000E+001, 6.9613496E+000, 9.9997840E-001, 3.4218027E+002, 2.1486048E+001, 2.0900000E+001, 2.0900000E+001, 4.1569629E-002, 3.1815712E+001, 7.3695919E+000, 1.2598676E-004
 3.0000000E+001, 6.9612776E+000, 9.9996805E-001, 3.4408086E+002, 2.1544234E+001, 2.0900000E+001, 2.0900000E+001, 4.1569568E-002, 3.1815644E+001, 7.3695244E+000, 1.4363788E-004
 3.0500000E+001, 6.9611958E+000, 9.9995630E-001, 3.4594669E+002, 2.1606252E+001, 2.0900000E+001, 2.0900000E+001, 4.1569498E-002, 3.1815568E+001, 7.3694475E+000, 1.6324585E-004
 3.1000000E+001, 6.9611031E+000, 9.9994298E-001, 3.4777813E+002, 2.1672208E+001, 2.0900000E+001, 2.0900000E+001, 4.1569419E-002, 3.1815480E+001, 7.3693604E+000, 1.8495984E-004
 3.1500000E+001, 6.9609983E+000, 9.9992794E-001, 3.4957549E+002, 2.1742207E+001, 2.0900000E+001, 2.0900000E+001, 4.1569329E-002, 3.1815382E+001, 7.3692618E+000, 2.0893235E-004
 3.2000000E+001, 6.9608804E+000, 9.9991100E-001, 3.5133904E+002, 2.1816346E+001, 2.0900000E+001, 2.0900000E+001, 4.1569228E-002, 3.1815271E+001, 7.3691505E+000, 2.3531800E-004
 3.2500000E+001, 6.9607480E+000, 9.9989197E-001, 3.5306901E+002, 2.1894721E+001, 2.0900000E+001, 2.0900000E+001, 4.1569114E-002, 3.1815145E+001, 7.3690255E+000, 2.6427257E-004
 3.3000000E+001, 6.9605997E+000, 9.9987067E-001, 3.5476557E+002, 2.1977421E+001, 2.0900000E+001, 2.0900000E+001, 4.1568987E-002, 3.1815005E+001, 7.3688852E+000, 2.9595175E-004
 3.3500000E+001, 6.9604340E+000, 9.9984688E-001, 3.5642888E+002, 2.2064534E+001, 2.0900000E+001, 2.0900000E+001, 4.1568844E-002, 3.1814848E+001, 7.3687284E+000, 3.3050972E-004
 3.4000000E+001, 6.9602496E+000, 9.9982038E-001, 3.5805905E+002, 2.2156143E+001, 2.0900000E+001, 2.0900000E+001, 4.1568685E-002, 3.1814673E+001, 7.3685535E+000, 3.6809733E-004
 3.4500000E+001, 6.9600448E+000, 9.9979096E-001, 3.5965614E+002, 2.2252325E+001, 2.0900000E+001, 2.0900000E+001, 4.1568508E-002, 3.1814479E+001, 7.3683589E+000, 4.0886094E-004
 3.5000000E+001, 6.9598178E+000, 9.9975836E-001, 3.6122024E+002, 2.2353155E+001, 2.0900000E+001, 2.0900000E+001, 4.1568312E-002, 3.1814263E+001, 7.3681432E+000, 4.5294075E-004
 3.5500000E+001, 6.9595671E+000, 9.9972234E-001, 3.6275134E+002, 2.2458703E+001, 2.0900000E+001, 2.0900000E+001, 4.1568095E-002, 3.1814025E+001, 7.3679045E+000, 5.0046761E-004
 3.6000000E+001, 6.9592908E+000, 9.9968265E-001, 3.6424947E+002, 2.2569034E+001, 2.0900000E+001, 2.0900000E+001, 4.1567856E-002, 3.1813761E+001, 7.3676411E+000, 5.5156364E-004
 3.6500000E+001, 6.9589871E+000, 9.9963902E-001, 3.6571465E+002, 2.2684212E+001, 2.0900000E+001, 2.0900000E+001, 4.1567592E-002, 3.1813471E+001, 7.3673513E+000, 6.0633860E-004
 3.7000000E+001, 6.9586540E+000, 9.9959118E-001, 3.6714687E+002, 2.2804293E+001, 2.0900000E+001, 2.0900000E+001, 4.1567303E-002, 3.1813153E+001, 7.3670330E+000, 6.6488896E-004
 3.7500000E+001, 6.9582897E+000, 9.9953885E-001, 3.6854610E+002, 2.2929331E+001, 2.0900000E+001, 2.0900000E+001, 4.1566986E-002, 3.1812805E+001, 7.3666845E+000, 7.2729444E-004
 3.8000000E+001, 6.9578922E+000, 9.9948175E-001, 3.6991236E+002, 2.3059377E+001, 2.0900000E+001, 2.0900000E+001, 4.1566640E-002, 3.1812424E+001, 7.3663038E+000, 7.9361965E-004
 3.8500000E+001, 6.9574595E+000, 9.9941960E-001, 3.7124564E+002, 2.3194476E+001, 2.0900000E+001, 2.0900000E+001, 4.1566263E-002, 3.1812009E+001, 7.3658889E+000, 8.6390912E-004
 3.9000000E+001, 6.9569897E+000, 9.9935211E-001, 3.7254599E+002, 2.3334672E+001, 2.0900000E+001, 2.0900000E+001, 4.1565853E-002, 3.1811558E+001, 7.3654378E+000, 9.3819002E-004
 3.9500000E+001, 6.9564807E+000, 9.9927898E-001, 3.7381336E+002, 2.3480003E+001, 2.0900000E+001, 2.0900000E+001, 4.1565408E-002, 3.1811069E+001, 7.3649485E+000, 1.0164631E-003
 4.0000000E+001, 6.9559305E+000, 9.9919995E-001, 3.7504787E+002, 2.3630504E+001, 2.0900000E+001, 2.0900000E+001, 4.1564926E-002, 3.1810539E+001, 7.3644191E+000, 1.0987133E-003
 4.0500000E+001, 6.9553371E+000, 9.9911472E-001, 3.7624964E+002, 2.3786207E+001, 2.0900000E+001, 2.0900000E+001, 4.1564407E-002, 3.1809967E+001, 7.3638475E+000, 1.1849055E-003
 4.1000000E+001, 6.9546987E+000, 9.9902301E-001, 3.7741870E+002, 2.3947140E+001, 2.0900000E+001, 2.0900000E+001, 4.1563847E-002, 3.1809352E+001, 7.3632317E+000, 1.2749729E-003
 4.1500000E+001, 6.9540133E+000, 9.9892456E-001, 3.7855525E+002, 2.4113328E+001, 2.0900000E+001, 2.0900000E+001, 4.1563245E-002, 3.1808690E+001, 7.3625700E+000, 1.3688344E-003
 4.2000000E+001, 6.9532792E+000, 9.9881910E-001, 3.7965944E+002, 2.4284792E+001, 2.0900000E+001, 2.0900000E+001, 4.1562600E-002, 3.1807980E+001, 7.3618604E+000, 1.4663830E-003
 4.2500000E+001, 6.9524944E+000, 9.9870637E-001, 3.8073151E+002, 2.4461551E+001, 2.0900000E+001, 2.0900000E+001, 4.1561910E-002, 3.1807221E+001, 7.3611010E+000, 1.5674934E-003
 4.3000000E+001, 6.9516573E+000, 9.9858612E-001, 3.8177177E+002, 2.4643621E+001, 2.0900000E+001, 2.0900000E+001, 4.1561173E-002, 3.1806410E+001, 7.3602903E+000, 1.6720252E-003
 4.3510000E+001, 6.9507663E+000, 9.9845813E-001, 3.8279018E+002, 2.4832885E+001, 2.0900000E+001, 2.0900000E+001, 4.1560380E-002, 3.1805538E+001, 7.3594175E+000, 1.7808878E-003
 4.4010000E+001, 6.9498198E+000, 9.9832218E-001, 3.8377724E+002, 2.5027646E+001, 2.0900000E+001, 2.0900000E+001, 4.1559535E-002, 3.1804609E+001, 7.3584888E+000, 1.8929140E-003
 4.4510000E+001, 6.9488165E+000, 9.9817805E-001, 3.8472334E+002, 2.5225817E+001, 2.0900000E+001, 2.0900000E+001, 4.1558648E-002, 3.1803633E+001, 7.3575129E+000, 2.0067030E-003
 4.5010000E+001, 6.9477549E+000, 9.9802556E-001, 3.8563912E+002, 2.5429330E+001, 2.0900000E+001, 2.0900000E+001, 4.1557709E-002, 3.1802599E+001, 7.3564794E+000, 2.1231628E-003
 4.5510000E+001, 6.9466339E+000, 9.9786452E-001, 3.8652507E+002, 2.5638188E+001, 2.0900000E+001, 2.0900000E+001, 4.1556715E-002, 3.1801507E+001, 7.3553870E+000, 2.2420747E-003
 4.6010000E+001, 6.9454523E+000, 9.9769479E-001, 3.8738170E+002, 2.5852389E+001, 2.0900000E+001, 2.0900000E+001, 4.1555668E-002, 3.1800355E+001, 7.3542345E+000, 2.3632138E-003
 4.6510000E+001, 6.9442091E+000, 9.9751621E-001, 3.8820954E+002, 2.6071930E+001, 2.0900000E+001, 2.0900000E+001, 4.1554565E-002, 3.1799141E+001, 7.3530210E+000, 2.4863450E-003
 4.7010000E+001, 6.9429035E+000, 9.9732866E-001, 3.8900911E+002, 2.6296804E+001, 2.0900000E+001, 2.0900000E+001, 4.1553405E-002, 3.1797865E+001, 7.3517454E+000, 2.6112249E-003
 4.7510000E+001, 6.9415347E+000, 9.9713204E-001, 3.8978117E+002, 2.6527003E+001, 2.0900000E+001, 2.0900000E+001, 4.1552188E-002, 3.1796527E+001, 7.3504070E+000, 2.7376343E-003
 4.8010000E+001, 6.9401020E+000, 9.9692624E-001, 3.9052635E+002, 2.6762516E+001, 2.0900000E+001, 2.0900000E+001, 4.1550914E-002, 3.1795125E+001, 7.3490050E+000, 2.8653390E-003
 4.8510000E+001, 6.9386049E+000, 9.9671119E-001, 3.9124541E+002, 2.7003332E+001, 2.0900000E+001, 2.0900000E+001, 4.1549581E-002, 3.1793659E+001, 7.3475389E+000, 2.9941201E-003
 4.9010000E+001, 6.9370431E+000, 9.9648683E-001, 3.9193889E+002, 2.7249435E+001, 2.0900000E+001, 2.0900000E+001, 4.1548189E-002, 3.1792128E+001, 7.3460082E+000, 3.1237226E-003
 4.9510000E+001, 6.9354161E+000, 9.9625312E-001, 3.9260741E+002, 2.7500808E+001, 2.0900000E+001, 2.0900000E+001, 4.1546739E-002, 3.1790532E+001, 7.3444125E+000, 3.2539223E-003
 5.0010000E+001, 6.9337238E+000, 9.9601003E-001, 3.9325202E+002, 2.7757433E+001, 2.0900000E+001, 2.0900000E+001, 4.1545229E-002, 3.1788872E+001, 7.3427516E+000, 3.3845579E-003
 5.0510000E+001, 6.9319661E+000, 9.9575754E-001, 3.9387341E+002, 2.8019290E+001, 2.0900000E+001, 2.0900000E+001, 4.1543659E-002, 3.1787145E+001, 7.3410253E+000, 3.5154057E-003
 5.1010000E+001, 6.9301430E+000, 9.9549566E-001, 3.9447177E+002, 2.8286355E+001, 2.0900000E+001, 2.0900000E+001, 4.1542031E-002, 3.1785354E+001, 7.3392336E+000, 3.6461958E-003
 5.1510000E+001, 6.9282546E+000, 9.9522439E-001, 3.9504878E+002, 2.8558607E+001, 2.0900000E+001, 2.0900000E+001, 4.1540342E-002, 3.1783496E+001, 7.3373765E+000, 3.7769110E-003
 5.2010000E+001, 6.9263010E+000, 9.9494376E-001, 3.9560440E+002, 2.8836018E+001, 2.0900000E+001, 2.0900000E+001, 4.1538595E-002, 3.1781574E+001, 7.3354541E+000, 3.9072186E-003
 5.2510000E+001, 6.9242825E+000, 9.9465380E-001, 3.9613958E+002, 2.9118561E+001, 2.0900000E+001, 2.0900000E+001, 4.1536788E-002, 3.1779587E+001, 7.3334667E+000, 4.0370347E-003
 5.3010000E+001, 6.9221993E+000, 9.9435457E-001, 3.9665561E+002, 2.9406191E+001, 2.0900000E+001, 2.0900000E+001, 4.1534922E-002, 3.1777535E+001, 7.3314146E+000, 4.1662837E-003
 5.3510000E+001, 6.9200520E+000, 9.9404611E-001, 3.9715196E+002, 2.9698883E+001, 2.0900000E+001, 2.0900000E+001, 4.1532998E-002, 3.1775418E+001, 7.3292980E+000, 4.2946139E-003
 5.4010000E+001, 6.9178409E+000, 9.9372849E-001, 3.9763109E+002, 2.9996618E+001, 2.0900000E+001, 2.0900000E+001, 4.1531016E-002, 3.1773238E+001, 7.3271175E+000, 4.4222400E-003
 5.4510000E+001, 6.9155666E+000, 9.9340179E-001, 3.9809158E+002, 3.0299363E+001, 2.0900000E+001, 2.0900000E+001, 4.1528976E-002, 3.1770993E+001, 7.3248735E+000, 4.5486216E-003
 5.5010000E+001, 6.9132295E+000, 9.9306608E-001, 3.9853646E+002, 3.0607065E+001, 2.0900000E+001, 2.0900000E+001, 4.1526879E-002, 3.1768686E+001, 7.3225665E+000, 4.6741438E-003
 5.5510000E+001, 6.9108304E+000, 9.9272145E-001, 3.9896410E+002, 3.0919699E+001, 2.0900000E+001, 2.0900000E+001, 4.1524725E-002, 3.1766317E+001, 7.3201971E+000, 4.7982508E-003
 5.6010000E+001, 6.9083697E+000, 9.9236799E-001, 3.9937718E+002, 3.1237240E+001, 2.0900000E+001, 2.0900000E+001, 4.1522514E-002, 3.1763886E+001, 7.3177659E+000, 4.9212572E-003
 5.6510000E+001, 6.9058483E+000, 9.9200579E-001, 3.9977500E+002, 3.1559641E+001, 2.0900000E+001, 2.0900000E+001, 4.1520249E-002, 3.1761394E+001, 7.3152736E+000, 5.0428891E-003
 5.7010000E+001, 6.9032668E+000, 9.9163497E-001, 4.0015808E+002, 3.1886848E+001, 2.0900000E+001, 2.0900000E+001, 4.1517928E-002, 3.1758841E+001, 7.3127209E+000, 5.1629396E-003
 5.7510000E+001, 6.9006259E+000, 9.9125560E-001, 4.0052887E+002, 3.2218835E+001, 2.0900000E+001, 2.0900000E+001, 4.1515553E-002, 3.1756228E+001, 7.3101084E+000, 5.2819418E-003
 5.8010000E+001, 6.8979264E+000, 9.9086783E-001, 4.0088470E+002, 3.2555568E+001, 2.0900000E+001, 2.0900000E+001, 4.1513125E-002, 3.1753557E+001, 7.3074370E+000, 5.3989547E-003
 5.8510000E+001, 6.8951689E+000, 9.9047173E-001, 4.0122981E+002, 3.2896992E+001, 2.0900000E+001, 2.0900000E+001, 4.1510643E-002, 3.1750827E+001, 7.3047073E+000, 5.5148900E-003
 5.9010000E+001, 6.8923544E+000, 9.9006742E-001, 4.0156228E+002, 3.3243071E+001, 2.0900000E+001, 2.0900000E+001, 4.1508109E-002, 3.1748040E+001, 7.3019201E+000, 5.6291723E-003
 5.9510000E+001, 6.8894836E+000, 9.8965505E-001, 4.0188191E+002, 3.3593766E+001, 2.0900000E+001, 2.0900000E+001, 4.1505524E-002, 3.1745196E+001, 7.2990762E+000, 5.7414732E-003
 6.0010000E+001, 6.8865572E+000, 9.8923468E-001, 4.0219292E+002, 3.3949017E+001, 2.0900000E+001, 2.0900000E+001, 4.1502888E-002, 3.1742296E+001, 7.2961765E+000, 5.8528402E-003
 6.0510000E+001, 6.8835760E+000, 9.8880644E-001, 4.0249222E+002, 3.4308784E+001, 2.0900000E+001, 2.0900000E+001, 4.1500201E-002, 3.1739341E+001, 7.2932215E+000, 5.9623551E-003
 6.1010000E+001, 6.8805411E+000, 9.8837048E-001, 4.0278004E+002, 3.4673035E+001, 2.0900000E+001, 2.0900000E+001, 4.1497466E-002, 3.1736332E+001, 7.2902123E+000, 6.0698121E-003
 6.1510000E+001, 6.8774529E+000, 9.8792687E-001, 4.0306072E+002, 3.5041703E+001, 2.0900000E+001, 2.0900000E+001, 4.1494682E-002, 3.1733270E+001, 7.2871497E+000, 6.1763876E-003
 6.2010000E+001, 6.8743123E+000, 9.8747573E-001, 4.0333153E+002, 3.5414741E+001, 2.0900000E+001, 2.0900000E+001, 4.1491849E-002, 3.1730154E+001, 7.2840341E+000, 6.2812684E-003
 6.2510000E+001, 6.8711203E+000, 9.8701721E-001, 4.0359180E+002, 3.5792122E+001, 2.0900000E+001, 2.0900000E+001, 4.1488970E-002, 3.1726987E+001, 7.2808667E+000, 6.3840231E-003
