s,kg/m2,,C,C,C,C,m,kg/m2,kg/m2,kg/m2,kg/m2/s
 6.0100000E+000, 6.9609376E+000, 9.9991921E-001, 1.4994647E+002, 2.0907327E+001, 2.0900000E+001, 2.0900000E+001, 4.0989996E-002, 3.1815269E+001, 7.3690319E+000, 1.1668502E-004, 4.0410267E-006
 6.5100000E+000, 6.9609347E+000, 9.9991880E-001, 1.5616024E+002, 2.0911675E+001, 2.0900000E+001, 2.0900000E+001, 4.0989994E-002, 3.1815266E+001, 7.3689677E+000, 1.7847043E-004, 5.7295287E-006
 7.0100000E+000, 6.9609307E+000, 9.9991823E-001, 1.6207134E+002, 2.0920052E+001, 2.0900000E+001, 2.0900000E+001, 4.0989991E-002, 3.1815263E+001, 7.3688779E+000, 2.6482060E-004, 7.9171567E-006
 7.5100000E+000, 6.9609254E+000, 9.9991746E-001, 1.6771087E+002, 2.0928509E+001, 2.0900000E+001, 2.0900000E+001, 4.0989987E-002, 3.1815258E+001, 7.3687554E+000, 3.8265491E-004, 1.0696561E-005
 8.0100000E+000, 6.9609183E+000, 9.9991644E-001, 1.7310553E+002, 2.0946731E+001, 2.0900000E+001, 2.0900000E+001, 4.0989982E-002, 3.1815252E+001, 7.3685917E+000, 5.4011643E-004, 1.4168090E-005
 8.5100000E+000, 6.9609091E+000, 9.9991512E-001, 1.7827773E+002, 2.0964201E+001, 2.0900000E+001, 2.0900000E+001, 4.0989976E-002, 3.1815244E+001, 7.3683770E+000, 7.4666474E-004, 1.8438810E-005
 9.0100000E+000, 6.9608973E+000, 9.9991342E-001, 1.8324615E+002, 2.0990231E+001, 2.0900000E+001, 2.0900000E+001, 4.0989967E-002, 3.1815233E+001, 7.3681000E+000, 1.0131540E-003, 2.3621786E-005
 9.5100000E+000, 6.9608824E+000, 9.9991128E-001, 1.8802751E+002, 2.1021752E+001, 2.0900000E+001, 2.0900000E+001, 4.0989956E-002, 3.1815220E+001, 7.3677479E+000, 1.3519083E-003, 2.9835879E-005
 1.0010000E+001, 6.9608638E+000, 9.9990861E-001, 1.9263587E+002, 2.1068494E+001, 2.0900000E+001, 2.0900000E+001, 4.0989942E-002, 3.1815203E+001, 7.3673062E+000, 1.7767828E-003, 3.7203888E-005
 1.0510000E+001, 6.9608408E+000, 9.9990531E-001, 1.9708385E+002, 2.1119506E+001, 2.0900000E+001, 2.0900000E+001, 4.0989924E-002, 3.1815182E+001, 7.3667590E+000, 2.3032166E-003, 4.5852679E-005
 1.1010000E+001, 6.9608129E+000, 9.9990130E-001, 2.0138231E+002, 2.1172195E+001, 2.0900000E+001, 2.0900000E+001, 4.0989903E-002, 3.1815157E+001, 7.3660885E+000, 2.9482665E-003, 5.5911040E-005
 1.1510000E+001, 6.9607791E+000, 9.9989645E-001, 2.0554152E+002, 2.1244116E+001, 2.0900000E+001, 2.0900000E+001, 4.0989878E-002, 3.1815126E+001, 7.3652752E+000, 3.7306393E-003, 6.7510703E-005
 1.2010000E+001, 6.9607387E+000, 9.9989065E-001, 2.0956979E+002, 2.1334032E+001, 2.0900000E+001, 2.0900000E+001, 4.0989847E-002, 3.1815089E+001, 7.3642980E+000, 4.6707016E-003, 8.0781263E-005
 1.2510000E+001, 6.9606908E+000, 9.9988376E-001, 2.1347511E+002, 2.1439809E+001, 2.0900000E+001, 2.0900000E+001, 4.0989810E-002, 3.1815044E+001, 7.3631340E+000, 5.7904546E-003, 9.5852406E-005
 1.3010000E+001, 6.9606344E+000, 9.9987566E-001, 2.1726456E+002, 2.1496925E+001, 2.0900000E+001, 2.0900000E+001, 4.0989767E-002, 3.1814992E+001, 7.3617587E+000, 7.1135287E-003, 1.1285082E-004
 1.3510000E+001, 6.9605684E+000, 9.9986618E-001, 2.2094424E+002, 2.1658416E+001, 2.0900000E+001, 2.0900000E+001, 4.0989716E-002, 3.1814931E+001, 7.3601458E+000, 8.6651157E-003, 1.3189714E-004
 1.4010000E+001, 6.9604919E+000, 9.9985519E-001, 2.2451984E+002, 2.1784231E+001, 2.0900000E+001, 2.0900000E+001, 4.0989656E-002, 3.1814860E+001, 7.3582676E+000, 1.0471903E-002, 1.5310636E-004
 1.4510000E+001, 6.9604036E+000, 9.9984250E-001, 2.2799693E+002, 2.1925963E+001, 2.0900000E+001, 2.0900000E+001, 4.0989588E-002, 3.1814777E+001, 7.3560950E+000, 1.2561978E-002, 1.7658706E-004
 1.5010000E+001, 6.9603024E+000, 9.9982796E-001, 2.3138028E+002, 2.2079369E+001, 2.0900000E+001, 2.0900000E+001, 4.0989509E-002, 3.1814682E+001, 7.3535973E+000, 1.4964750E-002, 2.0243718E-004
 1.5510000E+001, 6.9601870E+000, 9.9981139E-001, 2.3467423E+002, 2.2315230E+001, 2.0900000E+001, 2.0900000E+001, 4.0989419E-002, 3.1814574E+001, 7.3507428E+000, 1.7710768E-002, 2.3074166E-004
 1.6010000E+001, 6.9600562E+000, 9.9979260E-001, 2.3788247E+002, 2.2562219E+001, 2.0900000E+001, 2.0900000E+001, 4.0989317E-002, 3.1814450E+001, 7.3474988E+000, 2.0831552E-002, 2.6157005E-004
 1.6510000E+001, 6.9599087E+000, 9.9977142E-001, 2.4100916E+002, 2.2769385E+001, 2.0900000E+001, 2.0900000E+001, 4.0989201E-002, 3.1814311E+001, 7.3438315E+000, 2.4359425E-002, 2.9498100E-004
 1.7010000E+001, 6.9597432E+000, 9.9974764E-001, 2.4405743E+002, 2.2984174E+001, 2.0900000E+001, 2.0900000E+001, 4.0989071E-002, 3.1814154E+001, 7.3397069E+000, 2.8327294E-002, 3.3100929E-004
 1.7510000E+001, 6.9595584E+000, 9.9972109E-001, 2.4703025E+002, 2.3215629E+001, 2.0900000E+001, 2.0900000E+001, 4.0988925E-002, 3.1813979E+001, 7.3350904E+000, 3.2768359E-002, 3.6967218E-004
 1.8000000E+001, 6.9593529E+000, 9.9969157E-001, 2.4990296E+002, 2.3603795E+001, 2.0900000E+001, 2.0900000E+001, 4.0988764E-002, 3.1813785E+001, 7.3300013E+000, 3.7664042E-002, 4.1054704E-004
 1.8500000E+001, 6.9591255E+000, 9.9965890E-001, 2.5270630E+002, 2.3809144E+001, 2.0900000E+001, 2.0900000E+001, 4.0988586E-002, 3.1813571E+001, 7.3243632E+000, 4.3087891E-002, 4.5397020E-004
 1.9000000E+001, 6.9588748E+000, 9.9962290E-001, 2.5547224E+002, 2.4154635E+001, 2.0900000E+001, 2.0900000E+001, 4.0988388E-002, 3.1813332E+001, 7.3180767E+000, 4.9135398E-002, 5.0038389E-004
 1.9500000E+001, 6.9585996E+000, 9.9958337E-001, 2.5817376E+002, 2.4372194E+001, 2.0900000E+001, 2.0900000E+001, 4.0988170E-002, 3.1813069E+001, 7.3111632E+000, 5.5786127E-002, 5.4928168E-004
 2.0000000E+001, 6.9582988E+000, 9.9954016E-001, 2.6081298E+002, 2.4711055E+001, 2.0900000E+001, 2.0900000E+001, 4.0987931E-002, 3.1812781E+001, 7.3035908E+000, 6.3070623E-002, 6.0056221E-004
 2.0500000E+001, 6.9579712E+000, 9.9949310E-001, 2.6339238E+002, 2.5162144E+001, 2.0900000E+001, 2.0900000E+001, 4.0987670E-002, 3.1812467E+001, 7.2953294E+000, 7.1017910E-002, 6.5410318E-004
 2.1000000E+001, 6.9576158E+000, 9.9944204E-001, 2.6591409E+002, 2.5545714E+001, 2.0900000E+001, 2.0900000E+001, 4.0987386E-002, 3.1812126E+001, 7.2863507E+000, 7.9655179E-002, 7.0975378E-004
 2.1500000E+001, 6.9572315E+000, 9.9938685E-001, 2.6838001E+002, 2.5742393E+001, 2.0900000E+001, 2.0900000E+001, 4.0987079E-002, 3.1811756E+001, 7.2766287E+000, 8.9007386E-002, 7.6733663E-004
 2.2000000E+001, 6.9568176E+000, 9.9932739E-001, 2.7079234E+002, 2.6542286E+001, 2.0900000E+001, 2.0900000E+001, 4.0986748E-002, 3.1811357E+001, 7.2661401E+000, 9.9096965E-002, 8.2665521E-004
 2.2500000E+001, 6.9563733E+000, 9.9926356E-001, 2.7315272E+002, 2.6708003E+001, 2.0900000E+001, 2.0900000E+001, 4.0986391E-002, 3.1810928E+001, 7.2548645E+000, 1.0994348E-001, 8.8748676E-004
 2.3000000E+001, 6.9558978E+000, 9.9919526E-001, 2.7546309E+002, 2.7267549E+001, 2.0900000E+001, 2.0900000E+001, 4.0986009E-002, 3.1810468E+001, 7.2427849E+000, 1.2156329E-001, 9.4958862E-004
 2.3500000E+001, 6.9553908E+000, 9.9912244E-001, 2.7772529E+002, 2.7332239E+001, 2.0900000E+001, 2.0900000E+001, 4.0985602E-002, 3.1809977E+001, 7.2298877E+000, 1.3396929E-001, 1.0127046E-003
 2.4000000E+001, 6.9548519E+000, 9.9904502E-001, 2.7994079E+002, 2.8019649E+001, 2.0900000E+001, 2.0900000E+001, 4.0985167E-002, 3.1809454E+001, 7.2161634E+000, 1.4717065E-001, 1.0765559E-003
 2.4500000E+001, 6.9542809E+000, 9.9896299E-001, 2.8211130E+002, 2.8573446E+001, 2.0900000E+001, 2.0900000E+001, 4.0984706E-002, 3.1808899E+001, 7.2016065E+000, 1.6117254E-001, 1.1408578E-003
 2.5000000E+001, 6.9536775E+000, 9.9887633E-001, 2.8423858E+002, 2.9582720E+001, 2.0900000E+001, 2.0900000E+001, 4.0984219E-002, 3.1808312E+001, 7.1862159E+000, 1.7597602E-001, 1.2053208E-003
 2.5500000E+001, 6.9530421E+000, 9.9878504E-001, 2.8632404E+002, 2.9819546E+001, 2.0900000E+001, 2.0900000E+001, 4.0983704E-002, 3.1807692E+001, 7.1699947E+000, 1.9157782E-001, 1.2696464E-003
 2.6000000E+001, 6.9523747E+000, 9.9868917E-001, 2.8836916E+002, 3.0287039E+001, 2.0900000E+001, 2.0900000E+001, 4.0983163E-002, 3.1807041E+001, 7.1529507E+000, 2.0797032E-001, 1.3335406E-003
 2.6500000E+001, 6.9516757E+000, 9.9858877E-001, 2.9037565E+002, 3.0837624E+001, 2.0900000E+001, 2.0900000E+001, 4.0982596E-002, 3.1806358E+001, 7.1350963E+000, 2.2514149E-001, 1.3967222E-003
 2.7000000E+001, 6.9509456E+000, 9.9848389E-001, 2.9234485E+002, 3.1142213E+001, 2.0900000E+001, 2.0900000E+001, 4.0982002E-002, 3.1805643E+001, 7.1164483E+000, 2.4307488E-001, 1.4589096E-003
 2.7500000E+001, 6.9501851E+000, 9.9837465E-001, 2.9427804E+002, 3.2023467E+001, 2.0900000E+001, 2.0900000E+001, 4.0981383E-002, 3.1804898E+001, 7.0970282E+000, 2.6174970E-001, 1.5198399E-003
 2.8000000E+001, 6.9493949E+000, 9.9826113E-001, 2.9617671E+002, 3.2801992E+001, 2.0900000E+001, 2.0900000E+001, 4.0980739E-002, 3.1804122E+001, 7.0768615E+000, 2.8114091E-001, 1.5792790E-003
 2.8500000E+001, 6.9485758E+000, 9.9814348E-001, 2.9804196E+002, 3.3031140E+001, 2.0900000E+001, 2.0900000E+001, 4.0980071E-002, 3.1803318E+001, 7.0559783E+000, 3.0121940E-001, 1.6370047E-003
 2.9000000E+001, 6.9477288E+000, 9.9802181E-001, 2.9987510E+002, 3.3991386E+001, 2.0900000E+001, 2.0900000E+001, 4.0979379E-002, 3.1802485E+001, 7.0344123E+000, 3.2195228E-001, 1.6928349E-003
 2.9500000E+001, 6.9468550E+000, 9.9789629E-001, 3.0167726E+002, 3.4314051E+001, 2.0900000E+001, 2.0900000E+001, 4.0978665E-002, 3.1801624E+001, 7.0122011E+000, 3.4330305E-001, 1.7466167E-003
 3.0000000E+001, 6.9459554E+000, 9.9776706E-001, 3.0344937E+002, 3.4792342E+001, 2.0900000E+001, 2.0900000E+001, 4.0977928E-002, 3.1800737E+001, 6.9893854E+000, 3.6523193E-001, 1.7982273E-003
 3.0500000E+001, 6.9450311E+000, 9.9763429E-001, 3.0519262E+002, 3.5706349E+001, 2.0900000E+001, 2.0900000E+001, 4.0977171E-002, 3.1799825E+001, 6.9660089E+000, 3.8769634E-001, 1.8476015E-003
 3.1000000E+001, 6.9440833E+000, 9.9749814E-001, 3.0690789E+002, 3.6029853E+001, 2.0900000E+001, 2.0900000E+001, 4.0976393E-002, 3.1798889E+001, 6.9421179E+000, 4.1065121E-001, 1.8947069E-003
 3.1500000E+001, 6.9431131E+000, 9.9735877E-001, 3.0859587E+002, 3.6688330E+001, 2.0900000E+001, 2.0900000E+001, 4.0975597E-002, 3.1797930E+001, 6.9177605E+000, 4.3404948E-001, 1.9395492E-003
 3.2000000E+001, 6.9421216E+000, 9.9721634E-001, 3.1025759E+002, 3.7484933E+001, 2.0900000E+001, 2.0900000E+001, 4.0974782E-002, 3.1796949E+001, 6.8929865E+000, 4.5784250E-001, 1.9821996E-003
 3.2500000E+001, 6.9411098E+000, 9.9707100E-001, 3.1189353E+002, 3.8533485E+001, 2.0900000E+001, 2.0900000E+001, 4.0973950E-002, 3.1795947E+001, 6.8678467E+000, 4.8198057E-001, 2.0227572E-003
 3.3000000E+001, 6.9400787E+000, 9.9692289E-001, 3.1350425E+002, 3.9109081E+001, 2.0900000E+001, 2.0900000E+001, 4.0973102E-002, 3.1794926E+001, 6.8423925E+000, 5.0641335E-001, 2.0613691E-003
 3.3500000E+001, 6.9390292E+000, 9.9677214E-001, 3.1509028E+002, 3.9882364E+001, 2.0900000E+001, 2.0900000E+001, 4.0972238E-002, 3.1793885E+001, 6.8166751E+000, 5.3109040E-001, 2.0982380E-003
 3.4000000E+001, 6.9379621E+000, 9.9661885E-001, 3.1665208E+002, 4.0470490E+001, 2.0900000E+001, 2.0900000E+001, 4.0971359E-002, 3.1792827E+001, 6.7907454E+000, 5.5596171E-001, 2.1336019E-003
 3.4500000E+001, 6.9368779E+000, 9.9646310E-001, 3.1818974E+002, 4.1877561E+001, 2.0900000E+001, 2.0900000E+001, 4.0970465E-002, 3.1791751E+001, 6.7646533E+000, 5.8097810E-001, 2.1677354E-003
 3.5000000E+001, 6.9357771E+000, 9.9630497E-001, 3.1970378E+002, 4.1923883E+001, 2.0900000E+001, 2.0900000E+001, 4.0969558E-002, 3.1790659E+001, 6.7384471E+000, 6.0609174E-001, 2.2009618E-003
 3.5500000E+001, 6.9346599E+000, 9.9614450E-001, 3.2119406E+002, 4.2595994E+001, 2.0900000E+001, 2.0900000E+001, 4.0968637E-002, 3.1789550E+001, 6.7121733E+000, 6.3125657E-001, 2.2336239E-003
 3.6000000E+001, 6.9335266E+000, 9.9598170E-001, 3.2266090E+002, 4.3340187E+001, 2.0900000E+001, 2.0900000E+001, 4.0967703E-002, 3.1788425E+001, 6.6858760E+000, 6.5642866E-001, 2.2660954E-003
 3.6500000E+001, 6.9323769E+000, 9.9581654E-001, 3.2410397E+002, 4.3870866E+001, 2.0900000E+001, 2.0900000E+001, 4.0966755E-002, 3.1787283E+001, 6.6595966E+000, 6.8156651E-001, 2.2987618E-003
 3.7000000E+001, 6.9312105E+000, 9.9564900E-001, 3.2552335E+002, 4.4698240E+001, 2.0900000E+001, 2.0900000E+001, 4.0965793E-002, 3.1786125E+001, 6.6333737E+000, 7.0663135E-001, 2.3320293E-003
 3.7500000E+001, 6.9300270E+000, 9.9547899E-001, 3.2691869E+002, 4.4913105E+001, 2.0900000E+001, 2.0900000E+001, 4.0964817E-002, 3.1784950E+001, 6.6072427E+000, 7.3158747E-001, 2.3663102E-003
 3.8000000E+001, 6.9288256E+000, 9.9530642E-001, 3.2828992E+002, 4.6399606E+001, 2.0900000E+001, 2.0900000E+001, 4.0963827E-002, 3.1783758E+001, 6.5812356E+000, 7.5640223E-001, 2.4020113E-003
 3.8500000E+001, 6.9276055E+000, 9.9513115E-001, 3.2963676E+002, 4.7750652E+001, 2.0900000E+001, 2.0900000E+001, 4.0962821E-002, 3.1782547E+001, 6.5553808E+000, 7.8104638E-001, 2.4395451E-003
 3.9000000E+001, 6.9263654E+000, 9.9495302E-001, 3.3095886E+002, 4.8047422E+001, 2.0900000E+001, 2.0900000E+001, 4.0961800E-002, 3.1781317E+001, 6.5297032E+000, 8.0549396E-001, 2.4792978E-003
 3.9500000E+001, 6.9251042E+000, 9.9477184E-001, 3.3225594E+002, 4.9009910E+001, 2.0900000E+001, 2.0900000E+001, 4.0960761E-002, 3.1780067E+001, 6.5042242E+000, 8.2972238E-001, 2.5216380E-003
 4.0000000E+001, 6.9238202E+000, 9.9458741E-001, 3.3352767E+002, 4.9300036E+001, 2.0900000E+001, 2.0900000E+001, 4.0959705E-002, 3.1778794E+001, 6.4789619E+000, 8.5371230E-001, 2.5669148E-003
 4.0500000E+001, 6.9225120E+000, 9.9439948E-001, 3.3477358E+002, 5.0626182E+001, 2.0900000E+001, 2.0900000E+001, 4.0958628E-002, 3.1777498E+001, 6.4539306E+000, 8.7744759E-001, 2.6154346E-003
 4.1000000E+001, 6.9211777E+000, 9.9420782E-001, 3.3599340E+002, 5.1078157E+001, 2.0900000E+001, 2.0900000E+001, 4.0957531E-002, 3.1776177E+001, 6.4291420E+000, 9.0091511E-001, 2.6674753E-003
 4.1500000E+001, 6.9198155E+000, 9.9401214E-001, 3.3718685E+002, 5.1710894E+001, 2.0900000E+001, 2.0900000E+001, 4.0956412E-002, 3.1774829E+001, 6.4046044E+000, 9.2410461E-001, 2.7232864E-003
 4.2000000E+001, 6.9184234E+000, 9.9381216E-001, 3.3835350E+002, 5.2988944E+001, 2.0900000E+001, 2.0900000E+001, 4.0955268E-002, 3.1773452E+001, 6.3803236E+000, 9.4700843E-001, 2.7830508E-003
 4.2500000E+001, 6.9169992E+000, 9.9360759E-001, 3.3949314E+002, 5.3533513E+001, 2.0900000E+001, 2.0900000E+001, 4.0954099E-002, 3.1772044E+001, 6.3563027E+000, 9.6962131E-001, 2.8469368E-003
 4.3000000E+001, 6.9155410E+000, 9.9339812E-001, 3.4060544E+002, 5.3981243E+001, 2.0900000E+001, 2.0900000E+001, 4.0952902E-002, 3.1770603E+001, 6.3325429E+000, 9.9194014E-001, 2.9150445E-003
 4.3510000E+001, 6.9140466E+000, 9.9318344E-001, 3.4170073E+002, 5.5512490E+001, 2.0900000E+001, 2.0900000E+001, 4.0951664E-002, 3.1769112E+001, 6.3088145E+000, 1.0141777E+000, 2.9881883E-003
 4.4010000E+001, 6.9125137E+000, 9.9296325E-001, 3.4276839E+002, 5.5845685E+001, 2.0900000E+001, 2.0900000E+001, 4.0950394E-002, 3.1767583E+001, 6.2853388E+000, 1.0361240E+000, 3.0657662E-003
 4.4510000E+001, 6.9109402E+000, 9.9273723E-001, 3.4379719E+002, 5.6880749E+001, 2.0900000E+001, 2.0900000E+001, 4.0949103E-002, 3.1766029E+001, 6.2623551E+000, 1.0575538E+000, 3.1468930E-003
 4.5010000E+001, 6.9093241E+000, 9.9250508E-001, 3.4479818E+002, 5.8128075E+001, 2.0900000E+001, 2.0900000E+001, 4.0947778E-002, 3.1764433E+001, 6.2396198E+000, 1.0786936E+000, 3.2322810E-003
 4.5510000E+001, 6.9076632E+000, 9.9226649E-001, 3.4577142E+002, 5.8985586E+001, 2.0900000E+001, 2.0900000E+001, 4.0946417E-002, 3.1762794E+001, 6.2171267E+000, 1.0995475E+000, 3.3218485E-003
 4.6010000E+001, 6.9059554E+000, 9.9202118E-001, 3.4671680E+002, 5.9839873E+001, 2.0900000E+001, 2.0900000E+001, 4.0945017E-002, 3.1761109E+001, 6.1948689E+000, 1.1201202E+000, 3.4154630E-003
 4.6510000E+001, 6.9041989E+000, 9.9176886E-001, 3.4763455E+002, 6.0700151E+001, 2.0900000E+001, 2.0900000E+001, 4.0943578E-002, 3.1759376E+001, 6.1728392E+000, 1.1404170E+000, 3.5129871E-003
 4.7010000E+001, 6.9023918E+000, 9.9150927E-001, 3.4852481E+002, 6.1775467E+001, 2.0900000E+001, 2.0900000E+001, 4.0942098E-002, 3.1757594E+001, 6.1510297E+000, 1.1604438E+000, 3.6142432E-003
 4.7510000E+001, 6.9005323E+000, 9.9124216E-001, 3.4938769E+002, 6.2426448E+001, 2.0900000E+001, 2.0900000E+001, 4.0940574E-002, 3.1755759E+001, 6.1294326E+000, 1.1802067E+000, 3.7190251E-003
 4.8010000E+001, 6.8986187E+000, 9.9096728E-001, 3.5022359E+002, 6.3072087E+001, 2.0900000E+001, 2.0900000E+001, 4.0939007E-002, 3.1753872E+001, 6.1080397E+000, 1.1997121E+000, 3.8271274E-003
 4.8510000E+001, 6.8966496E+000, 9.9068442E-001, 3.5103289E+002, 6.3492650E+001, 2.0900000E+001, 2.0900000E+001, 4.0937394E-002, 3.1751929E+001, 6.0868430E+000, 1.2189664E+000, 3.9383232E-003
 4.9010000E+001, 6.8946234E+000, 9.9039336E-001, 3.5181588E+002, 6.4810986E+001, 2.0900000E+001, 2.0900000E+001, 4.0935734E-002, 3.1749931E+001, 6.0658345E+000, 1.2379763E+000, 4.0523591E-003
 4.9510000E+001, 6.8925389E+000, 9.9009393E-001, 3.5257280E+002, 6.5680543E+001, 2.0900000E+001, 2.0900000E+001, 4.0934026E-002, 3.1747874E+001, 6.0450063E+000, 1.2567481E+000, 4.1689594E-003
 5.0010000E+001, 6.8903950E+000, 9.8978596E-001, 3.5330425E+002, 6.6555369E+001, 2.0900000E+001, 2.0900000E+001, 4.0932269E-002, 3.1745759E+001, 6.0243507E+000, 1.2752883E+000, 4.2878833E-003
 5.0510000E+001, 6.8881905E+000, 9.8946930E-001, 3.5401089E+002, 6.6967926E+001, 2.0900000E+001, 2.0900000E+001, 4.0930463E-002, 3.1743584E+001, 6.0038604E+000, 1.2936033E+000, 4.4088833E-003
 5.1010000E+001, 6.8859247E+000, 9.8914382E-001, 3.5469311E+002, 6.7366519E+001, 2.0900000E+001, 2.0900000E+001, 4.0928605E-002, 3.1741347E+001, 5.9835283E+000, 1.3116991E+000, 4.5316734E-003
 5.1510000E+001, 6.8835967E+000, 9.8880941E-001, 3.5535114E+002, 6.8951313E+001, 2.0900000E+001, 2.0900000E+001, 4.0926697E-002, 3.1739049E+001, 5.9633475E+000, 1.3295819E+000, 4.6559469E-003
 5.2010000E+001, 6.8812060E+000, 9.8846599E-001, 3.5598618E+002, 7.0069983E+001, 2.0900000E+001, 2.0900000E+001, 4.0924736E-002, 3.1736689E+001, 5.9433116E+000, 1.3472572E+000, 4.7815276E-003
 5.2510000E+001, 6.8787519E+000, 9.8811347E-001, 3.5659848E+002, 7.1932652E+001, 2.0900000E+001, 2.0900000E+001, 4.0922724E-002, 3.1734265E+001, 5.9234145E+000, 1.3647307E+000, 4.9080962E-003
 5.3010000E+001, 6.8762342E+000, 9.8775181E-001, 3.5718846E+002, 7.0607579E+001, 2.0900000E+001, 2.0900000E+001, 4.0920658E-002, 3.1731778E+001, 5.9036504E+000, 1.3820076E+000, 5.0354010E-003
 5.3510000E+001, 6.8736525E+000, 9.8738096E-001, 3.5775755E+002, 7.3226943E+001, 2.0900000E+001, 2.0900000E+001, 4.0918540E-002, 3.1729227E+001, 5.8840140E+000, 1.3990931E+000, 5.1633149E-003
 5.4010000E+001, 6.8710069E+000, 9.8700091E-001, 3.5830509E+002, 7.3368906E+001, 2.0900000E+001, 2.0900000E+001, 4.0916368E-002, 3.1726612E+001, 5.8645002E+000, 1.4159919E+000, 5.2913779E-003
 5.4510000E+001, 6.8682970E+000, 9.8661165E-001, 3.5883328E+002, 7.4506756E+001, 2.0900000E+001, 2.0900000E+001, 4.0914143E-002, 3.1723933E+001, 5.8451044E+000, 1.4327087E+000, 5.4196664E-003
 5.5010000E+001, 6.8655232E+000, 9.8621320E-001, 3.5934136E+002, 7.5653044E+001, 2.0900000E+001, 2.0900000E+001, 4.0911865E-002, 3.1721190E+001, 5.8258222E+000, 1.4492478E+000, 5.5477127E-003
 5.5510000E+001, 6.8626854E+000, 9.8580555E-001, 3.5983145E+002, 7.6285458E+001, 2.0900000E+001, 2.0900000E+001, 4.0909534E-002, 3.1718383E+001, 5.8066496E+000, 1.4656132E+000, 5.6756183E-003
 5.6010000E+001, 6.8597839E+000, 9.8538877E-001, 3.6030266E+002, 7.7705679E+001, 2.0900000E+001, 2.0900000E+001, 4.0907149E-002, 3.1715512E+001, 5.7875829E+000, 1.4818090E+000, 5.8028735E-003
 5.6510000E+001, 6.8568191E+000, 9.8496288E-001, 3.6075740E+002, 7.7807120E+001, 2.0900000E+001, 2.0900000E+001, 4.0904712E-002, 3.1712577E+001, 5.7686186E+000, 1.4978389E+000, 5.9297274E-003
 5.7010000E+001, 6.8537913E+000, 9.8452795E-001, 3.6119415E+002, 7.7902853E+001, 2.0900000E+001, 2.0900000E+001, 4.0902223E-002, 3.1709580E+001, 5.7497535E+000, 1.5137063E+000, 6.0555325E-003
