s,kg/m2,,C,C,C,C,m,kg/m2,kg/m2,kg/m2,kg/m2/s
 4.5100000E+000, 6.9620297E+000, 1.0000761E+000, 1.6420713E+002, 2.0901559E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859837E+000, 7.8779203E-011
 5.0100000E+000, 6.9620297E+000, 1.0000761E+000, 1.7175988E+002, 2.0904286E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859837E+000, 1.9718675E-010
 5.5100000E+000, 6.9620297E+000, 1.0000761E+000, 1.7885764E+002, 2.0910010E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859837E+000, 4.5423842E-010
 6.0100000E+000, 6.9620297E+000, 1.0000761E+000, 1.8556244E+002, 2.0920608E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859837E+000, 9.7581060E-010
 6.5100000E+000, 6.9620297E+000, 1.0000761E+000, 1.9192319E+002, 2.0938402E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859837E+000, 1.9750487E-009
 7.0100000E+000, 6.9620297E+000, 1.0000761E+000, 1.9797930E+002, 2.0966063E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859837E+000, 3.7971119E-009
 7.5100000E+000, 6.9620297E+000, 1.0000761E+000, 2.0376303E+002, 2.1006480E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859837E+000, 6.9797994E-009
 8.0100000E+000, 6.9620297E+000, 1.0000761E+000, 2.0930127E+002, 2.1062641E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859837E+000, 1.2333359E-008
 8.5100000E+000, 6.9620297E+000, 1.0000761E+000, 2.1461667E+002, 2.1137514E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859837E+000, 2.1042931E-008
 9.0100000E+000, 6.9620296E+000, 1.0000761E+000, 2.1972855E+002, 2.1233962E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859837E+000, 3.4797137E-008
 9.5100000E+000, 6.9620296E+000, 1.0000761E+000, 2.2465352E+002, 2.1354667E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859836E+000, 5.5946336E-008
 1.0010000E+001, 6.9620296E+000, 1.0000761E+000, 2.2940605E+002, 2.1502081E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859836E+000, 8.7693937E-008
 1.0510000E+001, 6.9620295E+000, 1.0000761E+000, 2.3399877E+002, 2.1678397E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816360E+001, 1.8425599E-001, 7.1859835E+000, 1.3432400E-007
 1.1010000E+001, 6.9620294E+000, 1.0000760E+000, 2.3844283E+002, 2.1885530E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816359E+001, 1.8425599E-001, 7.1859835E+000, 2.0146813E-007
 1.1510000E+001, 6.9620293E+000, 1.0000760E+000, 2.4274813E+002, 2.2125116E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816359E+001, 1.8425599E-001, 7.1859833E+000, 2.9641422E-007
 1.2010000E+001, 6.9620290E+000, 1.0000760E+000, 2.4692348E+002, 2.2398518E+001, 2.0900000E+001, 2.0900000E+001, 4.0972000E-002, 3.1816359E+001, 1.8425599E-001, 7.1859832E+000, 4.2845944E-007
 1.2510000E+001, 6.9620287E+000, 1.0000760E+000, 2.5097679E+002, 2.2706831E+001, 2.0900000E+001, 2.0900000E+001, 4.0971999E-002, 3.1816359E+001, 1.8425599E-001, 7.1859829E+000, 6.0930913E-007
 1.3010000E+001, 6.9620283E+000, 1.0000759E+000, 2.5491519E+002, 2.3050907E+001, 2.0900000E+001, 2.0900000E+001, 4.0971999E-002, 3.1816359E+001, 1.8425599E-001, 7.1859825E+000, 8.5352297E-007
 1.3510000E+001, 6.9620277E+000, 1.0000758E+000, 2.5874512E+002, 2.3431367E+001, 2.0900000E+001, 2.0900000E+001, 4.0971999E-002, 3.1816358E+001, 1.8425599E-001, 7.1859820E+000, 1.1790091E-006
 1.4010000E+001, 6.9620269E+000, 1.0000757E+000, 2.6247243E+002, 2.3848621E+001, 2.0900000E+001, 2.0900000E+001, 4.0971998E-002, 3.1816357E+001, 1.8425599E-001, 7.1859813E+000, 1.6075666E-006
 1.4510000E+001, 6.9620258E+000, 1.0000755E+000, 2.6610246E+002, 2.4302892E+001, 2.0900000E+001, 2.0900000E+001, 4.0971997E-002, 3.1816356E+001, 1.8425599E-001, 7.1859804E+000, 2.1654749E-006
 1.5010000E+001, 6.9620244E+000, 1.0000753E+000, 2.6964008E+002, 2.4794232E+001, 2.0900000E+001, 2.0900000E+001, 4.0971996E-002, 3.1816355E+001, 1.8425599E-001, 7.1859791E+000, 2.8841309E-006
 1.5510000E+001, 6.9620225E+000, 1.0000751E+000, 2.7308975E+002, 2.5322545E+001, 2.0900000E+001, 2.0900000E+001, 4.0971995E-002, 3.1816353E+001, 1.8425599E-001, 7.1859774E+000, 3.8007289E-006
 1.6010000E+001, 6.9620200E+000, 1.0000747E+000, 2.7645557E+002, 2.5887601E+001, 2.0900000E+001, 2.0900000E+001, 4.0971993E-002, 3.1816351E+001, 1.8425599E-001, 7.1859753E+000, 4.9589837E-006
 1.6510000E+001, 6.9620168E+000, 1.0000742E+000, 2.7974133E+002, 2.6489055E+001, 2.0900000E+001, 2.0900000E+001, 4.0971991E-002, 3.1816348E+001, 1.8425599E-001, 7.1859724E+000, 6.4098907E-006
 1.7010000E+001, 6.9620127E+000, 1.0000736E+000, 2.8295050E+002, 2.7126464E+001, 2.0900000E+001, 2.0900000E+001, 4.0971988E-002, 3.1816345E+001, 1.8425599E-001, 7.1859688E+000, 8.2125201E-006
 1.7510000E+001, 6.9620075E+000, 1.0000729E+000, 2.8608631E+002, 2.7799299E+001, 2.0900000E+001, 2.0900000E+001, 4.0971984E-002, 3.1816340E+001, 1.8425599E-001, 7.1859641E+000, 1.0434838E-005
 1.8000000E+001, 6.9620009E+000, 1.0000720E+000, 2.8912212E+002, 2.8499806E+001, 2.0900000E+001, 2.0900000E+001, 4.0971979E-002, 3.1816334E+001, 1.8425599E-001, 7.1859583E+000, 1.3124318E-005
 1.8500000E+001, 6.9619927E+000, 1.0000708E+000, 2.9209015E+002, 2.9233618E+001, 2.0900000E+001, 2.0900000E+001, 4.0971973E-002, 3.1816327E+001, 1.8425599E-001, 7.1859509E+000, 1.6387619E-005
 1.9000000E+001, 6.9619824E+000, 1.0000693E+000, 2.9502409E+002, 3.0008219E+001, 2.0900000E+001, 2.0900000E+001, 4.0971965E-002, 3.1816318E+001, 1.8425599E-001, 7.1859417E+000, 2.0363725E-005
 1.9500000E+001, 6.9619698E+000, 1.0000675E+000, 2.9789524E+002, 3.0815465E+001, 2.0900000E+001, 2.0900000E+001, 4.0971956E-002, 3.1816306E+001, 1.8425599E-001, 7.1859304E+000, 2.5134962E-005
 2.0000000E+001, 6.9619544E+000, 1.0000653E+000, 3.0070578E+002, 3.1654578E+001, 2.0900000E+001, 2.0900000E+001, 4.0971944E-002, 3.1816292E+001, 1.8425599E-001, 7.1859164E+000, 3.0826241E-005
 2.0500000E+001, 6.9619355E+000, 1.0000626E+000, 3.0345772E+002, 3.2524743E+001, 2.0900000E+001, 2.0900000E+001, 4.0971930E-002, 3.1816275E+001, 1.8425599E-001, 7.1858992E+000, 3.7576372E-005
 2.1000000E+001, 6.9619126E+000, 1.0000593E+000, 3.0615294E+002, 3.3425126E+001, 2.0900000E+001, 2.0900000E+001, 4.0971913E-002, 3.1816254E+001, 1.8425599E-001, 7.1858784E+000, 4.5538812E-005
 2.1500000E+001, 6.9618851E+000, 1.0000553E+000, 3.0879313E+002, 3.4354899E+001, 2.0900000E+001, 2.0900000E+001, 4.0971892E-002, 3.1816229E+001, 1.8425599E-001, 7.1858533E+000, 5.4882319E-005
 2.2000000E+001, 6.9618521E+000, 1.0000506E+000, 3.1137988E+002, 3.5313191E+001, 2.0900000E+001, 2.0900000E+001, 4.0971867E-002, 3.1816199E+001, 1.8425599E-001, 7.1858231E+000, 6.5791522E-005
 2.2500000E+001, 6.9618127E+000, 1.0000449E+000, 3.1391463E+002, 3.6299121E+001, 2.0900000E+001, 2.0900000E+001, 4.0971837E-002, 3.1816163E+001, 1.8425599E-001, 7.1857870E+000, 7.8467352E-005
 2.3000000E+001, 6.9617660E+000, 1.0000382E+000, 3.1639868E+002, 3.7311823E+001, 2.0900000E+001, 2.0900000E+001, 4.0971802E-002, 3.1816120E+001, 1.8425599E-001, 7.1857440E+000, 9.3127361E-005
 2.3500000E+001, 6.9617108E+000, 1.0000303E+000, 3.1883322E+002, 3.8350440E+001, 2.0900000E+001, 2.0900000E+001, 4.0971759E-002, 3.1816069E+001, 1.8425599E-001, 7.1856932E+000, 1.1000581E-004
 2.4000000E+001, 6.9616459E+000, 1.0000210E+000, 3.2121934E+002, 3.9414116E+001, 2.0900000E+001, 2.0900000E+001, 4.0971710E-002, 3.1816009E+001, 1.8425599E-001, 7.1856332E+000, 1.2935362E-004
 2.4500000E+001, 6.9615700E+000, 1.0000101E+000, 3.2355799E+002, 4.0502012E+001, 2.0900000E+001, 2.0900000E+001, 4.0971652E-002, 3.1815939E+001, 1.8425599E-001, 7.1855629E+000, 1.5143791E-004
 2.5000000E+001, 6.9614814E+000, 9.9999733E-001, 3.2585002E+002, 4.1613311E+001, 2.0900000E+001, 2.0900000E+001, 4.0971584E-002, 3.1815857E+001, 1.8425599E-001, 7.1854808E+000, 1.7654157E-004
 2.5500000E+001, 6.9613786E+000, 9.9998257E-001, 3.2809617E+002, 4.2747169E+001, 2.0900000E+001, 2.0900000E+001, 4.0971505E-002, 3.1815761E+001, 1.8425599E-001, 7.1853853E+000, 2.0496209E-004
 2.6000000E+001, 6.9612598E+000, 9.9996550E-001, 3.3029711E+002, 4.3902756E+001, 2.0900000E+001, 2.0900000E+001, 4.0971413E-002, 3.1815651E+001, 1.8425599E-001, 7.1852746E+000, 2.3701048E-004
 2.6500000E+001, 6.9611229E+000, 9.9994583E-001, 3.3245338E+002, 4.5079275E+001, 2.0900000E+001, 2.0900000E+001, 4.0971307E-002, 3.1815523E+001, 1.8425599E-001, 7.1851470E+000, 2.7300950E-004
 2.7000000E+001, 6.9609658E+000, 9.9992327E-001, 3.3456543E+002, 4.6275941E+001, 2.0900000E+001, 2.0900000E+001, 4.0971186E-002, 3.1815376E+001, 1.8425599E-001, 7.1850002E+000, 3.1329152E-004
 2.7500000E+001, 6.9607863E+000, 9.9989748E-001, 3.3663366E+002, 4.7491990E+001, 2.0900000E+001, 2.0900000E+001, 4.0971047E-002, 3.1815208E+001, 1.8425599E-001, 7.1848320E+000, 3.5819623E-004
 2.8000000E+001, 6.9605817E+000, 9.9986809E-001, 3.3865835E+002, 4.8726677E+001, 2.0900000E+001, 2.0900000E+001, 4.0970888E-002, 3.1815016E+001, 1.8425599E-001, 7.1846402E+000, 4.0806727E-004
 2.8500000E+001, 6.9603495E+000, 9.9983474E-001, 3.4063973E+002, 4.9979288E+001, 2.0900000E+001, 2.0900000E+001, 4.0970707E-002, 3.1814798E+001, 1.8425599E-001, 7.1844220E+000, 4.6324922E-004
 2.9000000E+001, 6.9600868E+000, 9.9979700E-001, 3.4257794E+002, 5.1249083E+001, 2.0900000E+001, 2.0900000E+001, 4.0970502E-002, 3.1814551E+001, 1.8425599E-001, 7.1841748E+000, 5.2408395E-004
 2.9500000E+001, 6.9597907E+000, 9.9975446E-001, 3.4447309E+002, 5.2535347E+001, 2.0900000E+001, 2.0900000E+001, 4.0970271E-002, 3.1814272E+001, 1.8425599E-001, 7.1838957E+000, 5.9090559E-004
 3.0000000E+001, 6.9594579E+000, 9.9970666E-001, 3.4632523E+002, 5.3837394E+001, 2.0900000E+001, 2.0900000E+001, 4.0970011E-002, 3.1813957E+001, 1.8425599E-001, 7.1835815E+000, 6.6403729E-004
 3.0500000E+001, 6.9590852E+000, 9.9965312E-001, 3.4813435E+002, 5.5154552E+001, 2.0900000E+001, 2.0900000E+001, 4.0969719E-002, 3.1813605E+001, 1.8425599E-001, 7.1832290E+000, 7.4378526E-004
 3.1000000E+001, 6.9586691E+000, 9.9959334E-001, 3.4990043E+002, 5.6486194E+001, 2.0900000E+001, 2.0900000E+001, 4.0969393E-002, 3.1813211E+001, 1.8425599E-001, 7.1828349E+000, 8.3043433E-004
 3.1500000E+001, 6.9582060E+000, 9.9952682E-001, 3.5162339E+002, 5.7831680E+001, 2.0900000E+001, 2.0900000E+001, 4.0969029E-002, 3.1812772E+001, 1.8425599E-001, 7.1823956E+000, 9.2424155E-004
 3.2000000E+001, 6.9576922E+000, 9.9945302E-001, 3.5330316E+002, 5.9190382E+001, 2.0900000E+001, 2.0900000E+001, 4.0968625E-002, 3.1812283E+001, 1.8425599E-001, 7.1819075E+000, 1.0254330E-003
 3.2500000E+001, 6.9571240E+000, 9.9937139E-001, 3.5493969E+002, 6.0561697E+001, 2.0900000E+001, 2.0900000E+001, 4.0968178E-002, 3.1811743E+001, 1.8425599E-001, 7.1813668E+000, 1.1341986E-003
 3.3000000E+001, 6.9564974E+000, 9.9928139E-001, 3.5653291E+002, 6.1945036E+001, 2.0900000E+001, 2.0900000E+001, 4.0967683E-002, 3.1811146E+001, 1.8425599E-001, 7.1807697E+000, 1.2506866E-003
 3.3500000E+001, 6.9558086E+000, 9.9918245E-001, 3.5808274E+002, 6.3339826E+001, 2.0900000E+001, 2.0900000E+001, 4.0967139E-002, 3.1810488E+001, 1.8425599E-001, 7.1801124E+000, 1.3749989E-003
 3.4000000E+001, 6.9550537E+000, 9.9907400E-001, 3.5958922E+002, 6.4745534E+001, 2.0900000E+001, 2.0900000E+001, 4.0966542E-002, 3.1809767E+001, 1.8425599E-001, 7.1793908E+000, 1.5071912E-003
 3.4500000E+001, 6.9542286E+000, 9.9895549E-001, 3.6105228E+002, 6.6161595E+001, 2.0900000E+001, 2.0900000E+001, 4.0965888E-002, 3.1808977E+001, 1.8425599E-001, 7.1786011E+000, 1.6472612E-003
 3.5000000E+001, 6.9533295E+000, 9.9882633E-001, 3.6247208E+002, 6.7587476E+001, 2.0900000E+001, 2.0900000E+001, 4.0965174E-002, 3.1808115E+001, 1.8425599E-001, 7.1777394E+000, 1.7951633E-003
 3.5500000E+001, 6.9523525E+000, 9.9868599E-001, 3.6384866E+002, 6.9022661E+001, 2.0900000E+001, 2.0900000E+001, 4.0964398E-002, 3.1807178E+001, 1.8425599E-001, 7.1768017E+000, 1.9507865E-003
 3.6000000E+001, 6.9512939E+000, 9.9853392E-001, 3.6518231E+002, 7.0466660E+001, 2.0900000E+001, 2.0900000E+001, 4.0963556E-002, 3.1806160E+001, 1.8425599E-001, 7.1757842E+000, 2.1139766E-003
 3.6500000E+001, 6.9501499E+000, 9.9836958E-001, 3.6647323E+002, 7.1918999E+001, 2.0900000E+001, 2.0900000E+001, 4.0962644E-002, 3.1805059E+001, 1.8425599E-001, 7.1746831E+000, 2.2845219E-003
 3.7000000E+001, 6.9489170E+000, 9.9819248E-001, 3.6772171E+002, 7.3379172E+001, 2.0900000E+001, 2.0900000E+001, 4.0961660E-002, 3.1803871E+001, 1.8425599E-001, 7.1734950E+000, 2.4621514E-003
 3.7500000E+001, 6.9475918E+000, 9.9800213E-001, 3.6892823E+002, 7.4846709E+001, 2.0900000E+001, 2.0900000E+001, 4.0960602E-002, 3.1802592E+001, 1.8425599E-001, 7.1722162E+000, 2.6465601E-003
 3.8000000E+001, 6.9461712E+000, 9.9779806E-001, 3.7009334E+002, 7.6321155E+001, 2.0900000E+001, 2.0900000E+001, 4.0959465E-002, 3.1801220E+001, 1.8425599E-001, 7.1708436E+000, 2.8374044E-003
 3.8500000E+001, 6.9446520E+000, 9.9757984E-001, 3.7121752E+002, 7.7802074E+001, 2.0900000E+001, 2.0900000E+001, 4.0958248E-002, 3.1799750E+001, 1.8425599E-001, 7.1693739E+000, 3.0342859E-003
 3.9000000E+001, 6.9430316E+000, 9.9734707E-001, 3.7230144E+002, 7.9289060E+001, 2.0900000E+001, 2.0900000E+001, 4.0956949E-002, 3.1798180E+001, 1.8425599E-001, 7.1678044E+000, 3.2367779E-003
 3.9500000E+001, 6.9413073E+000, 9.9709937E-001, 3.7334585E+002, 8.0781653E+001, 2.0900000E+001, 2.0900000E+001, 4.0955564E-002, 3.1796508E+001, 1.8425599E-001, 7.1661322E+000, 3.4444376E-003
 4.0000000E+001, 6.9394767E+000, 9.9683642E-001, 3.7435159E+002, 8.2279435E+001, 2.0900000E+001, 2.0900000E+001, 4.0954093E-002, 3.1794731E+001, 1.8425599E-001, 7.1643549E+000, 3.6567997E-003
 4.0500000E+001, 6.9375379E+000, 9.9655790E-001, 3.7531952E+002, 8.3781997E+001, 2.0900000E+001, 2.0900000E+001, 4.0952533E-002, 3.1792846E+001, 1.8425599E-001, 7.1624704E+000, 3.8733826E-003
 4.1000000E+001, 6.9354888E+000, 9.9626356E-001, 3.7625057E+002, 8.5288968E+001, 2.0900000E+001, 2.0900000E+001, 4.0950882E-002, 3.1790853E+001, 1.8425599E-001, 7.1604766E+000, 4.0936988E-003
 4.1500000E+001, 6.9333279E+000, 9.9595316E-001, 3.7714574E+002, 8.6799956E+001, 2.0900000E+001, 2.0900000E+001, 4.0949139E-002, 3.1788748E+001, 1.8425599E-001, 7.1583717E+000, 4.3172603E-003
 4.2000000E+001, 6.9310538E+000, 9.9562649E-001, 3.7800607E+002, 8.8314551E+001, 2.0900000E+001, 2.0900000E+001, 4.0947304E-002, 3.1786530E+001, 1.8425599E-001, 7.1561543E+000, 4.5435857E-003
 4.2500000E+001, 6.9286654E+000, 9.9528341E-001, 3.7883264E+002, 8.9832375E+001, 2.0900000E+001, 2.0900000E+001, 4.0945374E-002, 3.1784199E+001, 1.8425599E-001, 7.1538232E+000, 4.7722058E-003
 4.3000000E+001, 6.9261618E+000, 9.9492377E-001, 3.7962660E+002, 9.1353065E+001, 2.0900000E+001, 2.0900000E+001, 4.0943348E-002, 3.1781753E+001, 1.8425599E-001, 7.1513772E+000, 5.0026673E-003
 4.3510000E+001, 6.9235422E+000, 9.9454747E-001, 3.8039628E+002, 9.2891232E+001, 2.0900000E+001, 2.0900000E+001, 4.0941206E-002, 3.1779166E+001, 1.8425599E-001, 7.1487898E+000, 5.2367879E-003
 4.4010000E+001, 6.9208062E+000, 9.9415445E-001, 3.8113525E+002, 9.4432207E+001, 2.0900000E+001, 2.0900000E+001, 4.0938965E-002, 3.1776459E+001, 1.8425599E-001, 7.1460832E+000, 5.4719707E-003
 4.4510000E+001, 6.9179535E+000, 9.9374467E-001, 3.8183744E+002, 9.5959446E+001, 2.0900000E+001, 2.0900000E+001, 4.0936650E-002, 3.1773663E+001, 1.8425599E-001, 7.1432865E+000, 5.7053810E-003
 4.5010000E+001, 6.9149840E+000, 9.9331811E-001, 3.8251182E+002, 9.7488139E+001, 2.0900000E+001, 2.0900000E+001, 4.0934238E-002, 3.1770749E+001, 1.8425599E-001, 7.1403731E+000, 5.9390611E-003
 4.5510000E+001, 6.9118977E+000, 9.9287477E-001, 3.8315901E+002, 9.9017977E+001, 2.0900000E+001, 2.0900000E+001, 4.0931729E-002, 3.1767719E+001, 1.8425599E-001, 7.1373429E+000, 6.1725376E-003
 4.6010000E+001, 6.9086949E+000, 9.9241470E-001, 3.8378036E+002, 1.0054864E+002, 2.0900000E+001, 2.0900000E+001, 4.0929124E-002, 3.1764572E+001, 1.8425599E-001, 7.1341960E+000, 6.4055819E-003
 4.6510000E+001, 6.9053759E+000, 9.9193794E-001, 3.8437755E+002, 1.0207980E+002, 2.0900000E+001, 2.0900000E+001, 4.0926422E-002, 3.1761309E+001, 1.8425599E-001, 7.1309327E+000, 6.6380127E-003
 4.7010000E+001, 6.9019413E+000, 9.9144456E-001, 3.8495062E+002, 1.0361112E+002, 2.0900000E+001, 2.0900000E+001, 4.0923624E-002, 3.1757930E+001, 1.8425599E-001, 7.1275535E+000, 6.8693321E-003
 4.7510000E+001, 6.8983915E+000, 9.9093464E-001, 3.8550164E+002, 1.0514231E+002, 2.0900000E+001, 2.0900000E+001, 4.0920731E-002, 3.1754435E+001, 1.8425599E-001, 7.1240589E+000, 7.0996093E-003
 4.8010000E+001, 6.8947273E+000, 9.9040829E-001, 3.8603090E+002, 1.0667307E+002, 2.0900000E+001, 2.0900000E+001, 4.0917743E-002, 3.1750826E+001, 1.8425599E-001, 7.1204496E+000, 7.3283483E-003
 4.8510000E+001, 6.8909495E+000, 9.8986561E-001, 3.8653989E+002, 1.0820314E+002, 2.0900000E+001, 2.0900000E+001, 4.0914660E-002, 3.1747102E+001, 1.8425599E-001, 7.1167262E+000, 7.5556395E-003
 4.9010000E+001, 6.8870589E+000, 9.8930674E-001, 3.8702953E+002, 1.0973219E+002, 2.0900000E+001, 2.0900000E+001, 4.0911484E-002, 3.1743266E+001, 1.8425599E-001, 7.1128897E+000, 7.7811771E-003
 4.9510000E+001, 6.8830565E+000, 9.8873180E-001, 3.8750039E+002, 1.1125995E+002, 2.0900000E+001, 2.0900000E+001, 4.0908214E-002, 3.1739317E+001, 1.8425599E-001, 7.1089409E+000, 8.0048734E-003
 5.0010000E+001, 6.8789432E+000, 9.8814094E-001, 3.8795376E+002, 1.1278617E+002, 2.0900000E+001, 2.0900000E+001, 4.0904853E-002, 3.1735257E+001, 1.8425599E-001, 7.1048808E+000, 8.2265880E-003
 5.0510000E+001, 6.8747200E+000, 9.8753429E-001, 3.8839045E+002, 1.1431059E+002, 2.0900000E+001, 2.0900000E+001, 4.0901400E-002, 3.1731086E+001, 1.8425599E-001, 7.1007102E+000, 8.4463662E-003
 5.1010000E+001, 6.8703880E+000, 9.8691202E-001, 3.8881082E+002, 1.1583293E+002, 2.0900000E+001, 2.0900000E+001, 4.0897857E-002, 3.1726806E+001, 1.8425599E-001, 7.0964304E+000, 8.6638528E-003
 5.1510000E+001, 6.8659483E+000, 9.8627427E-001, 3.8921688E+002, 1.1735295E+002, 2.0900000E+001, 2.0900000E+001, 4.0894224E-002, 3.1722418E+001, 1.8425599E-001, 7.0920423E+000, 8.8795023E-003
 5.2010000E+001, 6.8614020E+000, 9.8562121E-001, 3.8960718E+002, 1.1887039E+002, 2.0900000E+001, 2.0900000E+001, 4.0890502E-002, 3.1717923E+001, 1.8425599E-001, 7.0875471E+000, 9.0924972E-003
 5.2510000E+001, 6.8567502E+000, 9.8495298E-001, 3.8998543E+002, 1.2038506E+002, 2.0900000E+001, 2.0900000E+001, 4.0886692E-002, 3.1713322E+001, 1.8425599E-001, 7.0829458E+000, 9.3037395E-003
 5.3010000E+001, 6.8519939E+000, 9.8426976E-001, 3.9034960E+002, 1.2189671E+002, 2.0900000E+001, 2.0900000E+001, 4.0882796E-002, 3.1708616E+001, 1.8425599E-001, 7.0782396E+000, 9.5125156E-003
 5.3510000E+001, 6.8471345E+000, 9.8357172E-001, 3.9070113E+002, 1.2340512E+002, 2.0900000E+001, 2.0900000E+001, 4.0878814E-002, 3.1703806E+001, 1.8425599E-001, 7.0734296E+000, 9.7187552E-003
 5.4010000E+001, 6.8421728E+000, 9.8285898E-001, 3.9104247E+002, 1.2491006E+002, 2.0900000E+001, 2.0900000E+001, 4.0874746E-002, 3.1698893E+001, 1.8425599E-001, 7.0685169E+000, 9.9234518E-003
 5.4510000E+001, 6.8371102E+000, 9.8213175E-001, 3.9137099E+002, 1.2641136E+002, 2.0900000E+001, 2.0900000E+001, 4.0870595E-002, 3.1693879E+001, 1.8425599E-001, 7.0635026E+000, 1.0125294E-002
 5.5010000E+001, 6.8319477E+000, 9.8139018E-001, 3.9168924E+002, 1.2790883E+002, 2.0900000E+001, 2.0900000E+001, 4.0866360E-002, 3.1688764E+001, 1.8425599E-001, 7.0583880E+000, 1.0324893E-002
 5.5510000E+001, 6.8266862E+000, 9.8063437E-001, 3.9199887E+002, 1.2940226E+002, 2.0900000E+001, 2.0900000E+001, 4.0862044E-002, 3.1683550E+001, 1.8425599E-001, 7.0531739E+000, 1.0523050E-002
 5.6010000E+001, 6.8213271E+000, 9.7986455E-001, 3.9229694E+002, 1.3089147E+002, 2.0900000E+001, 2.0900000E+001, 4.0857645E-002, 3.1678238E+001, 1.8425599E-001, 7.0478615E+000, 1.0718209E-002
 5.6510000E+001, 6.8158715E+000, 9.7908087E-001, 3.9258602E+002, 1.3237627E+002, 2.0900000E+001, 2.0900000E+001, 4.0853167E-002, 3.1672828E+001, 1.8425599E-001, 7.0424522E+000, 1.0911196E-002
 5.7010000E+001, 6.8103200E+000, 9.7828341E-001, 3.9286858E+002, 1.3385653E+002, 2.0900000E+001, 2.0900000E+001, 4.0848609E-002, 3.1667323E+001, 1.8425599E-001, 7.0369466E+000, 1.1103057E-002
