s,kg/m2,,C,C,C,C,m,kg/m2,kg/m2,kg/m2,kg/m2/s
 1.0510000E+001, 6.8934687E+000, 9.9022749E-001, 1.8556764E+002, 2.1055641E+001, 2.0900000E+001, 2.0900000E+001, 4.0955805E-002, 3.1749086E+001, 5.6262140E+000, 1.6767524E+000, 5.3880674E-003
 1.1010000E+001, 6.8908346E+000, 9.8984912E-001, 1.8992415E+002, 2.1104285E+001, 2.0900000E+001, 2.0900000E+001, 4.0953587E-002, 3.1746424E+001, 5.5561605E+000, 1.7441439E+000, 5.2681573E-003
 1.1510000E+001, 6.8882515E+000, 9.8947806E-001, 1.9414390E+002, 2.1167652E+001, 2.0900000E+001, 2.0900000E+001, 4.0951415E-002, 3.1743818E+001, 5.4875609E+000, 1.8101367E+000, 5.1661704E-003
 1.2010000E+001, 6.8857126E+000, 9.8911336E-001, 1.9823593E+002, 2.1231505E+001, 2.0900000E+001, 2.0900000E+001, 4.0949282E-002, 3.1741258E+001, 5.4202051E+000, 1.8749328E+000, 5.0778110E-003
 1.2510000E+001, 6.8832145E+000, 9.8875450E-001, 2.0220808E+002, 2.1311449E+001, 2.0900000E+001, 2.0900000E+001, 4.0947184E-002, 3.1738740E+001, 5.3539602E+000, 1.9386601E+000, 4.9963103E-003
 1.3010000E+001, 6.8807561E+000, 9.8840137E-001, 2.0606757E+002, 2.1408267E+001, 2.0900000E+001, 2.0900000E+001, 4.0945119E-002, 3.1736263E+001, 5.2887757E+000, 2.0013671E+000, 4.9167503E-003
 1.3510000E+001, 6.8783369E+000, 9.8805386E-001, 2.0982061E+002, 2.1513525E+001, 2.0900000E+001, 2.0900000E+001, 4.0943087E-002, 3.1733825E+001, 5.2246386E+000, 2.0630663E+000, 4.8383295E-003
 1.4010000E+001, 6.8759552E+000, 9.8771173E-001, 2.1347321E+002, 2.1608125E+001, 2.0900000E+001, 2.0900000E+001, 4.0941088E-002, 3.1731425E+001, 5.1615221E+000, 2.1237833E+000, 4.7634194E-003
 1.4510000E+001, 6.8736083E+000, 9.8737460E-001, 2.1703057E+002, 2.1712837E+001, 2.0900000E+001, 2.0900000E+001, 4.0939118E-002, 3.1729062E+001, 5.0993714E+000, 2.1835706E+000, 4.6939110E-003
 1.5010000E+001, 6.8712928E+000, 9.8704199E-001, 2.2049671E+002, 2.1926097E+001, 2.0900000E+001, 2.0900000E+001, 4.0937176E-002, 3.1726732E+001, 5.0381133E+000, 2.2424985E+000, 4.6309588E-003
 1.5510000E+001, 6.8690056E+000, 9.8671344E-001, 2.2387566E+002, 2.2012111E+001, 2.0900000E+001, 2.0900000E+001, 4.0935259E-002, 3.1724431E+001, 4.9776715E+000, 2.3006398E+000, 4.5743355E-003
 1.6010000E+001, 6.8667443E+000, 9.8638860E-001, 2.2717168E+002, 2.2207630E+001, 2.0900000E+001, 2.0900000E+001, 4.0933365E-002, 3.1722158E+001, 4.9179845E+000, 2.3580532E+000, 4.5227290E-003
 1.6510000E+001, 6.8645068E+000, 9.8606719E-001, 2.3038796E+002, 2.2406146E+001, 2.0900000E+001, 2.0900000E+001, 4.0931491E-002, 3.1719909E+001, 4.8590130E+000, 2.4147758E+000, 4.4750107E-003
 1.7010000E+001, 6.8622913E+000, 9.8574895E-001, 2.3352738E+002, 2.2584584E+001, 2.0900000E+001, 2.0900000E+001, 4.0929636E-002, 3.1717683E+001, 4.8007348E+000, 2.4708282E+000, 4.4308256E-003
 1.7510000E+001, 6.8600958E+000, 9.8543358E-001, 2.3659254E+002, 2.2838826E+001, 2.0900000E+001, 2.0900000E+001, 4.0927798E-002, 3.1715478E+001, 4.7431303E+000, 2.5262278E+000, 4.3910087E-003
 1.8000000E+001, 6.8579176E+000, 9.8512067E-001, 2.3955675E+002, 2.3011489E+001, 2.0900000E+001, 2.0900000E+001, 4.0925994E-002, 3.1713313E+001, 4.6867323E+000, 2.5804608E+000, 4.3568386E-003
 1.8500000E+001, 6.8557531E+000, 9.8480975E-001, 2.4245002E+002, 2.3198448E+001, 2.0900000E+001, 2.0900000E+001, 4.0924204E-002, 3.1711164E+001, 4.6309744E+000, 2.6340699E+000, 4.3294281E-003
 1.9000000E+001, 6.8535982E+000, 9.8450021E-001, 2.4530357E+002, 2.3528269E+001, 2.0900000E+001, 2.0900000E+001, 4.0922404E-002, 3.1709005E+001, 4.5752348E+000, 2.6876502E+000, 4.3100306E-003
 1.9500000E+001, 6.8514481E+000, 9.8419135E-001, 2.4808748E+002, 2.3794600E+001, 2.0900000E+001, 2.0900000E+001, 4.0920611E-002, 3.1706853E+001, 4.5200614E+000, 2.7406716E+000, 4.3003823E-003
 2.0000000E+001, 6.8492970E+000, 9.8388235E-001, 2.5080159E+002, 2.4176580E+001, 2.0900000E+001, 2.0900000E+001, 4.0918819E-002, 3.1704703E+001, 4.4654254E+000, 2.7931575E+000, 4.3020166E-003
 2.0500000E+001, 6.8471385E+000, 9.8357229E-001, 2.5344509E+002, 2.4302600E+001, 2.0900000E+001, 2.0900000E+001, 4.0917024E-002, 3.1702549E+001, 4.4113034E+000, 2.8451252E+000, 4.3165142E-003
 2.1000000E+001, 6.8449652E+000, 9.8326009E-001, 2.5601625E+002, 2.4511473E+001, 2.0900000E+001, 2.0900000E+001, 4.0915220E-002, 3.1700383E+001, 4.3576777E+000, 2.8965857E+000, 4.3459823E-003
 2.1500000E+001, 6.8427681E+000, 9.8294449E-001, 2.5851176E+002, 2.4982394E+001, 2.0900000E+001, 2.0900000E+001, 4.0913399E-002, 3.1698199E+001, 4.3045311E+000, 2.9475479E+000, 4.3929973E-003
 2.2000000E+001, 6.8405372E+000, 9.8262404E-001, 2.6092817E+002, 2.5339104E+001, 2.0900000E+001, 2.0900000E+001, 4.0911555E-002, 3.1695986E+001, 4.2518475E+000, 2.9980184E+000, 4.4601386E-003
 2.2500000E+001, 6.8382610E+000, 9.8229707E-001, 2.6326194E+002, 2.5709426E+001, 2.0900000E+001, 2.0900000E+001, 4.0909678E-002, 3.1693733E+001, 4.1996116E+000, 3.0480018E+000, 4.5503469E-003
 2.3000000E+001, 6.8359265E+000, 9.8196172E-001, 2.6550857E+002, 2.6051828E+001, 2.0900000E+001, 2.0900000E+001, 4.0907758E-002, 3.1691429E+001, 4.1478065E+000, 3.0975027E+000, 4.6663926E-003
 2.3500000E+001, 6.8335195E+000, 9.8161596E-001, 2.6766300E+002, 2.6298293E+001, 2.0900000E+001, 2.0900000E+001, 4.0905783E-002, 3.1689060E+001, 4.0964141E+000, 3.1465256E+000, 4.8108370E-003
 2.4000000E+001, 6.8310249E+000, 9.8125761E-001, 2.6971998E+002, 2.6915551E+001, 2.0900000E+001, 2.0900000E+001, 4.0903742E-002, 3.1686610E+001, 4.0454159E+000, 3.1950743E+000, 4.9855315E-003
 2.4500000E+001, 6.8284268E+000, 9.8088441E-001, 2.7167459E+002, 2.7180968E+001, 2.0900000E+001, 2.0900000E+001, 4.0901621E-002, 3.1684065E+001, 3.9947946E+000, 3.2431505E+000, 5.1916052E-003
 2.5000000E+001, 6.8257097E+000, 9.8049410E-001, 2.7352220E+002, 2.7502983E+001, 2.0900000E+001, 2.0900000E+001, 4.0899407E-002, 3.1681409E+001, 3.9445332E+000, 3.2907556E+000, 5.4292522E-003
 2.5500000E+001, 6.8228580E+000, 9.8008446E-001, 2.7525908E+002, 2.7770337E+001, 2.0900000E+001, 2.0900000E+001, 4.0897088E-002, 3.1678626E+001, 3.8946144E+000, 3.3378912E+000, 5.6977602E-003
 2.6000000E+001, 6.8198574E+000, 9.7965343E-001, 2.7688248E+002, 2.8408718E+001, 2.0900000E+001, 2.0900000E+001, 4.0894651E-002, 3.1675701E+001, 3.8450199E+000, 3.3845607E+000, 5.9949699E-003
 2.6500000E+001, 6.8166951E+000, 9.7919919E-001, 2.7839140E+002, 2.8913007E+001, 2.0900000E+001, 2.0900000E+001, 4.0892083E-002, 3.1672620E+001, 3.7957330E+000, 3.4307672E+000, 6.3177750E-003
 2.7000000E+001, 6.8133606E+000, 9.7872020E-001, 2.7978607E+002, 2.9092248E+001, 2.0900000E+001, 2.0900000E+001, 4.0889377E-002, 3.1669373E+001, 3.7467381E+000, 3.4765145E+000, 6.6619338E-003
 2.7500000E+001, 6.8098455E+000, 9.7821525E-001, 2.8106893E+002, 2.9898089E+001, 2.0900000E+001, 2.0900000E+001, 4.0886524E-002, 3.1665948E+001, 3.6980196E+000, 3.5218087E+000, 7.0229914E-003
 2.8000000E+001, 6.8061438E+000, 9.7768352E-001, 2.8224336E+002, 3.0371333E+001, 2.0900000E+001, 2.0900000E+001, 4.0883517E-002, 3.1662340E+001, 3.6495624E+000, 3.5666580E+000, 7.3957852E-003
 2.8500000E+001, 6.8022522E+000, 9.7712450E-001, 2.8331466E+002, 3.0857317E+001, 2.0900000E+001, 2.0900000E+001, 4.0880353E-002, 3.1658544E+001, 3.6013515E+000, 3.6110724E+000, 7.7755210E-003
 2.9000000E+001, 6.7981697E+000, 9.7653806E-001, 2.8428885E+002, 3.1032119E+001, 2.0900000E+001, 2.0900000E+001, 4.0877031E-002, 3.1654557E+001, 3.5533726E+000, 3.6550642E+000, 8.1574163E-003
 2.9500000E+001, 6.7938972E+000, 9.7592432E-001, 2.8517291E+002, 3.1483052E+001, 2.0900000E+001, 2.0900000E+001, 4.0873549E-002, 3.1650379E+001, 3.5056122E+000, 3.6986470E+000, 8.5374880E-003
 3.0000000E+001, 6.7894373E+000, 9.7528368E-001, 2.8597427E+002, 3.1896745E+001, 2.0900000E+001, 2.0900000E+001, 4.0869911E-002, 3.1646013E+001, 3.4580567E+000, 3.7418359E+000, 8.9123324E-003
 3.0500000E+001, 6.7847940E+000, 9.7461668E-001, 2.8670054E+002, 3.2656560E+001, 2.0900000E+001, 2.0900000E+001, 4.0866117E-002, 3.1641461E+001, 3.4106942E+000, 3.7846465E+000, 9.2793278E-003
 3.1000000E+001, 6.7799724E+000, 9.7392407E-001, 2.8735830E+002, 3.3091168E+001, 2.0900000E+001, 2.0900000E+001, 4.0862173E-002, 3.1636728E+001, 3.3635124E+000, 3.8270955E+000, 9.6361805E-003
 3.1500000E+001, 6.7749781E+000, 9.7320665E-001, 2.8795516E+002, 3.3844153E+001, 2.0900000E+001, 2.0900000E+001, 4.0858083E-002, 3.1631819E+001, 3.3164990E+000, 3.8692003E+000, 9.9818791E-003
 3.2000000E+001, 6.7698169E+000, 9.7246526E-001, 2.8849815E+002, 3.4383694E+001, 2.0900000E+001, 2.0900000E+001, 4.0853851E-002, 3.1626741E+001, 3.2696424E+000, 3.9109787E+000, 1.0315832E-002
 3.2500000E+001, 6.7644953E+000, 9.7170083E-001, 2.8899142E+002, 3.4831378E+001, 2.0900000E+001, 2.0900000E+001, 4.0849483E-002, 3.1621499E+001, 3.2229303E+000, 3.9524489E+000, 1.0636832E-002
 3.3000000E+001, 6.7590193E+000, 9.7091421E-001, 2.8944290E+002, 3.5478262E+001, 2.0900000E+001, 2.0900000E+001, 4.0844983E-002, 3.1616100E+001, 3.1763508E+000, 3.9936291E+000, 1.0946031E-002
 3.3500000E+001, 6.7533951E+000, 9.7010631E-001, 2.8985505E+002, 3.5522416E+001, 2.0900000E+001, 2.0900000E+001, 4.0840358E-002, 3.1610549E+001, 3.1298919E+000, 4.0345373E+000, 1.1242542E-002
 3.4000000E+001, 6.7476289E+000, 9.6927801E-001, 2.9023303E+002, 3.6387884E+001, 2.0900000E+001, 2.0900000E+001, 4.0835611E-002, 3.1604854E+001, 3.0835417E+000, 4.0751919E+000, 1.1526907E-002
 3.4500000E+001, 6.7417256E+000, 9.6843003E-001, 2.9058251E+002, 3.7384391E+001, 2.0900000E+001, 2.0900000E+001, 4.0830749E-002, 3.1599018E+001, 3.0372884E+000, 4.1156100E+000, 1.1801073E-002
 3.5000000E+001, 6.7356916E+000, 9.6756326E-001, 2.9090285E+002, 3.7961233E+001, 2.0900000E+001, 2.0900000E+001, 4.0825774E-002, 3.1593049E+001, 2.9911203E+000, 4.1558089E+000, 1.2062882E-002
 3.5500000E+001, 6.7295318E+000, 9.6667842E-001, 2.9119980E+002, 3.8547953E+001, 2.0900000E+001, 2.0900000E+001, 4.0820693E-002, 3.1586952E+001, 2.9450264E+000, 4.1958057E+000, 1.2314627E-002
 3.6000000E+001, 6.7232503E+000, 9.6577610E-001, 2.9147764E+002, 3.9018007E+001, 2.0900000E+001, 2.0900000E+001, 4.0815509E-002, 3.1580731E+001, 2.8989957E+000, 4.2356153E+000, 1.2558291E-002
 3.6500000E+001, 6.7168523E+000, 9.6485705E-001, 2.9173424E+002, 3.9610401E+001, 2.0900000E+001, 2.0900000E+001, 4.0810226E-002, 3.1574391E+001, 2.8530176E+000, 4.2752532E+000, 1.2791416E-002
 3.7000000E+001, 6.7103427E+000, 9.6392195E-001, 2.9197245E+002, 4.0203656E+001, 2.0900000E+001, 2.0900000E+001, 4.0804847E-002, 3.1567937E+001, 2.8070819E+000, 4.3147347E+000, 1.3014951E-002
 3.7500000E+001, 6.7037248E+000, 9.6297132E-001, 2.9219688E+002, 4.0308632E+001, 2.0900000E+001, 2.0900000E+001, 4.0799377E-002, 3.1561373E+001, 2.7611790E+000, 4.3540737E+000, 1.3231390E-002
 3.8000000E+001, 6.6970017E+000, 9.6200556E-001, 2.9240953E+002, 4.1646040E+001, 2.0900000E+001, 2.0900000E+001, 4.0793818E-002, 3.1554702E+001, 2.7152994E+000, 4.3932825E+000, 1.3442056E-002
 3.8500000E+001, 6.6901777E+000, 9.6102532E-001, 2.9260752E+002, 4.1874806E+001, 2.0900000E+001, 2.0900000E+001, 4.0788173E-002, 3.1547928E+001, 2.6694348E+000, 4.4323732E+000, 1.3644000E-002
 3.9000000E+001, 6.6832568E+000, 9.6003114E-001, 2.9279275E+002, 4.2218361E+001, 2.0900000E+001, 2.0900000E+001, 4.0782446E-002, 3.1541055E+001, 2.6235776E+000, 4.4713576E+000, 1.3838074E-002
 3.9500000E+001, 6.6762423E+000, 9.5902352E-001, 2.9296721E+002, 4.3081342E+001, 2.0900000E+001, 2.0900000E+001, 4.0776639E-002, 3.1534087E+001, 2.5777206E+000, 4.5102466E+000, 1.4025407E-002
 4.0000000E+001, 6.6691370E+000, 9.5800288E-001, 2.9313289E+002, 4.3821726E+001, 2.0900000E+001, 2.0900000E+001, 4.0770756E-002, 3.1527027E+001, 2.5318581E+000, 4.5490491E+000, 1.4206852E-002
 4.0500000E+001, 6.6619423E+000, 9.5696938E-001, 2.9329389E+002, 4.3889747E+001, 2.0900000E+001, 2.0900000E+001, 4.0764797E-002, 3.1519877E+001, 2.4859855E+000, 4.5877715E+000, 1.4385891E-002
 4.1000000E+001, 6.6546616E+000, 9.5592352E-001, 2.9344523E+002, 4.4766819E+001, 2.0900000E+001, 2.0900000E+001, 4.0758766E-002, 3.1512639E+001, 2.4400992E+000, 4.6264197E+000, 1.4558168E-002
 4.1500000E+001, 6.6472981E+000, 9.5486577E-001, 2.9358780E+002, 4.5376324E+001, 2.0900000E+001, 2.0900000E+001, 4.0752664E-002, 3.1505317E+001, 2.3941975E+000, 4.6649991E+000, 1.4723693E-002
 4.2000000E+001, 6.6398548E+000, 9.5379656E-001, 2.9372293E+002, 4.6409356E+001, 2.0900000E+001, 2.0900000E+001, 4.0746494E-002, 3.1497913E+001, 2.3482795E+000, 4.7035135E+000, 1.4883468E-002
 4.2500000E+001, 6.6323343E+000, 9.5271627E-001, 2.9385166E+002, 4.6882801E+001, 2.0900000E+001, 2.0900000E+001, 4.0740259E-002, 3.1490431E+001, 2.3023462E+000, 4.7419646E+000, 1.5037932E-002
 4.3000000E+001, 6.6247392E+000, 9.5162526E-001, 2.9397450E+002, 4.7349834E+001, 2.0900000E+001, 2.0900000E+001, 4.0733961E-002, 3.1482873E+001, 2.2564006E+000, 4.7803523E+000, 1.5187170E-002
 4.3510000E+001, 6.6170720E+000, 9.5052389E-001, 2.9409310E+002, 4.7984453E+001, 2.0900000E+001, 2.0900000E+001, 4.0727539E-002, 3.1475166E+001, 2.2099964E+000, 4.8190499E+000, 1.5332957E-002
 4.4010000E+001, 6.6093334E+000, 9.4941225E-001, 2.9421068E+002, 4.8587774E+001, 2.0900000E+001, 2.0900000E+001, 4.0721053E-002, 3.1467384E+001, 2.1635726E+000, 4.8576913E+000, 1.5477258E-002
 4.4510000E+001, 6.6015252E+000, 9.4829062E-001, 2.9432325E+002, 4.9352577E+001, 2.0900000E+001, 2.0900000E+001, 4.0714574E-002, 3.1459609E+001, 2.1176242E+000, 4.8958646E+000, 1.5616455E-002
 4.5010000E+001, 6.5936507E+000, 9.4715948E-001, 2.9442929E+002, 4.9812575E+001, 2.0900000E+001, 2.0900000E+001, 4.0708038E-002, 3.1451766E+001, 2.0716931E+000, 4.9339527E+000, 1.5748944E-002
 4.5510000E+001, 6.5857126E+000, 9.4601920E-001, 2.9453043E+002, 5.0426875E+001, 2.0900000E+001, 2.0900000E+001, 4.0701448E-002, 3.1443858E+001, 2.0257920E+000, 4.9719461E+000, 1.5876110E-002
 4.6010000E+001, 6.5777135E+000, 9.4487014E-001, 2.9462757E+002, 5.1352454E+001, 2.0900000E+001, 2.0900000E+001, 4.0694807E-002, 3.1435888E+001, 1.9799352E+000, 5.0098329E+000, 1.5998346E-002
 4.6510000E+001, 6.5696557E+000, 9.4371266E-001, 2.9472094E+002, 5.1176449E+001, 2.0900000E+001, 2.0900000E+001, 4.0688115E-002, 3.1427858E+001, 1.9341390E+000, 5.0475992E+000, 1.6115529E-002
 4.7010000E+001, 6.5615418E+000, 9.4254712E-001, 2.9481083E+002, 5.2266826E+001, 2.0900000E+001, 2.0900000E+001, 4.0681376E-002, 3.1419771E+001, 1.8884224E+000, 5.0852287E+000, 1.6227804E-002
 4.7510000E+001, 6.5533741E+000, 9.4137385E-001, 2.9489765E+002, 5.2555570E+001, 2.0900000E+001, 2.0900000E+001, 4.0674591E-002, 3.1411629E+001, 1.8428060E+000, 5.1227030E+000, 1.6335513E-002
 4.8010000E+001, 6.5451546E+000, 9.4019315E-001, 2.9498182E+002, 5.3985417E+001, 2.0900000E+001, 2.0900000E+001, 4.0667762E-002, 3.1403434E+001, 1.7973122E+000, 5.1600020E+000, 1.6438917E-002
 4.8510000E+001, 6.5368858E+000, 9.3900536E-001, 2.9506332E+002, 5.4605605E+001, 2.0900000E+001, 2.0900000E+001, 4.0660891E-002, 3.1395189E+001, 1.7519653E+000, 5.1971035E+000, 1.6537570E-002
 4.9010000E+001, 6.5285701E+000, 9.3781083E-001, 2.9514225E+002, 5.4561972E+001, 2.0900000E+001, 2.0900000E+001, 4.0653980E-002, 3.1386895E+001, 1.7067916E+000, 5.2339839E+000, 1.6631398E-002
 4.9510000E+001, 6.5202078E+000, 9.3660961E-001, 2.9522321E+002, 5.5011186E+001, 2.0900000E+001, 2.0900000E+001, 4.0647030E-002, 3.1378556E+001, 1.6618185E+000, 5.2706171E+000, 1.6724552E-002
 5.0010000E+001, 6.5118010E+000, 9.3540199E-001, 2.9530182E+002, 5.5458068E+001, 2.0900000E+001, 2.0900000E+001, 4.0640042E-002, 3.1370170E+001, 1.6170751E+000, 5.3069748E+000, 1.6813729E-002
 5.0510000E+001, 6.5033527E+000, 9.3418843E-001, 2.9537629E+002, 5.6933350E+001, 2.0900000E+001, 2.0900000E+001, 4.0633018E-002, 3.1361741E+001, 1.5725916E+000, 5.3430296E+000, 1.6896470E-002
 5.1010000E+001, 6.4948660E+000, 9.3296933E-001, 2.9544777E+002, 5.6521988E+001, 2.0900000E+001, 2.0900000E+001, 4.0625961E-002, 3.1353273E+001, 1.5283997E+000, 5.3787530E+000, 1.6973498E-002
 5.1510000E+001, 6.4863433E+000, 9.3174508E-001, 2.9551679E+002, 5.7846126E+001, 2.0900000E+001, 2.0900000E+001, 4.0618873E-002, 3.1344767E+001, 1.4845313E+000, 5.4141158E+000, 1.7045280E-002
 5.2010000E+001, 6.4777873E+000, 9.3051602E-001, 2.9558367E+002, 5.8303582E+001, 2.0900000E+001, 2.0900000E+001, 4.0611756E-002, 3.1336227E+001, 1.4410191E+000, 5.4490877E+000, 1.7112078E-002
 5.2510000E+001, 6.4692002E+000, 9.2928251E-001, 2.9564865E+002, 5.9297259E+001, 2.0900000E+001, 2.0900000E+001, 4.0604612E-002, 3.1327655E+001, 1.3978971E+000, 5.4836374E+000, 1.7174165E-002
 5.3010000E+001, 6.4605841E+000, 9.2804484E-001, 2.9571205E+002, 5.9938634E+001, 2.0900000E+001, 2.0900000E+001, 4.0597443E-002, 3.1319052E+001, 1.3551991E+000, 5.5177331E+000, 1.7232158E-002
 5.3510000E+001, 6.4519412E+000, 9.2680331E-001, 2.9577398E+002, 6.0220382E+001, 2.0900000E+001, 2.0900000E+001, 4.0590252E-002, 3.1310422E+001, 1.3129583E+000, 5.5513437E+000, 1.7285824E-002
 5.4010000E+001, 6.4432737E+000, 9.2555824E-001, 2.9583440E+002, 6.0871772E+001, 2.0900000E+001, 2.0900000E+001, 4.0583038E-002, 3.1301766E+001, 1.2712087E+000, 5.5844374E+000, 1.7335028E-002
 5.4510000E+001, 6.4345838E+000, 9.2430996E-001, 2.9589331E+002, 6.0967047E+001, 2.0900000E+001, 2.0900000E+001, 4.0575806E-002, 3.1293087E+001, 1.2299838E+000, 5.6169830E+000, 1.7379843E-002
 5.5010000E+001, 6.4258736E+000, 9.2305876E-001, 2.9595077E+002, 6.2189992E+001, 2.0900000E+001, 2.0900000E+001, 4.0568555E-002, 3.1284386E+001, 1.1893164E+000, 5.6489497E+000, 1.7420412E-002
 5.5510000E+001, 6.4171451E+000, 9.2180494E-001, 2.9600690E+002, 6.3240643E+001, 2.0900000E+001, 2.0900000E+001, 4.0561289E-002, 3.1275666E+001, 1.1492389E+000, 5.6803073E+000, 1.7456947E-002
 5.6010000E+001, 6.4084002E+000, 9.2054877E-001, 2.9606181E+002, 6.2573202E+001, 2.0900000E+001, 2.0900000E+001, 4.0554008E-002, 3.1266929E+001, 1.1097827E+000, 5.7110264E+000, 1.7489746E-002
 5.6510000E+001, 6.3996405E+000, 9.1929046E-001, 2.9611582E+002, 6.3439572E+001, 2.0900000E+001, 2.0900000E+001, 4.0546714E-002, 3.1258176E+001, 1.0709784E+000, 5.7410779E+000, 1.7519429E-002
 5.7010000E+001, 6.3908678E+000, 9.1803028E-001, 2.9616881E+002, 6.4319304E+001, 2.0900000E+001, 2.0900000E+001, 4.0539408E-002, 3.1249410E+001, 1.0328554E+000, 5.7704343E+000, 1.7545475E-002
