Time (s),Temperature (K),Mass (mg)
0.0,304.878,1.04
3.0,304.864,1.039
10.0,304.848,1.038
17.0,304.811,1.037
24.0,304.763,1.036
32.0,304.733,1.035
40.0,304.716,1.034
49.0,304.691,1.033
55.0,304.673,1.032
60.0,304.678,1.031
65.0,304.665,1.032
70.0,304.659,1.031
84.0,304.619,1.03
96.0,304.6,1.029
110.0,304.58,1.028
129.0,304.554,1.027
150.0,304.513,1.026
173.0,304.494,1.025
200.0,304.47,1.024
240.0,304.453,1.023
278.0,304.416,1.022
296.0,304.4,1.021
300.0,304.389,1.022
329.0,304.385,1.021
403.0,304.361,1.02
499.0,304.354,1.019
643.0,304.332,1.018
814.0,304.327,1.017
818.0,304.339,1.018
835.0,304.33,1.017
845.0,304.336,1.018
855.0,304.323,1.017
897.0,304.329,1.018
903.0,304.333,1.017
923.0,304.337,1.018
936.0,304.331,1.017
1011.0,304.329,1.016
1012.0,304.328,1.017
1097.0,304.356,1.018
1103.0,304.338,1.017
1174.0,304.341,1.018
1176.0,304.338,1.017
1211.52,305.0,1.016
1215.992,305.5,1.018
1220.172,306.0,1.018
1224.109,306.5,1.018
1227.734,307.0,1.017
1231.261,307.5,1.017
1234.898,308.0,1.017
1238.5,308.5,1.017
1241.878,309.0,1.017
1245.255,309.5,1.017
1248.737,310.0,1.017
1252.073,310.5,1.017
1255.476,311.0,1.017
1258.689,311.5,1.017
1262.049,312.0,1.017
1265.364,312.5,1.017
1268.636,313.0,1.017
1271.858,313.5,1.016
1275.113,314.0,1.016
1278.281,314.5,1.016
1281.51,315.0,1.016
1284.689,315.5,1.016
1287.842,316.0,1.016
1290.959,316.5,1.016
1294.14,317.0,1.016
1297.219,317.5,1.016
1300.354,318.0,1.016
1303.488,318.5,1.016
1306.533,319.0,1.016
1309.602,319.5,1.015
1312.673,320.0,1.015
1315.746,320.5,1.015
1318.778,321.0,1.015
1321.828,321.5,1.015
1324.863,322.0,1.014
1327.839,322.5,1.014
1330.813,323.0,1.014
1333.861,323.5,1.015
1336.904,324.0,1.015
1339.925,324.5,1.014
1342.935,325.0,1.014
1345.867,325.5,1.014
1349.063,326.0,1.014
1352.093,326.5,1.014
1354.987,327.0,1.013
1358.0,327.5,1.013
1361.096,328.0,1.013
1364.061,328.5,1.013
1367.031,329.0,1.013
1370.019,329.5,1.013
1373.073,330.0,1.012
1375.929,330.5,1.012
1378.976,331.0,1.012
1381.994,331.5,1.012
1384.951,332.0,1.012
1388.011,332.5,1.012
1390.883,333.0,1.012
1393.87,333.5,1.011
1396.895,334.0,1.011
1399.919,334.5,1.011
1402.935,335.0,1.011
1405.824,335.5,1.011
1408.93,336.0,1.011
1411.806,336.5,1.01
1414.824,337.0,1.01
1417.741,337.5,1.01
1420.682,338.0,1.01
1423.69,338.5,1.01
1426.74,339.0,1.009
1429.663,339.5,1.009
1432.585,340.0,1.009
1435.618,340.5,1.008
1438.629,341.0,1.008
1441.556,341.5,1.009
1444.57,342.0,1.009
1447.576,342.5,1.009
1450.571,343.0,1.009
1453.509,343.5,1.009
1456.488,344.0,1.008
1459.491,344.5,1.008
1462.439,345.0,1.008
1465.44,345.5,1.008
1468.46,346.0,1.008
1471.447,346.5,1.008
1474.386,347.0,1.008
1477.346,347.5,1.007
1480.302,348.0,1.007
1483.283,348.5,1.007
1486.322,349.0,1.007
1489.251,349.5,1.007
1492.257,350.0,1.007
1495.228,350.5,1.007
1498.136,351.0,1.007
1501.105,351.5,1.007
1504.112,352.0,1.007
1507.108,352.5,1.006
1510.057,353.0,1.006
1513.054,353.5,1.006
1516.0,354.0,1.006
1518.994,354.5,1.006
1521.95,355.0,1.006
1524.945,355.5,1.006
1527.924,356.0,1.006
1530.932,356.5,1.006
1533.909,357.0,1.006
1536.878,357.5,1.006
1539.789,358.0,1.006
1542.851,358.5,1.006
1545.727,359.0,1.006
1548.739,359.5,1.006
1551.637,360.0,1.006
1554.61,360.5,1.006
1557.601,361.0,1.006
1560.497,361.5,1.006
1563.577,362.0,1.005
1566.554,362.5,1.005
1569.482,363.0,1.005
1572.427,363.5,1.005
1575.438,364.0,1.005
1578.418,364.5,1.005
1581.421,365.0,1.005
1584.403,365.5,1.005
1587.368,366.0,1.005
1590.339,366.5,1.005
1593.29,367.0,1.005
1596.18,367.5,1.005
1599.214,368.0,1.005
1602.256,368.5,1.005
1605.169,369.0,1.005
1608.148,369.5,1.005
1611.114,370.0,1.005
1614.081,370.5,1.005
1616.983,371.0,1.005
1620.042,371.5,1.005
1623.03,372.0,1.005
1625.976,372.5,1.005
1628.915,373.0,1.005
1631.988,373.5,1.005
1634.923,374.0,1.005
1637.902,374.5,1.005
1640.823,375.0,1.005
1643.81,375.5,1.005
1646.716,376.0,1.005
1649.77,376.5,1.005
1652.721,377.0,1.005
1655.631,377.5,1.005
1658.55,378.0,1.005
1661.571,378.5,1.005
1664.508,379.0,1.005
1667.51,379.5,1.005
