Time (s),Mass (g)
0,110.92
1,110.8
2,110.8
3,110.82
4,110.82
5,110.82
6,110.81
7,110.8
8,110.79
9,110.76
10,110.76
11,110.73
12,110.72
13,110.71
14,110.71
15,110.71
16,110.7
17,110.65
18,110.65
19,110.65
20,110.62
21,110.62
22,110.62
23,110.58
24,110.56
25,110.57
26,110.56
27,110.55
28,110.55
29,110.51
30,110.51
31,110.49
32,110.47
33,110.46
34,110.46
35,110.46
36,110.45
37,110.41
38,110.41
39,110.39
40,110.38
41,110.39
42,110.38
43,110.38
44,110.36
45,110.34
46,110.34
47,110.31
48,110.31
49,110.31
50,110.29
51,110.28
52,110.27
53,110.26
54,110.24
55,110.24
56,110.23
57,110.22
58,110.22
59,110.21
60,110.19
61,110.17
62,110.17
63,110.16
64,110.14
65,110.13
66,110.12
67,110.12
68,110.11
69,110.1
70,110.07
71,110.04
72,110.04
73,110.03
74,110.03
75,110.03
76,110.02
77,110.02
78,110.01
79,109.99
80,109.96
81,109.95
82,109.94
83,109.94
84,109.92
85,109.92
86,109.91
87,109.87
88,109.88
89,109.87
90,109.87
91,109.86
92,109.83
93,109.82
94,109.81
95,109.81
96,109.78
97,109.78
98,109.78
99,109.76
100,109.75
101,109.74
102,109.73
103,109.73
104,109.69
105,109.67
106,109.67
107,109.67
108,109.65
109,109.65
110,109.64
111,109.62
112,109.6
113,109.58
114,109.56
115,109.56
116,109.56
117,109.55
118,109.55
119,109.51
120,109.5
121,109.5
122,109.49
123,109.47
124,109.45
125,109.45
126,109.41
127,109.41
128,109.4
129,109.39
130,109.38
131,109.38
132,109.37
133,109.36
134,109.33
135,109.29
136,109.29
137,109.28
138,109.28
139,109.27
140,109.25
141,109.21
142,109.21
143,109.2
144,109.19
145,109.16
146,109.15
147,109.14
148,109.14
149,109.12
150,109.1
151,109.08
152,109.07
153,109.04
154,109.04
155,109.02
156,109.01
157,108.97
158,108.98
159,108.95
160,108.95
161,108.94
162,108.92
163,108.92
164,108.89
165,108.87
166,108.86
167,108.83
168,108.82
169,108.82
170,108.79
171,108.77
172,108.76
173,108.76
174,108.75
175,108.75
176,108.73
177,108.68
178,108.67
179,108.66
180,108.65
181,108.64
182,108.59
183,108.58
184,108.56
185,108.55
186,108.54
187,108.54
188,108.51
189,108.49
190,108.47
191,108.44
192,108.44
193,108.42
194,108.42
195,108.39
196,108.38
197,108.38
198,108.34
199,108.32
200,108.31
201,108.29
202,108.28
203,108.25
204,108.22
205,108.22
206,108.21
207,108.19
208,108.19
209,108.15
210,108.12
211,108.11
212,108.1
213,108.06
214,108.06
215,108.03
216,108.02
217,108.0
218,108.0
219,107.97
220,107.96
221,107.95
222,107.91
223,107.9
224,107.88
225,107.85
226,107.84
227,107.83
228,107.8
229,107.8
230,107.78
231,107.78
232,107.72
233,107.71
234,107.69
235,107.68
236,107.67
237,107.65
238,107.63
239,107.59
240,107.59
241,107.58
242,107.55
243,107.51
244,107.49
245,107.49
246,107.46
247,107.46
248,107.44
249,107.41
250,107.4
251,107.38
252,107.35
253,107.34
254,107.31
255,107.27
256,107.27
257,107.27
258,107.24
259,107.23
260,107.21
261,107.19
262,107.16
263,107.13
264,107.11
265,107.11
266,107.06
267,107.04
268,107.04
269,107.03
270,106.96
271,106.97
272,106.95
273,106.94
274,106.94
275,106.91
276,106.85
277,106.85
278,106.83
279,106.81
280,106.81
281,106.76
282,106.76
283,106.75
284,106.72
285,106.71
286,106.7
287,106.66
288,106.64
289,106.62
290,106.61
291,106.56
292,106.55
293,106.53
294,106.51
295,106.5
296,106.47
297,106.46
298,106.43
299,106.41
300,106.39
301,106.38
302,106.33
303,106.3
304,106.3
305,106.29
306,106.23
307,106.22
308,106.22
309,106.2
310,106.19
311,106.16
312,106.15
313,106.13
314,106.1
315,106.08
316,106.08
317,106.02
318,106.01
319,105.99
320,105.98
321,105.97
322,105.96
323,105.91
324,105.89
325,105.87
326,105.85
327,105.8
328,105.8
329,105.78
330,105.78
331,105.75
332,105.72
333,105.67
334,105.67
335,105.64
336,105.63
337,105.6
338,105.59
339,105.57
340,105.55
341,105.52
342,105.49
343,105.47
344,105.46
345,105.45
346,105.42
347,105.4
348,105.39
349,105.37
350,105.33
351,105.31
352,105.3
353,105.26
354,105.25
355,105.24
356,105.21
357,105.19
358,105.18
359,105.14
360,105.11
361,105.1
362,105.08
363,105.04
364,105.03
365,105.01
366,104.99
367,104.98
368,104.97
369,104.94
370,104.93
371,104.9
372,104.87
373,104.86
374,104.82
375,104.8
376,104.79
377,104.78
378,104.72
379,104.73
380,104.71
381,104.68
382,104.68
383,104.66
384,104.62
385,104.6
386,104.59
387,104.56
388,104.53
389,104.52
390,104.49
391,104.49
392,104.46
393,104.45
394,104.41
395,104.4
396,104.36
397,104.34
398,104.34
399,104.31
400,104.28
401,104.28
402,104.26
403,104.23
404,104.21
405,104.18
406,104.17
407,104.15
408,104.11
409,104.11
410,104.1
411,104.06
412,104.06
413,104.03
414,103.99
415,103.99
416,103.97
417,103.96
418,103.95
419,103.91
420,103.89
421,103.86
422,103.85
423,103.83
424,103.8
425,103.78
426,103.75
427,103.74
428,103.72
429,103.72
430,103.69
431,103.67
432,103.64
433,103.63
434,103.61
435,103.57
436,103.55
437,103.55
438,103.55
439,103.5
440,103.48
441,103.46
442,103.43
443,103.42
444,103.41
445,103.37
446,103.36
447,103.34
448,103.32
449,103.31
450,103.3
451,103.29
452,103.26
453,103.23
454,103.22
455,103.2
456,103.18
457,103.17
458,103.14
459,103.12
460,103.11
461,103.07
462,103.04
463,103.03
464,103.02
465,103.01
466,102.99
467,102.98
468,102.96
469,102.91
470,102.9
471,102.88
472,102.88
473,102.87
474,102.85
475,102.82
476,102.79
477,102.76
478,102.74
479,102.73
480,102.71
481,102.69
482,102.68
483,102.67
484,102.64
485,102.61
486,102.6
487,102.57
488,102.57
489,102.55
490,102.51
491,102.52
492,102.49
493,102.47
494,102.46
495,102.45
496,102.4
497,102.4
498,102.38
499,102.38
500,102.34
501,102.31
502,102.29
503,102.28
504,102.27
505,102.26
506,102.22
507,102.21
508,102.18
509,102.15
510,102.15
511,102.14
512,102.11
