Time (s),Mass (g),HRR (kW/m2)
0.0,80.18,0.0
1.0,80.18,0.0
2.0,80.17,0.0
3.0,80.16,0.0
4.0,80.15,0.0
5.0,80.13,0.0
6.0,80.13,0.0
7.0,80.11,0.0
8.0,80.09,0.0
9.0,80.09,0.8
10.0,80.07,0.0
11.0,80.06,1.1
12.0,80.05,1.2
13.0,80.04,0.0
14.0,80.02,0.0
15.0,80.0,0.0
16.0,79.99,0.0
17.0,79.98,0.1
18.0,79.97,0.0
19.0,79.95,0.0
20.0,79.94,0.0
21.0,79.94,1.4
22.0,79.91,0.0
23.0,79.88,0.0
24.0,79.87,0.0
25.0,79.86,0.0
26.0,79.74,1.0
27.0,79.67,4.1
28.0,79.58,0.9
29.0,79.46,17.3
30.0,79.4,30.7
31.0,79.35,47.0
32.0,79.13,42.9
33.0,79.07,66.2
34.0,78.93,83.3
35.0,78.77,109.0
36.0,78.72,105.0
37.0,78.62,127.8
38.0,78.5,142.1
39.0,78.45,144.5
40.0,78.33,143.7
41.0,78.26,149.0
42.0,78.22,149.3
43.0,78.12,145.9
44.0,77.99,146.2
45.0,77.95,140.0
46.0,77.85,134.9
47.0,77.78,128.5
48.0,77.75,129.1
49.0,77.67,122.5
50.0,77.6,119.7
51.0,77.54,109.0
52.0,77.47,110.1
53.0,77.41,105.4
54.0,77.37,103.0
55.0,77.28,98.9
56.0,77.2,98.7
57.0,77.16,95.3
58.0,77.11,94.5
59.0,77.06,94.2
60.0,76.99,94.5
61.0,76.94,90.7
62.0,76.88,89.0
63.0,76.82,88.5
64.0,76.77,89.1
65.0,76.69,85.9
66.0,76.67,82.1
67.0,76.61,83.7
68.0,76.55,84.4
69.0,76.51,78.4
70.0,76.46,78.9
71.0,76.38,74.7
72.0,76.36,75.1
73.0,76.31,73.2
74.0,76.22,74.9
75.0,76.19,72.4
76.0,76.15,71.8
77.0,76.11,70.4
78.0,76.07,66.0
79.0,76.01,66.9
80.0,75.94,67.9
81.0,75.9,66.7
82.0,75.86,65.5
83.0,75.82,61.1
84.0,75.8,61.5
85.0,75.74,63.4
86.0,75.68,60.2
87.0,75.64,61.5
88.0,75.59,61.6
89.0,75.56,65.2
90.0,75.56,61.1
91.0,75.48,58.4
92.0,75.42,58.6
93.0,75.4,62.0
94.0,75.33,62.8
95.0,75.29,61.8
96.0,75.27,61.3
97.0,75.23,59.3
98.0,75.17,57.3
99.0,75.11,61.3
100.0,75.08,61.9
101.0,75.04,57.5
102.0,75.02,58.1
103.0,74.97,55.3
104.0,74.91,55.3
105.0,74.89,56.6
106.0,74.83,55.5
107.0,74.78,55.7
108.0,74.76,55.8
109.0,74.72,55.6
110.0,74.66,54.8
111.0,74.64,55.2
112.0,74.57,55.3
113.0,74.54,49.7
114.0,74.52,53.0
115.0,74.49,50.7
116.0,74.43,51.4
117.0,74.41,50.5
118.0,74.33,52.2
119.0,74.3,52.9
120.0,74.28,52.4
121.0,74.25,50.8
122.0,74.21,49.3
123.0,74.18,51.6
124.0,74.12,51.4
125.0,74.06,51.7
126.0,74.04,48.6
127.0,74.0,52.5
128.0,73.96,52.3
129.0,73.94,52.4
130.0,73.88,53.6
131.0,73.84,53.8
132.0,73.8,53.8
133.0,73.77,50.4
134.0,73.73,51.7
135.0,73.72,47.3
136.0,73.67,47.1
137.0,73.61,50.9
138.0,73.57,48.4
139.0,73.54,50.2
140.0,73.5,49.8
141.0,73.48,47.6
142.0,73.45,48.0
143.0,73.38,51.2
144.0,73.36,51.2
145.0,73.31,45.9
146.0,73.26,46.2
147.0,73.24,49.8
148.0,73.2,50.1
149.0,73.17,48.9
150.0,73.14,49.1
151.0,73.13,49.2
152.0,73.03,49.2
153.0,73.01,48.9
154.0,72.98,49.3
155.0,72.94,48.2
156.0,72.92,49.0
157.0,72.86,47.9
158.0,72.82,47.1
159.0,72.78,48.9
160.0,72.75,48.3
161.0,72.71,48.0
162.0,72.7,49.3
163.0,72.64,47.6
164.0,72.59,47.9
165.0,72.58,50.0
166.0,72.51,46.7
167.0,72.48,44.6
168.0,72.46,44.8
169.0,72.44,45.8
170.0,72.38,48.1
171.0,72.35,48.2
172.0,72.31,48.3
173.0,72.25,47.9
174.0,72.24,47.0
175.0,72.2,45.2
176.0,72.17,45.3
177.0,72.14,45.8
178.0,72.08,45.4
179.0,72.03,46.2
180.0,72.0,46.2
181.0,71.96,45.4
182.0,71.93,41.9
183.0,71.91,47.0
184.0,71.86,47.1
185.0,71.82,44.9
186.0,71.8,42.0
187.0,71.74,48.9
188.0,71.71,49.2
189.0,71.7,47.1
190.0,71.67,43.5
191.0,71.6,45.5
192.0,71.58,45.5
193.0,71.54,44.4
194.0,71.48,45.4
195.0,71.46,47.3
196.0,71.43,47.0
197.0,71.39,43.5
198.0,71.37,45.6
199.0,71.31,45.3
200.0,71.27,45.8
201.0,71.23,45.9
202.0,71.19,47.9
203.0,71.16,45.2
204.0,71.14,45.0
205.0,71.11,49.9
