Time (s),Temperature (K),Mass (mg)
0.0,304.964,0.98975
2.0,304.949,0.98951
4.0,304.944,0.98919
6.0,304.923,0.98887
8.0,304.936,0.98852
10.0,304.918,0.98817
12.0,304.902,0.98784
14.0,304.893,0.98753
16.0,304.888,0.98724
18.0,304.877,0.98695
20.0,304.873,0.98667
22.0,304.864,0.9864
24.0,304.853,0.98616
26.0,304.836,0.98591
28.0,304.833,0.98566
30.0,304.837,0.98541
32.0,304.812,0.98517
34.0,304.812,0.98492
36.0,304.806,0.98466
38.0,304.795,0.98439
40.0,304.8,0.98413
42.0,304.793,0.98389
44.0,304.785,0.98366
46.0,304.773,0.98343
48.0,304.772,0.98319
50.0,304.757,0.98296
52.0,304.752,0.98272
54.0,304.755,0.98249
56.0,304.738,0.98226
58.0,304.739,0.98204
60.0,304.727,0.98182
62.0,304.73,0.98161
64.0,304.733,0.98139
66.0,304.718,0.98119
68.0,304.725,0.98098
70.0,304.719,0.98077
72.0,304.707,0.98055
74.0,304.699,0.98035
76.0,304.698,0.98019
78.0,304.696,0.98004
80.0,304.687,0.97993
82.0,304.681,0.97982
84.0,304.694,0.97972
86.0,304.686,0.9796
88.0,304.667,0.97947
90.0,304.673,0.97933
92.0,304.678,0.97919
94.0,304.666,0.97904
96.0,304.656,0.97891
98.0,304.676,0.97876
100.0,304.656,0.97862
102.0,304.664,0.97848
104.0,304.646,0.97836
106.0,304.651,0.97824
108.0,304.658,0.97813
110.0,304.643,0.97803
112.0,304.64,0.97794
114.0,304.634,0.97786
116.0,304.632,0.97777
118.0,304.635,0.97767
120.0,304.632,0.97752
122.0,304.621,0.97736
124.0,304.628,0.97717
126.0,304.609,0.97701
128.0,304.618,0.9769
130.0,304.615,0.97679
132.0,304.616,0.9767
134.0,304.617,0.97661
136.0,304.612,0.97651
138.0,304.602,0.97641
140.0,304.613,0.97634
142.0,304.603,0.97629
144.0,304.61,0.97625
146.0,304.597,0.97622
148.0,304.598,0.97617
150.0,304.594,0.9761
152.0,304.58,0.976
154.0,304.578,0.97588
156.0,304.584,0.97574
158.0,304.581,0.97561
160.0,304.579,0.97547
162.0,304.581,0.97536
164.0,304.576,0.97527
166.0,304.572,0.9752
168.0,304.576,0.97514
170.0,304.581,0.97508
172.0,304.579,0.97501
174.0,304.565,0.97493
176.0,304.565,0.97485
178.0,304.554,0.97478
180.0,304.554,0.9747
182.0,304.55,0.97462
184.0,304.545,0.97453
186.0,304.544,0.97445
188.0,304.545,0.97439
190.0,304.55,0.97434
192.0,304.517,0.9743
194.0,304.548,0.97426
196.0,304.514,0.97419
198.0,304.513,0.97412
200.0,304.513,0.97403
202.0,304.516,0.97396
204.0,304.519,0.97388
206.0,304.521,0.9738
208.0,304.515,0.97371
210.0,304.509,0.97363
212.0,304.509,0.97356
214.0,304.519,0.97349
216.0,304.502,0.97343
218.0,304.508,0.97337
220.0,304.509,0.97331
222.0,304.504,0.97325
224.0,304.485,0.9732
226.0,304.505,0.97316
228.0,304.5,0.97312
230.0,304.506,0.97308
232.0,304.492,0.97305
234.0,304.494,0.97302
236.0,304.504,0.973
238.0,304.483,0.97298
240.0,304.486,0.97294
242.0,304.494,0.97291
244.0,304.487,0.97286
246.0,304.482,0.97283
248.0,304.49,0.9728
250.0,304.471,0.97277
252.0,304.471,0.97273
254.0,304.473,0.97268
256.0,304.479,0.97261
258.0,304.471,0.97254
260.0,304.475,0.97247
262.0,304.482,0.97242
264.0,304.476,0.97239
266.0,304.478,0.97235
268.0,304.479,0.97229
270.0,304.478,0.97223
272.0,304.464,0.97215
274.0,304.458,0.97209
276.0,304.488,0.97203
278.0,304.453,0.97197
280.0,304.462,0.97191
282.0,304.464,0.97188
284.0,304.468,0.97186
286.0,304.456,0.97184
288.0,304.46,0.97182
290.0,304.464,0.97178
292.0,304.454,0.97173
294.0,304.449,0.97169
296.0,304.442,0.97164
298.0,304.446,0.9716
300.0,304.446,0.97158
302.0,304.459,0.97157
304.0,304.441,0.97157
306.0,304.446,0.97157
308.0,304.452,0.97156
310.0,304.45,0.97154
312.0,304.453,0.97149
314.0,304.44,0.97143
316.0,304.451,0.97137
318.0,304.449,0.97132
320.0,304.459,0.9713
322.0,304.45,0.9713
324.0,304.437,0.97132
326.0,304.441,0.97133
328.0,304.446,0.97134
330.0,304.443,0.97136
332.0,304.433,0.97136
334.0,304.44,0.97134
336.0,304.451,0.9713
338.0,304.45,0.97125
340.0,304.434,0.97117
342.0,304.438,0.97109
344.0,304.454,0.97099
346.0,304.445,0.97091
348.0,304.433,0.97084
350.0,304.432,0.9708
352.0,304.442,0.97081
