Time (s),Temperature (K),HRR (W/g)
138.38,374.0,0.526
139.24,374.5,0.589
140.19,375.0,0.617
141.1,375.5,0.619
141.99,376.0,0.596
142.93,376.5,0.627
143.81,377.0,0.601
144.71,377.5,0.64
145.5,378.0,0.592
146.38,378.5,0.625
147.34,379.0,0.705
148.17,379.5,0.683
149.19,380.0,0.646
149.89,380.5,0.568
150.8,381.0,0.53
151.62,381.5,0.515
152.55,382.0,0.497
153.32,382.5,0.462
154.22,383.0,0.353
154.99,383.5,0.344
155.9,384.0,0.216
156.76,384.5,0.071
157.61,385.0,-0.015
158.41,385.5,-0.123
159.3,386.0,-0.249
160.12,386.5,-0.302
160.99,387.0,-0.38
161.67,387.5,-0.418
162.56,388.0,-0.459
163.39,388.5,-0.374
164.19,389.0,-0.347
165.09,389.5,-0.302
165.82,390.0,-0.28
166.64,390.5,-0.273
167.54,391.0,-0.283
168.34,391.5,-0.301
169.16,392.0,-0.255
169.99,392.5,-0.189
170.9,393.0,-0.184
171.73,393.5,-0.12
172.41,394.0,-0.118
173.23,394.5,-0.155
174.13,395.0,-0.169
174.91,395.5,-0.138
175.68,396.0,-0.107
176.41,396.5,-0.048
177.28,397.0,-0.039
178.12,397.5,-0.083
178.87,398.0,-0.101
179.71,398.5,-0.049
180.5,399.0,-0.058
181.36,399.5,-0.059
182.2,400.0,-0.107
182.94,400.5,-0.072
183.77,401.0,-0.141
184.51,401.5,-0.263
185.41,402.0,-0.212
186.19,402.5,-0.244
187.12,403.0,-0.275
187.85,403.5,-0.204
188.7,404.0,-0.151
189.55,404.5,-0.045
190.3,405.0,0.042
190.98,405.5,0.129
191.95,406.0,0.353
192.73,406.5,0.517
193.6,407.0,0.646
194.34,407.5,0.727
195.14,408.0,0.88
196.01,408.5,1.065
196.78,409.0,1.194
197.54,409.5,1.269
198.47,410.0,1.351
199.24,410.5,1.352
199.98,411.0,1.31
201.01,411.5,1.223
201.68,412.0,1.21
202.59,412.5,1.063
203.35,413.0,1.014
204.14,413.5,0.903
204.92,414.0,0.765
205.75,414.5,0.541
206.64,415.0,0.333
207.51,415.5,0.203
208.33,416.0,0.11
209.12,416.5,0.06
209.99,417.0,-0.077
210.84,417.5,-0.134
211.59,418.0,-0.151
212.46,418.5,-0.18
213.32,419.0,-0.267
214.19,419.5,-0.271
215.03,420.0,-0.26
215.93,420.5,-0.245
216.7,421.0,-0.139
217.54,421.5,-0.027
218.38,422.0,0.061
219.24,422.5,0.108
220.06,423.0,0.221
220.86,423.5,0.279
221.8,424.0,0.448
222.63,424.5,0.523
223.47,425.0,0.656
224.33,425.5,0.787
225.15,426.0,0.88
226.04,426.5,0.97
226.92,427.0,0.977
227.75,427.5,1.021
228.68,428.0,0.957
229.43,428.5,0.88
230.41,429.0,0.922
231.22,429.5,0.911
232.1,430.0,0.881
232.97,430.5,0.927
233.89,431.0,0.873
234.77,431.5,0.867
235.63,432.0,0.988
236.48,432.5,1.181
237.36,433.0,1.398
238.29,433.5,1.643
239.16,434.0,1.86
240.06,434.5,2.152
240.95,435.0,2.451
241.81,435.5,2.735
242.7,436.0,3.088
243.66,436.5,3.421
244.47,437.0,3.659
245.53,437.5,3.877
246.28,438.0,4.065
247.14,438.5,4.257
248.11,439.0,4.344
249.01,439.5,4.405
249.91,440.0,4.359
250.82,440.5,4.319
251.69,441.0,4.289
252.65,441.5,4.255
253.62,442.0,4.159
254.52,442.5,4.078
255.48,443.0,3.958
256.41,443.5,3.903
257.4,444.0,3.892
258.34,444.5,3.887
259.22,445.0,3.918
260.24,445.5,3.886
261.13,446.0,3.858
262.08,446.5,3.812
263.08,447.0,3.787
263.94,447.5,3.835
264.98,448.0,3.946
265.89,448.5,3.923
266.79,449.0,3.964
267.83,449.5,4.086
268.73,450.0,4.145
269.76,450.5,4.136
270.7,451.0,4.172
271.65,451.5,4.21
272.61,452.0,4.29
273.54,452.5,4.307
274.48,453.0,4.286
275.47,453.5,4.301
276.44,454.0,4.207
277.52,454.5,3.993
278.53,455.0,3.824
279.4,455.5,3.684
280.41,456.0,3.526
281.42,456.5,3.399
282.3,457.0,3.303
283.42,457.5,3.094
284.41,458.0,3.146
285.53,458.5,3.233
286.45,459.0,3.156
287.32,459.5,3.278
288.33,460.0,3.329
289.4,460.5,3.446
290.35,461.0,3.384
291.41,461.5,3.389
292.42,462.0,3.303
293.54,462.5,2.955
294.4,463.0,2.677
295.35,463.5,2.339
296.37,464.0,1.811
297.56,464.5,1.431
298.38,465.0,1.109
299.54,465.5,0.582
300.57,466.0,0.429
301.57,466.5,0.408
302.7,467.0,0.299
304.19,467.5,0.444
304.41,468.0,0.509
305.46,468.5,0.825
306.4,469.0,1.015
307.53,469.5,1.236
308.05,470.0,1.411
309.4,470.5,1.544
310.75,471.0,1.694
311.71,471.5,1.735
312.86,472.0,1.745
313.74,472.5,1.863
314.74,473.0,1.921
315.75,473.5,2.01
316.84,474.0,2.096
317.79,474.5,2.218
318.83,475.0,2.376
319.91,475.5,2.644
320.67,476.0,2.891
321.76,476.5,3.159
322.83,477.0,3.372
323.86,477.5,3.573
324.84,478.0,3.75
325.88,478.5,3.861
326.75,479.0,3.961
327.88,479.5,3.989
328.88,480.0,3.958
329.85,480.5,4.0
330.81,481.0,4.042
331.91,481.5,4.017
332.98,482.0,4.035
333.94,482.5,4.019
334.96,483.0,3.969
336.04,483.5,4.106
337.02,484.0,4.179
338.06,484.5,4.185
339.13,485.0,4.327
340.07,485.5,4.518
341.05,486.0,4.631
342.06,486.5,4.658
343.05,487.0,4.633
344.03,487.5,4.589
345.08,488.0,4.576
346.13,488.5,4.538
347.05,489.0,4.478
348.08,489.5,4.351
349.06,490.0,4.33
350.14,490.5,4.297
351.04,491.0,4.285
352.12,491.5,4.376
353.17,492.0,4.524
354.02,492.5,4.669
355.08,493.0,5.01
356.04,493.5,5.361
357.06,494.0,5.669
358.01,494.5,5.957
359.03,495.0,6.193
360.08,495.5,6.484
361.04,496.0,6.723
361.92,496.5,6.939
362.9,497.0,7.076
363.87,497.5,7.213
364.88,498.0,7.332
365.83,498.5,7.474
366.88,499.0,7.567
367.8,499.5,7.691
