Time (s),Temperature (K),HRR (W/g)
120.51,374.0,0.789
121.32,374.5,0.746
122.17,375.0,0.674
122.99,375.5,0.592
123.87,376.0,0.54
124.62,376.5,0.505
125.38,377.0,0.422
126.36,377.5,0.255
127.15,378.0,0.092
128.04,378.5,-0.025
128.78,379.0,-0.083
129.62,379.5,-0.181
130.36,380.0,-0.253
131.17,380.5,-0.311
132.03,381.0,-0.453
132.73,381.5,-0.516
133.57,382.0,-0.577
134.38,382.5,-0.584
135.12,383.0,-0.531
135.94,383.5,-0.563
136.6,384.0,-0.543
137.41,384.5,-0.529
138.18,385.0,-0.532
139.01,385.5,-0.591
139.76,386.0,-0.552
140.45,386.5,-0.543
141.22,387.0,-0.469
142.09,387.5,-0.478
142.78,388.0,-0.508
143.39,388.5,-0.475
144.27,389.0,-0.446
144.99,389.5,-0.454
145.75,390.0,-0.505
146.56,390.5,-0.506
147.21,391.0,-0.48
147.97,391.5,-0.466
148.73,392.0,-0.542
149.56,392.5,-0.487
150.2,393.0,-0.414
150.97,393.5,-0.33
151.8,394.0,-0.284
152.53,394.5,-0.244
153.16,395.0,-0.168
153.89,395.5,-0.144
154.72,396.0,-0.087
155.41,396.5,-0.062
156.15,397.0,-0.01
156.89,397.5,-0.0
157.64,398.0,0.07
158.4,398.5,0.19
159.09,399.0,0.337
159.83,399.5,0.422
160.58,400.0,0.512
161.36,400.5,0.588
162.09,401.0,0.613
162.79,401.5,0.687
163.55,402.0,0.749
164.33,402.5,0.761
165.05,403.0,0.716
165.82,403.5,0.755
166.48,404.0,0.812
167.22,404.5,0.835
168.04,405.0,0.848
168.75,405.5,0.926
169.49,406.0,1.04
170.25,406.5,1.012
170.93,407.0,1.092
171.69,407.5,1.121
172.48,408.0,1.178
173.19,408.5,1.159
173.93,409.0,1.197
174.7,409.5,1.354
175.47,410.0,1.407
176.1,410.5,1.483
176.84,411.0,1.484
177.61,411.5,1.485
178.35,412.0,1.492
179.1,412.5,1.508
179.88,413.0,1.517
180.57,413.5,1.514
181.37,414.0,1.49
182.05,414.5,1.505
182.73,415.0,1.602
183.53,415.5,1.626
184.29,416.0,1.651
184.96,416.5,1.715
185.74,417.0,1.727
186.5,417.5,1.76
187.16,418.0,1.754
188.03,418.5,1.877
188.72,419.0,1.899
189.46,419.5,1.98
