Time (s),Temperature (K),Mass (mg)
0.0,304.936,4.009
4.0,304.911,4.008
6.0,304.893,4.007
8.0,304.897,4.006
11.0,304.861,4.005
13.0,304.864,4.004
16.0,304.847,4.003
18.0,304.842,4.002
21.0,304.835,4.001
23.0,304.833,4.0
26.0,304.794,3.999
29.0,304.792,3.998
31.0,304.796,3.997
34.0,304.783,3.996
37.0,304.769,3.995
40.0,304.774,3.994
42.0,304.763,3.993
45.0,304.749,3.992
48.0,304.737,3.991
51.0,304.735,3.99
54.0,304.729,3.989
57.0,304.725,3.988
60.0,304.714,3.987
63.0,304.698,3.986
66.0,304.693,3.985
69.0,304.689,3.984
73.0,304.674,3.983
76.0,304.655,3.982
79.0,304.66,3.981
82.0,304.66,3.98
86.0,304.665,3.979
89.0,304.649,3.978
93.0,304.64,3.977
96.0,304.646,3.976
100.0,304.637,3.975
104.0,304.622,3.974
107.0,304.623,3.973
111.0,304.604,3.972
115.0,304.587,3.971
119.0,304.593,3.97
123.0,304.576,3.969
127.0,304.578,3.968
131.0,304.572,3.967
136.0,304.571,3.966
140.0,304.572,3.965
145.0,304.558,3.964
149.0,304.554,3.963
154.0,304.544,3.962
158.0,304.544,3.961
163.0,304.541,3.96
167.0,304.531,3.959
172.0,304.535,3.958
178.0,304.525,3.957
183.0,304.525,3.956
188.0,304.508,3.955
193.0,304.512,3.954
198.0,304.513,3.953
204.0,304.498,3.952
209.0,304.485,3.951
215.0,304.47,3.95
221.0,304.483,3.949
226.0,304.46,3.948
232.0,304.473,3.947
238.0,304.468,3.946
244.0,304.475,3.945
251.0,304.463,3.944
258.0,304.458,3.943
264.0,304.457,3.942
270.0,304.468,3.941
277.0,304.453,3.94
285.0,304.472,3.939
292.0,304.447,3.938
299.0,304.43,3.937
306.0,304.433,3.936
313.0,304.415,3.935
321.0,304.419,3.934
329.0,304.434,3.933
337.0,304.422,3.932
346.0,304.428,3.931
354.0,304.42,3.93
363.0,304.42,3.929
373.0,304.42,3.928
384.0,304.42,3.927
394.0,304.417,3.926
404.0,304.398,3.925
414.0,304.415,3.924
424.0,304.409,3.923
434.0,304.419,3.922
446.0,304.416,3.921
457.0,304.415,3.92
469.0,304.411,3.919
481.0,304.412,3.918
494.0,304.409,3.917
507.0,304.414,3.916
522.0,304.413,3.915
536.0,304.425,3.914
551.0,304.441,3.913
567.0,304.418,3.912
584.0,304.401,3.911
600.0,304.434,3.91
617.0,304.414,3.909
633.0,304.41,3.908
654.0,304.395,3.907
674.0,304.406,3.906
695.0,304.399,3.905
715.0,304.399,3.904
738.0,304.394,3.903
760.0,304.396,3.902
789.0,304.412,3.901
810.0,304.408,3.9
840.0,304.417,3.899
870.0,304.424,3.898
895.0,304.418,3.897
926.0,304.416,3.896
956.0,304.424,3.895
984.0,304.419,3.894
1022.0,304.42,3.893
1071.0,304.422,3.892
1118.0,304.415,3.891
1166.0,304.407,3.89
1200.0,304.438,3.889
1203.708,305.0,3.888
1204.985,305.5,3.888
1205.959,306.0,3.887
1206.769,306.5,3.887
1207.56,307.0,3.887
1208.385,307.5,3.887
1209.255,308.0,3.887
1210.102,308.5,3.887
1210.883,309.0,3.887
1211.597,309.5,3.888
1212.286,310.0,3.888
1212.957,310.5,3.889
1213.622,311.0,3.889
1214.286,311.5,3.889
1214.95,312.0,3.89
1215.569,312.5,3.89
1216.184,313.0,3.89
1216.797,313.5,3.89
1217.42,314.0,3.89
1218.048,314.5,3.891
1218.675,315.0,3.891
1219.285,315.5,3.891
1219.877,316.0,3.891
1220.464,316.5,3.891
1221.053,317.0,3.891
1221.668,317.5,3.891
1222.275,318.0,3.891
