Time (s),Mass (g)
0,78.72
1,78.59
2,78.61
3,78.62
4,78.62
5,78.62
6,78.61
7,78.6
8,78.59
9,78.59
10,78.57
11,78.57
12,78.57
13,78.54
14,78.53
15,78.53
16,78.52
17,78.51
18,78.51
19,78.51
20,78.51
21,78.51
22,78.5
23,78.46
24,78.46
25,78.46
26,78.46
27,78.44
28,78.44
29,78.44
30,78.44
31,78.43
32,78.42
33,78.42
34,78.4
35,78.38
36,78.38
37,78.38
38,78.36
39,78.36
40,78.35
41,78.34
42,78.34
43,78.32
44,78.32
45,78.32
46,78.32
47,78.3
48,78.29
49,78.29
50,78.28
51,78.27
52,78.27
53,78.26
54,78.26
55,78.24
56,78.23
57,78.22
58,78.21
59,78.19
60,78.19
61,78.19
62,78.19
63,78.18
64,78.17
65,78.16
66,78.14
67,78.11
68,78.11
69,78.11
70,78.08
71,78.07
72,78.07
73,78.06
74,78.05
75,78.05
76,78.04
77,78.03
78,78.02
79,78.0
80,77.97
81,77.97
82,77.96
83,77.96
84,77.96
85,77.95
86,77.93
87,77.93
88,77.89
89,77.89
90,77.89
91,77.88
92,77.87
93,77.86
94,77.86
95,77.85
96,77.83
97,77.81
98,77.78
99,77.77
100,77.77
101,77.76
102,77.75
103,77.74
104,77.73
105,77.7
106,77.7
107,77.7
108,77.69
109,77.67
110,77.67
111,77.66
112,77.63
113,77.61
114,77.61
115,77.59
116,77.58
117,77.57
118,77.57
119,77.52
120,77.54
121,77.53
122,77.52
123,77.51
124,77.5
125,77.49
126,77.48
127,77.45
128,77.44
129,77.43
130,77.41
131,77.41
132,77.4
133,77.39
134,77.35
135,77.35
136,77.34
137,77.33
138,77.33
139,77.31
140,77.28
141,77.28
142,77.27
143,77.23
144,77.23
145,77.22
146,77.21
147,77.21
148,77.2
149,77.17
150,77.16
151,77.15
152,77.14
153,77.13
154,77.12
155,77.1
156,77.1
157,77.08
158,77.05
159,77.05
160,77.04
161,77.02
162,77.02
163,77.02
164,76.97
165,76.98
166,76.95
167,76.95
168,76.95
169,76.94
170,76.92
171,76.92
172,76.89
173,76.89
174,76.87
175,76.86
176,76.85
177,76.84
178,76.83
179,76.79
180,76.79
181,76.78
182,76.78
183,76.77
184,76.76
185,76.75
186,76.74
187,76.72
188,76.71
189,76.71
190,76.68
191,76.67
192,76.67
193,76.65
194,76.63
195,76.62
196,76.61
197,76.6
198,76.6
199,76.59
200,76.58
201,76.57
202,76.55
203,76.53
204,76.53
205,76.5
206,76.5
207,76.5
208,76.49
209,76.48
210,76.45
211,76.45
212,76.43
213,76.42
214,76.42
215,76.41
216,76.4
217,76.38
218,76.37
219,76.37
220,76.36
221,76.35
222,76.33
223,76.32
224,76.32
225,76.31
226,76.3
227,76.27
228,76.27
229,76.27
230,76.26
231,76.25
232,76.24
233,76.23
234,76.22
235,76.2
236,76.2
237,76.2
238,76.18
239,76.16
240,76.16
241,76.15
242,76.15
243,76.13
244,76.13
245,76.13
246,76.09
247,76.09
248,76.08
249,76.06
250,76.06
251,76.05
252,76.05
253,76.05
254,76.03
255,76.03
256,76.0
257,75.98
258,75.97
259,75.97
260,75.96
261,75.96
262,75.95
263,75.94
264,75.92
265,75.91
266,75.91
267,75.91
268,75.9
269,75.89
270,75.89
271,75.88
272,75.87
273,75.85
274,75.84
275,75.82
