Time (s),Temperature (K),Mass (mg)
0.0,305.0,0.96
3.0,305.0,0.959
10.0,304.9,0.958
16.0,304.9,0.957
24.0,304.9,0.956
32.0,304.8,0.955
42.0,304.8,0.954
53.0,304.8,0.953
62.0,304.8,0.952
72.0,304.7,0.951
85.0,304.7,0.95
103.0,304.7,0.949
122.0,304.6,0.948
143.0,304.6,0.947
173.0,304.6,0.946
203.0,304.5,0.945
244.0,304.5,0.944
295.0,304.5,0.943
378.0,304.4,0.942
468.0,304.4,0.941
496.0,304.4,0.942
533.0,304.4,0.941
672.0,304.4,0.94
681.0,304.4,0.941
716.0,304.4,0.94
728.0,304.4,0.941
736.0,304.4,0.94
951.0,304.4,0.939
956.0,304.4,0.94
994.0,304.4,0.939
1018.0,304.4,0.94
1034.0,304.4,0.939
1040.0,304.4,0.94
1055.0,304.4,0.939
1201.0,304.4,0.938
1204.0,305.1,0.937
1211.0,310.3,0.938
1213.0,312.8,0.939
1216.0,317.1,0.94
1218.0,320.5,0.941
1220.0,324.2,0.942
1222.0,328.3,0.943
1224.0,332.7,0.944
1233.0,356.7,0.943
1236.0,364.7,0.942
1239.0,372.6,0.941
1242.0,380.5,0.94
1244.0,385.7,0.939
1246.0,390.7,0.938
1248.0,395.7,0.937
1250.0,400.5,0.936
1253.0,407.6,0.935
1255.0,412.1,0.934
1261.0,425.1,0.933
1271.0,444.8,0.932
1282.0,463.9,0.931
1289.0,474.9,0.93
1294.0,482.2,0.929
1298.0,487.7,0.928
1301.0,491.7,0.927
1305.0,496.8,0.926
1308.0,500.4,0.925
1311.0,503.9,0.924
1313.0,506.2,0.923
1316.0,509.6,0.922
1318.0,511.7,0.921
1320.0,513.8,0.92
1322.0,515.8,0.919
1325.0,518.8,0.918
1327.0,520.7,0.917
1329.0,522.6,0.916
1331.0,524.4,0.915
1333.0,526.2,0.914
1335.0,527.9,0.913
1336.0,528.8,0.912
1338.0,530.5,0.911
1340.0,532.1,0.91
1342.0,533.7,0.909
1344.0,535.2,0.908
1345.0,536.0,0.907
1347.0,537.5,0.906
1348.0,538.2,0.905
1350.0,539.7,0.904
1351.0,540.4,0.903
1353.0,541.8,0.902
1354.0,542.5,0.901
1356.0,543.8,0.9
1357.0,544.4,0.899
1358.0,545.1,0.898
1360.0,546.4,0.897
1361.0,547.0,0.896
1362.0,547.6,0.895
1363.0,548.2,0.894
1365.0,549.4,0.893
1366.0,550.0,0.892
1367.0,550.6,0.891
1368.0,551.1,0.89
1369.0,551.7,0.889
1370.0,552.3,0.888
1372.0,553.4,0.887
1373.0,553.9,0.886
1374.0,554.4,0.885
1375.0,555.0,0.884
1376.0,555.5,0.883
1377.0,556.0,0.882
1378.0,556.5,0.881
1379.0,557.0,0.88
1381.0,558.0,0.879
1382.0,558.5,0.878
1383.0,558.9,0.877
1384.0,559.4,0.876
1385.0,559.9,0.875
1386.0,560.3,0.874
1387.0,560.8,0.873
1388.0,561.2,0.872
1390.0,562.1,0.871
1391.0,562.5,0.87
1392.0,562.9,0.869
1393.0,563.3,0.868
1394.0,563.8,0.867
1395.0,564.2,0.866
1396.0,564.6,0.865
1397.0,565.0,0.864
1399.0,565.7,0.863
1400.0,566.1,0.862
1401.0,566.5,0.861
1402.0,566.9,0.86
1403.0,567.2,0.859
1404.0,567.6,0.858
1405.0,567.9,0.857
1406.0,568.3,0.856
1407.0,568.7,0.855
1408.0,569.0,0.854
1409.0,569.3,0.853
1410.0,569.7,0.852
1411.0,570.0,0.851
1412.0,570.3,0.85
1414.0,571.0,0.849
1415.0,571.3,0.848
1416.0,571.6,0.847
1417.0,571.9,0.846
1418.0,572.2,0.845
1419.0,572.5,0.844
1420.0,572.8,0.843
1421.0,573.1,0.842
1422.0,573.3,0.841
1423.0,573.6,0.84
1424.0,573.9,0.839
1426.0,574.4,0.838
1427.0,574.7,0.837
1428.0,575.0,0.836
1429.0,575.2,0.835
1430.0,575.5,0.834
1431.0,575.7,0.833
1432.0,576.0,0.832
