Time (s),Temperature (K),HRR (W/g)
4.6,474.0,-0.56
5.7,474.5,0.27
6.6,475.0,-0.69
7.6,475.5,-0.39
8.5,476.0,-0.08
9.4,476.5,-1.71
10.4,477.0,-1.37
11.5,477.5,-1.12
12.5,478.0,-2.09
13.4,478.5,-0.93
14.4,479.0,-1.58
15.5,479.5,-1.39
16.6,480.0,-1.39
17.5,480.5,-0.64
18.5,481.0,-0.07
19.6,481.5,-1.33
20.6,482.0,-2.07
21.7,482.5,-1.62
22.6,483.0,-1.27
23.6,483.5,-1.09
24.6,484.0,-1.79
25.5,484.5,-1.36
26.6,485.0,-0.94
27.5,485.5,-0.87
28.5,486.0,-0.68
29.6,486.5,-1.3
30.6,487.0,-0.93
31.5,487.5,-1.27
32.6,488.0,-0.13
33.6,488.5,0.7
34.7,489.0,0.2
35.6,489.5,-0.63
36.7,490.0,0.68
37.8,490.5,-0.5
38.7,491.0,0.44
39.7,491.5,0.58
40.8,492.0,-0.14
41.7,492.5,-0.25
42.8,493.0,0.62
43.8,493.5,0.73
44.8,494.0,-0.34
45.9,494.5,-0.31
46.9,495.0,-0.04
47.9,495.5,-0.3
49.0,496.0,0.37
49.9,496.5,0.51
51.0,497.0,0.08
52.0,497.5,1.03
53.0,498.0,-0.07
53.9,498.5,0.93
55.0,499.0,1.35
56.0,499.5,1.45
57.0,500.0,1.69
58.1,500.5,1.3
59.1,501.0,2.08
60.0,501.5,1.3
61.1,502.0,1.38
62.1,502.5,2.22
63.1,503.0,1.11
64.1,503.5,1.45
65.2,504.0,2.57
66.1,504.5,1.48
67.1,505.0,2.28
68.0,505.5,1.67
69.0,506.0,1.44
70.2,506.5,2.8
71.1,507.0,1.54
72.2,507.5,2.42
73.2,508.0,2.24
74.2,508.5,2.75
75.2,509.0,2.07
76.2,509.5,2.08
77.1,510.0,2.91
78.2,510.5,2.41
79.1,511.0,1.46
80.1,511.5,2.1
81.2,512.0,1.75
82.2,512.5,2.82
83.1,513.0,1.51
84.2,513.5,2.61
85.1,514.0,2.51
85.9,514.5,2.5
86.9,515.0,3.05
87.9,515.5,3.35
88.9,516.0,2.99
89.8,516.5,3.49
90.9,517.0,3.88
91.9,517.5,3.72
92.9,518.0,4.05
93.8,518.5,3.88
94.9,519.0,4.58
95.8,519.5,4.68
96.7,520.0,4.92
97.8,520.5,5.0
98.8,521.0,4.91
99.7,521.5,4.61
100.7,522.0,4.68
101.7,522.5,5.25
102.7,523.0,5.3
103.7,523.5,4.2
104.6,524.0,4.07
105.6,524.5,5.31
106.6,525.0,5.74
107.7,525.5,4.88
108.6,526.0,5.56
109.6,526.5,5.15
110.7,527.0,4.8
111.6,527.5,4.53
112.6,528.0,4.61
113.6,528.5,5.04
114.6,529.0,5.08
115.5,529.5,4.78
116.5,530.0,4.35
117.5,530.5,4.95
118.5,531.0,5.32
119.5,531.5,5.38
120.5,532.0,4.99
121.5,532.5,4.98
122.5,533.0,4.81
123.5,533.5,5.26
124.4,534.0,5.11
125.4,534.5,5.19
126.5,535.0,5.75
127.4,535.5,6.14
128.4,536.0,5.33
129.4,536.5,5.78
130.4,537.0,5.27
131.4,537.5,5.79
132.3,538.0,6.51
133.3,538.5,5.53
134.4,539.0,6.06
135.4,539.5,6.35
136.3,540.0,6.42
137.3,540.5,6.04
138.3,541.0,6.55
139.2,541.5,6.97
140.2,542.0,6.98
141.2,542.5,6.3
142.2,543.0,7.17
143.2,543.5,7.52
144.2,544.0,7.63
