Time (s),Temperature (K),Mass (mg)
0.0,304.99,0.95978
1.0,304.99,0.95968
2.0,304.98,0.95958
3.0,304.96,0.95948
4.0,304.97,0.95933
5.0,304.96,0.9592
6.0,304.95,0.95906
7.0,304.94,0.95892
8.0,304.96,0.95876
9.0,304.94,0.9586
10.0,304.95,0.95844
11.0,304.94,0.95827
12.0,304.93,0.9581
13.0,304.92,0.95793
14.0,304.93,0.95778
15.0,304.92,0.95762
16.0,304.93,0.95748
17.0,304.91,0.95734
18.0,304.9,0.9572
19.0,304.91,0.95706
20.0,304.9,0.95694
21.0,304.91,0.95681
22.0,304.91,0.95668
23.0,304.9,0.95655
24.0,304.88,0.95643
25.0,304.87,0.9563
26.0,304.87,0.95618
27.0,304.88,0.95606
28.0,304.88,0.95594
29.0,304.87,0.95582
30.0,304.87,0.9557
31.0,304.85,0.95559
32.0,304.85,0.95548
33.0,304.84,0.95537
34.0,304.84,0.95527
35.0,304.82,0.95516
36.0,304.83,0.95507
37.0,304.83,0.95497
38.0,304.85,0.95487
39.0,304.82,0.95477
40.0,304.82,0.95467
41.0,304.82,0.95456
42.0,304.83,0.95446
43.0,304.81,0.95436
44.0,304.8,0.95426
45.0,304.81,0.95416
46.0,304.79,0.95406
47.0,304.8,0.95396
48.0,304.8,0.95388
49.0,304.78,0.95379
50.0,304.79,0.95371
51.0,304.8,0.95362
52.0,304.79,0.95354
53.0,304.78,0.95346
54.0,304.79,0.95337
55.0,304.78,0.95328
56.0,304.78,0.95318
57.0,304.77,0.95307
58.0,304.76,0.95296
59.0,304.76,0.95284
60.0,304.77,0.95271
61.0,304.76,0.95258
62.0,304.75,0.95246
63.0,304.75,0.95233
64.0,304.76,0.95221
65.0,304.77,0.9521
66.0,304.76,0.95199
67.0,304.74,0.95188
68.0,304.73,0.9518
69.0,304.74,0.95171
70.0,304.74,0.95162
71.0,304.75,0.95154
72.0,304.73,0.95147
73.0,304.74,0.95139
74.0,304.75,0.95131
75.0,304.74,0.95124
76.0,304.74,0.95116
77.0,304.73,0.95108
78.0,304.74,0.951
79.0,304.74,0.95093
80.0,304.73,0.95085
81.0,304.72,0.95078
82.0,304.72,0.95071
83.0,304.71,0.95063
84.0,304.71,0.95056
85.0,304.72,0.95049
86.0,304.69,0.95042
87.0,304.71,0.95035
88.0,304.7,0.95029
89.0,304.71,0.95022
90.0,304.69,0.95016
91.0,304.69,0.9501
92.0,304.71,0.95005
93.0,304.69,0.95
94.0,304.68,0.94994
95.0,304.69,0.94989
96.0,304.69,0.94984
97.0,304.68,0.94979
98.0,304.69,0.94973
99.0,304.69,0.94968
100.0,304.7,0.94962
101.0,304.68,0.94956
102.0,304.68,0.9495
103.0,304.69,0.94945
104.0,304.67,0.9494
105.0,304.67,0.94935
106.0,304.66,0.9493
107.0,304.66,0.94925
108.0,304.66,0.94921
109.0,304.65,0.94917
110.0,304.65,0.94912
111.0,304.67,0.94908
112.0,304.65,0.94903
113.0,304.67,0.94898
114.0,304.66,0.94892
115.0,304.66,0.94887
116.0,304.66,0.94881
117.0,304.64,0.94875
118.0,304.64,0.94869
119.0,304.65,0.94863
120.0,304.65,0.94857
121.0,304.63,0.94852
122.0,304.64,0.94847
123.0,304.65,0.94843
124.0,304.64,0.94839
125.0,304.64,0.94834
126.0,304.63,0.9483
127.0,304.64,0.94825
128.0,304.64,0.9482
129.0,304.62,0.94815
130.0,304.63,0.9481
131.0,304.64,0.94805
132.0,304.62,0.948
133.0,304.61,0.94795
134.0,304.61,0.9479
135.0,304.62,0.94785
136.0,304.62,0.94781
137.0,304.62,0.94776
138.0,304.63,0.94771
139.0,304.62,0.94766
