Time (s),Mass (g),HRR (kW/m2)
0,92.8,3.9
5,91.1,3.4
10,91.0,3.6
15,91.0,3.8
20,90.9,2.6
25,90.9,1.4
30,90.9,0.2
35,90.8,1.2
40,90.9,2.0
45,90.7,2.4
50,90.7,4.5
55,90.6,3.8
60,90.6,1.4
65,90.6,-0.1
70,90.7,-0.1
75,90.3,1.8
80,90.3,3.8
85,90.2,4.5
90,90.2,2.6
95,90.1,1.9
100,90.1,3.9
105,89.9,3.1
110,89.8,3.7
115,89.8,4.2
120,89.7,4.4
125,89.6,3.3
130,89.4,2.0
135,89.4,1.9
140,89.5,1.7
145,89.4,2.6
150,89.1,3.1
155,89.1,2.3
160,89.2,2.2
165,88.7,3.1
170,88.9,1.8
175,88.8,2.9
180,88.9,2.9
185,88.7,3.0
190,88.7,2.2
195,88.5,2.4
200,88.5,2.0
205,88.3,1.8
210,88.4,0.8
215,88.2,0.5
220,88.1,0.7
225,88.0,2.0
230,88.0,2.2
235,87.9,1.9
240,87.9,2.5
245,87.8,2.6
250,87.6,1.5
255,87.6,3.7
260,87.7,3.9
265,87.6,5.1
270,87.3,5.0
275,87.1,4.8
280,87.2,3.3
285,87.1,4.3
290,87.0,4.5
295,86.8,5.5
300,86.7,1.8
305,86.6,57.2
310,86.4,118.4
315,85.8,121.5
320,85.5,122.6
325,85.2,117.5
330,84.8,108.5
335,84.5,98.1
340,84.2,93.1
345,83.8,91.1
350,83.4,86.7
355,83.2,83.9
360,82.9,80.1
365,82.7,76.0
370,82.4,71.9
375,82.2,69.2
380,82.0,65.5
385,81.7,63.6
390,81.5,61.3
395,81.3,61.8
400,81.1,60.7
405,81.0,59.7
410,80.7,59.2
415,80.5,60.4
420,80.4,58.8
425,80.2,58.8
430,79.9,59.5
435,79.7,58.0
440,79.5,57.9
445,79.4,56.3
450,79.1,55.3
455,78.9,55.7
460,78.8,57.4
465,78.5,57.4
470,78.3,55.3
475,78.3,56.5
480,78.0,57.9
485,77.8,57.7
490,77.6,57.0
495,77.4,55.6
500,77.3,53.9
505,77.0,54.4
510,76.9,56.2
515,76.7,55.6
520,76.4,54.8
525,76.3,55.0
530,76.1,55.1
535,75.9,53.6
540,75.7,55.0
545,75.5,55.1
550,75.3,54.6
555,75.1,53.8
560,74.9,52.6
565,74.6,54.7
570,74.5,54.4
575,74.3,54.3
580,74.1,54.0
585,73.9,54.1
590,73.7,55.2
595,73.5,54.6
600,73.4,55.1
605,73.2,54.5
610,73.0,55.0
615,72.8,53.9
620,72.6,55.5
625,72.4,55.0
630,72.2,55.1
635,72.0,54.6
640,71.8,55.4
645,71.6,52.8
650,71.5,53.9
655,71.3,54.4
660,71.1,56.4
665,70.8,56.0
670,70.7,55.3
675,70.5,56.0
680,70.3,55.6
685,70.1,57.2
690,69.9,56.0
695,69.7,55.9
700,69.5,57.4
705,69.3,56.0
710,69.1,56.8
715,68.9,56.5
720,68.7,57.1
725,68.5,56.9
730,68.4,57.3
735,68.2,57.5
740,68.0,55.5
745,67.7,54.8
750,67.6,53.0
755,67.4,54.1
760,67.2,54.8
765,67.1,55.9
770,66.9,56.5
775,66.7,57.5
780,66.4,57.7
785,66.3,56.9
790,66.1,56.9
795,65.9,55.9
800,65.8,56.2
805,65.6,56.9
810,65.4,55.6
815,65.1,56.5
820,64.9,57.3
825,64.8,55.4
830,64.6,55.0
835,64.4,57.0
840,64.2,56.8
845,64.0,57.4
850,63.7,56.2
855,63.6,54.7
860,63.4,54.2
865,63.3,56.1
870,63.1,54.8
875,63.0,58.4
880,62.7,58.4
885,62.5,56.5
890,62.3,59.0
895,62.2,56.3
900,61.9,57.1
905,61.8,59.7
910,61.6,59.8
915,61.4,58.5
920,61.3,58.7
925,61.0,60.0
930,60.8,60.5
935,60.7,61.5
940,60.5,60.2
945,60.3,60.6
950,60.2,61.7
955,60.0,60.4
960,59.8,60.7
965,59.5,60.3
970,59.3,61.0
975,59.1,62.8
980,59.0,60.7
985,58.8,60.4
990,58.7,62.2
995,58.4,60.3
1000,58.3,60.2
1005,58.1,62.2
1010,57.9,64.4
1015,57.7,64.6
1020,57.5,64.6
1025,57.3,65.2
1030,57.1,64.4
1035,56.9,63.3
1040,56.7,62.5
1045,56.5,63.1
1050,56.3,64.1
1055,56.2,65.4
1060,56.0,65.7
1065,55.9,65.6
1070,55.6,67.0
1075,55.5,64.1
1080,55.3,65.9
1085,55.1,65.6
1090,54.8,67.0
1095,54.6,67.0
1100,54.5,66.6
1105,54.2,68.6
1110,54.1,68.4
1115,53.8,67.5
1120,53.6,67.6
1125,53.4,70.4
1130,53.2,67.7
1135,53.1,69.9
1140,52.8,69.7
1145,52.6,71.3
1150,52.4,71.0
1155,52.3,70.2
1160,52.0,71.1
1165,51.8,72.7
1170,51.6,70.6
1175,51.4,69.4
1180,51.2,69.0
1185,51.1,72.0
1190,50.8,71.2
1195,50.6,74.3
1200,50.4,73.8
1205,50.2,72.4
1210,50.0,73.5
1215,49.8,72.7
1220,49.5,74.1
1225,49.4,73.6
1230,49.1,76.9
1235,48.9,76.3
1240,48.7,75.6
1245,48.5,76.3
1250,48.3,76.6
1255,48.0,75.4
1260,47.8,76.1
1265,47.5,78.1
1270,47.3,77.2
1275,47.2,77.5
1280,46.9,78.5
1285,46.7,80.2
1290,46.4,80.8
1295,46.2,80.0
1300,46.0,81.3
1305,45.7,82.4
1310,45.5,82.1
1315,45.3,82.3
1320,45.0,81.9
1325,44.8,81.4
