Time (s),Sample Temperature (K),Weight (mg)
1359,833.01,0.011
1360,833.34,0.011
1361,833.67,0.010
1362,834.01,0.010
1363,834.35,0.010
1364,834.67,0.010
1365,835.00,0.010
1366,835.34,0.010
1367,835.68,0.010
1368,836.00,0.010
1369,836.33,0.010
1370,836.67,0.010
1371,837.01,0.010
1372,837.34,0.010
1373,837.67,0.010
1374,838.00,0.010
1375,838.34,0.010
1376,838.67,0.010
1377,839.01,0.010
1378,839.34,0.010
1379,839.68,0.010
1380,840.01,0.010
1381,840.34,0.010
1382,840.67,0.010
1383,841.00,0.010
1384,841.35,0.010
1385,841.68,0.010
1386,842.01,0.010
1387,842.34,0.010
1388,842.68,0.010
1389,843.01,0.010
1390,843.34,0.010
1391,843.67,0.010
1392,844.01,0.010
1393,844.34,0.010
1394,844.67,0.010
1395,845.01,0.010
1396,845.34,0.010
1397,845.67,0.010
1398,846.01,0.010
1399,846.35,0.010
1400,846.68,0.010
1401,847.01,0.010
1402,847.35,0.010
1403,847.68,0.010
1404,848.00,0.010
1405,848.34,0.010
1406,848.67,0.010
1407,849.01,0.010
1408,849.34,0.010
1409,849.67,0.010
1410,850.01,0.010
1411,850.34,0.010
1412,850.68,0.010
1413,851.01,0.010
1414,851.34,0.010
1415,851.68,0.010
1416,852.01,0.010
1417,852.34,0.010
1418,852.67,0.010
1419,853.02,0.009
1420,853.35,0.009
1421,853.67,0.009
1422,854.00,0.009
1423,854.34,0.009
1424,854.68,0.009
1425,855.01,0.009
1426,855.34,0.009
1427,855.68,0.009
1428,856.01,0.009
1429,856.34,0.009
1430,856.67,0.009
1431,857.01,0.009
1432,857.34,0.009
1433,857.68,0.009
1434,858.01,0.009
1435,858.35,0.009
1436,858.68,0.009
1437,859.01,0.009
1438,859.34,0.009
1439,859.67,0.009
1440,860.01,0.009
1441,860.34,0.009
1442,860.68,0.009
1443,861.01,0.009
1444,861.35,0.009
1445,861.68,0.009
1446,862.01,0.009
1447,862.34,0.009
1448,862.68,0.009
1449,863.01,0.009
1450,863.34,0.009
1451,863.68,0.009
1452,864.01,0.009
1453,864.34,0.009
1454,864.68,0.009
1455,865.02,0.009
1456,865.35,0.009
1457,865.68,0.009
1458,866.01,0.009
1459,866.35,0.009
1460,866.67,0.009
1461,867.01,0.009
1462,867.35,0.009
1463,867.68,0.009
1464,868.01,0.009
1465,868.35,0.009
1466,868.68,0.009
1467,869.01,0.009
1468,869.35,0.009
1469,869.69,0.009
1470,870.01,0.009
1471,870.34,0.009
1472,870.68,0.009
1473,871.02,0.009
1474,871.34,0.009
1475,871.68,0.009
1476,872.02,0.009
1477,872.35,0.008
1478,872.68,0.008
1479,873.01,0.008
1480,873.34,0.008
1481,873.68,0.008
1482,874.02,0.008
1483,874.34,0.008
1484,874.68,0.008
1485,875.02,0.008
1486,875.35,0.008
1487,875.69,0.008
1488,876.02,0.008
1489,876.35,0.008
1490,876.68,0.008
1491,877.01,0.008
1492,877.35,0.008
1493,877.68,0.008
1494,878.01,0.008
1495,878.35,0.008
1496,878.68,0.008
1497,879.01,0.008
1498,879.34,0.008
1499,879.68,0.008
1500,880.01,0.008
1501,880.35,0.008
1502,880.68,0.008
1503,881.01,0.008
1504,881.35,0.008
1505,881.69,0.008
1506,882.02,0.008
1507,882.34,0.008
1508,882.68,0.008
1509,883.02,0.008
1510,883.35,0.008
1511,883.69,0.008
1512,884.01,0.008
1513,884.35,0.008
1514,884.68,0.008
1515,885.02,0.008
1516,885.35,0.008
1517,885.68,0.008
1518,886.02,0.008
1519,886.35,0.008
1520,886.69,0.008
1521,887.02,0.008
1522,887.35,0.008
1523,887.68,0.008
1524,888.02,0.008
1525,888.35,0.008
1526,888.69,0.008
1527,889.02,0.008
1528,889.35,0.008
1529,889.68,0.008
1530,890.01,0.008
1531,890.35,0.008
1532,890.68,0.008
1533,891.02,0.008
1534,891.35,0.008
1535,891.69,0.008
1536,892.02,0.008
1537,892.35,0.008
1538,892.68,0.008
1539,893.02,0.008
1540,893.36,0.007
1541,893.69,0.007
1542,894.02,0.007
1543,894.34,0.007
1544,894.68,0.007
1545,895.02,0.007
1546,895.35,0.007
1547,895.68,0.007
1548,896.01,0.007
1549,896.35,0.007
1550,896.68,0.007
1551,897.02,0.007
1552,897.35,0.007
1553,897.69,0.007
1554,898.02,0.007
1555,898.35,0.007
1556,898.69,0.007
1557,899.01,0.007
1558,899.35,0.007
1559,899.69,0.007
1560,900.02,0.007
1561,900.35,0.007
1562,900.68,0.007
1563,901.02,0.007
1564,901.35,0.007
1565,901.69,0.007
1566,902.02,0.007
1567,902.35,0.007
1568,902.68,0.007
1569,903.02,0.007
1570,903.35,0.007
1571,903.69,0.007
1572,904.02,0.007
1573,904.35,0.007
1574,904.69,0.007
1575,905.02,0.007
1576,905.35,0.007
1577,905.69,0.007
1578,906.02,0.007
1579,906.35,0.007
1580,906.68,0.007
1581,907.02,0.007
1582,907.35,0.007
1583,907.69,0.007
1584,908.02,0.007
1585,908.35,0.007
1586,908.68,0.007
1587,909.02,0.007
1588,909.35,0.007
1589,909.68,0.007
1590,910.02,0.007
1591,910.35,0.007
1592,910.69,0.007
1593,911.02,0.007
1594,911.35,0.007
1595,911.69,0.007
1596,912.02,0.006
1597,912.36,0.006
1598,912.69,0.006
1599,913.02,0.006
1600,913.35,0.006
1601,913.69,0.006
1602,914.02,0.006
1603,914.35,0.006
1604,914.69,0.006
1605,915.02,0.006
1606,915.36,0.006
1607,915.69,0.006
1608,916.02,0.006
1609,916.35,0.006
1610,916.69,0.006
1611,917.02,0.006
1612,917.36,0.006
1613,917.69,0.006
1614,918.02,0.006
1615,918.35,0.006
1616,918.69,0.006
1617,919.02,0.006
1618,919.35,0.006
1619,919.69,0.006
1620,920.02,0.006
1621,920.36,0.006
1622,920.69,0.006
1623,921.02,0.006
1624,921.35,0.006
1625,921.69,0.006
1626,922.02,0.006
1627,922.36,0.006
1628,922.69,0.006
1629,923.02,0.006
1630,923.35,0.006
1631,923.69,0.006
1632,924.02,0.006
1633,924.36,0.006
1634,924.69,0.006
1635,925.02,0.006
1636,925.35,0.006
1637,925.69,0.006
1638,926.02,0.006
1639,926.36,0.006
1640,926.69,0.006
1641,927.03,0.006
1642,927.35,0.006
1643,927.68,0.006
1644,928.02,0.006
1645,928.36,0.006
1646,928.69,0.006
1647,929.02,0.006
1648,929.36,0.006
1649,929.69,0.006
1650,930.02,0.006
1651,930.35,0.006
1652,930.69,0.006
1653,931.02,0.006
1654,931.35,0.006
1655,931.69,0.006
1656,932.02,0.006
1657,932.36,0.006
1658,932.69,0.006
1659,933.02,0.006
1660,933.36,0.006
1661,933.69,0.006
1662,934.03,0.006
1663,934.35,0.006
1664,934.69,0.006
1665,935.03,0.006
1666,935.36,0.006
1667,935.69,0.006
1668,936.03,0.006
1669,936.36,0.006
1670,936.69,0.006
1671,937.02,0.006
1672,937.35,0.006
1673,937.69,0.005
1674,938.02,0.005
1675,938.35,0.005
1676,938.69,0.005
1677,939.03,0.005
1678,939.36,0.005
1679,939.69,0.005
1680,940.02,0.005
1681,940.36,0.005
1682,940.69,0.005
1683,941.03,0.005
1684,941.36,0.005
1685,941.69,0.005
1686,942.02,0.005
1687,942.36,0.005
1688,942.70,0.005
1689,943.03,0.005
1690,943.35,0.005
1691,943.69,0.005
1692,944.03,0.005
1693,944.35,0.005
1694,944.69,0.005
1695,945.02,0.005
1696,945.35,0.005
1697,945.69,0.005
1698,946.02,0.005
1699,946.36,0.005
1700,946.69,0.005
1701,947.02,0.005
1702,947.35,0.005
1703,947.70,0.005
1704,948.03,0.005
1705,948.36,0.005
1706,948.69,0.005
1707,949.02,0.005
1708,949.35,0.005
1709,949.70,0.005
1710,950.03,0.005
1711,950.35,0.005
1712,950.68,0.005
1713,951.02,0.005
1714,951.36,0.005
1715,951.69,0.005
1716,952.02,0.005
1717,952.36,0.005
1718,952.69,0.005
1719,953.02,0.005
1720,953.36,0.005
1721,953.69,0.005
1722,954.03,0.005
1723,954.36,0.005
1724,954.69,0.005
1725,955.02,0.005
1726,955.36,0.005
1727,955.69,0.005
1728,956.03,0.005
1729,956.36,0.005
1730,956.69,0.005
1731,957.02,0.005
1732,957.36,0.005
1733,957.68,0.005
1734,958.03,0.005
1735,958.35,0.005
1736,958.69,0.005
1737,959.03,0.005
1738,959.36,0.005
1739,959.69,0.005
1740,960.02,0.005
1741,960.36,0.005
1742,960.70,0.005
1743,961.02,0.005
1744,961.36,0.005
1745,961.69,0.005
1746,962.03,0.005
1747,962.36,0.005
1748,962.69,0.005
1749,963.02,0.005
1750,963.36,0.005
1751,963.69,0.005
1752,964.02,0.005
1753,964.36,0.005
1754,964.69,0.004
1755,965.02,0.004
1756,965.35,0.004
1757,965.69,0.004
1758,966.02,0.004
1759,966.36,0.004
1760,966.69,0.004
1761,967.02,0.004
1762,967.36,0.004
1763,967.70,0.004
1764,968.02,0.004
1765,968.35,0.004
1766,968.69,0.004
1767,969.03,0.004
1768,969.36,0.004
1769,969.70,0.004
1770,970.03,0.004
1771,970.36,0.004
1772,970.69,0.004
1773,971.02,0.004
1774,971.36,0.004
1775,971.69,0.004
1776,972.03,0.004
1777,972.36,0.004
1778,972.69,0.004
1779,973.03,0.004
1780,973.36,0.004
1781,973.69,0.004
1782,974.03,0.004
1783,974.36,0.004
1784,974.69,0.004
1785,975.03,0.004
1786,975.36,0.004
1787,975.69,0.004
1788,976.02,0.004
1789,976.36,0.004
1790,976.69,0.004
1791,977.03,0.004
1792,977.36,0.004
1793,977.69,0.004
1794,978.02,0.004
1795,978.36,0.004
1796,978.70,0.004
1797,979.02,0.004
1798,979.36,0.004
1799,979.69,0.004
1800,980.03,0.004
1801,980.36,0.004
1802,980.70,0.004
1803,981.03,0.004
1804,981.36,0.004
1805,981.70,0.004
1806,982.02,0.004
1807,982.36,0.004
1808,982.69,0.004
1809,983.03,0.004
1810,983.36,0.004
1811,983.69,0.004
1812,984.02,0.004
1813,984.36,0.004
1814,984.69,0.004
1815,985.03,0.004
1816,985.36,0.003
1817,985.69,0.003
1818,986.03,0.003
1819,986.36,0.003
1820,986.69,0.003
1821,987.03,0.003
1822,987.36,0.003
1823,987.69,0.003
1824,988.03,0.003
1825,988.36,0.003
1826,988.69,0.003
1827,989.03,0.003
1828,989.36,0.003
1829,989.69,0.003
1830,990.02,0.003
1831,990.35,0.003
1832,990.69,0.003
1833,991.02,0.003
1834,991.36,0.003
1835,991.69,0.003
1836,992.02,0.003
1837,992.36,0.003
1838,992.69,0.003
1839,993.03,0.003
1840,993.36,0.003
1841,993.69,0.003
1842,994.02,0.003
1843,994.35,0.003
1844,994.70,0.003
1845,995.03,0.003
1846,995.36,0.003
1847,995.69,0.003
1848,996.02,0.003
1849,996.37,0.003
1850,996.69,0.003
1851,997.02,0.003
1852,997.36,0.003
1853,997.69,0.003
1854,998.02,0.003
1855,998.36,0.003
1856,998.69,0.003
1857,999.02,0.003
1858,999.36,0.003
1859,999.70,0.003
1860,1000.02,0.003
1861,1000.36,0.003
1862,1000.69,0.003
1863,1001.03,0.003
1864,1001.36,0.003
1865,1001.69,0.003
1866,1002.03,0.003
1867,1002.36,0.003
1868,1002.69,0.003
1869,1003.02,0.003
1870,1003.36,0.003
1871,1003.69,0.003
1872,1004.02,0.003
1873,1004.36,0.003
1874,1004.69,0.003
1875,1005.03,0.003
1876,1005.36,0.003
1877,1005.69,0.003
1878,1006.03,0.003
1879,1006.36,0.003
1880,1006.69,0.003
1881,1007.02,0.003
1882,1007.36,0.003
1883,1007.69,0.003
1884,1008.02,0.003
1885,1008.36,0.003
1886,1008.69,0.003
1887,1009.03,0.003
1888,1009.36,0.003
1889,1009.70,0.003
1890,1010.03,0.003
1891,1010.36,0.003
1892,1010.69,0.003
1893,1011.02,0.003
1894,1011.36,0.003
1895,1011.70,0.003
1896,1012.03,0.003
1897,1012.36,0.003
1898,1012.69,0.003
1899,1013.02,0.003
1900,1013.36,0.003
1901,1013.69,0.003
1902,1014.02,0.003
1903,1014.36,0.003
1904,1014.70,0.003
1905,1015.03,0.003
1906,1015.36,0.003
1907,1015.69,0.003
1908,1016.02,0.003
1909,1016.36,0.003
1910,1016.69,0.003
1911,1017.03,0.003
1912,1017.36,0.002
1913,1017.69,0.002
1914,1018.02,0.002
1915,1018.36,0.002
1916,1018.69,0.002
1917,1019.03,0.002
1918,1019.36,0.002
1919,1019.69,0.002
1920,1020.02,0.002
1921,1020.35,0.002
1922,1020.70,0.002
1923,1021.03,0.002
1924,1021.36,0.002
1925,1021.69,0.002
1926,1022.03,0.002
1927,1022.36,0.002
1928,1022.70,0.002
1929,1023.02,0.002
1930,1023.36,0.002
1931,1023.70,0.002
1932,1024.02,0.002
1933,1024.35,0.002
1934,1024.68,0.002
1935,1025.02,0.002
1936,1025.36,0.002
1937,1025.69,0.002
1938,1026.03,0.002
1939,1026.36,0.002
1940,1026.70,0.002
1941,1027.03,0.002
1942,1027.36,0.002
1943,1027.70,0.002
1944,1028.02,0.002
1945,1028.35,0.002
1946,1028.70,0.002
1947,1029.02,0.002
1948,1029.36,0.002
1949,1029.69,0.002
1950,1030.02,0.002
1951,1030.36,0.002
1952,1030.69,0.002
1953,1031.02,0.002
1954,1031.36,0.002
1955,1031.69,0.002
1956,1032.02,0.002
1957,1032.36,0.002
1958,1032.69,0.002
1959,1033.02,0.002
1960,1033.36,0.002
1961,1033.69,0.002
1962,1034.03,0.002
1963,1034.36,0.002
1964,1034.69,0.002
1965,1035.02,0.002
1966,1035.35,0.002
1967,1035.70,0.002
1968,1036.03,0.002
1969,1036.35,0.002
1970,1036.68,0.002
1971,1037.03,0.002
1972,1037.36,0.002
1973,1037.69,0.002
1974,1038.03,0.002
1975,1038.36,0.002
1976,1038.70,0.002
1977,1039.03,0.002
1978,1039.36,0.002
1979,1039.69,0.002
1980,1040.02,0.002
1981,1040.36,0.002
1982,1040.69,0.002
1983,1041.02,0.002
1984,1041.35,0.002
1985,1041.69,0.002
1986,1042.02,0.002
1987,1042.36,0.002
1988,1042.69,0.002
1989,1043.03,0.002
1990,1043.36,0.002
1991,1043.69,0.002
1992,1044.03,0.002
1993,1044.36,0.002
1994,1044.69,0.002
1995,1045.03,0.002
1996,1045.36,0.002
1997,1045.69,0.002
1998,1046.02,0.002
1999,1046.36,0.002
2000,1046.68,0.002
2001,1047.02,0.002
2002,1047.36,0.002
2003,1047.69,0.002
2004,1048.02,0.002
2005,1048.36,0.002
2006,1048.69,0.002
2007,1049.02,0.001
2008,1049.35,0.001
2009,1049.69,0.001
2010,1050.03,0.001
2011,1050.35,0.001
2012,1050.68,0.001
2013,1051.02,0.001
2014,1051.36,0.001
2015,1051.69,0.001
2016,1052.03,0.001
2017,1052.36,0.001
2018,1052.70,0.001
2019,1053.02,0.001
2020,1053.35,0.001
2021,1053.69,0.001
2022,1054.02,0.001
2023,1054.36,0.001
2024,1054.69,0.001
2025,1055.03,0.001
2026,1055.36,0.001
2027,1055.69,0.001
2028,1056.02,0.001
2029,1056.36,0.001
2030,1056.69,0.001
2031,1057.03,0.001
2032,1057.36,0.001
2033,1057.70,0.001
2034,1058.02,0.001
2035,1058.35,0.001
2036,1058.69,0.001
2037,1059.02,0.001
2038,1059.36,0.001
2039,1059.69,0.001
2040,1060.02,0.001
2041,1060.36,0.001
2042,1060.69,0.001
2043,1061.02,0.001
2044,1061.36,0.001
2045,1061.69,0.001
2046,1062.02,0.001
2047,1062.35,0.001
2048,1062.68,0.001
2049,1063.02,0.001
2050,1063.36,0.001
2051,1063.69,0.001
2052,1064.02,0.001
2053,1064.36,0.001
2054,1064.69,0.001
2055,1065.02,0.001
2056,1065.36,0.001
2057,1065.69,0.001
2058,1066.02,0.001
2059,1066.36,0.001
2060,1066.69,0.001
2061,1067.02,0.001
2062,1067.36,0.001
2063,1067.69,0.001
2064,1068.02,0.001
2065,1068.36,0.001
2066,1068.69,0.001
2067,1069.03,0.001
2068,1069.35,0.001
2069,1069.68,0.001
2070,1070.03,0.001
2071,1070.36,0.001
2072,1070.69,0.001
2073,1071.02,0.001
2074,1071.35,0.001
2075,1071.69,0.001
2076,1072.02,0.001
2077,1072.35,0.001
2078,1072.69,0.001
2079,1073.02,0.001
2080,1073.35,0.001
2081,1073.69,0.001
2082,1074.02,0.001
2083,1074.35,0.001
2084,1074.69,0.000
2085,1075.03,0.000
2086,1075.35,0.000
2087,1075.69,0.000
2088,1076.02,0.000
2089,1076.36,0.000
2090,1076.69,0.000
2091,1077.03,0.000
2092,1077.36,0.000
2093,1077.69,0.000
2094,1078.02,0.000
2095,1078.36,0.000
2096,1078.69,0.000
2097,1079.02,0.000
2098,1079.36,0.000
2099,1079.69,0.000
2100,1080.02,0.000
2101,1080.35,0.000
2102,1080.69,0.000
2103,1081.02,0.000
2104,1081.35,0.000
2105,1081.68,0.000
2106,1082.02,0.000
2107,1082.36,0.000
2108,1082.69,0.000
2109,1083.02,0.000
2110,1083.36,0.000
2111,1083.69,0.000
2112,1084.03,0.000
2113,1084.35,0.000
2114,1084.69,0.000
2115,1085.02,0.000
2116,1085.35,0.000
2117,1085.69,0.000
2118,1086.02,0.000
2119,1086.35,0.000
2120,1086.68,0.000
2121,1087.02,0.000
2122,1087.35,0.000
2123,1087.69,0.000
2124,1088.03,0.000
2125,1088.36,0.000
2126,1088.68,-0.001
2127,1089.02,-0.001
2128,1089.36,-0.001
2129,1089.69,-0.001
2130,1090.02,-0.001
2131,1090.35,-0.001
2132,1090.68,-0.001
2133,1091.02,-0.001
2134,1091.35,-0.001
2135,1091.69,-0.001
2136,1092.02,-0.001
2137,1092.36,-0.001
2138,1092.69,-0.001
2139,1093.01,-0.001
2140,1093.35,-0.001
2141,1093.69,-0.001
2142,1094.01,-0.001
2143,1094.35,-0.001
2144,1094.69,-0.001
2145,1095.01,-0.001
2146,1095.36,-0.001
2147,1095.68,-0.001
2148,1096.02,-0.001
2149,1096.35,-0.001
2150,1096.68,-0.001
2151,1097.02,-0.001
2152,1097.35,-0.001
2153,1097.69,-0.001
2154,1098.03,-0.001
2155,1098.35,-0.001
2156,1098.68,-0.001
2157,1099.02,-0.001
2158,1099.35,-0.001
2159,1099.68,-0.001
2160,1100.02,-0.001
2161,1100.36,-0.001
2162,1100.69,-0.001
2163,1101.02,-0.001
2164,1101.35,-0.001
2165,1101.69,-0.001
2166,1102.02,-0.001
2167,1102.35,-0.001
2168,1102.68,-0.001
2169,1103.02,-0.001
2170,1103.35,-0.001
2171,1103.69,-0.001
2172,1104.02,-0.001
2173,1104.36,-0.001
2174,1104.69,-0.001
2175,1105.01,-0.002
2176,1105.35,-0.002
2177,1105.69,-0.002
2178,1106.02,-0.002
2179,1106.36,-0.002
2180,1106.69,-0.002
2181,1107.02,-0.002
2182,1107.35,-0.002
2183,1107.69,-0.002
2184,1108.02,-0.002
2185,1108.35,-0.002
2186,1108.68,-0.002
2187,1109.02,-0.002
2188,1109.35,-0.002
2189,1109.68,-0.002
2190,1110.02,-0.002
2191,1110.36,-0.002
2192,1110.68,-0.002
2193,1111.02,-0.002
2194,1111.36,-0.002
2195,1111.68,-0.002
2196,1112.01,-0.002
2197,1112.35,-0.002
2198,1112.69,-0.002
2199,1113.02,-0.002
2200,1113.36,-0.002
2201,1113.69,-0.002
2202,1114.02,-0.002
2203,1114.35,-0.002
2204,1114.68,-0.002
2205,1115.02,-0.002
2206,1115.35,-0.002
2207,1115.69,-0.002
2208,1116.02,-0.002
2209,1116.36,-0.002
2210,1116.69,-0.002
2211,1117.01,-0.002
2212,1117.35,-0.002
2213,1117.69,-0.002
2214,1118.02,-0.002
2215,1118.35,-0.002
2216,1118.68,-0.002
2217,1119.02,-0.002
2218,1119.36,-0.002
2219,1119.68,-0.002
2220,1120.01,-0.002
2221,1120.35,-0.002
2222,1120.68,-0.002
2223,1121.02,-0.002
2224,1121.36,-0.002
2225,1121.69,-0.002
2226,1122.02,-0.002
2227,1122.35,-0.002
2228,1122.68,-0.002
2229,1123.02,-0.002
2230,1123.35,-0.002
2231,1123.69,-0.002
2232,1124.02,-0.003
2233,1124.35,-0.003
2234,1124.68,-0.003
2235,1125.02,-0.003
2236,1125.35,-0.003
2237,1125.68,-0.003
2238,1126.02,-0.003
2239,1126.35,-0.003
2240,1126.69,-0.003
2241,1127.02,-0.003
2242,1127.35,-0.003
2243,1127.68,-0.003
2244,1128.02,-0.003
2245,1128.35,-0.003
2246,1128.69,-0.003
2247,1129.02,-0.003
2248,1129.35,-0.003
2249,1129.69,-0.003
2250,1130.02,-0.003
2251,1130.34,-0.003
2252,1130.69,-0.003
2253,1131.02,-0.003
2254,1131.35,-0.003
2255,1131.68,-0.003
2256,1132.01,-0.003
2257,1132.35,-0.003
2258,1132.69,-0.003
2259,1133.02,-0.003
2260,1133.35,-0.003
2261,1133.68,-0.003
2262,1134.01,-0.003
2263,1134.35,-0.003
2264,1134.68,-0.003
2265,1135.01,-0.003
2266,1135.35,-0.003
2267,1135.69,-0.003
2268,1136.01,-0.003
2269,1136.35,-0.003
2270,1136.69,-0.003
2271,1137.01,-0.003
2272,1137.34,-0.003
2273,1137.68,-0.003
2274,1138.02,-0.003
2275,1138.35,-0.003
2276,1138.68,-0.003
2277,1139.02,-0.003
2278,1139.35,-0.003
2279,1139.68,-0.003
2280,1140.02,-0.003
2281,1140.35,-0.003
2282,1140.69,-0.003
2283,1141.02,-0.003
2284,1141.35,-0.003
2285,1141.69,-0.003
2286,1142.01,-0.003
2287,1142.35,-0.004
2288,1142.69,-0.004
2289,1143.02,-0.004
2290,1143.34,-0.004
2291,1143.69,-0.004
2292,1144.02,-0.004
2293,1144.34,-0.004
2294,1144.68,-0.004
2295,1145.02,-0.004
2296,1145.35,-0.004
2297,1145.68,-0.004
2298,1146.01,-0.004
2299,1146.35,-0.004
2300,1146.68,-0.004
2301,1147.01,-0.004
2302,1147.36,-0.004
2303,1147.68,-0.004
2304,1148.02,-0.004
2305,1148.35,-0.004
2306,1148.68,-0.004
2307,1149.01,-0.004
2308,1149.35,-0.004
2309,1149.68,-0.004
2310,1150.02,-0.004
2311,1150.35,-0.004
2312,1150.68,-0.004
2313,1151.02,-0.004
2314,1151.35,-0.004
2315,1151.69,-0.004
2316,1152.02,-0.004
2317,1152.34,-0.004
2318,1152.68,-0.004
2319,1153.02,-0.004
2320,1153.35,-0.004
2321,1153.68,-0.004
2322,1154.01,-0.004
2323,1154.35,-0.004
2324,1154.68,-0.004
2325,1155.01,-0.004
2326,1155.35,-0.005
2327,1155.68,-0.005
2328,1156.02,-0.005
2329,1156.35,-0.005
2330,1156.68,-0.005
2331,1157.01,-0.005
2332,1157.34,-0.005
2333,1157.69,-0.005
2334,1158.01,-0.005
2335,1158.34,-0.005
2336,1158.68,-0.005
2337,1159.01,-0.005
2338,1159.35,-0.005
2339,1159.68,-0.005
2340,1160.02,-0.005
2341,1160.36,-0.005
2342,1160.69,-0.005
2343,1161.01,-0.005
2344,1161.34,-0.005
2345,1161.68,-0.005
2346,1162.02,-0.005
2347,1162.35,-0.005
2348,1162.67,-0.005
2349,1163.01,-0.005
2350,1163.35,-0.005
2351,1163.68,-0.005
2352,1164.01,-0.005
2353,1164.34,-0.005
2354,1164.68,-0.005
2355,1165.01,-0.005
2356,1165.35,-0.005
2357,1165.69,-0.005
2358,1166.02,-0.005
2359,1166.34,-0.005
2360,1166.68,-0.005
2361,1167.01,-0.005
2362,1167.35,-0.005
2363,1167.68,-0.005
2364,1168.01,-0.005
2365,1168.35,-0.005
2366,1168.69,-0.005
2367,1169.01,-0.005
2368,1169.34,-0.006
2369,1169.67,-0.006
