Time (s),Temperature (K),Weight (mg)
7272,625.16,1.419
7273,625.20,1.418
7274,625.23,1.418
7275,625.27,1.418
7276,625.29,1.417
7277,625.33,1.417
7278,625.36,1.416
7279,625.40,1.416
7280,625.43,1.416
7281,625.46,1.415
7282,625.49,1.415
7283,625.53,1.415
7284,625.56,1.414
7285,625.59,1.414
7286,625.63,1.413
7287,625.66,1.413
7288,625.70,1.413
7289,625.73,1.412
7290,625.76,1.412
7291,625.80,1.412
7292,625.83,1.411
7293,625.86,1.411
7294,625.90,1.410
7295,625.93,1.410
7296,625.96,1.410
7297,626.00,1.409
7298,626.03,1.409
7299,626.06,1.408
7300,626.10,1.408
7301,626.13,1.408
7302,626.16,1.407
7303,626.19,1.407
7304,626.23,1.407
7305,626.26,1.406
7306,626.30,1.406
7307,626.33,1.405
7308,626.36,1.405
7309,626.39,1.405
7310,626.43,1.404
7311,626.47,1.404
7312,626.50,1.403
7313,626.53,1.403
7314,626.56,1.403
7315,626.59,1.402
7316,626.63,1.402
7317,626.67,1.402
7318,626.70,1.401
7319,626.73,1.401
7320,626.76,1.400
7321,626.79,1.400
7322,626.83,1.400
7323,626.87,1.399
7324,626.91,1.399
7325,626.93,1.399
7326,626.96,1.398
7327,626.99,1.398
7328,627.03,1.397
7329,627.07,1.397
7330,627.11,1.397
7331,627.13,1.396
7332,627.16,1.396
7333,627.19,1.396
7334,627.23,1.395
7335,627.27,1.395
7336,627.30,1.394
7337,627.33,1.394
7338,627.36,1.394
7339,627.40,1.393
7340,627.43,1.393
7341,627.47,1.393
7342,627.50,1.392
7343,627.53,1.392
7344,627.56,1.392
7345,627.60,1.391
7346,627.63,1.391
7347,627.66,1.390
7348,627.70,1.390
7349,627.73,1.390
7350,627.77,1.389
7351,627.80,1.389
7352,627.83,1.389
7353,627.87,1.388
7354,627.90,1.388
7355,627.93,1.387
7356,627.96,1.387
7357,628.00,1.387
7358,628.03,1.386
7359,628.06,1.386
7360,628.10,1.386
7361,628.14,1.385
7362,628.17,1.385
7363,628.20,1.384
7364,628.23,1.384
7365,628.26,1.384
7366,628.30,1.383
7367,628.33,1.383
7368,628.37,1.383
7369,628.40,1.382
7370,628.43,1.382
7371,628.46,1.381
7372,628.49,1.381
7373,628.53,1.381
7374,628.57,1.380
7375,628.60,1.380
7376,628.63,1.380
7377,628.67,1.379
7378,628.70,1.379
7379,628.73,1.379
7380,628.76,1.378
7381,628.80,1.378
7382,628.84,1.377
7383,628.87,1.377
7384,628.89,1.377
7385,628.93,1.376
7386,628.97,1.376
7387,629.00,1.376
7388,629.03,1.375
7389,629.06,1.375
7390,629.10,1.375
7391,629.13,1.374
7392,629.16,1.374
7393,629.20,1.373
7394,629.23,1.373
7395,629.26,1.373
7396,629.30,1.372
7397,629.34,1.372
7398,629.37,1.372
7399,629.40,1.371
7400,629.43,1.371
7401,629.47,1.371
7402,629.50,1.370
7403,629.53,1.370
7404,629.56,1.370
7405,629.60,1.369
7406,629.64,1.369
7407,629.67,1.368
7408,629.69,1.368
7409,629.73,1.368
7410,629.77,1.367
7411,629.81,1.367
7412,629.83,1.367
7413,629.86,1.366
7414,629.90,1.366
7415,629.93,1.366
7416,629.97,1.365
7417,630.00,1.365
7418,630.03,1.365
7419,630.06,1.364
7420,630.10,1.364
7421,630.13,1.363
7422,630.17,1.363
7423,630.21,1.363
7424,630.23,1.362
7425,630.26,1.362
7426,630.29,1.361
7427,630.33,1.361
7428,630.37,1.361
7429,630.40,1.360
7430,630.43,1.360
7431,630.47,1.360
7432,630.50,1.359
7433,630.53,1.359
7434,630.56,1.359
7435,630.60,1.358
7436,630.64,1.358
7437,630.67,1.358
7438,630.70,1.357
7439,630.73,1.357
7440,630.77,1.356
7441,630.81,1.356
7442,630.84,1.356
7443,630.86,1.355
7444,630.89,1.355
7445,630.94,1.355
7446,630.97,1.354
7447,631.00,1.354
7448,631.03,1.353
7449,631.06,1.353
7450,631.10,1.353
7451,631.14,1.352
7452,631.17,1.352
7453,631.20,1.352
7454,631.23,1.351
7455,631.26,1.351
7456,631.30,1.351
7457,631.34,1.350
7458,631.37,1.350
7459,631.40,1.350
7460,631.43,1.349
7461,631.47,1.349
7462,631.50,1.349
7463,631.54,1.348
7464,631.56,1.348
7465,631.59,1.348
7466,631.63,1.347
7467,631.67,1.347
7468,631.70,1.347
7469,631.73,1.346
7470,631.77,1.346
7471,631.80,1.345
7472,631.83,1.345
7473,631.87,1.345
7474,631.90,1.344
7475,631.93,1.344
7476,631.96,1.344
7477,631.99,1.343
7478,632.04,1.343
7479,632.07,1.343
7480,632.11,1.342
7481,632.14,1.342
7482,632.17,1.342
7483,632.20,1.341
7484,632.23,1.341
7485,632.27,1.341
7486,632.30,1.340
7487,632.33,1.340
7488,632.36,1.339
7489,632.40,1.339
7490,632.44,1.339
7491,632.47,1.338
7492,632.50,1.338
7493,632.53,1.338
7494,632.57,1.337
7495,632.60,1.337
7496,632.63,1.337
7497,632.67,1.336
7498,632.71,1.336
7499,632.74,1.336
7500,632.77,1.335
7501,632.80,1.335
7502,632.83,1.335
7503,632.87,1.334
7504,632.90,1.334
7505,632.93,1.334
7506,632.97,1.333
7507,633.00,1.333
7508,633.03,1.332
7509,633.06,1.332
7510,633.10,1.332
7511,633.14,1.331
7512,633.17,1.331
7513,633.20,1.331
7514,633.24,1.330
7515,633.27,1.330
7516,633.30,1.330
7517,633.33,1.329
7518,633.37,1.329
7519,633.40,1.329
7520,633.44,1.328
7521,633.47,1.328
7522,633.50,1.328
7523,633.53,1.327
7524,633.57,1.327
7525,633.60,1.327
7526,633.64,1.326
7527,633.67,1.326
7528,633.70,1.326
7529,633.73,1.325
7530,633.77,1.325
7531,633.81,1.325
7532,633.84,1.324
7533,633.87,1.324
7534,633.90,1.324
7535,633.93,1.323
7536,633.97,1.323
7537,634.01,1.322
7538,634.04,1.322
7539,634.07,1.322
7540,634.10,1.321
7541,634.13,1.321
7542,634.17,1.321
7543,634.21,1.320
7544,634.24,1.320
7545,634.27,1.320
7546,634.30,1.319
7547,634.33,1.319
7548,634.37,1.319
7549,634.41,1.318
7550,634.43,1.318
7551,634.47,1.318
7552,634.50,1.317
7553,634.53,1.317
7554,634.57,1.317
7555,634.60,1.316
7556,634.63,1.316
7557,634.67,1.316
7558,634.70,1.315
7559,634.73,1.315
7560,634.77,1.315
7561,634.80,1.314
7562,634.84,1.314
7563,634.87,1.314
7564,634.91,1.313
7565,634.94,1.313
7566,634.97,1.313
7567,635.00,1.312
7568,635.04,1.312
7569,635.07,1.311
7570,635.10,1.311
7571,635.14,1.311
7572,635.17,1.310
7573,635.20,1.310
7574,635.24,1.310
7575,635.27,1.309
7576,635.30,1.309
7577,635.34,1.309
7578,635.38,1.308
7579,635.41,1.308
7580,635.43,1.308
7581,635.47,1.307
7582,635.50,1.307
7583,635.54,1.307
7584,635.57,1.306
7585,635.60,1.306
7586,635.63,1.306
7587,635.67,1.305
7588,635.71,1.305
7589,635.74,1.305
7590,635.77,1.304
7591,635.80,1.304
7592,635.84,1.304
7593,635.88,1.303
7594,635.90,1.303
7595,635.94,1.303
7596,635.97,1.302
7597,636.01,1.302
7598,636.04,1.302
7599,636.07,1.301
7600,636.10,1.301
7601,636.13,1.301
7602,636.17,1.300
7603,636.21,1.300
7604,636.25,1.300
7605,636.27,1.299
7606,636.30,1.299
7607,636.33,1.299
7608,636.37,1.298
7609,636.40,1.298
7610,636.44,1.298
7611,636.48,1.297
7612,636.50,1.297
7613,636.53,1.297
7614,636.56,1.296
7615,636.60,1.296
7616,636.65,1.296
7617,636.68,1.295
7618,636.70,1.295
7619,636.73,1.295
7620,636.77,1.294
7621,636.81,1.294
7622,636.84,1.294
7623,636.87,1.293
7624,636.90,1.293
7625,636.94,1.293
7626,636.97,1.292
7627,637.00,1.292
7628,637.03,1.292
7629,637.07,1.291
7630,637.10,1.291
7631,637.14,1.291
7632,637.17,1.290
7633,637.21,1.290
7634,637.24,1.290
7635,637.27,1.289
7636,637.31,1.289
7637,637.34,1.289
7638,637.37,1.288
7639,637.40,1.288
7640,637.43,1.288
7641,637.47,1.287
7642,637.50,1.287
7643,637.54,1.286
7644,637.57,1.286
7645,637.61,1.286
7646,637.63,1.285
7647,637.67,1.285
7648,637.70,1.285
7649,637.74,1.284
7650,637.78,1.284
7651,637.81,1.284
7652,637.84,1.283
7653,637.87,1.283
7654,637.90,1.283
7655,637.94,1.282
7656,637.97,1.282
7657,638.00,1.282
7658,638.04,1.282
7659,638.07,1.281
7660,638.11,1.281
7661,638.14,1.281
7662,638.17,1.280
7663,638.20,1.280
7664,638.24,1.280
7665,638.28,1.279
7666,638.31,1.279
7667,638.34,1.279
7668,638.36,1.278
7669,638.40,1.278
7670,638.45,1.278
7671,638.48,1.277
7672,638.51,1.277
7673,638.54,1.277
7674,638.57,1.276
7675,638.61,1.276
7676,638.64,1.276
7677,638.68,1.275
7678,638.70,1.275
7679,638.73,1.275
7680,638.77,1.274
7681,638.81,1.274
7682,638.85,1.274
7683,638.87,1.273
7684,638.90,1.273
7685,638.94,1.273
7686,638.97,1.272
7687,639.01,1.272
7688,639.04,1.272
7689,639.07,1.271
7690,639.10,1.271
7691,639.14,1.271
7692,639.17,1.270
7693,639.21,1.270
7694,639.23,1.270
7695,639.27,1.269
7696,639.30,1.269
7697,639.34,1.269
7698,639.37,1.268
7699,639.40,1.268
7700,639.44,1.268
7701,639.48,1.267
7702,639.51,1.267
7703,639.54,1.267
7704,639.57,1.266
7705,639.60,1.266
7706,639.64,1.266
7707,639.67,1.265
7708,639.71,1.265
7709,639.74,1.265
7710,639.77,1.264
7711,639.81,1.264
7712,639.85,1.264
7713,639.87,1.263
7714,639.90,1.263
7715,639.94,1.263
7716,639.97,1.262
7717,640.00,1.262
7718,640.04,1.262
7719,640.07,1.262
7720,640.11,1.261
7721,640.15,1.261
7722,640.17,1.261
7723,640.20,1.260
7724,640.24,1.260
7725,640.27,1.260
7726,640.31,1.259
7727,640.35,1.259
7728,640.37,1.259
7729,640.41,1.258
7730,640.44,1.258
7731,640.47,1.258
7732,640.51,1.257
7733,640.54,1.257
7734,640.57,1.257
7735,640.61,1.256
7736,640.64,1.256
7737,640.67,1.256
7738,640.71,1.255
7739,640.74,1.255
7740,640.78,1.255
7741,640.81,1.254
7742,640.83,1.254
7743,640.87,1.254
7744,640.90,1.253
7745,640.95,1.253
7746,640.98,1.253
7747,641.01,1.252
7748,641.03,1.252
7749,641.07,1.252
7750,641.11,1.251
7751,641.15,1.251
7752,641.18,1.251
7753,641.20,1.250
7754,641.23,1.250
7755,641.27,1.250
7756,641.31,1.249
7757,641.35,1.249
7758,641.38,1.249
7759,641.40,1.248
7760,641.44,1.248
7761,641.47,1.248
7762,641.51,1.247
7763,641.55,1.247
7764,641.58,1.247
7765,641.61,1.246
7766,641.64,1.246
7767,641.67,1.246
7768,641.71,1.246
7769,641.75,1.245
7770,641.77,1.245
7771,641.80,1.245
7772,641.84,1.244
7773,641.87,1.244
7774,641.91,1.244
7775,641.95,1.243
7776,641.97,1.243
7777,642.00,1.243
7778,642.04,1.242
7779,642.08,1.242
7780,642.11,1.241
7781,642.14,1.241
7782,642.17,1.241
7783,642.21,1.240
7784,642.24,1.240
7785,642.27,1.240
7786,642.30,1.240
7787,642.34,1.239
7788,642.37,1.239
7789,642.41,1.239
7790,642.45,1.238
7791,642.48,1.238
7792,642.51,1.238
7793,642.54,1.237
7794,642.57,1.237
7795,642.61,1.237
7796,642.64,1.236
7797,642.68,1.236
7798,642.71,1.236
7799,642.75,1.235
7800,642.77,1.235
7801,642.81,1.235
7802,642.84,1.234
7803,642.88,1.234
7804,642.91,1.234
7805,642.94,1.234
7806,642.97,1.233
7807,643.01,1.233
7808,643.04,1.233
7809,643.08,1.232
7810,643.11,1.232
7811,643.14,1.232
7812,643.17,1.231
7813,643.21,1.231
7814,643.24,1.231
7815,643.28,1.230
7816,643.31,1.230
7817,643.34,1.230
7818,643.38,1.229
7819,643.41,1.229
7820,643.44,1.229
7821,643.47,1.228
7822,643.51,1.228
7823,643.54,1.228
7824,643.58,1.227
7825,643.61,1.227
7826,643.64,1.227
7827,643.68,1.227
7828,643.71,1.226
7829,643.75,1.226
7830,643.77,1.226
7831,643.80,1.225
7832,643.84,1.225
7833,643.88,1.225
7834,643.91,1.224
7835,643.94,1.224
7836,643.98,1.223
7837,644.01,1.223
7838,644.04,1.223
7839,644.08,1.222
7840,644.11,1.222
7841,644.14,1.222
7842,644.18,1.221
7843,644.21,1.221
7844,644.24,1.221
7845,644.28,1.220
7846,644.31,1.220
7847,644.34,1.220
7848,644.38,1.219
7849,644.41,1.219
7850,644.44,1.219
7851,644.48,1.219
7852,644.51,1.218
7853,644.54,1.218
7854,644.58,1.218
7855,644.62,1.217
7856,644.65,1.217
7857,644.68,1.217
7858,644.70,1.216
7859,644.74,1.216
7860,644.78,1.216
7861,644.82,1.215
7862,644.84,1.215
7863,644.87,1.215
7864,644.91,1.215
7865,644.95,1.214
7866,644.98,1.214
7867,645.01,1.214
7868,645.05,1.213
7869,645.08,1.213
7870,645.11,1.213
7871,645.14,1.212
7872,645.18,1.212
7873,645.22,1.212
7874,645.25,1.211
7875,645.28,1.211
7876,645.31,1.211
7877,645.34,1.210
7878,645.38,1.210
7879,645.41,1.210
7880,645.44,1.209
7881,645.47,1.209
7882,645.51,1.209
7883,645.55,1.208
7884,645.58,1.208
7885,645.61,1.208
7886,645.64,1.207
7887,645.68,1.207
7888,645.71,1.207
7889,645.75,1.206
7890,645.78,1.206
7891,645.81,1.206
7892,645.84,1.206
7893,645.88,1.205
7894,645.91,1.205
7895,645.95,1.205
7896,645.97,1.204
7897,646.01,1.204
7898,646.05,1.204
7899,646.08,1.203
7900,646.11,1.203
7901,646.14,1.203
7902,646.18,1.202
7903,646.21,1.202
7904,646.24,1.202
7905,646.28,1.201
7906,646.31,1.201
7907,646.35,1.201
7908,646.38,1.200
7909,646.41,1.200
7910,646.44,1.200
7911,646.48,1.199
7912,646.51,1.199
7913,646.54,1.199
7914,646.58,1.198
7915,646.62,1.198
7916,646.65,1.198
7917,646.68,1.197
7918,646.71,1.197
7919,646.74,1.197
7920,646.78,1.196
7921,646.81,1.196
7922,646.85,1.196
7923,646.88,1.196
7924,646.91,1.195
7925,646.94,1.195
7926,646.97,1.195
7927,647.01,1.194
7928,647.05,1.194
7929,647.08,1.194
7930,647.11,1.193
7931,647.14,1.193
7932,647.18,1.193
7933,647.21,1.192
7934,647.25,1.192
7935,647.28,1.192
7936,647.31,1.191
7937,647.35,1.191
7938,647.38,1.191
7939,647.41,1.190
7940,647.44,1.190
7941,647.47,1.190
7942,647.51,1.189
7943,647.55,1.189
7944,647.58,1.189
7945,647.61,1.189
7946,647.64,1.188
7947,647.68,1.188
7948,647.71,1.188
7949,647.74,1.187
7950,647.78,1.187
7951,647.81,1.187
7952,647.85,1.186
7953,647.88,1.186
7954,647.91,1.186
7955,647.94,1.185
7956,647.98,1.185
7957,648.01,1.185
7958,648.05,1.184
7959,648.08,1.184
7960,648.12,1.184
7961,648.15,1.183
7962,648.18,1.183
7963,648.21,1.183
7964,648.25,1.183
7965,648.28,1.182
7966,648.31,1.182
7967,648.35,1.182
7968,648.39,1.181
7969,648.42,1.181
7970,648.44,1.181
7971,648.48,1.180
7972,648.51,1.180
7973,648.55,1.180
7974,648.58,1.179
7975,648.61,1.179
7976,648.64,1.179
7977,648.68,1.178
7978,648.71,1.178
7979,648.75,1.178
7980,648.78,1.177
7981,648.81,1.177
7982,648.85,1.177
7983,648.88,1.176
7984,648.91,1.176
7985,648.94,1.176
7986,648.98,1.175
7987,649.02,1.175
7988,649.06,1.175
7989,649.08,1.174
7990,649.11,1.174
7991,649.14,1.174
7992,649.18,1.174
7993,649.22,1.173
7994,649.24,1.173
7995,649.28,1.173
7996,649.31,1.172
7997,649.34,1.172
7998,649.38,1.172
7999,649.42,1.171
8000,649.45,1.171
8001,649.48,1.171
8002,649.51,1.170
8003,649.55,1.170
8004,649.58,1.170
8005,649.61,1.169
8006,649.65,1.169
8007,649.68,1.169
8008,649.71,1.168
8009,649.74,1.168
8010,649.78,1.168
8011,649.81,1.168
8012,649.84,1.167
8013,649.88,1.167
8014,649.91,1.167
8015,649.95,1.166
8016,649.98,1.166
8017,650.01,1.166
8018,650.05,1.165
8019,650.08,1.165
8020,650.11,1.165
8021,650.15,1.164
8022,650.19,1.164
8023,650.22,1.164
8024,650.25,1.163
8025,650.27,1.163
8026,650.31,1.163
8027,650.35,1.163
8028,650.39,1.162
8029,650.42,1.162
8030,650.44,1.162
8031,650.48,1.161
8032,650.51,1.161
8033,650.55,1.161
8034,650.59,1.160
8035,650.62,1.160
8036,650.64,1.160
8037,650.68,1.159
8038,650.72,1.159
8039,650.75,1.159
8040,650.79,1.158
8041,650.82,1.158
8042,650.85,1.158
8043,650.88,1.157
8044,650.91,1.157
8045,650.95,1.157
8046,650.98,1.156
8047,651.01,1.156
8048,651.05,1.156
8049,651.08,1.155
8050,651.12,1.155
8051,651.15,1.155
8052,651.18,1.154
8053,651.21,1.154
8054,651.24,1.154
8055,651.28,1.153
8056,651.32,1.153
8057,651.35,1.153
8058,651.39,1.152
8059,651.41,1.152
8060,651.44,1.152
8061,651.48,1.152
8062,651.52,1.151
8063,651.55,1.151
8064,651.58,1.151
8065,651.62,1.150
8066,651.65,1.150
8067,651.68,1.150
8068,651.71,1.149
8069,651.75,1.149
8070,651.78,1.149
8071,651.82,1.148
8072,651.85,1.148
8073,651.88,1.148
8074,651.91,1.148
8075,651.95,1.147
8076,651.99,1.147
8077,652.02,1.147
8078,652.05,1.146
8079,652.08,1.146
8080,652.11,1.146
8081,652.15,1.145
8082,652.18,1.145
8083,652.21,1.145
8084,652.25,1.144
8085,652.28,1.144
8086,652.32,1.144
8087,652.35,1.143
8088,652.38,1.143
8089,652.41,1.143
8090,652.45,1.142
8091,652.48,1.142
8092,652.52,1.142
8093,652.56,1.141
8094,652.58,1.141
8095,652.61,1.141
8096,652.65,1.141
8097,652.68,1.140
8098,652.71,1.140
8099,652.75,1.140
8100,652.79,1.139
8101,652.82,1.139
8102,652.85,1.139
8103,652.88,1.138
8104,652.91,1.138
8105,652.95,1.138
8106,652.98,1.137
8107,653.02,1.137
8108,653.05,1.137
8109,653.09,1.136
8110,653.11,1.136
8111,653.15,1.136
8112,653.18,1.136
8113,653.22,1.135
8114,653.25,1.135
8115,653.28,1.135
8116,653.31,1.134
8117,653.35,1.134
8118,653.39,1.134
8119,653.42,1.133
8120,653.45,1.133
8121,653.48,1.133
8122,653.52,1.132
8123,653.55,1.132
8124,653.58,1.132
8125,653.62,1.131
8126,653.65,1.131
8127,653.68,1.131
8128,653.72,1.130
8129,653.75,1.130
8130,653.79,1.130
8131,653.82,1.129
8132,653.85,1.129
8133,653.88,1.129
8134,653.91,1.129
8135,653.95,1.128
8136,653.99,1.128
8137,654.01,1.128
8138,654.05,1.127
8139,654.09,1.127
8140,654.12,1.127
8141,654.15,1.126
8142,654.18,1.126
8143,654.22,1.126
8144,654.26,1.125
8145,654.28,1.125
8146,654.32,1.125
8147,654.35,1.124
8148,654.39,1.124
8149,654.41,1.124
8150,654.45,1.123
8151,654.48,1.123
8152,654.52,1.123
8153,654.55,1.122
8154,654.58,1.122
8155,654.63,1.122
8156,654.65,1.121
8157,654.68,1.121
8158,654.72,1.121
8159,654.75,1.120
8160,654.79,1.120
8161,654.81,1.120
8162,654.85,1.119
8163,654.88,1.119
8164,654.92,1.119
8165,654.95,1.118
8166,654.98,1.118
8167,655.01,1.118
8168,655.05,1.117
8169,655.09,1.117
8170,655.12,1.117
8171,655.14,1.116
8172,655.18,1.116
8173,655.22,1.116
8174,655.25,1.116
8175,655.29,1.115
8176,655.32,1.115
8177,655.35,1.115
8178,655.39,1.114
8179,655.42,1.114
8180,655.45,1.114
8181,655.49,1.113
8182,655.52,1.113
8183,655.55,1.113
8184,655.59,1.112
8185,655.62,1.112
8186,655.65,1.112
8187,655.69,1.111
8188,655.72,1.111
8189,655.75,1.111
8190,655.79,1.111
8191,655.82,1.110
8192,655.84,1.110
8193,655.88,1.110
8194,655.92,1.109
8195,655.95,1.109
8196,655.99,1.109
8197,656.02,1.108
8198,656.05,1.108
8199,656.09,1.108
8200,656.12,1.107
8201,656.16,1.107
8202,656.19,1.107
8203,656.21,1.106
8204,656.25,1.106
8205,656.29,1.106
8206,656.32,1.105
8207,656.35,1.105
8208,656.39,1.105
8209,656.42,1.104
8210,656.45,1.104
8211,656.48,1.104
8212,656.51,1.103
8213,656.55,1.103
8214,656.59,1.103
8215,656.62,1.102
8216,656.65,1.102
8217,656.69,1.102
8218,656.72,1.101
8219,656.75,1.101
8220,656.79,1.101
8221,656.81,1.101
8222,656.85,1.100
8223,656.88,1.100
8224,656.92,1.100
8225,656.95,1.099
8226,656.99,1.099
8227,657.02,1.099
8228,657.05,1.098
8229,657.09,1.098
8230,657.12,1.098
8231,657.15,1.097
8232,657.18,1.097
8233,657.22,1.097
8234,657.25,1.096
8235,657.29,1.096
8236,657.32,1.096
8237,657.35,1.095
8238,657.38,1.095
8239,657.42,1.095
8240,657.45,1.094
8241,657.49,1.094
8242,657.53,1.094
8243,657.55,1.093
8244,657.58,1.093
8245,657.62,1.093
8246,657.65,1.092
8247,657.69,1.092
8248,657.72,1.092
8249,657.75,1.092
8250,657.79,1.091
8251,657.83,1.091
8252,657.85,1.091
8253,657.88,1.090
8254,657.92,1.090
8255,657.96,1.090
8256,657.99,1.089
8257,658.02,1.089
8258,658.05,1.089
8259,658.08,1.088
8260,658.12,1.088
8261,658.15,1.088
8262,658.19,1.087
8263,658.22,1.087
8264,658.25,1.087
8265,658.29,1.086
8266,658.32,1.086
8267,658.35,1.086
8268,658.39,1.085
8269,658.42,1.085
8270,658.45,1.085
8271,658.48,1.084
8272,658.52,1.084
8273,658.56,1.084
8274,658.59,1.083
8275,658.62,1.083
8276,658.65,1.083
8277,658.68,1.082
8278,658.71,1.082
8279,658.76,1.082
8280,658.79,1.082
8281,658.82,1.081
8282,658.85,1.081
8283,658.89,1.081
8284,658.92,1.080
8285,658.96,1.080
8286,658.99,1.080
8287,659.02,1.079
8288,659.05,1.079
8289,659.09,1.079
8290,659.12,1.078
8291,659.15,1.078
8292,659.18,1.078
8293,659.22,1.077
8294,659.25,1.077
8295,659.28,1.077
8296,659.32,1.076
8297,659.36,1.076
8298,659.39,1.076
8299,659.42,1.075
8300,659.46,1.075
8301,659.49,1.075
8302,659.52,1.074
8303,659.56,1.074
8304,659.59,1.074
8305,659.62,1.073
8306,659.65,1.073
8307,659.69,1.073
8308,659.72,1.072
8309,659.76,1.072
8310,659.78,1.072
8311,659.82,1.071
8312,659.85,1.071
8313,659.89,1.071
8314,659.92,1.070
8315,659.95,1.070
8316,659.99,1.070
8317,660.02,1.069
8318,660.06,1.069
8319,660.09,1.069
8320,660.12,1.068
8321,660.16,1.068
8322,660.19,1.068
8323,660.22,1.068
8324,660.26,1.067
8325,660.29,1.067
8326,660.32,1.067
8327,660.36,1.066
8328,660.38,1.066
8329,660.42,1.066
8330,660.46,1.065
8331,660.49,1.065
8332,660.52,1.065
8333,660.56,1.064
8334,660.59,1.064
8335,660.63,1.064
8336,660.66,1.063
8337,660.69,1.063
8338,660.73,1.063
8339,660.76,1.062
8340,660.78,1.062
8341,660.82,1.062
8342,660.86,1.061
8343,660.89,1.061
8344,660.92,1.061
8345,660.95,1.060
8346,660.99,1.060
8347,661.02,1.060
8348,661.06,1.059
8349,661.09,1.059
8350,661.12,1.059
8351,661.15,1.058
8352,661.18,1.058
8353,661.22,1.058
8354,661.25,1.057
8355,661.30,1.057
8356,661.32,1.057
8357,661.35,1.056
8358,661.39,1.056
8359,661.43,1.056
8360,661.46,1.055
8361,661.49,1.055
8362,661.52,1.055
8363,661.56,1.054
8364,661.60,1.054
8365,661.62,1.054
8366,661.65,1.053
8367,661.69,1.053
8368,661.72,1.053
8369,661.76,1.052
8370,661.79,1.052
8371,661.83,1.052
8372,661.86,1.051
8373,661.89,1.051
8374,661.92,1.051
8375,661.96,1.050
8376,661.98,1.050
8377,662.02,1.050
8378,662.06,1.049
8379,662.09,1.049
8380,662.13,1.049
8381,662.16,1.048
8382,662.19,1.048
8383,662.22,1.048
8384,662.26,1.047
8385,662.29,1.047
8386,662.33,1.047
8387,662.36,1.046
8388,662.38,1.046
8389,662.42,1.046
8390,662.46,1.046
8391,662.49,1.045
8392,662.52,1.045
8393,662.55,1.045
8394,662.59,1.044
8395,662.62,1.044
8396,662.65,1.044
8397,662.69,1.043
8398,662.72,1.043
8399,662.76,1.043
8400,662.79,1.042
8401,662.82,1.042
8402,662.86,1.042
8403,662.89,1.041
8404,662.93,1.041
8405,662.95,1.041
8406,662.99,1.040
8407,663.02,1.040
8408,663.06,1.040
8409,663.09,1.039
8410,663.12,1.039
8411,663.16,1.039
8412,663.19,1.038
8413,663.23,1.038
8414,663.26,1.038
8415,663.29,1.037
8416,663.32,1.037
8417,663.36,1.037
8418,663.39,1.036
8419,663.43,1.036
8420,663.46,1.035
8421,663.49,1.035
8422,663.52,1.035
8423,663.56,1.035
8424,663.59,1.034
8425,663.63,1.034
8426,663.66,1.034
8427,663.69,1.033
8428,663.73,1.033
8429,663.76,1.033
8430,663.79,1.032
8431,663.82,1.032
8432,663.86,1.032
8433,663.89,1.031
8434,663.92,1.031
8435,663.96,1.031
8436,663.99,1.030
8437,664.02,1.030
8438,664.06,1.030
8439,664.09,1.029
8440,664.12,1.029
8441,664.16,1.029
8442,664.19,1.028
8443,664.23,1.028
8444,664.26,1.028
8445,664.29,1.027
8446,664.32,1.027
8447,664.35,1.027
8448,664.39,1.026
8449,664.43,1.026
8450,664.46,1.026
8451,664.49,1.025
8452,664.53,1.025
8453,664.57,1.024
8454,664.59,1.024
8455,664.62,1.024
8456,664.66,1.023
8457,664.70,1.023
8458,664.73,1.023
8459,664.76,1.022
8460,664.79,1.022
8461,664.83,1.022
8462,664.86,1.021
8463,664.89,1.021
8464,664.92,1.021
8465,664.96,1.020
8466,665.00,1.020
8467,665.03,1.020
8468,665.06,1.019
8469,665.09,1.019
8470,665.13,1.019
8471,665.16,1.018
8472,665.19,1.018
8473,665.22,1.018
8474,665.26,1.017
8475,665.30,1.017
8476,665.33,1.017
8477,665.36,1.016
8478,665.39,1.016
8479,665.43,1.016
8480,665.46,1.015
8481,665.49,1.015
8482,665.53,1.015
8483,665.56,1.014
8484,665.59,1.014
8485,665.62,1.014
8486,665.66,1.013
8487,665.69,1.013
8488,665.73,1.013
8489,665.76,1.013
8490,665.79,1.012
8491,665.83,1.012
8492,665.86,1.012
8493,665.89,1.011
8494,665.92,1.011
8495,665.96,1.011
8496,666.00,1.010
8497,666.03,1.010
8498,666.06,1.009
8499,666.10,1.009
8500,666.13,1.009
8501,666.16,1.008
8502,666.19,1.008
8503,666.22,1.008
8504,666.26,1.007
8505,666.29,1.007
8506,666.33,1.007
8507,666.36,1.006
8508,666.40,1.006
8509,666.43,1.006
8510,666.46,1.005
8511,666.49,1.005
8512,666.52,1.005
8513,666.55,1.004
8514,666.59,1.004
8515,666.63,1.004
8516,666.67,1.003
8517,666.70,1.003
8518,666.73,1.002
8519,666.76,1.002
8520,666.79,1.002
8521,666.83,1.001
8522,666.87,1.001
8523,666.90,1.001
8524,666.92,1.000
8525,666.96,1.000
8526,666.99,1.000
8527,667.03,0.999
8528,667.07,0.999
8529,667.10,0.999
8530,667.12,0.998
8531,667.16,0.998
8532,667.19,0.998
8533,667.23,0.997
8534,667.26,0.997
8535,667.29,0.996
8536,667.32,0.996
8537,667.36,0.995
8538,667.39,0.995
8539,667.43,0.995
8540,667.46,0.994
8541,667.49,0.994
