Time (s),Temperature (K),Mass (mg)
0,383,4.877
16,383.5,4.877
23,384,4.877
30,384.5,4.877
37,385,4.878
43,385.5,4.878
50,386,4.878
56,386.5,4.878
62,387,4.878
69,387.5,4.878
75,388,4.878
81,388.5,4.877
87,389,4.877
93,389.5,4.877
99,390,4.877
105,390.5,4.877
111,391,4.877
117,391.5,4.877
123,392,4.877
129,392.5,4.877
135,393,4.877
141,393.5,4.877
147,394,4.877
153,394.5,4.877
159,395,4.877
165,395.5,4.877
171,396,4.877
177,396.5,4.877
183,397,4.877
189,397.5,4.876
195,398,4.876
201,398.5,4.876
207,399,4.876
213,399.5,4.876
219,400,4.876
225,400.5,4.876
231,401,4.876
237,401.5,4.876
243,402,4.876
249,402.5,4.875
255,403,4.875
261,403.5,4.875
267,404,4.875
273,404.5,4.875
279,405,4.875
285,405.5,4.875
291,406,4.875
297,406.5,4.875
303,407,4.875
309,407.5,4.874
315,408,4.874
321,408.5,4.874
327,409,4.874
333,409.5,4.874
339,410,4.874
345,410.5,4.874
351,411,4.874
357,411.5,4.873
363,412,4.873
369,412.5,4.873
375,413,4.873
381,413.5,4.873
387,414,4.873
393,414.5,4.873
399,415,4.872
405,415.5,4.872
410,416,4.872
417,416.5,4.872
422,417,4.872
428,417.5,4.871
434,418,4.871
440,418.5,4.871
446,419,4.871
452,419.5,4.871
458,420,4.871
464,420.5,4.87
470,421,4.87
476,421.5,4.87
482,422,4.87
488,422.5,4.869
494,423,4.869
500,423.5,4.869
506,424,4.869
512,424.5,4.869
518,425,4.868
524,425.5,4.868
530,426,4.868
536,426.5,4.868
542,427,4.867
548,427.5,4.867
554,428,4.867
560,428.5,4.866
566,429,4.866
572,429.5,4.866
578,430,4.866
584,430.5,4.865
590,431,4.865
596,431.5,4.865
602,432,4.864
608,432.5,4.864
614,433,4.864
620,433.5,4.863
626,434,4.863
632,434.5,4.862
638,435,4.862
644,435.5,4.862
650,436,4.861
656,436.5,4.861
662,437,4.86
668,437.5,4.86
674,438,4.859
680,438.5,4.859
686,439,4.859
692,439.5,4.858
698,440,4.858
704,440.5,4.857
710,441,4.857
716,441.5,4.856
722,442,4.856
728,442.5,4.855
734,443,4.855
740,443.5,4.854
746,444,4.853
752,444.5,4.853
758,445,4.852
764,445.5,4.852
770,446,4.851
776,446.5,4.85
782,447,4.85
788,447.5,4.849
794,448,4.848
800,448.5,4.848
806,449,4.847
812,449.5,4.846
818,450,4.845
823,450.5,4.845
829,451,4.844
836,451.5,4.843
841,452,4.843
847,452.5,4.842
853,453,4.841
859,453.5,4.84
865,454,4.84
871,454.5,4.839
877,455,4.838
883,455.5,4.837
889,456,4.836
895,456.5,4.835
901,457,4.834
907,457.5,4.833
913,458,4.832
919,458.5,4.831
925,459,4.83
931,459.5,4.829
937,460,4.828
943,460.5,4.827
949,461,4.826
955,461.5,4.825
961,462,4.824
967,462.5,4.823
973,463,4.822
979,463.5,4.821
985,464,4.82
991,464.5,4.818
997,465,4.817
