Time (s),Temperature (K),Mass (mg)
0,383,4.299
11,383.5,4.3
13,384,4.3
15,384.5,4.3
17,385,4.301
19,385.5,4.301
21,386,4.301
22,386.5,4.301
24,387,4.301
26,387.5,4.302
28,388,4.302
29,388.5,4.302
31,389,4.302
33,389.5,4.302
34,390,4.302
36,390.5,4.302
38,391,4.302
39,391.5,4.302
41,392,4.302
43,392.5,4.302
44,393,4.302
46,393.5,4.302
47,394,4.302
49,394.5,4.302
51,395,4.302
52,395.5,4.302
54,396,4.302
55,396.5,4.302
57,397,4.302
58,397.5,4.302
60,398,4.302
62,398.5,4.301
63,399,4.301
65,399.5,4.301
66,400,4.301
68,400.5,4.301
69,401,4.301
71,401.5,4.301
72,402,4.301
74,402.5,4.301
75,403,4.301
77,403.5,4.301
78,404,4.301
80,404.5,4.301
81,405,4.301
83,405.5,4.301
84,406,4.301
86,406.5,4.301
87,407,4.301
89,407.5,4.301
90,408,4.301
92,408.5,4.3
93,409,4.3
95,409.5,4.3
96,410,4.3
98,410.5,4.3
99,411,4.3
101,411.5,4.3
102,412,4.3
104,412.5,4.3
105,413,4.3
107,413.5,4.3
108,414,4.3
110,414.5,4.3
111,415,4.3
113,415.5,4.3
114,416,4.299
116,416.5,4.299
117,417,4.299
119,417.5,4.299
120,418,4.299
122,418.5,4.299
123,419,4.299
125,419.5,4.299
126,420,4.299
128,420.5,4.299
129,421,4.299
131,421.5,4.299
132,422,4.298
134,422.5,4.298
135,423,4.298
137,423.5,4.298
138,424,4.298
139,424.5,4.298
141,425,4.298
142,425.5,4.298
144,426,4.298
145,426.5,4.297
147,427,4.297
148,427.5,4.297
150,428,4.297
151,428.5,4.297
153,429,4.297
154,429.5,4.297
156,430,4.296
157,430.5,4.296
159,431,4.296
160,431.5,4.296
162,432,4.296
163,432.5,4.296
165,433,4.295
166,433.5,4.295
168,434,4.295
169,434.5,4.295
171,435,4.295
172,435.5,4.295
174,436,4.294
175,436.5,4.294
177,437,4.294
178,437.5,4.294
180,438,4.294
181,438.5,4.293
183,439,4.293
184,439.5,4.293
186,440,4.293
187,440.5,4.292
189,441,4.292
190,441.5,4.292
192,442,4.292
193,442.5,4.291
195,443,4.291
196,443.5,4.291
198,444,4.291
199,444.5,4.29
201,445,4.29
202,445.5,4.29
203,446,4.29
205,446.5,4.289
206,447,4.289
208,447.5,4.289
209,448,4.288
211,448.5,4.288
212,449,4.288
214,449.5,4.287
215,450,4.287
217,450.5,4.286
218,451,4.286
220,451.5,4.286
221,452,4.285
223,452.5,4.285
224,453,4.285
226,453.5,4.284
227,454,4.284
229,454.5,4.283
230,455,4.283
232,455.5,4.282
233,456,4.282
