Time (s),Temperature (K),HRR (W/g)
0,400.88,0
0.5,401.23,-0.452
1,401.6,-0.734
1.5,401.94,-1.155
2,402.3,-0.93
2.5,402.62,-0.664
3,403.02,-0.516
3.5,403.34,-0.171
4,403.72,-0.571
4.5,404.03,-1.2
5,404.41,-0.509
5.5,404.75,-0.898
6,405.16,-0.631
6.5,405.5,-0.255
7,405.93,-0.757
7.5,406.26,-1.083
8,406.59,-0.837
8.5,406.98,-0.492
9,407.32,-0.952
9.5,407.66,-0.573
10,408.14,-0.892
10.5,408.49,-1.181
11,408.82,-1.459
11.5,409.21,-1.364
12,409.57,-1.162
12.5,409.96,-0.647
13,410.35,-0.577
13.5,410.73,-1.11
14,411.14,-1.302
14.5,411.5,-1.343
15,411.88,-1.599
15.5,412.29,-1.488
16,412.62,-0.953
16.5,413.06,-0.874
17,413.41,-0.727
17.5,413.83,-1.054
18,414.19,-1.591
18.5,414.59,-1.574
19,415,-1.494
19.5,415.42,-1.097
20,415.82,-0.967
20.5,416.21,-1.083
21,416.61,-1.083
21.5,416.95,-1.193
22,417.42,-1.474
22.5,417.81,-1.372
23,418.22,-1.526
23.5,418.61,-1.372
24,419.01,-0.856
24.5,419.41,-0.771
25,419.84,-1.275
25.5,420.22,-1.495
26,420.66,-1.577
26.5,421.07,-1.962
27,421.44,-1.168
27.5,421.87,-1.352
28,422.29,-1.538
28.5,422.75,-1.065
29,423.16,-1.123
29.5,423.59,-1.32
30,424.01,-0.757
30.5,424.44,-0.231
31,424.83,-0.012
31.5,425.26,0.099
32,425.66,-0.106
32.5,426.11,-0.765
33,426.52,-0.552
33.5,426.94,-0.466
34,427.4,-0.074
34.5,427.81,-0.136
35,428.22,-0.241
35.5,428.65,-0.445
36,429.13,-0.785
36.5,429.51,-0.437
37,429.97,-1.03
37.5,430.43,-0.732
38,430.9,-0.431
38.5,431.32,-0.071
39,431.77,-0.148
39.5,432.15,-0.53
40,432.63,-0.485
40.5,433.08,-0.019
41,433.52,0.274
41.5,433.95,0.667
42,434.38,0.95
42.5,434.86,0.723
43,435.28,0.47
43.5,435.78,0.306
44,436.21,0.152
44.5,436.62,0.358
45,437.09,0.824
45.5,437.55,0.907
46,437.98,0.884
46.5,438.48,0.371
47,438.91,-0.215
47.5,439.37,-0.004
48,439.84,0.816
48.5,440.25,0.976
49,440.77,1.138
49.5,441.22,1.009
50,441.7,1.002
50.5,442.14,1.032
51,442.61,1.371
51.5,443.09,1.178
52,443.59,1.686
52.5,444.04,2
53,444.51,1.727
53.5,444.96,1.441
54,445.48,1.453
54.5,445.92,2.013
55,446.39,2.571
55.5,446.88,2.617
56,447.37,2.735
56.5,447.84,2.289
57,448.34,2.46
57.5,448.83,2.559
58,449.22,1.969
58.5,449.73,2.93
59,450.18,3.203
59.5,450.72,3.08
60,451.22,3.049
60.5,451.66,3.084
61,452.17,3.442
61.5,452.66,3.038
62,453.14,3.735
62.5,453.6,4.249
63,454.11,4.386
63.5,454.61,4.032
64,455.09,4.336
64.5,455.57,4
65,456.02,4.35
65.5,456.52,4.769
66,457.05,5.157
66.5,457.55,5.665
67,457.98,5.443
67.5,458.53,6.085
68,458.98,5.715
68.5,459.5,6.059
69,460,6.327
69.5,460.48,6.442
70,460.97,6.658
70.5,461.48,6.932
71,461.98,6.649
71.5,462.52,6.918
72,463.04,7.606
72.5,463.52,8.076
73,464.05,7.752
73.5,464.55,8.086
74,465.09,8.088
74.5,465.57,8.472
75,466.09,8.697
75.5,466.58,8.978
76,467.04,8.89
76.5,467.61,9.491
77,468.12,9.271
77.5,468.6,9.699
78,469.17,10.677
78.5,469.63,10.827
79,470.16,11.621
79.5,470.69,11.306
80,471.17,11.552
80.5,471.72,11.405
81,472.22,12.163
81.5,472.67,12.267
82,473.2,13.028
82.5,473.71,14.014
83,474.24,13.817
83.5,474.73,14.111
84,475.28,14.309
84.5,475.8,13.838
85,476.35,14.717
85.5,476.82,15.266
86,477.32,15.512
86.5,477.84,16.084
87,478.38,16.015
87.5,478.9,15.886
88,479.4,15.987
88.5,479.96,15.835
89,480.46,16.389
89.5,480.98,17.131
90,481.49,17.126
90.5,482.01,17.733
91,482.5,17.543
91.5,483.05,17.26
92,483.57,17.779
92.5,484.1,17.947
93,484.63,17.892
93.5,485.13,18.414
94,485.62,19.384
94.5,486.16,19.011
95,486.67,19.363
95.5,487.18,19.349
96,487.77,19.137
96.5,488.31,19.468
97,488.78,19.896
97.5,489.3,20.257
98,489.83,20.611
98.5,490.36,20.769
99,490.88,20.486
99.5,491.35,20.17
100,491.95,20.379
100.5,492.44,20.896
101,492.97,21.225
101.5,493.46,21.937
102,494.06,22.102
102.5,494.55,22.222
103,495.08,22.042
103.5,495.61,21.926
104,496.14,22.41
104.5,496.69,22.91
105,497.19,23.496
105.5,497.73,24.164
106,498.22,23.972
106.5,498.72,23.191
107,499.28,23.486
107.5,499.83,23.515
108,500.32,24.061
108.5,500.85,23.582
109,501.33,24.14
109.5,501.87,24.033
110,502.39,24.131
110.5,502.92,24.011
111,503.5,24.126
111.5,503.99,23.771
112,504.54,23.579
112.5,505.02,23.878
113,505.6,24.508
113.5,506.07,24.807
114,506.62,25.22
114.5,507.15,25.027
115,507.69,25.064
115.5,508.19,25.411
116,508.75,25.708
116.5,509.26,26.194
117,509.77,26.596
117.5,510.3,27.208
118,510.85,27.037
118.5,511.38,27.547
119,511.9,27.481
119.5,512.41,27.211
120,512.96,27.612
120.5,513.48,28.125
121,513.97,28.354
121.5,514.5,28.117
122,515.02,28.371
122.5,515.57,28.079
123,516.08,28.459
123.5,516.59,28.549
124,517.11,28.855
124.5,517.63,28.777
125,518.13,28.969
125.5,518.65,29.192
126,519.2,28.752
126.5,519.67,28.917
127,520.18,29.474
127.5,520.75,29.433
128,521.25,30.046
128.5,521.74,30.318
129,522.32,30.215
129.5,522.84,30.593
130,523.35,30.882
130.5,523.89,31.245
131,524.37,31.77
131.5,524.87,32.406
132,525.4,33.316
132.5,525.91,34.099
133,526.43,34.556
133.5,526.99,35.029
134,527.5,35.752
134.5,528.05,35.928
135,528.54,36.705
135.5,529.08,37.143
136,529.56,37.817
136.5,530.13,37.691
137,530.67,38.182
137.5,531.15,37.834
138,531.7,37.939
138.5,532.19,38.43
139,532.69,38.501
139.5,533.27,39.068
140,533.76,39.551
140.5,534.27,39.042
141,534.75,38.957
141.5,535.34,39.395
142,535.82,39.295
142.5,536.36,40.122
143,536.86,40.338
143.5,537.37,41.12
144,537.91,47.523
144.5,538.39,53.714
145,538.88,53.316
145.5,539.43,51.772
146,539.91,50.812
146.5,540.44,50.253
147,540.96,49.566
147.5,541.44,48.749
148,541.96,47.918
148.5,542.49,47.821
149,542.99,42.445
149.5,543.5,36.164
150,544.05,35.875
150.5,544.58,36.773
151,545.08,38.294
151.5,545.58,39.783
152,546.09,41.893
152.5,546.62,43.717
153,547.08,45.649
153.5,547.61,47.736
154,548.17,49.285
154.5,548.65,50.975
155,549.17,52.362
155.5,549.65,52.635
156,550.16,54.221
156.5,550.69,54.797
157,551.23,55.849
157.5,551.74,57.864
158,552.22,60.757
158.5,552.7,63.439
159,553.24,66.91
159.5,553.72,70.213
160,554.24,72.497
160.5,554.74,73.284
161,555.26,73.845
161.5,555.78,72.379
162,556.31,70.6
162.5,556.83,67.895
163,557.31,65.336
163.5,557.84,62.124
164,558.34,59.07
164.5,558.82,56.473
165,559.32,53.774
165.5,559.85,51.334
166,560.3,50.657
166.5,560.88,49.706
167,561.3,49.696
167.5,561.84,49.881
168,562.32,50.721
168.5,562.86,51.047
169,563.36,51.574
169.5,563.86,52.674
170,564.35,53.675
170.5,564.84,55.15
171,565.36,56.117
171.5,565.87,57.725
172,566.38,58.853
172.5,566.88,59.478
173,567.38,60.252
173.5,567.86,61.174
174,568.41,61.609
174.5,568.92,62.232
175,569.4,63.021
175.5,569.92,63.598
176,570.44,64.59
176.5,570.9,64.953
177,571.45,64.761
177.5,571.96,65.666
178,572.48,65.825
178.5,572.97,65.89
179,573.48,66.474
179.5,573.99,66.717
180,574.51,67.391
180.5,575,67.929
181,575.53,68.132
181.5,576.01,68.494
182,576.5,68.652
182.5,577,68.457
183,577.49,69.556
183.5,577.96,69.945
184,578.51,70.249
184.5,578.98,70.721
185,579.54,71.237
185.5,580.03,71.163
186,580.53,71.483
186.5,581.03,72.154
187,581.5,72.846
187.5,582.04,73.56
188,582.54,74.65
188.5,582.99,75.369
189,583.52,75.232
189.5,583.99,75.998
190,584.5,76.516
190.5,584.98,77.421
191,585.53,77.688
191.5,586.03,78.621
192,586.51,79.384
192.5,587,79.89
193,587.5,80.445
193.5,588.01,81.07
194,588.51,81.687
194.5,589.01,82.582
195,589.51,83.46
195.5,590.05,84.274
196,590.54,85.028
196.5,591.03,85.768
197,591.57,85.922
197.5,592.05,86.953
198,592.53,87.879
198.5,593.06,88.676
199,593.6,89.166
199.5,594.07,90.248
200,594.63,91.157
200.5,595.12,92.412
201,595.57,93.388
201.5,596.1,93.367
202,596.59,94.412
202.5,597.13,94.853
203,597.58,95.889
203.5,598.11,96.788
204,598.55,98.056
204.5,599.13,98.581
205,599.64,99.849
205.5,600.1,100.169
206,600.64,100.962
206.5,601.12,102.547
207,601.62,103.11
207.5,602.1,104.761
208,602.6,106.292
208.5,603.1,107.687
209,603.58,108.769
209.5,604.1,109.859
210,604.62,111.476
210.5,605.09,112.186
211,605.59,114.592
211.5,606.14,116.319
212,606.64,118.07
212.5,607.15,119.718
213,607.65,121.411
213.5,608.12,123.11
214,608.67,124.914
214.5,609.1,126.898
215,609.62,129.637
215.5,610.19,131.913
216,610.69,133.59
216.5,611.18,135.824
217,611.68,137.866
217.5,612.23,139.801
218,612.72,141.894
218.5,613.23,144.176
219,613.77,145.779
219.5,614.27,148.467
220,614.82,150.586
220.5,615.28,151.908
221,615.78,153.6
221.5,616.29,155.256
222,616.79,156.955
222.5,617.33,158.58
223,617.81,160.26
223.5,618.36,161.328
224,618.87,163.378
224.5,619.34,164.085
225,619.88,165.14
225.5,620.38,165.534
226,620.92,166.128
226.5,621.39,166.858
227,621.92,167.036
227.5,622.4,167.357
228,622.92,167.546
228.5,623.44,167.804
229,623.95,167.146
229.5,624.47,166.555
230,624.99,165.939
230.5,625.51,164.927
231,625.98,164.103
231.5,626.53,162.791
232,627.04,161.751
232.5,627.56,160.564
233,628.07,159.552
233.5,628.57,157.483
234,629.06,155.798
234.5,629.58,153.289
235,630.12,151.654
235.5,630.64,149.772
236,631.13,147.244
236.5,631.67,145.489
237,632.16,143.48
237.5,632.72,141.353
238,633.26,138.436
238.5,633.77,135.974
239,634.28,133.189
239.5,634.79,131.377
240,635.3,129.12
240.5,635.8,126.678
241,636.35,124.441
241.5,636.82,121.726
242,637.37,119.273
242.5,637.91,116.58
243,638.39,113.935
243.5,638.93,111.261
244,639.44,109.1
244.5,639.97,106.575
245,640.48,104.44
245.5,641,101.175
246,641.5,98.71
246.5,642,96.164
247,642.52,93.93
247.5,643.06,92.241
248,643.53,89.273
248.5,644.04,88.209
249,644.6,86.051
249.5,645.09,83.554
250,645.62,81.616
250.5,646.14,79.887
251,646.65,77.711
251.5,647.14,76.437
252,647.65,74.624
252.5,648.17,74.134
253,648.68,71.989
