Time (s),Temperature (K),Mass (mg)
0,383,5.006
13,383.5,5.007
17,384,5.007
20,384.5,5.007
24,385,5.008
27,385.5,5.008
31,386,5.008
34,386.5,5.008
38,387,5.008
41,387.5,5.008
44,388,5.008
47,388.5,5.008
51,389,5.008
54,389.5,5.008
57,390,5.008
60,390.5,5.008
63,391,5.008
66,391.5,5.008
69,392,5.008
72,392.5,5.008
75,393,5.008
78,393.5,5.008
81,394,5.007
85,394.5,5.007
88,395,5.007
91,395.5,5.007
94,396,5.007
97,396.5,5.007
100,397,5.007
103,397.5,5.007
106,398,5.007
109,398.5,5.007
112,399,5.007
115,399.5,5.007
118,400,5.007
121,400.5,5.007
124,401,5.007
127,401.5,5.007
130,402,5.007
133,402.5,5.007
136,403,5.007
139,403.5,5.007
142,404,5.007
145,404.5,5.006
148,405,5.006
151,405.5,5.006
154,406,5.006
157,406.5,5.006
159,407,5.006
162,407.5,5.006
165,408,5.006
168,408.5,5.006
171,409,5.006
174,409.5,5.006
177,410,5.006
180,410.5,5.006
183,411,5.005
186,411.5,5.005
189,412,5.005
192,412.5,5.005
195,413,5.005
198,413.5,5.005
201,414,5.005
204,414.5,5.005
207,415,5.005
210,415.5,5.005
213,416,5.004
216,416.5,5.004
219,417,5.004
222,417.5,5.004
225,418,5.004
228,418.5,5.004
231,419,5.004
234,419.5,5.003
237,420,5.003
240,420.5,5.003
243,421,5.003
246,421.5,5.003
249,422,5.003
252,422.5,5.003
255,423,5.002
258,423.5,5.002
261,424,5.002
264,424.5,5.002
267,425,5.002
270,425.5,5.001
273,426,5.001
276,426.5,5.001
279,427,5.001
282,427.5,5.001
285,428,5
288,428.5,5
291,429,5
294,429.5,5
297,430,4.999
300,430.5,4.999
303,431,4.999
306,431.5,4.999
309,432,4.998
312,432.5,4.998
315,433,4.998
318,433.5,4.998
321,434,4.997
324,434.5,4.997
326,435,4.997
330,435.5,4.997
332,436,4.996
335,436.5,4.996
339,437,4.996
341,437.5,4.995
344,438,4.995
347,438.5,4.995
350,439,4.994
353,439.5,4.994
356,440,4.994
359,440.5,4.994
362,441,4.993
365,441.5,4.993
368,442,4.992
371,442.5,4.992
374,443,4.992
377,443.5,4.991
380,444,4.991
383,444.5,4.991
386,445,4.99
389,445.5,4.99
392,446,4.989
395,446.5,4.989
398,447,4.989
401,447.5,4.988
404,448,4.988
407,448.5,4.987
410,449,4.987
413,449.5,4.986
416,450,4.986
419,450.5,4.985
422,451,4.985
425,451.5,4.984
428,452,4.984
431,452.5,4.983
434,453,4.983
437,453.5,4.982
440,454,4.982
443,454.5,4.981
446,455,4.981
449,455.5,4.98
452,456,4.979
455,456.5,4.979
458,457,4.978
461,457.5,4.978
464,458,4.977
467,458.5,4.976
470,459,4.976
473,459.5,4.975
476,460,4.974
479,460.5,4.974
482,461,4.973
485,461.5,4.972
488,462,4.971
491,462.5,4.971
494,463,4.97
497,463.5,4.969
500,464,4.969
503,464.5,4.968
506,465,4.967
509,465.5,4.966
512,466,4.965
515,466.5,4.965
518,467,4.964
521,467.5,4.963
524,468,4.962
527,468.5,4.961
530,469,4.96
533,469.5,4.96
536,470,4.959
539,470.5,4.958
542,471,4.957
545,471.5,4.956
548,472,4.955
551,472.5,4.954
554,473,4.953
557,473.5,4.952
560,474,4.951
563,474.5,4.95
566,475,4.949
569,475.5,4.948
572,476,4.947
575,476.5,4.946
578,477,4.945
580,477.5,4.944
583,478,4.943
586,478.5,4.942
589,479,4.941
592,479.5,4.94
595,480,4.939
598,480.5,4.938
601,481,4.937
604,481.5,4.935
607,482,4.934
610,482.5,4.933
613,483,4.932
616,483.5,4.931
619,484,4.929
622,484.5,4.928
625,485,4.927
628,485.5,4.926
631,486,4.924
634,486.5,4.923
637,487,4.922
640,487.5,4.92
643,488,4.919
646,488.5,4.917
649,489,4.915
652,489.5,4.914
655,490,4.912
658,490.5,4.91
661,491,4.909
664,491.5,4.907
667,492,4.905
670,492.5,4.904
673,493,4.902
676,493.5,4.901
679,494,4.899
682,494.5,4.897
685,495,4.896
688,495.5,4.894
691,496,4.893
694,496.5,4.891
697,497,4.889
700,497.5,4.888
703,498,4.886
706,498.5,4.884
709,499,4.882
712,499.5,4.881
715,500,4.879
718,500.5,4.877
721,501,4.875
724,501.5,4.873
727,502,4.871
730,502.5,4.869
733,503,4.867
736,503.5,4.865
739,504,4.863
742,504.5,4.861
745,505,4.859
748,505.5,4.857
751,506,4.855
754,506.5,4.853
757,507,4.851
760,507.5,4.848
763,508,4.846
766,508.5,4.844
769,509,4.841
772,509.5,4.838
775,510,4.836
778,510.5,4.834
781,511,4.832
784,511.5,4.83
787,512,4.827
790,512.5,4.824
793,513,4.821
796,513.5,4.818
799,514,4.815
802,514.5,4.813
805,515,4.811
808,515.5,4.809
811,516,4.806
814,516.5,4.804
817,517,4.801
820,517.5,4.798
823,518,4.795
825,518.5,4.793
829,519,4.789
832,519.5,4.786
834,520,4.784
837,520.5,4.781
840,521,4.778
843,521.5,4.774
846,522,4.771
849,522.5,4.767
852,523,4.764
855,523.5,4.76
858,524,4.757
861,524.5,4.753
864,525,4.75
867,525.5,4.746
870,526,4.742
873,526.5,4.739
876,527,4.734
879,527.5,4.731
882,528,4.727
885,528.5,4.723
888,529,4.719
891,529.5,4.715
894,530,4.71
897,530.5,4.706
900,531,4.702
903,531.5,4.697
906,532,4.692
909,532.5,4.687
912,533,4.683
915,533.5,4.678
918,534,4.673
921,534.5,4.669
924,535,4.664
927,535.5,4.659
930,536,4.654
933,536.5,4.649
936,537,4.644
939,537.5,4.639
942,538,4.634
945,538.5,4.629
948,539,4.624
951,539.5,4.618
954,540,4.613
957,540.5,4.607
960,541,4.602
963,541.5,4.596
966,542,4.591
969,542.5,4.585
972,543,4.579
975,543.5,4.574
978,544,4.568
981,544.5,4.563
984,545,4.557
987,545.5,4.551
990,546,4.545
993,546.5,4.539
996,547,4.533
999,547.5,4.526
1002,548,4.52
1005,548.5,4.513
1008,549,4.507
1011,549.5,4.5
1014,550,4.494
1017,550.5,4.487
1020,551,4.481
1023,551.5,4.474
1026,552,4.467
1029,552.5,4.46
1032,553,4.454
1035,553.5,4.447
1038,554,4.44
1041,554.5,4.433
1044,555,4.426
1047,555.5,4.419
1050,556,4.411
1053,556.5,4.404
1056,557,4.397
1059,557.5,4.389
1062,558,4.382
1065,558.5,4.375
1068,559,4.367
1071,559.5,4.36
1074,560,4.352
1077,560.5,4.344
1080,561,4.336
1083,561.5,4.329
1086,562,4.321
1089,562.5,4.313
1092,563,4.305
1094,563.5,4.299
1097,564,4.291
1100,564.5,4.283
1103,565,4.275
1106,565.5,4.266
1109,566,4.258
1112,566.5,4.249
1115,567,4.241
1118,567.5,4.232
1121,568,4.223
1124,568.5,4.215
1127,569,4.206
1130,569.5,4.197
1133,570,4.188
1136,570.5,4.179
1139,571,4.17
1142,571.5,4.16
1145,572,4.151
1148,572.5,4.142
1151,573,4.132
1154,573.5,4.123
1157,574,4.113
1160,574.5,4.103
1163,575,4.093
1166,575.5,4.083
1169,576,4.073
1172,576.5,4.063
1175,577,4.053
1178,577.5,4.042
1181,578,4.032
1184,578.5,4.021
1187,579,4.011
1190,579.5,4
1193,580,3.989
1196,580.5,3.978
1199,581,3.966
1202,581.5,3.955
1205,582,3.943
1208,582.5,3.932
1211,583,3.92
1214,583.5,3.908
1217,584,3.896
1220,584.5,3.884
1223,585,3.871
1226,585.5,3.859
1229,586,3.846
1232,586.5,3.833
1235,587,3.82
1238,587.5,3.807
1241,588,3.793
1244,588.5,3.78
1247,589,3.766
1250,589.5,3.752
1253,590,3.738
1256,590.5,3.724
1259,591,3.709
1262,591.5,3.694
1265,592,3.68
1268,592.5,3.664
1271,593,3.649
1274,593.5,3.633
1277,594,3.618
1280,594.5,3.602
1283,595,3.585
1286,595.5,3.569
1289,596,3.552
1292,596.5,3.535
1295,597,3.518
1298,597.5,3.501
1301,598,3.483
1304,598.5,3.465
1307,599,3.447
1310,599.5,3.428
1313,600,3.409
1316,600.5,3.39
1319,601,3.371
1322,601.5,3.351
1325,602,3.331
1328,602.5,3.31
1331,603,3.289
1334,603.5,3.268
1337,604,3.247
1340,604.5,3.225
1343,605,3.202
1346,605.5,3.179
1349,606,3.156
1352,606.5,3.132
1354,607,3.116
1357,607.5,3.091
1360,608,3.066
1363,608.5,3.04
1366,609,3.013
1369,609.5,2.986
1372,610,2.958
1375,610.5,2.929
1378,611,2.899
1381,611.5,2.869
1384,612,2.838
1387,612.5,2.806
1390,613,2.773
1393,613.5,2.739
1396,614,2.704
1399,614.5,2.668
1402,615,2.632
1405,615.5,2.594
1408,616,2.556
1411,616.5,2.516
1414,617,2.477
1417,617.5,2.437
1420,618,2.396
1423,618.5,2.356
1426,619,2.315
1429,619.5,2.275
1432,620,2.235
1435,620.5,2.196
1438,621,2.157
1441,621.5,2.12
1444,622,2.084
1447,622.5,2.049
1450,623,2.016
1453,623.5,1.985
1456,624,1.955
1459,624.5,1.928
1462,625,1.902
1465,625.5,1.877
1468,626,1.855
1471,626.5,1.834
1474,627,1.814
1477,627.5,1.796
1480,628,1.779
1483,628.5,1.763
1486,629,1.748
1489,629.5,1.734
1492,630,1.72
1495,630.5,1.708
1498,631,1.696
1501,631.5,1.685
1504,632,1.674
