Time (s),Sample Temperature (K),Weight (mg)
12556,801.35,0.936
12557,801.38,0.936
12558,801.42,0.936
12559,801.45,0.936
12560,801.48,0.936
12561,801.51,0.936
12562,801.54,0.936
12563,801.58,0.936
12564,801.62,0.936
12565,801.65,0.936
12566,801.68,0.935
12567,801.71,0.935
12568,801.75,0.935
12569,801.78,0.935
12570,801.81,0.935
12571,801.85,0.935
12572,801.88,0.935
12573,801.92,0.935
12574,801.95,0.935
12575,801.98,0.935
12576,802.02,0.935
12577,802.05,0.935
12578,802.08,0.935
12579,802.12,0.935
12580,802.15,0.935
12581,802.18,0.935
12582,802.22,0.935
12583,802.25,0.935
12584,802.28,0.935
12585,802.31,0.935
12586,802.35,0.935
12587,802.39,0.935
12588,802.42,0.935
12589,802.44,0.935
12590,802.48,0.935
12591,802.51,0.935
12592,802.55,0.934
12593,802.58,0.934
12594,802.61,0.934
12595,802.65,0.934
12596,802.69,0.934
12597,802.71,0.934
12598,802.75,0.934
12599,802.78,0.934
12600,802.82,0.934
12601,802.85,0.934
12602,802.88,0.934
12603,802.92,0.934
12604,802.95,0.934
12605,802.98,0.934
12606,803.02,0.934
12607,803.05,0.934
12608,803.08,0.934
12609,803.12,0.934
12610,803.15,0.934
12611,803.18,0.934
12612,803.22,0.934
12613,803.25,0.934
12614,803.28,0.934
12615,803.31,0.934
12616,803.35,0.934
12617,803.39,0.934
12618,803.42,0.933
12619,803.45,0.933
12620,803.48,0.933
12621,803.52,0.933
12622,803.55,0.933
12623,803.58,0.933
12624,803.62,0.933
12625,803.65,0.933
12626,803.68,0.933
12627,803.72,0.933
12628,803.75,0.933
12629,803.78,0.933
12630,803.82,0.933
12631,803.85,0.933
12632,803.88,0.933
12633,803.92,0.933
12634,803.95,0.933
12635,803.98,0.933
12636,804.01,0.933
12637,804.04,0.933
12638,804.08,0.933
12639,804.11,0.933
12640,804.15,0.933
12641,804.18,0.933
12642,804.21,0.933
12643,804.25,0.933
12644,804.28,0.932
12645,804.31,0.932
12646,804.35,0.932
12647,804.38,0.932
12648,804.42,0.932
12649,804.44,0.932
12650,804.49,0.932
12651,804.52,0.932
12652,804.55,0.932
12653,804.59,0.932
12654,804.61,0.932
12655,804.65,0.932
12656,804.69,0.932
12657,804.72,0.932
12658,804.75,0.932
12659,804.78,0.932
12660,804.81,0.932
12661,804.85,0.932
12662,804.88,0.932
12663,804.92,0.932
12664,804.94,0.932
12665,804.98,0.932
12666,805.02,0.932
12667,805.05,0.932
12668,805.08,0.932
12669,805.11,0.932
12670,805.15,0.932
12671,805.19,0.931
12672,805.22,0.931
12673,805.25,0.931
12674,805.28,0.931
12675,805.32,0.931
12676,805.34,0.931
12677,805.39,0.931
12678,805.42,0.931
12679,805.45,0.931
12680,805.48,0.931
12681,805.52,0.931
12682,805.55,0.931
12683,805.58,0.931
12684,805.62,0.931
12685,805.65,0.931
12686,805.68,0.931
12687,805.72,0.931
12688,805.75,0.931
12689,805.79,0.931
12690,805.81,0.931
12691,805.85,0.931
12692,805.89,0.931
12693,805.92,0.931
12694,805.95,0.931
12695,805.98,0.931
12696,806.02,0.931
12697,806.05,0.931
12698,806.08,0.930
12699,806.12,0.930
12700,806.15,0.930
12701,806.18,0.930
12702,806.22,0.930
12703,806.25,0.930
12704,806.28,0.930
12705,806.31,0.930
12706,806.35,0.930
12707,806.38,0.930
12708,806.42,0.930
12709,806.45,0.930
12710,806.48,0.930
12711,806.52,0.930
12712,806.55,0.930
12713,806.58,0.930
12714,806.62,0.930
12715,806.64,0.930
12716,806.68,0.930
12717,806.72,0.930
12718,806.75,0.930
12719,806.78,0.930
12720,806.82,0.930
12721,806.85,0.930
12722,806.88,0.930
12723,806.92,0.930
12724,806.95,0.930
12725,806.98,0.930
12726,807.01,0.929
12727,807.05,0.929
12728,807.09,0.929
12729,807.12,0.929
12730,807.15,0.929
12731,807.18,0.929
12732,807.22,0.929
12733,807.25,0.929
12734,807.28,0.929
12735,807.31,0.929
12736,807.35,0.929
12737,807.38,0.929
12738,807.42,0.929
12739,807.45,0.929
12740,807.48,0.929
12741,807.52,0.929
12742,807.55,0.929
12743,807.59,0.929
12744,807.62,0.929
12745,807.65,0.929
12746,807.68,0.929
12747,807.71,0.929
12748,807.75,0.929
12749,807.79,0.929
12750,807.82,0.929
12751,807.85,0.929
12752,807.88,0.929
12753,807.91,0.928
12754,807.95,0.928
12755,807.98,0.928
12756,808.01,0.928
12757,808.05,0.928
12758,808.08,0.928
12759,808.11,0.928
12760,808.15,0.928
12761,808.18,0.928
12762,808.21,0.928
12763,808.25,0.928
12764,808.28,0.928
12765,808.31,0.928
12766,808.35,0.928
12767,808.38,0.928
12768,808.41,0.928
12769,808.45,0.928
12770,808.49,0.928
12771,808.52,0.928
12772,808.55,0.928
12773,808.58,0.928
12774,808.61,0.928
12775,808.65,0.928
12776,808.68,0.928
12777,808.72,0.928
12778,808.75,0.928
12779,808.78,0.928
12780,808.81,0.928
12781,808.85,0.927
12782,808.88,0.927
12783,808.91,0.927
12784,808.95,0.927
12785,808.98,0.927
12786,809.02,0.927
12787,809.05,0.927
12788,809.08,0.927
12789,809.12,0.927
12790,809.15,0.927
12791,809.18,0.927
12792,809.22,0.927
12793,809.25,0.927
12794,809.28,0.927
12795,809.32,0.927
12796,809.35,0.927
12797,809.38,0.927
12798,809.42,0.927
12799,809.45,0.927
12800,809.49,0.927
12801,809.51,0.927
12802,809.55,0.927
12803,809.59,0.927
12804,809.62,0.927
12805,809.64,0.927
12806,809.68,0.927
12807,809.72,0.926
12808,809.75,0.926
12809,809.78,0.926
12810,809.82,0.926
12811,809.84,0.926
12812,809.88,0.926
12813,809.92,0.926
12814,809.95,0.926
12815,809.98,0.926
12816,810.02,0.926
12817,810.05,0.926
12818,810.08,0.926
12819,810.12,0.926
12820,810.15,0.926
12821,810.19,0.926
12822,810.21,0.926
12823,810.24,0.926
12824,810.28,0.926
12825,810.32,0.926
12826,810.35,0.926
12827,810.38,0.926
12828,810.41,0.926
12829,810.45,0.926
12830,810.49,0.926
12831,810.51,0.926
12832,810.55,0.926
12833,810.59,0.926
12834,810.62,0.926
12835,810.65,0.926
12836,810.68,0.925
12837,810.71,0.925
12838,810.75,0.925
12839,810.78,0.925
12840,810.82,0.925
12841,810.85,0.925
12842,810.88,0.925
12843,810.92,0.925
12844,810.95,0.925
12845,810.98,0.925
12846,811.02,0.925
12847,811.05,0.925
12848,811.08,0.925
12849,811.11,0.925
12850,811.15,0.925
12851,811.19,0.925
12852,811.22,0.925
12853,811.25,0.925
12854,811.28,0.925
12855,811.32,0.925
12856,811.35,0.925
12857,811.38,0.925
12858,811.41,0.925
12859,811.45,0.925
12860,811.48,0.925
12861,811.51,0.925
12862,811.55,0.924
12863,811.58,0.924
12864,811.62,0.924
12865,811.65,0.924
12866,811.69,0.924
12867,811.72,0.924
12868,811.75,0.924
12869,811.78,0.924
12870,811.82,0.924
12871,811.85,0.924
12872,811.88,0.924
12873,811.92,0.924
12874,811.95,0.924
12875,811.98,0.924
12876,812.02,0.924
12877,812.05,0.924
12878,812.08,0.924
12879,812.11,0.924
12880,812.15,0.924
12881,812.18,0.924
12882,812.21,0.924
12883,812.25,0.924
12884,812.28,0.924
12885,812.31,0.924
12886,812.34,0.924
12887,812.38,0.924
12888,812.41,0.923
12889,812.45,0.923
12890,812.48,0.923
12891,812.52,0.923
12892,812.55,0.923
12893,812.58,0.923
12894,812.61,0.923
12895,812.64,0.923
12896,812.68,0.923
12897,812.72,0.923
12898,812.76,0.923
12899,812.79,0.923
12900,812.82,0.923
12901,812.85,0.923
12902,812.88,0.923
12903,812.92,0.923
12904,812.95,0.923
12905,812.98,0.923
12906,813.01,0.923
12907,813.04,0.923
12908,813.08,0.923
12909,813.12,0.923
12910,813.15,0.923
12911,813.18,0.923
12912,813.21,0.923
12913,813.25,0.923
12914,813.28,0.922
12915,813.32,0.922
12916,813.35,0.922
12917,813.38,0.922
12918,813.41,0.922
12919,813.45,0.922
12920,813.49,0.922
12921,813.52,0.922
12922,813.54,0.922
12923,813.58,0.922
12924,813.62,0.922
12925,813.66,0.922
12926,813.69,0.922
12927,813.71,0.922
12928,813.75,0.922
12929,813.79,0.922
12930,813.82,0.922
12931,813.85,0.922
12932,813.88,0.922
12933,813.92,0.922
12934,813.95,0.922
12935,813.98,0.922
12936,814.01,0.922
12937,814.05,0.922
12938,814.09,0.922
12939,814.11,0.922
12940,814.15,0.922
12941,814.18,0.922
12942,814.21,0.922
12943,814.25,0.922
12944,814.29,0.921
12945,814.32,0.921
12946,814.35,0.921
12947,814.38,0.921
12948,814.42,0.921
12949,814.45,0.921
12950,814.48,0.921
12951,814.52,0.921
12952,814.56,0.921
12953,814.58,0.921
12954,814.62,0.921
12955,814.65,0.921
12956,814.68,0.921
12957,814.71,0.921
12958,814.75,0.921
12959,814.79,0.921
12960,814.82,0.921
12961,814.85,0.921
12962,814.89,0.921
12963,814.92,0.921
12964,814.94,0.921
12965,814.98,0.921
12966,815.02,0.921
12967,815.05,0.921
12968,815.08,0.921
12969,815.11,0.921
12970,815.15,0.921
12971,815.19,0.921
12972,815.22,0.920
12973,815.25,0.920
12974,815.28,0.920
12975,815.31,0.920
12976,815.35,0.920
12977,815.38,0.920
12978,815.42,0.920
12979,815.45,0.920
12980,815.48,0.920
12981,815.52,0.920
12982,815.55,0.920
12983,815.58,0.920
12984,815.61,0.920
12985,815.65,0.920
12986,815.68,0.920
12987,815.72,0.920
12988,815.75,0.920
12989,815.78,0.920
12990,815.81,0.920
12991,815.84,0.920
12992,815.88,0.920
12993,815.91,0.920
12994,815.95,0.920
12995,815.98,0.920
12996,816.01,0.920
12997,816.04,0.920
12998,816.08,0.920
12999,816.12,0.920
13000,816.15,0.919
13001,816.19,0.919
13002,816.22,0.919
13003,816.25,0.919
13004,816.28,0.919
13005,816.31,0.919
13006,816.35,0.919
13007,816.38,0.919
13008,816.41,0.919
13009,816.45,0.919
13010,816.48,0.919
13011,816.51,0.919
13012,816.55,0.919
13013,816.58,0.919
13014,816.62,0.919
13015,816.65,0.919
13016,816.68,0.919
13017,816.72,0.919
13018,816.75,0.919
13019,816.78,0.919
13020,816.81,0.919
13021,816.85,0.919
13022,816.89,0.919
13023,816.92,0.919
13024,816.95,0.919
13025,816.98,0.919
13026,817.02,0.919
13027,817.05,0.919
13028,817.08,0.919
13029,817.11,0.918
13030,817.15,0.918
13031,817.18,0.918
13032,817.21,0.918
13033,817.25,0.918
13034,817.29,0.918
13035,817.32,0.918
13036,817.35,0.918
13037,817.39,0.918
13038,817.42,0.918
13039,817.45,0.918
13040,817.48,0.918
13041,817.52,0.918
13042,817.55,0.918
13043,817.58,0.918
13044,817.62,0.918
13045,817.65,0.918
13046,817.69,0.918
13047,817.72,0.918
13048,817.75,0.918
13049,817.78,0.918
13050,817.82,0.918
13051,817.85,0.918
13052,817.88,0.918
13053,817.91,0.918
13054,817.95,0.918
13055,817.99,0.918
13056,818.01,0.918
13057,818.05,0.918
13058,818.09,0.918
13059,818.11,0.917
13060,818.15,0.917
13061,818.19,0.917
13062,818.22,0.917
13063,818.25,0.917
13064,818.29,0.917
13065,818.32,0.917
13066,818.34,0.917
13067,818.38,0.917
13068,818.42,0.917
13069,818.45,0.917
13070,818.48,0.917
13071,818.51,0.917
13072,818.55,0.917
13073,818.59,0.917
13074,818.62,0.917
13075,818.65,0.917
13076,818.69,0.917
13077,818.71,0.917
13078,818.74,0.917
13079,818.78,0.917
13080,818.82,0.917
13081,818.85,0.917
13082,818.88,0.917
13083,818.92,0.917
13084,818.95,0.917
13085,818.99,0.917
13086,819.02,0.916
13087,819.05,0.916
13088,819.09,0.916
13089,819.12,0.916
13090,819.14,0.916
13091,819.18,0.916
13092,819.22,0.916
13093,819.25,0.916
13094,819.29,0.916
13095,819.32,0.916
13096,819.35,0.916
13097,819.39,0.916
13098,819.42,0.916
13099,819.45,0.916
13100,819.48,0.916
13101,819.51,0.916
13102,819.55,0.916
13103,819.58,0.916
13104,819.62,0.916
13105,819.65,0.916
13106,819.68,0.916
13107,819.72,0.916
13108,819.75,0.916
13109,819.78,0.916
13110,819.82,0.916
13111,819.85,0.916
13112,819.88,0.915
13113,819.91,0.915
13114,819.95,0.915
13115,819.98,0.915
13116,820.02,0.915
13117,820.05,0.915
13118,820.08,0.915
13119,820.11,0.915
13120,820.15,0.915
13121,820.18,0.915
13122,820.22,0.915
13123,820.25,0.915
13124,820.28,0.915
13125,820.31,0.915
13126,820.35,0.915
13127,820.38,0.915
13128,820.42,0.915
13129,820.45,0.915
13130,820.48,0.915
13131,820.51,0.915
13132,820.55,0.915
13133,820.59,0.915
13134,820.62,0.915
13135,820.65,0.915
13136,820.68,0.915
13137,820.72,0.915
13138,820.75,0.915
13139,820.78,0.915
13140,820.82,0.915
13141,820.85,0.914
13142,820.89,0.914
13143,820.91,0.914
13144,820.94,0.914
13145,820.98,0.914
13146,821.01,0.914
13147,821.05,0.914
13148,821.08,0.914
13149,821.11,0.914
13150,821.15,0.914
13151,821.18,0.914
13152,821.21,0.914
13153,821.25,0.914
13154,821.28,0.914
13155,821.32,0.914
13156,821.35,0.914
13157,821.38,0.914
13158,821.42,0.914
13159,821.45,0.914
13160,821.48,0.914
13161,821.52,0.914
13162,821.55,0.914
13163,821.58,0.914
13164,821.61,0.914
13165,821.65,0.914
13166,821.68,0.914
13167,821.72,0.914
13168,821.75,0.913
13169,821.78,0.913
13170,821.82,0.913
13171,821.85,0.913
13172,821.89,0.913
13173,821.91,0.913
13174,821.95,0.913
13175,821.98,0.913
13176,822.01,0.913
13177,822.05,0.913
13178,822.08,0.913
13179,822.11,0.913
13180,822.15,0.913
13181,822.18,0.913
13182,822.21,0.913
13183,822.25,0.913
13184,822.28,0.913
13185,822.32,0.913
13186,822.35,0.913
13187,822.38,0.913
13188,822.41,0.913
13189,822.45,0.913
13190,822.48,0.913
13191,822.51,0.913
13192,822.55,0.913
13193,822.58,0.913
13194,822.61,0.913
13195,822.65,0.913
13196,822.69,0.912
13197,822.72,0.912
13198,822.75,0.912
13199,822.78,0.912
13200,822.82,0.912
13201,822.85,0.912
13202,822.88,0.912
13203,822.91,0.912
13204,822.95,0.912
13205,822.99,0.912
13206,823.02,0.912
13207,823.04,0.912
13208,823.08,0.912
13209,823.11,0.912
13210,823.16,0.912
13211,823.19,0.912
13212,823.21,0.912
13213,823.25,0.912
13214,823.29,0.912
13215,823.32,0.912
13216,823.35,0.912
13217,823.38,0.912
13218,823.42,0.912
13219,823.45,0.912
13220,823.48,0.912
13221,823.52,0.912
13222,823.55,0.912
13223,823.58,0.912
13224,823.62,0.912
13225,823.65,0.911
13226,823.68,0.911
13227,823.71,0.911
13228,823.75,0.911
13229,823.78,0.911
13230,823.82,0.911
13231,823.85,0.911
13232,823.89,0.911
13233,823.92,0.911
13234,823.95,0.911
13235,823.98,0.911
13236,824.01,0.911
13237,824.05,0.911
13238,824.08,0.911
13239,824.11,0.911
13240,824.15,0.911
13241,824.18,0.911
13242,824.22,0.911
13243,824.26,0.911
13244,824.29,0.911
13245,824.31,0.911
13246,824.34,0.911
13247,824.39,0.911
13248,824.42,0.911
13249,824.45,0.911
13250,824.48,0.911
13251,824.51,0.911
13252,824.55,0.911
13253,824.59,0.911
13254,824.62,0.911
13255,824.65,0.910
13256,824.68,0.910
13257,824.72,0.910
13258,824.75,0.910
13259,824.78,0.910
13260,824.82,0.910
13261,824.85,0.910
13262,824.88,0.910
13263,824.91,0.910
13264,824.95,0.910
13265,824.98,0.910
13266,825.01,0.910
13267,825.05,0.910
13268,825.09,0.910
13269,825.11,0.910
13270,825.15,0.910
13271,825.19,0.910
13272,825.22,0.910
13273,825.25,0.910
13274,825.29,0.910
13275,825.32,0.910
13276,825.35,0.910
13277,825.38,0.910
13278,825.42,0.910
13279,825.45,0.910
13280,825.48,0.910
13281,825.52,0.910
13282,825.55,0.910
13283,825.58,0.910
13284,825.62,0.909
13285,825.65,0.909
13286,825.68,0.909
13287,825.71,0.909
13288,825.75,0.909
13289,825.79,0.909
13290,825.82,0.909
13291,825.84,0.909
13292,825.88,0.909
13293,825.92,0.909
13294,825.95,0.909
13295,825.98,0.909
13296,826.02,0.909
13297,826.05,0.909
13298,826.08,0.909
13299,826.12,0.909
13300,826.15,0.909
13301,826.18,0.909
13302,826.22,0.909
13303,826.25,0.909
13304,826.28,0.909
13305,826.32,0.909
13306,826.35,0.909
13307,826.39,0.909
13308,826.41,0.909
13309,826.45,0.909
13310,826.48,0.909
13311,826.52,0.909
13312,826.55,0.909
13313,826.58,0.908
13314,826.61,0.908
13315,826.65,0.908
13316,826.68,0.908
13317,826.72,0.908
13318,826.75,0.908
13319,826.78,0.908
13320,826.81,0.908
13321,826.85,0.908
13322,826.88,0.908
13323,826.92,0.908
13324,826.95,0.908
13325,826.98,0.908
13326,827.01,0.908
13327,827.05,0.908
13328,827.08,0.908
13329,827.12,0.908
13330,827.15,0.908
13331,827.19,0.908
13332,827.22,0.908
13333,827.24,0.908
13334,827.28,0.908
13335,827.31,0.908
13336,827.35,0.908
13337,827.38,0.908
13338,827.42,0.908
13339,827.45,0.908
13340,827.48,0.908
13341,827.51,0.907
13342,827.55,0.907
13343,827.58,0.907
13344,827.61,0.907
13345,827.65,0.907
13346,827.68,0.907
13347,827.72,0.907
13348,827.75,0.907
13349,827.79,0.907
13350,827.81,0.907
13351,827.85,0.907
13352,827.88,0.907
13353,827.92,0.907
13354,827.95,0.907
13355,827.98,0.907
13356,828.01,0.907
13357,828.05,0.907
13358,828.09,0.907
13359,828.12,0.907
13360,828.15,0.907
13361,828.18,0.907
13362,828.22,0.907
13363,828.25,0.907
13364,828.28,0.907
13365,828.31,0.907
13366,828.35,0.907
13367,828.39,0.907
13368,828.42,0.907
13369,828.45,0.907
13370,828.48,0.906
13371,828.52,0.906
13372,828.56,0.906
13373,828.59,0.906
13374,828.61,0.906
13375,828.65,0.906
13376,828.69,0.906
13377,828.72,0.906
13378,828.75,0.906
13379,828.78,0.906
13380,828.81,0.906
13381,828.85,0.906
13382,828.88,0.906
13383,828.91,0.906
13384,828.95,0.906
13385,828.98,0.906
13386,829.01,0.906
13387,829.05,0.906
13388,829.08,0.906
13389,829.11,0.906
13390,829.15,0.906
13391,829.19,0.906
13392,829.22,0.906
13393,829.24,0.906
13394,829.28,0.906
13395,829.32,0.906
13396,829.35,0.906
13397,829.38,0.906
13398,829.42,0.906
13399,829.45,0.906
13400,829.48,0.905
13401,829.52,0.905
13402,829.55,0.905
13403,829.58,0.905
13404,829.61,0.905
13405,829.64,0.905
13406,829.68,0.905
13407,829.72,0.905
13408,829.74,0.905
13409,829.78,0.905
13410,829.82,0.905
13411,829.86,0.905
13412,829.88,0.905
13413,829.91,0.905
13414,829.95,0.905
13415,829.99,0.905
13416,830.02,0.905
13417,830.04,0.905
13418,830.08,0.905
13419,830.12,0.905
13420,830.15,0.905
13421,830.18,0.905
13422,830.21,0.905
13423,830.25,0.905
13424,830.29,0.905
13425,830.32,0.905
13426,830.35,0.905
13427,830.38,0.905
13428,830.41,0.905
13429,830.45,0.905
13430,830.49,0.905
13431,830.51,0.904
13432,830.55,0.904
13433,830.58,0.904
13434,830.61,0.904
13435,830.65,0.904
13436,830.69,0.904
13437,830.71,0.904
13438,830.75,0.904
13439,830.78,0.904
13440,830.81,0.904
13441,830.85,0.904
13442,830.88,0.904
13443,830.92,0.904
13444,830.95,0.904
13445,830.99,0.904
13446,831.02,0.904
13447,831.05,0.904
13448,831.08,0.904
13449,831.11,0.904
13450,831.15,0.904
13451,831.18,0.904
13452,831.22,0.904
13453,831.25,0.904
13454,831.28,0.904
13455,831.32,0.904
13456,831.35,0.904
13457,831.38,0.904
13458,831.42,0.904
13459,831.45,0.904
13460,831.48,0.904
13461,831.52,0.904
13462,831.55,0.904
13463,831.58,0.904
13464,831.61,0.903
13465,831.65,0.903
13466,831.69,0.903
13467,831.72,0.903
13468,831.75,0.903
13469,831.78,0.903
13470,831.81,0.903
13471,831.85,0.903
13472,831.88,0.903
13473,831.92,0.903
13474,831.95,0.903
13475,831.98,0.903
13476,832.02,0.903
13477,832.05,0.903
13478,832.09,0.903
13479,832.12,0.903
13480,832.15,0.903
13481,832.18,0.903
13482,832.22,0.903
13483,832.25,0.903
13484,832.28,0.903
13485,832.32,0.903
13486,832.35,0.903
13487,832.38,0.903
13488,832.42,0.903
13489,832.46,0.903
13490,832.48,0.903
13491,832.52,0.903
13492,832.55,0.902
13493,832.58,0.902
13494,832.62,0.902
13495,832.65,0.902
13496,832.69,0.902
13497,832.71,0.902
13498,832.75,0.902
13499,832.79,0.902
13500,832.81,0.902
13501,832.85,0.902
13502,832.89,0.902
13503,832.92,0.902
13504,832.95,0.902
13505,832.99,0.902
13506,833.02,0.902
13507,833.05,0.902
13508,833.08,0.902
13509,833.12,0.902
13510,833.15,0.902
13511,833.19,0.902
13512,833.21,0.902
13513,833.25,0.902
13514,833.28,0.902
13515,833.32,0.902
13516,833.35,0.902
13517,833.39,0.902
13518,833.42,0.901
13519,833.45,0.901
13520,833.49,0.901
13521,833.51,0.901
13522,833.55,0.901
13523,833.59,0.901
13524,833.62,0.901
13525,833.65,0.901
13526,833.68,0.901
13527,833.72,0.901
13528,833.75,0.901
13529,833.78,0.901
13530,833.82,0.901
13531,833.85,0.901
13532,833.88,0.901
13533,833.92,0.901
13534,833.95,0.901
13535,833.99,0.901
13536,834.02,0.901
13537,834.05,0.901
13538,834.09,0.901
13539,834.12,0.901
13540,834.15,0.901
13541,834.18,0.901
13542,834.22,0.901
13543,834.25,0.901
13544,834.28,0.901
13545,834.32,0.901
13546,834.35,0.900
13547,834.39,0.900
13548,834.42,0.900
13549,834.45,0.900
13550,834.48,0.900
13551,834.51,0.900
13552,834.55,0.900
13553,834.59,0.900
13554,834.62,0.900
13555,834.65,0.900
13556,834.68,0.900
13557,834.72,0.900
13558,834.75,0.900
13559,834.78,0.900
13560,834.81,0.900
13561,834.85,0.900
13562,834.89,0.900
13563,834.92,0.900
13564,834.95,0.900
13565,834.98,0.900
13566,835.01,0.900
13567,835.05,0.900
13568,835.08,0.900
13569,835.12,0.900
13570,835.14,0.900
13571,835.18,0.900
13572,835.21,0.900
13573,835.25,0.900
13574,835.28,0.900
13575,835.32,0.900
13576,835.35,0.899
13577,835.38,0.899
13578,835.41,0.899
13579,835.45,0.899
13580,835.48,0.899
13581,835.51,0.899
13582,835.55,0.899
13583,835.58,0.899
13584,835.62,0.899
13585,835.66,0.899
13586,835.69,0.899
13587,835.72,0.899
13588,835.75,0.899
13589,835.78,0.899
13590,835.82,0.899
13591,835.85,0.899
13592,835.88,0.899
13593,835.92,0.899
13594,835.95,0.899
13595,835.98,0.899
13596,836.01,0.899
13597,836.05,0.899
13598,836.08,0.899
13599,836.11,0.899
13600,836.15,0.899
13601,836.19,0.899
13602,836.22,0.899
13603,836.25,0.899
13604,836.28,0.899
13605,836.32,0.898
13606,836.35,0.898
13607,836.38,0.898
13608,836.42,0.898
13609,836.45,0.898
13610,836.48,0.898
13611,836.52,0.898
13612,836.55,0.898
13613,836.58,0.898
13614,836.62,0.898
13615,836.65,0.898
13616,836.69,0.898
13617,836.71,0.898
13618,836.75,0.898
13619,836.79,0.898
13620,836.82,0.898
13621,836.85,0.898
13622,836.88,0.898
13623,836.91,0.898
13624,836.95,0.898
13625,836.98,0.898
13626,837.01,0.898
13627,837.05,0.898
13628,837.09,0.898
13629,837.11,0.898
13630,837.15,0.898
13631,837.19,0.898
13632,837.22,0.898
13633,837.25,0.898
13634,837.29,0.898
13635,837.32,0.898
13636,837.34,0.898
13637,837.38,0.897
13638,837.42,0.897
13639,837.45,0.897
13640,837.48,0.897
13641,837.51,0.897
13642,837.55,0.897
13643,837.59,0.897
13644,837.61,0.897
13645,837.64,0.897
13646,837.68,0.897
13647,837.72,0.897
13648,837.75,0.897
13649,837.78,0.897
13650,837.81,0.897
13651,837.85,0.897
13652,837.88,0.897
13653,837.92,0.897
13654,837.95,0.897
13655,837.98,0.897
13656,838.01,0.897
13657,838.05,0.897
13658,838.08,0.897
13659,838.12,0.897
13660,838.15,0.897
13661,838.18,0.897
13662,838.21,0.897
13663,838.25,0.897
13664,838.29,0.897
13665,838.32,0.897
13666,838.35,0.896
13667,838.38,0.896
13668,838.41,0.896
13669,838.44,0.896
13670,838.48,0.896
13671,838.52,0.896
13672,838.55,0.896
13673,838.59,0.896
13674,838.62,0.896
13675,838.65,0.896
13676,838.69,0.896
13677,838.72,0.896
13678,838.75,0.896
13679,838.78,0.896
13680,838.82,0.896
13681,838.85,0.896
13682,838.89,0.896
13683,838.92,0.896
13684,838.95,0.896
13685,838.99,0.896
13686,839.02,0.896
13687,839.05,0.896
13688,839.08,0.896
13689,839.11,0.896
13690,839.15,0.896
13691,839.19,0.896
13692,839.22,0.896
13693,839.25,0.896
13694,839.28,0.896
13695,839.32,0.896
13696,839.35,0.895
13697,839.39,0.895
13698,839.42,0.895
13699,839.45,0.895
13700,839.48,0.895
13701,839.52,0.895
13702,839.55,0.895
13703,839.58,0.895
13704,839.62,0.895
13705,839.65,0.895
13706,839.68,0.895
13707,839.72,0.895
13708,839.75,0.895
13709,839.78,0.895
13710,839.82,0.895
13711,839.85,0.895
13712,839.89,0.895
13713,839.91,0.895
13714,839.95,0.895
13715,839.99,0.895
13716,840.02,0.895
13717,840.05,0.895
13718,840.09,0.895
13719,840.12,0.895
13720,840.15,0.895
13721,840.18,0.895
13722,840.22,0.895
13723,840.25,0.895
13724,840.28,0.895
13725,840.32,0.895
13726,840.35,0.895
13727,840.38,0.894
13728,840.42,0.894
13729,840.45,0.894
13730,840.48,0.894
13731,840.52,0.894
13732,840.55,0.894
13733,840.58,0.894
13734,840.61,0.894
13735,840.65,0.894
13736,840.69,0.894
13737,840.72,0.894
13738,840.75,0.894
13739,840.79,0.894
13740,840.81,0.894
13741,840.85,0.894
13742,840.89,0.894
13743,840.92,0.894
13744,840.95,0.894
13745,840.99,0.894
13746,841.02,0.894
13747,841.05,0.894
13748,841.08,0.894
13749,841.12,0.894
13750,841.15,0.894
13751,841.18,0.894
13752,841.22,0.894
13753,841.25,0.894
13754,841.28,0.894
13755,841.32,0.894
13756,841.35,0.894
13757,841.38,0.893
13758,841.41,0.893
13759,841.45,0.893
13760,841.48,0.893
13761,841.52,0.893
13762,841.55,0.893
13763,841.59,0.893
13764,841.61,0.893
13765,841.65,0.893
13766,841.68,0.893
13767,841.72,0.893
13768,841.75,0.893
13769,841.78,0.893
13770,841.81,0.893
13771,841.85,0.893
13772,841.89,0.893
13773,841.92,0.893
13774,841.95,0.893
13775,841.98,0.893
13776,842.02,0.893
13777,842.06,0.893
13778,842.08,0.893
13779,842.12,0.893
13780,842.15,0.893
13781,842.18,0.893
13782,842.22,0.893
13783,842.25,0.893
13784,842.28,0.893
13785,842.32,0.893
13786,842.35,0.893
13787,842.38,0.893
13788,842.42,0.892
13789,842.45,0.892
13790,842.48,0.892
13791,842.52,0.892
13792,842.55,0.892
13793,842.58,0.892
13794,842.61,0.892
13795,842.65,0.892
13796,842.68,0.892
13797,842.72,0.892
13798,842.75,0.892
13799,842.78,0.892
13800,842.81,0.892
13801,842.85,0.892
13802,842.88,0.892
13803,842.91,0.892
13804,842.95,0.892
13805,842.98,0.892
13806,843.02,0.892
13807,843.05,0.892
13808,843.08,0.892
13809,843.12,0.892
13810,843.15,0.892
13811,843.18,0.892
13812,843.21,0.892
13813,843.25,0.892
13814,843.28,0.892
13815,843.32,0.892
13816,843.35,0.891
13817,843.38,0.891
13818,843.41,0.891
13819,843.45,0.891
13820,843.49,0.891
13821,843.52,0.891
13822,843.55,0.891
13823,843.58,0.891
13824,843.62,0.891
13825,843.65,0.891
