Time (s),Mass (g),HRR (kW/m2)
0,90.8,-0.6
5,90.9,82.4
10,90.2,202.2
15,89.3,231.6
20,88.8,204.2
25,88.1,188.5
30,87.5,173.8
35,87.0,160.4
40,86.4,145.9
45,86.0,140.5
50,85.5,134.7
55,85.1,127.2
60,84.7,122.3
65,84.3,118.1
70,83.8,115.5
75,83.4,116.6
80,83.0,112.3
85,82.5,111.9
90,82.2,108.1
95,81.8,111.7
100,81.5,107.1
105,81.2,106.3
110,80.8,104.7
115,80.3,103.5
120,80.1,104.8
125,79.7,103.3
130,79.3,104.7
135,79.0,101.7
140,78.7,104.4
145,78.3,101.7
150,77.8,101.5
155,77.6,100.1
160,77.2,102.7
165,76.8,102.3
170,76.2,104.6
175,76.1,103.4
180,75.8,100.2
185,75.5,98.2
190,75.0,99.8
195,74.7,100.3
200,74.4,97.5
205,74.1,97.6
210,73.7,97.3
215,73.4,95.4
220,73.0,93.9
225,72.6,95.2
230,72.3,94.3
235,72.0,93.8
240,71.7,92.7
245,71.4,91.5
250,71.0,92.6
255,70.7,92.7
260,70.3,94.1
265,70.0,92.2
270,69.7,90.9
275,69.4,91.8
280,69.1,91.5
285,68.8,90.0
290,68.4,89.7
295,68.1,88.2
300,67.8,88.9
305,67.5,88.3
310,67.2,86.1
315,66.9,85.8
320,66.5,88.3
325,66.2,86.9
330,65.9,87.0
335,65.6,85.8
340,65.3,87.9
345,65.0,88.7
350,64.8,87.8
355,64.4,88.7
360,64.2,89.1
365,63.8,85.6
370,63.5,84.6
375,63.3,85.1
380,62.9,84.3
385,62.6,85.3
390,62.3,87.4
395,62.0,87.5
400,61.7,84.8
405,61.4,85.4
410,61.1,86.1
415,60.9,85.1
420,60.6,87.1
425,60.2,85.0
430,59.9,83.4
435,59.7,83.7
440,59.3,85.5
445,58.9,86.2
450,58.7,86.6
455,58.5,88.6
460,58.2,87.8
465,57.9,88.6
470,57.6,89.0
475,57.3,85.9
480,57.0,87.5
485,56.6,88.5
490,56.4,88.0
495,56.2,88.8
500,55.9,88.5
505,55.6,89.4
510,55.3,88.6
515,55.0,90.1
520,54.7,91.4
525,54.5,90.9
530,54.1,93.1
535,53.8,91.4
540,53.5,91.6
545,53.2,93.5
550,52.9,93.1
555,52.6,94.5
560,52.3,94.9
565,52.0,96.5
570,51.8,97.0
575,51.4,99.6
580,51.1,99.5
585,50.8,99.2
590,50.4,99.3
595,50.2,103.8
600,49.9,102.6
605,49.5,101.0
610,49.3,104.5
615,48.9,103.7
620,48.6,103.6
625,48.3,107.4
630,48.0,108.2
635,47.6,110.9
640,47.4,110.8
645,46.9,111.6
650,46.6,112.1
655,46.4,113.2
660,46.0,113.3
665,45.6,115.2
670,45.2,117.1
675,44.8,121.4
680,44.5,118.6
685,44.2,121.9
690,43.8,123.7
695,43.4,125.8
700,43.0,128.8
705,42.6,130.4
710,42.3,129.3
715,41.8,128.4
720,41.6,133.1
725,41.0,128.3
730,40.7,133.5
735,40.3,133.3
740,39.9,136.8
745,39.5,137.6
750,39.1,136.9
755,38.7,139.9
760,38.2,142.1
765,37.8,143.3
770,37.3,143.5
775,37.0,143.9
780,36.6,144.8
785,36.1,146.9
790,35.7,146.2
795,35.2,146.5
800,34.8,145.8
805,34.4,151.6
810,33.9,152.9
815,33.4,150.4
820,33.0,153.8
825,32.5,152.1
830,32.1,152.0
835,31.6,154.8
840,31.2,155.0
845,30.7,151.9
850,30.1,156.0
855,29.8,157.5
860,29.4,156.4
865,28.9,153.8
870,28.4,153.6
875,28.0,154.8
880,27.4,154.3
885,27.0,155.2
890,26.6,151.8
895,26.2,150.9
900,25.7,149.6
905,25.2,149.4
910,24.9,146.3
915,24.3,147.9
920,24.0,148.0
925,23.5,146.8
930,23.2,143.0
935,22.6,142.6
940,22.3,141.7
945,21.9,141.0
950,21.6,137.6
955,21.2,136.0
960,20.8,133.0
965,20.4,132.4
970,20.0,124.2
975,19.7,122.5
980,19.2,117.8
985,19.2,115.8
990,18.8,113.6
995,18.6,108.9
1000,18.3,106.6
1005,18.0,101.6
1010,17.8,97.3
1015,17.5,93.7
1020,17.4,89.1
1025,17.1,87.0
1030,16.9,81.4
1035,16.8,75.0
1040,16.6,70.3
1045,16.4,66.9
1050,16.3,65.1
1055,16.1,62.7
1060,16.1,58.4
1065,16.0,57.1
1070,15.8,52.8
1075,15.7,52.0
1080,15.7,48.0
1085,15.6,48.6
1090,15.5,48.1
1095,15.6,49.1
1100,15.4,48.0
1105,15.4,48.3
1110,15.2,46.6
1115,15.3,46.2
1120,15.1,46.2
1125,15.1,43.8
1130,15.0,43.7
1135,14.9,44.4
1140,14.9,45.8
1145,14.7,43.8
1150,14.8,43.4
1155,14.6,44.2
1160,14.6,41.8
1165,14.5,41.8
1170,14.5,42.8
1175,14.4,41.9
1180,14.3,42.9
1185,14.3,41.4
1190,14.2,41.3
1195,14.2,40.6
1200,14.1,40.0
1205,14.1,40.1
1210,14.0,40.9
1215,14.0,41.7
