Time (s),Temperature (K),HRR (W/g)
0,380.74,0
0.5,380.98,0.127
1,381.22,-0.063
1.5,381.49,0.158
2,381.72,0.06
2.5,381.93,0.386
3,382.16,0.224
3.5,382.39,0.564
4,382.64,0.774
4.5,382.93,1.591
5,383.18,0.703
5.5,383.42,0.193
6,383.66,0.27
6.5,383.92,0.99
7,384.19,1.29
7.5,384.41,1.142
8,384.71,1.135
8.5,384.97,0.775
9,385.22,1.273
9.5,385.52,0.898
10,385.79,1.19
10.5,386.05,0.777
11,386.33,1.044
11.5,386.62,1.374
12,386.91,1.088
12.5,387.16,1.183
13,387.46,0.939
13.5,387.74,1.069
14,388.04,1.024
14.5,388.32,1.326
15,388.57,1.316
15.5,388.95,1.056
16,389.25,1.229
16.5,389.48,1.279
17,389.69,1.654
17.5,390.13,1.27
18,390.3,1.106
18.5,390.57,1.489
19,391.01,1.609
19.5,391.35,1.318
20,391.67,1.051
20.5,391.83,1.874
21,392.13,1.588
21.5,392.53,1.418
22,392.87,1.636
22.5,393.2,1.168
23,393.5,1.789
23.5,393.85,1.376
24,394.15,1.58
24.5,394.51,1.619
25,394.83,1.524
25.5,395.15,1.601
26,395.49,1.714
26.5,395.79,1.986
27,396.14,1.641
27.5,396.45,2.16
28,396.86,2.241
28.5,397.14,2.03
29,397.54,2.257
29.5,397.86,2.049
30,398.22,2.155
30.5,398.55,2.522
31,398.9,2.228
31.5,399.22,2.283
32,399.62,2.199
32.5,399.96,2.188
33,400.32,2.752
33.5,400.69,2.311
34,401.05,2.175
34.5,401.45,2.316
35,401.8,2.341
35.5,402.21,2.333
36,402.53,2.532
36.5,402.91,2.134
37,403.31,2.565
37.5,403.66,2.837
38,404.02,2.681
38.5,404.41,2.596
39,404.78,3.132
39.5,405.17,3.24
40,405.55,2.773
40.5,405.96,2.703
41,406.34,3.031
41.5,406.72,2.809
42,407.11,2.796
42.5,407.47,2.896
43,407.85,3.241
43.5,408.24,3.05
44,408.65,3.014
44.5,409.06,2.876
45,409.43,3.063
45.5,409.84,3.278
46,410.24,3.258
46.5,410.61,3.237
47,411.03,3.169
47.5,411.44,3.595
48,411.88,3.889
48.5,412.27,3.863
49,412.65,3.902
49.5,413.06,4.141
50,413.48,3.859
50.5,413.89,3.698
51,414.3,3.875
51.5,414.68,3.924
52,415.13,4.342
52.5,415.53,4.655
53,415.95,4.524
53.5,416.39,4.858
54,416.79,4.563
54.5,417.23,4.313
55,417.63,4.606
55.5,418.06,4.686
56,418.5,4.968
56.5,418.91,4.863
57,419.36,5.327
57.5,419.79,4.984
58,420.21,5.054
58.5,420.66,4.836
59,421.11,4.986
59.5,421.52,5.318
60,421.99,5.455
60.5,422.4,5.597
61,422.83,5.502
61.5,423.31,5.759
62,423.71,6.006
62.5,424.15,6.09
63,424.61,5.899
63.5,425.08,6.01
64,425.5,6.523
64.5,425.94,6.175
65,426.33,6.271
65.5,426.82,6.447
66,427.32,6.706
66.5,427.7,6.674
67,428.21,6.867
67.5,428.52,7.007
68,429.07,6.855
68.5,429.56,7.22
69,430.02,7.628
69.5,430.46,7.542
70,430.92,7.341
70.5,431.37,7.528
71,431.81,7.624
71.5,432.32,7.866
72,432.77,7.967
72.5,433.21,7.922
73,433.65,8.399
73.5,434.11,8.348
74,434.53,8.701
74.5,435.03,8.521
75,435.48,9.036
75.5,435.95,8.8
76,436.42,8.848
76.5,436.93,9.35
77,437.41,9.19
77.5,437.84,9.154
78,438.31,9.165
78.5,438.79,9.518
79,439.31,9.974
79.5,439.74,9.904
80,440.23,10.111
80.5,440.67,9.946
81,441.15,9.904
81.5,441.66,10.295
82,442.13,10.8
82.5,442.59,10.387
83,443.1,10.706
83.5,443.61,10.706
84,444.08,10.902
84.5,444.57,11.188
85,445.07,11.152
85.5,445.57,11.248
86,446.05,11.465
86.5,446.58,11.287
87,447.04,11.414
87.5,447.51,11.786
88,448.04,11.704
88.5,448.52,12.05
89,448.96,11.996
89.5,449.49,12.273
90,450,12.5
90.5,450.48,12.717
91,451.01,12.851
91.5,451.45,12.973
92,451.99,13.135
92.5,452.47,13.572
93,452.99,13.391
93.5,453.49,13.818
94,453.97,14.042
94.5,454.5,14.045
95,454.98,13.908
95.5,455.48,13.873
96,455.99,14.485
96.5,456.48,14.482
97,456.99,14.362
97.5,457.54,14.5
98,458.02,14.492
98.5,458.51,14.567
99,459.01,14.267
99.5,459.53,14.357
100,460.06,14.647
100.5,460.56,14.997
101,461.07,15.179
101.5,461.56,15.001
102,462.1,15.277
102.5,462.6,15.217
103,463.13,15.796
103.5,463.61,15.796
104,464.12,15.925
104.5,464.66,15.753
105,465.15,16.413
105.5,465.67,16.431
106,466.21,16.171
106.5,466.68,16.523
107,467.2,16.514
107.5,467.69,16.631
108,468.26,16.664
108.5,468.74,16.85
109,469.24,16.994
109.5,469.79,17.04
110,470.32,17.061
110.5,470.83,17.557
111,471.32,17.956
111.5,471.86,17.929
112,472.42,18.082
112.5,472.91,18.125
113,473.43,18.593
113.5,473.94,18.644
114,474.45,18.845
114.5,474.99,19.329
115,475.51,19.256
115.5,476.01,19.177
116,476.54,19.215
116.5,477.04,19.645
117,477.58,19.753
117.5,478.1,19.924
118,478.62,19.934
118.5,479.14,20.054
119,479.7,20.096
119.5,480.17,20.223
120,480.71,20.483
120.5,481.23,20.46
121,481.79,20.6
121.5,482.28,20.699
122,482.81,20.835
122.5,483.35,21.015
123,483.84,21.171
123.5,484.37,21.105
124,484.92,21.348
124.5,485.39,21.416
125,485.94,20.979
125.5,486.49,21.203
126,487,21.044
126.5,487.54,21.5
127,488.03,21.84
127.5,488.6,21.732
128,489.07,21.813
128.5,489.64,21.672
129,490.12,21.915
129.5,490.7,21.694
130,491.19,21.775
130.5,491.71,22.021
131,492.23,22.185
131.5,492.76,22.324
132,493.28,22.44
132.5,493.82,22.274
133,494.31,22.294
133.5,494.84,22.201
134,495.36,22.59
134.5,495.91,22.769
135,496.46,22.665
135.5,496.97,22.453
136,497.47,22.968
136.5,498,22.805
137,498.53,22.904
137.5,499,22.994
138,499.54,23.147
138.5,500.06,23.316
139,500.6,23.483
139.5,501.13,23.459
140,501.63,23.608
140.5,502.21,23.942
141,502.7,24.358
141.5,503.25,24.262
142,503.74,24.594
142.5,504.3,24.398
143,504.78,24.759
143.5,505.33,24.794
144,505.85,24.594
144.5,506.37,24.821
145,506.9,25.034
145.5,507.4,25.198
146,507.95,25.316
146.5,508.5,25.417
147,509.02,25.467
147.5,509.53,25.499
148,510.07,26.191
148.5,510.61,25.886
149,511.13,26.523
149.5,511.66,26.301
150,512.13,26.753
