Time (s),Mass (g),HRR (kW/m2)
0,95.6,3.2
5,95.2,1.3
10,95.0,-3.2
15,94.9,117.5
20,94.4,201.6
25,93.6,215.7
30,93.2,182.3
35,92.5,163.1
40,92.2,150.5
45,91.7,140.5
50,91.3,137.7
55,90.9,128.4
60,90.5,124.3
65,90.0,122.7
70,89.7,118.6
75,89.3,116.6
80,89.0,116.0
85,88.6,111.2
90,88.2,114.2
95,87.8,109.2
100,87.5,106.3
105,87.2,104.8
110,86.9,106.6
115,86.5,103.9
120,86.2,103.0
125,85.9,98.4
130,85.5,99.8
135,85.3,97.1
140,84.9,97.6
145,84.6,96.0
150,84.3,93.1
155,84.0,98.5
160,83.7,98.0
165,83.4,96.2
170,83.1,96.0
175,82.8,93.7
180,82.5,91.3
185,82.2,90.4
190,81.9,92.1
195,81.6,90.7
200,81.4,91.5
205,81.0,88.1
210,80.8,86.8
215,80.5,84.3
220,80.2,86.4
225,80.0,85.3
230,79.6,86.7
235,79.4,87.7
240,79.1,86.8
245,78.8,86.6
250,78.4,87.0
255,78.3,85.9
260,77.9,87.2
265,77.7,87.7
270,77.4,87.2
275,77.1,85.1
280,76.8,86.1
285,76.6,85.0
290,76.3,85.4
295,76.0,86.5
300,75.7,87.7
305,75.4,83.9
310,75.1,84.7
315,74.8,83.3
320,74.6,85.3
325,74.3,86.6
330,74.1,82.5
335,73.7,82.3
340,73.5,86.2
345,73.2,84.3
350,73.0,82.8
355,72.7,82.3
360,72.4,81.0
365,72.1,81.9
370,71.9,82.8
375,71.6,82.7
380,71.3,82.2
385,71.0,83.1
390,70.7,80.9
395,70.4,81.4
400,70.2,81.5
405,69.9,79.6
410,69.6,80.9
415,69.4,79.7
420,69.1,77.7
425,68.8,78.0
430,68.6,79.0
435,68.3,83.7
440,68.0,80.4
445,67.7,83.4
450,67.5,77.5
455,67.2,80.1
460,66.9,79.5
465,66.7,79.0
470,66.4,78.7
475,66.1,80.0
480,65.9,81.7
485,65.6,82.6
490,65.4,81.0
495,65.1,77.2
500,64.9,78.7
505,64.6,80.0
510,64.4,81.3
515,64.1,82.9
520,63.8,83.5
525,63.5,85.0
530,63.3,83.9
535,63.0,80.8
540,62.8,81.5
545,62.5,81.2
550,62.2,83.0
555,61.9,82.1
560,61.6,81.7
565,61.4,82.0
570,61.2,82.3
575,60.9,81.1
580,60.6,81.1
585,60.3,83.6
590,60.1,84.1
595,59.8,82.8
600,59.6,82.3
605,59.3,80.4
610,59.1,79.3
615,58.8,80.9
620,58.5,82.4
625,58.2,81.9
630,58.0,83.8
635,57.8,82.9
640,57.5,84.5
645,57.3,83.4
650,57.0,82.7
655,56.8,84.2
660,56.4,83.7
665,56.1,86.2
670,55.9,86.4
675,55.7,85.0
680,55.4,84.8
685,55.1,85.8
690,54.9,87.2
695,54.6,86.1
700,54.3,87.7
705,54.0,86.8
710,53.8,87.3
715,53.5,87.5
720,53.2,88.5
725,52.9,87.0
730,52.7,84.4
735,52.4,88.6
740,52.2,88.1
745,51.9,87.7
750,51.6,91.8
755,51.4,91.5
760,51.0,91.4
765,50.8,92.2
770,50.5,95.7
775,50.3,91.9
780,49.9,92.1
785,49.7,92.8
790,49.4,93.2
795,49.1,98.5
800,48.8,101.2
805,48.6,98.6
810,48.2,98.1
815,48.0,96.4
820,47.7,98.3
825,47.4,95.6
830,47.1,99.1
835,46.8,100.8
840,46.5,99.5
845,46.2,102.5
850,45.8,99.2
855,45.6,99.6
860,45.3,102.7
865,45.0,103.5
870,44.6,104.6
875,44.4,105.7
880,44.0,108.7
885,43.7,109.3
890,43.3,107.5
895,43.0,108.4
900,42.7,109.0
905,42.3,107.4
910,42.0,109.8
915,41.7,112.4
920,41.3,110.4
925,40.9,112.5
930,40.7,115.0
935,40.2,113.1
940,39.9,116.1
945,39.5,115.5
950,39.2,116.5
955,38.8,118.8
960,38.4,121.8
965,38.1,122.0
970,37.7,121.3
975,37.3,124.5
980,36.9,126.0
985,36.6,130.1
990,36.1,132.3
995,35.8,128.6
1000,35.3,127.1
1005,35.0,128.9
1010,34.3,130.4
1015,34.2,127.9
1020,33.8,133.0
1025,33.4,127.6
1030,33.0,131.8
1035,32.5,133.9
1040,32.1,135.1
1045,31.7,131.6
1050,31.3,131.3
1055,30.9,132.7
1060,30.5,131.9
1065,30.0,134.0
1070,29.7,135.0
1075,29.2,133.1
1080,28.8,136.8
1085,28.4,134.0
1090,27.9,133.3
1095,27.6,134.4
1100,27.2,134.6
1105,26.8,131.2
1110,26.3,132.2
1115,26.0,130.2
1120,25.6,126.6
1125,25.2,126.7
1130,24.8,127.2
1135,24.3,124.7
1140,24.0,120.9
1145,23.6,123.8
1150,23.3,123.9
1155,22.8,118.9
1160,22.6,121.5
