Time (s),Temperature (K),Mass (mg)
0,383,5.11
12,383.5,5.111
14,384,5.112
16,384.5,5.112
18,385,5.113
20,385.5,5.113
21,386,5.113
23,386.5,5.113
25,387,5.114
27,387.5,5.114
28,388,5.114
30,388.5,5.114
32,389,5.114
34,389.5,5.114
35,390,5.114
37,390.5,5.114
39,391,5.114
40,391.5,5.114
42,392,5.114
44,392.5,5.114
45,393,5.114
47,393.5,5.114
48,394,5.113
50,394.5,5.113
52,395,5.113
53,395.5,5.113
55,396,5.113
56,396.5,5.113
58,397,5.113
59,397.5,5.113
61,398,5.113
62,398.5,5.113
64,399,5.113
66,399.5,5.113
67,400,5.113
69,400.5,5.113
70,401,5.113
72,401.5,5.113
73,402,5.113
75,402.5,5.113
76,403,5.113
78,403.5,5.113
79,404,5.113
81,404.5,5.113
82,405,5.113
84,405.5,5.113
85,406,5.113
87,406.5,5.113
88,407,5.112
90,407.5,5.112
91,408,5.112
93,408.5,5.112
94,409,5.112
96,409.5,5.112
97,410,5.112
99,410.5,5.112
100,411,5.112
102,411.5,5.112
103,412,5.112
105,412.5,5.112
106,413,5.112
108,413.5,5.112
109,414,5.111
111,414.5,5.111
112,415,5.111
114,415.5,5.111
115,416,5.111
117,416.5,5.111
118,417,5.111
120,417.5,5.111
121,418,5.111
123,418.5,5.111
124,419,5.111
126,419.5,5.111
127,420,5.11
129,420.5,5.11
130,421,5.11
131,421.5,5.11
133,422,5.11
134,422.5,5.11
136,423,5.11
137,423.5,5.11
139,424,5.11
140,424.5,5.11
142,425,5.109
143,425.5,5.109
145,426,5.109
146,426.5,5.109
148,427,5.109
149,427.5,5.109
151,428,5.109
152,428.5,5.109
154,429,5.109
155,429.5,5.108
157,430,5.108
158,430.5,5.108
160,431,5.108
161,431.5,5.108
163,432,5.108
164,432.5,5.107
166,433,5.107
167,433.5,5.107
169,434,5.107
170,434.5,5.107
172,435,5.107
173,435.5,5.106
175,436,5.106
176,436.5,5.106
178,437,5.106
179,437.5,5.106
181,438,5.105
182,438.5,5.105
184,439,5.105
185,439.5,5.105
186,440,5.105
188,440.5,5.105
189,441,5.104
191,441.5,5.104
192,442,5.104
194,442.5,5.104
195,443,5.103
197,443.5,5.103
198,444,5.103
200,444.5,5.102
201,445,5.102
203,445.5,5.102
204,446,5.102
206,446.5,5.101
207,447,5.101
209,447.5,5.101
210,448,5.1
212,448.5,5.1
213,449,5.1
215,449.5,5.099
216,450,5.099
218,450.5,5.099
219,451,5.098
221,451.5,5.098
222,452,5.098
224,452.5,5.097
225,453,5.097
227,453.5,5.097
228,454,5.097
230,454.5,5.096
231,455,5.096
233,455.5,5.095
234,456,5.095
236,456.5,5.094
237,457,5.094
239,457.5,5.093
240,458,5.093
242,458.5,5.092
243,459,5.092
245,459.5,5.091
246,460,5.091
248,460.5,5.09
249,461,5.09
250,461.5,5.09
252,462,5.089
253,462.5,5.088
255,463,5.088
256,463.5,5.087
258,464,5.087
259,464.5,5.086
261,465,5.086
262,465.5,5.085
264,466,5.084
265,466.5,5.084
267,467,5.083
268,467.5,5.083
270,468,5.082
271,468.5,5.081
273,469,5.08
274,469.5,5.08
276,470,5.079
277,470.5,5.078
279,471,5.077
280,471.5,5.077
282,472,5.076
283,472.5,5.075
285,473,5.074
286,473.5,5.074
288,474,5.073
289,474.5,5.072
291,475,5.071
292,475.5,5.07
294,476,5.069
295,476.5,5.069
297,477,5.067
298,477.5,5.067
300,478,5.065
301,478.5,5.065
303,479,5.064
304,479.5,5.063
306,480,5.061
307,480.5,5.061
309,481,5.059
310,481.5,5.059
311,482,5.058
313,482.5,5.056
314,483,5.056
316,483.5,5.054
317,484,5.053
319,484.5,5.052
320,485,5.051
322,485.5,5.05
323,486,5.049
325,486.5,5.047
326,487,5.046
328,487.5,5.045
329,488,5.044
331,488.5,5.042
332,489,5.041
334,489.5,5.04
335,490,5.039
337,490.5,5.037
338,491,5.036
340,491.5,5.034
341,492,5.033
343,492.5,5.031
344,493,5.03
346,493.5,5.028
347,494,5.027
349,494.5,5.025
350,495,5.024
352,495.5,5.022
353,496,5.021
355,496.5,5.019
356,497,5.018
358,497.5,5.016
359,498,5.015
361,498.5,5.013
362,499,5.012
364,499.5,5.009
365,500,5.008
367,500.5,5.006
368,501,5.005
369,501.5,5.004
371,502,5.002
372,502.5,5
374,503,4.998
375,503.5,4.997
377,504,4.995
378,504.5,4.993
380,505,4.991
381,505.5,4.99
383,506,4.987
384,506.5,4.986
386,507,4.984
387,507.5,4.982
389,508,4.98
390,508.5,4.978
392,509,4.976
393,509.5,4.975
395,510,4.972
396,510.5,4.971
398,511,4.968
399,511.5,4.967
401,512,4.964
402,512.5,4.962
404,513,4.96
405,513.5,4.958
407,514,4.956
408,514.5,4.954
410,515,4.951
411,515.5,4.95
413,516,4.947
414,516.5,4.946
416,517,4.943
417,517.5,4.941
419,518,4.938
420,518.5,4.937
422,519,4.934
423,519.5,4.932
425,520,4.929
426,520.5,4.928
428,521,4.924
429,521.5,4.923
431,522,4.92
432,522.5,4.918
434,523,4.915
435,523.5,4.913
436,524,4.911
438,524.5,4.908
439,525,4.906
441,525.5,4.903
442,526,4.901
444,526.5,4.898
445,527,4.896
447,527.5,4.892
448,528,4.89
450,528.5,4.886
451,529,4.884
453,529.5,4.88
454,530,4.879
456,530.5,4.875
457,531,4.873
459,531.5,4.869
460,532,4.867
462,532.5,4.862
463,533,4.86
465,533.5,4.856
466,534,4.854
468,534.5,4.849
469,535,4.847
471,535.5,4.843
472,536,4.84
474,536.5,4.836
475,537,4.833
477,537.5,4.828
478,538,4.826
480,538.5,4.821
481,539,4.819
483,539.5,4.814
484,540,4.811
486,540.5,4.806
487,541,4.803
489,541.5,4.798
490,542,4.795
492,542.5,4.79
493,543,4.787
495,543.5,4.781
496,544,4.778
498,544.5,4.772
499,545,4.77
500,545.5,4.767
502,546,4.76
503,546.5,4.757
505,547,4.751
506,547.5,4.748
508,548,4.742
509,548.5,4.739
511,549,4.732
512,549.5,4.729
514,550,4.723
515,550.5,4.72
517,551,4.713
518,551.5,4.71
520,552,4.703
521,552.5,4.7
523,553,4.693
524,553.5,4.69
526,554,4.683
527,554.5,4.68
529,555,4.673
530,555.5,4.669
532,556,4.662
533,556.5,4.658
535,557,4.651
536,557.5,4.648
538,558,4.64
539,558.5,4.636
541,559,4.629
542,559.5,4.625
544,560,4.617
545,560.5,4.614
547,561,4.606
548,561.5,4.602
550,562,4.594
551,562.5,4.59
553,563,4.582
554,563.5,4.578
556,564,4.57
557,564.5,4.566
559,565,4.558
560,565.5,4.554
561,566,4.55
563,566.5,4.542
565,567,4.533
566,567.5,4.529
567,568,4.525
569,568.5,4.517
570,569,4.512
572,569.5,4.504
573,570,4.5
575,570.5,4.491
576,571,4.487
578,571.5,4.478
579,572,4.474
581,572.5,4.465
582,573,4.46
584,573.5,4.451
585,574,4.447
587,574.5,4.438
588,575,4.434
590,575.5,4.425
591,576,4.42
593,576.5,4.411
594,577,4.407
596,577.5,4.397
597,578,4.393
599,578.5,4.383
600,579,4.379
602,579.5,4.369
603,580,4.365
605,580.5,4.355
606,581,4.35
608,581.5,4.341
609,582,4.336
611,582.5,4.327
612,583,4.322
614,583.5,4.312
615,584,4.307
617,584.5,4.298
618,585,4.293
620,585.5,4.283
621,586,4.278
623,586.5,4.269
624,587,4.264
626,587.5,4.254
627,588,4.249
628,588.5,4.244
630,589,4.234
631,589.5,4.229
633,590,4.219
634,590.5,4.214
636,591,4.204
637,591.5,4.199
639,592,4.189
640,592.5,4.184
642,593,4.174
643,593.5,4.168
645,594,4.158
646,594.5,4.153
648,595,4.143
649,595.5,4.137
651,596,4.127
652,596.5,4.122
654,597,4.111
655,597.5,4.106
657,598,4.095
658,598.5,4.089
660,599,4.079
661,599.5,4.073
663,600,4.062
664,600.5,4.056
666,601,4.045
667,601.5,4.039
669,602,4.028
670,602.5,4.022
672,603,4.011
673,603.5,4.005
675,604,3.993
676,604.5,3.987
678,605,3.976
679,605.5,3.97
681,606,3.958
682,606.5,3.952
684,607,3.939
685,607.5,3.933
687,608,3.921
688,608.5,3.915
690,609,3.902
691,609.5,3.896
693,610,3.883
694,610.5,3.876
695,611,3.87
697,611.5,3.857
698,612,3.85
700,612.5,3.837
701,613,3.83
703,613.5,3.817
704,614,3.81
706,614.5,3.796
707,615,3.79
709,615.5,3.776
710,616,3.769
712,616.5,3.754
713,617,3.747
715,617.5,3.733
716,618,3.725
718,618.5,3.711
719,619,3.703
721,619.5,3.688
722,620,3.681
724,620.5,3.665
725,621,3.658
727,621.5,3.642
728,622,3.634
730,622.5,3.619
731,623,3.611
733,623.5,3.595
734,624,3.587
736,624.5,3.571
737,625,3.563
739,625.5,3.546
740,626,3.538
742,626.5,3.521
743,627,3.513
745,627.5,3.496
746,628,3.488
748,628.5,3.471
749,629,3.462
751,629.5,3.445
752,630,3.436
754,630.5,3.419
755,631,3.41
757,631.5,3.392
758,632,3.383
759,632.5,3.374
761,633,3.356
762,633.5,3.347
764,634,3.328
765,634.5,3.319
767,635,3.3
768,635.5,3.291
