Time (s),Temperature (K),HRR (W/g)
0,418.91,0
0.5,419.33,0.146
1,419.78,-0.146
1.5,420.21,0.474
2,420.61,0.561
2.5,421.02,0.529
3,421.45,0.209
3.5,421.9,0.544
4,422.33,0.77
4.5,422.76,0.899
5,423.22,1.141
5.5,423.66,1.499
6,424.06,1.425
6.5,424.52,1.352
7,424.99,1.327
7.5,425.41,1.3
8,425.9,1.707
8.5,426.31,1.602
9,426.75,1.946
9.5,427.23,1.8
10,427.66,1.752
10.5,428.12,1.74
11,428.57,2.067
11.5,429.02,1.863
12,429.5,1.729
12.5,429.95,2.071
13,430.4,1.904
13.5,430.86,2.192
14,431.32,1.891
14.5,431.77,2.338
15,432.24,2.169
15.5,432.66,2.157
16,433.14,2.177
16.5,433.62,2.754
17,434.04,2.497
17.5,434.51,2.692
18,434.96,2.492
18.5,435.43,2.56
19,435.9,2.645
19.5,436.41,2.942
20,436.89,2.955
20.5,437.36,3.067
21,437.82,3.104
21.5,438.29,3.011
22,438.76,2.77
22.5,439.24,2.87
23,439.73,2.88
23.5,440.2,3.202
24,440.65,3.403
24.5,441.17,3.44
25,441.62,2.967
25.5,442.11,3.009
26,442.61,3.556
26.5,443.08,3.813
27,443.55,3.692
27.5,444.07,3.781
28,444.54,3.572
28.5,445.03,3.628
29,445.55,3.715
29.5,446.04,3.902
30,446.54,4.114
30.5,447.04,4.341
31,447.48,4.252
31.5,447.99,4.088
32,448.49,4.433
32.5,448.95,4.219
33,449.42,4.446
33.5,449.96,4.593
34,450.4,4.716
34.5,450.96,4.948
35,451.45,4.946
35.5,452.01,5.081
36,452.46,5.113
36.5,452.96,5.288
37,453.44,5.412
37.5,453.96,5.935
38,454.42,5.814
38.5,454.98,6.087
39,455.45,5.787
39.5,455.95,6.055
40,456.44,6.258
40.5,456.95,6.363
41,457.43,6.388
41.5,458.01,6.538
42,458.49,6.691
42.5,459.01,7.109
43,459.49,7.191
43.5,460,7.109
44,460.52,7.402
44.5,461.03,7.435
45,461.5,7.6
45.5,462,7.947
46,462.55,8.192
46.5,463.07,8.373
47,463.59,8.526
47.5,464.11,8.578
48,464.61,8.768
48.5,465.14,8.768
49,465.71,9.131
49.5,466.2,9.512
50,466.73,9.7
50.5,467.17,9.52
51,467.75,9.777
51.5,468.26,10.421
52,468.79,10.095
52.5,469.31,10.743
53,469.8,10.628
53.5,470.36,10.944
54,470.9,11.298
54.5,471.39,11.465
55,471.93,11.502
55.5,472.44,11.85
56,472.94,11.961
56.5,473.45,12.227
57,473.99,12.505
57.5,474.51,12.756
58,475,12.994
58.5,475.53,12.967
59,476.09,13.607
59.5,476.58,13.47
60,477.05,13.637
60.5,477.61,13.737
61,478.12,13.976
61.5,478.7,14.451
62,479.2,14.546
62.5,479.73,14.873
63,480.26,14.953
63.5,480.79,15.362
64,481.29,15.399
64.5,481.85,15.663
65,482.28,15.617
65.5,482.87,15.884
66,483.38,16.465
66.5,483.91,16.375
67,484.47,16.734
67.5,485,17.001
68,485.48,17.301
68.5,486.02,17.441
69,486.53,17.496
69.5,487.09,17.615
70,487.63,17.677
70.5,488.14,18.161
71,488.66,18.475
71.5,489.19,18.596
72,489.71,18.629
72.5,490.26,18.67
73,490.75,18.799
73.5,491.28,18.971
74,491.82,19.488
74.5,492.38,19.423
75,492.89,19.968
75.5,493.4,20.123
76,493.93,20.057
76.5,494.47,20.032
77,494.97,20.376
77.5,495.53,20.576
78,496.05,20.637
78.5,496.61,20.893
79,497.1,20.827
79.5,497.65,21.028
80,498.16,21.021
80.5,498.63,21.639
81,499.18,21.424
81.5,499.72,21.535
82,500.23,22.043
82.5,500.77,22.157
83,501.31,22.14
83.5,501.81,22.087
84,502.32,22.264
84.5,502.83,22.789
85,503.39,22.792
85.5,503.9,22.936
86,504.45,22.801
86.5,504.96,22.748
87,505.47,23.299
87.5,506.07,23.337
88,506.49,23.55
88.5,507.05,23.741
89,507.6,24.084
89.5,508.04,23.833
90,508.63,24.153
90.5,509.15,24.124
91,509.67,24.062
91.5,510.23,24.236
92,510.76,24.686
92.5,511.26,24.682
93,511.78,24.896
93.5,512.28,24.754
94,512.84,24.952
94.5,513.35,24.985
95,513.87,24.995
95.5,514.38,25.477
96,514.92,25.394
96.5,515.42,25.877
97,515.97,25.886
97.5,516.49,25.98
98,516.97,26.106
98.5,517.51,26.105
99,518.05,26.602
99.5,518.49,26.523
100,519.06,26.681
100.5,519.56,26.797
101,520.09,27.041
101.5,520.57,27.188
102,521.08,26.752
102.5,521.61,27.441
103,522.15,27.649
103.5,522.65,27.785
104,523.17,28.022
104.5,523.73,28.337
105,524.2,28.678
105.5,524.72,28.845
106,525.24,29.07
106.5,525.72,29.507
107,526.24,29.572
107.5,526.76,29.572
108,527.25,30.076
108.5,527.79,30.36
109,528.32,30.345
109.5,528.84,30.692
110,529.35,30.925
110.5,529.88,31.132
111,530.38,31.379
111.5,530.9,31.654
112,531.38,32.1
112.5,531.94,32.414
113,532.42,32.627
113.5,532.94,32.794
114,533.49,33.228
114.5,533.93,33.393
115,534.49,33.802
115.5,534.98,34.285
116,535.52,34.67
116.5,536.02,34.861
117,536.49,34.995
117.5,537.05,35.093
118,537.56,35.368
118.5,538.07,35.717
119,538.56,36.024
119.5,539.03,36.277
120,539.52,36.825
120.5,540.1,37.437
121,540.6,37.367
121.5,541.1,37.737
122,541.61,38.474
122.5,542.09,38.443
123,542.58,38.947
123.5,543.12,39.483
124,543.61,39.419
124.5,544.13,40.107
125,544.63,40.134
125.5,545.09,40.415
126,545.65,40.789
126.5,546.18,40.693
127,546.62,41.287
127.5,547.16,41.912
128,547.61,42.336
128.5,548.2,42.495
129,548.67,42.742
129.5,549.19,43.144
130,549.64,43.349
130.5,550.17,43.822
131,550.73,44.068
131.5,551.19,44.568
132,551.74,44.785
132.5,552.19,45.285
133,552.76,45.634
133.5,553.17,45.977
134,553.76,46.343
134.5,554.22,46.757
135,554.74,47.405
135.5,555.21,47.415
136,555.71,47.816
136.5,556.25,47.934
137,556.73,48.305
