Time (s),Sample Temperature (K),Weight (mg)
1359,832.72,0.920
1360,833.05,0.920
1361,833.38,0.920
1362,833.72,0.919
1363,834.05,0.919
1364,834.38,0.918
1365,834.72,0.918
1366,835.05,0.918
1367,835.38,0.917
1368,835.72,0.917
1369,836.05,0.916
1370,836.38,0.916
1371,836.72,0.916
1372,837.05,0.915
1373,837.38,0.915
1374,837.71,0.915
1375,838.05,0.914
1376,838.39,0.914
1377,838.72,0.914
1378,839.05,0.913
1379,839.38,0.913
1380,839.71,0.912
1381,840.05,0.912
1382,840.38,0.912
1383,840.72,0.911
1384,841.05,0.911
1385,841.38,0.911
1386,841.72,0.910
1387,842.05,0.910
1388,842.39,0.910
1389,842.72,0.909
1390,843.05,0.909
1391,843.38,0.909
1392,843.71,0.908
1393,844.05,0.908
1394,844.38,0.908
1395,844.71,0.907
1396,845.05,0.907
1397,845.38,0.907
1398,845.72,0.906
1399,846.06,0.906
1400,846.38,0.906
1401,846.71,0.905
1402,847.05,0.905
1403,847.38,0.905
1404,847.72,0.904
1405,848.05,0.904
1406,848.38,0.904
1407,848.71,0.903
1408,849.05,0.903
1409,849.38,0.903
1410,849.72,0.902
1411,850.05,0.902
1412,850.39,0.901
1413,850.72,0.901
1414,851.05,0.901
1415,851.38,0.900
1416,851.72,0.900
1417,852.05,0.900
1418,852.38,0.899
1419,852.72,0.899
1420,853.06,0.899
1421,853.39,0.898
1422,853.72,0.898
1423,854.05,0.898
1424,854.38,0.897
1425,854.71,0.897
1426,855.06,0.897
1427,855.38,0.896
1428,855.72,0.896
1429,856.05,0.896
1430,856.38,0.895
1431,856.72,0.895
1432,857.05,0.895
1433,857.39,0.895
1434,857.72,0.894
1435,858.05,0.894
1436,858.38,0.894
1437,858.72,0.893
1438,859.06,0.893
1439,859.39,0.893
1440,859.71,0.892
1441,860.05,0.892
1442,860.39,0.892
1443,860.72,0.891
1444,861.05,0.891
1445,861.38,0.891
1446,861.71,0.890
1447,862.05,0.890
1448,862.39,0.890
1449,862.72,0.889
1450,863.06,0.889
1451,863.39,0.889
1452,863.72,0.888
1453,864.05,0.888
1454,864.38,0.888
1455,864.72,0.887
1456,865.06,0.887
1457,865.38,0.887
1458,865.72,0.887
1459,866.06,0.886
1460,866.38,0.886
1461,866.72,0.886
1462,867.06,0.885
1463,867.39,0.885
1464,867.72,0.885
1465,868.06,0.884
1466,868.39,0.884
1467,868.72,0.884
1468,869.05,0.883
1469,869.39,0.883
1470,869.73,0.883
1471,870.05,0.883
1472,870.39,0.882
1473,870.73,0.882
1474,871.06,0.882
1475,871.39,0.881
1476,871.72,0.881
1477,872.05,0.881
1478,872.38,0.880
1479,872.72,0.880
1480,873.05,0.880
1481,873.39,0.879
1482,873.72,0.879
1483,874.06,0.879
1484,874.39,0.879
1485,874.72,0.878
1486,875.06,0.878
1487,875.39,0.878
1488,875.72,0.877
1489,876.05,0.877
1490,876.39,0.877
1491,876.72,0.876
1492,877.06,0.876
1493,877.39,0.876
1494,877.72,0.876
1495,878.05,0.875
1496,878.39,0.875
1497,878.73,0.875
1498,879.06,0.874
1499,879.39,0.874
1500,879.72,0.874
1501,880.06,0.873
1502,880.39,0.873
1503,880.72,0.873
1504,881.05,0.872
1505,881.39,0.872
1506,881.72,0.872
1507,882.05,0.872
1508,882.39,0.871
1509,882.72,0.871
1510,883.06,0.871
1511,883.39,0.871
1512,883.72,0.870
1513,884.06,0.870
1514,884.39,0.870
1515,884.72,0.869
1516,885.06,0.869
1517,885.40,0.869
1518,885.73,0.868
1519,886.06,0.868
1520,886.39,0.868
1521,886.72,0.868
1522,887.06,0.867
1523,887.39,0.867
1524,887.72,0.867
1525,888.05,0.866
1526,888.40,0.866
1527,888.73,0.866
1528,889.06,0.866
1529,889.39,0.865
1530,889.72,0.865
1531,890.06,0.865
1532,890.39,0.865
1533,890.72,0.864
1534,891.06,0.864
1535,891.39,0.864
1536,891.72,0.863
1537,892.06,0.863
1538,892.39,0.863
1539,892.72,0.863
1540,893.06,0.862
1541,893.39,0.862
1542,893.73,0.862
1543,894.06,0.862
1544,894.39,0.861
1545,894.73,0.861
1546,895.06,0.861
1547,895.39,0.860
1548,895.72,0.860
1549,896.06,0.860
1550,896.39,0.860
1551,896.73,0.859
1552,897.06,0.859
1553,897.39,0.859
1554,897.72,0.859
1555,898.06,0.858
1556,898.40,0.858
1557,898.73,0.858
1558,899.06,0.858
1559,899.39,0.857
1560,899.72,0.857
1561,900.06,0.857
1562,900.40,0.857
1563,900.72,0.856
1564,901.06,0.856
1565,901.40,0.856
1566,901.73,0.856
1567,902.06,0.855
1568,902.39,0.855
1569,902.72,0.855
1570,903.06,0.855
1571,903.39,0.854
1572,903.73,0.854
1573,904.06,0.854
1574,904.40,0.854
1575,904.73,0.853
1576,905.07,0.853
1577,905.40,0.853
1578,905.73,0.852
1579,906.06,0.852
1580,906.39,0.852
1581,906.73,0.852
1582,907.07,0.851
1583,907.39,0.851
1584,907.72,0.851
1585,908.06,0.851
1586,908.40,0.850
1587,908.73,0.850
1588,909.07,0.850
1589,909.40,0.849
1590,909.72,0.849
1591,910.06,0.849
1592,910.40,0.849
1593,910.73,0.848
1594,911.06,0.848
1595,911.40,0.848
1596,911.74,0.847
1597,912.06,0.847
1598,912.39,0.847
1599,912.72,0.847
1600,913.06,0.846
1601,913.40,0.846
1602,913.73,0.846
1603,914.07,0.845
1604,914.40,0.845
1605,914.73,0.845
1606,915.06,0.845
1607,915.39,0.844
1608,915.72,0.844
1609,916.06,0.844
1610,916.40,0.843
1611,916.73,0.843
1612,917.06,0.843
1613,917.40,0.843
1614,917.73,0.842
1615,918.07,0.842
1616,918.40,0.842
1617,918.73,0.841
1618,919.06,0.841
1619,919.40,0.841
1620,919.73,0.841
1621,920.06,0.840
1622,920.40,0.840
1623,920.73,0.840
1624,921.06,0.840
1625,921.40,0.839
1626,921.73,0.839
1627,922.06,0.839
1628,922.39,0.838
1629,922.73,0.838
1630,923.06,0.838
1631,923.39,0.838
1632,923.73,0.837
1633,924.06,0.837
1634,924.39,0.837
1635,924.73,0.837
1636,925.06,0.836
1637,925.40,0.836
1638,925.73,0.836
1639,926.06,0.836
1640,926.40,0.835
1641,926.73,0.835
1642,927.07,0.835
1643,927.40,0.835
1644,927.74,0.834
1645,928.06,0.834
1646,928.39,0.834
1647,928.74,0.833
1648,929.07,0.833
1649,929.39,0.833
1650,929.73,0.833
1651,930.07,0.832
1652,930.40,0.832
1653,930.73,0.832
1654,931.07,0.832
1655,931.40,0.831
1656,931.73,0.831
1657,932.06,0.831
1658,932.40,0.831
1659,932.73,0.830
1660,933.06,0.830
1661,933.40,0.830
1662,933.73,0.830
1663,934.07,0.829
1664,934.40,0.829
1665,934.73,0.829
1666,935.06,0.829
1667,935.40,0.829
1668,935.73,0.828
1669,936.06,0.828
1670,936.40,0.828
1671,936.74,0.828
1672,937.06,0.827
1673,937.39,0.827
1674,937.73,0.827
1675,938.06,0.827
1676,938.40,0.826
1677,938.73,0.826
1678,939.07,0.826
1679,939.40,0.826
1680,939.73,0.826
1681,940.07,0.825
1682,940.40,0.825
1683,940.73,0.825
1684,941.06,0.825
1685,941.40,0.824
1686,941.73,0.824
1687,942.06,0.824
1688,942.40,0.824
1689,942.73,0.823
1690,943.06,0.823
1691,943.39,0.823
1692,943.73,0.823
1693,944.06,0.822
1694,944.40,0.822
1695,944.73,0.822
1696,945.07,0.822
1697,945.40,0.821
1698,945.73,0.821
1699,946.06,0.821
1700,946.40,0.821
1701,946.73,0.820
1702,947.07,0.820
1703,947.40,0.820
1704,947.73,0.820
1705,948.07,0.819
1706,948.40,0.819
1707,948.73,0.819
1708,949.06,0.819
1709,949.40,0.818
1710,949.74,0.818
1711,950.07,0.818
1712,950.40,0.818
1713,950.73,0.817
1714,951.07,0.817
1715,951.40,0.817
1716,951.73,0.817
1717,952.06,0.816
1718,952.40,0.816
1719,952.73,0.816
1720,953.07,0.816
1721,953.40,0.815
1722,953.73,0.815
1723,954.07,0.815
1724,954.40,0.815
1725,954.74,0.814
1726,955.07,0.814
1727,955.40,0.814
1728,955.73,0.814
1729,956.07,0.813
1730,956.40,0.813
1731,956.73,0.813
1732,957.07,0.813
1733,957.40,0.812
1734,957.73,0.812
1735,958.06,0.812
1736,958.40,0.812
1737,958.73,0.811
1738,959.07,0.811
1739,959.40,0.811
1740,959.74,0.811
1741,960.07,0.810
1742,960.40,0.810
1743,960.74,0.810
1744,961.07,0.810
1745,961.40,0.809
1746,961.73,0.809
1747,962.07,0.809
1748,962.40,0.809
1749,962.73,0.809
1750,963.07,0.808
1751,963.40,0.808
1752,963.73,0.808
1753,964.06,0.808
1754,964.40,0.807
1755,964.73,0.807
1756,965.06,0.807
1757,965.40,0.807
1758,965.74,0.807
1759,966.06,0.806
1760,966.39,0.806
1761,966.74,0.806
1762,967.07,0.806
1763,967.40,0.806
1764,967.73,0.805
1765,968.07,0.805
1766,968.40,0.805
1767,968.73,0.805
1768,969.07,0.805
1769,969.41,0.804
1770,969.74,0.804
1771,970.07,0.804
1772,970.40,0.804
1773,970.74,0.804
1774,971.07,0.804
1775,971.40,0.803
1776,971.73,0.803
1777,972.07,0.803
1778,972.40,0.803
1779,972.73,0.803
1780,973.06,0.802
1781,973.40,0.802
1782,973.74,0.802
1783,974.06,0.802
1784,974.40,0.802
1785,974.73,0.801
1786,975.07,0.801
1787,975.40,0.801
1788,975.73,0.801
1789,976.07,0.801
1790,976.40,0.800
1791,976.73,0.800
1792,977.07,0.800
1793,977.40,0.800
1794,977.73,0.800
1795,978.06,0.799
1796,978.40,0.799
1797,978.74,0.799
1798,979.07,0.799
1799,979.40,0.799
1800,979.73,0.799
1801,980.07,0.798
1802,980.40,0.798
1803,980.74,0.798
1804,981.06,0.798
1805,981.40,0.798
1806,981.74,0.797
1807,982.07,0.797
1808,982.40,0.797
1809,982.74,0.797
1810,983.07,0.797
1811,983.40,0.797
1812,983.73,0.796
1813,984.07,0.796
1814,984.40,0.796
1815,984.73,0.796
1816,985.07,0.796
1817,985.40,0.796
1818,985.73,0.795
1819,986.06,0.795
1820,986.40,0.795
1821,986.73,0.795
1822,987.07,0.795
1823,987.40,0.795
1824,987.73,0.794
1825,988.07,0.794
1826,988.41,0.794
1827,988.74,0.794
1828,989.07,0.794
1829,989.40,0.794
1830,989.73,0.793
1831,990.07,0.793
1832,990.40,0.793
1833,990.73,0.793
1834,991.06,0.793
1835,991.40,0.793
1836,991.74,0.792
1837,992.06,0.792
1838,992.40,0.792
1839,992.74,0.792
1840,993.07,0.792
1841,993.40,0.792
1842,993.73,0.792
1843,994.07,0.791
1844,994.40,0.791
1845,994.73,0.791
1846,995.07,0.791
1847,995.40,0.791
1848,995.74,0.791
1849,996.07,0.791
1850,996.40,0.790
1851,996.74,0.790
1852,997.07,0.790
1853,997.40,0.790
1854,997.73,0.790
1855,998.07,0.790
1856,998.40,0.790
1857,998.73,0.789
1858,999.07,0.789
1859,999.41,0.789
1860,999.74,0.789
1861,1000.07,0.789
1862,1000.40,0.789
1863,1000.74,0.789
1864,1001.07,0.789
1865,1001.40,0.788
1866,1001.73,0.788
1867,1002.07,0.788
1868,1002.40,0.788
1869,1002.73,0.788
1870,1003.07,0.788
1871,1003.40,0.788
1872,1003.73,0.788
1873,1004.07,0.787
1874,1004.41,0.787
1875,1004.73,0.787
1876,1005.06,0.787
1877,1005.40,0.787
1878,1005.73,0.787
1879,1006.07,0.787
1880,1006.40,0.786
1881,1006.73,0.786
1882,1007.07,0.786
1883,1007.41,0.786
1884,1007.74,0.786
1885,1008.06,0.786
1886,1008.40,0.786
1887,1008.73,0.785
1888,1009.07,0.785
1889,1009.41,0.785
1890,1009.73,0.785
1891,1010.06,0.785
1892,1010.39,0.785
1893,1010.74,0.784
1894,1011.07,0.784
1895,1011.40,0.784
1896,1011.74,0.784
1897,1012.07,0.784
1898,1012.40,0.783
1899,1012.73,0.783
1900,1013.07,0.783
1901,1013.40,0.783
1902,1013.73,0.783
1903,1014.07,0.783
1904,1014.40,0.782
1905,1014.74,0.782
1906,1015.06,0.782
1907,1015.40,0.782
1908,1015.74,0.782
1909,1016.07,0.781
1910,1016.40,0.781
1911,1016.74,0.781
1912,1017.07,0.781
1913,1017.40,0.781
1914,1017.74,0.780
1915,1018.07,0.780
1916,1018.40,0.780
1917,1018.73,0.780
1918,1019.07,0.780
1919,1019.40,0.780
1920,1019.73,0.779
1921,1020.06,0.779
1922,1020.40,0.779
1923,1020.73,0.779
1924,1021.06,0.779
1925,1021.40,0.779
1926,1021.74,0.779
1927,1022.06,0.778
1928,1022.40,0.778
1929,1022.74,0.778
1930,1023.07,0.778
1931,1023.40,0.778
1932,1023.73,0.778
1933,1024.07,0.777
1934,1024.40,0.777
1935,1024.73,0.777
1936,1025.06,0.777
1937,1025.40,0.777
1938,1025.73,0.777
1939,1026.07,0.777
1940,1026.40,0.776
1941,1026.74,0.776
1942,1027.06,0.776
1943,1027.40,0.776
1944,1027.73,0.776
1945,1028.07,0.776
1946,1028.40,0.775
1947,1028.74,0.775
1948,1029.06,0.775
1949,1029.40,0.775
1950,1029.74,0.775
1951,1030.07,0.775
1952,1030.40,0.775
1953,1030.73,0.774
1954,1031.06,0.774
1955,1031.41,0.774
1956,1031.73,0.774
1957,1032.06,0.774
1958,1032.40,0.774
1959,1032.73,0.774
1960,1033.07,0.774
1961,1033.40,0.773
1962,1033.74,0.773
1963,1034.07,0.773
1964,1034.40,0.773
1965,1034.74,0.773
1966,1035.07,0.773
1967,1035.40,0.773
1968,1035.73,0.772
1969,1036.07,0.772
1970,1036.40,0.772
1971,1036.74,0.772
1972,1037.07,0.772
1973,1037.40,0.772
1974,1037.73,0.772
1975,1038.07,0.772
1976,1038.41,0.771
1977,1038.73,0.771
1978,1039.07,0.771
1979,1039.40,0.771
1980,1039.74,0.771
1981,1040.07,0.771
1982,1040.40,0.771
1983,1040.73,0.770
1984,1041.06,0.770
1985,1041.40,0.770
1986,1041.73,0.770
1987,1042.06,0.770
1988,1042.40,0.770
1989,1042.73,0.770
1990,1043.06,0.770
1991,1043.40,0.769
1992,1043.73,0.769
1993,1044.06,0.769
1994,1044.40,0.769
1995,1044.74,0.769
1996,1045.06,0.769
1997,1045.40,0.769
1998,1045.73,0.769
1999,1046.06,0.769
2000,1046.40,0.768
2001,1046.74,0.768
2002,1047.06,0.768
2003,1047.39,0.768
2004,1047.73,0.768
2005,1048.06,0.768
2006,1048.40,0.768
2007,1048.73,0.768
2008,1049.06,0.767
2009,1049.40,0.767
2010,1049.74,0.767
2011,1050.07,0.767
2012,1050.39,0.767
2013,1050.73,0.767
2014,1051.07,0.767
2015,1051.39,0.766
2016,1051.73,0.766
2017,1052.06,0.766
2018,1052.40,0.766
2019,1052.73,0.766
2020,1053.07,0.766
2021,1053.40,0.766
2022,1053.73,0.765
2023,1054.07,0.765
2024,1054.40,0.765
2025,1054.74,0.765
2026,1055.06,0.765
2027,1055.40,0.765
2028,1055.73,0.765
2029,1056.07,0.765
2030,1056.40,0.764
2031,1056.74,0.764
2032,1057.07,0.764
2033,1057.40,0.764
2034,1057.72,0.764
2035,1058.07,0.764
2036,1058.40,0.764
2037,1058.73,0.763
2038,1059.06,0.763
2039,1059.39,0.763
2040,1059.74,0.763
2041,1060.06,0.763
2042,1060.39,0.763
2043,1060.73,0.763
2044,1061.07,0.762
2045,1061.41,0.762
2046,1061.74,0.762
2047,1062.06,0.762
2048,1062.39,0.762
2049,1062.74,0.762
2050,1063.06,0.762
2051,1063.40,0.761
2052,1063.73,0.761
2053,1064.06,0.761
2054,1064.40,0.761
2055,1064.73,0.761
2056,1065.06,0.761
2057,1065.40,0.761
2058,1065.74,0.761
2059,1066.07,0.761
2060,1066.39,0.760
2061,1066.73,0.760
2062,1067.07,0.760
2063,1067.40,0.760
2064,1067.73,0.760
2065,1068.07,0.760
2066,1068.40,0.760
2067,1068.73,0.760
2068,1069.06,0.760
2069,1069.40,0.759
2070,1069.73,0.759
2071,1070.06,0.759
2072,1070.40,0.759
2073,1070.73,0.759
2074,1071.06,0.759
2075,1071.40,0.759
2076,1071.73,0.759
2077,1072.05,0.758
2078,1072.39,0.758
2079,1072.73,0.758
2080,1073.06,0.758
2081,1073.40,0.758
2082,1073.73,0.758
2083,1074.07,0.757
2084,1074.40,0.757
2085,1074.74,0.757
2086,1075.07,0.757
2087,1075.40,0.757
2088,1075.73,0.757
2089,1076.06,0.757
2090,1076.40,0.756
2091,1076.73,0.756
2092,1077.06,0.756
2093,1077.40,0.756
2094,1077.74,0.756
2095,1078.06,0.756
2096,1078.39,0.756
2097,1078.74,0.755
2098,1079.06,0.755
2099,1079.39,0.755
2100,1079.72,0.755
2101,1080.07,0.755
2102,1080.40,0.755
2103,1080.72,0.755
2104,1081.06,0.755
2105,1081.40,0.754
2106,1081.73,0.754
2107,1082.06,0.754
2108,1082.39,0.754
2109,1082.73,0.754
2110,1083.06,0.754
2111,1083.39,0.754
2112,1083.73,0.754
2113,1084.06,0.753
2114,1084.39,0.753
2115,1084.73,0.753
2116,1085.06,0.753
2117,1085.40,0.753
2118,1085.74,0.753
2119,1086.06,0.753
2120,1086.39,0.753
2121,1086.72,0.752
2122,1087.07,0.752
2123,1087.40,0.752
2124,1087.73,0.752
2125,1088.06,0.752
2126,1088.39,0.752
2127,1088.73,0.752
2128,1089.06,0.751
2129,1089.40,0.751
2130,1089.73,0.751
2131,1090.07,0.751
2132,1090.40,0.751
2133,1090.73,0.751
2134,1091.06,0.751
2135,1091.40,0.750
2136,1091.73,0.750
2137,1092.07,0.750
2138,1092.39,0.750
2139,1092.73,0.750
2140,1093.06,0.750
2141,1093.39,0.750
2142,1093.73,0.749
2143,1094.07,0.749
2144,1094.40,0.749
2145,1094.73,0.749
2146,1095.06,0.749
2147,1095.40,0.749
2148,1095.73,0.749
2149,1096.06,0.749
2150,1096.39,0.748
2151,1096.73,0.748
2152,1097.06,0.748
2153,1097.40,0.748
2154,1097.73,0.748
2155,1098.06,0.748
2156,1098.40,0.748
2157,1098.73,0.748
2158,1099.06,0.747
2159,1099.39,0.747
2160,1099.73,0.747
2161,1100.06,0.747
2162,1100.40,0.747
2163,1100.73,0.747
2164,1101.06,0.747
2165,1101.39,0.747
2166,1101.73,0.746
2167,1102.07,0.746
2168,1102.39,0.746
2169,1102.72,0.746
2170,1103.06,0.746
2171,1103.40,0.746
2172,1103.72,0.746
2173,1104.06,0.746
2174,1104.40,0.746
2175,1104.74,0.745
2176,1105.06,0.745
2177,1105.39,0.745
2178,1105.73,0.745
2179,1106.06,0.745
2180,1106.40,0.745
2181,1106.73,0.745
2182,1107.06,0.744
2183,1107.39,0.744
2184,1107.72,0.744
2185,1108.06,0.744
2186,1108.40,0.744
2187,1108.73,0.744
2188,1109.06,0.743
2189,1109.39,0.743
2190,1109.73,0.743
2191,1110.06,0.743
2192,1110.39,0.743
2193,1110.73,0.743
2194,1111.06,0.743
2195,1111.40,0.743
2196,1111.72,0.743
2197,1112.05,0.742
2198,1112.39,0.742
2199,1112.73,0.742
2200,1113.06,0.742
2201,1113.39,0.742
2202,1113.73,0.742
2203,1114.06,0.742
2204,1114.39,0.742
2205,1114.73,0.742
2206,1115.07,0.741
2207,1115.40,0.741
2208,1115.72,0.741
2209,1116.05,0.741
2210,1116.40,0.741
2211,1116.73,0.741
2212,1117.06,0.741
2213,1117.39,0.741
2214,1117.72,0.741
2215,1118.06,0.740
2216,1118.39,0.740
2217,1118.72,0.740
2218,1119.06,0.740
2219,1119.39,0.740
2220,1119.73,0.740
2221,1120.06,0.740
2222,1120.39,0.739
2223,1120.72,0.739
2224,1121.05,0.739
2225,1121.40,0.739
2226,1121.73,0.739
2227,1122.06,0.739
2228,1122.40,0.739
2229,1122.73,0.739
2230,1123.06,0.738
2231,1123.39,0.738
2232,1123.72,0.738
2233,1124.06,0.738
2234,1124.40,0.738
2235,1124.72,0.738
2236,1125.05,0.738
2237,1125.39,0.737
2238,1125.72,0.737
2239,1126.06,0.737
2240,1126.40,0.737
2241,1126.72,0.737
2242,1127.05,0.737
2243,1127.40,0.737
2244,1127.73,0.737
2245,1128.05,0.736
2246,1128.39,0.736
2247,1128.72,0.736
2248,1129.06,0.736
2249,1129.39,0.736
2250,1129.72,0.736
2251,1130.06,0.736
2252,1130.40,0.736
2253,1130.73,0.735
2254,1131.05,0.735
2255,1131.39,0.735
2256,1131.73,0.735
2257,1132.06,0.735
2258,1132.39,0.735
2259,1132.72,0.735
2260,1133.06,0.735
2261,1133.39,0.734
2262,1133.73,0.734
2263,1134.06,0.734
2264,1134.39,0.734
2265,1134.72,0.734
2266,1135.06,0.734
2267,1135.39,0.734
2268,1135.73,0.734
2269,1136.06,0.734
2270,1136.39,0.734
2271,1136.72,0.733
2272,1137.05,0.733
2273,1137.40,0.733
2274,1137.72,0.733
2275,1138.05,0.733
2276,1138.39,0.733
2277,1138.73,0.733
2278,1139.05,0.732
2279,1139.39,0.732
2280,1139.73,0.732
2281,1140.06,0.732
2282,1140.39,0.732
2283,1140.72,0.732
2284,1141.06,0.732
2285,1141.40,0.731
2286,1141.73,0.731
2287,1142.06,0.731
2288,1142.38,0.731
2289,1142.72,0.731
2290,1143.06,0.731
2291,1143.39,0.731
2292,1143.72,0.730
2293,1144.05,0.730
2294,1144.40,0.730
2295,1144.72,0.730
2296,1145.05,0.730
2297,1145.38,0.730
2298,1145.72,0.730
2299,1146.06,0.730
2300,1146.39,0.729
2301,1146.73,0.729
2302,1147.06,0.729
2303,1147.39,0.729
2304,1147.72,0.729
2305,1148.06,0.729
2306,1148.39,0.729
2307,1148.71,0.729
2308,1149.05,0.728
2309,1149.39,0.728
2310,1149.72,0.728
2311,1150.06,0.728
2312,1150.40,0.728
2313,1150.72,0.728
2314,1151.05,0.728
2315,1151.39,0.727
2316,1151.73,0.727
2317,1152.05,0.727
2318,1152.39,0.727
2319,1152.72,0.727
2320,1153.05,0.727
2321,1153.39,0.727
2322,1153.72,0.726
2323,1154.05,0.726
2324,1154.39,0.726
2325,1154.72,0.726
2326,1155.06,0.726
2327,1155.39,0.726
2328,1155.72,0.726
2329,1156.06,0.725
2330,1156.39,0.725
2331,1156.72,0.725
2332,1157.06,0.725
2333,1157.39,0.725
2334,1157.72,0.725
2335,1158.06,0.725
2336,1158.39,0.725
2337,1158.73,0.725
2338,1159.06,0.724
2339,1159.39,0.724
2340,1159.72,0.724
2341,1160.06,0.724
2342,1160.39,0.724
2343,1160.72,0.724
2344,1161.06,0.724
2345,1161.40,0.724
2346,1161.73,0.723
2347,1162.05,0.723
2348,1162.39,0.723
2349,1162.73,0.723
2350,1163.06,0.723
2351,1163.39,0.723
2352,1163.71,0.723
2353,1164.05,0.722
2354,1164.39,0.722
2355,1164.73,0.722
2356,1165.05,0.722
2357,1165.38,0.722
2358,1165.72,0.722
2359,1166.06,0.721
2360,1166.39,0.721
2361,1166.72,0.721
2362,1167.04,0.721
2363,1167.38,0.721
2364,1167.72,0.721
2365,1168.06,0.721
2366,1168.38,0.720
2367,1168.71,0.720
2368,1169.06,0.720
2369,1169.40,0.720
2374,777.16,0.950
2375,777.32,0.950
2376,777.49,0.950
2377,777.66,0.950
2378,777.82,0.950
2379,777.99,0.950
2380,778.16,0.950
2381,778.33,0.950
2382,778.49,0.950
2383,778.65,0.950
2384,778.83,0.950
2385,778.99,0.950
2386,779.15,0.950
2387,779.32,0.950
2388,779.49,0.950
2389,779.66,0.950
2390,779.83,0.950
2391,779.99,0.950
2392,780.16,0.950
2393,780.32,0.950
2394,780.49,0.950
2395,780.65,0.950
2396,780.82,0.950
2397,780.99,0.950
2398,781.16,0.950
2399,781.32,0.950
2400,781.49,0.950
2401,781.65,0.950
2402,781.83,0.950
2403,781.99,0.950
2404,782.15,0.950
2405,782.32,0.950
2406,782.49,0.950
2407,782.66,0.950
2408,782.82,0.950
2409,782.99,0.950
2410,783.16,0.940
2411,783.33,0.940
2412,783.49,0.940
2413,783.66,0.940
2414,783.82,0.940
2415,783.99,0.940
2416,784.16,0.940
2417,784.32,0.940
2418,784.50,0.940
2419,784.66,0.940
2420,784.83,0.940
2421,784.99,0.940
2422,785.16,0.940
2423,785.32,0.940
2424,785.49,0.940
2425,785.66,0.940
2426,785.82,0.940
2427,785.99,0.940
2428,786.16,0.940
2429,786.32,0.940
2430,786.49,0.940
2431,786.66,0.940
2432,786.83,0.940
2433,786.99,0.940
2434,787.16,0.940
2435,787.33,0.940
2436,787.49,0.940
2437,787.65,0.940
2438,787.82,0.940
2439,787.99,0.940
2440,788.16,0.940
2441,788.33,0.940
2442,788.49,0.940
2443,788.66,0.940
2444,788.82,0.940
2445,788.99,0.940
2446,789.16,0.940
2447,789.32,0.940
2448,789.49,0.940
2449,789.66,0.940
2450,789.82,0.940
2451,789.99,0.940
2452,790.16,0.940
2453,790.32,0.940
2454,790.49,0.930
2455,790.66,0.930
2456,790.83,0.930
2457,790.99,0.930
2458,791.16,0.930
2459,791.33,0.930
2460,791.49,0.930
2461,791.65,0.930
2462,791.82,0.930
2463,791.99,0.930
2464,792.16,0.930
2465,792.32,0.930
2466,792.49,0.930
2467,792.65,0.930
2468,792.82,0.930
2469,792.99,0.930
2470,793.16,0.930
2471,793.33,0.930
2472,793.50,0.930
2473,793.66,0.930
2474,793.82,0.930
2475,793.99,0.930
2476,794.16,0.930
2477,794.33,0.930
2478,794.49,0.930
2479,794.65,0.930
2480,794.83,0.930
2481,794.99,0.930
2482,795.16,0.930
2483,795.33,0.930
2484,795.49,0.930
2485,795.65,0.930
2486,795.82,0.930
2487,796.00,0.930
2488,796.16,0.930
2489,796.32,0.930
2490,796.49,0.930
2491,796.66,0.930
2492,796.83,0.930
2493,796.99,0.930
2494,797.16,0.930
2495,797.33,0.930
2496,797.49,0.930
2497,797.65,0.930
2498,797.83,0.930
2499,797.99,0.930
2500,798.16,0.930
2501,798.32,0.920
2502,798.50,0.920
2503,798.66,0.920
2504,798.82,0.920
2505,798.99,0.920
2506,799.16,0.920
2507,799.32,0.920
2508,799.49,0.920
2509,799.66,0.920
2510,799.83,0.920
2511,799.99,0.920
2512,800.15,0.920
2513,800.32,0.920
2514,800.49,0.920
2515,800.66,0.920
2516,800.83,0.920
2517,801.00,0.920
2518,801.16,0.920
2519,801.32,0.920
2520,801.49,0.920
2521,801.66,0.920
2522,801.82,0.920
2523,801.99,0.920
2524,802.16,0.920
2525,802.33,0.920
2526,802.49,0.920
2527,802.66,0.920
2528,802.83,0.920
2529,802.99,0.920
2530,803.15,0.920
2531,803.32,0.920
2532,803.50,0.920
2533,803.66,0.920
2534,803.82,0.920
2535,803.99,0.920
2536,804.16,0.920
2537,804.32,0.920
2538,804.49,0.920
2539,804.66,0.920
2540,804.83,0.920
2541,805.00,0.920
2542,805.16,0.920
2543,805.33,0.920
2544,805.49,0.920
2545,805.65,0.920
2546,805.82,0.920
2547,805.99,0.920
2548,806.16,0.920
2549,806.33,0.920
2550,806.49,0.920
2551,806.66,0.910
2552,806.82,0.910
2553,806.99,0.910
2554,807.16,0.910
2555,807.33,0.910
2556,807.49,0.910
2557,807.66,0.910
2558,807.83,0.910
2559,808.00,0.910
2560,808.15,0.910
2561,808.32,0.910
2562,808.49,0.910
2563,808.67,0.910
2564,808.83,0.910
2565,808.99,0.910
2566,809.15,0.910
2567,809.32,0.910
2568,809.49,0.910
2569,809.66,0.910
2570,809.83,0.910
2571,809.99,0.910
2572,810.16,0.910
2573,810.33,0.910
2574,810.50,0.910
2575,810.66,0.910
2576,810.82,0.910
2577,810.99,0.910
2578,811.16,0.910
2579,811.32,0.910
2580,811.49,0.910
2581,811.66,0.910
2582,811.82,0.910
2583,811.99,0.910
2584,812.16,0.910
2585,812.33,0.910
2586,812.49,0.910
