Time (s),Mass (g),HRR (kW/m2)
0,112.2,1.4
5,112.3,68.4
10,112.2,205.0
15,111.3,267.1
20,110.6,277.2
25,109.4,255.5
30,108.9,236.9
35,108.1,216.1
40,107.8,203.3
45,107.0,196.6
50,106.4,187.6
55,105.9,181.0
60,105.3,172.9
65,104.8,167.0
70,104.4,167.4
75,103.9,159.4
80,103.2,161.2
85,102.8,153.5
90,102.3,151.9
95,101.6,149.8
100,101.3,145.9
105,100.9,147.0
110,100.5,143.3
115,99.9,142.4
120,99.5,141.3
125,99.2,139.3
130,98.5,136.3
135,98.3,136.5
140,97.8,132.7
145,97.4,134.7
150,96.9,132.5
155,96.5,130.6
160,96.1,131.4
165,95.7,129.6
170,95.3,129.3
175,94.8,128.4
180,94.5,129.4
185,94.1,128.3
190,93.6,128.0
195,93.0,126.0
200,92.8,124.1
205,92.3,127.3
210,91.9,125.0
215,91.6,126.0
220,91.2,123.8
225,90.7,121.6
230,90.4,123.4
235,90.0,122.1
240,89.6,120.6
245,89.2,121.4
250,88.8,121.2
255,88.4,121.5
260,88.0,120.2
265,87.7,118.7
270,87.3,117.4
275,86.9,116.2
280,86.4,116.0
285,86.1,117.3
290,85.7,116.1
295,85.3,117.3
300,85.0,116.5
305,84.5,118.0
310,84.2,116.6
315,83.8,115.6
320,83.4,112.7
325,83.0,112.9
330,82.7,111.6
335,82.3,115.1
340,81.9,113.6
345,81.5,113.1
350,81.2,113.3
355,80.8,116.0
360,80.4,115.0
365,79.9,116.1
370,79.6,114.8
375,79.2,110.3
380,78.9,112.8
385,78.5,110.0
390,78.1,110.1
395,77.8,112.8
400,77.4,111.9
405,77.0,113.4
410,76.7,111.1
415,76.2,112.1
420,75.9,111.7
425,75.6,110.3
430,75.1,113.8
435,74.8,111.6
440,74.4,112.6
445,74.1,114.7
450,73.7,113.9
455,73.3,114.3
460,72.7,113.9
465,72.5,112.9
470,72.2,111.5
475,71.8,112.3
480,71.4,113.6
485,71.0,112.8
490,70.7,114.7
495,70.1,114.9
500,69.9,115.0
505,69.5,115.1
510,69.2,117.3
515,68.8,118.7
520,68.5,117.7
525,68.0,119.0
530,67.7,118.7
535,67.2,115.9
540,67.0,117.2
545,66.6,119.4
550,66.2,118.6
555,65.8,115.8
560,65.5,118.9
565,65.1,117.9
570,64.6,118.6
575,64.2,120.0
580,63.9,121.2
585,63.6,122.7
590,63.1,125.7
595,62.8,122.9
600,62.2,128.6
605,62.0,125.9
610,61.6,126.2
615,61.2,124.1
620,60.8,124.2
625,60.4,125.0
630,60.0,128.5
635,59.7,127.6
640,59.3,126.6
645,58.8,127.3
650,58.5,129.7
655,57.8,132.3
660,57.7,134.3
665,57.3,133.1
670,56.9,133.3
675,56.5,134.0
680,55.9,137.3
685,55.5,139.7
690,55.2,139.7
695,54.7,141.1
700,54.3,140.6
705,53.8,143.5
710,53.3,143.9
715,52.9,148.0
720,52.5,147.9
725,52.0,151.1
730,51.6,154.6
735,51.1,156.0
740,50.7,153.3
745,50.1,158.1
750,49.7,159.1
755,49.3,159.9
760,48.7,160.4
765,48.2,164.7
770,47.8,165.4
775,47.2,167.1
780,46.8,166.4
785,46.1,171.5
790,45.7,172.2
795,45.2,171.8
800,44.7,173.4
805,44.2,174.4
810,43.7,176.3
815,43.1,174.5
820,42.5,178.6
825,42.0,172.8
830,41.5,175.5
835,41.1,177.9
840,40.3,174.9
845,39.9,177.2
850,39.2,177.4
855,38.8,180.3
860,38.2,176.6
865,37.7,179.0
870,37.2,177.1
875,36.6,181.9
880,36.1,179.7
885,35.6,179.3
890,34.9,176.2
895,34.5,176.0
900,34.0,176.6
905,33.4,181.2
910,32.9,178.6
915,32.2,178.2
920,31.8,177.0
925,31.2,172.9
930,30.8,173.2
935,30.2,169.9
940,29.8,171.8
945,29.1,169.1
950,28.7,165.4
955,28.3,162.3
960,27.7,163.7
965,27.4,158.4
970,26.9,159.5
975,26.4,154.5
980,25.8,152.9
985,25.4,148.9
990,25.0,146.7
995,24.7,142.2
1000,24.3,140.1
1005,23.6,137.6
1010,23.4,132.2
1015,23.1,128.5
1020,22.7,125.1
1025,22.4,123.4
1030,22.1,118.1
1035,21.5,116.1
1040,21.4,108.2
1045,21.1,108.6
1050,20.9,102.3
1055,20.6,96.9
1060,20.4,93.6
1065,20.2,89.0
1070,20.0,85.8
1075,19.8,80.9
1080,19.6,76.3
1085,19.4,70.5
1090,19.3,68.5
1095,19.2,65.8
1100,19.0,62.6
1105,18.9,58.8
1110,18.7,57.9
1115,18.6,54.3
1120,18.5,50.8
1125,18.5,48.3
1130,18.4,44.8
1135,18.3,44.9
1140,18.3,44.2
1145,18.2,43.8
1150,18.1,42.2
1155,18.0,41.9
1160,17.9,42.4
1165,17.9,41.1
1170,17.9,41.2
1175,17.7,41.4
1180,17.7,41.6
1185,17.6,41.8
1190,17.6,39.9
1195,17.5,40.5
1200,17.5,39.9
1205,17.4,40.6
1210,17.3,39.5
1215,17.3,39.8
1220,17.2,38.6
1225,17.1,39.5
1230,17.1,41.0
1235,17.1,39.2
1240,17.0,39.9
1245,16.9,37.3
1250,16.9,36.6
1255,16.8,37.5
1260,16.8,38.2
1265,16.7,38.6
