Time (s),Temperature (K),HRR (W/g)
0,410.22,0
0.5,410.62,-0.456
1,411.01,-0.155
1.5,411.45,-0.032
2,411.88,-0.122
2.5,412.28,0.293
3,412.67,0.178
3.5,413.1,0.421
4,413.55,0.181
4.5,413.95,0.568
5,414.38,0.763
5.5,414.8,1.056
6,415.21,1.534
6.5,415.62,1.436
7,416.05,2.048
7.5,416.48,2.041
8,416.88,2.403
8.5,417.36,2.704
9,417.78,3.015
9.5,418.25,3.419
10,418.66,3.661
10.5,419.14,3.829
11,419.55,3.977
11.5,419.96,3.727
12,420.39,4.019
12.5,420.81,3.967
13,421.26,3.903
13.5,421.71,4.161
14,422.15,4.262
14.5,422.63,4.359
15,423.02,4.027
15.5,423.49,4.137
16,423.91,4.016
16.5,424.34,3.881
17,424.82,3.935
17.5,425.21,4.141
18,425.75,3.709
18.5,426.13,3.545
19,426.54,3.68
19.5,427.05,3.79
20,427.5,3.963
20.5,427.98,3.7
21,428.39,3.519
21.5,428.85,3.803
22,429.24,3.692
22.5,429.74,3.258
23,430.22,3.417
23.5,430.65,3.326
24,431.1,3.097
24.5,431.56,3.33
25,431.99,3.486
25.5,432.48,3.666
26,432.96,3.727
26.5,433.37,3.587
27,433.8,3.467
27.5,434.24,3.599
28,434.72,3.537
28.5,435.18,3.393
29,435.64,3.615
29.5,436.11,3.511
30,436.62,3.616
30.5,437.04,3.704
31,437.52,3.364
31.5,437.99,3.423
32,438.47,3.864
32.5,438.9,3.773
33,439.41,3.806
33.5,439.86,3.914
34,440.36,3.976
34.5,440.85,3.938
35,441.3,4.04
35.5,441.75,4.298
36,442.27,4.71
36.5,442.73,4.377
37,443.23,4.974
37.5,443.74,4.905
38,444.22,4.843
38.5,444.68,5.482
39,445.16,5.071
39.5,445.61,5.372
40,446.13,5.38
40.5,446.62,5.53
41,447.08,5.891
41.5,447.58,5.798
42,448.05,6.351
42.5,448.55,6.348
43,449.01,6.047
43.5,449.52,6.501
44,450.02,6.276
44.5,450.48,6.562
45,450.99,6.469
45.5,451.47,6.816
46,451.98,7.267
46.5,452.44,7.211
47,452.95,7.53
47.5,453.44,7.502
48,453.93,7.646
48.5,454.39,8.042
49,454.94,7.942
49.5,455.37,8.119
50,455.86,8.419
50.5,456.38,8.37
51,456.84,8.754
51.5,457.39,8.894
52,457.87,9.079
52.5,458.35,9.101
53,458.83,9.468
53.5,459.35,9.873
54,459.87,9.872
54.5,460.35,9.599
55,460.86,10.049
55.5,461.32,10.556
56,461.82,10.784
56.5,462.36,11.155
57,462.85,11.259
57.5,463.38,11.224
58,463.89,11.618
58.5,464.35,11.296
59,464.86,11.591
59.5,465.38,11.749
60,465.9,11.909
60.5,466.4,12.258
61,466.88,12.737
61.5,467.4,12.534
62,467.93,12.919
62.5,468.38,13.269
63,468.93,13.367
63.5,469.43,13.199
64,469.94,13.683
64.5,470.46,13.862
65,470.94,13.878
65.5,471.49,14.254
66,471.94,14.005
66.5,472.48,14.262
67,473.02,14.647
67.5,473.49,14.83
68,473.97,14.342
68.5,474.45,14.684
69,475.01,15.028
69.5,475.54,14.978
70,476.04,15.594
70.5,476.55,15.444
71,477.07,15.566
71.5,477.56,15.73
72,478.09,15.612
72.5,478.61,15.929
73,479.13,16.216
73.5,479.61,16.455
74,480.14,16.265
74.5,480.65,16.37
75,481.13,16.746
75.5,481.65,16.637
76,482.15,16.797
76.5,482.69,16.813
77,483.2,16.855
77.5,483.7,16.734
78,484.24,17.079
78.5,484.76,16.852
79,485.25,17.633
79.5,485.77,17.45
80,486.28,17.532
80.5,486.81,17.763
81,487.36,17.702
81.5,487.88,18.357
82,488.4,18.158
82.5,488.91,18.355
83,489.43,18.381
83.5,489.95,18.65
84,490.47,18.784
84.5,490.97,19.275
85,491.45,19.116
85.5,492,19.089
86,492.53,19.273
86.5,493.05,20.024
87,493.55,19.8
87.5,494.07,19.808
88,494.57,20.655
88.5,495.1,20.321
89,495.63,20.195
89.5,496.13,20.759
90,496.68,20.951
90.5,497.19,20.896
91,497.71,21.192
91.5,498.22,21.258
92,498.72,21.482
92.5,499.2,21.395
93,499.76,21.822
93.5,500.26,21.734
94,500.77,21.694
94.5,501.32,21.809
95,501.78,22.417
95.5,502.34,22.627
96,502.83,22.788
96.5,503.34,22.857
97,503.88,23.062
97.5,504.4,23.22
98,504.9,23.465
98.5,505.39,23.744
99,505.98,23.851
99.5,506.47,24.354
100,506.97,24.314
100.5,507.53,24.545
101,508.04,24.77
101.5,508.54,25.016
102,509.05,24.953
102.5,509.6,25.738
103,510.1,25.92
103.5,510.6,26.179
104,511.12,26.431
104.5,511.65,26.807
105,512.17,26.821
105.5,512.67,27.111
106,513.19,27.601
106.5,513.73,27.755
107,514.2,28.134
107.5,514.74,27.971
108,515.3,28.324
108.5,515.76,28.412
109,516.3,28.992
109.5,516.81,29.128
110,517.33,29.639
