Time (s),Temperature (K),Weight (mg)
1360,495.26,4.721
1361,495.34,4.721
1362,495.43,4.721
1363,495.51,4.720
1364,495.59,4.720
1365,495.68,4.719
1366,495.75,4.719
1367,495.84,4.719
1368,495.93,4.718
1369,496.01,4.718
1370,496.10,4.718
1371,496.18,4.717
1372,496.26,4.717
1373,496.35,4.717
1374,496.43,4.716
1375,496.51,4.716
1376,496.59,4.716
1377,496.68,4.715
1378,496.77,4.715
1379,496.85,4.715
1380,496.93,4.714
1381,497.01,4.714
1382,497.09,4.714
1383,497.18,4.713
1384,497.26,4.713
1385,497.35,4.713
1386,497.43,4.712
1387,497.51,4.712
1388,497.60,4.712
1389,497.68,4.711
1390,497.77,4.711
1391,497.85,4.711
1392,497.93,4.710
1393,498.01,4.710
1394,498.09,4.710
1395,498.18,4.709
1396,498.27,4.709
1397,498.35,4.708
1398,498.43,4.708
1399,498.52,4.708
1400,498.60,4.707
1401,498.69,4.707
1402,498.77,4.707
1403,498.85,4.706
1404,498.93,4.706
1405,499.02,4.706
1406,499.10,4.705
1407,499.19,4.705
1408,499.27,4.705
1409,499.35,4.704
1410,499.43,4.704
1411,499.52,4.703
1412,499.60,4.703
1413,499.69,4.703
1414,499.77,4.702
1415,499.85,4.702
1416,499.94,4.702
1417,500.02,4.701
1418,500.11,4.701
1419,500.19,4.700
1420,500.27,4.700
1421,500.35,4.700
1422,500.43,4.699
1423,500.52,4.699
1424,500.60,4.698
1425,500.69,4.698
1426,500.77,4.698
1427,500.86,4.697
1428,500.94,4.697
1429,501.03,4.697
1430,501.10,4.696
1431,501.19,4.696
1432,501.27,4.695
1433,501.35,4.695
1434,501.44,4.695
1435,501.52,4.694
1436,501.61,4.694
1437,501.70,4.694
1438,501.77,4.693
1439,501.86,4.693
1440,501.93,4.692
1441,502.02,4.692
1442,502.11,4.692
1443,502.20,4.691
1444,502.27,4.691
1445,502.36,4.690
1446,502.44,4.690
1447,502.52,4.690
1448,502.60,4.689
1449,502.69,4.689
1450,502.78,4.688
1451,502.86,4.688
1452,502.94,4.688
1453,503.02,4.687
1454,503.11,4.687
1455,503.19,4.686
1456,503.28,4.686
1457,503.36,4.686
1458,503.44,4.685
1459,503.52,4.685
1460,503.60,4.684
1461,503.69,4.684
1462,503.77,4.684
1463,503.86,4.683
1464,503.95,4.683
1465,504.03,4.682
1466,504.11,4.682
1467,504.19,4.682
1468,504.28,4.681
1469,504.36,4.681
1470,504.45,4.680
1471,504.53,4.680
1472,504.61,4.679
1473,504.69,4.679
1474,504.78,4.679
1475,504.86,4.678
1476,504.95,4.678
1477,505.03,4.677
1478,505.11,4.677
1479,505.20,4.676
1480,505.28,4.676
1481,505.37,4.676
1482,505.45,4.675
1483,505.53,4.675
1484,505.62,4.674
1485,505.70,4.674
1486,505.78,4.673
1487,505.86,4.673
1488,505.94,4.673
1489,506.02,4.672
1490,506.12,4.672
1491,506.20,4.671
1492,506.28,4.671
1493,506.37,4.670
1494,506.45,4.670
1495,506.53,4.669
1496,506.61,4.669
1497,506.70,4.669
1498,506.79,4.668
1499,506.87,4.668
1500,506.95,4.667
1501,507.03,4.667
1502,507.11,4.666
1503,507.20,4.666
1504,507.28,4.666
1505,507.37,4.665
1506,507.45,4.665
1507,507.53,4.664
1508,507.62,4.664
1509,507.71,4.663
1510,507.79,4.663
1511,507.87,4.662
1512,507.95,4.662
1513,508.03,4.662
1514,508.11,4.661
1515,508.20,4.661
1516,508.29,4.660
1517,508.37,4.660
1518,508.46,4.659
1519,508.53,4.659
1520,508.61,4.658
1521,508.70,4.658
1522,508.79,4.657
1523,508.87,4.657
1524,508.95,4.656
1525,509.04,4.656
1526,509.12,4.655
1527,509.21,4.655
1528,509.29,4.655
1529,509.37,4.654
1530,509.45,4.654
1531,509.54,4.653
1532,509.62,4.653
1533,509.71,4.652
1534,509.79,4.652
1535,509.87,4.651
1536,509.95,4.651
1537,510.04,4.650
1538,510.12,4.650
1539,510.21,4.649
1540,510.30,4.649
1541,510.37,4.648
1542,510.45,4.648
1543,510.54,4.647
1544,510.62,4.647
1545,510.71,4.646
1546,510.79,4.646
1547,510.88,4.645
1548,510.96,4.645
1549,511.04,4.644
1550,511.12,4.644
1551,511.20,4.643
1552,511.29,4.643
1553,511.37,4.642
1554,511.46,4.642
1555,511.54,4.641
1556,511.63,4.641
1557,511.71,4.640
1558,511.79,4.640
1559,511.88,4.639
1560,511.96,4.639
1561,512.04,4.638
1562,512.12,4.638
1563,512.21,4.637
1564,512.29,4.637
1565,512.37,4.636
1566,512.46,4.636
1567,512.55,4.635
1568,512.63,4.635
1569,512.71,4.634
1570,512.79,4.634
1571,512.88,4.633
1572,512.96,4.633
1573,513.04,4.632
1574,513.13,4.632
1575,513.21,4.631
1576,513.30,4.631
1577,513.38,4.630
1578,513.46,4.629
1579,513.55,4.629
1580,513.63,4.628
1581,513.71,4.628
1582,513.79,4.627
1583,513.87,4.627
1584,513.96,4.626
1585,514.04,4.626
1586,514.14,4.625
1587,514.22,4.625
1588,514.30,4.624
1589,514.38,4.624
1590,514.46,4.623
1591,514.54,4.622
1592,514.63,4.622
1593,514.72,4.621
1594,514.80,4.621
1595,514.89,4.620
1596,514.96,4.620
1597,515.05,4.619
1598,515.13,4.619
1599,515.21,4.618
1600,515.30,4.617
1601,515.39,4.617
1602,515.46,4.616
1603,515.55,4.616
1604,515.63,4.615
1605,515.72,4.615
1606,515.80,4.614
1607,515.89,4.614
1608,515.97,4.613
1609,516.05,4.612
1610,516.13,4.612
1611,516.22,4.611
1612,516.30,4.611
1613,516.39,4.610
1614,516.46,4.609
1615,516.55,4.609
1616,516.63,4.608
1617,516.71,4.608
1618,516.80,4.607
1619,516.88,4.607
1620,516.97,4.606
1621,517.06,4.605
1622,517.14,4.605
1623,517.22,4.604
1624,517.30,4.604
1625,517.38,4.603
1626,517.46,4.602
1627,517.55,4.602
1628,517.64,4.601
1629,517.73,4.601
1630,517.81,4.600
1631,517.89,4.599
1632,517.97,4.599
1633,518.05,4.598
1634,518.13,4.598
1635,518.23,4.597
1636,518.31,4.596
1637,518.39,4.596
1638,518.47,4.595
1639,518.55,4.595
1640,518.64,4.594
1641,518.72,4.593
1642,518.81,4.593
1643,518.89,4.592
1644,518.98,4.591
1645,519.05,4.591
1646,519.14,4.590
1647,519.22,4.590
1648,519.31,4.589
1649,519.39,4.588
1650,519.47,4.588
1651,519.55,4.587
1652,519.64,4.586
1653,519.73,4.586
1654,519.81,4.585
1655,519.89,4.585
1656,519.97,4.584
1657,520.05,4.583
1658,520.15,4.583
1659,520.23,4.582
1660,520.31,4.581
1661,520.39,4.581
1662,520.47,4.580
1663,520.56,4.579
1664,520.65,4.579
1665,520.73,4.578
1666,520.81,4.577
1667,520.89,4.577
1668,520.97,4.576
1669,521.05,4.575
1670,521.14,4.575
1671,521.23,4.574
1672,521.32,4.573
1673,521.39,4.573
1674,521.47,4.572
1675,521.56,4.571
1676,521.65,4.571
1677,521.74,4.570
1678,521.82,4.569
1679,521.89,4.569
1680,521.98,4.568
1681,522.06,4.567
1682,522.14,4.567
1683,522.23,4.566
1684,522.31,4.565
1685,522.40,4.565
1686,522.48,4.564
1687,522.56,4.563
1688,522.64,4.563
1689,522.73,4.562
1690,522.81,4.561
1691,522.90,4.560
1692,522.98,4.560
1693,523.06,4.559
1694,523.15,4.558
1695,523.23,4.558
1696,523.32,4.557
1697,523.40,4.556
1698,523.48,4.556
1699,523.57,4.555
1700,523.65,4.554
1701,523.73,4.554
1702,523.81,4.553
1703,523.90,4.552
1704,523.99,4.551
1705,524.07,4.551
1706,524.15,4.550
1707,524.22,4.549
1708,524.31,4.549
1709,524.40,4.548
1710,524.48,4.547
1711,524.57,4.546
1712,524.65,4.546
1713,524.73,4.545
1714,524.82,4.544
1715,524.90,4.544
1716,524.99,4.543
1717,525.06,4.542
1718,525.15,4.541
1719,525.24,4.540
1720,525.32,4.540
1721,525.41,4.539
1722,525.49,4.538
1723,525.57,4.537
1724,525.65,4.537
1725,525.74,4.536
1726,525.82,4.535
1727,525.90,4.534
1728,525.98,4.534
1729,526.06,4.533
1730,526.15,4.532
1731,526.23,4.532
1732,526.32,4.531
1733,526.40,4.530
1734,526.49,4.529
1735,526.57,4.529
1736,526.65,4.528
1737,526.74,4.527
1738,526.82,4.527
1739,526.90,4.526
1740,526.99,4.525
1741,527.07,4.524
1742,527.15,4.524
1743,527.24,4.523
1744,527.33,4.522
1745,527.41,4.521
1746,527.49,4.521
1747,527.57,4.520
1748,527.65,4.519
1749,527.74,4.518
1750,527.83,4.517
1751,527.91,4.517
1752,527.99,4.516
1753,528.07,4.515
1754,528.15,4.514
1755,528.24,4.513
1756,528.33,4.512
1757,528.41,4.511
1758,528.49,4.510
1759,528.57,4.509
1760,528.66,4.508
1761,528.74,4.507
1762,528.82,4.506
1763,528.91,4.505
1764,529.00,4.505
1765,529.08,4.504
1766,529.16,4.503
1767,529.24,4.503
1768,529.32,4.502
1769,529.41,4.501
1770,529.49,4.501
1771,529.57,4.500
1772,529.66,4.499
1773,529.74,4.498
1774,529.83,4.497
1775,529.91,4.496
1776,529.99,4.495
1777,530.07,4.494
1778,530.16,4.494
1779,530.24,4.493
1780,530.34,4.492
1781,530.41,4.491
1782,530.49,4.490
1783,530.58,4.489
1784,530.66,4.489
1785,530.75,4.488
1786,530.83,4.487
1787,530.91,4.486
1788,530.99,4.485
1789,531.08,4.485
1790,531.16,4.484
1791,531.25,4.484
1792,531.33,4.483
1793,531.42,4.482
1794,531.50,4.482
1795,531.58,4.481
1796,531.66,4.480
1797,531.75,4.479
1798,531.83,4.478
1799,531.92,4.478
1800,532.00,4.477
1801,532.08,4.476
1802,532.16,4.475
1803,532.25,4.474
1804,532.33,4.473
1805,532.41,4.473
1806,532.50,4.472
1807,532.58,4.471
1808,532.67,4.470
1809,532.75,4.469
1810,532.83,4.468
1811,532.91,4.468
1812,533.00,4.467
1813,533.08,4.466
1814,533.17,4.465
1815,533.25,4.465
1816,533.33,4.464
1817,533.42,4.463
1818,533.50,4.462
1819,533.58,4.461
1820,533.67,4.460
1821,533.75,4.460
1822,533.83,4.459
1823,533.91,4.458
1824,533.99,4.457
1825,534.08,4.456
1826,534.17,4.455
1827,534.26,4.454
1828,534.34,4.454
1829,534.42,4.453
1830,534.50,4.452
1831,534.58,4.451
1832,534.67,4.450
1833,534.75,4.449
1834,534.84,4.449
1835,534.92,4.448
1836,535.00,4.447
1837,535.09,4.446
1838,535.17,4.445
1839,535.26,4.444
1840,535.34,4.443
1841,535.42,4.443
1842,535.50,4.442
1843,535.59,4.441
1844,535.68,4.440
1845,535.76,4.439
1846,535.84,4.438
1847,535.93,4.437
1848,536.00,4.437
1849,536.09,4.436
1850,536.18,4.435
1851,536.26,4.434
1852,536.34,4.433
1853,536.42,4.432
1854,536.50,4.431
1855,536.59,4.430
1856,536.68,4.429
1857,536.76,4.429
1858,536.84,4.428
1859,536.93,4.427
1860,537.00,4.426
1861,537.09,4.425
1862,537.17,4.424
1863,537.25,4.423
1864,537.34,4.422
1865,537.42,4.421
1866,537.51,4.421
1867,537.59,4.420
1868,537.68,4.419
1869,537.76,4.418
1870,537.84,4.417
1871,537.93,4.416
1872,538.01,4.415
1873,538.10,4.414
1874,538.18,4.413
1875,538.26,4.413
1876,538.34,4.412
1877,538.42,4.411
1878,538.51,4.410
1879,538.60,4.409
1880,538.68,4.408
1881,538.76,4.407
1882,538.84,4.406
1883,538.92,4.405
1884,539.01,4.404
1885,539.10,4.404
1886,539.18,4.403
1887,539.27,4.402
1888,539.35,4.401
1889,539.43,4.400
1890,539.51,4.399
1891,539.60,4.398
1892,539.68,4.397
1893,539.76,4.396
1894,539.85,4.395
1895,539.93,4.394
1896,540.01,4.393
1897,540.10,4.393
1898,540.18,4.392
1899,540.26,4.391
1900,540.34,4.390
1901,540.43,4.389
1902,540.51,4.388
1903,540.60,4.387
1904,540.68,4.386
1905,540.77,4.385
1906,540.85,4.384
1907,540.93,4.383
1908,541.02,4.382
1909,541.10,4.381
1910,541.18,4.380
1911,541.26,4.379
1912,541.35,4.379
1913,541.43,4.378
1914,541.52,4.377
1915,541.60,4.376
1916,541.68,4.375
1917,541.77,4.374
1918,541.85,4.373
1919,541.93,4.372
1920,542.01,4.371
1921,542.10,4.370
1922,542.19,4.369
1923,542.27,4.368
1924,542.35,4.367
1925,542.43,4.366
1926,542.51,4.365
1927,542.60,4.364
1928,542.68,4.363
1929,542.77,4.363
1930,542.85,4.362
1931,542.94,4.361
1932,543.02,4.360
1933,543.11,4.359
1934,543.19,4.358
1935,543.27,4.357
1936,543.35,4.356
1937,543.43,4.355
1938,543.52,4.354
1939,543.61,4.353
1940,543.69,4.352
1941,543.77,4.351
1942,543.85,4.350
1943,543.93,4.349
1944,544.02,4.348
1945,544.11,4.347
1946,544.20,4.346
1947,544.27,4.345
1948,544.35,4.344
1949,544.43,4.343
1950,544.52,4.343
1951,544.61,4.342
1952,544.69,4.341
1953,544.77,4.340
1954,544.85,4.339
1955,544.94,4.338
1956,545.03,4.337
1957,545.11,4.336
1958,545.19,4.335
1959,545.27,4.334
1960,545.35,4.333
1961,545.44,4.332
1962,545.52,4.331
1963,545.61,4.330
1964,545.69,4.329
1965,545.77,4.328
1966,545.86,4.327
1967,545.95,4.326
1968,546.03,4.325
1969,546.10,4.324
1970,546.18,4.323
1971,546.27,4.322
1972,546.36,4.321
1973,546.44,4.320
1974,546.53,4.319
1975,546.62,4.318
1976,546.69,4.317
1977,546.77,4.316
1978,546.85,4.315
1979,546.94,4.314
1980,547.03,4.313
1981,547.11,4.312
1982,547.20,4.311
1983,547.28,4.310
1984,547.36,4.309
1985,547.44,4.308
1986,547.52,4.307
1987,547.61,4.306
1988,547.69,4.305
1989,547.78,4.304
1990,547.86,4.303
1991,547.94,4.302
1992,548.03,4.301
1993,548.12,4.300
1994,548.20,4.299
1995,548.28,4.298
1996,548.36,4.297
1997,548.44,4.296
1998,548.53,4.295
1999,548.62,4.294
2000,548.70,4.293
2001,548.78,4.292
2002,548.86,4.291
2003,548.95,4.290
2004,549.03,4.289
2005,549.12,4.288
2006,549.20,4.287
2007,549.28,4.286
2008,549.36,4.285
2009,549.45,4.284
2010,549.53,4.283
2011,549.61,4.282
2012,549.70,4.281
2013,549.78,4.280
2014,549.87,4.279
2015,549.96,4.278
2016,550.03,4.277
2017,550.11,4.276
2018,550.20,4.275
2019,550.28,4.274
2020,550.37,4.273
2021,550.46,4.272
2022,550.54,4.271
2023,550.61,4.270
2024,550.69,4.269
2025,550.78,4.268
2026,550.87,4.267
2027,550.96,4.266
2028,551.03,4.265
2029,551.11,4.264
2030,551.20,4.262
2031,551.28,4.261
2032,551.37,4.260
2033,551.45,4.259
2034,551.54,4.258
2035,551.62,4.257
2036,551.70,4.256
2037,551.78,4.255
2038,551.86,4.254
2039,551.95,4.253
2040,552.04,4.252
2041,552.12,4.251
2042,552.21,4.250
2043,552.29,4.249
2044,552.37,4.248
2045,552.45,4.247
2046,552.54,4.246
2047,552.62,4.245
2048,552.70,4.244
2049,552.79,4.243
2050,552.87,4.242
2051,552.95,4.241
2052,553.04,4.240
2053,553.12,4.239
2054,553.20,4.238
2055,553.29,4.237
2056,553.37,4.236
2057,553.45,4.235
2058,553.54,4.234
2059,553.63,4.233
2060,553.71,4.232
2061,553.79,4.231
2062,553.87,4.230
2063,553.95,4.229
2064,554.04,4.228
2065,554.12,4.227
2066,554.21,4.225
2067,554.29,4.224
2068,554.38,4.223
2069,554.46,4.222
2070,554.53,4.221
2071,554.62,4.220
2072,554.71,4.219
2073,554.79,4.218
2074,554.87,4.217
2075,554.95,4.215
2076,555.04,4.214
2077,555.13,4.213
2078,555.21,4.212
2079,555.30,4.211
2080,555.38,4.210
2081,555.45,4.209
2082,555.54,4.208
2083,555.62,4.207
2084,555.71,4.206
2085,555.80,4.205
2086,555.88,4.204
2087,555.96,4.203
2088,556.04,4.202
2089,556.12,4.201
2090,556.21,4.199
2091,556.29,4.198
2092,556.38,4.197
2093,556.47,4.196
2094,556.55,4.195
2095,556.63,4.194
2096,556.71,4.193
2097,556.80,4.192
2098,556.88,4.191
2099,556.96,4.190
2100,557.04,4.189
2101,557.13,4.188
2102,557.21,4.187
2103,557.30,4.185
2104,557.38,4.184
2105,557.46,4.183
2106,557.55,4.182
2107,557.63,4.181
2108,557.71,4.180
2109,557.80,4.179
2110,557.88,4.178
2111,557.96,4.177
2112,558.05,4.176
2113,558.13,4.174
2114,558.21,4.173
2115,558.30,4.172
2116,558.38,4.171
2117,558.46,4.170
2118,558.54,4.169
2119,558.63,4.168
2120,558.72,4.167
2121,558.80,4.166
2122,558.89,4.165
2123,558.97,4.164
2124,559.05,4.162
2125,559.13,4.161
2126,559.22,4.160
2127,559.30,4.159
2128,559.38,4.158
2129,559.46,4.157
2130,559.55,4.156
2131,559.64,4.154
2132,559.72,4.153
2133,559.80,4.152
2134,559.88,4.151
2135,559.97,4.150
2136,560.05,4.149
2137,560.14,4.148
2138,560.21,4.146
2139,560.30,4.145
2140,560.38,4.144
2141,560.47,4.143
2142,560.55,4.142
2143,560.63,4.141
2144,560.72,4.140
2145,560.80,4.139
2146,560.88,4.138
2147,560.97,4.136
2148,561.06,4.135
2149,561.14,4.134
2150,561.22,4.133
2151,561.30,4.132
2152,561.38,4.131
2153,561.47,4.129
2154,561.56,4.128
2155,561.64,4.127
2156,561.73,4.126
2157,561.80,4.124
2158,561.89,4.123
2159,561.97,4.122
2160,562.05,4.121
2161,562.14,4.120
2162,562.22,4.119
2163,562.31,4.118
2164,562.39,4.117
2165,562.47,4.116
2166,562.55,4.114
2167,562.63,4.113
2168,562.72,4.112
2169,562.81,4.111
2170,562.89,4.109
2171,562.98,4.108
2172,563.06,4.107
2173,563.13,4.106
2174,563.22,4.105
2175,563.31,4.103
2176,563.40,4.102
2177,563.48,4.101
2178,563.56,4.100
2179,563.63,4.099
2180,563.72,4.098
2181,563.81,4.097
2182,563.90,4.095
2183,563.98,4.095
2184,564.06,4.094
2185,564.14,4.092
2186,564.22,4.091
2187,564.31,4.090
2188,564.40,4.089
2189,564.48,4.088
2190,564.56,4.087
2191,564.64,4.085
2192,564.73,4.084
2193,564.81,4.083
2194,564.90,4.082
2195,564.97,4.081
2196,565.06,4.080
2197,565.14,4.078
2198,565.23,4.077
2199,565.31,4.076
2200,565.40,4.075
2201,565.47,4.074
2202,565.56,4.073
2203,565.65,4.071
2204,565.73,4.070
2205,565.81,4.069
2206,565.89,4.068
2207,565.98,4.067
2208,566.07,4.065
2209,566.15,4.064
2210,566.23,4.063
2211,566.31,4.062
2212,566.39,4.060
2213,566.48,4.059
2214,566.57,4.058
2215,566.66,4.057
2216,566.74,4.056
2217,566.81,4.054
2218,566.89,4.053
2219,566.97,4.052
2220,567.06,4.051
2221,567.15,4.049
2222,567.24,4.048
2223,567.31,4.047
2224,567.40,4.046
2225,567.48,4.044
2226,567.57,4.043
2227,567.65,4.042
2228,567.74,4.041
2229,567.82,4.040
2230,567.90,4.038
2231,567.98,4.037
2232,568.06,4.036
2233,568.15,4.035
2234,568.23,4.034
2235,568.32,4.032
2236,568.41,4.031
2237,568.49,4.030
2238,568.57,4.029
2239,568.65,4.027
2240,568.73,4.026
2241,568.82,4.025
2242,568.90,4.024
2243,568.99,4.022
2244,569.07,4.021
2245,569.15,4.020
2246,569.24,4.018
2247,569.32,4.017
2248,569.40,4.016
2249,569.48,4.015
2250,569.57,4.013
2251,569.65,4.012
2252,569.74,4.011
2253,569.82,4.010
2254,569.91,4.008
2255,569.99,4.007
2256,570.07,4.006
2257,570.15,4.005
2258,570.23,4.003
2259,570.33,4.002
2260,570.41,4.001
2261,570.49,4.000
2262,570.57,3.998
2263,570.65,3.997
2264,570.74,3.996
2265,570.82,3.995
2266,570.91,3.993
2267,570.99,3.992
2268,571.07,3.991
2269,571.15,3.990
2270,571.24,3.988
2271,571.32,3.987
2272,571.40,3.986
2273,571.49,3.984
2274,571.57,3.983
2275,571.65,3.982
2276,571.74,3.981
2277,571.82,3.979
2278,571.91,3.978
2279,571.99,3.977
2280,572.07,3.975
2281,572.16,3.974
2282,572.24,3.973
2283,572.33,3.971
2284,572.41,3.970
2285,572.49,3.969
2286,572.57,3.967
2287,572.66,3.966
2288,572.75,3.965
2289,572.82,3.963
2290,572.91,3.962
2291,572.99,3.961
2292,573.08,3.959
2293,573.16,3.958
2294,573.25,3.956
2295,573.32,3.955
2296,573.41,3.954
2297,573.49,3.952
2298,573.58,3.951
2299,573.66,3.950
2300,573.75,3.948
2301,573.83,3.947
2302,573.91,3.946
2303,573.99,3.945
2304,574.07,3.943
2305,574.16,3.942
2306,574.25,3.941
2307,574.33,3.939
2308,574.41,3.938
2309,574.49,3.937
2310,574.58,3.935
2311,574.66,3.934
2312,574.75,3.933
2313,574.83,3.931
2314,574.91,3.930
2315,575.00,3.929
2316,575.08,3.927
2317,575.16,3.926
2318,575.25,3.924
2319,575.33,3.923
2320,575.42,3.922
2321,575.50,3.920
2322,575.58,3.919
2323,575.67,3.917
2324,575.75,3.916
2325,575.84,3.915
2326,575.91,3.913
2327,575.99,3.912
2328,576.08,3.910
2329,576.17,3.909
2330,576.25,3.908
2331,576.33,3.906
2332,576.41,3.905
2333,576.50,3.903
2334,576.59,3.902
2335,576.67,3.901
2336,576.75,3.899
2337,576.83,3.898
2338,576.91,3.897
2339,577.00,3.895
2340,577.08,3.894
2341,577.17,3.892
2342,577.25,3.891
2343,577.33,3.890
2344,577.42,3.888
2345,577.50,3.887
2346,577.59,3.885
2347,577.67,3.884
2348,577.75,3.882
2349,577.83,3.881
2350,577.92,3.879
2351,578.00,3.878
2352,578.09,3.877
2353,578.17,3.875
2354,578.26,3.874
2355,578.34,3.872
2356,578.42,3.871
2357,578.50,3.869
2358,578.58,3.868
2359,578.67,3.867
2360,578.76,3.865
2361,578.84,3.864
2362,578.92,3.862
2363,579.00,3.861
2364,579.08,3.860
2365,579.17,3.858
2366,579.25,3.857
2367,579.34,3.855
2368,579.42,3.854
2369,579.50,3.852
2370,579.59,3.851
2371,579.67,3.849
2372,579.75,3.848
2373,579.84,3.847
2374,579.92,3.845
2375,580.01,3.844
2376,580.09,3.842
2377,580.17,3.841
2378,580.26,3.839
2379,580.34,3.838
2380,580.42,3.836
2381,580.51,3.834
2382,580.59,3.832
2383,580.67,3.831
2384,580.76,3.829
2385,580.85,3.828
2386,580.93,3.826
2387,581.01,3.825
2388,581.09,3.823
2389,581.18,3.821
2390,581.26,3.820
2391,581.34,3.818
2392,581.42,3.817
2393,581.51,3.816
2394,581.59,3.814
2395,581.68,3.813
2396,581.76,3.812
2397,581.84,3.810
2398,581.92,3.809
2399,582.01,3.807
2400,582.09,3.806
2401,582.18,3.804
2402,582.26,3.803
2403,582.34,3.801
2404,582.42,3.800
2405,582.51,3.798
2406,582.59,3.797
2407,582.68,3.795
2408,582.76,3.794
2409,582.85,3.792
2410,582.93,3.791
2411,583.01,3.789
2412,583.09,3.788
2413,583.18,3.786
2414,583.26,3.784
2415,583.35,3.783
2416,583.43,3.781
2417,583.51,3.780
2418,583.60,3.778
2419,583.68,3.776
2420,583.76,3.775
2421,583.84,3.773
2422,583.93,3.772
2423,584.02,3.770
2424,584.10,3.769
2425,584.19,3.767
2426,584.27,3.765
2427,584.35,3.764
2428,584.43,3.762
2429,584.51,3.761
2430,584.60,3.759
2431,584.68,3.757
2432,584.76,3.756
2433,584.85,3.754
2434,584.93,3.752
2435,585.02,3.751
2436,585.10,3.749
2437,585.18,3.747
2438,585.26,3.746
2439,585.35,3.744
2440,585.44,3.742
2441,585.52,3.741
2442,585.60,3.739
2443,585.68,3.737
2444,585.77,3.735
2445,585.85,3.734
2446,585.94,3.732
2447,586.02,3.730
2448,586.10,3.729
2449,586.18,3.727
2450,586.26,3.726
2451,586.35,3.724
2452,586.44,3.723
2453,586.52,3.722
2454,586.60,3.720
2455,586.68,3.718
2456,586.77,3.717
2457,586.86,3.715
2458,586.94,3.714
2459,587.02,3.712
2460,587.10,3.710
2461,587.18,3.709
2462,587.27,3.707
2463,587.35,3.705
2464,587.44,3.703
2465,587.52,3.702
2466,587.60,3.700
2467,587.69,3.698
2468,587.78,3.696
2469,587.85,3.695
2470,587.94,3.693
2471,588.02,3.692
2472,588.10,3.690
2473,588.19,3.688
2474,588.27,3.687
2475,588.36,3.685
2476,588.44,3.683
2477,588.52,3.682
2478,588.60,3.680
2479,588.68,3.678
2480,588.77,3.676
2481,588.85,3.675
2482,588.94,3.673
2483,589.03,3.671
2484,589.11,3.669
2485,589.19,3.667
2486,589.27,3.666
2487,589.35,3.664
2488,589.44,3.662
2489,589.53,3.660
2490,589.61,3.659
2491,589.69,3.657
2492,589.77,3.655
2493,589.85,3.654
2494,589.94,3.652
2495,590.02,3.650
2496,590.11,3.648
2497,590.19,3.647
2498,590.28,3.645
2499,590.35,3.643
2500,590.44,3.641
2501,590.52,3.640
2502,590.61,3.638
2503,590.70,3.636
2504,590.78,3.634
2505,590.86,3.633
2506,590.94,3.631
2507,591.03,3.629
2508,591.11,3.627
2509,591.19,3.625
2510,591.27,3.624
2511,591.36,3.622
2512,591.45,3.620
2513,591.53,3.618
2514,591.61,3.616
2515,591.69,3.615
2516,591.77,3.613
2517,591.86,3.611
2518,591.95,3.609
2519,592.03,3.607
2520,592.11,3.606
2521,592.19,3.604
2522,592.28,3.602
2523,592.36,3.600
2524,592.44,3.598
2525,592.53,3.597
2526,592.62,3.595
2527,592.70,3.593
2528,592.78,3.591
2529,592.86,3.589
2530,592.94,3.588
2531,593.03,3.586
2532,593.12,3.584
2533,593.20,3.582
2534,593.28,3.580
2535,593.36,3.578
2536,593.45,3.576
2537,593.53,3.574
2538,593.62,3.572
2539,593.70,3.570
2540,593.78,3.568
2541,593.87,3.566
2542,593.95,3.564
2543,594.03,3.562
2544,594.11,3.560
2545,594.20,3.558
2546,594.28,3.557
2547,594.37,3.555
2548,594.45,3.553
2549,594.53,3.551
2550,594.62,3.549
2551,594.70,3.547
2552,594.79,3.545
2553,594.87,3.543
2554,594.95,3.541
2555,595.03,3.540
2556,595.12,3.538
2557,595.20,3.536
2558,595.28,3.534
2559,595.37,3.532
2560,595.46,3.530
2561,595.54,3.528
2562,595.62,3.527
2563,595.69,3.525
2564,595.78,3.523
2565,595.87,3.521
2566,595.96,3.519
2567,596.04,3.517
2568,596.12,3.515
2569,596.20,3.513
2570,596.29,3.511
2571,596.37,3.509
2572,596.45,3.507
2573,596.54,3.505
2574,596.62,3.503
2575,596.70,3.501
2576,596.79,3.499
2577,596.87,3.497
2578,596.96,3.495
2579,597.04,3.493
2580,597.12,3.491
2581,597.21,3.489
2582,597.29,3.487
2583,597.37,3.485
2584,597.46,3.483
2585,597.54,3.481
2586,597.62,3.479
2587,597.71,3.477
2588,597.79,3.475
2589,597.87,3.473
2590,597.96,3.471
2591,598.04,3.469
2592,598.13,3.466
2593,598.21,3.464
2594,598.29,3.462
2595,598.37,3.460
2596,598.46,3.458
2597,598.54,3.456
2598,598.62,3.454
2599,598.71,3.452
2600,598.80,3.450
2601,598.88,3.448
2602,598.96,3.446
2603,599.04,3.444
2604,599.12,3.442
2605,599.21,3.440
2606,599.30,3.438
2607,599.38,3.436
2608,599.46,3.434
2609,599.54,3.432
2610,599.62,3.430
2611,599.71,3.428
2612,599.79,3.426
2613,599.87,3.424
2614,599.96,3.421
2615,600.04,3.419
2616,600.13,3.417
2617,600.21,3.415
2618,600.29,3.413
2619,600.37,3.411
2620,600.46,3.409
2621,600.55,3.407
2622,600.63,3.405
2623,600.71,3.403
2624,600.79,3.401
2625,600.88,3.399
2626,600.96,3.397
2627,601.05,3.395
2628,601.13,3.393
2629,601.22,3.391
