Time (s),Temperature (K),HRR (W/g)
0,397.99,0
0.5,398.27,0.313
1,398.58,0.106
1.5,398.85,0.546
2,399.17,0.578
2.5,399.52,0.207
3,399.81,0.786
3.5,400.13,0.517
4,400.48,0.916
4.5,400.77,0.804
5,401.09,0.382
5.5,401.45,0.899
6,401.76,0.581
6.5,402.12,0.417
7,402.46,0.765
7.5,402.78,0.582
8,403.1,1.184
8.5,403.45,0.8
9,403.75,0.932
9.5,404.08,1.087
10,404.43,1.419
10.5,404.81,1.766
11,405.14,1.711
11.5,405.48,0.762
12,405.8,1.24
12.5,406.16,1.366
13,406.52,1.637
13.5,406.83,1.213
14,407.17,1.513
14.5,407.52,1.218
15,407.88,1.179
15.5,408.24,1.082
16,408.59,1.215
16.5,408.92,1.411
17,409.32,1.273
17.5,409.63,1.474
18,410.05,1.621
18.5,410.36,1.806
19,410.75,2.017
19.5,411.15,2.134
20,411.51,1.86
20.5,411.88,1.907
21,412.23,2.041
21.5,412.64,2.049
22,412.96,2.26
22.5,413.37,2.03
23,413.75,2.123
23.5,414.14,2.106
24,414.49,2.564
24.5,414.85,2.866
25,415.22,2.204
25.5,415.62,2.632
26,415.98,2.645
26.5,416.39,2.666
27,416.83,2.59
27.5,417.13,2.785
28,417.53,3.031
28.5,417.96,3.027
29,418.35,3.381
29.5,418.71,3.208
30,419.12,3.261
30.5,419.52,3.403
31,419.9,3.25
31.5,420.3,3.556
32,420.7,3.432
32.5,421.1,3.783
33,421.45,3.778
33.5,421.86,4.035
34,422.25,4.033
34.5,422.69,4.005
35,423.09,4.405
35.5,423.51,4.384
36,423.93,4.158
36.5,424.35,4.31
37,424.72,4.696
37.5,425.18,4.662
38,425.55,4.709
38.5,425.95,4.726
39,426.39,5.112
39.5,426.78,5.003
40,427.18,5.158
40.5,427.61,5.315
41,428.05,5.374
41.5,428.49,5.158
42,428.89,5.332
42.5,429.28,5.647
43,429.75,5.644
43.5,430.13,5.491
44,430.54,5.338
44.5,430.95,5.359
45,431.4,5.815
45.5,431.8,5.845
