Time (s),Mass (g),HRR (kW/m2)
0,98.8,0.5
5,98.8,0.5
10,98.8,0.8
15,98.8,0.0
20,98.8,-0.8
25,98.7,-1.5
30,98.5,-0.1
35,98.6,2.4
40,98.6,4.9
45,98.5,4.7
50,98.5,3.2
55,98.4,1.1
60,98.3,1.3
65,98.3,2.4
70,98.2,2.4
75,98.3,2.4
80,98.1,3.1
85,98.1,7.4
90,97.8,7.8
95,97.8,9.2
100,97.9,6.5
105,97.8,3.1
110,97.6,1.0
115,97.5,4.3
120,97.5,112.2
125,97.0,160.2
130,96.5,159.7
135,95.9,149.2
140,95.6,138.3
145,95.0,127.3
150,94.7,116.3
155,94.4,106.5
160,94.0,100.8
165,93.8,93.2
170,93.5,86.8
175,93.2,83.3
180,92.9,76.5
185,92.7,73.6
190,92.4,69.2
195,92.2,68.2
200,92.0,64.7
205,91.8,60.3
210,91.6,59.9
215,91.4,59.9
220,91.2,55.7
225,91.0,54.2
230,90.8,52.6
235,90.6,52.2
240,90.5,51.3
245,90.3,49.3
250,90.1,49.5
255,89.9,49.0
260,89.7,47.8
265,89.5,48.1
270,89.3,46.9
275,89.2,46.8
280,89.0,45.9
285,88.9,46.0
290,88.6,45.3
295,88.5,46.1
300,88.3,46.3
305,88.2,46.2
310,88.0,45.8
315,87.8,45.4
320,87.6,46.2
325,87.5,45.5
330,87.3,44.4
335,87.2,45.2
340,86.9,44.6
345,86.8,44.3
350,86.7,44.4
355,86.5,45.8
360,86.3,46.0
365,86.2,44.9
370,86.0,47.3
375,85.8,46.7
380,85.6,44.8
385,85.4,44.2
390,85.3,45.6
395,85.1,43.9
400,84.9,43.8
405,84.8,45.8
410,84.7,44.3
415,84.5,43.5
420,84.3,42.0
425,84.2,42.0
430,83.9,42.0
435,83.8,42.5
440,83.7,40.9
445,83.5,40.9
450,83.4,42.2
455,83.2,40.5
460,82.9,40.0
465,82.8,40.4
470,82.6,41.0
475,82.5,39.8
480,82.3,38.7
485,82.1,39.9
490,82.0,39.1
495,81.8,39.2
500,81.6,39.6
505,81.5,40.4
510,81.3,41.1
515,81.1,42.0
520,81.0,39.9
525,80.8,38.5
530,80.6,39.1
535,80.5,37.9
540,80.3,39.1
545,80.0,38.7
550,80.0,39.8
555,79.8,39.7
560,79.6,38.5
565,79.4,37.6
570,79.3,39.0
575,79.1,38.8
580,78.9,39.1
585,78.8,39.0
590,78.5,39.8
595,78.4,36.9
600,78.2,36.9
605,78.1,36.5
610,77.9,35.5
615,77.7,36.5
620,77.6,37.7
625,77.4,38.2
630,77.2,38.1
635,77.1,37.8
640,76.8,36.6
645,76.7,36.2
650,76.6,36.3
655,76.3,37.0
660,76.2,37.7
665,76.1,37.8
670,75.9,35.8
675,75.7,36.5
680,75.5,37.4
685,75.3,37.4
690,75.2,37.5
695,75.0,38.4
700,74.8,40.4
705,74.7,38.5
710,74.5,38.6
715,74.3,39.1
720,74.1,39.3
725,74.0,37.8
730,73.8,37.3
735,73.6,39.0
740,73.4,39.6
745,73.3,39.0
750,73.1,38.0
755,73.0,38.9
760,72.8,39.4
765,72.7,39.7
770,72.5,39.6
775,72.3,39.5
780,72.1,38.1
785,72.0,38.9
790,71.9,39.7
795,71.6,37.9
800,71.5,39.2
805,71.3,38.7
810,71.1,37.1
815,71.0,39.5
820,70.8,40.2
825,70.6,40.7
830,70.4,40.7
835,70.3,41.4
840,70.1,41.1
845,70.0,39.1
850,69.8,38.7
855,69.6,39.4
860,69.5,40.1
865,69.3,39.0
870,69.1,39.4
875,69.0,39.5
880,68.8,41.0
885,68.7,41.6
890,68.5,41.0
895,68.4,39.7
900,68.3,41.0
905,68.0,40.0
910,67.9,41.2
915,67.7,40.8
920,67.6,42.2
925,67.4,41.0
930,67.3,40.1
935,67.1,40.0
940,67.0,42.4
945,66.8,41.7
950,66.6,41.5
955,66.5,41.7
960,66.3,39.6
965,66.1,40.5
970,66.0,40.8
975,65.8,41.4
980,65.7,43.3
985,65.5,42.4
990,65.4,39.7
995,65.2,40.4
1000,65.0,40.3
1005,64.9,39.0
1010,64.7,41.8
1015,64.6,42.2
1020,64.4,43.3
1025,64.2,43.8
1030,64.1,42.9
1035,64.0,43.1
1040,63.8,44.0
1045,63.6,41.7
1050,63.5,43.6
1055,63.3,42.3
1060,63.2,43.3
1065,63.0,43.3
1070,62.8,44.2
1075,62.7,45.4
1080,62.5,43.7
1085,62.3,43.9
1090,62.2,42.7
1095,62.0,44.4
1100,61.9,46.3
1105,61.7,47.2
1110,61.6,47.2
1115,61.4,47.1
1120,61.3,46.8
1125,61.1,46.7
1130,60.9,45.4
1135,60.8,46.6
1140,60.6,46.4
1145,60.5,45.2
1150,60.3,46.6
1155,60.2,47.3
1160,60.0,48.6
1165,59.8,47.8
1170,59.6,47.8
1175,59.5,48.0
1180,59.3,47.1
1185,59.2,46.9
1190,58.9,50.0
1195,58.8,49.7
1200,58.6,51.0
1205,58.5,49.1
1210,58.3,50.8
1215,58.1,51.6
1220,58.0,52.7
1225,57.8,53.5
1230,57.7,51.8
1235,57.5,53.5
1240,57.3,54.4
1245,57.1,55.0
1250,57.0,54.4
1255,56.7,60.4
1260,56.6,61.9
1265,56.4,61.1
1270,56.2,61.0
1275,56.0,60.9
1280,55.9,60.5
1285,55.7,61.9
1290,55.5,62.6
1295,55.3,63.2
1300,55.1,62.4
1305,54.9,63.9
1310,54.8,63.1
1315,54.5,65.3
1320,54.3,63.5
1325,54.1,63.3
1330,53.9,65.0
1335,53.8,64.7
1340,53.5,66.9
1345,53.4,67.8
1350,53.1,66.5
1355,52.9,69.3
1360,52.7,69.6
1365,52.5,68.4
1370,52.3,68.1
1375,52.1,70.0
1380,51.9,70.5
1385,51.7,68.6
1390,51.5,69.1
1395,51.2,70.7
1400,51.0,70.2
1405,50.8,72.3
1410,50.6,72.8
1415,50.3,72.4
1420,50.1,72.7
1425,49.9,73.9
1430,49.7,72.7
1435,49.5,74.4
1440,49.2,74.4
1445,49.1,71.0
1450,48.6,72.8
1455,48.5,74.9
1460,48.3,74.3
1465,48.0,73.9
1470,47.8,73.5
1475,47.6,76.0
1480,47.4,76.4
1485,47.2,78.3
1490,46.9,78.6
1495,46.7,80.4
1500,46.4,82.1
1505,46.1,81.1
1510,45.9,81.3
1515,45.7,83.8
1520,45.4,84.1
1525,45.2,84.9
1530,45.0,81.5
1535,44.7,83.7
1540,44.5,84.8
1545,44.2,85.9
1550,44.0,86.8
1555,43.6,86.4
1560,43.4,85.1
1565,43.2,85.9
1570,42.9,85.6
1575,42.5,86.3
1580,42.3,87.6
1585,42.1,86.5
1590,41.8,84.2
1595,41.6,85.7
1600,41.3,86.2
1605,41.1,87.3
1610,40.8,87.4
1615,40.5,86.5
