Time (s),Temperature (K),Weight (mg)
4831,784.94,0.027
4832,785.02,0.027
4833,785.10,0.027
4834,785.18,0.027
4835,785.26,0.027
4836,785.35,0.027
4837,785.43,0.027
4838,785.51,0.027
4839,785.60,0.027
4840,785.68,0.027
4841,785.77,0.027
4842,785.85,0.026
4843,785.94,0.026
4844,786.02,0.026
4845,786.10,0.026
4846,786.18,0.026
4847,786.27,0.026
4848,786.35,0.026
4849,786.43,0.026
4850,786.51,0.026
4851,786.60,0.026
4852,786.69,0.026
4853,786.77,0.026
4854,786.85,0.026
4855,786.94,0.026
4856,787.02,0.026
4857,787.10,0.026
4858,787.19,0.026
4859,787.27,0.026
4860,787.35,0.026
4861,787.43,0.026
4862,787.52,0.026
4863,787.60,0.026
4864,787.69,0.026
4865,787.77,0.026
4866,787.85,0.026
4867,787.93,0.026
4868,788.02,0.026
4869,788.10,0.026
4870,788.18,0.026
4871,788.27,0.026
4872,788.35,0.026
4873,788.43,0.026
4874,788.52,0.026
4875,788.60,0.026
4876,788.69,0.026
4877,788.77,0.026
4878,788.85,0.026
4879,788.93,0.026
4880,789.02,0.026
4881,789.10,0.026
4882,789.18,0.026
4883,789.27,0.026
4884,789.35,0.026
4885,789.43,0.026
4886,789.51,0.026
4887,789.60,0.026
4888,789.68,0.026
4889,789.77,0.026
4890,789.85,0.026
4891,789.93,0.026
4892,790.02,0.026
4893,790.10,0.026
4894,790.18,0.026
4895,790.27,0.026
4896,790.35,0.026
4897,790.43,0.026
4898,790.52,0.026
4899,790.60,0.026
4900,790.68,0.026
4901,790.77,0.026
4902,790.85,0.026
4903,790.94,0.026
4904,791.02,0.026
4905,791.10,0.026
4906,791.18,0.026
4907,791.27,0.026
4908,791.36,0.026
4909,791.43,0.026
4910,791.51,0.026
4911,791.60,0.026
4912,791.69,0.026
4913,791.77,0.026
4914,791.85,0.026
4915,791.93,0.026
4916,792.02,0.026
4917,792.11,0.026
4918,792.18,0.026
4919,792.27,0.026
4920,792.35,0.026
4921,792.43,0.026
4922,792.52,0.026
4923,792.60,0.026
4924,792.68,0.026
4925,792.77,0.026
4926,792.86,0.026
4927,792.93,0.026
4928,793.02,0.026
4929,793.10,0.026
4930,793.18,0.026
4931,793.27,0.026
4932,793.35,0.026
4933,793.43,0.026
4934,793.52,0.026
4935,793.60,0.026
4936,793.68,0.026
4937,793.76,0.026
4938,793.85,0.026
4939,793.94,0.026
4940,794.02,0.026
4941,794.10,0.026
4942,794.18,0.026
4943,794.26,0.026
4944,794.35,0.026
4945,794.43,0.026
4946,794.52,0.026
4947,794.61,0.026
4948,794.68,0.026
4949,794.76,0.026
4950,794.85,0.026
4951,794.94,0.026
4952,795.02,0.026
4953,795.10,0.026
4954,795.18,0.026
4955,795.27,0.026
4956,795.36,0.026
4957,795.44,0.026
4958,795.52,0.026
4959,795.60,0.026
4960,795.68,0.026
4961,795.77,0.026
4962,795.85,0.026
4963,795.94,0.026
4964,796.02,0.026
4965,796.10,0.026
4966,796.18,0.026
4967,796.27,0.026
4968,796.35,0.026
4969,796.43,0.026
4970,796.52,0.026
4971,796.60,0.025
4972,796.69,0.025
4973,796.77,0.025
4974,796.85,0.025
4975,796.94,0.025
4976,797.02,0.025
4977,797.10,0.025
4978,797.18,0.025
4979,797.26,0.025
4980,797.35,0.025
4981,797.44,0.025
4982,797.52,0.025
4983,797.60,0.025
4984,797.68,0.025
4985,797.77,0.025
4986,797.85,0.025
4987,797.94,0.025
4988,798.02,0.025
4989,798.11,0.025
4990,798.19,0.025
4991,798.27,0.025
4992,798.35,0.025
4993,798.43,0.025
4994,798.52,0.025
4995,798.60,0.025
4996,798.68,0.025
4997,798.77,0.025
4998,798.85,0.025
4999,798.93,0.025
5000,799.02,0.025
5001,799.10,0.025
5002,799.18,0.025
5003,799.27,0.025
5004,799.35,0.025
5005,799.43,0.025
5006,799.52,0.025
5007,799.61,0.025
5008,799.69,0.025
5009,799.76,0.025
5010,799.85,0.025
5011,799.94,0.025
5012,800.02,0.025
5013,800.10,0.025
5014,800.18,0.025
5015,800.27,0.025
5016,800.35,0.025
5017,800.43,0.025
5018,800.52,0.025
5019,800.60,0.025
5020,800.69,0.025
5021,800.77,0.025
5022,800.85,0.025
5023,800.93,0.025
5024,801.01,0.025
5025,801.10,0.025
5026,801.19,0.025
5027,801.27,0.025
5028,801.35,0.025
5029,801.44,0.025
5030,801.52,0.025
5031,801.60,0.025
5032,801.68,0.025
5033,801.77,0.025
5034,801.85,0.025
5035,801.93,0.025
5036,802.01,0.025
5037,802.10,0.025
5038,802.19,0.025
5039,802.26,0.025
5040,802.35,0.025
5041,802.44,0.025
5042,802.52,0.025
5043,802.60,0.025
5044,802.69,0.025
5045,802.77,0.025
5046,802.85,0.025
5047,802.94,0.025
5048,803.02,0.025
5049,803.10,0.025
5050,803.19,0.025
5051,803.27,0.025
5052,803.35,0.025
5053,803.44,0.025
5054,803.52,0.025
5055,803.60,0.025
5056,803.69,0.025
5057,803.77,0.025
5058,803.85,0.025
5059,803.94,0.025
5060,804.02,0.025
5061,804.10,0.025
5062,804.19,0.025
5063,804.27,0.025
5064,804.35,0.025
5065,804.44,0.025
5066,804.52,0.025
5067,804.60,0.025
5068,804.68,0.025
5069,804.77,0.025
5070,804.85,0.025
5071,804.94,0.025
5072,805.02,0.025
5073,805.10,0.025
5074,805.18,0.025
5075,805.27,0.025
5076,805.35,0.025
5077,805.43,0.025
5078,805.51,0.025
5079,805.60,0.025
5080,805.69,0.025
5081,805.77,0.025
5082,805.86,0.025
5083,805.94,0.025
5084,806.01,0.025
5085,806.10,0.025
5086,806.18,0.025
5087,806.27,0.025
5088,806.35,0.025
5089,806.43,0.025
5090,806.52,0.025
5091,806.61,0.025
5092,806.68,0.025
5093,806.76,0.025
5094,806.86,0.025
5095,806.94,0.025
5096,807.02,0.025
5097,807.10,0.025
5098,807.18,0.025
5099,807.27,0.025
5100,807.35,0.025
5101,807.43,0.025
5102,807.52,0.025
5103,807.61,0.025
5104,807.68,0.025
5105,807.77,0.025
5106,807.86,0.025
5107,807.94,0.025
5108,808.02,0.025
5109,808.11,0.025
5110,808.18,0.025
5111,808.26,0.025
5112,808.35,0.025
5113,808.44,0.025
5114,808.52,0.025
5115,808.60,0.025
5116,808.68,0.025
5117,808.77,0.025
5118,808.86,0.025
5119,808.93,0.025
5120,809.01,0.025
5121,809.10,0.025
5122,809.18,0.025
5123,809.27,0.025
5124,809.35,0.025
5125,809.44,0.025
5126,809.52,0.025
5127,809.60,0.025
5128,809.68,0.025
5129,809.77,0.025
5130,809.85,0.025
5131,809.93,0.025
5132,810.02,0.025
5133,810.10,0.025
5134,810.19,0.025
5135,810.27,0.025
5136,810.35,0.025
5137,810.43,0.025
5138,810.52,0.025
5139,810.60,0.025
5140,810.68,0.025
5141,810.77,0.025
5142,810.85,0.025
5143,810.94,0.025
5144,811.02,0.025
5145,811.10,0.025
5146,811.19,0.025
5147,811.27,0.025
5148,811.35,0.025
5149,811.43,0.025
5150,811.52,0.025
5151,811.61,0.025
5152,811.68,0.025
5153,811.77,0.025
5154,811.86,0.025
5155,811.94,0.025
5156,812.02,0.025
5157,812.10,0.025
5158,812.19,0.025
5159,812.27,0.025
5160,812.35,0.025
5161,812.44,0.025
5162,812.52,0.025
5163,812.60,0.025
5164,812.68,0.025
5165,812.77,0.025
5166,812.86,0.025
5167,812.94,0.025
5168,813.02,0.025
5169,813.10,0.025
5170,813.18,0.025
5171,813.27,0.025
5172,813.35,0.025
5173,813.43,0.025
5174,813.51,0.025
5175,813.60,0.025
5176,813.69,0.025
5177,813.77,0.025
5178,813.85,0.025
5179,813.93,0.025
5180,814.02,0.025
5181,814.10,0.025
5182,814.18,0.025
5183,814.27,0.025
5184,814.36,0.025
5185,814.43,0.025
5186,814.52,0.025
5187,814.61,0.025
5188,814.68,0.025
5189,814.77,0.025
5190,814.86,0.025
5191,814.93,0.025
5192,815.02,0.025
5193,815.11,0.025
5194,815.18,0.025
5195,815.27,0.025
5196,815.36,0.025
5197,815.44,0.025
5198,815.52,0.025
5199,815.60,0.025
5200,815.69,0.025
5201,815.77,0.025
5202,815.85,0.025
5203,815.94,0.025
5204,816.02,0.025
5205,816.10,0.025
5206,816.18,0.025
5207,816.26,0.025
5208,816.35,0.025
5209,816.44,0.025
5210,816.52,0.025
5211,816.60,0.025
5212,816.68,0.025
5213,816.77,0.025
5214,816.86,0.025
5215,816.93,0.025
5216,817.01,0.025
5217,817.10,0.025
5218,817.19,0.025
5219,817.27,0.025
5220,817.35,0.025
5221,817.43,0.025
5222,817.52,0.025
5223,817.60,0.025
5224,817.68,0.025
5225,817.77,0.025
5226,817.85,0.025
5227,817.94,0.025
5228,818.02,0.025
5229,818.10,0.025
5230,818.19,0.025
5231,818.27,0.025
5232,818.35,0.025
5233,818.44,0.025
5234,818.52,0.025
5235,818.60,0.025
5236,818.69,0.025
5237,818.77,0.025
5238,818.85,0.025
5239,818.94,0.025
5240,819.02,0.025
5241,819.10,0.025
5242,819.19,0.025
5243,819.27,0.025
5244,819.35,0.025
5245,819.44,0.025
5246,819.52,0.025
5247,819.60,0.025
5248,819.69,0.025
5249,819.77,0.025
5250,819.85,0.025
5251,819.94,0.025
5252,820.02,0.025
5253,820.10,0.025
5254,820.19,0.025
5255,820.27,0.025
5256,820.35,0.025
5257,820.44,0.025
5258,820.52,0.025
5259,820.60,0.025
5260,820.68,0.025
5261,820.77,0.025
5262,820.85,0.025
5263,820.93,0.025
5264,821.02,0.025
5265,821.10,0.025
5266,821.18,0.025
5267,821.27,0.025
5268,821.35,0.025
5269,821.44,0.025
5270,821.52,0.025
5271,821.60,0.025
5272,821.69,0.025
5273,821.77,0.025
5274,821.85,0.025
5275,821.93,0.025
5276,822.02,0.025
5277,822.10,0.025
5278,822.18,0.025
5279,822.27,0.025
5280,822.35,0.025
5281,822.44,0.025
5282,822.52,0.025
5283,822.60,0.025
5284,822.68,0.025
5285,822.77,0.025
5286,822.86,0.025
5287,822.93,0.025
5288,823.02,0.025
5289,823.10,0.025
5290,823.18,0.025
5291,823.27,0.025
5292,823.36,0.025
5293,823.44,0.025
5294,823.52,0.025
5295,823.61,0.025
5296,823.69,0.025
5297,823.77,0.025
5298,823.85,0.025
5299,823.94,0.025
5300,824.02,0.025
5301,824.10,0.025
5302,824.19,0.025
5303,824.27,0.025
5304,824.36,0.025
5305,824.44,0.025
5306,824.52,0.025
5307,824.60,0.025
5308,824.69,0.025
5309,824.77,0.025
5310,824.85,0.025
5311,824.94,0.025
5312,825.02,0.025
5313,825.10,0.025
5314,825.18,0.025
5315,825.27,0.025
5316,825.36,0.025
5317,825.44,0.025
5318,825.51,0.025
5319,825.61,0.025
5320,825.69,0.025
5321,825.77,0.025
5322,825.85,0.025
5323,825.93,0.025
5324,826.02,0.025
5325,826.11,0.025
5326,826.19,0.025
5327,826.27,0.025
5328,826.35,0.025
5329,826.44,0.025
5330,826.52,0.025
5331,826.60,0.025
5332,826.68,0.025
5333,826.77,0.025
5334,826.85,0.025
5335,826.94,0.025
5336,827.02,0.025
5337,827.10,0.025
5338,827.19,0.025
5339,827.27,0.025
5340,827.35,0.025
5341,827.44,0.025
5342,827.52,0.025
5343,827.60,0.025
5344,827.69,0.025
5345,827.77,0.025
5346,827.85,0.025
5347,827.94,0.025
5348,828.02,0.025
5349,828.11,0.025
5350,828.18,0.025
5351,828.27,0.025
5352,828.35,0.025
5353,828.44,0.025
5354,828.52,0.025
5355,828.60,0.025
5356,828.68,0.025
5357,828.77,0.025
5358,828.85,0.025
5359,828.94,0.025
5360,829.03,0.025
5361,829.10,0.025
5362,829.19,0.025
5363,829.26,0.025
5364,829.35,0.025
5365,829.44,0.025
5366,829.52,0.025
5367,829.60,0.025
5368,829.69,0.025
5369,829.77,0.025
5370,829.85,0.025
5371,829.94,0.025
5372,830.02,0.025
5373,830.10,0.025
5374,830.19,0.025
5375,830.27,0.025
5376,830.35,0.025
5377,830.44,0.025
5378,830.52,0.025
5379,830.60,0.025
5380,830.69,0.025
5381,830.77,0.025
5382,830.85,0.025
5383,830.94,0.025
5384,831.02,0.025
5385,831.10,0.025
5386,831.19,0.025
5387,831.27,0.025
5388,831.36,0.025
5389,831.43,0.025
5390,831.52,0.025
5391,831.60,0.025
5392,831.69,0.025
5393,831.77,0.025
5394,831.85,0.025
5395,831.94,0.025
5396,832.02,0.025
5397,832.11,0.025
5398,832.18,0.025
5399,832.26,0.025
5400,832.35,0.025
5401,832.43,0.025
5402,832.52,0.025
5403,832.60,0.025
5404,832.68,0.025
5405,832.76,0.025
5406,832.85,0.025
5407,832.93,0.025
5408,833.02,0.025
5409,833.10,0.025
5410,833.18,0.025
5411,833.27,0.025
5412,833.35,0.025
5413,833.44,0.025
5414,833.52,0.025
5415,833.60,0.025
5416,833.69,0.025
5417,833.77,0.025
5418,833.86,0.025
5419,833.93,0.025
5420,834.02,0.025
5421,834.11,0.025
5422,834.19,0.025
5423,834.27,0.025
5424,834.36,0.025
5425,834.44,0.025
5426,834.52,0.025
5427,834.60,0.025
5428,834.69,0.025
5429,834.77,0.025
5430,834.85,0.025
5431,834.94,0.025
5432,835.02,0.025
5433,835.10,0.025
5434,835.19,0.025
5435,835.27,0.025
5436,835.35,0.025
5437,835.43,0.025
5438,835.52,0.025
5439,835.61,0.025
5440,835.69,0.025
5441,835.77,0.025
5442,835.85,0.025
5443,835.94,0.025
5444,836.02,0.025
5445,836.11,0.025
5446,836.19,0.025
5447,836.26,0.025
5448,836.35,0.025
5449,836.44,0.025
5450,836.52,0.025
5451,836.60,0.025
5452,836.68,0.025
5453,836.77,0.025
5454,836.86,0.025
5455,836.94,0.025
5456,837.02,0.025
5457,837.10,0.025
5458,837.19,0.025
5459,837.27,0.025
5460,837.35,0.025
5461,837.43,0.025
5462,837.52,0.025
5463,837.61,0.025
5464,837.69,0.025
5465,837.77,0.025
5466,837.85,0.025
5467,837.94,0.025
5468,838.02,0.025
5469,838.10,0.025
5470,838.19,0.025
5471,838.28,0.025
5472,838.35,0.025
5473,838.43,0.025
5474,838.52,0.025
5475,838.60,0.025
5476,838.69,0.025
5477,838.77,0.025
5478,838.85,0.025
5479,838.93,0.025
5480,839.02,0.025
5481,839.10,0.025
5482,839.19,0.025
5483,839.27,0.025
5484,839.35,0.025
5485,839.43,0.025
5486,839.52,0.025
5487,839.61,0.025
5488,839.69,0.025
5489,839.77,0.025
5490,839.85,0.025
5491,839.93,0.025
5492,840.02,0.025
5493,840.11,0.025
5494,840.19,0.025
5495,840.27,0.025
5496,840.35,0.025
5497,840.43,0.025
5498,840.52,0.025
5499,840.61,0.025
5500,840.69,0.025
5501,840.77,0.025
5502,840.85,0.025
5503,840.94,0.025
5504,841.02,0.025
5505,841.10,0.025
5506,841.18,0.025
5507,841.27,0.025
5508,841.35,0.025
5509,841.44,0.025
5510,841.52,0.025
5511,841.60,0.025
5512,841.68,0.025
5513,841.77,0.025
5514,841.85,0.025
5515,841.93,0.025
5516,842.02,0.025
5517,842.11,0.025
5518,842.19,0.025
5519,842.27,0.025
5520,842.36,0.025
5521,842.44,0.025
5522,842.52,0.025
5523,842.61,0.025
5524,842.69,0.025
5525,842.77,0.025
5526,842.85,0.025
5527,842.94,0.025
5528,843.02,0.025
5529,843.11,0.025
5530,843.19,0.025
5531,843.27,0.025
5532,843.35,0.025
5533,843.43,0.025
5534,843.52,0.025
5535,843.60,0.025
5536,843.69,0.025
5537,843.77,0.025
5538,843.86,0.025
5539,843.94,0.025
5540,844.02,0.025
5541,844.10,0.025
5542,844.18,0.025
5543,844.27,0.025
5544,844.35,0.025
5545,844.44,0.025
5546,844.52,0.025
5547,844.60,0.025
5548,844.68,0.025
5549,844.77,0.025
5550,844.86,0.025
5551,844.95,0.025
5552,845.02,0.025
5553,845.10,0.025
5554,845.19,0.025
5555,845.27,0.025
5556,845.35,0.025
5557,845.43,0.025
5558,845.52,0.025
5559,845.61,0.025
5560,845.69,0.025
5561,845.77,0.025
5562,845.85,0.025
5563,845.94,0.025
5564,846.02,0.025
5565,846.10,0.025
5566,846.19,0.025
5567,846.27,0.025
5568,846.35,0.025
5569,846.44,0.025
5570,846.52,0.025
5571,846.60,0.025
5572,846.69,0.025
5573,846.77,0.025
5574,846.85,0.025
5575,846.94,0.025
5576,847.02,0.025
5577,847.11,0.025
5578,847.19,0.025
5579,847.27,0.025
5580,847.35,0.025
5581,847.44,0.025
5582,847.52,0.025
5583,847.60,0.025
5584,847.69,0.025
5585,847.76,0.025
5586,847.85,0.025
5587,847.93,0.025
5588,848.02,0.025
5589,848.10,0.025
5590,848.18,0.025
5591,848.27,0.025
5592,848.36,0.025
5593,848.43,0.025
5594,848.52,0.025
5595,848.61,0.025
5596,848.68,0.025
5597,848.77,0.025
5598,848.86,0.025
5599,848.94,0.025
5600,849.02,0.025
5601,849.11,0.025
5602,849.19,0.025
5603,849.27,0.025
5604,849.36,0.025
5605,849.44,0.025
5606,849.52,0.025
5607,849.61,0.025
5608,849.69,0.025
5609,849.77,0.025
5610,849.86,0.025
5611,849.94,0.025
5612,850.02,0.025
5613,850.11,0.025
5614,850.19,0.025
5615,850.27,0.025
5616,850.36,0.025
5617,850.44,0.025
5618,850.53,0.025
5619,850.60,0.025
5620,850.68,0.025
5621,850.77,0.025
5622,850.85,0.025
5623,850.94,0.025
5624,851.02,0.025
5625,851.10,0.025
5626,851.18,0.025
5627,851.27,0.025
5628,851.36,0.025
5629,851.43,0.025
5630,851.52,0.025
5631,851.61,0.025
5632,851.69,0.025
5633,851.77,0.025
5634,851.85,0.025
5635,851.94,0.025
5636,852.02,0.025
5637,852.10,0.025
5638,852.19,0.025
5639,852.27,0.025
5640,852.35,0.025
5641,852.44,0.025
5642,852.52,0.025
5643,852.60,0.025
5644,852.69,0.025
5645,852.77,0.025
5646,852.86,0.025
5647,852.94,0.025
5648,853.02,0.025
5649,853.10,0.025
5650,853.19,0.025
5651,853.27,0.025
5652,853.36,0.025
5653,853.44,0.025
5654,853.53,0.025
5655,853.60,0.025
5656,853.68,0.025
5657,853.77,0.025
5658,853.86,0.025
5659,853.94,0.025
5660,854.02,0.025
5661,854.10,0.025
5662,854.18,0.025
5663,854.27,0.025
5664,854.35,0.025
5665,854.44,0.025
5666,854.52,0.025
5667,854.60,0.025
5668,854.68,0.025
5669,854.77,0.025
5670,854.85,0.025
5671,854.93,0.025
5672,855.02,0.025
5673,855.10,0.025
5674,855.19,0.025
5675,855.28,0.025
5676,855.36,0.025
5677,855.43,0.025
5678,855.52,0.025
5679,855.60,0.025
5680,855.69,0.025
5681,855.77,0.025
5682,855.86,0.024
5683,855.94,0.024
5684,856.02,0.024
5685,856.11,0.024
5686,856.19,0.024
5687,856.27,0.024
5688,856.36,0.024
5689,856.44,0.024
5690,856.52,0.024
5691,856.61,0.024
5692,856.69,0.024
5693,856.77,0.024
5694,856.85,0.024
5695,856.94,0.024
5696,857.02,0.024
5697,857.11,0.024
5698,857.19,0.024
5699,857.27,0.024
5700,857.35,0.024
5701,857.44,0.024
5702,857.52,0.024
5703,857.61,0.024
5704,857.69,0.024
5705,857.77,0.024
5706,857.85,0.024
5707,857.93,0.024
5708,858.02,0.024
5709,858.10,0.024
5710,858.19,0.024
5711,858.27,0.024
5712,858.36,0.024
5713,858.44,0.024
5714,858.52,0.024
5715,858.60,0.024
5716,858.69,0.024
5717,858.77,0.024
5718,858.85,0.024
5719,858.94,0.024
5720,859.02,0.024
5721,859.10,0.024
5722,859.19,0.024
5723,859.27,0.024
5724,859.36,0.024
5725,859.44,0.024
5726,859.52,0.024
5727,859.61,0.024
5728,859.69,0.024
5729,859.77,0.024
5730,859.85,0.024
5731,859.94,0.024
5732,860.02,0.024
5733,860.10,0.024
5734,860.19,0.024
5735,860.27,0.024
5736,860.36,0.024
5737,860.44,0.024
5738,860.52,0.024
5739,860.61,0.024
5740,860.68,0.024
5741,860.76,0.024
5742,860.85,0.024
5743,860.94,0.024
5744,861.03,0.024
5745,861.10,0.024
5746,861.19,0.024
5747,861.27,0.024
5748,861.36,0.024
5749,861.44,0.024
5750,861.52,0.024
5751,861.60,0.024
5752,861.69,0.024
5753,861.77,0.024
5754,861.85,0.024
5755,861.93,0.024
5756,862.01,0.024
5757,862.11,0.024
5758,862.19,0.024
5759,862.27,0.024
5760,862.36,0.024
5761,862.43,0.024
5762,862.52,0.024
5763,862.61,0.024
5764,862.68,0.024
5765,862.77,0.024
5766,862.85,0.024
5767,862.94,0.024
5768,863.02,0.024
5769,863.11,0.024
5770,863.19,0.024
5771,863.27,0.024
5772,863.36,0.024
5773,863.44,0.024
5774,863.52,0.024
5775,863.61,0.024
5776,863.69,0.024
5777,863.77,0.024
5778,863.85,0.024
5779,863.94,0.024
5780,864.02,0.024
5781,864.10,0.024
5782,864.19,0.024
5783,864.28,0.024
5784,864.36,0.024
5785,864.44,0.024
5786,864.52,0.024
5787,864.61,0.024
5788,864.69,0.024
5789,864.77,0.024
5790,864.85,0.024
5791,864.94,0.024
5792,865.02,0.024
5793,865.11,0.024
5794,865.19,0.024
5795,865.27,0.024
5796,865.35,0.024
5797,865.43,0.024
5798,865.52,0.024
5799,865.61,0.024
5800,865.69,0.024
5801,865.77,0.024
5802,865.85,0.024
5803,865.94,0.024
5804,866.03,0.024
5805,866.10,0.024
5806,866.18,0.024
5807,866.27,0.024
5808,866.35,0.024
5809,866.43,0.024
5810,866.52,0.024
5811,866.60,0.024
5812,866.69,0.024
5813,866.77,0.024
5814,866.85,0.024
5815,866.94,0.024
5816,867.02,0.024
5817,867.10,0.024
5818,867.19,0.024
5819,867.27,0.024
5820,867.35,0.024
5821,867.44,0.024
5822,867.52,0.024
5823,867.60,0.024
5824,867.69,0.024
5825,867.77,0.024
5826,867.85,0.024
5827,867.94,0.024
5828,868.03,0.024
5829,868.10,0.024
5830,868.19,0.024
5831,868.27,0.024
5832,868.35,0.024
5833,868.44,0.024
5834,868.53,0.024
5835,868.61,0.024
5836,868.69,0.024
5837,868.77,0.024
5838,868.85,0.024
5839,868.93,0.024
5840,869.02,0.024
5841,869.10,0.024
5842,869.19,0.024
5843,869.27,0.024
5844,869.35,0.024
5845,869.44,0.024
5846,869.52,0.024
5847,869.60,0.024
5848,869.69,0.024
5849,869.77,0.024
5850,869.85,0.024
5851,869.94,0.024
5852,870.02,0.024
5853,870.10,0.024
5854,870.19,0.024
5855,870.27,0.024
5856,870.36,0.024
5857,870.44,0.024
5858,870.52,0.024
5859,870.60,0.024
5860,870.69,0.024
5861,870.77,0.024
5862,870.86,0.024
5863,870.94,0.024
5864,871.02,0.024
5865,871.10,0.024
5866,871.19,0.024
5867,871.28,0.024
5868,871.35,0.024
5869,871.44,0.024
5870,871.52,0.024
5871,871.61,0.024
5872,871.69,0.024
5873,871.77,0.024
5874,871.86,0.024
5875,871.94,0.024
5876,872.02,0.024
5877,872.11,0.024
5878,872.19,0.024
5879,872.27,0.024
5880,872.35,0.024
5881,872.44,0.024
5882,872.52,0.024
5883,872.60,0.024
5884,872.68,0.024
5885,872.77,0.024
5886,872.85,0.024
5887,872.93,0.024
5888,873.02,0.024
5889,873.10,0.024
5890,873.19,0.024
5891,873.27,0.024
5892,873.36,0.024
5893,873.44,0.024
5894,873.52,0.024
5895,873.60,0.024
5896,873.69,0.024
5897,873.77,0.024
5898,873.86,0.024
5899,873.94,0.024
5900,874.02,0.024
5901,874.11,0.024
5902,874.19,0.024
5903,874.27,0.024
5904,874.36,0.024
5905,874.44,0.024
5906,874.52,0.024
5907,874.61,0.024
5908,874.69,0.024
5909,874.77,0.024
5910,874.85,0.024
5911,874.93,0.024
5912,875.02,0.024
5913,875.11,0.024
5914,875.19,0.024
5915,875.27,0.024
5916,875.36,0.024
5917,875.44,0.024
5918,875.52,0.024
5919,875.60,0.024
5920,875.68,0.024
5921,875.77,0.024
5922,875.86,0.024
5923,875.94,0.024
5924,876.02,0.024
5925,876.10,0.024
5926,876.18,0.024
5927,876.27,0.024
5928,876.36,0.024
5929,876.44,0.024
5930,876.52,0.024
5931,876.60,0.024
5932,876.69,0.024
5933,876.77,0.024
5934,876.85,0.024
5935,876.94,0.024
5936,877.03,0.024
5937,877.10,0.024
5938,877.19,0.024
5939,877.27,0.024
5940,877.35,0.024
5941,877.44,0.024
5942,877.53,0.024
5943,877.60,0.024
5944,877.69,0.024
5945,877.78,0.024
5946,877.85,0.024
5947,877.94,0.024
5948,878.02,0.024
5949,878.11,0.024
5950,878.19,0.024
5951,878.27,0.024
5952,878.35,0.024
5953,878.44,0.024
5954,878.52,0.024
5955,878.61,0.024
5956,878.69,0.024
5957,878.78,0.024
5958,878.86,0.024
5959,878.94,0.024
5960,879.02,0.024
5961,879.10,0.024
5962,879.19,0.024
5963,879.27,0.024
5964,879.35,0.024
5965,879.44,0.024
5966,879.52,0.024
5967,879.60,0.024
5968,879.69,0.024
5969,879.77,0.024
5970,879.85,0.024
5971,879.94,0.024
5972,880.03,0.024
5973,880.10,0.024
5974,880.18,0.024
5975,880.27,0.024
5976,880.36,0.024
5977,880.44,0.024
5978,880.52,0.024
5979,880.61,0.024
5980,880.69,0.024
5981,880.77,0.024
5982,880.86,0.024
5983,880.94,0.024
5984,881.02,0.024
5985,881.11,0.024
5986,881.19,0.024
5987,881.27,0.024
5988,881.35,0.024
5989,881.44,0.024
5990,881.53,0.024
5991,881.61,0.024
5992,881.68,0.024
5993,881.77,0.024
5994,881.86,0.024
5995,881.95,0.024
5996,882.02,0.024
5997,882.10,0.024
5998,882.18,0.024
5999,882.27,0.024
6000,882.35,0.024
6001,882.44,0.024
6002,882.52,0.024
6003,882.61,0.024
6004,882.69,0.024
6005,882.77,0.024
6006,882.86,0.024
6007,882.94,0.024
6008,883.02,0.024
6009,883.10,0.024
6010,883.19,0.024
6011,883.27,0.024
6012,883.35,0.024
6013,883.44,0.024
6014,883.52,0.024
6015,883.61,0.024
6016,883.69,0.024
6017,883.77,0.024
6018,883.86,0.024
6019,883.94,0.024
6020,884.02,0.024
6021,884.11,0.024
6022,884.19,0.024
6023,884.27,0.024
6024,884.36,0.024
6025,884.44,0.024
6026,884.52,0.024
6027,884.61,0.024
6028,884.69,0.024
6029,884.78,0.024
6030,884.86,0.024
6031,884.94,0.024
6032,885.02,0.024
6033,885.11,0.024
6034,885.19,0.024
6035,885.28,0.024
6036,885.36,0.024
6037,885.44,0.024
6038,885.52,0.024
6039,885.60,0.024
6040,885.68,0.024
6041,885.77,0.024
6042,885.85,0.024
6043,885.93,0.024
6044,886.02,0.024
6045,886.11,0.024
6046,886.19,0.024
6047,886.27,0.024
6048,886.36,0.024
6049,886.44,0.024
6050,886.52,0.024
6051,886.60,0.024
6052,886.68,0.024
6053,886.77,0.024
6054,886.86,0.024
6055,886.94,0.024
6056,887.03,0.024
6057,887.10,0.024
6058,887.19,0.024
6059,887.28,0.024
6060,887.35,0.024
6061,887.44,0.024
6062,887.52,0.024
6063,887.60,0.024
6064,887.69,0.024
6065,887.78,0.024
6066,887.86,0.024
6067,887.93,0.024
6068,888.02,0.024
6069,888.11,0.024
6070,888.20,0.024
6071,888.27,0.024
6072,888.35,0.024
6073,888.44,0.024
6074,888.52,0.024
6075,888.61,0.024
6076,888.69,0.024
6077,888.78,0.024
6078,888.86,0.024
6079,888.94,0.024
6080,889.02,0.024
6081,889.10,0.024
6082,889.18,0.024
6083,889.27,0.024
6084,889.36,0.024
6085,889.44,0.024
6086,889.52,0.024
6087,889.60,0.024
6088,889.69,0.024
6089,889.77,0.024
6090,889.85,0.024
6091,889.94,0.024
6092,890.02,0.024
6093,890.11,0.024
6094,890.19,0.024
6095,890.27,0.024
6096,890.36,0.024
6097,890.44,0.024
6098,890.53,0.024
6099,890.61,0.024
6100,890.68,0.024
