Time,Mass,HRR
[s],[g],[kW/m2]
0,74.67,-0.333476004
1,74.744058,-0.06685468
2,74.948262,1.924491071
3,74.918486,1.896388481
4,74.729629,0.694066415
5,74.647469,1.834571674
6,74.64423,4.379415415
7,74.677454,3.839860517
8,74.66977,2.496244003
9,74.633282,2.890456451
10,74.608489,4.652609522
11,74.611978,5.139360364
12,74.659989,2.294030467
13,74.636504,-0.131306877
14,74.587545,-1.29711586
15,74.556515,-4.333421171
16,74.542788,-9.972270498
17,74.462545,-20.55318909
18,74.283364,-28.62193744
19,73.89588,-36.43300491
20,74.110656,-40.35551242
21,74.154812,-28.44758275
22,73.957612,-17.92279076
23,73.855759,13.37826359
24,73.673259,53.7477945
25,73.450931,113.5761586
26,73.287745,191.3327927
27,73.116756,234.2392651
28,72.871459,274.094068
29,72.626807,332.1955915
30,72.418833,366.7757402
31,72.202225,418.8400386
32,71.959283,424.3972033
33,71.741518,440.7935511
34,71.525168,475.8511972
35,71.27562,476.3118327
36,71.032809,496.2148592
37,70.768669,524.1263273
38,70.508701,528.0168359
39,70.233901,532.7194351
40,70.023634,547.5519506
41,69.77601,575.9886083
42,69.51426,582.7209427
43,69.307254,573.9703329
44,69.058801,604.5599472
45,68.777039,616.3881536
46,68.50979,601.621588
47,68.244017,611.253651
48,67.989385,610.3785758
49,67.716349,587.4662373
50,67.436766,611.0772712
51,67.175367,626.7947945
52,66.916581,627.9284451
53,66.633471,664.4625636
54,66.371452,679.7166917
55,66.103322,653.2654186
56,65.833605,659.4207114
57,65.55633,667.9858368
58,65.287054,663.6211322
59,65.038988,670.3034952
60,64.791019,640.4095514
61,64.524374,625.5687498
62,64.208641,630.1185736
63,63.913443,635.1005743
64,63.618553,654.3662965
65,63.329953,680.0944944
66,63.051541,680.7144667
67,62.79637,655.2952707
68,62.49129,656.7963709
69,62.161061,652.6931231
70,61.923936,670.5041325
71,61.665475,690.6376304
72,61.356108,681.6702584
73,61.0948,737.3820694
74,60.803504,744.3944299
75,60.455803,700.2981414
76,60.157365,693.3544944
77,59.894325,705.9080229
78,59.631009,677.3657799
79,59.368957,692.8976563
80,59.04112,685.7077962
81,58.672716,703.0545385
82,58.407638,702.8719895
83,58.134975,692.5471704
84,57.821147,745.4469195
85,57.535856,758.6429421
86,57.247604,744.0672117
87,56.936942,735.1191877
88,56.60924,761.8939372
89,56.329414,750.7999441
90,56.049591,707.7700513
91,55.733837,725.6109773
92,55.439742,746.1916953
93,55.132102,738.419323
94,54.868162,689.7770775
95,54.59472,685.6836258
96,54.236192,708.1874021
97,53.88626,733.5794221
98,53.547535,729.9950066
99,53.230606,763.254884
100,52.938198,769.5050773
101,52.65674,731.0524059
102,52.341049,763.7114043
103,52.010158,779.3010962
104,51.704864,757.1081768
105,51.381181,765.8623958
106,51.081237,741.7743466
107,50.744486,735.0413463
108,50.367785,752.8351331
109,50.073758,772.745405
110,49.778319,802.6203698
111,49.470746,789.105668
112,49.125282,799.8038185
113,48.758684,777.5504742
114,48.385024,796.0834162
115,48.051163,800.675542
116,47.736402,819.3149098
117,47.421385,814.8834838
118,47.079875,797.0457716
119,46.73065,802.0366529
120,46.435627,784.1069079
121,46.106094,806.9774428
122,45.719049,785.1029103
123,45.362925,791.566776
124,45.049227,821.3067154
125,44.72679,806.3584229
126,44.382706,800.8420238
127,44.083652,840.0546
128,43.739463,882.8284846
129,43.335941,878.8249173
130,42.938545,805.5085568
131,42.605449,861.7456308
132,42.245215,881.9990584
133,41.878012,869.7988994
134,41.550125,863.1867579
135,41.202256,826.9101446
136,40.842125,820.5661873
137,40.473328,858.5902519
138,40.107068,868.9001472
139,39.761642,827.5457304
140,39.39124,863.3463336
141,39.008887,851.7371707
142,38.672247,872.3801423
143,38.297276,895.688563
144,37.885134,964.8040088
145,37.491172,939.4883057
146,37.136807,856.1981338
147,36.82563,858.2348154
148,36.460148,892.6195467
149,36.060666,903.1261058
150,35.731287,916.2828053
151,35.37833,871.5111209
152,34.938979,820.4031662
153,34.507878,935.2247199
154,34.088561,925.50204
155,33.72122,858.1488553
156,33.34576,904.8931512
157,32.930456,1006.358793
158,32.500988,985.266059
159,32.093996,885.6761428
160,31.701216,856.7757473
161,31.315163,906.118763
162,30.909655,984.8876503
163,30.461996,1000.244632
164,30.0498,1009.021005
165,29.620798,998.9438752
166,29.249119,1056.500001
167,28.840724,1025.821008
168,28.369875,957.4370054
169,27.960955,964.1475378
170,27.566345,962.1286451
171,27.130486,952.1359147
172,26.658709,1027.45983
173,26.215237,1052.569746
174,25.810698,1019.655088
175,25.378145,1000.940849
176,24.889858,979.4194969
177,24.4128,1059.74072
178,23.982483,1068.573796
179,23.57561,1078.115144
180,23.126849,1072.996329
181,22.69599,1037.245924
182,22.306798,1114.861309
183,21.863721,1200.079298
184,21.415321,1194.324045
185,20.999121,1201.857042
186,20.553055,1174.850089
187,20.142796,1077.999783
188,19.742171,1010.539453
189,19.257377,1006.539358
190,18.785515,1031.731465
191,18.357359,1002.787761
192,17.921977,1134.332091
193,17.472809,1180.459183
194,16.981473,1109.025488
195,16.514724,1051.002361
196,16.069644,1031.10664
197,15.610363,1123.631302
198,15.14525,1148.584968
199,14.674288,1119.094849
200,14.162767,1105.231073
201,13.642031,1228.303585
202,13.202415,1145.635852
203,12.742069,1062.727726
204,12.190504,1033.821578
205,11.649608,1046.068638
206,11.188513,1171.263144
207,10.702733,1259.005587
208,10.149479,1234.074484
209,9.59063,1214.865107
210,9.08222,1168.217905
211,8.602382,1166.577009
212,8.082222,1294.089634
213,7.538157,1265.990587
214,7.009407,1140.59891
215,6.453418,1211.37587
216,5.908574,1285.886662
217,5.436728,1260.14704
218,4.918789,1390.233618
219,4.405271,1397.494456
220,3.93656,1401.757473
221,3.460809,1362.143445
222,2.978601,1294.564956
223,2.547827,1310.126992
224,2.160686,1373.395556
225,1.806912,1456.325804
226,1.522184,1409.079659
227,1.293698,1383.701257
228,1.108367,1354.945069
229,0.897199,1233.355633
230,0.727239,1157.979623
231,0.576523,1033.763578
232,0.420569,923.0761034
233,0.311183,825.3831394
234,0.18701,716.1474705
235,0.047567,641.381328
236,-0.04958,565.0255823
237,-0.146092,510.2820489
238,-0.239097,451.2245396
239,-0.255187,397.9588598
240,-0.321619,373.3470921
241,-0.374207,344.1172366
242,-0.430043,303.4138317
243,-0.471002,273.579873
244,-0.516621,248.2211544
245,-0.565749,227.27867
246,-0.592602,203.8429144
247,-0.616404,177.1157969
248,-0.626233,159.6036198
249,-0.630514,144.1755273
250,-0.657502,119.1220934
251,-0.683016,104.7046693
252,-0.69589,91.10324555
253,-0.668159,81.19776906
254,-0.663839,72.19883154
255,-0.698405,59.62414988
256,-0.719838,51.04521834
257,-0.717527,45.75340369
258,-0.701431,40.73353533
259,-0.697505,33.93948593
260,-0.732099,27.67445742
261,-0.739901,25.31097912
262,-0.693228,23.44075126
263,-0.707739,17.64896281
264,-0.845973,13.03372778
265,-0.674902,10.71370058
266,-0.510168,10.76278842
267,-0.615291,9.471658365
268,-0.67134,6.797893458
269,-0.69703,6.507588699
270,-0.714842,8.200606452
271,-0.685021,7.114264936
272,-0.639258,4.570065787
273,-0.669264,4.828481464
274,-0.705509,6.289019762
275,-0.70793,5.099856886
276,-0.707965,3.697118447
277,-0.705985,4.558946858
278,-0.724781,5.618354337
279,-0.713423,4.435984976
280,-0.633397,3.270875362
281,-0.627876,4.051971004
282,-0.658829,4.29195065
283,-0.665233,2.564420632
284,-0.68323,1.18805389
285,-0.685457,1.84165448
286,-0.680923,3.314366329
287,-0.660591,3.127154057
288,-0.641768,1.519243713
289,-0.657371,1.513671356
290,-0.671382,2.87854909
291,-0.681849,4.3825347
292,-0.663142,3.510943613
293,-0.650974,2.422336839
294,-0.683813,2.713889456
295,-0.708297,3.561980256
296,-0.676757,4.498151251
297,-0.633242,3.394024916
298,-0.650263,2.513481036
299,-0.685612,4.80429578
300,-0.683382,5.024398068
301,-0.673813,3.449240515
302,-0.680135,3.399097957
303,-0.689846,4.444933969
304,-0.708892,4.778191303
