Time,T_back
[s],[K]
0,292.1
0.5,292.1
1,292.1
1.5,292.1
2,292.1
2.5,292.1
3,292.1
3.5,292.1
4,292.1
4.5,292.1
5,292.1
5.5,292.1
6,292.1
6.5,292.1
7,292.1
7.5,292.1
8,292.1
8.5,292.1
9,292.1
9.5,292.1
10,292.1
10.5,292.1
11,292.1
11.5,292.1
12,292.1
12.5,292.1
13,292.1
13.5,292.1
14,292.1
14.5,292.1
15,292.1
15.5,292.1
16,292.1
16.5,292.1
17,292.1
17.5,292.1
18,292.1
18.5,292.1
19,292.2
19.5,292.2
20,292.2
20.5,292.2
21,292.2
21.5,292.3
22,292.3
22.5,292.3
23,292.4
23.5,292.4
24,292.4
24.5,292.5
25,292.6
25.5,292.6
26,292.7
26.5,292.7
27,292.8
27.5,292.9
28,293.0
28.5,293.1
29,293.2
29.5,293.2
30,293.4
30.5,293.5
31,293.6
31.5,293.7
32,293.8
32.5,294.0
33,294.1
33.5,294.3
34,294.4
34.5,294.6
35,294.7
35.5,294.9
36,295.1
36.5,295.3
37,295.5
37.5,295.7
38,295.9
38.5,296.1
39,296.3
39.5,296.5
40,296.8
40.5,297.0
41,297.2
41.5,297.5
42,297.8
42.5,298.0
43,298.3
43.5,298.6
44,298.9
44.5,299.2
45,299.5
45.5,299.8
46,300.1
46.5,300.4
47,300.7
47.5,301.1
48,301.4
48.5,301.7
49,302.1
49.5,302.4
50,302.8
50.5,303.2
51,303.6
51.5,303.9
52,304.3
52.5,304.7
53,305.1
53.5,305.5
54,305.9
54.5,306.3
55,306.8
55.5,307.2
56,307.6
56.5,308.1
57,308.5
57.5,308.9
58,309.4
58.5,309.9
59,310.3
59.5,310.8
60,311.3
60.5,311.7
61,312.2
61.5,312.7
62,313.2
62.5,313.7
63,314.2
63.5,314.7
64,315.2
64.5,315.7
65,316.2
65.5,316.8
66,317.3
66.5,317.8
67,318.3
67.5,318.9
68,319.4
68.5,320.0
69,320.5
69.5,321.1
70,321.6
70.5,322.2
71,322.7
71.5,323.3
72,323.9
72.5,324.4
73,325.0
73.5,325.6
74,326.1
74.5,326.7
75,327.3
75.5,327.9
76,328.5
76.5,329.1
77,329.7
77.5,330.3
78,330.9
78.5,331.5
79,332.1
79.5,332.7
80,333.3
80.5,333.9
81,334.5
81.5,335.1
82,335.7
82.5,336.4
83,337.0
83.5,337.6
84,338.2
84.5,338.9
85,339.5
85.5,340.1
86,340.7
86.5,341.4
87,342.0
87.5,342.6
88,343.3
88.5,343.9
89,344.5
89.5,345.2
90,345.8
90.5,346.5
91,347.1
91.5,347.7
92,348.4
92.5,349.0
93,349.7
93.5,350.3
94,351.0
94.5,351.6
95,352.3
95.5,352.9
96,353.6
96.5,354.2
97,354.9
97.5,355.5
98,356.2
98.5,356.8
99,357.5
99.5,358.1
100,358.8
100.5,359.4
101,360.1
101.5,360.8
102,361.4
102.5,362.1
103,362.7
103.5,363.4
104,364.0
104.5,364.7
105,365.4
105.5,366.0
106,366.7
106.5,367.3
107,368.0
107.5,368.6
108,369.3
108.5,370.0
109,370.6
109.5,371.3
110,371.9
110.5,372.6
111,373.3
111.5,373.9
112,374.6
112.5,375.2
113,375.9
113.5,376.5
114,377.2
114.5,377.9
115,378.5
115.5,379.2
116,379.8
116.5,380.5
117,381.1
117.5,381.8
118,382.5
118.5,383.1
119,383.8
119.5,384.4
120,385.1
120.5,385.7
121,386.4
121.5,387.0
122,387.7
122.5,388.4
123,389.0
123.5,389.7
124,390.3
124.5,391.0
125,391.6
125.5,392.3
126,392.9
126.5,393.6
127,394.2
127.5,394.9
128,395.5
128.5,396.2
129,396.8
129.5,397.5
130,398.1
130.5,398.8
131,399.4
131.5,400.1
132,400.7
132.5,401.4
133,402.0
133.5,402.6
134,403.3
134.5,403.9
135,404.6
135.5,405.2
136,405.9
136.5,406.5
137,407.1
137.5,407.8
138,408.4
138.5,409.1
139,409.7
139.5,410.4
140,411.0
140.5,411.6
141,412.3
141.5,412.9
142,413.5
142.5,414.2
143,414.8
143.5,415.5
144,416.1
144.5,416.7
145,417.4
145.5,418.0
146,418.6
146.5,419.3
147,419.9
147.5,420.5
148,421.2
148.5,421.8
149,422.4
149.5,423.1
150,423.7
150.5,424.3
151,424.9
151.5,425.6
152,426.2
152.5,426.8
153,427.5
153.5,428.1
154,428.7
154.5,429.3
155,430.0
155.5,430.6
156,431.2
156.5,431.8
157,432.4
157.5,433.1
158,433.7
158.5,434.3
159,434.9
159.5,435.6
160,436.2
160.5,436.8
161,437.4
161.5,438.0
162,438.7
162.5,439.3
163,439.9
163.5,440.5
164,441.1
164.5,441.7
165,442.4
165.5,443.0
166,443.6
166.5,444.2
167,444.8
167.5,445.4
168,446.0
168.5,446.7
169,447.3
169.5,447.9
170,448.5
170.5,449.1
171,449.7
171.5,450.3
172,450.9
