Time,T_back
190,435.3
190.5,435.9
191,436.4
191.5,436.9
192,437.5
192.5,438.0
193,438.6
193.5,439.1
194,439.6
194.5,440.2
195,440.7
195.5,441.2
196,441.8
196.5,442.3
197,442.8
197.5,443.4
198,443.9
198.5,444.4
199,445.0
199.5,445.5
200,446.0
200.5,446.6
201,447.1
201.5,447.6
202,448.2
202.5,448.7
203,449.2
203.5,449.8
204,450.3
204.5,450.8
205,451.3
205.5,451.9
206,452.4
206.5,452.9
207,453.5
207.5,454.0
208,454.5
208.5,455.1
209,455.6
209.5,456.1
210,456.7
210.5,457.2
211,457.7
211.5,458.2
212,458.8
212.5,459.3
213,459.8
213.5,460.4
214,460.9
214.5,461.4
215,461.9
215.5,462.5
216,463.0
216.5,463.5
217,464.1
217.5,464.6
218,465.1
218.5,465.6
219,466.2
219.5,466.7
220,467.2
220.5,467.7
221,468.3
221.5,468.8
222,469.3
222.5,469.9
223,470.4
223.5,470.9
224,471.4
224.5,472.0
225,472.5
225.5,473.0
226,473.5
226.5,474.1
227,474.6
227.5,475.1
228,475.6
228.5,476.2
229,476.7
229.5,477.2
230,477.7
230.5,478.3
231,478.8
231.5,479.3
232,479.8
232.5,480.4
233,480.9
233.5,481.4
234,481.9
234.5,482.4
235,483.0
235.5,483.5
236,484.0
236.5,484.5
237,485.1
237.5,485.6
238,486.1
238.5,486.6
239,487.1
239.5,487.7
240,488.2
240.5,488.7
241,489.2
241.5,489.8
242,490.3
242.5,490.8
243,491.3
243.5,491.8
244,492.4
244.5,492.9
245,493.4
245.5,493.9
246,494.4
246.5,495.0
247,495.5
247.5,496.0
248,496.5
248.5,497.0
249,497.6
249.5,498.1
250,498.6
250.5,499.1
251,499.6
251.5,500.2
252,500.7
252.5,501.2
253,501.7
253.5,502.2
254,502.7
254.5,503.3
255,503.8
255.5,504.3
256,504.8
256.5,505.3
257,505.8
257.5,506.4
258,506.9
258.5,507.4
259,507.9
259.5,508.4
260,508.9
260.5,509.5
261,510.0
261.5,510.5
262,511.0
262.5,511.5
263,512.0
263.5,512.5
264,513.1
264.5,513.6
265,514.1
265.5,514.6
266,515.1
266.5,515.6
267,516.1
267.5,516.7
268,517.2
268.5,517.7
269,518.2
269.5,518.7
270,519.2
270.5,519.7
271,520.2
271.5,520.8
272,521.3
272.5,521.8
273,522.3
273.5,522.8
274,523.3
274.5,523.8
275,524.3
275.5,524.8
276,525.4
276.5,525.9
277,526.4
277.5,526.9
278,527.4
278.5,527.9
279,528.4
279.5,528.9
280,529.4
280.5,529.9
281,530.4
281.5,530.9
282,531.5
282.5,532.0
283,532.5
283.5,533.0
284,533.5
284.5,534.0
285,534.5
285.5,535.0
286,535.5
286.5,536.0
287,536.5
287.5,537.0
288,537.5
288.5,538.0
289,538.5
289.5,539.0
290,539.5
290.5,540.0
291,540.5
291.5,541.0
292,541.5
292.5,542.0
293,542.5
293.5,543.0
294,543.5
294.5,544.0
295,544.5
295.5,545.0
296,545.5
296.5,546.0
297,546.5
297.5,547.0
298,547.5
298.5,548.0
299,548.5
299.5,549.0
300,549.5
300.5,549.9
301,550.4
301.5,550.9
302,551.4
302.5,551.9
303,552.4
303.5,552.9
304,553.4
304.5,553.8
305,554.3
305.5,554.8
306,555.3
306.5,555.8
307,556.3
307.5,556.8
308,557.2
308.5,557.7
309,558.2
309.5,558.7
310,559.2
310.5,559.6
311,560.1
311.5,560.6
312,561.1
312.5,561.5
313,562.0
313.5,562.5
314,563.0
314.5,563.4
315,563.9
315.5,564.4
316,564.8
316.5,565.3
317,565.8
317.5,566.2
318,566.7
318.5,567.2
319,567.6
319.5,568.1
320,568.6
320.5,569.0
321,569.5
321.5,569.9
322,570.4
322.5,570.9
323,571.3
323.5,571.8
324,572.2
324.5,572.7
325,573.1
325.5,573.6
326,574.0
326.5,574.5
327,574.9
327.5,575.4
328,575.8
328.5,576.3
329,576.7
329.5,577.2
330,577.6
330.5,578.0
331,578.5
331.5,578.9
332,579.4
332.5,579.8
333,580.2
333.5,580.7
334,581.1
334.5,581.5
335,581.9
335.5,582.4
336,582.8
336.5,583.2
337,583.7
337.5,584.1
338,584.5
338.5,584.9
339,585.3
339.5,585.8
340,586.2
340.5,586.6
341,587.0
341.5,587.4
342,587.8
342.5,588.2
343,588.7
343.5,589.1
344,589.5
344.5,589.9
345,590.3
345.5,590.7
346,591.1
346.5,591.5
347,591.9
347.5,592.3
348,592.7
348.5,593.1
349,593.5
349.5,593.9
350,594.3
350.5,594.6
351,595.0
351.5,595.4
352,595.8
352.5,596.2
353,596.6
353.5,597.0
354,597.3
354.5,597.7
355,598.1
355.5,598.5
356,598.9
356.5,599.3
357,599.6
357.5,600.0
358,600.4
358.5,600.8
359,601.1
359.5,601.5
360,601.9
360.5,602.2
361,602.6
361.5,603.0
362,603.3
362.5,603.7
363,604.1
363.5,604.4
364,604.8
364.5,605.2
365,605.5
365.5,605.9
366,606.3
366.5,606.6
367,607.0
367.5,607.4
368,607.7
368.5,608.1
369,608.4
369.5,608.8
370,609.2
370.5,609.5
371,609.9
371.5,610.2
372,610.6
372.5,611.0
373,611.3
373.5,611.7
374,612.0
374.5,612.4
375,612.8
375.5,613.1
376,613.5
376.5,613.8
377,614.2
377.5,614.6
378,614.9
378.5,615.3
379,615.6
379.5,616.0
380,616.4
380.5,616.7
381,617.1
381.5,617.5
382,617.8
382.5,618.2
383,618.6
383.5,618.9
384,619.3
384.5,619.7
385,620.1
385.5,620.4
386,620.8
386.5,621.2
387,621.6
387.5,621.9
388,622.3
388.5,622.7
389,623.1
389.5,623.5
390,623.8
390.5,624.2
391,624.6
391.5,625.0
392,625.4
392.5,625.8
393,626.2
393.5,626.6
394,627.0
394.5,627.4
395,627.8
395.5,628.2
396,628.6
396.5,629.0
397,629.4
397.5,629.9
398,630.3
398.5,630.7
399,631.1
399.5,631.5
400,632.0
400.5,632.4
401,632.9
401.5,633.3
402,633.7
402.5,634.2
403,634.6
403.5,635.1
404,635.5
404.5,636.0
405,636.5
405.5,636.9
406,637.4
406.5,637.9
407,638.4
407.5,638.8
408,639.3
408.5,639.8
409,640.3
409.5,640.8
410,641.3
410.5,641.8
411,642.4
411.5,642.9
412,643.4
412.5,643.9
413,644.5
413.5,645.0
414,645.6
414.5,646.1
415,646.7
415.5,647.3
416,647.9
416.5,648.4
417,649.0
417.5,649.6
418,650.2
418.5,650.9
419,651.5
419.5,652.1
420,652.8
420.5,653.4
421,654.1
421.5,654.7
422,655.4
422.5,656.1
423,656.8
423.5,657.5
424,658.3
424.5,659.0
425,659.7
425.5,660.5
426,661.3
426.5,662.1
427,662.9
427.5,663.7
428,664.6
428.5,665.4
429,666.3
429.5,667.2
430,668.1
430.5,669.0
431,670.0
431.5,671.0
432,672.0
432.5,673.0
433,674.1
433.5,675.2
434,676.3
434.5,677.5
435,678.7
435.5,680.0
436,681.3
436.5,682.6
437,684.0
437.5,685.4
438,687.0
438.5,688.6
439,690.2
439.5,692.0
440,693.8
440.5,695.8
441,697.9
441.5,700.2
442,702.6
442.5,705.3
443,708.2
443.5,711.5
444,715.2
444.5,719.5
445,724.5
445.5,730.8
446,739.1
446.5,750.6
447,771.0
447.5,759.4
448,774.7
448.5,788.6
449,798.7
449.5,806.4
450,812.7
450.5,817.9
451,822.3
451.5,826.1
452,829.4
452.5,832.4
453,835.0
453.5,837.4
454,839.6
454.5,841.6
455,843.5
455.5,845.2
456,846.7
456.5,848.2
457,849.6
457.5,850.9
458,852.1
458.5,853.2
459,854.3
459.5,855.3
460,856.3
460.5,857.2
461,858.1
461.5,859.0
462,859.8
462.5,860.5
463,861.3
463.5,862.0
464,862.6
464.5,863.3
465,863.9
465.5,864.5
466,865.1
466.5,865.7
467,866.2
467.5,866.8
468,867.3
468.5,867.8
469,868.3
469.5,868.7
470,869.2
470.5,869.6
471,870.0
471.5,870.5
472,870.9
472.5,871.3
473,871.7
473.5,872.0
474,872.4
474.5,872.8
475,873.1
475.5,873.5
476,873.8
476.5,874.1
477,874.4
477.5,874.7
478,875.1
478.5,875.4
479,875.7
479.5,875.9
480,876.2
480.5,876.5
481,876.8
481.5,877.0
482,877.3
482.5,877.6
483,877.8
483.5,878.1
484,878.3
484.5,878.5
485,878.8
485.5,879.0
486,879.2
486.5,879.4
487,879.7
487.5,879.9
488,880.1
488.5,880.3
489,880.5
489.5,880.7
490,880.9
490.5,881.1
491,881.3
491.5,881.5
492,881.6
492.5,881.8
493,882.0
493.5,882.2
494,882.4
494.5,882.5
495,882.7
495.5,882.9
496,883.0
496.5,883.2
497,883.4
497.5,883.5
498,883.7
498.5,883.8
499,884.0
499.5,884.1
500,884.3
