Time,T_back
[s],[K]
0,292.4
0.5,292.4
1,292.4
1.5,292.4
2,292.4
2.5,292.4
3,292.4
3.5,292.4
4,292.4
4.5,292.4
5,292.4
5.5,292.4
6,292.4
6.5,292.4
7,292.4
7.5,292.4
8,292.4
8.5,292.4
9,292.4
9.5,292.4
10,292.4
10.5,292.4
11,292.4
11.5,292.4
12,292.4
12.5,292.4
13,292.4
13.5,292.4
14,292.4
14.5,292.4
15,292.4
15.5,292.4
16,292.4
16.5,292.4
17,292.4
17.5,292.4
18,292.4
18.5,292.4
19,292.4
19.5,292.4
20,292.4
20.5,292.4
21,292.4
21.5,292.4
22,292.4
22.5,292.4
23,292.4
23.5,292.5
24,292.5
24.5,292.5
25,292.5
25.5,292.5
26,292.5
26.5,292.5
27,292.5
27.5,292.6
28,292.6
28.5,292.6
29,292.6
29.5,292.7
30,292.7
30.5,292.7
31,292.7
31.5,292.8
32,292.8
32.5,292.9
33,292.9
33.5,292.9
34,293.0
34.5,293.0
35,293.1
35.5,293.2
36,293.2
36.5,293.3
37,293.3
37.5,293.4
38,293.5
38.5,293.6
39,293.7
39.5,293.7
40,293.8
40.5,293.9
41,294.0
41.5,294.1
42,294.2
42.5,294.3
43,294.4
43.5,294.5
44,294.7
44.5,294.8
45,294.9
45.5,295.0
46,295.2
46.5,295.3
47,295.5
47.5,295.6
48,295.8
48.5,295.9
49,296.1
49.5,296.2
50,296.4
50.5,296.6
51,296.7
51.5,296.9
52,297.1
52.5,297.3
53,297.5
53.5,297.7
54,297.9
54.5,298.1
55,298.3
55.5,298.5
56,298.7
56.5,299.0
57,299.2
57.5,299.4
58,299.7
58.5,299.9
59,300.1
59.5,300.4
60,300.6
60.5,300.9
61,301.1
61.5,301.4
62,301.7
62.5,301.9
63,302.2
63.5,302.5
64,302.8
64.5,303.1
65,303.4
65.5,303.6
66,303.9
66.5,304.2
67,304.5
67.5,304.9
68,305.2
68.5,305.5
69,305.8
69.5,306.1
70,306.4
70.5,306.8
71,307.1
71.5,307.4
72,307.8
72.5,308.1
73,308.5
73.5,308.8
74,309.2
74.5,309.5
75,309.9
75.5,310.2
76,310.6
76.5,311.0
77,311.3
77.5,311.7
78,312.1
78.5,312.5
79,312.9
79.5,313.2
80,313.6
80.5,314.0
81,314.4
81.5,314.8
82,315.2
82.5,315.6
83,316.0
83.5,316.4
84,316.8
84.5,317.2
85,317.6
85.5,318.1
86,318.5
86.5,318.9
87,319.3
87.5,319.7
88,320.2
88.5,320.6
89,321.0
89.5,321.5
90,321.9
90.5,322.3
91,322.8
91.5,323.2
92,323.7
92.5,324.1
93,324.5
93.5,325.0
94,325.4
94.5,325.9
95,326.3
95.5,326.8
96,327.3
96.5,327.7
97,328.2
97.5,328.6
98,329.1
98.5,329.6
99,330.0
99.5,330.5
100,331.0
100.5,331.4
101,331.9
101.5,332.4
102,332.9
102.5,333.3
103,333.8
103.5,334.3
104,334.8
104.5,335.2
105,335.7
105.5,336.2
106,336.7
106.5,337.2
107,337.7
107.5,338.1
108,338.6
108.5,339.1
109,339.6
109.5,340.1
110,340.6
110.5,341.1
111,341.6
111.5,342.1
112,342.6
112.5,343.1
113,343.5
113.5,344.0
114,344.5
114.5,345.0
115,345.5
115.5,346.0
116,346.5
116.5,347.0
117,347.5
117.5,348.0
118,348.5
118.5,349.1
119,349.6
119.5,350.1
120,350.6
120.5,351.1
121,351.6
121.5,352.1
122,352.6
122.5,353.1
123,353.6
123.5,354.1
124,354.6
124.5,355.1
125,355.7
125.5,356.2
126,356.7
126.5,357.2
127,357.7
127.5,358.2
128,358.7
128.5,359.2
129,359.7
129.5,360.3
130,360.8
130.5,361.3
131,361.8
131.5,362.3
132,362.8
132.5,363.3
133,363.9
133.5,364.4
134,364.9
134.5,365.4
135,365.9
135.5,366.4
136,367.0
136.5,367.5
137,368.0
137.5,368.5
138,369.0
138.5,369.6
139,370.1
139.5,370.6
140,371.1
140.5,371.6
141,372.1
141.5,372.7
142,373.2
142.5,373.7
143,374.2
143.5,374.7
144,375.3
144.5,375.8
145,376.3
145.5,376.8
146,377.3
146.5,377.9
147,378.4
147.5,378.9
148,379.4
148.5,379.9
149,380.5
149.5,381.0
150,381.5
150.5,382.0
151,382.5
151.5,383.1
152,383.6
152.5,384.1
153,384.6
153.5,385.1
154,385.7
154.5,386.2
155,386.7
155.5,387.2
156,387.7
156.5,388.3
157,388.8
157.5,389.3
158,389.8
158.5,390.3
159,390.9
159.5,391.4
160,391.9
160.5,392.4
161,393.0
161.5,393.5
162,394.0
162.5,394.5
163,395.0
163.5,395.6
164,396.1
164.5,396.6
165,397.1
165.5,397.6
166,398.2
166.5,398.7
167,399.2
167.5,399.7
168,400.2
168.5,400.8
169,401.3
169.5,401.8
170,402.3
170.5,402.8
171,403.4
171.5,403.9
172,404.4
172.5,404.9
173,405.4
173.5,406.0
174,406.5
174.5,407.0
175,407.5
175.5,408.0
176,408.5
176.5,409.1
177,409.6
177.5,410.1
178,410.6
178.5,411.1
179,411.7
179.5,412.2
180,412.7
180.5,413.2
181,413.7
181.5,414.2
182,414.8
182.5,415.3
183,415.8
183.5,416.3
184,416.8
184.5,417.3
185,417.9
185.5,418.4
186,418.9
186.5,419.4
187,419.9
187.5,420.4
188,421.0
188.5,421.5
189,422.0
189.5,422.5
190,423.0
190.5,423.5
191,424.1
191.5,424.6
192,425.1
192.5,425.6
193,426.1
193.5,426.6
194,427.2
194.5,427.7
195,428.2
195.5,428.7
196,429.2
196.5,429.7
197,430.2
