Time,T_back
[s],[K]
0,294.7
0.5,294.7
1,294.7
1.5,294.7
2,294.7
2.5,294.7
3,294.7
3.5,294.7
4,294.7
4.5,294.7
5,294.7
5.5,294.7
6,294.7
6.5,294.7
7,294.7
7.5,294.7
8,294.7
8.5,294.7
9,294.7
9.5,294.7
10,294.7
10.5,294.7
11,294.7
11.5,294.7
12,294.7
12.5,294.7
13,294.7
13.5,294.7
14,294.7
14.5,294.7
15,294.7
15.5,294.8
16,294.8
16.5,294.8
17,294.8
17.5,294.9
18,294.9
18.5,295.0
19,295.0
19.5,295.1
20,295.1
20.5,295.2
21,295.3
21.5,295.3
22,295.4
22.5,295.5
23,295.6
23.5,295.7
24,295.8
24.5,295.9
25,296.1
25.5,296.2
26,296.3
26.5,296.5
27,296.6
27.5,296.8
28,296.9
28.5,297.1
29,297.3
29.5,297.5
30,297.7
30.5,297.9
31,298.1
31.5,298.3
32,298.5
32.5,298.8
33,299.0
33.5,299.3
34,299.5
34.5,299.8
35,300.0
35.5,300.3
36,300.6
36.5,300.9
37,301.2
37.5,301.5
38,301.8
38.5,302.1
39,302.4
39.5,302.7
40,303.1
40.5,303.4
41,303.7
41.5,304.1
42,304.4
42.5,304.8
43,305.2
43.5,305.5
44,305.9
44.5,306.3
45,306.7
45.5,307.1
46,307.5
46.5,307.9
47,308.3
47.5,308.7
48,309.1
48.5,309.5
49,310.0
49.5,310.4
50,310.8
50.5,311.3
51,311.7
51.5,312.2
52,312.6
52.5,313.1
53,313.5
53.5,314.0
54,314.5
54.5,314.9
55,315.4
55.5,315.9
56,316.4
56.5,316.8
57,317.3
57.5,317.8
58,318.3
58.5,318.8
59,319.3
59.5,319.8
60,320.3
60.5,320.8
61,321.3
61.5,321.9
62,322.4
62.5,322.9
63,323.4
63.5,323.9
64,324.5
64.5,325.0
65,325.5
65.5,326.1
66,326.6
66.5,327.1
67,327.7
67.5,328.2
68,328.8
68.5,329.3
69,329.9
69.5,330.4
70,331.0
70.5,331.5
71,332.1
71.5,332.6
72,333.2
72.5,333.7
73,334.3
73.5,334.9
74,335.4
74.5,336.0
75,336.6
75.5,337.1
76,337.7
76.5,338.3
77,338.8
77.5,339.4
78,340.0
78.5,340.6
79,341.1
79.5,341.7
80,342.3
80.5,342.9
81,343.4
81.5,344.0
82,344.6
82.5,345.2
83,345.8
83.5,346.3
84,346.9
84.5,347.5
85,348.1
85.5,348.7
86,349.3
86.5,349.8
87,350.4
87.5,351.0
88,351.6
88.5,352.2
89,352.8
89.5,353.4
90,353.9
90.5,354.5
91,355.1
91.5,355.7
92,356.3
92.5,356.9
93,357.5
93.5,358.1
94,358.7
94.5,359.3
95,359.8
95.5,360.4
96,361.0
96.5,361.6
97,362.2
97.5,362.8
98,363.4
98.5,364.0
99,364.6
99.5,365.1
100,365.7
100.5,366.3
101,366.9
101.5,367.5
102,368.1
102.5,368.7
103,369.3
103.5,369.9
104,370.5
104.5,371.0
105,371.6
105.5,372.2
106,372.8
106.5,373.4
107,374.0
107.5,374.6
108,375.1
108.5,375.7
109,376.3
109.5,376.9
110,377.5
110.5,378.1
111,378.7
111.5,379.2
112,379.8
112.5,380.4
113,381.0
113.5,381.6
114,382.1
114.5,382.7
115,383.3
115.5,383.9
