Time,T_back
[s],[K]
0,294.5
0.5,294.5
1,294.5
1.5,294.5
2,294.5
2.5,294.5
3,294.5
3.5,294.5
4,294.5
4.5,294.5
5,294.5
5.5,294.5
6,294.5
6.5,294.5
7,294.5
7.5,294.5
8,294.5
8.5,294.5
9,294.5
9.5,294.5
10,294.5
10.5,294.5
11,294.5
11.5,294.5
12,294.5
12.5,294.5
13,294.5
13.5,294.5
14,294.5
14.5,294.5
15,294.5
15.5,294.6
16,294.6
16.5,294.6
17,294.6
17.5,294.6
18,294.6
18.5,294.7
19,294.7
19.5,294.7
20,294.8
20.5,294.8
21,294.9
21.5,294.9
22,295.0
22.5,295.0
23,295.1
23.5,295.1
24,295.2
24.5,295.3
25,295.4
25.5,295.5
26,295.6
26.5,295.7
27,295.8
27.5,295.9
28,296.0
28.5,296.1
29,296.3
29.5,296.4
30,296.5
30.5,296.7
31,296.8
31.5,297.0
32,297.2
32.5,297.3
33,297.5
33.5,297.7
34,297.9
34.5,298.1
35,298.3
35.5,298.5
36,298.7
36.5,298.9
37,299.2
37.5,299.4
38,299.6
38.5,299.9
39,300.1
39.5,300.4
40,300.6
40.5,300.9
41,301.2
41.5,301.5
42,301.7
42.5,302.0
43,302.3
43.5,302.6
44,302.9
44.5,303.2
45,303.5
45.5,303.9
46,304.2
46.5,304.5
47,304.9
47.5,305.2
48,305.5
48.5,305.9
49,306.2
49.5,306.6
50,306.9
50.5,307.3
51,307.7
51.5,308.1
52,308.4
52.5,308.8
53,309.2
53.5,309.6
54,310.0
54.5,310.4
55,310.8
55.5,311.2
56,311.6
56.5,312.0
57,312.4
57.5,312.8
58,313.3
58.5,313.7
59,314.1
59.5,314.6
60,315.0
60.5,315.4
61,315.9
61.5,316.3
62,316.8
62.5,317.2
63,317.7
63.5,318.1
64,318.6
64.5,319.0
65,319.5
65.5,320.0
66,320.4
66.5,320.9
67,321.4
67.5,321.8
68,322.3
68.5,322.8
69,323.3
69.5,323.8
70,324.3
70.5,324.7
71,325.2
71.5,325.7
72,326.2
72.5,326.7
73,327.2
73.5,327.7
74,328.2
74.5,328.7
75,329.2
75.5,329.7
76,330.2
76.5,330.7
77,331.2
77.5,331.7
78,332.3
78.5,332.8
79,333.3
79.5,333.8
80,334.3
80.5,334.8
81,335.4
81.5,335.9
82,336.4
82.5,336.9
83,337.4
83.5,338.0
84,338.5
84.5,339.0
85,339.6
85.5,340.1
86,340.6
86.5,341.1
87,341.7
87.5,342.2
88,342.7
88.5,343.3
89,343.8
89.5,344.3
90,344.9
90.5,345.4
91,345.9
91.5,346.5
92,347.0
92.5,347.6
93,348.1
93.5,348.6
94,349.2
94.5,349.7
95,350.3
95.5,350.8
96,351.3
96.5,351.9
97,352.4
97.5,353.0
98,353.5
98.5,354.1
99,354.6
99.5,355.1
100,355.7
100.5,356.2
101,356.8
101.5,357.3
102,357.9
102.5,358.4
103,359.0
103.5,359.5
104,360.0
104.5,360.6
105,361.1
105.5,361.7
106,362.2
106.5,362.8
107,363.3
107.5,363.9
108,364.4
108.5,364.9
109,365.5
109.5,366.0
110,366.6
110.5,367.1
111,367.7
111.5,368.2
112,368.7
112.5,369.3
113,369.8
113.5,370.4
114,370.9
114.5,371.5
115,372.0
115.5,372.5
116,373.1
116.5,373.6
117,374.2
117.5,374.7
118,375.2
118.5,375.8
119,376.3
119.5,376.9
120,377.4
120.5,377.9
121,378.5
121.5,379.0
122,379.6
122.5,380.1
123,380.6
123.5,381.2
124,381.7
124.5,382.2
125,382.8
125.5,383.3
126,383.8
126.5,384.4
127,384.9
127.5,385.4
128,386.0
128.5,386.5
129,387.0
129.5,387.6
130,388.1
130.5,388.6
131,389.2
131.5,389.7
132,390.2
132.5,390.8
133,391.3
133.5,391.8
134,392.3
134.5,392.9
135,393.4
135.5,393.9
136,394.4
136.5,395.0
137,395.5
137.5,396.0
138,396.5
138.5,397.0
139,397.6
139.5,398.1
140,398.6
140.5,399.1
141,399.6
141.5,400.2
142,400.7
142.5,401.2
143,401.7
143.5,402.2
144,402.7
144.5,403.2
145,403.8
145.5,404.3
146,404.8
146.5,405.3
147,405.8
147.5,406.3
148,406.8
148.5,407.3
149,407.8
149.5,408.3
150,408.8
150.5,409.4
151,409.9
151.5,410.4
152,410.9
152.5,411.4
153,411.9
153.5,412.4
154,412.9
154.5,413.4
155,413.9
155.5,414.4
156,414.9
156.5,415.4
157,415.9
157.5,416.3
158,416.8
158.5,417.3
159,417.8
159.5,418.3
160,418.8
160.5,419.3
161,419.8
161.5,420.3
162,420.8
162.5,421.3
163,421.7
163.5,422.2
164,422.7
164.5,423.2
165,423.7
165.5,424.2
166,424.6
166.5,425.1
167,425.6
167.5,426.1
168,426.6
168.5,427.0
169,427.5
169.5,428.0
170,428.5
170.5,428.9
171,429.4
171.5,429.9
172,430.3
172.5,430.8
173,431.3
173.5,431.8
174,432.2
174.5,432.7
175,433.2
175.5,433.6
176,434.1
176.5,434.6
177,435.0
177.5,435.5
178,435.9
178.5,436.4
179,436.9
179.5,437.3
180,437.8
180.5,438.2
181,438.7
181.5,439.1
182,439.6
182.5,440.1
183,440.5
183.5,441.0
184,441.4
184.5,441.9
185,442.3
185.5,442.8
186,443.2
186.5,443.6
187,444.1
187.5,444.5
188,445.0
188.5,445.4
189,445.9
189.5,446.3
190,446.7
190.5,447.2
191,447.6
191.5,448.1
192,448.5
192.5,448.9
193,449.4
193.5,449.8
194,450.2
194.5,450.7
195,451.1
195.5,451.5
196,452.0
196.5,452.4
197,452.8
197.5,453.3
198,453.7
198.5,454.1
199,454.5
199.5,455.0
200,455.4
200.5,455.8
201,456.2
201.5,456.6
202,457.1
202.5,457.5
203,457.9
203.5,458.3
204,458.7
204.5,459.1
205,459.6
205.5,460.0
206,460.4
206.5,460.8
207,461.2
207.5,461.6
208,462.0
208.5,462.4
209,462.8
209.5,463.2
210,463.6
210.5,464.1
211,464.5
211.5,464.9
212,465.3
212.5,465.7
213,466.1
213.5,466.5
214,466.9
214.5,467.3
215,467.7
215.5,468.0
216,468.4
216.5,468.8
217,469.2
217.5,469.6
218,470.0
218.5,470.4
219,470.8
219.5,471.2
220,471.6
220.5,472.0
221,472.3
221.5,472.7
222,473.1
222.5,473.5
223,473.9
223.5,474.3
224,474.6
224.5,475.0
225,475.4
225.5,475.8
226,476.2
226.5,476.5
227,476.9
227.5,477.3
228,477.7
228.5,478.0
229,478.4
229.5,478.8
230,479.1
230.5,479.5
231,479.9
231.5,480.2
232,480.6
232.5,481.0
233,481.3
233.5,481.7
234,482.1
234.5,482.4
235,482.8
235.5,483.2
236,483.5
236.5,483.9
237,484.2
237.5,484.6
238,485.0
238.5,485.3
239,485.7
239.5,486.0
240,486.4
240.5,486.7
241,487.1
241.5,487.4
242,487.8
242.5,488.1
243,488.5
243.5,488.8
244,489.2
244.5,489.5
245,489.9
245.5,490.2
246,490.6
246.5,490.9
247,491.2
247.5,491.6
248,491.9
248.5,492.3
249,492.6
249.5,492.9
250,493.3
250.5,493.6
251,494.0
251.5,494.3
252,494.6
252.5,495.0
253,495.3
253.5,495.6
254,495.9
254.5,496.3
255,496.6
255.5,496.9
256,497.3
256.5,497.6
257,497.9
257.5,498.2
258,498.6
258.5,498.9
259,499.2
259.5,499.5
260,499.9
260.5,500.2
261,500.5
261.5,500.8
262,501.1
262.5,501.5
263,501.8
263.5,502.1
264,502.4
264.5,502.7
265,503.0
265.5,503.3
266,503.7
266.5,504.0
267,504.3
267.5,504.6
268,504.9
268.5,505.2
269,505.5
269.5,505.8
270,506.1
270.5,506.4
271,506.7
271.5,507.0
272,507.3
272.5,507.6
273,507.9
273.5,508.2
274,508.5
274.5,508.8
275,509.1
275.5,509.4
276,509.7
276.5,510.0
277,510.3
277.5,510.6
278,510.9
278.5,511.2
279,511.5
279.5,511.8
280,512.1
280.5,512.4
281,512.7
281.5,513.0
282,513.2
282.5,513.5
283,513.8
283.5,514.1
284,514.4
284.5,514.7
285,515.0
285.5,515.2
286,515.5
286.5,515.8
287,516.1
287.5,516.4
288,516.6
288.5,516.9
289,517.2
289.5,517.5
290,517.8
290.5,518.0
291,518.3
291.5,518.6
292,518.9
292.5,519.1
293,519.4
293.5,519.7
294,519.9
294.5,520.2
295,520.5
295.5,520.8
296,521.0
296.5,521.3
297,521.6
297.5,521.8
298,522.1
298.5,522.3
299,522.6
299.5,522.9
300,523.1
300.5,523.4
301,523.7
301.5,523.9
302,524.2
302.5,524.4
303,524.7
303.5,525.0
304,525.2
304.5,525.5
305,525.7
305.5,526.0
306,526.2
306.5,526.5
307,526.7
307.5,527.0
308,527.2
308.5,527.5
309,527.7
309.5,528.0
310,528.2
310.5,528.5
311,528.7
311.5,529.0
312,529.2
312.5,529.5
313,529.7
313.5,530.0
314,530.2
314.5,530.5
315,530.7
315.5,530.9
316,531.2
316.5,531.4
317,531.7
317.5,531.9
318,532.1
318.5,532.4
319,532.6
319.5,532.8
320,533.1
320.5,533.3
321,533.5
321.5,533.8
322,534.0
322.5,534.2
323,534.5
323.5,534.7
324,534.9
324.5,535.2
325,535.4
325.5,535.6
326,535.9
326.5,536.1
327,536.3
327.5,536.5
328,536.8
328.5,537.0
329,537.2
329.5,537.4
330,537.7
330.5,537.9
331,538.1
331.5,538.3
332,538.5
332.5,538.8
333,539.0
333.5,539.2
334,539.4
334.5,539.6
335,539.8
335.5,540.1
336,540.3
336.5,540.5
337,540.7
337.5,540.9
338,541.1
338.5,541.3
339,541.5
339.5,541.8
340,542.0
340.5,542.2
341,542.4
341.5,542.6
342,542.8
342.5,543.0
343,543.2
343.5,543.4
344,543.6
344.5,543.8
345,544.0
345.5,544.2
346,544.4
346.5,544.6
347,544.8
347.5,545.0
348,545.2
348.5,545.4
349,545.6
349.5,545.8
350,546.0
350.5,546.2
351,546.4
351.5,546.6
352,546.8
352.5,547.0
353,547.2
353.5,547.4
354,547.6
354.5,547.8
355,547.9
355.5,548.1
356,548.3
356.5,548.5
357,548.7
357.5,548.9
358,549.1
358.5,549.3
359,549.5
359.5,549.6
360,549.8
360.5,550.0
361,550.2
361.5,550.4
362,550.6
362.5,550.7
363,550.9
363.5,551.1
364,551.3
364.5,551.5
365,551.6
365.5,551.8
366,552.0
366.5,552.2
367,552.3
367.5,552.5
368,552.7
368.5,552.9
369,553.0
369.5,553.2
370,553.4
370.5,553.6
371,553.7
371.5,553.9
372,554.1
372.5,554.2
373,554.4
373.5,554.6
374,554.7
374.5,554.9
375,555.1
375.5,555.2
376,555.4
376.5,555.6
377,555.7
377.5,555.9
378,556.1
378.5,556.2
379,556.4
379.5,556.6
380,556.7
380.5,556.9
381,557.0
381.5,557.2
382,557.4
382.5,557.5
383,557.7
383.5,557.8
384,558.0
384.5,558.1
385,558.3
385.5,558.5
386,558.6
386.5,558.8
387,558.9
387.5,559.1
388,559.2
388.5,559.4
389,559.5
389.5,559.7
390,559.8
390.5,560.0
391,560.1
391.5,560.3
392,560.4
392.5,560.6
393,560.7
393.5,560.9
394,561.0
394.5,561.2
395,561.3
395.5,561.5
396,561.6
396.5,561.7
397,561.9
397.5,562.0
398,562.2
398.5,562.3
399,562.5
399.5,562.6
400,562.7
400.5,562.9
401,563.0
401.5,563.2
402,563.3
402.5,563.4
403,563.6
403.5,563.7
404,563.8
404.5,564.0
405,564.1
405.5,564.3
406,564.4
406.5,564.5
407,564.7
407.5,564.8
408,564.9
408.5,565.1
409,565.2
409.5,565.3
410,565.4
410.5,565.6
411,565.7
411.5,565.8
412,566.0
