Time,Mass
[g],[g]
0.0,26.689
0.5,26.689
1.0,26.689
1.5,26.689
2.0,26.689
2.5,26.689
3.0,26.689
3.5,26.689
4.0,26.689
4.5,26.689
5.0,26.689
5.5,26.689
6.0,26.689
6.5,26.689
7.0,26.689
7.5,26.689
8.0,26.689
8.5,26.689
9.0,26.689
9.5,26.689
10.0,26.689
10.5,26.689
11.0,26.689
11.5,26.689
12.0,26.689
12.5,26.689
13.0,26.689
13.5,26.689
14.0,26.689
14.5,26.689
15.0,26.689
15.5,26.689
16.0,26.689
16.5,26.689
17.0,26.689
17.5,26.689
18.0,26.689
18.5,26.689
19.0,26.689
19.5,26.689
20.0,26.689
20.5,26.689
21.0,26.689
21.5,26.689
22.0,26.689
22.5,26.689
23.0,26.689
23.5,26.689
24.0,26.689
24.5,26.689
25.0,26.689
25.5,26.689
26.0,26.688
26.5,26.688
27.0,26.688
27.5,26.688
28.0,26.688
28.5,26.688
29.0,26.688
29.5,26.687
30.0,26.687
30.5,26.687
31.0,26.686
31.5,26.686
32.0,26.686
32.5,26.685
33.0,26.684
33.5,26.684
34.0,26.683
34.5,26.682
35.0,26.681
35.5,26.680
36.0,26.679
36.5,26.678
37.0,26.677
37.5,26.676
38.0,26.674
38.5,26.672
39.0,26.671
39.5,26.669
40.0,26.667
40.5,26.664
41.0,26.662
41.5,26.659
42.0,26.656
42.5,26.653
43.0,26.650
43.5,26.647
44.0,26.643
44.5,26.639
45.0,26.635
45.5,26.631
46.0,26.626
46.5,26.622
47.0,26.617
47.5,26.611
48.0,26.606
48.5,26.600
49.0,26.594
49.5,26.588
50.0,26.581
50.5,26.575
51.0,26.568
51.5,26.560
52.0,26.553
52.5,26.545
53.0,26.537
53.5,26.529
54.0,26.521
54.5,26.512
55.0,26.503
55.5,26.494
56.0,26.484
56.5,26.475
57.0,26.465
57.5,26.455
58.0,26.444
58.5,26.434
59.0,26.423
59.5,26.412
60.0,26.401
60.5,26.389
61.0,26.378
61.5,26.366
62.0,26.354
62.5,26.341
63.0,26.329
63.5,26.316
64.0,26.304
64.5,26.291
65.0,26.277
65.5,26.264
66.0,26.250
66.5,26.237
67.0,26.223
67.5,26.209
68.0,26.195
68.5,26.180
69.0,26.166
69.5,26.151
70.0,26.136
70.5,26.121
71.0,26.106
71.5,26.091
72.0,26.075
72.5,26.060
73.0,26.044
73.5,26.028
74.0,26.012
74.5,25.996
75.0,25.979
75.5,25.963
76.0,25.946
76.5,25.930
77.0,25.913
77.5,25.896
78.0,25.879
78.5,25.862
79.0,25.844
79.5,25.827
80.0,25.809
80.5,25.792
81.0,25.774
81.5,25.756
82.0,25.738
82.5,25.720
83.0,25.702
83.5,25.684
84.0,25.665
84.5,25.647
85.0,25.628
85.5,25.609
86.0,25.590
86.5,25.571
87.0,25.552
87.5,25.533
88.0,25.514
88.5,25.495
89.0,25.475
89.5,25.456
90.0,25.436
90.5,25.417
91.0,25.397
91.5,25.377
92.0,25.357
92.5,25.337
93.0,25.317
93.5,25.297
94.0,25.276
94.5,25.256
95.0,25.235
95.5,25.215
96.0,25.194
96.5,25.174
97.0,25.153
97.5,25.132
98.0,25.111
98.5,25.090
99.0,25.069
99.5,25.048
100.0,25.026
100.5,25.005
101.0,24.984
101.5,24.962
102.0,24.941
102.5,24.919
103.0,24.897
103.5,24.876
104.0,24.854
104.5,24.832
105.0,24.810
105.5,24.788
106.0,24.766
106.5,24.743
107.0,24.721
107.5,24.699
108.0,24.676
108.5,24.654
109.0,24.632
109.5,24.609
110.0,24.586
110.5,24.564
111.0,24.541
111.5,24.518
112.0,24.495
112.5,24.472
113.0,24.449
113.5,24.426
114.0,24.403
114.5,24.380
115.0,24.356
115.5,24.333
116.0,24.310
116.5,24.286
117.0,24.263
117.5,24.239
118.0,24.215
118.5,24.192
119.0,24.168
119.5,24.144
120.0,24.120
120.5,24.096
121.0,24.072
121.5,24.048
122.0,24.024
122.5,24.000
123.0,23.976
123.5,23.952
124.0,23.927
124.5,23.903
125.0,23.878
125.5,23.854
126.0,23.829
126.5,23.805
127.0,23.780
127.5,23.755
128.0,23.731
128.5,23.706
129.0,23.681
129.5,23.656
130.0,23.631
130.5,23.606
131.0,23.581
131.5,23.556
132.0,23.531
132.5,23.505
133.0,23.480
133.5,23.455
134.0,23.429
134.5,23.404
135.0,23.378
135.5,23.353
136.0,23.327
136.5,23.301
137.0,23.276
137.5,23.250
138.0,23.224
138.5,23.198
139.0,23.172
139.5,23.146
140.0,23.120
140.5,23.094
141.0,23.068
141.5,23.042
142.0,23.016
142.5,22.989
143.0,22.963
143.5,22.937
144.0,22.910
144.5,22.884
145.0,22.857
145.5,22.831
146.0,22.804
146.5,22.777
147.0,22.751
147.5,22.724
148.0,22.697
148.5,22.670
149.0,22.643
149.5,22.616
150.0,22.589
150.5,22.562
151.0,22.535
151.5,22.508
152.0,22.481
152.5,22.453
153.0,22.426
153.5,22.399
154.0,22.371
154.5,22.344
155.0,22.316
155.5,22.289
156.0,22.261
156.5,22.233
157.0,22.206
157.5,22.178
158.0,22.150
158.5,22.122
159.0,22.094
159.5,22.066
160.0,22.038
160.5,22.010
161.0,21.982
161.5,21.954
162.0,21.926
162.5,21.898
163.0,21.869
163.5,21.841
164.0,21.813
164.5,21.784
165.0,21.756
165.5,21.727
166.0,21.699
166.5,21.670
167.0,21.641
167.5,21.612
168.0,21.584
168.5,21.555
169.0,21.526
169.5,21.497
170.0,21.468
170.5,21.439
171.0,21.410
171.5,21.381
172.0,21.352
172.5,21.323
173.0,21.293
173.5,21.264
174.0,21.235
174.5,21.205
175.0,21.176
175.5,21.146
176.0,21.117
176.5,21.087
177.0,21.057
177.5,21.028
178.0,20.998
178.5,20.968
179.0,20.938
179.5,20.908
180.0,20.879
180.5,20.849
181.0,20.818
181.5,20.788
182.0,20.758
182.5,20.728
183.0,20.698
183.5,20.668
184.0,20.637
184.5,20.607
185.0,20.576
185.5,20.546
186.0,20.516
186.5,20.485
187.0,20.454
187.5,20.424
188.0,20.393
188.5,20.362
189.0,20.331
189.5,20.300
190.0,20.270
190.5,20.239
191.0,20.208
191.5,20.176
192.0,20.145
192.5,20.114
193.0,20.083
193.5,20.052
194.0,20.020
194.5,19.989
195.0,19.958
195.5,19.926
196.0,19.895
196.5,19.863
197.0,19.832
197.5,19.800
198.0,19.768
198.5,19.736
199.0,19.705
199.5,19.673
200.0,19.641
200.5,19.609
201.0,19.577
201.5,19.545
202.0,19.513
202.5,19.481
203.0,19.448
203.5,19.416
204.0,19.384
204.5,19.351
205.0,19.319
205.5,19.287
206.0,19.254
206.5,19.221
207.0,19.189
207.5,19.156
208.0,19.123
208.5,19.091
209.0,19.058
209.5,19.025
210.0,18.992
210.5,18.959
211.0,18.926
211.5,18.893
212.0,18.860
212.5,18.827
213.0,18.794
213.5,18.760
214.0,18.727
214.5,18.694
215.0,18.660
215.5,18.627
216.0,18.593
216.5,18.560
217.0,18.526
217.5,18.492
218.0,18.458
218.5,18.425
219.0,18.391
219.5,18.357
220.0,18.323
220.5,18.289
221.0,18.255
221.5,18.221
222.0,18.187
222.5,18.152
223.0,18.118
223.5,18.084
224.0,18.049
224.5,18.015
225.0,17.981
225.5,17.946
226.0,17.911
226.5,17.877
227.0,17.842
227.5,17.807
228.0,17.773
228.5,17.738
229.0,17.703
229.5,17.668
230.0,17.633
230.5,17.598
231.0,17.563
231.5,17.527
232.0,17.492
232.5,17.457
233.0,17.421
233.5,17.386
234.0,17.351
234.5,17.315
235.0,17.279
235.5,17.244
236.0,17.208
236.5,17.172
237.0,17.137
237.5,17.101
238.0,17.065
238.5,17.029
239.0,16.993
239.5,16.957
240.0,16.921
240.5,16.885
241.0,16.848
241.5,16.812
242.0,16.776
242.5,16.739
243.0,16.703
243.5,16.666
244.0,16.630
244.5,16.593
245.0,16.556
245.5,16.520
246.0,16.483
246.5,16.446
247.0,16.409
247.5,16.372
248.0,16.335
248.5,16.298
249.0,16.261
249.5,16.223
250.0,16.186
250.5,16.149
251.0,16.111
251.5,16.074
252.0,16.036
252.5,15.999
253.0,15.961
253.5,15.923
254.0,15.886
254.5,15.848
255.0,15.810
255.5,15.772
256.0,15.734
256.5,15.696
257.0,15.658
257.5,15.620
258.0,15.581
258.5,15.543
259.0,15.505
259.5,15.466
260.0,15.428
260.5,15.389
261.0,15.351
261.5,15.312
262.0,15.273
262.5,15.234
263.0,15.196
263.5,15.157
264.0,15.118
264.5,15.079
265.0,15.040
265.5,15.000
266.0,14.961
266.5,14.922
267.0,14.882
267.5,14.843
268.0,14.804
268.5,14.764
269.0,14.724
269.5,14.685
270.0,14.645
270.5,14.605
271.0,14.565
271.5,14.525
272.0,14.485
272.5,14.445
273.0,14.405
273.5,14.365
274.0,14.325
274.5,14.284
275.0,14.244
275.5,14.203
276.0,14.163
276.5,14.122
277.0,14.081
277.5,14.041
278.0,14.000
278.5,13.959
279.0,13.918
279.5,13.877
280.0,13.836
280.5,13.795
281.0,13.754
281.5,13.712
282.0,13.671
282.5,13.629
283.0,13.588
283.5,13.546
284.0,13.505
284.5,13.463
285.0,13.421
285.5,13.379
286.0,13.337
286.5,13.295
287.0,13.253
287.5,13.211
288.0,13.169
288.5,13.127
289.0,13.084
289.5,13.042
290.0,12.999
290.5,12.957
291.0,12.914
291.5,12.871
292.0,12.829
292.5,12.786
293.0,12.743
293.5,12.700
294.0,12.657
294.5,12.614
295.0,12.570
295.5,12.527
296.0,12.484
296.5,12.440
297.0,12.397
297.5,12.353
298.0,12.309
298.5,12.266
299.0,12.222
299.5,12.178
300.0,12.134
300.5,12.090
301.0,12.046
301.5,12.001
302.0,11.957
302.5,11.913
303.0,11.868
303.5,11.824
304.0,11.779
304.5,11.734
305.0,11.690
305.5,11.645
306.0,11.600
306.5,11.555
307.0,11.510
307.5,11.465
308.0,11.420
308.5,11.374
309.0,11.329
309.5,11.283
310.0,11.238
310.5,11.192
311.0,11.147
311.5,11.101
312.0,11.055
312.5,11.009
313.0,10.963
313.5,10.917
314.0,10.871
314.5,10.824
315.0,10.778
315.5,10.732
316.0,10.685
316.5,10.639
317.0,10.592
317.5,10.545
318.0,10.498
318.5,10.452
319.0,10.405
319.5,10.358
320.0,10.310
320.5,10.263
321.0,10.216
321.5,10.169
322.0,10.121
322.5,10.074
323.0,10.026
323.5,9.978
324.0,9.931
324.5,9.883
325.0,9.835
325.5,9.787
326.0,9.739
326.5,9.691
327.0,9.642
327.5,9.594
328.0,9.546
328.5,9.497
329.0,9.449
329.5,9.400
330.0,9.352
330.5,9.303
331.0,9.254
331.5,9.205
332.0,9.156
332.5,9.107
333.0,9.058
333.5,9.009
334.0,8.959
334.5,8.910
335.0,8.861
335.5,8.811
336.0,8.762
336.5,8.712
337.0,8.662
337.5,8.612
338.0,8.562
338.5,8.512
339.0,8.462
339.5,8.412
340.0,8.362
340.5,8.312
341.0,8.262
341.5,8.211
342.0,8.161
342.5,8.110
343.0,8.060
343.5,8.009
344.0,7.958
344.5,7.908
345.0,7.857
345.5,7.806
346.0,7.755
346.5,7.704
347.0,7.653
347.5,7.602
348.0,7.550
348.5,7.499
349.0,7.448
349.5,7.396
350.0,7.345
350.5,7.293
351.0,7.242
351.5,7.190
352.0,7.138
352.5,7.086
353.0,7.035
353.5,6.983
354.0,6.931
354.5,6.879
355.0,6.827
355.5,6.774
356.0,6.722
356.5,6.670
357.0,6.618
357.5,6.565
358.0,6.513
358.5,6.460
359.0,6.408
359.5,6.355
360.0,6.303
360.5,6.250
361.0,6.197
361.5,6.144
362.0,6.091
362.5,6.038
363.0,5.985
363.5,5.932
364.0,5.879
364.5,5.826
365.0,5.773
365.5,5.720
366.0,5.667
366.5,5.613
367.0,5.560
367.5,5.506
368.0,5.453
368.5,5.399
369.0,5.346
369.5,5.292
370.0,5.239
370.5,5.185
371.0,5.131
371.5,5.077
372.0,5.023
372.5,4.969
373.0,4.915
373.5,4.861
374.0,4.807
374.5,4.753
375.0,4.699
375.5,4.645
376.0,4.591
376.5,4.536
377.0,4.482
377.5,4.428
378.0,4.373
378.5,4.319
379.0,4.264
379.5,4.210
380.0,4.155
