Time,Mass
[s],[g]
0.0,28.113
0.5,28.113
1.0,28.113
1.5,28.113
2.0,28.113
2.5,28.113
3.0,28.113
3.5,28.113
4.0,28.113
4.5,28.113
5.0,28.113
5.5,28.113
6.0,28.113
6.5,28.113
7.0,28.113
7.5,28.113
8.0,28.113
8.5,28.113
9.0,28.113
9.5,28.113
10.0,28.113
10.5,28.113
11.0,28.113
11.5,28.113
12.0,28.113
12.5,28.113
13.0,28.113
13.5,28.113
14.0,28.113
14.5,28.113
15.0,28.113
15.5,28.113
16.0,28.113
16.5,28.113
17.0,28.113
17.5,28.113
18.0,28.113
18.5,28.113
19.0,28.113
19.5,28.113
20.0,28.113
20.5,28.113
21.0,28.113
21.5,28.113
22.0,28.113
22.5,28.113
23.0,28.113
23.5,28.113
24.0,28.113
24.5,28.113
25.0,28.113
25.5,28.113
26.0,28.112
26.5,28.112
27.0,28.112
27.5,28.112
28.0,28.112
28.5,28.112
29.0,28.112
29.5,28.111
30.0,28.111
30.5,28.111
31.0,28.110
31.5,28.110
32.0,28.110
32.5,28.109
33.0,28.109
33.5,28.108
34.0,28.107
34.5,28.106
35.0,28.106
35.5,28.105
36.0,28.104
36.5,28.102
37.0,28.101
37.5,28.100
38.0,28.098
38.5,28.097
39.0,28.095
39.5,28.093
40.0,28.091
40.5,28.089
41.0,28.086
41.5,28.084
42.0,28.081
42.5,28.078
43.0,28.075
43.5,28.071
44.0,28.068
44.5,28.064
45.0,28.060
45.5,28.056
46.0,28.051
46.5,28.046
47.0,28.041
47.5,28.036
48.0,28.031
48.5,28.025
49.0,28.019
49.5,28.013
50.0,28.006
50.5,28.000
51.0,27.993
51.5,27.985
52.0,27.978
52.5,27.970
53.0,27.962
53.5,27.954
54.0,27.946
54.5,27.937
55.0,27.928
55.5,27.919
56.0,27.910
56.5,27.900
57.0,27.890
57.5,27.880
58.0,27.870
58.5,27.859
59.0,27.848
59.5,27.837
60.0,27.826
60.5,27.815
61.0,27.803
61.5,27.791
62.0,27.779
62.5,27.767
63.0,27.755
63.5,27.742
64.0,27.729
64.5,27.717
65.0,27.703
65.5,27.690
66.0,27.677
66.5,27.663
67.0,27.649
67.5,27.635
68.0,27.621
68.5,27.606
69.0,27.592
69.5,27.577
70.0,27.562
70.5,27.547
71.0,27.532
71.5,27.517
72.0,27.502
72.5,27.486
73.0,27.470
