Time,T_back
412.5,563.5
413,563.6
413.5,563.7
414,563.9
414.5,564.0
415,564.1
415.5,564.3
416,564.4
416.5,564.5
417,564.7
417.5,564.8
418,564.9
418.5,565.0
419,565.2
419.5,565.3
420,565.4
420.5,565.6
421,565.7
421.5,565.8
422,565.9
422.5,566.1
423,566.2
423.5,566.3
424,566.4
424.5,566.6
425,566.7
425.5,566.8
426,566.9
426.5,567.0
427,567.2
427.5,567.3
428,567.4
428.5,567.5
429,567.7
429.5,567.8
430,567.9
430.5,568.0
431,568.1
431.5,568.2
432,568.4
432.5,568.5
433,568.6
433.5,568.7
434,568.8
434.5,568.9
435,569.1
435.5,569.2
436,569.3
436.5,569.4
437,569.5
437.5,569.6
438,569.7
438.5,569.9
439,570.0
439.5,570.1
440,570.2
440.5,570.3
441,570.4
441.5,570.5
442,570.6
442.5,570.7
443,570.9
443.5,571.0
444,571.1
444.5,571.2
445,571.3
445.5,571.4
446,571.5
446.5,571.6
447,571.7
447.5,571.8
448,571.9
448.5,572.0
449,572.1
449.5,572.3
450,572.4
450.5,572.5
451,572.6
451.5,572.7
452,572.8
452.5,572.9
453,573.0
453.5,573.1
454,573.2
454.5,573.3
455,573.4
455.5,573.5
456,573.6
456.5,573.7
457,573.8
457.5,573.9
458,574.0
458.5,574.1
459,574.2
459.5,574.3
460,574.4
460.5,574.5
461,574.6
461.5,574.7
462,574.8
462.5,574.9
463,575.0
463.5,575.1
464,575.2
464.5,575.3
465,575.3
465.5,575.4
466,575.5
466.5,575.6
467,575.7
467.5,575.8
468,575.9
468.5,576.0
469,576.1
469.5,576.2
470,576.3
470.5,576.4
471,576.5
471.5,576.6
472,576.7
472.5,576.8
473,576.8
473.5,576.9
474,577.0
474.5,577.1
475,577.2
475.5,577.3
476,577.4
476.5,577.5
477,577.6
477.5,577.7
478,577.7
478.5,577.8
479,577.9
479.5,578.0
480,578.1
480.5,578.2
481,578.3
481.5,578.4
482,578.4
482.5,578.5
483,578.6
483.5,578.7
484,578.8
484.5,578.9
485,579.0
485.5,579.1
486,579.1
486.5,579.2
487,579.3
487.5,579.4
488,579.5
488.5,579.6
489,579.6
489.5,579.7
490,579.8
490.5,579.9
491,580.0
491.5,580.1
492,580.2
492.5,580.2
493,580.3
493.5,580.4
494,580.5
494.5,580.6
495,580.6
495.5,580.7
496,580.8
496.5,580.9
497,581.0
497.5,581.1
498,581.1
498.5,581.2
499,581.3
499.5,581.4
500,581.5
