Time,Temperature,Mass
[s],[k],[mg]
0.002466667,300.04801,4.189604
4.33E-03,300.15542,4.189572
0.01266666,300.26516,4.189532
0.021,300.3823,4.189455
0.02933333,300.49546,4.189412
0.03766667,300.61002,4.18934
0.046,300.71575,4.18927
0.05433334,300.8244,4.189217
0.06266666,300.94131,4.189162
0.071,301.05362,4.189058
0.07933334,301.16712,4.189033
0.08766666,301.27014,4.188976
0.096,301.38283,4.188894
0.1043333,301.49325,4.188814
0.1126666,301.60742,4.188761
0.121,301.71792,4.188735
0.1293333,301.83772,4.188657
0.1376667,301.94419,4.18861
0.146,302.05149,4.188542
0.1543334,302.16606,4.188485
0.1626666,302.28185,4.188398
0.171,302.38712,4.188328
0.1793333,302.49546,4.18827
0.1876666,302.6095,4.188205
0.196,302.71506,4.188122
0.2043333,302.82671,4.188034
0.2126666,302.93235,4.188004
0.221,303.04253,4.187935
0.2293333,303.15503,4.187866
0.2376666,303.26201,4.18778
0.246,303.3721,4.187721
0.2543334,303.48046,4.187624
0.2626667,303.58925,4.187582
0.271,303.70056,4.187529
0.2793333,303.81255,4.187466
0.2876667,303.91644,4.187406
0.296,304.0229,4.187344
0.3043333,304.13178,4.187265
0.3126666,304.24045,4.187212
0.321,304.34482,4.187185
0.3293334,304.45829,4.187145
0.3376666,304.56774,4.18709
0.346,304.67342,4.187013
0.3543334,304.77969,4.186972
0.3626666,304.8878,4.186929
0.371,304.99426,4.186887
0.3793334,305.09735,4.186806
0.3876666,305.2078,4.186773
0.396,305.31907,4.186716
0.4043333,305.41786,4.186729
0.4126667,305.52354,4.18667
0.421,305.63198,4.186661
0.4293333,305.7361,4.186622
0.4376666,305.84038,4.186566
0.446,305.94297,4.186528
0.4543334,306.04826,4.186509
0.4626666,306.15383,4.186467
0.471,306.257,4.186426
0.4793334,306.36659,4.186422
0.4876666,306.46015,4.186326
0.496,306.561,4.186287
0.5043333,306.66297,4.186228
0.5126667,306.77031,4.186196
0.521,306.8776,4.18617
0.5293334,306.9763,4.18612
0.5376668,307.08279,4.186072
0.546,307.1858,4.186081
0.5543332,307.28926,4.186031
0.5626668,307.38545,4.185958
0.571,307.49018,4.185932
0.5793332,307.58193,4.18591
0.5876668,307.6871,4.185925
0.596,307.79262,4.18588
0.6043334,307.89426,4.185852
0.6126668,307.9952,4.185837
0.621,308.0947,4.185809
0.6293332,308.19261,4.185738
0.6376668,308.29391,4.185736
0.646,308.39597,4.185742
0.6543334,308.49266,4.18567
0.6626668,308.59079,4.185641
0.671,308.6921,4.185604
0.6793334,308.79122,4.185587
0.6876666,308.8965,4.18556
0.696,308.98746,4.185528
0.7043334,309.08813,4.185494
0.7126668,309.18777,4.185486
0.721,309.28211,4.18544
0.7293334,309.38382,4.185391
0.7376666,309.48394,4.18541
0.746,309.58083,4.185384
0.7543334,309.67722,4.185381
0.7626666,309.77078,4.185336
0.771,309.8649,4.18531
0.7793334,309.96414,4.185289
0.7876668,310.06103,4.185272
0.796,310.15438,4.185248
0.8043334,310.2484,4.185234
0.8126668,310.34009,4.185232
0.821,310.4436,4.185185
0.8293334,310.53237,4.185154
0.8376668,310.62854,4.185056
0.846,310.72022,4.185049
0.8543334,310.81832,4.185008
0.8626668,310.90562,4.184974
0.871,311.00161,4.184952
0.8793334,311.09687,4.184912
0.8876666,311.19059,4.184894
0.896,311.28013,4.184852
0.9043334,311.38152,4.184853
0.9126668,311.47204,4.184817
0.921,311.56167,4.184824
0.9293334,311.65892,4.184783
0.9376668,311.74752,4.184761
0.946,311.83794,4.184734
0.9543334,311.93387,4.184684
0.9626668,312.02405,4.184691
0.971,312.11976,4.184644
0.9793334,312.20912,4.184594
0.9876668,312.29993,4.184546
0.996,312.39185,4.184512
1.004333,312.48156,4.184455
1.012667,312.5673,4.184434
1.021,312.66391,4.184403
1.029333,312.74828,4.184363
1.037667,312.84688,4.184316
1.046,312.92926,4.18425
1.054334,313.02378,4.184225
1.062667,313.10991,4.184223
1.071,313.19266,4.184195
1.079334,313.28164,4.184182
1.087666,313.37706,4.184181
1.096,313.46344,4.184123
1.104334,313.55532,4.18411
1.112667,313.64045,4.184092
1.121,313.72783,4.184088
1.129334,313.81042,4.184063
1.137667,313.90383,4.184068
1.146,313.99288,4.184032
1.154334,314.08378,4.184024
1.162667,314.16652,4.184039
1.171,314.25464,4.184022
1.179334,314.3393,4.184052
1.187667,314.42841,4.184026
1.196,314.5129,4.184044
1.204334,314.60328,4.184052
1.212666,314.68278,4.18407
1.221,314.77226,4.18404
1.229334,314.85579,4.184045
1.237667,314.94029,4.184024
1.246,315.02168,4.18397
1.254334,315.115,4.183958
1.262667,315.1944,4.183924
1.271,315.28046,4.183912
1.279334,315.36301,4.183864
1.287666,315.44848,4.183852
1.296,315.53574,4.183817
1.304334,315.61777,4.183792
1.312666,315.70188,4.183724
1.321,315.7839,4.183738
1.329334,315.86581,4.183746
1.337666,315.95582,4.183742
1.346,316.04059,4.183725
1.354334,316.1291,4.183706
1.362666,316.21063,4.183718
1.371,316.29724,4.183671
1.379334,316.38019,4.183644
1.387666,316.46646,4.183613
1.396,316.54646,4.183632
1.404334,316.62967,4.183583
1.412666,316.70971,4.183547
1.421,316.79056,4.183512
1.429334,316.87756,4.18349
1.437666,316.9598,4.183464
1.446,317.04126,4.183386
1.454334,317.1207,4.183364
1.462666,317.2009,4.18334
1.471,317.28638,4.183342
1.479334,317.36728,4.183317
1.487666,317.45464,4.183297
1.496,317.53448,4.183256
1.504334,317.61217,4.183232
1.512666,317.69422,4.183197
1.521,317.78376,4.183159
1.529334,317.86362,4.183156
1.537666,317.93916,4.183145
1.546,318.02515,4.183122
1.554334,318.10516,4.18309
1.562666,318.18293,4.183042
1.571,318.27032,4.183013
1.579334,318.34994,4.182964
1.587666,318.43207,4.182906
1.596,318.50813,4.182884
1.604334,318.59092,4.182862
1.612666,318.66718,4.182816
1.621,318.75446,4.18275
1.629334,318.83128,4.182709
1.637666,318.91202,4.182662
1.646,318.99019,4.182653
1.654334,319.0719,4.182616
1.662666,319.15524,4.182622
1.671,319.23117,4.18262
1.679334,319.31002,4.182605
1.687666,319.39486,4.182595
1.696,319.46982,4.182631
1.704334,319.55276,4.18263
1.712666,319.63291,4.182625
1.721,319.71283,4.18261
1.729334,319.7913,4.182602
1.737666,319.86796,4.182605
1.746,319.95081,4.182574
1.754334,320.03076,4.18256
1.762666,320.1075,4.182567
1.771,320.18974,4.18255
1.779334,320.26512,4.18248
1.787666,320.3509,4.18245
1.796,320.42502,4.182437
1.804334,320.51059,4.182432
1.812666,320.59038,4.182428
1.821,320.66846,4.182403
1.829334,320.74338,4.18241
1.837666,320.82691,4.182408
1.846,320.9095,4.182398
1.854334,320.98875,4.182402
1.862666,321.0626,4.182396
1.871,321.13968,4.182432
1.879334,321.22131,4.182456
1.887666,321.3055,4.182444
1.896,321.37598,4.182429
1.904334,321.45672,4.182447
1.912666,321.53033,4.182436
1.921,321.61604,4.182403
1.929334,321.69156,4.182374
1.937666,321.77691,4.18235
1.946,321.85111,4.18236
1.954334,321.93154,4.182324
1.962666,322.00974,4.182266
1.971,322.08854,4.18227
1.979334,322.16308,4.182259
1.987666,322.2465,4.182217
1.996,322.32526,4.182182
2.004334,322.40455,4.182163
2.012666,322.48379,4.182144
2.021,322.56078,4.1821
2.029334,322.63859,4.182032
2.037666,322.7231,4.182002
2.046,322.79344,4.182008
2.054334,322.87944,4.18197
2.062666,322.95571,4.181914
2.071,323.03816,4.181867
2.079333,323.1152,4.181845
2.087666,323.19692,4.181836
2.096,323.27185,4.1818
2.104334,323.35551,4.181782
2.112666,323.43372,4.181788
2.121,323.51806,4.181772
2.129333,323.5928,4.18172
2.137666,323.67813,4.181694
2.146,323.75286,4.181701
2.154333,323.83497,4.181695
2.162666,323.91068,4.181668
2.171,323.99297,4.181642
2.179334,324.07294,4.181604
2.187666,324.14848,4.181622
2.196,324.23048,4.181627
2.204333,324.31297,4.181602
2.212666,324.39219,4.181602
2.221,324.47424,4.181555
2.229334,324.55283,4.181513
2.237666,324.63267,4.181494
2.246,324.71124,4.181496
2.254333,324.79036,4.18146
2.262666,324.86759,4.181468
2.271,324.95182,4.18143
2.279333,325.0315,4.181388
2.287666,325.10981,4.181356
2.296,325.19137,4.181316
2.304334,325.26913,4.181332
2.312666,325.35264,4.181338
2.321,325.42326,4.18133
2.329333,325.50507,4.181312
2.337666,325.58291,4.181298
2.346,325.6605,4.181247
2.354334,325.74911,4.181223
2.362666,325.8292,4.181204
2.371,325.91246,4.181204
2.379333,325.99515,4.181223
2.387666,326.07162,4.181236
2.396,326.14722,4.18122
2.404333,326.22607,4.181203
2.412666,326.31395,4.181188
2.421,326.39235,4.181222
2.429334,326.4787,4.181238
2.437666,326.55855,4.18125
2.446,326.63175,4.181277
2.454333,326.71626,4.181277
2.462666,326.79376,4.181224
2.471,326.88262,4.181158
2.479334,326.96187,4.18116
2.487666,327.03892,4.18114
2.496,327.1207,4.181132
2.504333,327.20438,4.181064
2.512666,327.28777,4.181033
2.521,327.3648,4.180992
2.529333,327.44466,4.180926
2.537666,327.52388,4.180883
2.546,327.60958,4.180878
2.554334,327.69512,4.180878
2.562666,327.7728,4.180808
2.571,327.85302,4.180776
2.579333,327.93911,4.18075
2.587666,328.01832,4.180756
2.596,328.1031,4.180766
2.604334,328.17874,4.180747
2.612666,328.26143,4.180733
2.621,328.34428,4.180717
2.629333,328.42907,4.180694
2.637666,328.51166,4.18068
2.646,328.59144,4.180694
2.654333,328.67081,4.180698
2.662666,328.75506,4.180685
2.671,328.83672,4.180652
2.679334,328.91695,4.180586
2.687666,329.00273,4.180549
2.696,329.08398,4.180535
2.704333,329.16283,4.180513
2.712666,329.23821,4.180489
2.721,329.32429,4.180469
2.729334,329.4066,4.180447
2.737666,329.49032,4.18043
2.746,329.57394,4.180411
2.754333,329.65952,4.180408
2.762666,329.74268,4.180425
2.771,329.82588,4.180411
2.779333,329.90428,4.180426
2.787666,329.98896,4.180422
2.796,330.07959,4.180428
2.804334,330.15855,4.180408
2.812666,330.24371,4.180382
2.821,330.3279,4.180383
2.829333,330.41153,4.180392
2.837666,330.49735,4.18042
2.846,330.5747,4.180398
2.854334,330.66175,4.18039
2.862666,330.74373,4.18035
2.871,330.82869,4.180339
2.879333,330.91218,4.18035
2.887666,330.99258,4.180346
2.896,331.07351,4.180324
2.904333,331.16275,4.18027
2.912666,331.2522,4.18024
2.921,331.33209,4.180165
2.929334,331.41542,4.180156
2.937666,331.50484,4.180164
2.946,331.5863,4.180184
2.954333,331.66953,4.180164
2.962666,331.75468,4.180135
2.971,331.84316,4.180119
2.979334,331.92092,4.180144
2.987666,332.01075,4.180215
2.996,332.08724,4.180193
3.004333,332.17317,4.180191
3.012666,332.25526,4.180162
3.021,332.3404,4.180157
3.029333,332.42965,4.180113
3.037666,332.51618,4.180156
3.046,332.59418,4.180127
3.054334,332.6799,4.18012
3.062666,332.76724,4.180085
3.071,332.85012,4.180024
3.079333,332.9381,4.180031
3.087666,333.02604,4.180032
3.096,333.10899,4.180074
3.104334,333.19348,4.180043
3.112666,333.27918,4.180042
3.121,333.364,4.179958
3.129333,333.45029,4.179945
3.137666,333.54039,4.179924
3.146,333.6265,4.179918
3.154333,333.7178,4.179883
3.162666,333.80371,4.179848
3.171,333.88484,4.179817
3.179334,333.96528,4.179768
3.187666,334.05339,4.179748
3.196,334.13734,4.179694
3.204334,334.22592,4.179716
3.212666,334.31054,4.179703
3.221,334.39883,4.179708
3.229334,334.48418,4.179688
3.237666,334.57304,4.179687
3.246,334.66068,4.17968
3.254333,334.74453,4.179669
3.262666,334.829,4.179676
3.271,334.91851,4.179703
3.279334,335.00259,4.179757
3.287666,335.08895,4.179725
3.296,335.1778,4.179719
3.304334,335.26204,4.179675
3.312666,335.3493,4.179656
3.321,335.4346,4.179627
3.329334,335.52314,4.17959
3.337666,335.61046,4.179582
3.346,335.69188,4.17955
3.354334,335.78137,4.179496
3.362666,335.87266,4.179431
3.371,335.95138,4.17942
3.379333,336.04151,4.179386
3.387666,336.1216,4.17938
3.396,336.21738,4.179348
3.404334,336.30452,4.179348
3.412666,336.39029,4.179341
3.421,336.4727,4.179329
3.429334,336.5644,4.179337
3.437666,336.64606,4.179329
3.446,336.73524,4.179342
3.454334,336.82387,4.179329
3.462666,336.90859,4.179322
3.471,336.99919,4.179303
3.479334,337.08996,4.17931
3.487666,337.18014,4.179268
3.496,337.26516,4.179254
3.504333,337.35208,4.179243
3.512666,337.4388,4.179211
3.521,337.5256,4.179223
3.529334,337.61084,4.179217
3.537666,337.70012,4.179213
3.546,337.78618,4.179187
3.554334,337.86768,4.179191
3.562666,337.95699,4.179184
3.571,338.04978,4.17921
3.579334,338.13463,4.179218
3.587666,338.22008,4.179209
3.596,338.31066,4.179239
3.604334,338.39372,4.179226
3.612666,338.48261,4.17921
3.621,338.57224,4.179223
3.629333,338.65738,4.179258
3.637666,338.74972,4.17925
3.646,338.83348,4.179245
3.654334,338.92363,4.17923
3.662666,339.0086,4.17923
3.671,339.0954,4.17924
3.679334,339.18072,4.179205
3.687666,339.27105,4.179186
3.696,339.35722,4.179184
3.704334,339.44768,4.179154
3.712666,339.53349,4.179141
3.721,339.62561,4.179144
3.729334,339.71068,4.179136
3.737666,339.79625,4.179126
3.746,339.8831,4.179105
3.754333,339.97325,4.179076
3.762666,340.05799,4.179053
3.771,340.15112,4.179033
3.779334,340.2365,4.178994
3.787666,340.3192,4.178942
3.796,340.41036,4.178875
3.804334,340.50112,4.178844
3.812666,340.58848,4.17883
3.821,340.67525,4.178798
3.829334,340.76296,4.178761
3.837666,340.85156,4.17874
3.846,340.9394,4.178744
3.854334,341.03032,4.178765
3.862666,341.11926,4.178765
3.871,341.20478,4.178806
3.879333,341.29014,4.178826
3.887666,341.37978,4.178799
3.896,341.46553,4.178786
3.904334,341.55664,4.17879
3.912666,341.64278,4.178784
3.921,341.73404,4.178793
3.929334,341.82055,4.17877
3.937666,341.90922,4.178756
3.946,341.99861,4.178753
3.954334,342.08655,4.178756
3.962666,342.16894,4.178781
3.971,342.25638,4.178806
3.979334,342.34956,4.178811
3.987666,342.43316,4.178834
3.996,342.51705,4.178874
4.004334,342.6071,4.178858
4.012666,342.69988,4.178894
4.021,342.78618,4.178906
4.029333,342.87358,4.178944
4.037666,342.96545,4.178961
4.046,343.04491,4.17897
4.054333,343.13331,4.179004
4.062667,343.22334,4.17902
4.071,343.30779,4.17899
4.079334,343.39212,4.17897
4.087666,343.48218,4.178992
4.096,343.57136,4.178964
4.104334,343.66214,4.178915
4.112666,343.75138,4.178876
4.121,343.83644,4.17884
4.129334,343.92008,4.1788
4.137666,344.00863,4.178761
4.146,344.09443,4.178742
4.154333,344.17934,4.178756
4.162666,344.26798,4.178752
4.171,344.36206,4.178707
4.179333,344.44871,4.178684
4.187667,344.53287,4.178697
4.196,344.61845,4.178704
4.204334,344.70781,4.178692
4.212666,344.80138,4.178706
4.221,344.88946,4.17872
4.229334,344.97684,4.178718
4.237666,345.0626,4.178716
4.246,345.15368,4.17872
4.254334,345.23681,4.178744
4.262666,345.32484,4.178748
4.271,345.41201,4.178747
4.279333,345.49903,4.178711
4.287666,345.58539,4.1787
4.296,345.6789,4.178697
4.304333,345.75788,4.17863
4.312667,345.84262,4.17859
4.321,345.934,4.178548
4.329334,346.0248,4.178502
4.337666,346.11391,4.178457
4.346,346.19712,4.178438
4.354334,346.28531,4.178425
4.362666,346.372,4.178428
4.371,346.45429,4.178445
4.379334,346.54141,4.178415
4.387666,346.62694,4.178421
4.396,346.71538,4.178428
4.404333,346.80546,4.178424
4.412666,346.88922,4.178461
4.421,346.979,4.17849
4.429333,347.06381,4.178503
4.437667,347.15538,4.178508
4.446,347.248,4.178492
4.454334,347.33119,4.178481
4.462666,347.41744,4.178456
4.471,347.50321,4.178462
4.479334,347.58951,4.178464
4.487666,347.67866,4.178481
4.496,347.76828,4.178454
4.504334,347.85393,4.178448
4.512666,347.9398,4.178402
4.521,348.02403,4.178368
4.529333,348.10949,4.17836
4.537666,348.19802,4.178344
4.546,348.28301,4.17835
4.554333,348.37369,4.178357
4.562667,348.45859,4.178356
4.571,348.5404,4.178322
4.579334,348.63255,4.178331
4.587666,348.71931,4.178293
4.596,348.80608,4.178336
4.604334,348.89069,4.178329
4.612666,348.98238,4.178329
4.621,349.06734,4.178308
4.629334,349.15824,4.178319
4.637666,349.24529,4.178317
4.646,349.32929,4.178312
4.654333,349.41942,4.178322
4.662666,349.50656,4.178322
4.671,349.59026,4.178356
4.679333,349.6765,4.178358
4.687667,349.76331,4.178372
4.696,349.84766,4.178372
4.704334,349.93441,4.178395
4.712666,350.01956,4.178403
4.721,350.1086,4.178424
4.729334,350.19734,4.178445
4.737666,350.2814,4.178455
4.746,350.3639,4.178445
4.754334,350.4503,4.178428
4.762666,350.53736,4.178434
4.771,350.6229,4.17842
4.779333,350.7079,4.178422
4.787666,350.798,4.178424
4.796,350.88699,4.178422
4.804333,350.97455,4.17839
4.812667,351.0578,4.178341
4.821,351.14449,4.17833
4.829334,351.23006,4.178278
4.837666,351.3195,4.178254
4.846,351.404,4.178213
4.854334,351.49356,4.1782
4.862666,351.58522,4.178183
4.871,351.66044,4.178146
4.879334,351.74869,4.178102
4.887666,351.83612,4.178088
4.896,351.91788,4.178087
4.904333,352.00836,4.178062
4.912666,352.09524,4.17809
4.921,352.17795,4.178076
4.929333,352.26425,4.178083
4.937667,352.35068,4.178094
4.946,352.43794,4.178116
4.954334,352.52324,4.178105
4.962666,352.61025,4.178144
4.971,352.69284,4.178144
4.979334,352.77782,4.178146
4.987666,352.86632,4.178129
4.996,352.94951,4.178113
5.004334,353.03508,4.178142
5.012666,353.12582,4.178116
5.021,353.2082,4.17814
5.029333,353.29401,4.17816
5.037666,353.37976,4.178164
5.046,353.46187,4.178168
5.054333,353.55018,4.178183
5.062667,353.63694,4.178186
5.071,353.72398,4.178204
5.079334,353.80455,4.178235
5.087666,353.88682,4.178244
5.096,353.97849,4.178284
5.104334,354.05712,4.178303
5.112666,354.14288,4.178232
5.121,354.22994,4.178226
5.129334,354.3156,4.17818
5.137666,354.39732,4.178158
5.146,354.48292,4.178168
5.154333,354.57097,4.178174
5.162666,354.65528,4.17815
5.171,354.74151,4.17815
5.179333,354.82939,4.178139
5.187667,354.91513,4.178086
5.196,355.0005,4.17811
5.204334,355.0804,4.178162
5.212666,355.16871,4.178207
5.221,355.25484,4.17821
5.229334,355.33922,4.178212
5.237666,355.42519,4.178218
5.246,355.51054,4.1782
5.254334,355.59239,4.178153
5.262666,355.68124,4.178136
5.271,355.76226,4.178154
5.279332,355.85314,4.178179
5.287666,355.93142,4.178133
5.296,356.01876,4.178086
5.304332,356.10488,4.17807
5.312668,356.1902,4.178029
5.321,356.27499,4.17799
5.329334,356.35949,4.177994
5.337666,356.44298,4.178016
5.346,356.5261,4.178
5.354334,356.61688,4.177949
5.362666,356.70316,4.177933
5.371,356.78562,4.177914
5.379334,356.86712,4.177919
5.387666,356.95126,4.177898
5.396,357.03375,4.17791
5.404332,357.11782,4.17791
5.412666,357.2059,4.177902
5.421,357.28739,4.177894
5.429332,357.37364,4.177891
5.437668,357.46204,4.177895
5.446,357.54038,4.17787
5.454334,357.62803,4.177861
5.462666,357.70672,4.177882
5.471,357.79516,4.17788
5.479334,357.88188,4.177863
5.487666,357.96192,4.177854
5.496,358.04886,4.177832
5.504334,358.13593,4.177852
5.512666,358.21984,4.177837
5.521,358.30718,4.177859
5.529332,358.38587,4.177852
5.537666,358.47119,4.17785
5.546,358.56006,4.17781
5.554332,358.64493,4.177817
5.562668,358.72949,4.177844
5.571,358.81474,4.177882
5.579334,358.89699,4.177919
5.587666,358.98238,4.177902
5.596,359.06691,4.177918
5.604334,359.15266,4.177898
5.612666,359.23736,4.177918
5.621,359.32228,4.17793
5.629334,359.40372,4.177933
5.637666,359.48879,4.177934
5.646,359.57414,4.177928
5.654332,359.66242,4.177903
5.662666,359.74619,4.177902
5.671,359.83049,4.177906
5.679332,359.92156,4.177905
5.687668,360.00382,4.177917
5.696,360.07976,4.17795
5.704334,360.16409,4.177956
5.712666,360.252,4.178009
5.721,360.33564,4.178041
5.729334,360.42278,4.178029
5.737666,360.50481,4.178034
5.746,360.59061,4.17804
5.754334,360.67469,4.178017
5.762666,360.76076,4.178035
5.771,360.84438,4.178035
5.779332,360.93095,4.177983
5.787666,361.01664,4.177994
5.796,361.1032,4.17795
5.804332,361.18053,4.177912
5.812668,361.26391,4.177914
5.821,361.34803,4.177881
5.829334,361.43345,4.177844
5.837666,361.52056,4.177833
5.846,361.60122,4.177803
5.854334,361.68319,4.177779
5.862666,361.76394,4.177785
5.871,361.85269,4.17775
5.879334,361.93658,4.177741
5.887666,362.02431,4.177743
5.896,362.10843,4.177741
5.904332,362.19649,4.177769
5.912666,362.27456,4.177772
5.921,362.36366,4.177782
5.929332,362.44078,4.177772
5.937668,362.52551,4.177779
5.946,362.61281,4.177765
5.954334,362.69381,4.177766
5.962666,362.77726,4.177738
5.971,362.86181,4.177702
5.979334,362.94379,4.177674
5.987666,363.02692,4.17765
5.996,363.11382,4.177637
6.004334,363.19751,4.177598
6.012666,363.28688,4.1776
6.021,363.36747,4.177598
6.029332,363.45203,4.177566
6.037666,363.53859,4.177534
6.046,363.62695,4.177547
6.054332,363.71176,4.177567
6.062668,363.79215,4.177582
6.071,363.87062,4.177558
6.079334,363.95656,4.177559
6.087666,364.04166,4.177572
6.096,364.12805,4.177539
6.104334,364.21132,4.177524
6.112666,364.29293,4.177542
