Time,Temperature,Heat Flow
[s],[k],[W/g]
0.05,300.021,0.216489847
0.26,300.13,0.279562719
0.76,300.237,0.342848382
1.26,300.347,0.405276232
1.76,300.46,0.468208101
2.26,300.575,0.531367502
2.76,300.68,0.593832715
3.26,300.786,0.656191249
3.76,300.897,0.718815966
4.26,301.006,0.780565863
4.76,301.116,0.837000618
5.26,301.228,0.886749639
5.76,301.331,0.930391414
6.26,301.445,0.968122552
6.76,301.549,0.999453979
7.26,301.661,1.024576891
7.76,301.771,1.04400201
8.26,301.879,1.057453102
8.76,301.991,1.064837662
9.26,302.096,1.066564626
9.76,302.208,1.066737271
10.26,302.317,1.06681612
10.76,302.426,1.066716914
11.26,302.531,1.066625953
11.76,302.639,1.066429602
12.26,302.749,1.066466966
12.76,302.855,1.066391981
13.26,302.963,1.066229643
13.76,303.075,1.065783344
14.26,303.181,1.065396825
14.76,303.289,1.064612193
15.26,303.402,1.064184447
15.76,303.514,1.063276902
16.26,303.622,1.061656102
16.76,303.725,1.060531334
17.26,303.836,1.058613688
17.76,303.945,1.056491445
18.26,304.054,1.054128788
18.76,304.159,1.052289734
19.26,304.267,1.050319006
19.76,304.372,1.04838925
20.26,304.482,1.046141517
20.76,304.594,1.043638425
21.26,304.696,1.041873067
21.76,304.808,1.039218718
22.26,304.91,1.036986188
22.76,305.017,1.034756494
23.26,305.126,1.032371676
23.76,305.231,1.029287776
24.26,305.336,1.026418264
24.76,305.441,1.023471192
25.26,305.544,1.020620491
25.76,305.645,1.018142909
26.26,305.754,1.015134766
26.76,305.862,1.012098536
27.26,305.961,1.008759792
27.76,306.065,1.005318491
28.26,306.164,1.001726448
28.76,306.279,0.997901464
29.26,306.388,0.993367347
29.76,306.484,0.988864667
30.26,306.583,0.98433287
30.76,306.687,0.979405277
31.26,306.795,0.974529994
31.76,306.901,0.969478458
32.26,307,0.964723768
32.76,307.107,0.959579984
33.26,307.207,0.954322562
33.76,307.312,0.948877551
34.26,307.412,0.944018244
34.76,307.514,0.939213564
35.26,307.612,0.934053288
35.76,307.719,0.928825242
36.26,307.819,0.923516543
36.76,307.922,0.91809833
37.26,308.028,0.912118378
37.76,308.119,0.906532416
38.26,308.224,0.901330396
38.76,308.325,0.895767368
39.26,308.424,0.889869615
39.76,308.521,0.883794063
40.26,308.622,0.877458514
40.76,308.72,0.871251804
41.26,308.821,0.864838435
41.76,308.922,0.858250103
42.26,309.027,0.851638837
42.76,309.118,0.845012884
43.26,309.211,0.838098073
43.76,309.313,0.831226036
44.26,309.407,0.824148629
44.76,309.506,0.816657648
45.26,309.606,0.808951763
45.76,309.698,0.801352298
46.26,309.798,0.79367012
46.76,309.89,0.786446094
47.26,309.987,0.779384663
47.76,310.087,0.771907339
48.26,310.186,0.763899711
48.76,310.29,0.755587508
49.26,310.38,0.747749175
49.76,310.476,0.739842301
50.26,310.574,0.732116059
50.76,310.673,0.723823696
51.26,310.765,0.715471037
51.76,310.855,0.706673624
52.26,310.954,0.697368584
52.76,311.051,0.687894249
53.26,311.142,0.678567048
53.76,311.241,0.669404504
54.26,311.328,0.660413832
54.76,311.422,0.651142033
55.26,311.518,0.641530097
55.76,311.61,0.632075861
56.26,311.704,0.622456968
56.76,311.796,0.613024376
57.26,311.895,0.603378685
57.76,311.988,0.593619357
58.26,312.079,0.583863121
58.76,312.167,0.574246547
59.26,312.259,0.564133684
59.76,312.35,0.554021078
60.26,312.441,0.543727582
60.76,312.531,0.533404968
61.26,312.623,0.523131571
61.76,312.717,0.512452845
62.26,312.804,0.502170944
62.76,312.896,0.492241806
63.26,312.987,0.482098021
63.76,313.077,0.471396877
64.26,313.17,0.460242476
64.76,313.258,0.448902031
65.26,313.346,0.437930324
65.76,313.437,0.427026644
66.26,313.524,0.416200526
66.76,313.617,0.405245826
67.26,313.702,0.394176974
67.76,313.793,0.38267316
68.26,313.878,0.371356679
68.76,313.969,0.359980416
69.26,314.052,0.348748454
69.76,314.147,0.337349
70.26,314.236,0.3255151
70.76,314.32,0.313340033
71.26,314.407,0.30076376
71.76,314.492,0.288214286
72.26,314.583,0.275459184
72.76,314.671,0.262608483
73.26,314.755,0.249806432
73.76,314.84,0.236946119
74.26,314.924,0.224251804
74.76,315.011,0.211958668
75.26,315.103,0.199822743
75.76,315.189,0.187216811
76.26,315.278,0.174498093
76.76,315.364,0.161797645
77.26,315.449,0.149035405
77.76,315.534,0.136418007
78.26,315.618,0.123593537
78.76,315.697,0.111048289
79.26,315.779,0.098434859
79.76,315.862,0.085769996
80.26,315.947,0.072793883
80.76,316.033,0.06029329
81.26,316.115,0.048075577
81.76,316.203,0.035647495
82.26,316.285,0.023132169
82.76,316.371,0.010874552
83.26,316.457,-0.001953437
83.76,316.536,-0.015193427
84.26,316.617,-0.028589981
84.76,316.707,-0.04246444
85.26,316.787,-0.055864719
85.76,316.877,-0.069654427
86.26,316.959,-0.083488404
86.76,317.036,-0.096956143
87.26,317.125,-0.110503195
87.76,317.207,-0.124540662
88.26,317.287,-0.138037338
88.76,317.373,-0.151431921
89.26,317.456,-0.164567847
89.76,317.532,-0.177395125
90.26,317.619,-0.190864616
90.76,317.702,-0.204098227
91.26,317.78,-0.217404427
91.76,317.865,-0.23100889
92.26,317.952,-0.244725057
92.76,318.034,-0.25858019
93.26,318.107,-0.272434807
93.76,318.186,-0.285977891
94.26,318.273,-0.299912132
94.76,318.355,-0.314093744
95.26,318.431,-0.327756648
95.76,318.519,-0.341711503
96.26,318.599,-0.355828953
96.76,318.68,-0.370045094
97.26,318.758,-0.383773449
97.76,318.842,-0.397433777
98.26,318.92,-0.411321892
98.76,319.004,-0.425393218
99.26,319.089,-0.439378994
99.76,319.167,-0.453356009
100.26,319.242,-0.467311121
100.76,319.324,-0.481004947
101.26,319.407,-0.494638734
101.76,319.49,-0.507815399
102.26,319.57,-0.521537054
102.76,319.647,-0.535068285
103.26,319.732,-0.548749227
103.76,319.807,-0.562474747
104.26,319.888,-0.57605571
104.76,319.976,-0.58980906
105.26,320.047,-0.603873944
105.76,320.129,-0.617470367
106.26,320.212,-0.631363894
106.76,320.291,-0.645378273
107.26,320.371,-0.659086013
107.76,320.453,-0.673014842
108.26,320.527,-0.686581117
108.76,320.609,-0.700199701
109.26,320.692,-0.713779633
109.76,320.774,-0.727239229
110.26,320.853,-0.740602453
110.76,320.93,-0.754208411
111.26,321.012,-0.767714389
111.76,321.088,-0.781415687
112.26,321.169,-0.794951299
112.76,321.246,-0.808178726
113.26,321.325,-0.821645022
113.76,321.41,-0.835189652
114.26,321.483,-0.848812101
114.76,321.568,-0.862228922
115.26,321.645,-0.876142548
115.76,321.725,-0.889896413
116.26,321.803,-0.903133632
116.76,321.882,-0.916639353
117.26,321.959,-0.930368481
117.76,322.041,-0.944208668
118.26,322.128,-0.957682437
118.76,322.209,-0.971020924
119.26,322.281,-0.984768604
119.76,322.357,-0.998062255
120.26,322.433,-1.01101577
120.76,322.52,-1.024101216
121.26,322.601,-1.037479901
121.76,322.675,-1.050671511
122.26,322.758,-1.063522985
122.76,322.834,-1.076485518
123.26,322.911,-1.089307875
123.76,322.992,-1.101824366
124.26,323.072,-1.114243713
124.76,323.153,-1.127024583
125.26,323.225,-1.139880952
125.76,323.307,-1.152302103
126.26,323.388,-1.164936096
126.76,323.465,-1.177687848
127.26,323.549,-1.190331117
127.76,323.628,-1.203144712
128.26,323.703,-1.215987168
128.76,323.785,-1.228749485
129.26,323.866,-1.241056226
129.76,323.944,-1.253381777
130.26,324.023,-1.265850855
130.76,324.105,-1.278392084
131.26,324.183,-1.290716347
131.76,324.265,-1.303015615
132.26,324.342,-1.315347351
132.76,324.419,-1.327154195
133.26,324.495,-1.33904195
133.76,324.584,-1.351055195
134.26,324.666,-1.363355494
134.76,324.745,-1.37565502
135.26,324.823,-1.387923624
135.76,324.902,-1.399743094
136.26,324.983,-1.411453824
136.76,325.062,-1.423220985
137.26,325.149,-1.434792053
137.76,325.223,-1.447056019
138.26,325.302,-1.458888889
138.76,325.382,-1.470350701
139.26,325.467,-1.481765615
139.76,325.548,-1.493318388
140.26,325.623,-1.504519687
140.76,325.7,-1.515785147
141.26,325.781,-1.52696712
141.76,325.86,-1.537761802
142.26,325.941,-1.548355494
142.76,326.019,-1.559043239
143.26,326.105,-1.56980906
143.76,326.182,-1.580758091
144.26,326.262,-1.591450216
144.76,326.346,-1.601907854
145.26,326.432,-1.612462379
145.76,326.51,-1.623366316
146.26,326.591,-1.634370748
146.76,326.668,-1.645270563
147.26,326.745,-1.65611343
147.76,326.832,-1.66657416
148.26,326.917,-1.677351835
148.76,326.992,-1.688158885
149.26,327.071,-1.698673469
149.76,327.155,-1.708778602
150.26,327.237,-1.719146825
150.76,327.315,-1.729634096
151.26,327.397,-1.73957148
151.76,327.477,-1.749673263
152.26,327.564,-1.759749021
152.76,327.646,-1.769774273
153.26,327.725,-1.779662956
153.76,327.808,-1.789734075
154.26,327.885,-1.800071635
154.76,327.965,-1.810140435
155.26,328.052,-1.819803133
155.76,328.131,-1.829455267
156.26,328.22,-1.838850237
156.76,328.299,-1.848742012
157.26,328.377,-1.85841914
157.76,328.463,-1.867920016
158.26,328.548,-1.877093898
158.76,328.627,-1.886108534
159.26,328.707,-1.895095083
159.76,328.788,-1.904166151
160.26,328.873,-1.913304473
160.76,328.955,-1.922391002
161.26,329.036,-1.93137549
161.76,329.118,-1.940243506
162.26,329.198,-1.949070037
162.76,329.281,-1.957630385
163.26,329.365,-1.966665121
163.76,329.449,-1.975628736
164.26,329.532,-1.984310451
164.76,329.612,-1.993219955
165.26,329.696,-2.001756854
165.76,329.779,-2.010096372
166.26,329.865,-2.018331014
166.76,329.94,-2.026646825
167.26,330.032,-2.034774016
167.76,330.109,-2.043324572
168.26,330.192,-2.051132498
168.76,330.274,-2.05886209
169.26,330.361,-2.066528551
169.76,330.441,-2.074294475
170.26,330.522,-2.082072769
170.76,330.603,-2.09002886
171.26,330.691,-2.097736807
171.76,330.775,-2.105654762
172.26,330.851,-2.113526592
172.76,330.933,-2.120930478
173.26,331.019,-2.128401618
173.76,331.104,-2.136078644
174.26,331.186,-2.143750773
174.76,331.27,-2.151368275
175.26,331.35,-2.158907442
175.76,331.436,-2.165898784
176.26,331.514,-2.173153731
176.76,331.602,-2.179822459
177.26,331.681,-2.186843692
177.76,331.767,-2.193772676
178.26,331.857,-2.20064059
178.76,331.942,-2.207703309
179.26,332.023,-2.21468357
179.76,332.105,-2.221523655
180.26,332.192,-2.228476603
180.76,332.276,-2.235602453
181.26,332.365,-2.242629612
181.76,332.45,-2.249839208
182.26,332.531,-2.257296434
182.76,332.616,-2.264463513
183.26,332.706,-2.271240724
183.76,332.786,-2.27805504
184.26,332.871,-2.284839724
184.76,332.958,-2.291342507
185.26,333.043,-2.297692744
185.76,333.127,-2.304245516
186.26,333.215,-2.310415636
186.76,333.296,-2.316882602
187.26,333.383,-2.322743249
187.76,333.465,-2.328757473
188.26,333.55,-2.334495723
188.76,333.644,-2.340239384
189.26,333.726,-2.346351783
189.76,333.81,-2.352618532
190.26,333.891,-2.358921614
190.76,333.978,-2.364717326
191.26,334.067,-2.370502731
191.76,334.152,-2.376217532
192.26,334.238,-2.382192331
192.76,334.321,-2.388194702
193.26,334.404,-2.394179035
193.76,334.488,-2.399708308
194.26,334.573,-2.404882756
194.76,334.657,-2.40985235
195.26,334.747,-2.414657029
195.76,334.831,-2.419838951
196.26,334.92,-2.425070089
196.76,335.001,-2.430296331
197.26,335.087,-2.435105391
197.76,335.177,-2.440017264
198.26,335.266,-2.444860853
198.76,335.348,-2.450047413
199.26,335.436,-2.455322614
199.76,335.522,-2.46077484
200.26,335.61,-2.466014482
200.76,335.697,-2.470981241
201.26,335.787,-2.475953927
201.76,335.869,-2.481417749
202.26,335.956,-2.486531643
202.76,336.038,-2.49151309
203.26,336.124,-2.496341991
203.76,336.208,-2.501227067
204.26,336.3,-2.505693156
204.76,336.389,-2.510222635
205.26,336.473,-2.514723768
205.76,336.556,-2.519245001
206.26,336.646,-2.523586632
206.76,336.731,-2.528056071
207.26,336.82,-2.532158576
207.76,336.901,-2.536634457
208.26,336.989,-2.540794682
208.76,337.077,-2.544982736
209.26,337.162,-2.549206865
209.76,337.248,-2.55342919
210.26,337.332,-2.55772985
210.76,337.427,-2.561684189
211.26,337.513,-2.565535457
211.76,337.6,-2.569317666
212.26,337.69,-2.573328695
212.76,337.775,-2.577574212
213.26,337.862,-2.581764069
213.76,337.948,-2.585809627
214.26,338.035,-2.589584622
214.76,338.126,-2.593313234
215.26,338.213,-2.597157803
215.76,338.299,-2.60092249
216.26,338.383,-2.604880437
216.76,338.472,-2.608516285
217.26,338.564,-2.61193826
217.76,338.651,-2.61560503
218.26,338.735,-2.619233148
218.76,338.824,-2.622984952
219.26,338.91,-2.626976397
219.76,339,-2.630429293
220.26,339.086,-2.633835807
220.76,339.176,-2.637399505
221.26,339.26,-2.64118223
221.76,339.349,-2.644830963
222.26,339.439,-2.648237477
222.76,339.527,-2.651638837
223.26,339.615,-2.655145846
223.76,339.699,-2.658457019
224.26,339.79,-2.661546588
224.76,339.872,-2.665092249
225.26,339.964,-2.668503917
225.76,340.05,-2.671786745
226.26,340.14,-2.674961348
226.76,340.22,-2.678659039
227.26,340.312,-2.681805298
227.76,340.4,-2.68503659
228.26,340.486,-2.688257576
228.76,340.576,-2.691566172
229.26,340.665,-2.694872191
229.76,340.75,-2.698147289
230.26,340.844,-2.701149248
230.76,340.929,-2.704553185
231.26,341.017,-2.707707174
231.76,341.101,-2.710987425
232.26,341.19,-2.71406411
232.76,341.278,-2.717223253
233.26,341.367,-2.720073181
233.76,341.455,-2.723046794
234.26,341.542,-2.725837456
234.76,341.631,-2.728872913
235.26,341.723,-2.731867141
235.76,341.811,-2.73488456
236.26,341.895,-2.737943208
236.76,341.984,-2.740664296
237.26,342.075,-2.743550299
237.76,342.159,-2.746492991
238.26,342.252,-2.749427953
238.76,342.334,-2.75254329
239.26,342.422,-2.755382911
239.76,342.509,-2.758240569
240.26,342.599,-2.76067048
240.76,342.686,-2.763381262
241.26,342.778,-2.765952896
241.76,342.859,-2.769021851
242.26,342.949,-2.771575448
242.76,343.036,-2.774309421
243.26,343.126,-2.77668522
243.76,343.208,-2.779499072
244.26,343.299,-2.78185168
244.76,343.383,-2.784289322
245.26,343.475,-2.786683158
245.76,343.557,-2.789411977
246.26,343.645,-2.791640899
246.76,343.739,-2.793893012
247.26,343.823,-2.796454339
247.76,343.91,-2.798830138
248.26,343.999,-2.801108019
248.76,344.084,-2.803411668
249.26,344.175,-2.805766852
249.76,344.261,-2.808219955
250.26,344.349,-2.810322614
250.76,344.433,-2.812765409
251.26,344.524,-2.814968563
251.76,344.615,-2.81700938
252.26,344.704,-2.819176458
252.76,344.788,-2.821487838
253.26,344.88,-2.823538961
253.76,344.964,-2.826033292
254.26,345.056,-2.828228716
254.76,345.141,-2.830705009
255.26,345.228,-2.833209647
255.76,345.317,-2.835397341
256.26,345.398,-2.837912286
256.76,345.488,-2.84005102
257.26,345.577,-2.842174294
257.76,345.667,-2.844137807
258.26,345.752,-2.8464698
258.76,345.842,-2.848562152
259.26,345.927,-2.850577201
259.76,346.013,-2.852447949
260.26,346.101,-2.854295506
260.76,346.187,-2.856302824
261.26,346.275,-2.858080808
261.76,346.365,-2.859717069
262.26,346.454,-2.86164966
262.76,346.541,-2.863675015
263.26,346.623,-2.865775098
263.76,346.713,-2.867303133
264.26,346.799,-2.869166151
264.76,346.89,-2.871250773
265.26,346.979,-2.873420429
265.76,347.063,-2.875605545
266.26,347.149,-2.877834467
266.76,347.24,-2.879908782
267.26,347.319,-2.882155741
267.76,347.408,-2.883946609
268.26,347.504,-2.885531334
268.76,347.592,-2.887621109
269.26,347.673,-2.889847454
269.76,347.763,-2.891365182
270.26,347.848,-2.892952484
270.76,347.934,-2.894725314
271.26,348.022,-2.896366729
271.76,348.112,-2.898031334
272.26,348.193,-2.900133993
272.76,348.277,-2.902169656
273.26,348.369,-2.903834261
273.76,348.457,-2.905542672
274.26,348.544,-2.907184086
274.76,348.633,-2.908892496
275.26,348.716,-2.910874047
275.76,348.802,-2.912497423
276.26,348.897,-2.91377551
276.76,348.985,-2.915200474
277.26,349.071,-2.916584209
277.76,349.158,-2.918078747
278.26,349.244,-2.919403216
278.76,349.332,-2.920668419
279.26,349.419,-2.922196454
279.76,349.502,-2.923971861
280.26,349.587,-2.92556174
280.76,349.675,-2.927216038
281.26,349.759,-2.928942486
281.76,349.851,-2.930184498
282.26,349.934,-2.931877448
282.76,350.021,-2.933526592
283.26,350.109,-2.935441146
283.76,350.198,-2.937221707
284.26,350.283,-2.938868275
284.76,350.367,-2.940489074
285.26,350.451,-2.942130489
285.76,350.535,-2.943880128
286.26,350.626,-2.94534632
286.76,350.71,-2.947152649
287.26,350.796,-2.948742527
287.76,350.878,-2.950257679
288.26,350.968,-2.951309008
288.76,351.048,-2.952952999
289.26,351.132,-2.954483612
289.76,351.223,-2.955839002
290.26,351.312,-2.957047516
290.76,351.394,-2.958487941
291.26,351.485,-2.959554731
291.76,351.562,-2.961394558
292.26,351.653,-2.962667491
