Time,alpha,Temperature
798.0,1.157972429055576e-08,432.57857
804.0,1.314606745683733e-08,433.57733
810.0,1.4919744550923042e-08,434.57822
816.0,1.6918634271334554e-08,435.57703
822.0,1.917997871636601e-08,436.57813
828.0,2.1726583754322348e-08,437.57748
834.0,2.4599836168093248e-08,438.57757
840.0,2.7837331773028495e-08,439.57758
846.0,3.147874705344833e-08,440.57635
852.0,3.558628269839659e-08,441.57724
858.0,4.0197702610988983e-08,442.57605
864.0,4.5394766279294174e-08,443.57714
870.0,5.1225430341972356e-08,444.57649
876.0,5.777937917006426e-08,445.57658
882.0,6.513673633801176e-08,446.57659
888.0,7.338150065372417e-08,447.57536
894.0,8.264755324560724e-08,448.57625
900.0,9.301265346817189e-08,449.57508
906.0,1.046515176739149e-07,450.57616
912.0,1.176625413767951e-07,451.57551
918.0,1.3223523454009012e-07,452.57559
924.0,1.4853646934653852e-07,453.5756
930.0,1.6673978842085546e-07,454.57438
936.0,1.871260159047594e-07,455.57526
942.0,2.0985124815631195e-07,456.57409
948.0,2.3528109616144377e-07,457.57517
954.0,2.6361178739886526e-07,458.57453
960.0,2.952342198492275e-07,459.5746
966.0,3.304881682764105e-07,460.57461
972.0,3.69723809123812e-07,461.5734
978.0,4.1351688895296945e-07,462.57427
984.0,4.6217355376132474e-07,463.57311
990.0,5.164404399682354e-07,464.57418
996.0,5.767008189883072e-07,465.57355
1002.0,6.4374267172429e-07,466.57361
1008.0,7.18242636921218e-07,467.57362
1014.0,8.008915366453095e-07,468.57242
1020.0,8.928443181455137e-07,469.57328
1026.0,9.94686233823927e-07,470.57212
1032.0,1.1079140209702132e-06,471.5732
1038.0,1.2332509656820534e-06,472.57256
1044.0,1.3722619396361324e-06,473.57263
1050.0,1.526258265771574e-06,474.57264
1056.0,1.69657273063617e-06,475.57143
1062.0,1.8854831999037813e-06,476.57229
1068.0,2.094077919512216e-06,477.57114
1074.0,2.325289821913934e-06,478.57221
1080.0,2.5804671435203375e-06,479.57158
1086.0,2.8626361198158534e-06,480.57164
1092.0,3.174301296038351e-06,481.57165
1098.0,3.5179830859544126e-06,482.57045
1104.0,3.898069359076217e-06,483.5713
1110.0,4.316546191818205e-06,484.57015
1116.0,4.7790638311173694e-06,485.57123
1122.0,5.288053587793051e-06,486.5706
1128.0,5.849273347013906e-06,487.57065
1134.0,6.467410226251857e-06,488.57066
1140.0,7.147129875595404e-06,489.56946
1146.0,7.896738904000777e-06,490.5703
1152.0,8.719793549105681e-06,491.56917
1158.0,9.626936674278497e-06,492.57025
1164.0,1.0622474239108115e-05,493.56961
1170.0,1.1717184531079283e-05,494.56966
1176.0,1.2919633610941617e-05,495.56966
1182.0,1.4238342115335811e-05,496.56847
1188.0,1.5688746071051973e-05,497.56932
1194.0,1.7276985571523795e-05,498.56818
1200.0,1.902285336929932e-05,499.56925
1206.0,2.095067499741088e-05,500.57703
1212.0,2.305833188187556e-05,501.58173
1218.0,2.5357712111206965e-05,502.58195
1224.0,2.787451370955818e-05,503.58158
1230.0,3.062725956104462e-05,504.58031
1236.0,3.364797196570013e-05,505.5817
1242.0,3.6944996725574164e-05,506.58073
1248.0,4.0557208222047336e-05,507.58155
1254.0,4.449973056230849e-05,508.58071
1260.0,4.8813005261494347e-05,509.58096
1266.0,5.352223598953376e-05,510.58058
1272.0,5.866035954360527e-05,511.57932
1278.0,6.428471912900413e-05,512.5807
1284.0,7.040864758323107e-05,513.57973
1290.0,7.710168016195063e-05,514.58054
1296.0,8.438921293862922e-05,515.5797
1302.0,9.23429670885989e-05,516.57995
1308.0,0.00010100618867059374,517.57957
1314.0,0.00011043604471339119,518.57831
1320.0,0.0001207339650317607,519.57969
1326.0,0.00013192030906683527,520.57872
1332.0,0.00014411774520095566,521.57953
1338.0,0.00015736784989039965,522.57869
1344.0,0.0001717958262870134,523.57893
1350.0,0.00018747476378078165,524.57854
1356.0,0.00020450250159953498,525.57728
1362.0,0.00022305579161963074,526.57867
1368.0,0.00024316410611335826,527.5777
1374.0,0.0002650405772975928,528.5785
1380.0,0.0002887520529198939,529.57765
1386.0,0.0003145141157422371,530.57788
1392.0,0.00034244866620281034,531.5775
1398.0,0.0003727195221725488,532.57624
1404.0,0.00040563040713159637,533.57763
1410.0,0.00044122183560257877,534.57665
1416.0,0.00047985878240708324,535.57743
1422.0,0.0005216478114148382,536.57659
1428.0,0.0005669527744791569,537.57681
1434.0,0.000615973636344691,538.57642
1440.0,0.0006689824037662273,539.57516
1446.0,0.0007264927016435996,540.57655
1452.0,0.0007885559043184776,541.57556
1458.0,0.0008557889575270261,542.57633
1464.0,0.0009283556935658632,543.57548
1470.0,0.0010068648906242927,544.57569
1476.0,0.0010916398924771809,545.57531
1482.0,0.001183120522584069,546.57403
1488.0,0.001282168582026011,547.57542
1494.0,0.0013888401019170882,548.57443
1500.0,0.0015041603651866353,549.57518
1506.0,0.0016283784687359804,550.57432
1512.0,0.001762497823122433,551.57452
1518.0,0.001907030165350987,552.57413
1524.0,0.0020626842756494845,553.57285
1530.0,0.0022308742876989696,554.57422
1536.0,0.0024116502422768527,555.57322
1542.0,0.002606692866803151,556.57395
1548.0,0.0028163765869718693,557.57311
1554.0,0.003042312578635853,558.57327
1560.0,0.003285316442047548,559.57287
1566.0,0.003546503913164356,560.57158
1572.0,0.0038281708659378966,561.57294
1578.0,0.004130319804079963,562.57193
1584.0,0.004455669941176299,563.57264
1590.0,0.004804755322236343,564.57178
1596.0,0.005180162521914555,565.57193
1602.0,0.005583135474370282,566.57152
1608.0,0.006015406438811599,567.57021
1614.0,0.006480662498118517,568.57157
1620.0,0.006978761054839522,569.57055
1626.0,0.007514036033793414,570.57123
1632.0,0.00808723377642706,571.57036
1638.0,0.008702426895294213,572.5705
1644.0,0.009361468806022177,573.57007
1650.0,0.010067017815391988,574.56875
1656.0,0.010824876125947513,575.5701
1662.0,0.011634597914408462,576.56908
1668.0,0.012502974967299019,577.56975
1674.0,0.013430968541270905,578.56887
1680.0,0.014424906373042501,579.56901
1686.0,0.01548746256164002,580.56857
1692.0,0.016622638142216428,581.56726
1698.0,0.01783937964766158,582.56861
1704.0,0.0191366040206159,583.56759
1710.0,0.02052478592259921,584.56826
1716.0,0.022005035145524543,585.56739
1722.0,0.023586955354906514,586.56754
1728.0,0.025274299391669364,587.56712
1734.0,0.02707287081306209,588.56584
1740.0,0.028996206359086285,589.56722
1746.0,0.031041930336925594,590.56623
1752.0,0.033225844741137656,591.56693
1758.0,0.03554896048730538,592.56611
1764.0,0.038025510810522745,593.56633
1770.0,0.04066034191155332,594.56596
1776.0,0.04346159956044793,595.56474
1782.0,0.046449313059967356,596.56621
1788.0,0.04961851088111979,597.56531
1794.0,0.05299247544214447,598.56613
1800.0,0.05657121341805049,599.56542
1806.0,0.060375210149711256,600.56577
1812.0,0.06441013394417106,601.56553
1818.0,0.06868680666350413,602.56448
1824.0,0.07323367360986355,603.56614
1830.0,0.07804086727051995,604.56543
1836.0,0.08314154872316515,605.56649
1842.0,0.08853267990453029,606.56599
1848.0,0.094242732056813,607.56661
1854.0,0.10027678440768972,608.56665
1860.0,0.10664762165003916,609.56589
1866.0,0.1133940404973871,610.56789
1872.0,0.1204970299814534,611.56753
1878.0,0.12800147662170946,612.569
1884.0,0.1358975699276257,613.56891
1890.0,0.14422223731187467,614.57001
1896.0,0.15297627579760287,615.57051
1902.0,0.16217247223338316,616.57025
1908.0,0.1718601492685753,617.57283
1914.0,0.18200360545321814,618.57304
1920.0,0.19265988192459205,619.57518
1926.0,0.2038047662356841,620.57573
1932.0,0.2154820561245585,621.57756
1938.0,0.2276809441562232,622.57876
1944.0,0.2404092897643082,623.57927
1950.0,0.253722439135038,624.58266
1956.0,0.26755798127506014,625.58371
1962.0,0.28198050080670345,626.58679
1968.0,0.2969391580445634,627.58819
1974.0,0.3124804044991861,628.59105
1980.0,0.3285672470609816,629.59314
1986.0,0.3451942417777786,630.59457
1992.0,0.3624138809162164,631.59895
1998.0,0.3801229199217374,632.60098
2004.0,0.3983838238259564,633.60515
2010.0,0.41710371323314965,634.60748
2016.0,0.436321598479383,635.61141
2022.0,0.45595842422609956,636.61433
2028.0,0.47598687020660624,637.61664
2034.0,0.4964396506487915,638.62186
2040.0,0.5171648319068396,639.62466
2046.0,0.538209476316865,640.62968
2052.0,0.5594289439928626,641.63256
2058.0,0.5808485552042454,642.63725
2064.0,0.6023334341053669,643.64035
2070.0,0.6238391122570384,644.6429
2076.0,0.6453680185398913,645.64829
2082.0,0.6667332344028764,646.65122
2088.0,0.6879545425559392,647.65619
2094.0,0.7088583143327809,648.65865
2100.0,0.7294583318028307,649.66303
2106.0,0.7495904166265803,650.66515
2112.0,0.7692145484327747,651.66679
2118.0,0.7883169056819462,652.6712
2124.0,0.8067272734225671,653.67326
2130.0,0.8244516705585245,654.67698
2136.0,0.8413476600623683,655.67776
2142.0,0.8574432771237258,656.68052
2148.0,0.8726165276422786,657.68062
2154.0,0.8868669018896406,658.68039
2160.0,0.9002090460570383,659.68328
2166.0,0.9125478996690709,660.68378
2172.0,0.9239170168674679,661.68529
2178.0,0.9342755422716449,662.68396
2184.0,0.9436874063015261,663.68484
2190.0,0.9521292844455715,664.6832
2196.0,0.9596552214326425,665.68141
2202.0,0.9663293535108982,666.68345
2208.0,0.9721519960697326,667.6825
2214.0,0.9772009813573391,668.68227
2220.0,0.9815235887673409,669.68035
2226.0,0.9851975576525942,670.68042
2232.0,0.9882716374772158,671.67824
2238.0,0.9898542697339691,672.27491
2244.0,0.9898675257273074,672.28021
2250.0,0.9898675257273074,672.28021
2256.0,0.9898675257273074,672.28021
2262.0,0.9898675257273074,672.28021
2268.0,0.9898675257273074,672.28021
2274.0,0.9898675257273074,672.28021
2280.0,0.9898675257273074,672.28021
2286.0,0.9898675257273074,672.28021
2292.0,0.9898675257273074,672.28021
2298.0,0.9898675257273074,672.28021
2304.0,0.9898675257273074,672.28021
2310.0,0.9898675257273074,672.28021
2316.0,0.9898675257273074,672.28021
2322.0,0.9898675257273074,672.28021
2328.0,0.9898675257273074,672.28021
2334.0,0.9898675257273074,672.28021
2340.0,0.9898675257273074,672.28021
2346.0,0.9898675257273074,672.28021
2352.0,0.9898675257273074,672.28021
2358.0,0.9898675257273074,672.28021
2364.0,0.9898675257273074,672.28021
2370.0,0.9898675257273074,672.28021
2376.0,0.9898675257273074,672.28021
2382.0,0.9898675257273074,672.28021
2388.0,0.9898675257273074,672.28021
2394.0,0.9898675257273074,672.28021
2400.0,0.9898675257273074,672.28021
2406.0,0.9898675257273074,672.28021
2412.0,0.9898675257273074,672.28021
2418.0,0.9898675257273074,672.28021
2424.0,0.9898675257273074,672.28021
2430.0,0.9898675257273074,672.28021
2436.0,0.9898675257273074,672.28021
2442.0,0.9898675257273074,672.28021
2448.0,0.9898675257273074,672.28021
2454.0,0.9898675257273074,672.28021
2460.0,0.9898675257273074,672.28021
2466.0,0.9898675257273074,672.28021
2472.0,0.9898675257273074,672.28021
2478.0,0.9898675257273074,672.28021
2484.0,0.9898675257273074,672.28021
2490.0,0.9898675257273074,672.28021
2496.0,0.9898675257273074,672.28021
2502.0,0.9898675257273074,672.28021
2508.0,0.9898675257273074,672.28021
2514.0,0.9898675257273074,672.28021
2520.0,0.9898675257273074,672.28021
2526.0,0.9898675257273074,672.28021
2532.0,0.9898675257273074,672.28021
2538.0,0.9898675257273074,672.28021
2544.0,0.9898675257273074,672.28021
2550.0,0.9898675257273074,672.28021
2556.0,0.9898675257273074,672.28021
2562.0,0.9898675257273074,672.28021
2568.0,0.9898675257273074,672.28021
2574.0,0.9898675257273074,672.28021
2580.0,0.9898675257273074,672.28021
2586.0,0.9898675257273074,672.28021
2592.0,0.9898675257273074,672.28021
2598.0,0.9898675257273074,672.28021
2604.0,0.9898675257273074,672.28021
2610.0,0.9898675257273074,672.28021
2616.0,0.9898675257273074,672.28021
2622.0,0.9898675257273074,672.28021
2628.0,0.9898675257273074,672.28021
2634.0,0.9898675257273074,672.28021
2640.0,0.9898675257273074,672.28021
2646.0,0.9898675257273074,672.28021
2652.0,0.9898675257273074,672.28021
2658.0,0.9898675257273074,672.28021
2664.0,0.9898675257273074,672.28021
2670.0,0.9898675257273074,672.28021
2676.0,0.9898675257273074,672.28021
2682.0,0.9898675257273074,672.28021
2688.0,0.9898675257273074,672.28021
2694.0,0.9898675257273074,672.28021
2700.0,0.9898675257273074,672.28021
2706.0,0.9898675257273074,672.28021
2712.0,0.9898675257273074,672.28021
2718.0,0.9898675257273074,672.28021
2724.0,0.9898675257273074,672.28021
2730.0,0.9898675257273074,672.28021
2736.0,0.9898675257273074,672.28021
2742.0,0.9898675257273074,672.28021
2748.0,0.9898675257273074,672.28021
2754.0,0.9898675257273074,672.28021
2760.0,0.9898675257273074,672.28021
2766.0,0.9898675257273074,672.28021
2772.0,0.9898675257273074,672.28021
2778.0,0.9898675257273074,672.28021
2784.0,0.9898675257273074,672.28021
2790.0,0.9898675257273074,672.28021
2796.0,0.9898675257273074,672.28021
2802.0,0.9898675257273074,672.28021
2808.0,0.9898675257273074,672.28021
2814.0,0.9898675257273074,672.28021
2820.0,0.9898675257273074,672.28021
2826.0,0.9898675257273074,672.28021
2832.0,0.9898675257273074,672.28021
2838.0,0.9898675257273074,672.28021
2844.0,0.9898675257273074,672.28021
2850.0,0.9898675257273074,672.28021
2856.0,0.9898675257273074,672.28021
2862.0,0.9898675257273074,672.28021
2868.0,0.9898675257273074,672.28021
2874.0,0.9898675257273074,672.28021
2880.0,0.9898675257273074,672.28021
2886.0,0.9898675257273074,672.28021
2892.0,0.9898675257273074,672.28021
2898.0,0.9898675257273074,672.28021
2904.0,0.9898675257273074,672.28021
2910.0,0.9898675257273074,672.28021
2916.0,0.9898675257273074,672.28021
2922.0,0.9898675257273074,672.28021
2928.0,0.9898675257273074,672.28021
2934.0,0.9898675257273074,672.28021
2940.0,0.9898675257273074,672.28021
2946.0,0.9898675257273074,672.28021
2952.0,0.9898675257273074,672.28021
2958.0,0.9898675257273074,672.28021
2964.0,0.9898675257273074,672.28021
2970.0,0.9898675257273074,672.28021
2976.0,0.9898675257273074,672.28021
2982.0,0.9898675257273074,672.28021
2988.0,0.9898675257273074,672.28021
2994.0,0.9898675257273074,672.28021
3000.0,0.9898675257273074,672.28021
3006.0,0.9898675257273074,672.28021
3012.0,0.9898675257273074,672.28021
3018.0,0.9898675257273074,672.28021
3024.0,0.9898675257273074,672.28021
3030.0,0.9898675257273074,672.28021
3036.0,0.9898675257273074,672.28021
3042.0,0.9898675257273074,672.28021
3048.0,0.9898675257273074,672.28021
3054.0,0.9898675257273074,672.28021
3060.0,0.9898675257273074,672.28021
3066.0,0.9898675257273074,672.28021
3072.0,0.9898675257273074,672.28021
3078.0,0.9898675257273074,672.28021
3084.0,0.9898675257273074,672.28021
3090.0,0.9898675257273074,672.28021
3096.0,0.9898675257273074,672.28021
3102.0,0.9898675257273074,672.28021
3108.0,0.9898675257273074,672.28021
3114.0,0.9898675257273074,672.28021
3120.0,0.9898675257273074,672.28021
3126.0,0.9898675257273074,672.28021
3132.0,0.9898675257273074,672.28021
3138.0,0.9898675257273074,672.28021
3144.0,0.9898675257273074,672.28021
3150.0,0.9898675257273074,672.28021
3156.0,0.9898675257273074,672.28021
3162.0,0.9898675257273074,672.28021
3168.0,0.9898675257273074,672.28021
3174.0,0.9898675257273074,672.28021
3180.0,0.9898675257273074,672.28021
3186.0,0.9898675257273074,672.28021
3192.0,0.9898675257273074,672.28021
3198.0,0.9898675257273074,672.28021
3204.0,0.9898675257273074,672.28021
3210.0,0.9898675257273074,672.28021
3216.0,0.9898675257273074,672.28021
3222.0,0.9898675257273074,672.28021
3228.0,0.9898675257273074,672.28021
3234.0,0.9898675257273074,672.28021
3240.0,0.9898675257273074,672.28021
3246.0,0.9898675257273074,672.28021
3252.0,0.9898675257273074,672.28021
3258.0,0.9898675257273074,672.28021
3264.0,0.9898675257273074,672.28021
3270.0,0.9898675257273074,672.28021
3276.0,0.9898675257273074,672.28021
3282.0,0.9898675257273074,672.28021
3288.0,0.9898675257273074,672.28021
3294.0,0.9898675257273074,672.28021
3300.0,0.9898675257273074,672.28021
3306.0,0.9898675257273074,672.28021
3312.0,0.9898675257273074,672.28021
3318.0,0.9898675257273074,672.28021
3324.0,0.9898675257273074,672.28021
3330.0,0.9898675257273074,672.28021
3336.0,0.9898675257273074,672.28021
3342.0,0.9898675257273074,672.28021
3348.0,0.9898675257273074,672.28021
3354.0,0.9898675257273074,672.28021
3360.0,0.9898675257273074,672.28021
3366.0,0.9898675257273074,672.28021
3372.0,0.9898675257273074,672.28021
3378.0,0.9898675257273074,672.28021
3384.0,0.9898675257273074,672.28021
3390.0,0.9898675257273074,672.28021
3396.0,0.9898675257273074,672.28021
3402.0,0.9898675257273074,672.28021
3408.0,0.9898675257273074,672.28021
3414.0,0.9898675257273074,672.28021
3420.0,0.9898675257273074,672.28021
3426.0,0.9898675257273074,672.28021
3432.0,0.9898675257273074,672.28021
3438.0,0.9898675257273074,672.28021
3444.0,0.9898675257273074,672.28021
3450.0,0.9898675257273074,672.28021
3456.0,0.9898675257273074,672.28021
3462.0,0.9898675257273074,672.28021
3468.0,0.9898675257273074,672.28021
3474.0,0.9898675257273074,672.28021
3480.0,0.9898675257273074,672.28021
3486.0,0.9898675257273074,672.28021
3492.0,0.9898675257273074,672.28021
3498.0,0.9898675257273074,672.28021
3504.0,0.9898675257273074,672.28021
3510.0,0.9898675257273074,672.28021
3516.0,0.9898675257273074,672.28021
3522.0,0.9898675257273074,672.28021
3528.0,0.9898675257273074,672.28021
3534.0,0.9898675257273074,672.28021
3540.0,0.9898675257273074,672.28021
3546.0,0.9898675257273074,672.28021
3552.0,0.9898675257273074,672.28021
3558.0,0.9898675257273074,672.28021
3564.0,0.9898675257273074,672.28021
3570.0,0.9898675257273074,672.28021
3576.0,0.9898675257273074,672.28021
3582.0,0.9898675257273074,672.28021
3588.0,0.9898675257273074,672.28021
3594.0,0.9898675257273074,672.28021
3600.0,0.9898675257273074,672.28021
3606.0,0.9898675257273074,672.28021
3612.0,0.9898675257273074,672.28021
3618.0,0.9898675257273074,672.28021
3624.0,0.9898675257273074,672.28021
3630.0,0.9898675257273074,672.28021
3636.0,0.9898675257273074,672.28021
3642.0,0.9898675257273074,672.28021
3648.0,0.9898675257273074,672.28021
3654.0,0.9898675257273074,672.28021
3660.0,0.9898675257273074,672.28021
3666.0,0.9898675257273074,672.28021
3672.0,0.9898675257273074,672.28021
3678.0,0.9898675257273074,672.28021
3684.0,0.9898675257273074,672.28021
3690.0,0.9898675257273074,672.28021
3696.0,0.9898675257273074,672.28021
3702.0,0.9898675257273074,672.28021
3708.0,0.9898675257273074,672.28021
3714.0,0.9898675257273074,672.28021
3720.0,0.9898675257273074,672.28021
3726.0,0.9898675257273074,672.28021
3732.0,0.9898675257273074,672.28021
3738.0,0.9898675257273074,672.28021
3744.0,0.9898675257273074,672.28021
3750.0,0.9898675257273074,672.28021
3756.0,0.9898675257273074,672.28021
3762.0,0.9898675257273074,672.28021
3768.0,0.9898675257273074,672.28021
3774.0,0.9898675257273074,672.28021
3780.0,0.9898675257273074,672.28021
3786.0,0.9898675257273074,672.28021
3792.0,0.9898675257273074,672.28021
3798.0,0.9898675257273074,672.28021
3804.0,0.9898675257273074,672.28021
3810.0,0.9898675257273074,672.28021
3816.0,0.9898675257273074,672.28021
3822.0,0.9898675257273074,672.28021
3828.0,0.9898675257273074,672.28021
3834.0,0.9898675257273074,672.28021
3840.0,0.9898675257273074,672.28021
3846.0,0.9898675257273074,672.28021
3852.0,0.9898675257273074,672.28021
3858.0,0.9898675257273074,672.28021
3864.0,0.9898675257273074,672.28021
3870.0,0.9898675257273074,672.28021
3876.0,0.9898675257273074,672.28021
3882.0,0.9898675257273074,672.28021
3888.0,0.9898675257273074,672.28021
3894.0,0.9898675257273074,672.28021
3900.0,0.9898675257273074,672.28021
3906.0,0.9898675257273074,672.28021
3912.0,0.9898675257273074,672.28021
3918.0,0.9898675257273074,672.28021
3924.0,0.9898675257273074,672.28021
3930.0,0.9898675257273074,672.28021
3936.0,0.9898675257273074,672.28021
3942.0,0.9898675257273074,672.28021
3948.0,0.9898675257273074,672.28021
3954.0,0.9898675257273074,672.28021
3960.0,0.9898675257273074,672.28021
3966.0,0.9898675257273074,672.28021
3972.0,0.9898675257273074,672.28021
3978.0,0.9898675257273074,672.28021
3984.0,0.9898675257273074,672.28021
3990.0,0.9898675257273074,672.28021
3996.0,0.9898675257273074,672.28021
4002.0,0.9898675257273074,672.28021
4008.0,0.9898675257273074,672.28021
4014.0,0.9898675257273074,672.28021
4020.0,0.9898675257273074,672.28021
4026.0,0.9898675257273074,672.28021
4032.0,0.9898675257273074,672.28021
4038.0,0.9898675257273074,672.28021
4044.0,0.9898675257273074,672.28021
4050.0,0.9898675257273074,672.28021
4056.0,0.9898675257273074,672.28021
4062.0,0.9898675257273074,672.28021
4068.0,0.9898675257273074,672.28021
4074.0,0.9898675257273074,672.28021
4080.0,0.9898675257273074,672.28021
4086.0,0.9898675257273074,672.28021
4092.0,0.9898675257273074,672.28021
4098.0,0.9898675257273074,672.28021
4104.0,0.9898675257273074,672.28021
4110.0,0.9898675257273074,672.28021
4116.0,0.9898675257273074,672.28021
4122.0,0.9898675257273074,672.28021
4128.0,0.9898675257273074,672.28021
4134.0,0.9898675257273074,672.28021
4140.0,0.9898675257273074,672.28021
4146.0,0.9898675257273074,672.28021
4152.0,0.9898675257273074,672.28021
4158.0,0.9898675257273074,672.28021
4164.0,0.9898675257273074,672.28021
4170.0,0.9898675257273074,672.28021
4176.0,0.9898675257273074,672.28021
4182.0,0.9898675257273074,672.28021
4188.0,0.9898675257273074,672.28021
4194.0,0.9898675257273074,672.28021
4200.0,0.9898675257273074,672.28021
