Time (s),Temperature (K),Mass (mg)
0,293.307,4.944
0.6,293.302,4.944
1.2,293.316,4.943699899
1.8,293.305,4.943500162
2.4,293.299,4.943200061
3,293.308,4.943900131
3.6,293.297,4.946699918
4.2,293.312,4.955799845
4.8,293.322,4.957900056
5.4,293.325,4.959400066
6,293.323,4.961499782
6.6,293.316,4.961300045
7.2,293.319,4.961200176
7.8,293.313,4.961600146
8.4,293.307,4.960900075
9,293.297,4.959800035
9.6,293.304,4.963599994
10.2,293.31,4.965100003
10.8,293.317,4.961700014
11.4,293.308,4.961499782
12,293.295,4.959899904
12.6,293.325,4.958099794
13.2,293.314,4.956499915
13.8,293.317,4.954100098
14.4,293.322,4.953099926
15,293.324,4.951100078
15.6,293.322,4.9495002
16.2,293.317,4.94910023
16.8,293.327,4.947499858
17.4,293.325,4.947000019
18,293.327,4.94620008
18.6,293.319,4.945299778
19.2,293.315,4.945000171
19.8,293.33,4.945199909
20.4,293.326,4.94550001
21,293.326,4.945700242
21.6,293.333,4.944499838
22.2,293.328,4.945700242
22.8,293.328,4.945199909
23.4,293.326,4.943799768
24,293.346,4.943799768
24.6,293.321,4.94360003
25.2,293.338,4.943900131
25.8,293.34,4.944
26.4,293.337,4.943399798
27,293.34,4.94289996
27.6,293.35,4.942999829
28.2,293.357,4.94329993
28.8,293.342,4.943100192
29.4,293.359,4.943200061
30,293.362,4.94289996
30.6,293.358,4.942400122
31.2,293.359,4.942299758
31.8,293.358,4.942999829
32.4,293.369,4.942999829
33,293.367,4.942800091
33.6,293.372,4.942299758
34.2,293.369,4.94179992
34.8,293.381,4.941600182
35.4,293.386,4.941600182
36,293.386,4.941499819
36.6,293.383,4.94139995
37.2,293.397,4.941499819
37.8,293.392,4.94139995
38.4,293.396,4.94109985
39,293.411,4.940999981
39.6,293.423,4.940999981
40.2,293.423,4.94109985
40.8,293.426,4.940999981
41.4,293.425,4.94109985
42,293.43,4.940999981
42.6,293.425,4.941300082
43.2,293.436,4.941200213
43.8,293.447,4.94109985
44.4,293.439,4.940900112
45,293.456,4.94069988
45.6,293.454,4.940500142
46.2,293.453,4.94029991
46.8,293.465,4.93999981
47.4,293.473,4.939800072
48,293.487,4.939700203
48.6,293.495,4.93959984
49.2,293.503,4.93959984
49.8,293.499,4.93959984
50.4,293.514,4.939499971
51,293.518,4.939499971
51.6,293.512,4.939499971
52.2,293.538,4.939499971
52.8,293.546,4.939499971
53.4,293.554,4.939499971
54,293.549,4.939499971
54.6,293.554,4.939499971
55.2,293.566,4.939499971
55.8,293.588,4.939499971
56.4,293.585,4.939499971
57,293.608,4.939499971
57.6,293.61,4.939499971
58.2,293.62,4.939499971
58.8,293.616,4.939499971
59.4,293.637,4.939499971
60,293.633,4.939499971
60.6,293.663,4.939499971
61.2,293.67,4.939400102
61.8,293.667,4.93889977
62.4,293.676,4.938700032
63,293.71,4.9384998
63.6,293.702,4.938300062
64.2,293.734,4.937999962
64.8,293.735,4.937699861
65.4,293.745,4.93739976
66,293.752,4.937599992
66.6,293.768,4.937599992
67.2,293.783,4.937599992
67.8,293.796,4.937500123
68.4,293.808,4.93739976
69,293.822,4.937200022
69.6,293.859,4.937200022
70.2,293.853,4.936899922
70.8,293.855,4.936700184
71.4,293.887,4.936700184
72,293.887,4.936700184
72.6,293.91,4.936700184
73.2,293.918,4.936599821
73.8,293.935,4.936400083
74.4,293.949,4.936300214
75,293.951,4.936300214
75.6,293.963,4.936400083
76.2,293.991,4.936400083
76.8,294.009,4.936599821
77.4,294.025,4.936700184
78,294.039,4.936700184
78.6,294.057,4.936700184
79.2,294.098,4.936700184
79.8,294.095,4.936599821
80.4,294.112,4.936400083
81,294.135,4.936199851
81.6,294.16,4.936000114
82.2,294.171,4.935799882
82.8,294.191,4.935700013
83.4,294.215,4.935600144
84,294.239,4.935399912
84.6,294.243,4.935399912
85.2,294.273,4.935200174
85.8,294.288,4.935099811
86.4,294.314,4.934999942
87,294.343,4.934500104
87.6,294.353,4.934200003
88.2,294.371,4.934100134
88.8,294.406,4.933999771
89.4,294.409,4.933899902
89.85,294.426,4.933899902
92.85,294.541,4.933499933
95.85,294.681,4.932099792
98.85,294.813,4.930499914
101.85,294.944,4.928599934
104.85,295.103,4.926500218
107.85,295.237,4.925100077
110.85,295.382,4.923299966
113.85,295.544,4.921700088
116.85,295.734,4.92010021
119.85,295.897,4.918499837
122.85,296.058,4.916999827
125.85,296.255,4.914800242
128.85,296.438,4.9131
131.85,296.619,4.911200021
134.85,296.82,4.908500102
137.85,297.017,4.906600123
140.85,297.222,4.904099942
143.85,297.424,4.902000226
146.85,297.636,4.899199944
149.85,297.848,4.897600066
152.85,298.065,4.895700086
155.85,298.277,4.894100208
158.85,298.483,4.893000168
161.85,298.733,4.891600027
164.85,298.952,4.889600179
167.85,299.152,4.887899938
170.85,299.389,4.885699858
173.85,299.62,4.883799878
176.85,299.833,4.88180003
179.85,300.08,4.87929985
182.85,300.293,4.876999901
185.85,300.545,4.873999882
188.85,300.787,4.872300134
191.85,301,4.870699762
194.85,301.228,4.869000014
197.85,301.456,4.867299773
200.85,301.69,4.864800086
203.85,301.916,4.862999976
206.85,302.155,4.861099997
209.85,302.379,4.859699856
212.85,302.63,4.858000109
215.85,302.836,4.855999766
218.85,303.076,4.853599949
221.85,303.307,4.8513
224.85,303.526,4.84949989
227.85,303.726,4.846600234
230.85,303.962,4.843799952
233.85,304.191,4.841700235
236.85,304.433,4.839699893
239.85,304.648,4.837600176
242.85,304.846,4.835199864
245.85,305.071,4.832800046
248.85,305.279,4.830800198
251.85,305.5,4.828699987
254.85,305.696,4.826400038
257.85,305.913,4.824699797
260.85,306.116,4.821400171
263.85,306.321,4.819600061
266.85,306.527,4.817000011
269.85,306.741,4.814799931
272.85,306.925,4.811399942
275.85,307.109,4.809999802
278.85,307.289,4.807200014
281.85,307.513,4.804999934
284.85,307.68,4.802600117
287.85,307.878,4.801000238
290.85,308.054,4.798299826
293.85,308.225,4.795800139
296.85,308.415,4.794000029
299.85,308.581,4.79100001
302.85,308.769,4.789400131
305.85,308.937,4.787100182
308.85,309.107,4.78509984
311.85,309.269,4.783300224
314.85,309.445,4.781599982
317.85,309.583,4.779799872
320.85,309.758,4.778500094
323.85,309.901,4.776799853
326.85,310.048,4.775599944
329.85,310.206,4.773500227
332.85,310.352,4.771700117
335.85,310.499,4.769500037
338.85,310.634,4.767600058
341.85,310.763,4.766100048
344.85,310.927,4.763599867
347.85,311.052,4.761399787
350.85,311.185,4.758900101
353.85,311.307,4.756700021
356.85,311.444,4.753900234
359.85,311.585,4.752900062
362.85,311.697,4.751499922
365.85,311.819,4.749199973
368.85,311.94,4.747399862
371.85,312.048,4.746199954
374.85,312.173,4.743800136
377.85,312.3,4.742700096
380.85,312.413,4.740599885
383.85,312.504,4.738900138
386.85,312.608,4.736899795
389.85,312.718,4.734499978
392.85,312.81,4.73360017
395.85,312.911,4.733499806
398.85,313,4.733700038
401.85,313.11,4.731999797
404.85,313.199,4.730099818
407.85,313.294,4.728700171
410.85,313.394,4.727200162
413.85,313.468,4.725800021
416.85,313.554,4.724900213
419.85,313.642,4.723599941
422.85,313.734,4.722099931
425.85,313.81,4.720800154
428.85,313.869,4.719300144
431.85,313.947,4.717199933
434.85,314.01,4.716399994
437.85,314.084,4.715399822
440.85,314.143,4.714199914
443.85,314.215,4.712699904
446.85,314.296,4.711299763
449.85,314.338,4.709999986
452.85,314.416,4.708800077
455.85,314.466,4.707799906
458.85,314.541,4.706299896
461.85,314.599,4.704499786
464.85,314.656,4.704099816
467.85,314.72,4.703500109
470.85,314.759,4.702999776
473.85,314.815,4.701799867
476.85,314.858,4.700599958
479.85,314.902,4.69940005
482.85,314.959,4.698399878
485.85,315.008,4.69750007
488.85,315.048,4.696700131
491.85,315.093,4.695200122
494.85,315.145,4.69389985
497.85,315.179,4.693400011
500.85,315.22,4.692500203
503.85,315.258,4.691400163
506.85,315.293,4.690799962
509.85,315.33,4.68979979
512.85,315.361,4.689200083
515.85,315.39,4.68869975
518.85,315.43,4.688000174
521.85,315.464,4.687099872
524.85,315.477,4.686399802
527.85,315.506,4.685700226
530.85,315.535,4.685100024
533.85,315.554,4.684200216
536.85,315.577,4.683299914
539.85,315.601,4.681600166
542.85,315.625,4.680999965
545.85,315.647,4.680500126
548.85,315.657,4.679800056
551.85,315.666,4.679199854
554.85,315.689,4.678799885
557.85,315.712,4.678300046
560.85,315.731,4.677699845
563.85,315.743,4.676700168
566.85,315.741,4.676099966
569.85,315.773,4.675499765
572.85,315.776,4.674599957
575.85,315.805,4.673700149
578.85,315.809,4.672699978
581.85,315.829,4.672399877
584.85,315.827,4.67180017
587.85,315.832,4.671299837
590.85,315.843,4.670400029
593.85,315.862,4.66920012
596.85,315.851,4.668900019
599.85,315.862,4.668999888
602.85,315.89,4.66880015
605.85,315.883,4.668299818
608.85,315.879,4.66810008
611.85,315.886,4.66770011
614.85,315.887,4.667300141
617.85,315.893,4.666900171
620.85,315.911,4.66660007
623.85,315.9,4.666500202
626.85,315.896,4.66629997
629.85,315.893,4.6659
632.85,315.884,4.665000192
635.85,315.871,4.66409989
638.85,315.875,4.663399819
641.85,315.871,4.662800112
644.85,315.886,4.662299779
647.85,315.873,4.661799941
650.85,315.874,4.661799941
653.85,315.873,4.66189981
656.85,315.87,4.661700072
659.85,315.849,4.661600203
662.85,315.839,4.661399971
665.85,315.84,4.660900133
668.85,315.827,4.660600032
671.85,315.821,4.660100194
674.85,315.819,4.659599861
677.85,315.82,4.659100022
680.85,315.798,4.659199891
683.85,315.795,4.659400123
686.85,315.785,4.659400123
689.85,315.765,4.659000154
692.85,315.757,4.658600184
695.85,315.739,4.658300083
698.85,315.708,4.658099851
701.85,315.708,4.657500144
704.85,315.701,4.656899942
707.85,315.698,4.656499973
710.85,315.685,4.656599842
713.85,315.667,4.656499973
716.85,315.637,4.656100003
719.85,315.635,4.655499802
722.85,315.613,4.654800226
725.85,315.605,4.654200024
728.85,315.583,4.653499954
731.85,315.575,4.652899752
734.85,315.557,4.652399914
737.85,315.54,4.651999944
740.85,315.535,4.652099813
743.85,315.5,4.652700014
746.85,315.512,4.653000115
749.85,315.477,4.653300216
752.85,315.474,4.653499954
755.85,315.45,4.653199853
758.85,315.438,4.653099984
761.85,315.405,4.652899752
764.85,315.407,4.652399914
767.85,315.392,4.651800206
770.85,315.371,4.651399742
773.85,315.338,4.650999773
776.85,315.33,4.650599803
779.85,315.312,4.650099965
782.85,315.299,4.649499763
785.85,315.261,4.649099794
788.85,315.266,4.648699824
791.85,315.247,4.648199986
794.85,315.231,4.647700147
797.85,315.212,4.647300178
800.85,315.194,4.647199814
803.85,315.164,4.647700147
806.85,315.158,4.648299854
809.85,315.13,4.648599955
812.85,315.102,4.648800187
815.85,315.093,4.648800187
818.85,315.086,4.648699824
821.85,315.063,4.648500086
824.85,315.03,4.648199986
827.85,315.013,4.647800016
830.85,314.994,4.647700147
833.85,314.981,4.647599784
836.85,314.955,4.647499915
839.85,314.934,4.647300178
842.85,314.915,4.647599784
845.85,314.888,4.647599784
848.85,314.873,4.647599784
851.85,314.857,4.647700147
854.85,314.843,4.647599784
857.85,314.832,4.647000077
860.85,314.8,4.646399875
863.85,314.791,4.646099774
866.85,314.761,4.645900037
869.85,314.745,4.645599936
872.85,314.726,4.645299835
875.85,314.714,4.645100098
878.85,314.706,4.645199966
881.85,314.657,4.645299835
884.85,314.655,4.645400198
887.85,314.63,4.645199966
890.85,314.618,4.645000229
893.85,314.61,4.644700128
896.85,314.569,4.644499896
899.85,314.56,4.644400027
902.85,314.541,4.644700128
905.85,314.525,4.645000229
908.85,314.515,4.645100098
911.85,314.483,4.644899866
914.85,314.467,4.644599765
917.85,314.456,4.643500219
920.85,314.437,4.642400179
923.85,314.405,4.641599746
926.85,314.4,4.641499877
929.85,314.382,4.641499877
932.85,314.366,4.641499877
935.85,314.352,4.641499877
938.85,314.306,4.641499877
941.85,314.287,4.641599746
