Time (s),Temperature (K),Mass (mg)
0,293.644,4.8355
0.6,293.647,4.8355
1.2,293.641,4.835200199
1.8,293.641,4.83479982
2.4,293.641,4.834200218
3,293.658,4.833700227
3.6,293.649,4.833600132
4.2,293.649,4.836299792
4.8,293.628,4.845700004
5.4,293.66,4.847199976
6,293.662,4.849300033
6.6,293.653,4.849300033
7.2,293.651,4.849199939
7.8,293.649,4.849599834
8.4,293.663,4.85040011
9,293.663,4.851000195
9.6,293.661,4.851500186
10.2,293.655,4.854799931
10.8,293.644,4.855600206
11.4,293.651,4.855000121
12,293.644,4.852099788
12.6,293.649,4.851299996
13.2,293.653,4.850099825
13.8,293.667,4.848900138
14.4,293.648,4.847999768
15,293.648,4.846900175
15.6,293.655,4.845700004
16.2,293.65,4.845099918
16.8,293.678,4.844400221
17.4,293.669,4.843999842
18,293.675,4.843599946
18.6,293.675,4.843800136
19.2,293.678,4.842300164
19.8,293.684,4.842399775
20.4,293.678,4.842800154
21,293.667,4.842800154
21.6,293.683,4.84249987
22.2,293.661,4.842200069
22.8,293.668,4.84249987
23.4,293.676,4.842099974
24,293.677,4.840600002
24.6,293.7,4.841899784
25.2,293.689,4.84340024
25.8,293.691,4.842399775
26.4,293.689,4.841800173
27,293.68,4.841499888
27.6,293.673,4.840600002
28.2,293.697,4.840899803
28.8,293.687,4.841499888
29.4,293.696,4.841800173
30,293.693,4.841700078
30.6,293.716,4.842099974
31.2,293.709,4.842399775
31.8,293.71,4.842599965
32.4,293.718,4.842099974
33,293.722,4.841399794
33.6,293.735,4.840899803
34.2,293.716,4.840800192
34.8,293.725,4.840999898
35.4,293.732,4.841099993
36,293.726,4.840999898
36.6,293.74,4.840800192
37.2,293.742,4.840600002
37.8,293.754,4.840499907
38.4,293.749,4.840499907
39,293.742,4.840399812
39.6,293.753,4.840300201
40.2,293.758,4.840399812
40.8,293.769,4.840499907
41.4,293.769,4.840700097
42,293.78,4.840700097
42.6,293.791,4.840899803
43.2,293.777,4.840899803
43.8,293.795,4.840800192
44.4,293.8,4.840600002
45,293.811,4.840600002
45.6,293.81,4.840499907
46.2,293.816,4.840300201
46.8,293.827,4.840200106
47.4,293.845,4.839999916
48,293.856,4.839899821
48.6,293.864,4.839700115
49.2,293.853,4.83960002
49.8,293.862,4.83960002
50.4,293.87,4.83960002
51,293.885,4.839499926
51.6,293.887,4.839499926
52.2,293.884,4.839499926
52.8,293.912,4.839499926
53.4,293.904,4.839499926
54,293.918,4.839499926
54.6,293.934,4.839499926
55.2,293.938,4.839499926
55.8,293.94,4.839499926
56.4,293.957,4.839499926
57,293.971,4.839499926
57.6,293.98,4.839499926
58.2,293.996,4.839499926
58.8,293.997,4.839499926
59.4,294.019,4.839499926
60,294.011,4.839499926
60.6,294.026,4.839499926
61.2,294.034,4.839399831
61.8,294.039,4.83889984
62.4,294.051,4.838700134
63,294.059,4.838499944
63.6,294.081,4.838300238
64.2,294.087,4.837999954
64.8,294.1,4.837700153
65.4,294.104,4.837399868
66,294.124,4.837399868
66.6,294.147,4.837499963
67.2,294.167,4.837499963
67.8,294.152,4.837399868
68.4,294.186,4.837299773
69,294.195,4.837200162
69.6,294.198,4.837100067
70.2,294.209,4.836899877
70.8,294.232,4.836700171
71.4,294.243,4.836499981
72,294.246,4.83620018
72.6,294.28,4.83620018
73.2,294.276,4.836100086
73.8,294.303,4.835999991
74.4,294.328,4.835899896
75,294.351,4.835899896
75.6,294.356,4.835899896
76.2,294.384,4.835999991
76.8,294.398,4.83620018
77.4,294.407,4.836299792
78,294.421,4.836499981
78.6,294.44,4.836600076
79.2,294.467,4.836499981
79.8,294.474,4.836499981
80.4,294.505,4.836499981
81,294.531,4.836299792
81.6,294.539,4.83620018
82.2,294.565,4.835999991
82.8,294.577,4.835899896
83.4,294.608,4.835899896
84,294.604,4.835799801
84.6,294.636,4.835799801
85.2,294.647,4.835600095
85.8,294.665,4.835399905
86.4,294.687,4.83529981
87,294.71,4.834700208
87.6,294.729,4.834399924
88.2,294.746,4.834100123
88.8,294.772,4.833899933
89.4,294.792,4.833700227
89.85,294.81,4.833700227
92.85,294.932,4.832799857
95.85,295.039,4.831000084
98.85,295.176,4.829799913
101.85,295.304,4.828799931
104.85,295.454,4.827299959
107.85,295.609,4.826000177
110.85,295.752,4.82440011
113.85,295.922,4.822599853
116.85,296.097,4.820999786
119.85,296.274,4.819400203
122.85,296.431,4.817800136
125.85,296.62,4.815399794
128.85,296.813,4.813499926
131.85,297.011,4.812399849
134.85,297.187,4.810600076
137.85,297.373,4.809399905
140.85,297.584,4.807600132
143.85,297.789,4.80589997
146.85,298.001,4.803199827
149.85,298.218,4.80179995
152.85,298.426,4.800000177
155.85,298.65,4.798599816
158.85,298.856,4.797400128
161.85,299.068,4.795999768
164.85,299.286,4.794699985
167.85,299.531,4.793800099
170.85,299.738,4.792900212
173.85,299.975,4.791900231
176.85,300.198,4.79070006
179.85,300.421,4.789200088
182.85,300.66,4.78689984
185.85,300.89,4.784200181
188.85,301.112,4.783100104
191.85,301.35,4.781500037
194.85,301.58,4.77919979
197.85,301.81,4.777299922
200.85,302.026,4.77559976
203.85,302.256,4.773599797
