Time(s),Temperature (K),Mass (mg)
6204.9498,1030.00199,0.127400112
6205.2498,1030.05698,0.1272
6205.5498,1030.10898,0.1272
6205.8498,1030.15299,0.127099943
6206.1498,1030.202,0.126999887
6206.4498,1030.25101,0.126899831
6206.7498,1030.29301,0.126799775
6207.0498,1030.35697,0.126700226
6207.3498,1030.40598,0.12660017
6207.6498,1030.45902,0.126500114
6207.9498,1030.50797,0.126400057
6208.2498,1030.559,0.126300001
6208.5498,1030.60398,0.126199945
6208.8498,1030.655,0.126099888
6209.1498,1030.70701,0.125999832
6209.4498,1030.75199,0.125899776
6209.7498,1030.809,0.125800227
6210.0498,1030.85502,0.125700171
6210.3498,1030.91202,0.125600115
6210.6498,1030.95798,0.125500058
6210.9498,1031.01401,0.125299946
6211.2498,1031.059,0.12519989
6211.5498,1031.11301,0.125099833
6211.8498,1031.15897,0.124999777
6212.1498,1031.21201,0.124800172
6212.4498,1031.25797,0.124700116
6212.7498,1031.31602,0.12460006
6213.0498,1031.37198,0.124500003
6213.3498,1031.41202,0.124299891
6213.6498,1031.46403,0.124199834
6213.9498,1031.50999,0.124099778
6214.2498,1031.56101,0.12400023
6214.5498,1031.61301,0.123800117
6214.8498,1031.65897,0.123600005
6215.1498,1031.70603,0.123499948
6215.4498,1031.75999,0.123299836
6215.7498,1031.809,0.123199779
6216.0498,1031.84897,0.123100231
6216.3498,1031.91202,0.123000175
6216.6498,1031.95798,0.122800062
6216.9498,1032.012,0.122700006
6217.2498,1032.059,0.122599949
6217.5498,1032.10898,0.122499893
6217.8498,1032.15098,0.122299781
6218.1498,1032.215,0.122200232
6218.4498,1032.26798,0.122100176
6218.7498,1032.314,0.12200012
6219.0498,1032.36198,0.121900063
6219.3498,1032.41001,0.121699951
6219.6498,1032.46,0.121599894
6219.9498,1032.51298,0.121499838
6220.2498,1032.564,0.121399782
6220.5498,1032.61802,0.121300233
6220.8498,1032.66001,0.121300233
6221.1498,1032.72001,0.121200177
6221.4498,1032.76603,0.121100121
6221.7498,1032.81602,0.121000064
6222.0498,1032.861,0.120900008
6222.3498,1032.91599,0.120799952
6222.6498,1032.97001,0.120699896
6222.9498,1033.017,0.120599839
6223.2498,1033.06498,0.120499783
6223.5498,1033.11198,0.120400235
6223.8498,1033.16501,0.120400235
6224.1498,1033.21897,0.120300178
6224.4498,1033.262,0.120200122
6224.7498,1033.314,0.120100066
6225.0498,1033.36698,0.120000009
6225.3498,1033.413,0.119899953
6225.6498,1033.46702,0.119899953
6225.9498,1033.517,0.119799897
6226.2498,1033.564,0.11969984
6226.5498,1033.61301,0.119599784
6226.8498,1033.663,0.119500236
6227.1498,1033.72001,0.119400179
6227.4498,1033.76102,0.119300123
6227.7498,1033.81699,0.119200067
6228.0498,1033.87198,0.119100011
6228.3498,1033.91801,0.118999954
6228.6498,1033.97397,0.118899898
6228.9498,1034.02201,0.118799842
6229.2498,1034.06901,0.118699785
6229.5498,1034.12601,0.118600237
6229.8498,1034.17802,0.118500181
6230.1498,1034.21598,0.118400124
6230.4498,1034.262,0.118300068
6230.7498,1034.32798,0.118300068
6231.0498,1034.36698,0.118200012
6231.3498,1034.41801,0.118099955
6231.6498,1034.46702,0.117999899
6231.9498,1034.51798,0.117899843
6232.2498,1034.56602,0.117899843
6232.5498,1034.61301,0.117799787
6232.8498,1034.66599,0.117700238
6233.1498,1034.71403,0.117600182
6233.4498,1034.77,0.117500126
6233.7498,1034.822,0.117500126
6234.0498,1034.86399,0.117300013
6234.3498,1034.91599,0.117300013
6234.6498,1034.96702,0.117199957
6234.9498,1035.02598,0.1170999
6235.2498,1035.06199,0.1170999
6235.5498,1035.11802,0.116999844
6235.8498,1035.16001,0.116899788
6236.1498,1035.21702,0.116800239
6236.4498,1035.26499,0.116700183
6236.7498,1035.31302,0.116600127
6237.0498,1035.36698,0.11650007
6237.3498,1035.40598,0.116400014
6237.6498,1035.47202,0.116299958
6237.9498,1035.50699,0.116299958
6238.2498,1035.56302,0.116199902
6238.5498,1035.61802,0.116099845
6238.8498,1035.67399,0.115999789
6239.1498,1035.70902,0.115999789
6239.4498,1035.77598,0.115900241
6239.7498,1035.81901,0.115900241
6240.0498,1035.87101,0.115900241
6240.3498,1035.92197,0.115999789
6240.6498,1035.96403,0.115999789
6240.9498,1036.01902,0.115999789
6241.2498,1036.072,0.115999789
6241.5498,1036.12302,0.115999789
6241.8498,1036.171,0.116099845
6242.1498,1036.22397,0.115999789
6242.4498,1036.27299,0.115999789
6242.7498,1036.32401,0.115900241
6243.0498,1036.36503,0.115900241
6243.3498,1036.41398,0.115900241
6243.6498,1036.47098,0.115900241
6243.9498,1036.52097,0.115800184
6244.2498,1036.57798,0.115700128
6244.5498,1036.62601,0.115500015
6244.8498,1036.66501,0.115500015
6245.1498,1036.72098,0.115399959
6245.4498,1036.77799,0.115199846
6245.7498,1036.81998,0.115199846
6246.0498,1036.86301,0.11509979
6246.3498,1036.92197,0.115000242
6246.6498,1036.973,0.114800129
6246.9498,1037.02201,0.114800129
6247.2498,1037.07297,0.114700073
6247.5498,1037.12302,0.11449996
6247.8498,1037.17197,0.114399904
6248.1498,1037.22098,0.114399904
6248.4498,1037.26902,0.114299848
6248.7498,1037.32297,0.114299848
6249.0498,1037.37302,0.114199791
6249.3498,1037.42899,0.114299848
6249.6498,1037.478,0.114299848
6249.9498,1037.52701,0.114299848
6250.2498,1037.56998,0.114299848
6250.5498,1037.62601,0.114199791
6250.8498,1037.684,0.114199791
6251.1498,1037.72001,0.114100243
6251.4498,1037.775,0.114000187
6251.7498,1037.82499,0.114000187
6252.0498,1037.86997,0.11390013
6252.3498,1037.92899,0.113800074
6252.6498,1037.97898,0.113700018
6252.9498,1038.03397,0.113599961
6253.2498,1038.07102,0.113599961
6253.5498,1038.13499,0.113499905
6253.8498,1038.176,0.113399849
6254.1498,1038.22703,0.113299793
6254.4498,1038.27701,0.113200244
6254.7498,1038.33103,0.113000132
6255.0498,1038.37699,0.112900075
6255.3498,1038.41801,0.112800019
6255.6498,1038.47898,0.112699963
6255.9498,1038.52598,0.11249985
6256.2498,1038.58298,0.112399794
6256.5498,1038.62998,0.112100133
6256.8498,1038.68101,0.111799964
6257.1498,1038.72898,0.111599851
6257.4498,1038.77299,0.111400247
6257.7498,1038.83298,0.111200134
6258.0498,1038.88499,0.111000021
6258.3498,1038.92698,0.110799909
6258.6498,1038.97599,0.110699852
6258.9498,1039.03397,0.110500248
6259.2498,1039.08402,0.110400191
6259.5498,1039.12699,0.110300135
6259.8498,1039.18003,0.110100023
6260.1498,1039.228,0.109999966
6260.4498,1039.288,0.10989991
6260.7498,1039.33298,0.109699797
6261.0498,1039.387,0.109600249
6261.3498,1039.434,0.109500193
6261.6498,1039.48002,0.109500193
6261.9498,1039.53501,0.109400136
6262.2498,1039.58402,0.109200024
6262.5498,1039.63798,0.109099967
6262.8498,1039.68601,0.108999911
6263.1498,1039.73502,0.108899855
6263.4498,1039.78898,0.108899855
6263.7498,1039.835,0.108799799
6264.0498,1039.874,0.108600194
6264.3498,1039.92899,0.108500138
6264.6498,1039.98002,0.108400081
6264.9498,1040.03501,0.108400081
6265.2498,1040.09098,0.108300025
6265.5498,1040.137,0.108099912
6265.8498,1040.18101,0.107999856
6266.1498,1040.23197,0.107799743
6266.4498,1040.28702,0.107799743
6266.7498,1040.32798,0.107600139
6267.0498,1040.38297,0.107500082
6267.3498,1040.439,0.107400026
6267.6498,1040.48398,0.107199914
6267.9498,1040.53599,0.107199914
6268.2498,1040.58402,0.106999801
6268.5498,1040.63199,0.106899745
6268.8498,1040.67802,0.106800196
6269.1498,1040.736,0.10670014
6269.4498,1040.78898,0.10670014
6269.7498,1040.83298,0.106600084
6270.0498,1040.88999,0.106500027
6270.3498,1040.94199,0.106299915
6270.6498,1040.99003,0.106299915
6270.9498,1041.03898,0.106199858
6271.2498,1041.09299,0.106099802
6271.5498,1041.14298,0.105999746
6271.8498,1041.189,0.105900197
6272.1498,1041.24302,0.105900197
6272.4498,1041.288,0.105800141
6272.7498,1041.335,0.105600029
6273.0498,1041.39701,0.105499972
6273.3498,1041.44303,0.105399916
6273.6498,1041.49601,0.105399916
6273.9498,1041.53599,0.10529986
6274.2498,1041.59299,0.105199803
6274.5498,1041.63901,0.105099747
6274.8498,1041.68198,0.104900142
6275.1498,1041.73899,0.104800086
6275.4498,1041.78397,0.104800086
6275.7498,1041.83799,0.104599973
6276.0498,1041.892,0.104399861
6276.3498,1041.94498,0.104199748
6276.6498,1041.99497,0.1041002
6276.9498,1042.04502,0.103900087
6277.2498,1042.09397,0.103699975
6277.5498,1042.13401,0.103599918
6277.8498,1042.18699,0.103499862
6278.1498,1042.24198,0.103399806
6278.4498,1042.29203,0.103299749
6278.7498,1042.33903,0.103299749
6279.0498,1042.39103,0.103200201
6279.3498,1042.43699,0.103000088
6279.6498,1042.486,0.102799976
6279.9498,1042.54697,0.10269992
6280.2498,1042.59299,0.102499807
6280.5498,1042.637,0.102300202
6280.8498,1042.69102,0.102200146
6281.1498,1042.73801,0.102000033
6281.4498,1042.796,0.101899977
6281.7498,1042.84299,0.101699864
6282.0498,1042.89103,0.101499752
6282.3498,1042.94199,0.101400203
6282.6498,1042.99302,0.101200091
6282.9498,1043.046,0.101100035
6283.2498,1043.08903,0.100999978
6283.5498,1043.13798,0.100899922
6283.8498,1043.19199,0.100799866
6284.1498,1043.24601,0.100799866
6284.4498,1043.28898,0.100699809
6284.7498,1043.34501,0.100699809
6285.0498,1043.39402,0.100599753
6285.3498,1043.44602,0.100599753
6285.6498,1043.49698,0.100599753
6285.9498,1043.55002,0.100599753
6286.2498,1043.59702,0.100599753
6286.5498,1043.64298,0.100500205
6286.8498,1043.69498,0.100500205
6287.1498,1043.75199,0.100400148
6287.4498,1043.79899,0.100400148
6287.7498,1043.84202,0.100300092
6288.0498,1043.89402,0.100300092
6288.3498,1043.94797,0.100200036
6288.6498,1043.99601,0.100200036
6288.9498,1044.051,0.100200036
6289.2498,1044.10203,0.100099979
6289.5498,1044.14402,0.099999923
6289.8498,1044.20103,0.099899867
6290.1498,1044.24302,0.099899867
6290.4498,1044.296,0.099799811
6290.7498,1044.34501,0.099600206
6291.0498,1044.39402,0.099300037
6291.3498,1044.447,0.099199981
6291.6498,1044.49198,0.098999868
6291.9498,1044.55198,0.098899812
6292.2498,1044.59598,0.098700207
6292.5498,1044.66099,0.098600151
6292.8498,1044.70298,0.098400038
6293.1498,1044.75901,0.098199926
6293.4498,1044.801,0.098099869
6293.7498,1044.84897,0.097899757
6294.0498,1044.90299,0.097899757
6294.3498,1044.95103,0.097700152
6294.6498,1045.00699,0.097600096
6294.9498,1045.05399,0.097500039
6295.2498,1045.10697,0.097299927
6295.5498,1045.15201,0.09719987
6295.8498,1045.21097,0.09719987
6296.1498,1045.25303,0.097099814
6296.4498,1045.30802,0.096999758
6296.7498,1045.34397,0.096999758
6297.0498,1045.40299,0.096800153
6297.3498,1045.45402,0.096700097
6297.6498,1045.50699,0.096600041
6297.9498,1045.55302,0.096499984
6298.2498,1045.60398,0.096399928
6298.5498,1045.65299,0.096299872
6298.8498,1045.71299,0.096199815
6299.1498,1045.754,0.096099759
6299.4498,1045.80802,0.096099759
6299.7498,1045.853,0.095900154
6300.0498,1045.905,0.095800098
6300.3498,1045.96201,0.095700042
6300.6498,1046.00699,0.095599985
6300.9498,1046.05997,0.095499929
6301.2498,1046.10697,0.095399873
6301.5498,1046.15897,0.095299817
6301.8498,1046.21097,0.095299817
6302.1498,1046.25303,0.095299817
6302.4498,1046.30997,0.095299817
6302.7498,1046.361,0.09519976
6303.0498,1046.40598,0.09519976
6303.3498,1046.45902,0.095100212
6303.6498,1046.51499,0.095100212
6303.9498,1046.56302,0.095000156
6304.2498,1046.61301,0.094900099
6304.5498,1046.65897,0.094900099
6304.8498,1046.715,0.094900099
6305.1498,1046.77,0.094800043
6305.4498,1046.81699,0.094699987
6305.7498,1046.85898,0.094499874
6306.0498,1046.90897,0.094299761
6306.3498,1046.95798,0.094100157
6306.6498,1047.01499,0.0940001
6306.9498,1047.05802,0.093900044
6307.2498,1047.10599,0.093799988
6307.5498,1047.16398,0.093699932
6307.8498,1047.20902,0.093599875
6308.1498,1047.26401,0.093499819
6308.4498,1047.30997,0.093399763
6308.7498,1047.35398,0.093200158
6309.0498,1047.40598,0.093100102
6309.3498,1047.45798,0.093000045
6309.6498,1047.50602,0.092899989
6309.9498,1047.56302,0.092899989
6310.2498,1047.61301,0.092699876
6310.5498,1047.65897,0.09259982
6310.8498,1047.71097,0.092400215
6311.1498,1047.75498,0.092300159
6311.4498,1047.80802,0.092200103
6311.7498,1047.85502,0.09199999
6312.0498,1047.91398,0.091899934
6312.3498,1047.96702,0.091699821
6312.6498,1048.00602,0.091699821
6312.9498,1048.05698,0.091599765
6313.2498,1048.11198,0.091500217
6313.5498,1048.16703,0.09140016
6313.8498,1048.21299,0.091200048
6314.1498,1048.26798,0.091099991
6314.4498,1048.31602,0.090999935
6314.7498,1048.35697,0.090899879
6315.0498,1048.41599,0.090799823
6315.3498,1048.46299,0.090699766
6315.6498,1048.512,0.090600218
6315.9498,1048.56602,0.090500162
6316.2498,1048.616,0.090400105
6316.5498,1048.67002,0.090300049
6316.8498,1048.71799,0.090300049
6317.1498,1048.76499,0.090199993
6317.4498,1048.81901,0.090099936
6317.7498,1048.86802,0.08999988
6318.0498,1048.921,0.089899824
6318.3498,1048.96799,0.089799767
6318.6498,1049.02299,0.089799767
6318.9498,1049.06498,0.089700219
6319.2498,1049.11899,0.089600163
6319.5498,1049.15897,0.089600163
6319.8498,1049.215,0.089500106
6320.1498,1049.27201,0.089500106
6320.4498,1049.31699,0.089500106
6320.7498,1049.36997,0.08940005
6321.0498,1049.408,0.08940005
6321.3498,1049.46702,0.089299994
6321.6498,1049.51298,0.089199938
6321.9498,1049.56101,0.089199938
6322.2498,1049.62101,0.089099881
6322.5498,1049.66501,0.088999825
6322.8498,1049.71702,0.088999825
6323.1498,1049.76102,0.088899769
6323.4498,1049.81602,0.088899769
6323.7498,1049.874,0.08880022
6324.0498,1049.91898,0.08880022
6324.3498,1049.965,0.088700164
6324.6498,1050.01603,0.088600108
6324.9498,1050.064,0.088500051
6325.2498,1050.11399,0.088500051
6325.5498,1050.16703,0.088399995
6325.8498,1050.21799,0.088299939
6326.1498,1050.27,0.088199882
6326.4498,1050.31699,0.088099826
6326.7498,1050.37198,0.088099826
6327.0498,1050.42002,0.088099826
6327.3498,1050.46702,0.088099826
6327.6498,1050.512,0.088099826
6327.9498,1050.56699,0.08799977
6328.2498,1050.61198,0.08799977
6328.5498,1050.66001,0.08799977
6328.8498,1050.71299,0.08799977
6329.1498,1050.77201,0.087900221
6329.4498,1050.82102,0.087900221
6329.7498,1050.874,0.087800165
6330.0498,1050.91703,0.087800165
6330.3498,1050.97397,0.087800165
6330.6498,1051.01798,0.087800165
6330.9498,1051.06498,0.087700109
6331.2498,1051.11698,0.087600053
6331.5498,1051.171,0.087600053
6331.8498,1051.21702,0.087600053
6332.1498,1051.26603,0.087600053
6332.4498,1051.31302,0.087499996
6332.7498,1051.36698,0.08739994
6333.0498,1051.40897,0.08739994
6333.3498,1051.47202,0.08739994
6333.6498,1051.51902,0.08739994
6333.9498,1051.56302,0.08739994
6334.2498,1051.624,0.08739994
6334.5498,1051.66801,0.08739994
6334.8498,1051.71403,0.087299884
6335.1498,1051.76603,0.087299884
6335.4498,1051.81699,0.08739994
6335.7498,1051.87101,0.087299884
6336.0498,1051.921,0.087299884
6336.3498,1051.97098,0.087299884
6336.6498,1052.01798,0.087199827
6336.9498,1052.07297,0.087299884
6337.2498,1052.12601,0.087299884
6337.5498,1052.17197,0.087199827
6337.8498,1052.22703,0.087199827
6338.1498,1052.27903,0.087099771
6338.4498,1052.32603,0.087099771
6338.7498,1052.37101,0.087099771
6339.0498,1052.43003,0.087099771
6339.3498,1052.473,0.087099771
6339.6498,1052.53098,0.087000223
6339.9498,1052.57401,0.087000223
6340.2498,1052.62101,0.087000223
6340.5498,1052.67301,0.087000223
6340.8498,1052.72397,0.086900166
6341.1498,1052.77201,0.086900166
6341.4498,1052.83201,0.086900166
6341.7498,1052.88199,0.08680011
6342.0498,1052.93497,0.086900166
6342.3498,1052.97703,0.086900166
6342.6498,1053.03098,0.086900166
6342.9498,1053.08201,0.086900166
6343.2498,1053.13401,0.08680011
6343.5498,1053.17197,0.086900166
6343.8498,1053.22898,0.086900166
6344.1498,1053.27903,0.086900166
6344.4498,1053.32499,0.086900166
6344.7498,1053.374,0.086900166
6345.0498,1053.41801,0.086900166
6345.3498,1053.473,0.087000223
6345.6498,1053.51902,0.087000223
6345.9498,1053.57102,0.087000223
6346.2498,1053.624,0.087000223
6346.5498,1053.676,0.087000223
6346.8498,1053.728,0.086900166
6347.1498,1053.76902,0.086900166
6347.4498,1053.82102,0.086900166
6347.7498,1053.87699,0.08680011
6348.0498,1053.92301,0.086700054
6348.3498,1053.97703,0.086700054
6348.6498,1054.02,0.086700054
6348.9498,1054.077,0.086599997
6349.2498,1054.12699,0.086599997
6349.5498,1054.176,0.086499941
6349.8498,1054.22501,0.086499941
6350.1498,1054.27,0.086399885
6350.4498,1054.33103,0.086399885
6350.7498,1054.37198,0.086399885
6351.0498,1054.43302,0.086299829
6351.3498,1054.478,0.086299829
6351.6498,1054.52299,0.086199772
6351.9498,1054.56998,0.086299829
6352.2498,1054.61997,0.086199772
6352.5498,1054.67698,0.086199772
6352.8498,1054.723,0.086100224
6353.1498,1054.77701,0.086100224
6353.4498,1054.82102,0.086000168
6353.7498,1054.86997,0.086000168
6354.0498,1054.93497,0.086000168
6354.3498,1054.98502,0.086000168
6354.6498,1055.03202,0.085900111
6354.9498,1055.07902,0.085900111
6355.2498,1055.12498,0.085800055
6355.5498,1055.17197,0.085800055
6355.8498,1055.22599,0.085699999
6356.1498,1055.27402,0.085699999
6356.4498,1055.327,0.085699999
6356.7498,1055.38297,0.085599942
6357.0498,1055.42899,0.085599942
6357.3498,1055.48197,0.085499886
6357.6498,1055.52799,0.085499886
6357.9498,1055.57603,0.08539983
6358.2498,1055.62498,0.08539983
6358.5498,1055.68101,0.085299773
6358.8498,1055.728,0.085299773
6359.1498,1055.77402,0.085200225
6359.4498,1055.827,0.085200225
6359.7498,1055.87803,0.085200225
6360.0498,1055.93003,0.085100169
6360.3498,1055.98197,0.085100169
6360.6498,1056.02,0.085100169
6360.9498,1056.07297,0.085100169
6361.2498,1056.12699,0.085100169
6361.5498,1056.18497,0.085000112
6361.8498,1056.23398,0.085000112
6362.1498,1056.28501,0.085000112
6362.4498,1056.34,0.085000112
6362.7498,1056.38499,0.085000112
6363.0498,1056.43601,0.085000112
6363.3498,1056.49003,0.085000112
6363.6498,1056.52097,0.085000112
6363.9498,1056.57798,0.085000112
6364.2498,1056.63297,0.085000112
6364.5498,1056.68302,0.085000112
6364.8498,1056.72397,0.085000112
6365.1498,1056.77598,0.085000112
6365.4498,1056.82999,0.085000112
6365.7498,1056.87699,0.085000112
6366.0498,1056.939,0.085000112
6366.3498,1056.97501,0.085000112
6366.6498,1057.02598,0.085000112
6366.9498,1057.07603,0.085000112
6367.2498,1057.124,0.085000112
6367.5498,1057.17197,0.085000112
6367.8498,1057.22599,0.085000112
6368.1498,1057.27299,0.085000112
6368.4498,1057.32499,0.085000112
6368.7498,1057.37601,0.085000112
6369.0498,1057.42899,0.084900056
6369.3498,1057.47599,0.084900056
6369.6498,1057.53202,0.084900056
6369.9498,1057.57102,0.084900056
6370.2498,1057.629,0.084900056
6370.5498,1057.67899,0.0848
