Time,Mass,HRR,Back Surface Temperature
[s],[g],[kW/m2],[K]
0,72.96,0.536131797,295.148
1,72.981748,0.012483826,295.127
2,72.99791,-0.100748483,295.109
3,73.048741,-0.101130766,295.122
4,73.057752,-0.129630834,295.123
5,73.042537,-0.202647233,295.12
6,73.066849,-0.240488105,295.022
7,73.087844,-0.247570789,295.006
8,73.084487,0.219895106,295.027
9,73.096664,0.511024911,295.091
10,73.092568,0.998156379,295.046
11,73.058224,1.900836975,295.005
12,73.054738,2.302787668,295.099
13,73.080165,2.457354417,295.166
14,73.091,2.696614044,295.176
15,73.085085,2.740635492,295.158
16,73.096385,3.377807049,295.178
17,73.127041,3.020612198,295.188
18,73.138729,2.598934605,295.184
19,73.128441,2.522411106,295.221
20,73.125843,2.448546165,295.261
21,73.12695,2.420746907,295.274
22,73.123217,2.42068153,295.291
23,73.103692,2.380481219,295.424
24,73.116456,1.829119126,295.428
25,73.146094,1.525864876,295.499
26,73.155142,1.611055697,295.653
27,73.159228,1.79394752,295.715
28,73.171863,1.878624937,295.772
29,73.169429,2.266108901,295.921
30,73.153306,2.265784875,295.986
31,73.161012,2.143374814,296.108
32,73.200204,1.525869951,296.264
33,73.234752,0.942431116,296.558
34,73.251748,0.813433826,296.693
35,73.244533,0.760109053,296.923
36,73.224701,0.735569504,297.25
37,73.230284,0.824384135,297.364
38,73.262289,0.871657212,297.514
39,73.278586,0.93373329,297.929
40,73.240313,1.121848883,298.115
41,73.179851,1.211060483,298.428
42,73.153568,1.190407684,298.934
43,73.138415,1.540828532,299.123
44,73.132282,1.820415305,299.442
45,73.136238,1.777401616,299.951
46,73.146308,1.702060352,300.131
47,73.128056,1.672092717,300.532
48,73.161288,1.655161917,301.154
49,73.181376,1.700769843,301.824
50,73.180931,1.744519921,302.114
51,73.202113,1.358410402,302.537
52,73.202841,1.648858731,303.187
53,73.18982,2.113247525,303.422
54,73.186894,2.137655153,304.063
55,73.200653,2.12682952,304.894
56,73.212727,2.081653586,305.475
57,73.220288,2.05424684,305.962
58,73.227301,1.952824614,306.458
59,73.221068,1.719820546,306.825
60,73.207205,1.596162,307.406
61,73.191347,1.69954509,308.331
62,73.162383,1.743220424,308.68
63,73.154037,1.722086444,309.249
64,73.171519,1.157128999,310.178
65,73.1762,0.909389183,310.525
66,73.182203,0.972380717,311.102
67,73.188469,0.943248099,312.111
68,73.194819,0.993590688,313.214
69,73.193228,1.04223771,313.687
70,73.176238,1.152781167,314.27
71,73.17572,1.118737228,315.321
72,73.1844,1.43250325,315.721
73,73.202757,1.711208852,316.438
74,73.237265,1.711809976,317.583
75,73.257149,1.655760782,318.006
76,73.24357,1.623092525,318.723
77,73.217121,1.559429298,319.932
78,73.214621,1.577386932,320.397
79,73.238629,1.628176239,321.172
80,73.227483,1.055136547,322.437
81,73.168739,0.763263091,322.893
82,73.128393,0.780005389,323.674
83,73.105259,0.876396371,324.948
84,73.121247,0.989475586,326.298
85,73.147673,1.028185782,326.802
86,73.155544,1.116421492,327.642
87,73.149539,1.172237652,329.017
88,73.139482,1.14557731,329.594
89,73.121547,1.106038752,330.514
90,73.099849,0.97444488,331.968
91,73.092,0.855742283,332.513
92,73.10081,0.835110106,333.463
93,73.107894,0.582597039,334.94
94,73.103306,-0.13191195,335.477
95,73.1,-0.462419928,336.445
96,73.096962,-0.939851683,337.93
97,73.064701,2.10775046,338.529
98,73.036552,4.086775881,339.452
99,73.040056,14.13902957,340.953
100,73.049175,33.8176617,342.463
101,73.04032,43.47774964,343.02
102,73.045333,56.29095897,344
103,73.058944,81.06591294,345.516
104,73.033236,113.6867519,346.065
105,72.966904,126.56694,346.977
106,72.904772,145.7080436,348.486
107,72.86493,177.0886621,349.051
108,72.808714,191.3686443,349.996
109,72.72422,208.9435644,351.513
110,72.626954,235.7923773,352.063
111,72.524417,242.4504144,352.985
112,72.424865,251.4449027,354.41
113,72.309414,270.1091489,354.934
114,72.174976,277.0983366,355.841
115,72.059954,291.4758668,357.187
116,71.938264,308.2633145,358.546
117,71.807477,310.7032116,359.144
118,71.675983,310.0848145,360.038
119,71.549449,326.4620755,361.546
120,71.421202,348.5695414,362.101
121,71.281387,362.299548,363.02
122,71.13845,365.690997,364.396
123,70.979147,370.3149958,364.885
124,70.844234,369.3775201,365.724
125,70.703807,364.5746553,367.01
126,70.539357,370.7776417,367.529
127,70.379675,379.1522668,368.235
128,70.208148,392.4184319,369.538
129,70.048319,402.483582,370.058
130,69.90676,404.3643,370.902
131,69.76124,404.3770701,372.203
132,69.606623,403.0925863,373.422
133,69.453345,396.1610011,373.933
134,69.311193,391.0510618,374.635
135,69.155255,399.8515035,375.849
136,68.9858,407.5498965,376.4
137,68.818205,392.0140592,377.112
138,68.674616,393.8935625,378.368
139,68.521021,406.0180766,378.901
140,68.348541,403.2425558,379.613
141,68.186366,404.1062618,380.856
142,68.039825,408.8504868,381.313
143,67.890598,406.8970652,382.038
144,67.734553,399.1008982,383.142
145,67.554806,399.271202,383.542
146,67.358534,403.148248,384.076
147,67.183179,408.8436574,384.972
148,67.02404,414.8180883,385.858
149,66.864852,428.0247754,386.188
150,66.70371,426.3904156,386.566
151,66.53858,424.7544574,387.139
152,66.363864,429.1122877,387.386
153,66.189004,423.2523689,387.668
154,66.026357,422.1913176,388.04
155,65.852054,424.3449775,388.171
156,65.692477,429.959563,388.295
157,65.546204,427.2675464,388.552
158,65.378637,422.9236707,388.679
159,65.196581,418.9884353,388.834
160,65.016151,421.5148031,389.109
161,64.851902,427.301585,389.228
162,64.668781,428.9695729,389.409
163,64.478841,434.2113491,389.738
164,64.290885,439.6250419,390.124
165,64.105034,436.7002288,390.314
166,63.941106,437.5665781,390.544
167,63.768991,435.5655591,391.047
168,63.594237,432.8260221,391.293
169,63.430449,430.5376512,391.596
170,63.234663,432.3322019,392.178
171,63.036089,436.4941182,392.444
172,62.876384,431.831399,392.861
173,62.715288,433.265019,393.549
174,62.536114,437.365649,393.83
175,62.357349,441.7493286,394.276
176,62.16655,444.7063181,395.039
177,61.969988,444.6001749,395.369
178,61.814356,439.1181814,395.851
179,61.660139,440.2650959,396.672
180,61.479641,444.4564188,397.439
181,61.289073,437.5159118,397.774
182,61.110856,431.8845998,398.266
183,60.93873,431.9306222,399.157
184,60.76954,432.7893223,399.545
185,60.588309,436.3473221,400.05
186,60.418089,439.4285126,400.943
187,60.241627,441.2501962,401.323
188,60.063411,445.3614384,401.855
189,59.88953,442.2744075,402.786
190,59.706021,438.2272194,403.185
191,59.520897,440.2358835,403.721
192,59.337563,440.442764,404.606
193,59.145757,440.7130077,404.964
194,58.968891,443.7780001,405.496
195,58.803033,449.038117,406.433
196,58.62932,452.7749262,407.361
197,58.444443,454.5788739,407.763
198,58.242888,445.7184124,408.287
199,58.044352,437.4178151,409.133
200,57.85235,436.3588504,409.472
201,57.665002,456.9776168,410.125
202,57.498966,458.2726495,411.143
203,57.330153,454.0037543,411.486
204,57.149278,454.4915821,412.04
205,56.960379,446.4292122,413.012
206,56.785109,442.2304422,413.425
207,56.592834,449.2450316,413.958
208,56.404623,455.0802887,414.9
209,56.210066,455.9834833,415.308
210,56.017037,454.3262721,415.877
211,55.834962,458.7363567,416.869
212,55.653832,463.891563,417.855
213,55.473495,466.1394686,418.278
214,55.276009,469.9753763,418.824
215,55.077367,476.0401833,419.812
216,54.8843,478.93109,420.24
217,54.685046,480.3302385,420.788
218,54.479928,484.8932761,421.772
219,54.28111,488.7192606,422.202
220,54.101108,482.1310865,422.759
221,53.928006,471.1978945,423.703
222,53.74134,467.4299962,424.084
223,53.546678,463.6627607,424.654
224,53.349088,459.3709345,425.642
225,53.162243,457.1276128,426.075
226,52.961112,451.6602412,426.623
227,52.770718,463.0155684,427.583
228,52.594541,473.7904752,427.994
229,52.399189,460.1611679,428.587
230,52.185485,449.0712856,429.6
231,51.972061,451.429896,430.581
232,51.778077,462.1835468,430.992
233,51.617126,482.6784269,431.53
234,51.431334,494.4902681,432.531
235,51.233357,497.1769562,432.983
236,51.032365,495.4016432,433.419
237,50.834192,488.4151622,434.436
238,50.637899,486.5448473,434.903
239,50.433293,481.0454415,435.488
240,50.250667,489.3748619,436.477
241,50.057106,499.803741,436.889
242,49.863462,494.8085283,437.478
243,49.669823,500.6850513,438.432
244,49.452426,507.862023,438.836
245,49.215694,498.4505897,439.396
246,49.012013,473.2242345,440.428
247,48.845603,460.0327594,441.387
248,48.664976,468.5708213,441.783
249,48.472972,477.5561831,442.321
250,48.274074,477.1700418,443.322
251,48.07852,475.8915444,443.754
252,47.886276,479.1533552,444.294
253,47.67499,494.2701553,445.265
254,47.457302,510.9869762,445.677
255,47.263128,503.9492365,446.221
256,47.073849,503.5357711,447.218
257,46.87477,511.6795337,447.662
258,46.680251,509.5972726,448.228
259,46.483139,512.4308437,449.215
260,46.268192,515.9105264,449.644
261,46.041597,508.536833,450.177
262,45.827406,514.0331728,451.159
263,45.627836,526.4764408,452.184
264,45.411942,517.3717831,452.636
265,45.204586,515.6913058,453.168
266,45.014122,519.2096773,454.147
267,44.808265,517.6205293,454.6
268,44.579604,512.4465095,455.192
269,44.349859,499.5077621,456.251
270,44.142858,494.3154531,456.645
271,43.93111,499.0584009,457.19
272,43.740477,512.4258455,458.168
273,43.555457,519.3206853,458.624
274,43.348321,517.6822235,459.211
275,43.140432,515.4779187,460.288
276,42.93068,514.7874088,460.74
277,42.725336,529.2209952,461.301
278,42.51766,531.5459929,462.321
279,42.309655,528.6878626,463.328
280,42.100259,523.8684463,463.788
281,41.897984,523.05843,464.392
282,41.673062,528.5344936,465.36
283,41.434719,531.0480915,465.806
284,41.208574,524.0023136,466.369
285,40.972716,524.2711479,467.408
286,40.749892,532.7774812,467.879
287,40.543183,539.7059485,468.449
288,40.328483,539.936325,469.48
289,40.122301,541.2945665,469.923
290,39.896865,537.038918,470.493
291,39.655694,551.230621,471.568
292,39.413658,570.51791,472.067
293,39.164818,571.8388662,472.56
294,38.936563,556.3283857,473.617
295,38.73513,543.7868387,474.765
296,38.524778,561.4982277,475.269
297,38.289782,575.7838004,475.847
298,38.059271,581.0128452,476.904
299,37.844039,584.0043094,477.361
300,37.631475,576.7345271,477.967
301,37.38954,559.183179,479.069
302,37.133077,550.3229048,479.571
303,36.910345,570.8825364,480.104
304,36.711222,561.4616435,481.209
305,36.495707,539.6728445,481.757
306,36.252122,558.1125486,482.366
307,36.003325,561.3457093,483.483
308,35.745483,555.1786421,483.985
309,35.509142,544.5802249,484.595
310,35.293821,554.6698112,485.639
311,35.04791,575.8420089,486.763
312,34.804656,581.1243096,487.316
313,34.600789,573.5108842,487.943
314,34.381946,578.7106272,489.079
315,34.134176,587.8263469,489.588
316,33.916291,587.7698989,490.187
317,33.684998,585.0721435,491.312
318,33.443416,581.6195381,491.81
319,33.185367,573.2774087,492.483
320,32.943491,588.7166078,493.614
321,32.710672,606.1376528,494.115
322,32.474995,597.0643379,494.77
323,32.260263,592.5886221,495.941
324,32.042466,596.3375776,496.472
325,31.815515,585.8898135,497.142
326,31.5879,562.7013283,498.383
327,31.357126,550.981506,499.544
328,31.117741,559.0130178,500.018
329,30.865538,576.4290787,500.757
330,30.595945,571.2946326,502.034
331,30.349067,563.2167443,502.571
332,30.114086,572.8072174,503.252
333,29.889424,572.3820385,504.492
334,29.677277,571.9253692,505.041
335,29.448354,583.3776309,505.796
336,29.198764,597.744168,507.133
337,28.950005,605.9457229,507.628
338,28.706346,610.3363506,508.405
339,28.473268,599.7623587,509.669
340,28.239035,590.1371249,510.188
341,27.999188,592.2246162,510.964
342,27.75877,592.4781527,512.375
343,27.511092,593.9883852,513.775
344,27.233324,603.4835892,514.385
345,26.95907,609.0016577,515.165
346,26.726294,619.2663235,516.59
347,26.489228,626.9759058,517.197
348,26.242594,610.0740308,518.041
349,25.984101,607.2801427,519.436
350,25.714748,614.455485,520.071
351,25.446448,624.0064796,520.908
352,25.20321,622.7453811,522.419
353,24.96084,617.5220233,523.085
354,24.701974,619.4120816,523.989
355,24.449298,615.5327791,525.599
356,24.199924,612.7085798,526.272
357,23.923557,616.1188889,527.205
358,23.644788,630.6077324,528.837
359,23.395277,638.6286306,530.423
360,23.13571,632.1889974,531.089
361,22.879344,627.8157766,532.093
362,22.650457,630.4299907,534.012
363,22.422563,616.5763802,534.893
364,22.16798,617.2920514,536.225
365,21.903587,625.2709804,538.94
366,21.64804,625.4934272,540.044
367,21.383165,635.7620741,542.115
368,21.108918,633.4069403,545.912
369,20.827569,629.3903994,547.601
370,20.574639,625.4894131,550.261
371,20.333149,647.8218062,555.164
372,20.07293,668.1240194,557.283
373,19.810379,651.8591134,560.332
374,19.548278,651.5089539,565.689
375,19.272039,665.1107445,567.996
376,18.983099,652.3241008,570.788
377,18.699699,646.1866624,575.433
378,18.442592,653.1203527,579.693
379,18.208464,648.5897988,581.427
380,17.967551,658.9144902,583.61
381,17.711669,674.3019566,587.372
382,17.455529,676.9870933,588.97
383,17.192003,678.3064891,590.901
384,16.925134,667.7153317,594.158
385,16.657243,656.3989976,595.466
386,16.396689,649.7494727,597.276
387,16.121826,658.8834944,600.073
388,15.855278,670.0181481,601.248
389,15.594367,652.6100624,602.645
390,15.327114,651.4668598,605.155
391,15.054628,664.2375544,606.231
392,14.778751,659.8899056,607.533
393,14.494114,668.0795067,609.765
394,14.204218,676.3013639,611.883
395,13.954,666.5943492,612.766
396,13.731778,649.0314327,612.766
397,13.419318,634.290055,615.732
398,13.20814,620.6974167,616.511
399,12.953071,636.6622084,617.42
400,12.692912,654.1675065,619.013
401,12.424364,658.3009079,619.723
402,12.155807,651.1813531,620.57
403,11.895651,629.3160073,621.956
404,11.625538,618.8438682,622.541
405,11.361721,634.3837397,623.491
406,11.103659,651.2970694,625.131
407,10.849762,657.5978612,625.8
408,10.590156,637.7855332,626.643
409,10.320038,673.5125835,628.217
410,10.043886,715.4701018,629.881
411,9.766367,680.3344765,630.637
412,9.481447,645.5496476,631.624
413,9.20226,639.7760845,633.503
414,8.936178,630.2750131,634.313
415,8.672438,654.0793568,635.461
416,8.412337,655.2605542,637.546
417,8.162016,632.8079604,638.495
418,7.908939,620.475698,639.777
419,7.659963,621.8566841,642.243
420,7.409704,623.6629831,643.404
421,7.157962,621.8860573,644.93
422,6.929372,635.1271695,647.874
423,6.698182,639.9742284,649.207
424,6.441594,610.5287917,651.16
425,6.191361,579.8112265,655.088
426,5.941116,567.731029,659.602
427,5.686274,573.4136004,661.733
428,5.443289,567.3505181,664.815
429,5.218467,550.3587799,671.722
430,5.002498,546.3079784,675.33
431,4.776969,528.985399,680.851
432,4.550346,504.7919405,692.41
433,4.328789,481.4457535,697.951
434,4.131872,481.7277385,705.992
435,3.946699,469.1369078,721.123
436,3.759778,421.6189497,728.176
437,3.597945,404.8368108,741.949
438,3.469002,384.8588943,773.901
439,3.332601,340.2000658,791.238
440,3.188571,326.2038204,822.714
441,3.061818,310.1066006,870.669
442,2.940955,272.3529907,888.902
443,2.822623,254.6639977,901.515
444,2.719008,243.1871127,916.06
445,2.626536,222.6350736,920.116
446,2.537834,215.3446862,920.602
447,2.442165,209.255218,917.251
448,2.355321,196.198821,908.93
449,2.304012,180.628777,904.318
450,2.252341,171.1060544,896.526
451,2.198178,161.6470409,882.066
452,2.148354,147.1973407,875.712
453,2.107745,141.6256237,866.959
454,2.064836,139.7736918,852.448
455,1.995343,133.5756022,846.658
456,1.931584,128.5056243,838.563
457,1.887841,124.8030798,824.875
458,1.836267,120.7064008,818.957
459,1.78836,118.5925845,813.174
460,1.759964,117.6915,803.078
461,1.6792,114.0409132,793.146
462,1.576011,110.4207034,788.732
463,1.518432,106.9741503,784.006
464,1.471191,103.7199647,776.113
465,1.451917,100.5949536,772.743
466,1.467363,99.87978401,770.149
467,1.462337,96.17800401,765.531
468,1.429613,90.52115214,763.497
469,1.392289,90.64970022,761.096
470,1.349396,89.35177252,755.655
471,1.308468,85.77433033,752.876
472,1.282394,84.80278744,749.928
473,1.259634,83.7605278,746.249
474,1.239134,80.22007968,745.159
475,1.207556,78.38654775,744.107
476,1.169357,76.45109343,740.483
477,1.128475,72.46882782,736.796
478,1.098279,71.96251304,735.623
479,1.078976,70.96037673,734.652
480,1.058984,67.56626221,732.962
481,1.034611,64.97960807,732.257
482,1.018597,64.15917515,730.893
483,1.007728,62.96292072,728.405
484,0.982939,60.05246941,727.228
485,0.938444,57.73481782,726.451
486,0.906953,56.36586132,724.69
487,0.890673,54.76464169,723.745
488,0.872733,53.76694785,722.624
489,0.856668,52.00664409,720.67
490,0.836119,48.6014544,719.856
491,0.816748,47.21727739,718.206
492,0.781974,46.65662156,715.47
493,0.75888,44.43466601,713.194
494,0.766195,42.53344011,712.261
495,0.757309,41.41087799,711.1
496,0.730979,40.38790296,709.107
497,0.702589,40.13725287,708.257
498,0.688,39.37901803,708.01
499,0.689112,36.68257994,707.699
500,0.67758,33.98827881,707.614
501,0.653724,32.87087164,707.085
502,0.63273,32.06567882,705.83
