Time,Mass
[s],[g]
0,70.1
1,69.938795
2,69.851313
3,70.009215
4,70.120986
5,70.081614
6,70.144433
7,69.998408
8,70.066883
9,70.077701
10,70.023197
11,69.843241
12,69.980403
13,69.88181
14,69.824396
15,70.028649
16,70.037413
17,70.051078
18,70.12908
19,70.125273
20,69.995833
21,70.076
22,70.023595
23,69.92989
24,69.917685
25,69.84664
26,69.978729
27,70.093316
28,70.117645
29,69.963808
30,70.154274
31,69.995812
32,69.894145
33,69.974987
34,69.936365
35,70.040086
36,69.9738
37,70.141722
38,69.91662
39,70.036213
40,70.037052
41,70.064836
42,70.174307
43,70.002981
44,70.047106
45,70.026324
46,69.996152
47,69.826714
48,69.898516
49,69.848177
50,69.924258
51,69.929074
52,70.035573
53,70.122533
54,70.069247
55,70.074764
56,70.05157
57,70.035348
58,69.986571
59,69.950493
60,69.873736
61,69.986773
62,69.945268
63,69.946056
64,69.860293
65,69.847686
66,69.84775
67,69.805864
68,69.733221
69,69.717259
70,69.800829
71,69.82792
72,69.842788
73,69.777909
74,69.928163
75,69.78016
76,69.808569
77,69.827809
78,69.777064
79,69.751104
80,69.810781
81,69.803933
82,69.758449
83,69.88449
84,69.845344
85,69.896548
86,69.950192
87,69.90381
88,69.855446
89,69.990345
90,69.896554
91,69.899301
92,69.800203
93,69.80531
94,69.621835
95,69.670151
96,69.684018
97,69.607117
98,69.706166
99,69.741357
100,69.816811
101,69.72707
102,69.879259
103,69.770782
104,69.660828
105,69.635085
106,69.652819
107,69.715577
108,69.802734
109,69.891497
110,69.716271
111,69.635651
112,69.695731
113,69.734476
114,69.777672
115,69.831491
116,69.773858
117,69.656402
118,69.708108
119,69.696478
120,69.792511
121,69.883652
122,69.658219
123,69.537171
124,69.59187
125,69.671255
126,69.575891
127,69.614313
128,69.636869
129,69.68565
130,69.642496
131,69.669256
132,69.630344
133,69.568714
134,69.642027
135,69.348145
136,69.58243
137,69.395486
138,69.341851
139,69.314378
140,69.384629
141,69.335147
142,69.26584
143,69.333183
144,69.397067
145,69.321691
146,69.383792
147,69.333197
148,69.187847
149,69.071884
150,69.114232
151,69.208202
152,69.146964
153,69.114514
154,69.028982
155,69.1801
156,69.083476
157,69.221905
158,69.113663
159,69.044985
160,69.032672
161,68.961129
162,68.836868
163,68.870194
164,68.840389
165,68.735595
166,68.852174
167,68.774275
168,68.779017
169,68.758466
170,68.881309
171,68.802285
172,68.743511
173,68.709066
174,68.589174
175,68.723563
176,68.529521
177,68.573219
178,68.400732
179,68.493504
180,68.428064
181,68.353908
182,68.329259
183,68.27626
184,68.275417
185,68.240291
186,68.196182
187,68.131392
188,68.071706
189,68.036963
190,68.053897
191,67.904873
192,67.965914
193,67.804586
194,67.925042
195,67.74294
196,67.798297
197,67.780841
198,67.775359
199,67.612727
200,67.771752
201,67.716275
202,67.504778
203,67.454129
204,67.349323
205,67.252672
206,67.189303
207,67.215759
208,67.14946
209,67.107183
210,67.170088
211,67.206018
212,67.034657
213,67.103511
214,67.055555
215,67.049783
216,66.919183
217,67.054034
218,66.934887
219,66.858172
220,66.812945
221,66.763391
222,66.571667
223,66.608307
224,66.440089
225,66.297566
226,66.480276
227,66.317244
228,66.30712
229,66.259881
230,66.309319
231,66.162099
232,65.938939
233,65.982849
234,65.794239
235,66.009557
236,65.961938
237,65.864029
238,65.774776
239,65.849894
240,65.756727
241,65.813768
242,65.765711
243,65.661024
244,65.597453
245,65.49578
246,65.563582
247,65.366418
248,65.392481
249,65.350179
250,65.303406
251,65.123446
252,65.094936
253,64.93653
254,64.849953
255,64.807598
256,64.831484
257,64.711277
258,64.675439
259,64.479027
260,64.540257
261,64.365201
262,64.378266
263,64.231461
264,64.206713
265,64.133971
266,64.074347
267,64.083169
268,64.019219
269,64.016993
270,63.788498
271,63.822725
272,63.705378
273,63.719898
274,63.659488
275,63.777972
276,63.720011
277,63.494779
278,63.523802
279,63.433401
280,63.379343
281,63.197985
282,63.127661
283,63.019308
284,63.034343
285,63.03043
286,62.889413
287,62.837473
288,62.858339
289,62.811646
290,62.639688
291,62.753833
292,62.689109
293,62.487431
294,62.386739
295,62.369124
296,62.196086
297,62.224477
298,62.181746
299,62.078102
300,62.049189
301,62.029606
302,62.055329
303,61.787996
304,61.798457
305,61.684664
306,61.560993
307,61.511695
308,61.379319
309,61.173435
310,61.276412
311,61.182935
312,61.0562
313,60.95591
314,60.975497
315,60.870493
316,60.916661
317,60.772363
318,60.630803
319,60.707564
320,60.579028
321,60.61697
322,60.551834
323,60.552312
324,60.31273
325,60.327961
326,60.226025
327,60.172652
328,59.966754
329,59.939182
330,59.808704
331,59.741942
332,59.722884
333,59.684614
334,59.620645
335,59.701024
336,59.469806
337,59.475371
338,59.441087
339,59.41004
340,59.271267
341,59.229942
342,59.18911
343,58.905114
344,58.906737
345,58.688654
346,58.658428
347,58.530586
348,58.527529
349,58.284849
350,58.329582
351,58.168814
352,58.16112
353,58.056071
354,57.946592
355,57.784124
356,57.816019
357,57.610256
358,57.572444
359,57.566451
360,57.687622
361,57.575299
362,57.406051
363,57.18647
364,57.143497
365,57.043161
366,57.051163
367,56.90098
368,57.021538
369,56.780889
370,56.666785
371,56.720977
372,56.657918
373,56.448307
374,56.504406
375,56.261975
376,56.224204
377,56.25322
378,55.931735
379,55.999574
380,55.898275
381,55.824929
382,55.624815
383,55.659769
384,55.592214
385,55.407817
386,55.356617
387,55.496308
388,55.205347
389,54.925732
390,54.952025
391,54.998334
392,54.92785
393,54.929239
394,54.555566
395,54.392429
396,54.5321
397,54.494027
398,54.401105
399,54.328623
400,54.115251
401,54.044469
402,53.914502
403,53.861662
404,53.816426
405,53.825195
406,53.764648
407,53.596626
408,53.306919
409,53.437238
410,53.381399
411,53.412743
412,53.350442
413,53.089494
414,52.76936
415,53.082801
416,52.972942
417,52.735632
418,52.577496
419,52.485744
420,52.268141
421,52.519318
422,52.409426
423,52.069554
424,52.038061
425,52.078013
426,51.992246
427,51.767863
428,51.64831
429,51.517537
430,51.686835
431,51.556634
432,51.391252
433,51.241388
434,51.343369
435,51.033174
436,50.872426
437,50.884623
438,51.046471
439,50.764207
440,50.639351
441,50.459858
442,50.512772
443,50.334106
444,50.219454
445,49.991534
446,50.116164
447,50.058396
448,49.933522
449,49.624656
450,49.603695
451,49.476745
452,49.604228
453,49.524072
454,49.394448
455,49.238327
456,49.063876
457,48.881648
458,48.78273
459,48.80911
460,48.858049
461,48.705601
462,48.617909
463,48.282984
464,48.227779
465,48.120515
466,48.230859
467,48.099585
468,47.954836
469,47.769528
470,47.72283
471,47.554001
472,47.450416
473,47.358799
474,47.487383
475,47.32865
476,47.242711
477,47.091269
478,46.953803
479,46.777056
480,46.723825
481,46.527389
482,46.529396
483,46.526049
484,46.477895
485,46.445486
486,46.373979
487,46.03451
488,45.895685
489,45.763345
490,45.758636
491,45.685596
