Time,Temperature,Heat Flow
[s],[K],[W/g]
0,298.33,-1.44E-02
1.9998,298.33,-1.31E-02
4.0002,298.33839,-1.35E-02
6,298.34741,-1.35E-02
7.9998,298.35802,-1.38E-02
10.0002,298.3747,-1.34E-02
12,298.40133,-1.16E-02
13.9998,298.43741,-1.25E-02
16.0002,298.49239,-1.00E-02
18,298.5673,-6.83E-03
19.9998,298.6668,-3.90E-03
22.0002,298.7912,1.26E-03
24,298.9429,8.09E-03
25.9998,299.1249,1.31E-02
28.0002,299.34043,2.30E-02
30,299.5878,3.28E-02
31.9998,299.87375,4.44E-02
34.0002,300.19541,5.71E-02
36,300.55643,7.01E-02
37.9998,300.95107,8.48E-02
40.0002,301.3823,9.99E-02
42,301.85225,0.11673
43.9998,302.36292,0.13411
46.0002,302.905,0.15236
48,303.48133,0.17034
49.9998,304.08731,0.1896
52.0002,304.72177,0.21015
54,305.38497,0.22722
55.9998,306.0729,0.24796
58.0002,306.78866,0.26718
60,307.52859,0.28545
61.9998,308.28897,0.30458
64.0002,309.07279,0.32332
66,309.87134,0.33787
67.9998,310.68579,0.35821
70.0002,311.51541,0.37366
72,312.35856,0.39011
73.9998,313.21371,0.40476
76.0002,314.0768,0.419
78,314.94792,0.43101
79.9998,315.82395,0.44487
82.0002,316.70538,0.45621
84,317.5912,0.46672
85.9998,318.48011,0.47469
88.0002,319.36866,0.48522
90,320.25913,0.49138
91.9998,321.14626,0.49939
94.0002,322.03364,0.50769
96,322.91541,0.50989
97.9998,323.79698,0.51607
100.0002,324.67338,0.51857
102,325.54562,0.52263
103.9998,326.41267,0.52683
106.0002,327.27761,0.52805
108,328.13679,0.52927
109.9998,328.98967,0.53134
112.0002,329.83479,0.53327
114,330.67513,0.53162
115.9998,331.50869,0.53169
118.0002,332.33882,0.5329
120,333.1669,0.5334
121.9998,333.9851,0.53059
124.0002,334.79621,0.53051
126,335.59934,0.52913
127.9998,336.40321,0.52774
130.0002,337.20105,0.52578
132,337.99369,0.52453
133.9998,338.78066,0.52328
136.0002,339.56257,0.52174
138,340.33939,0.51961
139.9998,341.11172,0.51633
142.0002,341.87893,0.51405
144,342.63848,0.5109
145.9998,343.39261,0.51049
148.0002,344.14356,0.50907
150,344.89328,0.50807
151.9998,345.64084,0.5065
154.0002,346.38226,0.50405
156,347.12128,0.50073
157.9998,347.85672,0.50132
160.0002,348.58957,0.49973
162,349.3192,0.49901
163.9998,350.0472,0.49843
166.0002,350.77205,0.49757
168,351.49664,0.49699
169.9998,352.21807,0.49553
172.0002,352.9388,0.49553
174,353.65869,0.49509
175.9998,354.37615,0.49407
178.0002,355.09566,0.49144
180,355.81318,0.48998
181.9998,356.5308,0.48852
184.0002,357.24656,0.48544
186,357.96043,0.48456
187.9998,358.675,0.48323
190.0002,359.38884,0.48103
192,360.1049,0.47648
193.9998,360.8218,0.47383
196.0002,361.54018,0.47147
198,362.25756,0.46896
199.9998,362.97203,0.4663
202.0002,363.68434,0.46334
204,364.40031,0.46111
205.9998,365.11459,0.46006
208.0002,365.8261,0.4568
210,366.5381,0.4556
211.9998,367.25262,0.4538
214.0002,367.96802,0.45097
216,368.68071,0.44918
217.9998,369.3942,0.44723
220.0002,370.10995,0.44734
222,370.82675,0.44584
223.9998,371.54015,0.44462
226.0002,372.25307,0.44296
228,372.96203,0.4413
229.9998,373.67087,0.44185
232.0002,374.37859,0.44004
234,375.09,0.4397
235.9998,375.80005,0.43848
238.0002,376.50548,0.43814
240,377.20821,0.43781
241.9998,377.9101,0.43791
244.0002,378.6112,0.43757
246,379.31141,0.43679
247.9998,380.01054,0.43704
250.0002,380.71159,0.43715
252,381.40675,0.438
253.9998,382.10044,0.43646
256.0002,382.79505,0.43612
258,383.48944,0.43547
259.9998,384.18193,0.43662
262.0002,384.87151,0.43418
264,385.56097,0.43414
265.9998,386.24815,0.43528
268.0002,386.93179,0.43389
270,387.6141,0.43503
271.9998,388.29738,0.43738
274.0002,388.98148,0.43778
276,389.66682,0.44028
277.9998,390.3498,0.44039
280.0002,391.02956,0.44349
282,391.70587,0.44465
283.9998,392.38193,0.4467
286.0002,393.05585,0.44906
288,393.7317,0.45068
289.9998,394.40675,0.4544
292.0002,395.08179,0.45692
294,395.75679,0.45929
295.9998,396.43223,0.46393
298.0002,397.10928,0.46646
300,397.78333,0.46884
301.9998,398.45647,0.47273
304.0002,399.1272,0.47693
306,399.80028,0.48023
307.9998,400.47323,0.48429
310.0002,401.14531,0.48881
312,401.81385,0.49121
313.9998,402.48223,0.4924
316.0002,403.15085,0.49526
318,403.82277,0.49842
319.9998,404.49464,0.50038
322.0002,405.16749,0.50067
324,405.83882,0.50247
325.9998,406.50861,0.50352
328.0002,407.17903,0.5032
330,407.84874,0.50546
331.9998,408.51851,0.50408
334.0002,409.18818,0.50345
336,409.85882,0.5016
337.9998,410.5279,0.49913
340.0002,411.19569,0.49667
342,411.86385,0.49557
343.9998,412.53415,0.49418
346.0002,413.20439,0.49201
348,413.87516,0.49015
349.9998,414.54357,0.48843
352.0002,415.21325,0.48687
354,415.88354,0.48378
355.9998,416.55492,0.48083
358.0002,417.22388,0.47957
360,417.89182,0.47907
361.9998,418.55757,0.47627
364.0002,419.22616,0.47516
366,419.89433,0.47343
367.9998,420.56438,0.47293
370.0002,421.23243,0.46981
372,421.90233,0.46962
373.9998,422.56969,0.46819
376.0002,423.23951,0.46645
378,423.90952,0.46549
379.9998,424.58046,0.46452
382.0002,425.25185,0.46386
384,425.92003,0.46258
385.9998,426.58736,0.46083
388.0002,427.25326,0.45985
390,427.91962,0.45826
391.9998,428.58633,0.45806
394.0002,429.25205,0.45677
396,429.92052,0.45672
397.9998,430.58728,0.45543
400.0002,431.2552,0.45445
402,431.91923,0.45409
403.9998,432.5849,0.45388
406.0002,433.25156,0.45321
408,433.91862,0.4516
409.9998,434.58551,0.45139
412.0002,435.24939,0.45103
414,435.91395,0.45113
415.9998,436.57859,0.45014
418.0002,437.24408,0.45009
420,437.90797,0.45034
421.9998,438.57031,0.45154
424.0002,439.23249,0.44867
426,439.89415,0.44908
427.9998,440.5562,0.45012
430.0002,441.21708,0.45085
432,441.88005,0.45158
433.9998,442.54393,0.45184
436.0002,443.20715,0.45415
438,443.86903,0.45488
439.9998,444.52949,0.45483
442.0002,445.19249,0.45572
444,445.85659,0.45677
445.9998,446.52134,0.45892
448.0002,447.18449,0.4595
450,447.84762,0.46056
451.9998,448.51198,0.46193
454.0002,449.17764,0.46235
456,449.84318,0.46483
457.9998,450.50646,0.46573
460.0002,451.1678,0.46838
462,451.83177,0.47023
463.9998,452.4972,0.47003
466.0002,453.16428,0.47236
468,453.83082,0.47454
469.9998,454.49787,0.47624
472.0002,455.16456,0.477
474,455.82933,0.47823
475.9998,456.49366,0.48073
478.0002,457.15974,0.48101
480,457.82608,0.48225
481.9998,458.49433,0.48332
484.0002,459.16329,0.48504
486,459.83216,0.48564
487.9998,460.4997,0.48656
490.0002,461.1661,0.48733
492,461.83402,0.48681
493.9998,462.50234,0.48774
496.0002,463.17084,0.48659
498,463.84066,0.48735
499.9998,464.51051,0.48476
502.0002,465.17998,0.4852
504,465.84795,0.48581
505.9998,466.51434,0.48561
508.0002,467.18138,0.48349
510,467.84941,0.48185
511.9998,468.51831,0.47876
514.0002,469.18779,0.47663
516,469.85575,0.47675
517.9998,470.5221,0.47413
520.0002,471.18567,0.47087
522,471.85092,0.47001
523.9998,472.5182,0.46723
526.0002,473.18734,0.46541
528,473.85848,0.46262
529.9998,474.52539,0.45869
532.0002,475.19361,0.45573
534,475.86079,0.45373
535.9998,476.52813,0.45206
538.0002,477.19749,0.44812
540,477.86516,0.44628
541.9998,478.53392,0.44589
544.0002,479.20036,0.44275
546,479.86541,0.44107
547.9998,480.53149,0.44019
550.0002,481.20018,0.43899
552,481.8679,0.4386
553.9998,482.53382,0.43804
556.0002,483.19872,0.43667
558,483.86433,0.43677
559.9998,484.5301,0.43605
562.0002,485.19226,0.43532
564,485.85605,0.43493
565.9998,486.52144,0.43665
568.0002,487.18792,0.4374
570,487.85205,0.43913
571.9998,488.51743,0.43857
574.0002,489.18425,0.4385
576,489.8532,0.43925
577.9998,490.51898,0.44065
580.0002,491.18454,0.43878
582,491.85046,0.43954
583.9998,492.51695,0.44062
586.0002,493.18195,0.43891
588,493.84654,0.43604
589.9998,494.51041,0.43581
592.0002,495.1768,0.43574
594,495.84044,0.43369
595.9998,496.50402,0.43164
598.0002,497.1657,0.43008
600,497.83079,0.42655
601.9998,498.49705,0.42416
604.0002,499.1653,0.42045
606,499.83154,0.41657
607.9998,500.49574,0.41368
610.0002,501.16072,0.4088
612,501.82602,0.40391
613.9998,502.49493,0.40051
616.0002,503.16,0.39429
618,503.82661,0.38922
619.9998,504.49161,0.38564
622.0002,505.15743,0.38073
624,505.82559,0.3773
625.9998,506.49077,0.37088
628.0002,507.15838,0.36695
630,507.82362,0.36384
631.9998,508.48913,0.35806
634.0002,509.15415,0.35245
636,509.81677,0.35082
637.9998,510.48397,0.3452
640.0002,511.14905,0.34207
642,511.8153,0.33643
643.9998,512.48107,0.33446
646.0002,513.14764,0.32914
648,513.81311,0.32549
649.9998,514.47842,0.32184
652.0002,515.1438,0.31969
654,515.8089,0.31619
655.9998,516.4737,0.31403
658.0002,517.13928,0.31187
660,517.8039,0.30837
661.9998,518.46993,0.30788
664.0002,519.13511,0.30403
666,519.8013,0.3027
667.9998,520.46684,0.30086
670.0002,521.13452,0.29717
672,521.80318,0.29684
673.9998,522.47221,0.29668
676.0002,523.13885,0.29568
678,523.80523,0.29417
679.9998,524.47349,0.29367
682.0002,525.14241,0.29317
684,525.81264,0.29132
685.9998,526.47629,0.29234
688.0002,527.14059,0.29116
690,527.80528,0.29065
691.9998,528.47452,0.29167
694.0002,529.14267,0.29219
696,529.80872,0.29151
697.9998,530.47398,0.29101
700.0002,531.13975,0.29305
702,531.80718,0.2939
703.9998,532.47805,0.29408
706.0002,533.14787,0.29579
708,533.81677,0.29698
709.9998,534.48192,0.29784
712.0002,535.15018,0.30006
714,535.81849,0.30314
715.9998,536.48954,0.30247
718.0002,537.15941,0.30607
720,537.82746,0.30728
721.9998,538.49497,0.30934
724.0002,539.15885,0.31158
726,539.82594,0.31108
727.9998,540.49356,0.31383
730.0002,541.16346,0.31573
732,541.83095,0.31575
733.9998,542.49769,0.318
736.0002,543.16516,0.31887
738,543.83164,0.31958
739.9998,544.49746,0.32303
742.0002,545.16131,0.32391
744,545.82761,0.32462
745.9998,546.4939,0.32792
748.0002,547.1639,0.32897
750,547.83246,0.33038
751.9998,548.4991,0.33161
754.0002,549.16082,0.33405
756,549.82382,0.33528
757.9998,550.4871,0.33738
760.0002,551.15218,0.33862
762,551.81736,0.33986
763.9998,552.48436,0.34249
766.0002,553.15126,0.34321
768,553.8167,0.34584
769.9998,554.48229,0.34778
772.0002,555.14693,0.34868
774,555.81297,0.3515
775.9998,556.47835,0.35431
778.0002,557.14454,0.35661
780,557.80943,0.35839
781.9998,558.47439,0.36243
784.0002,559.13892,0.36421
786,559.80316,0.36634
787.9998,560.46657,0.3697
