Time,Mass
[s],[g]
0,73.8
1,73.902083
2,73.754581
3,73.994115
4,73.952963
5,73.86313
6,73.866861
7,73.98071
8,73.920639
9,73.910917
10,73.980654
11,73.954761
12,73.883474
13,73.865541
14,74.116576
15,73.894724
16,73.906085
17,73.926729
18,73.940737
19,73.864387
20,73.916923
21,73.836772
22,73.823012
23,73.743225
24,73.867159
25,73.706247
26,73.762778
27,73.76909
28,73.810313
29,73.868696
30,73.904712
31,73.898957
32,73.841339
33,73.844026
34,73.753555
35,73.881897
36,73.734767
37,73.677964
38,73.719153
39,73.777916
40,73.730101
41,73.854437
42,73.774211
43,73.889399
44,73.80393
45,73.813214
46,73.701608
47,73.749632
48,73.639796
49,73.713441
50,73.70085
51,73.742712
52,73.774759
53,73.785951
54,73.751128
55,73.903576
56,73.841947
57,73.718616
58,73.738906
59,73.735951
60,73.754348
61,73.695246
62,73.657371
63,73.658888
64,73.757271
65,73.625741
66,73.653686
67,73.681034
68,73.801589
69,73.764773
70,73.805475
71,73.721431
72,73.674054
73,73.675221
74,73.74933
75,73.51817
76,73.669629
77,73.574114
78,73.620116
79,73.690521
80,73.723276
81,73.520566
82,73.581094
83,73.626047
84,73.577517
85,73.594811
86,73.628861
87,73.505282
88,73.639414
89,73.631743
90,73.617586
91,73.673564
92,73.578308
93,73.61255
94,73.38607
95,73.662854
96,73.508208
97,73.49271
98,73.640442
99,73.690307
100,73.53658
101,73.65979
102,73.653745
103,73.605397
104,73.762858
105,73.642353
106,73.570073
107,73.593305
108,73.623933
109,73.544776
110,73.592117
111,73.478895
112,73.410921
113,73.392363
114,73.468896
115,73.504395
116,73.401043
117,73.570481
118,73.486741
119,73.536456
120,73.594013
121,73.418179
122,73.415383
123,73.411183
124,73.363145
125,73.271652
126,73.389149
127,73.428678
128,73.411546
129,73.326783
130,73.240847
131,73.42639
132,73.418943
133,73.304329
134,73.299014
135,73.300541
136,73.205098
137,73.271574
138,73.241648
139,73.216975
140,73.137789
141,73.166544
142,73.244332
143,73.289592
144,73.220676
145,73.180332
146,73.045337
147,73.007124
148,73.053682
149,72.954421
150,73.062052
151,72.848272
152,73.160436
153,72.865475
154,72.894796
155,72.843133
156,72.859477
157,72.758536
158,72.802994
159,72.807299
160,72.793213
161,72.801926
162,72.677499
163,72.619241
164,72.556174
165,72.52611
166,72.437073
167,72.500888
168,72.498246
169,72.415771
170,72.539265
171,72.379103
172,72.314927
173,72.316886
174,72.269426
175,72.211551
176,72.321291
177,72.219825
178,72.006759
179,72.168487
180,72.097681
181,71.993707
182,71.967044
183,72.041346
184,71.93775
185,72.000489
186,71.908506
187,71.886967
188,71.851319
189,71.784106
190,71.606357
191,71.645991
192,71.626835
193,71.470636
194,71.530717
195,71.553438
196,71.527896
197,71.387433
198,71.396963
199,71.416694
200,71.283509
201,71.305377
202,71.163953
203,71.215754
204,71.141531
205,71.196444
206,71.143429
207,71.008139
208,71.006202
209,70.924072
210,70.867902
211,70.831723
212,70.898763
213,70.795789
214,70.750811
215,70.873483
216,70.650035
217,70.549381
218,70.531889
219,70.49768
220,70.43265
221,70.343791
222,70.303163
223,70.384497
224,70.369029
225,70.282776
226,70.219462
227,70.003952
228,70.01723
229,70.069672
230,69.87063
231,69.953881
232,69.727919
233,69.806202
234,69.829728
235,69.814012
236,69.729798
237,69.627567
238,69.646621
