Time,Mass,HRR,Back Surface Temperature
[s],[g],[kW/m2],[K]
0,73.92,2.012419839,0
1,73.872426,1.845910581,0
2,73.860504,1.727626207,0
3,73.888033,1.689135642,0
4,73.906087,1.359161637,0
5,73.915805,1.108721462,0
6,73.93073,1.051041513,0
7,73.930467,1.227998898,0
8,73.928966,1.343595776,0
9,73.907017,1.33603198,0
10,73.895,0.671672073,0
11,73.920067,0.257612663,0
12,73.939613,0.220432806,0
13,73.932898,0.169850731,0
14,73.920082,0.23503998,0
15,73.910144,0.411678679,0
16,73.908957,0.472692735,0
17,73.899542,0.625646389,0
18,73.859817,0.470405076,0
19,73.856222,0.375898845,0
20,73.867982,-0.115302731,0
21,73.883867,-1.480852657,0
22,73.892925,-2.038528403,0
23,73.881804,3.480995688,0
24,73.865261,24.14355542,0
25,73.850385,33.01569503,0
26,73.85147,62.2286581,0
27,73.824902,114.790131,0
28,73.770972,131.4858308,0
29,73.691481,185.6052851,0
30,73.587962,262.5502417,0
31,73.463398,332.2886233,0
32,73.32073,348.8844711,0
33,73.153897,390.9839567,0
34,72.953713,452.2264984,0
35,72.766325,443.6875269,0
36,72.55811,461.8803398,0
37,72.360472,498.1973328,0
38,72.185114,482.2412683,0
39,71.980658,491.7581328,0
40,71.760941,524.8724653,0
41,71.538723,528.9425044,0
42,71.327637,551.111918,0
43,71.099172,575.3681488,0
44,70.855026,575.8909638,0
45,70.612604,588.6564755,0
46,70.377252,599.203876,0
47,70.136377,606.4156647,0
48,69.893046,591.6245802,0
49,69.639496,596.3201256,0
50,69.379757,611.9358712,0
51,69.130261,608.120725,0
52,68.85937,641.1927803,0
53,68.59381,663.2611633,0
54,68.358335,654.8288371,0
55,68.115931,656.1470235,0
56,67.8607,662.2452821,0
57,67.616562,624.466477,0
58,67.373886,636.8040259,0
59,67.094641,656.7117596,0
60,66.82858,635.6741751,0
61,66.604672,653.3822006,0
62,66.374609,635.3419421,0
63,66.114752,618.3078655,0
64,65.866347,629.3779806,0
65,65.623593,654.181331,0
66,65.356814,668.7544213,0
67,65.074964,655.9080289,0
68,64.786924,637.7208088,0
69,64.540834,636.0024409,0
70,64.29487,638.210477,0
71,64.022586,640.4557499,0
72,63.740237,641.6478882,0
73,63.471724,669.2999029,0
74,63.210463,655.5638691,0
75,62.95377,641.5343439,0
76,62.700902,642.6729626,0
77,62.403611,665.6873338,0
78,62.101213,680.9526954,0
79,61.856364,677.8984525,0
80,61.606088,683.2863458,0
81,61.335158,667.7001434,0
82,61.056231,660.4531706,0
83,60.771494,678.2629298,0
84,60.496865,683.3455829,0
85,60.199125,683.6884093,0
86,59.899008,693.3643222,0
87,59.637886,690.84808,0
88,59.367489,688.5391918,0
89,59.083022,669.0726782,0
90,58.788952,681.4241086,0
91,58.488164,694.2037402,0
92,58.206899,662.5077952,0
93,57.958711,675.6354112,0
