Time,Mass,HRR,Back Surface Temperature
[s],[g],[kW/m2],[K]
0,27.45,14.07277529,0
1,27.439622,12.28343526,0
2,27.418189,11.07197095,0
3,27.39329,10.87501857,0
4,27.380178,10.26441197,0
5,27.393432,9.184786137,0
6,27.404787,7.419947389,0
7,27.405726,6.749964963,0
8,27.401195,5.325736941,0
9,27.406046,4.748806177,0
10,27.398342,5.015911678,0
11,27.400441,5.240668886,0
12,27.407603,4.316440814,0
13,27.412118,3.71586145,0
14,27.416444,3.713561194,0
15,27.397064,3.661621304,0
16,27.386283,3.598176924,0
17,27.39086,3.546569603,0
18,27.393,3.169098433,0
19,27.386129,2.900923417,0
20,27.378145,2.781849954,0
21,27.392506,2.660677488,0
22,27.394534,2.68545014,0
23,27.397373,2.681405985,0
24,27.404146,1.37435113,0
25,27.398505,0.486330265,0
26,27.382727,0.429099024,0
27,27.377276,1.892761246,0
28,27.378,2.746744729,0
29,27.378,2.844842029,0
30,27.380531,3.030021688,0
31,27.375554,3.36727345,0
32,27.368148,3.470629763,0
33,27.373014,3.632586504,0
34,27.384032,3.55336208,0
35,27.381057,3.450205818,0
36,27.383266,3.314476333,0
37,27.38323,3.103685059,0
38,27.383481,1.463755728,0
39,27.373739,0.587529046,0
40,27.376644,1.942845975,0
41,27.38265,1.204484098,0
42,27.381074,0.296292899,0
43,27.379372,0.239234941,0
44,27.375255,0.222969997,0
45,27.360487,0.234808817,0
46,27.368054,0.312794751,0
47,27.388944,0.519070553,0
48,27.386546,0.617712405,0
49,27.367932,0.739521694,0
50,27.35184,0.969307819,0
51,27.38321,1.085051804,0
52,27.398907,2.584767823,0
53,27.387702,3.740342381,0
54,27.376068,3.913752006,0
55,27.357596,3.74010489,0
56,27.369084,3.458186357,0
57,27.398619,3.086742043,0
58,27.396574,3.001562126,0
59,27.389,2.937766681,0
60,27.376765,1.3697877,0
61,27.336784,0.483642437,0
62,27.334432,0.444599984,0
63,27.372572,0.541420886,0
64,27.392498,0.617830205,0
65,27.387111,-0.727431301,0
66,27.380487,-1.271134306,0
67,27.374037,-1.157822233,0
68,27.361615,-0.914542572,0
69,27.366596,-0.749360634,0
70,27.379287,-0.736543878,0
71,27.381062,0.381233531,0
72,27.369228,0.787932081,0
73,27.357387,0.628651262,0
74,27.360253,0.624720673,0
75,27.36964,0.465928308,0
76,27.376141,0.460056821,0
77,27.370437,0.515017051,0
78,27.358939,0.50219644,0
79,27.374172,0.458499064,0
80,27.383065,0.442750018,0
81,27.371563,0.430045962,0
82,27.346981,0.506995503,0
83,27.358473,0.562749888,0
84,27.375128,0.775620463,0
85,27.389964,2.504256239,0
86,27.388661,3.419137327,0
87,27.372455,3.670506193,0
88,27.367253,3.868644052,0
89,27.366099,3.967417707,0
90,27.345617,4.0299559,0
91,27.327062,4.060105695,0
92,27.327397,3.992886339,0
93,27.331873,3.925666147,0
94,27.347177,3.542598832,0
95,27.357243,4.631781842,0
96,27.342517,5.434622287,0
97,27.333625,5.288039418,0
98,27.349422,5.055019913,0
99,27.354752,5.017828801,0
100,27.344667,5.167191904,0
101,27.329964,5.256411733,0
102,27.310289,5.307515778,0
103,27.323237,5.050741348,0
104,27.337253,3.892968889,0
105,27.327488,2.62975588,0
106,27.312893,2.212082612,0
107,27.276935,4.504886299,0
108,27.2674,21.0436278,0
109,27.273,30.18422004,0
110,27.274273,58.38751232,0
111,27.256782,101.7397685,0
112,27.237269,119.3657403,0
113,27.210741,144.9085497,0
114,27.190592,181.1251795,0
115,27.154248,190.1299907,0
116,27.124455,208.3888042,0
117,27.084841,242.6467477,0
118,27.027067,253.654127,0
119,26.960557,266.0828699,0
120,26.928111,292.5722519,0
121,26.898488,315.2104513,0
122,26.85366,318.3374624,0
123,26.789704,327.7245258,0
124,26.709938,339.8898789,0
125,26.664755,345.9243773,0
126,26.631015,350.6336954,0
127,26.589242,358.1811981,0
128,26.529691,355.4586791,0
129,26.477954,355.4682089,0
130,26.427876,358.4580423,0
131,26.370265,358.2625029,0
132,26.294939,359.0219136,0
133,26.224175,359.2318082,0
134,26.162154,355.9276808,0
135,26.106949,366.5043223,0
136,26.043137,366.3223789,0
137,25.994758,366.3892022,0
138,25.952287,376.9680438,0
139,25.893051,386.964174,0
140,25.822915,393.6509527,0
141,25.742399,392.9249194,0
142,25.663938,386.1616727,0
143,25.639683,393.6099104,0
144,25.586586,396.2592331,0
145,25.520551,397.765886,0
146,25.447308,400.2399481,0
147,25.387472,396.5683309,0
148,25.329995,392.6923654,0
149,25.250714,391.9840849,0
150,25.186192,393.1567163,0
151,25.141154,401.3776948,0
152,25.081971,404.5556433,0
153,25.002239,404.0660445,0
154,24.928358,409.5736606,0
155,24.877191,409.6774724,0
156,24.82909,410.7295455,0
157,24.772252,404.081341,0
158,24.70108,401.5233443,0
159,24.645771,404.3433805,0
160,24.586169,404.22287,0
161,24.509633,408.7161267,0
162,24.439042,413.5229812,0
163,24.384278,414.0090317,0
164,24.331204,409.8432512,0
165,24.253455,409.0041782,0
166,24.18105,412.7609193,0
167,24.120296,416.1890786,0
168,24.052387,417.5197361,0
169,23.987104,417.6392022,0
170,23.90932,416.4804856,0
171,23.836641,416.3980979,0
172,23.779321,416.9085106,0
173,23.718205,417.3076223,0
174,23.655973,415.7334343,0
175,23.604223,415.1327761,0
176,23.549344,417.3179415,0
177,23.46974,423.0451865,0
178,23.38228,427.8643782,0
179,23.315308,428.7602965,0
180,23.265094,427.3213953,0
181,23.197219,424.0321934,0
182,23.116472,421.6920973,0
183,23.024253,425.2809229,0
184,22.958377,431.9129763,0
185,22.914091,429.9635727,0
186,22.862904,427.715845,0
187,22.785468,433.4038313,0
188,22.696039,436.0520154,0
189,22.643822,430.3025901,0
190,22.592255,434.2118662,0
191,22.508687,440.0792284,0
192,22.43407,438.780982,0
193,22.393976,438.8510972,0
194,22.337524,439.4242534,0
195,22.264499,440.9762855,0
196,22.191254,435.0961624,0
197,22.107888,431.7581445,0
198,22.03366,437.4473394,0
199,21.974861,440.4386647,0
200,21.904271,440.7102462,0
201,21.828018,443.0729501,0
202,21.749539,443.8375891,0
203,21.708372,440.8104091,0
204,21.645841,439.1591609,0
205,21.568712,438.6030516,0
206,21.492305,435.7109659,0
207,21.420725,435.5287418,0
208,21.335739,442.5376369,0
209,21.269726,439.6409307,0
210,21.217738,434.5843052,0
211,21.165474,428.2259302,0
212,21.079901,436.6570299,0
